|6.6.6
Archiving\03_Data\frac/QFM_m1/YM20/YM20_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1127.82        2500.00                 NaN            NaN            NaN   3.04918                 NaN            NaN            NaN   7.52419                 NaN            NaN   8.46365        46.9681       0.831244        33.1636                 NaN
  1125.31        2500.00                 NaN            NaN            NaN   4.10981                 NaN            NaN            NaN   5.38340       0.127953E-004            NaN   8.28504        47.7483       0.928730        33.5447                 NaN
  1122.81        2500.00                 NaN            NaN            NaN   4.14624                 NaN            NaN            NaN   5.33089                 NaN            NaN   8.28592        47.7438       0.928677        33.5644                 NaN
  1120.30        2500.00                 NaN            NaN            NaN   3.16590                 NaN            NaN            NaN   7.31929                 NaN            NaN   8.45114        47.0043       0.836068        33.2233                 NaN
  1117.79        2500.00                 NaN            NaN            NaN   4.14848                 NaN            NaN            NaN   5.32792                 NaN            NaN   8.28805        47.7369       0.928607        33.5701                 NaN
  1115.29        2500.00                 NaN            NaN            NaN   4.11865                 NaN            NaN            NaN   5.37114                 NaN            NaN   8.28928        47.7343       0.928588        33.5581                 NaN
  1112.78        2500.00                 NaN            NaN            NaN   4.12082                 NaN            NaN            NaN   5.36817                 NaN            NaN   8.29036        47.7307       0.928550        33.5614                 NaN
  1110.28        2500.00                 NaN            NaN            NaN   3.32531                 NaN            NaN            NaN   7.05184                 NaN            NaN   8.42775        47.0325       0.851110        33.3115                 NaN
  1107.77        2500.00                 NaN            NaN            NaN   3.36514                 NaN            NaN            NaN   6.96753                 NaN            NaN   8.46064        47.0332       0.852036        33.3215                 NaN
  1105.26        2500.00                 NaN            NaN            NaN   4.12810                 NaN            NaN            NaN   5.36722       0.733116E-004            NaN   8.29590        47.7028       0.928533        33.5774                 NaN
  1102.76        2500.00                 NaN            NaN            NaN   4.12960                 NaN            NaN            NaN   5.35473                 NaN            NaN   8.29632        47.7160       0.928371        33.5750                 NaN
  1100.25        2500.00                 NaN            NaN            NaN   4.13139                 NaN            NaN            NaN   5.35387                 NaN            NaN   8.29588        47.7125       0.928347        33.5781                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.17993        8.56596                 NaN   8.80414        45.9159       0.637536        31.8966                 NaN
  1095.24        2500.00                 NaN            NaN            NaN   4.13153                 NaN            NaN            NaN   5.35338                 NaN            NaN   8.29710        47.7082       0.928165        33.5816                 NaN
  1092.73        2500.00                 NaN            NaN            NaN   4.13883                 NaN            NaN            NaN   5.39085       0.887117E-005            NaN   8.27869        47.6554       0.931813        33.6044                 NaN
  1090.23        2500.00                 NaN            NaN            NaN   3.45410                 NaN            NaN            NaN   6.82986                 NaN            NaN   8.46517        47.0130       0.855709        33.3821                 NaN
  1087.72        2500.00                 NaN            NaN            NaN   3.39708                 NaN            NaN            NaN   6.74991       0.178710                 NaN   8.47332        46.9882       0.851929        33.3608                 NaN
  1085.21        2500.00                 NaN            NaN            NaN   4.14470                 NaN            NaN            NaN   5.38244       0.916109E-005            NaN   8.28192        47.6454       0.931640        33.6139                 NaN
  1082.71        2500.00                 NaN            NaN            NaN   4.14366                 NaN            NaN            NaN   5.36806       0.202181E-001            NaN   8.30577        47.6110       0.927842        33.6235                 NaN
  1080.20        2500.00                 NaN            NaN            NaN   3.56612                 NaN            NaN            NaN   6.65289                 NaN            NaN   8.46575        47.0108       0.859605        33.4448                 NaN
  1077.69        2500.00                 NaN            NaN            NaN   4.14771                 NaN            NaN            NaN   5.36360       0.193759E-001            NaN   8.30803        47.6034       0.927743        33.6302                 NaN
  1075.19        2500.00                 NaN            NaN            NaN   3.58586                 NaN            NaN            NaN   6.62371                 NaN            NaN   8.46842        47.0019       0.860238        33.4598                 NaN
  1072.68        2500.00                 NaN            NaN            NaN   3.61989                 NaN            NaN            NaN   6.56078                 NaN            NaN   8.46528        47.0139       0.863135        33.4770                 NaN
  1070.18        2500.00                 NaN            NaN            NaN   3.63179                 NaN            NaN            NaN   6.54192                 NaN            NaN   8.46619        47.0111       0.863699        33.4853                 NaN
  1067.67        2500.00                 NaN            NaN            NaN   3.64831                 NaN            NaN            NaN   6.51352                 NaN            NaN   8.46621        47.0118       0.864775        33.4954                 NaN
  1065.16        2500.00                 NaN            NaN            NaN   3.65919                 NaN            NaN            NaN   6.49646                 NaN            NaN   8.46724        47.0085       0.865285        33.5033                 NaN
  1062.66        2500.00                 NaN            NaN            NaN   3.67004                 NaN            NaN            NaN   6.47965                 NaN            NaN   8.46837        47.0050       0.865744        33.5112                 NaN
  1060.15        2500.00                 NaN            NaN            NaN   3.68049                 NaN            NaN            NaN   6.46339                 NaN            NaN   8.46945        47.0016       0.866193        33.5189                 NaN
  1057.64        2500.00                 NaN            NaN            NaN   4.12932                 NaN            NaN            NaN   5.40578                 NaN            NaN   8.29488        47.6075       0.930981        33.6315                 NaN
  1055.14        2500.00                 NaN            NaN            NaN   4.13107                 NaN            NaN            NaN   5.40369                 NaN            NaN   8.29577        47.6038       0.930841        33.6348                 NaN
  1052.63        2500.00                 NaN            NaN            NaN   4.13279                 NaN            NaN            NaN   5.40143                 NaN            NaN   8.29703        47.6000       0.930772        33.6380                 NaN
  1050.13        2500.00                 NaN            NaN            NaN   4.13448                 NaN            NaN            NaN   5.39921                 NaN            NaN   8.29830        47.5962       0.930702        33.6411                 NaN
  1047.62        2500.00                 NaN            NaN            NaN   4.13616                 NaN            NaN            NaN   5.39704                 NaN            NaN   8.29959        47.5923       0.930631        33.6443                 NaN
  1045.11        2500.00                 NaN            NaN            NaN   4.13782                 NaN            NaN            NaN   5.39490                 NaN            NaN   8.30089        47.5884       0.930559        33.6475                 NaN
  1042.61        2500.00                 NaN            NaN            NaN   4.13946                 NaN            NaN            NaN   5.39281                 NaN            NaN   8.30221        47.5844       0.930486        33.6506                 NaN
  1040.10        2500.00                 NaN            NaN            NaN   4.14884                 NaN            NaN            NaN   5.40242                 NaN            NaN   8.30719        47.5421       0.930813        33.6686                 NaN
  1037.59        2500.00                 NaN            NaN            NaN   4.15047                 NaN            NaN            NaN   5.40035                 NaN            NaN   8.30854        47.5381       0.930737        33.6718                 NaN
  1035.09        2500.00                 NaN            NaN            NaN   4.15209                 NaN            NaN            NaN   5.39832                 NaN            NaN   8.30990        47.5341       0.930660        33.6750                 NaN
  1032.58        2500.00                 NaN            NaN            NaN   4.15368                 NaN            NaN            NaN   5.39633                 NaN            NaN   8.31128        47.5300       0.930582        33.6781                 NaN
  1030.08        2500.00                 NaN            NaN            NaN   4.15526                 NaN            NaN            NaN   5.39439                 NaN            NaN   8.31267        47.5259       0.930502        33.6813                 NaN
  1027.57        2500.00                 NaN            NaN            NaN   4.15682                 NaN            NaN            NaN   5.39248                 NaN            NaN   8.31408        47.5218       0.930421        33.6844                 NaN
  1025.06        2500.00                 NaN            NaN            NaN   4.15837                 NaN            NaN            NaN   5.39062                 NaN            NaN   8.31550        47.5176       0.930339        33.6876                 NaN
  1022.56        2500.00                 NaN            NaN            NaN   4.15989                 NaN            NaN            NaN   5.38879                 NaN            NaN   8.31693        47.5134       0.930256        33.6907                 NaN
  1020.05        2500.00                 NaN            NaN            NaN   4.16140                 NaN            NaN            NaN   5.38702                 NaN            NaN   8.31839        47.5091       0.930171        33.6939                 NaN
  1017.54        2500.00                 NaN            NaN            NaN   4.16342                 NaN            NaN            NaN   5.34738                 NaN            NaN   8.34755        47.5324       0.924318        33.6849                 NaN
  1015.04        2500.00                 NaN            NaN            NaN   4.19216                 NaN            NaN            NaN   5.28136       0.331115E-005            NaN   8.34007        47.5693       0.926286        33.6908                 NaN
  1012.53        2500.00                 NaN            NaN            NaN   4.19367                 NaN            NaN            NaN   5.27989       0.330293E-005            NaN   8.34159        47.5645       0.926205        33.6941                 NaN
  1010.03        2500.00                 NaN            NaN            NaN   4.19516                 NaN            NaN            NaN   5.27845       0.329480E-005            NaN   8.34312        47.5597       0.926123        33.6975                 NaN
  1007.52        2500.00                 NaN            NaN            NaN   4.19664                 NaN            NaN            NaN   5.27705       0.137346E-004            NaN   8.34467        47.5548       0.926040        33.7008                 NaN
  1005.01        2500.00                 NaN            NaN            NaN   4.19811                 NaN            NaN            NaN   5.27569       0.136701E-004            NaN   8.34623        47.5499       0.925956        33.7041                 NaN
  1002.51        2500.00                 NaN            NaN            NaN   4.19956                 NaN            NaN            NaN   5.27437       0.136117E-004            NaN   8.34780        47.5449       0.925870        33.7075                 NaN
  1000.00        2500.00                 NaN            NaN            NaN   4.20099                 NaN            NaN            NaN   5.27309       0.135585E-004            NaN   8.34939        47.5399       0.925783        33.7108                 NaN
