|6.6.6
Archiving\03_Data\eq/QFM_m4.75/GRV/GRV_3.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)       
  1900.64        2500.00        99.2478       0.683692       0.685297E-001            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.2253       0.683911       0.907838E-001            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.2204       0.684016       0.956240E-001            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.2154       0.684121       0.100465                 NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.2105       0.684227       0.105307                 NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.2055       0.684332       0.110150                 NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.2006       0.684437       0.114994                 NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.1956       0.684543       0.119840                 NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.1907       0.684648       0.124686                 NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.1857       0.684753       0.129533                 NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.1686       0.684939       0.146474                 NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.1515       0.685125       0.163423                 NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.1343       0.685310       0.180379                 NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.1172       0.685496       0.197343                 NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.1000       0.685681       0.214314                 NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.0828       0.685867       0.231292                 NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.0657       0.686052       0.248278                 NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        99.0485       0.686238       0.265271                 NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        99.0357       0.686394       0.277868                 NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        99.0230       0.686550       0.290470                 NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        99.0102       0.686706       0.303076                 NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        98.9975       0.686862       0.315687                 NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        98.9847       0.687018       0.328302                 NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        98.9719       0.687174       0.340921                 NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        98.9591       0.687330       0.353545                 NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        98.9463       0.687486       0.366173                 NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        98.9339       0.687640       0.378494                 NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        98.9214       0.687795       0.390819                 NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        98.9083       0.687948       0.402996       0.742590E-003            NaN            NaN            NaN            NaN
  1807.69        2500.00        98.8866       0.688109       0.414094       0.112265E-001            NaN            NaN            NaN            NaN
  1804.49        2500.00        98.8632       0.688270       0.424829       0.237070E-001            NaN            NaN            NaN            NaN
  1801.28        2500.00        98.8398       0.688432       0.435568       0.361935E-001            NaN            NaN            NaN            NaN
  1798.08        2500.00        98.8164       0.688593       0.446311       0.486861E-001            NaN            NaN            NaN            NaN
  1794.87        2500.00        98.7930       0.688755       0.457057       0.611848E-001            NaN            NaN            NaN            NaN
  1791.67        2500.00        98.7705       0.688913       0.467492       0.730505E-001            NaN            NaN            NaN            NaN
  1788.46        2500.00        98.7481       0.689072       0.477931       0.849219E-001            NaN            NaN            NaN            NaN
  1785.26        2500.00        98.7256       0.689230       0.488374       0.967990E-001            NaN            NaN            NaN            NaN
  1782.05        2500.00        98.7031       0.689389       0.498820       0.108682                 NaN            NaN            NaN            NaN
  1778.85        2500.00        98.6806       0.689547       0.509270       0.120570                 NaN            NaN            NaN            NaN
  1775.64        2500.00        98.6581       0.689705       0.519723       0.132464                 NaN            NaN            NaN            NaN
  1772.44        2500.00        98.6356       0.689864       0.530181       0.144363                 NaN            NaN            NaN            NaN
  1769.23        2500.00        98.6131       0.690022       0.540642       0.156269                 NaN            NaN            NaN            NaN
  1766.03        2500.00        97.8923       0.690244       0.522118       0.169181       0.726136                 NaN            NaN            NaN
  1762.82        2500.00        97.0909       0.690469       0.499535       0.182255        1.53683                 NaN            NaN            NaN
  1759.62        2500.00        96.2797       0.690685       0.475264       0.195195        2.35913                 NaN            NaN            NaN
  1756.41        2500.00        95.4681       0.690899       0.450980       0.208144        3.18191                 NaN            NaN            NaN
  1753.21        2500.00        94.6384       0.691100       0.423410       0.220888        4.02622                 NaN            NaN            NaN
  1750.00        2500.00        93.8083       0.691299       0.395827       0.233638        4.87098                 NaN            NaN            NaN
  1746.79        2500.00        92.9777       0.691495       0.368228       0.246396        5.71618                 NaN            NaN            NaN
  1743.59        2500.00        92.1467       0.691690       0.340616       0.259160        6.56181                 NaN            NaN            NaN
  1740.38        2500.00        91.2826       0.691857       0.305924       0.271477        7.44817                 NaN            NaN            NaN
  1737.18        2500.00        90.4181       0.692023       0.271217       0.283798        8.33490                 NaN            NaN            NaN
  1733.97        2500.00        89.5532       0.692186       0.236497       0.296125        9.22200                 NaN            NaN            NaN
  1730.77        2500.00        88.6880       0.692346       0.201763       0.308457        10.1095                 NaN            NaN            NaN
  1727.56        2500.00        87.8224       0.692504       0.167015       0.320793        10.9972                 NaN            NaN            NaN
  1724.36        2500.00        86.9566       0.692660       0.132255       0.333134        11.8854                 NaN            NaN            NaN
  1721.15        2500.00        86.0904       0.692812       0.974821E-001  0.345479        12.7738                 NaN            NaN            NaN
  1717.95        2500.00        85.2239       0.692963       0.626970E-001  0.357829        13.6626                 NaN            NaN            NaN
  1714.74        2500.00        84.3376       0.693092       0.225801E-001  0.370022        14.5767                 NaN            NaN            NaN
  1711.54        2500.00        83.5010       0.693300                 NaN  0.380983        15.4247                 NaN            NaN            NaN
  1708.33        2500.00        82.7292       0.693610                 NaN  0.391125        16.1861                 NaN            NaN            NaN
  1705.13        2500.00        81.9567       0.693917                 NaN  0.401273        16.9481                 NaN            NaN            NaN
  1701.92        2500.00        81.1998       0.694215                 NaN  0.411039        17.6949                 NaN            NaN            NaN
  1698.72        2500.00        80.4424       0.694511                 NaN  0.420812        18.4423                 NaN            NaN            NaN
  1695.51        2500.00        79.6845       0.694804                 NaN  0.430591        19.1901                 NaN            NaN            NaN
  1692.31        2500.00        78.9260       0.695094                 NaN  0.440377        19.9385                 NaN            NaN            NaN
  1689.10        2500.00        78.1908       0.695374                 NaN  0.449728        20.6641                 NaN            NaN            NaN
  1685.90        2500.00        77.4551       0.695652                 NaN  0.459084        21.3901                 NaN            NaN            NaN
  1682.69        2500.00        76.7190       0.695927                 NaN  0.468446        22.1166                 NaN            NaN            NaN
  1679.49        2500.00        75.9824       0.696199                 NaN  0.477814        22.8436                 NaN            NaN            NaN
  1676.28        2500.00        75.2676       0.696460                 NaN  0.486921        23.5490                 NaN            NaN            NaN
  1673.08        2500.00        74.5524       0.696719                 NaN  0.496033        24.2548                 NaN            NaN            NaN
  1669.87        2500.00        72.5440       0.698221                 NaN  0.503445        24.5653        1.68901                 NaN            NaN
  1666.67        2500.00        70.4859       0.699792                 NaN  0.509938        24.8172        3.48714                 NaN            NaN
  1663.46        2500.00        68.7792       0.701119                 NaN  0.513809        25.0098        4.99615                 NaN            NaN
  1660.26        2500.00        67.0661       0.702449                 NaN  0.517694        25.2030        6.51082                 NaN            NaN
  1657.05        2500.00        65.3466       0.703783                 NaN  0.521592        25.3968        8.03118                 NaN            NaN
  1653.85        2500.00        63.6208       0.705120                 NaN  0.525504        25.5914        9.55724                 NaN            NaN
  1650.64        2500.00        61.8885       0.706460                 NaN  0.529429        25.7865        11.0890                 NaN            NaN
  1647.44        2500.00        60.1499       0.707803                 NaN  0.533367        25.9824        12.6266                 NaN            NaN
  1644.23        2500.00        58.4047       0.709149                 NaN  0.537320        26.1789        14.1699                 NaN            NaN
  1641.03        2500.00        56.6531       0.710498                 NaN  0.541285        26.3761        15.7190                 NaN            NaN
  1637.82        2500.00        55.3406       0.711546                 NaN  0.541124        26.4987        16.9080                 NaN            NaN
  1634.62        2500.00        54.0244       0.712595                 NaN  0.540962        26.6216        18.1005                 NaN            NaN
  1631.41        2500.00        52.7044       0.713647                 NaN  0.540798        26.7448        19.2963                 NaN            NaN
  1628.21        2500.00        51.3806       0.714700                 NaN  0.540633        26.8684        20.4957                 NaN            NaN
  1625.00        2500.00        50.0531       0.715754                 NaN  0.540466        26.9922        21.6985                 NaN            NaN
  1621.79        2500.00        48.7217       0.716811                 NaN  0.540298        27.1164        22.9048                 NaN            NaN
  1618.59        2500.00        47.3866       0.717869                 NaN  0.540128        27.2408        24.1145                 NaN            NaN
  1615.38        2500.00        46.0477       0.718928                 NaN  0.539957        27.3656        25.3278                 NaN            NaN
  1612.18        2500.00        44.9494       0.719827                 NaN  0.535652        27.4517        26.3434                 NaN            NaN
  1608.97        2500.00        43.8485       0.720727                 NaN  0.531336        27.5379        27.3615                 NaN            NaN
  1605.77        2500.00        42.7449       0.721627                 NaN  0.527008        27.6243        28.3821                 NaN            NaN
  1602.56        2500.00        41.6387       0.722530                 NaN  0.522669        27.7109        29.4052                 NaN            NaN
  1599.36        2500.00        40.5299       0.723433                 NaN  0.518318        27.7977        30.4307                 NaN            NaN
  1596.15        2500.00        39.4184       0.724337                 NaN  0.513956        27.8846        31.4587                 NaN            NaN
  1592.95        2500.00        38.3043       0.725243                 NaN  0.509581        27.9718        32.4891                 NaN            NaN
  1589.74        2500.00        37.1875       0.726150                 NaN  0.505196        28.0590        33.5221                 NaN            NaN
  1586.54        2500.00        36.1591       0.727003                 NaN  0.496807        28.1357        34.4814                 NaN            NaN
  1583.33        2500.00        35.1283       0.727858                 NaN  0.488397        28.2125        35.4429                 NaN            NaN
  1580.13        2500.00        34.0953       0.728713                 NaN  0.479968        28.2895        36.4065                 NaN            NaN
  1576.92        2500.00        33.0600       0.729570                 NaN  0.471517        28.3666        37.3724                 NaN            NaN
  1573.72        2500.00        32.0464       0.730409                 NaN  0.461655        28.4428        38.2127       0.106005                 NaN
  1570.51        2500.00        30.7839       0.731450                 NaN  0.465971        28.5132        37.5622        1.94333                 NaN
  1567.31        2500.00        29.4912       0.732528                 NaN  0.469983        28.5905        36.8997        3.81611                 NaN
  1564.10        2500.00        28.1949       0.733608                 NaN  0.474008        28.6680        36.2351        5.69436                 NaN
  1560.90        2500.00        26.8951       0.734720                 NaN  0.475033        28.7588        35.7605        7.37593                 NaN
  1557.69        2500.00        25.5916       0.735833                 NaN  0.476061        28.8497        35.2843        9.06255                 NaN
  1554.49        2500.00        24.2843       0.736949                 NaN  0.477093        28.9409        34.8065        10.7542                 NaN
  1551.28        2500.00        22.9732       0.738066                 NaN  0.478129        29.0323        34.3273        12.4510                 NaN
  1548.08        2500.00        21.7204       0.739165                 NaN  0.473613        29.1330        34.2016        13.7322                 NaN
  1544.87        2500.00        20.4640       0.740265                 NaN  0.469085        29.2340        34.0754        15.0172                 NaN
  1541.67        2500.00        19.1655       0.741434                 NaN  0.446746        29.3723        34.9839        1.45654        13.8336     
  1538.46        2500.00        17.9729       0.742514                 NaN  0.425969        29.4969        35.7771        2.81529        12.7693     
  1535.26        2500.00        17.9720       0.742533                 NaN  0.425985        29.4972        35.7775        2.81532        12.7694     
  1532.05        2500.00        17.9710       0.742552                 NaN  0.426001        29.4976        35.7780        2.81535        12.7696     
  1528.85        2500.00        17.9700       0.742570                 NaN  0.426016        29.4979        35.7784        2.81538        12.7697     
  1525.64        2500.00        17.9690       0.742589                 NaN  0.426032        29.4982        35.7788        2.81541        12.7699     
  1522.44        2500.00        17.9680       0.742608                 NaN  0.426048        29.4986        35.7793        2.81543        12.7701     
  1519.23        2500.00        17.9670       0.742627                 NaN  0.426064        29.4989        35.7797        2.81546        12.7702     
  1516.03        2500.00        17.9660       0.742646                 NaN  0.426080        29.4993        35.7802        2.81549        12.7704     
  1512.82        2500.00        10.8233       0.749152                 NaN  0.318144        30.1038        38.2841        9.30107        10.4204     
  1509.62        2500.00        10.8227       0.749166                 NaN  0.318155        30.1040        38.2843        9.30112        10.4205     
  1506.41        2500.00        10.8222       0.749181                 NaN  0.318165        30.1042        38.2846        9.30116        10.4206     
  1503.21        2500.00        10.8216       0.749196                 NaN  0.318175        30.1044        38.2849        9.30121        10.4206     
  1500.00        2500.00        10.8210       0.749210                 NaN  0.318186        30.1045        38.2851        9.30126        10.4207     
  1496.79        2500.00        10.8204       0.749225                 NaN  0.318196        30.1047        38.2854        9.30131        10.4208     
  1493.59        2500.00        10.8198       0.749240                 NaN  0.318206        30.1049        38.2856        9.30135        10.4209     
  1490.38        2500.00        10.8192       0.749254                 NaN  0.318217        30.1051        38.2859        9.30140        10.4209     
  1487.18        2500.00        6.54807       0.753447                 NaN  0.259959        30.3140        39.1906        12.7570        10.1770     
  1483.97        2500.00        6.54775       0.753459                 NaN  0.259967        30.3141        39.1908        12.7570        10.1770     
  1480.77        2500.00        6.54743       0.753471                 NaN  0.259975        30.3141        39.1909        12.7570        10.1771     
  1477.56        2500.00        6.54711       0.753483                 NaN  0.259983        30.3142        39.1910        12.7571        10.1771     
  1474.36        2500.00        6.54679       0.753495                 NaN  0.259990        30.3143        39.1912        12.7571        10.1772     
  1471.15        2500.00        6.54646       0.753507                 NaN  0.259998        30.3144        39.1913        12.7571        10.1772     
  1467.95        2500.00        6.54614       0.753519                 NaN  0.260006        30.3144        39.1915        12.7571        10.1773     
  1464.74        2500.00        6.54582       0.753531                 NaN  0.260014        30.3145        39.1917        12.7572        10.1773     
  1461.54        2500.00        3.92129       0.756368                 NaN  0.239327        30.3213        39.8521        9.92147        14.9881     
  1458.33        2500.00        3.92113       0.756379                 NaN  0.239334        30.3214        39.8522        9.92151        14.9881     
  1455.13        2500.00        3.92097       0.756389                 NaN  0.239341        30.3214        39.8522        9.92154        14.9881     
  1451.92        2500.00        3.92080       0.756400                 NaN  0.239347        30.3214        39.8523        9.92158        14.9881     
  1448.72        2500.00        3.92064       0.756410                 NaN  0.239354        30.3214        39.8524        9.92162        14.9882     
  1445.51        2500.00        3.92047       0.756420                 NaN  0.239361        30.3214        39.8525        9.92165        14.9882     
  1442.31        2500.00        3.92031       0.756431                 NaN  0.239368        30.3214        39.8526        9.92169        14.9882     
  1439.10        2500.00        3.92014       0.756441                 NaN  0.239375        30.3215        39.8527        9.92172        14.9882     
  1435.90        2500.00        2.14195       0.758604                 NaN  0.240534        30.2351        40.4916        16.5792        9.55299     
  1432.69        2500.00        2.14187       0.758613                 NaN  0.240541        30.2350        40.4917        16.5792        9.55302     
  1429.49        2500.00        2.14180       0.758623                 NaN  0.240548        30.2350        40.4918        16.5792        9.55305     
  1426.28        2500.00        2.14172       0.758632                 NaN  0.240555        30.2350        40.4918        16.5792        9.55308     
  1423.08        2500.00        2.14165       0.758642                 NaN  0.240561        30.2350        40.4919        16.5792        9.55311     
  1419.87        2500.00        2.14158       0.758651                 NaN  0.240568        30.2350        40.4919        16.5792        9.55314     
  1416.67        2500.00        2.14150       0.758660                 NaN  0.240575        30.2349        40.4920        16.5792        9.55317     
  1413.46        2500.00        2.14143       0.758669                 NaN  0.240581        30.2349        40.4921        16.5792        9.55319     
  1410.26        2500.00       0.809151       0.760489                 NaN  0.259738        30.0897        41.0564        17.7861        9.23846     
  1407.05        2500.00       0.809129       0.760498                 NaN  0.259745        30.0897        41.0564        17.7861        9.23849     
  1403.85        2500.00       0.809107       0.760507                 NaN  0.259752        30.0896        41.0565        17.7860        9.23851     
  1400.64        2500.00       0.809084       0.760515                 NaN  0.259759        30.0896        41.0565        17.7860        9.23854     
  1397.44        2500.00       0.253270       0.761342                 NaN  0.274034        30.0040        41.3261        9.09196        18.2892     
  1394.23        2500.00       0.120402       0.761552                 NaN  0.278232        29.9809        41.3906        18.4084        9.05983     
  1391.03        2500.00                 NaN  0.761746                 NaN  0.282343        29.9591        41.4594        9.01971        18.5176     
  1387.82        2500.00                 NaN  0.761754                 NaN  0.282351        29.9591        41.4595        9.01974        18.5176     
  1384.62        2500.00                 NaN  0.761775                 NaN  0.290300        29.9512        41.6339        18.5360        8.82689     
  1381.41        2500.00                 NaN  0.761784                 NaN  0.290308        29.9511        41.6339        18.5359        8.82691     
  1378.21        2500.00                 NaN  0.761792                 NaN  0.290316        29.9511        41.6340        18.5359        8.82694     
  1375.00        2500.00                 NaN  0.761800                 NaN  0.290324        29.9510        41.6340        18.5359        8.82696     
  1371.79        2500.00                 NaN  0.761808                 NaN  0.290332        29.9509        41.6340        18.5359        8.82699     
  1368.59        2500.00                 NaN  0.761816                 NaN  0.290340        29.9509        41.6341        18.5359        8.82701     
  1365.38        2500.00                 NaN  0.761824                 NaN  0.290348        29.9508        41.6341        18.5358        8.82704     
  1362.18        2500.00                 NaN  0.761833                 NaN  0.290355        29.9508        41.6342        18.5358        8.82707     
  1358.97        2500.00                 NaN  0.761899                 NaN  0.321676        29.9217        42.3065        8.07707        18.6112     
  1355.77        2500.00                 NaN  0.761907                 NaN  0.321685        29.9216        42.3065        8.07710        18.6112     
  1352.56        2500.00                 NaN  0.761915                 NaN  0.321693        29.9216        42.3066        8.07712        18.6111     
  1349.36        2500.00                 NaN  0.761922                 NaN  0.321702        29.9215        42.3066        8.07715        18.6111     
  1346.15        2500.00                 NaN  0.761930                 NaN  0.321711        29.9214        42.3067        8.07718        18.6111     
  1342.95        2500.00                 NaN  0.761938                 NaN  0.321719        29.9214        42.3067        8.07720        18.6111     
  1339.74        2500.00                 NaN  0.761946                 NaN  0.321728        29.9213        42.3068        8.07723        18.6111     
  1336.54        2500.00                 NaN  0.761954                 NaN  0.321737        29.9212        42.3068        8.07726        18.6110     
  1333.33        2500.00                 NaN  0.762023                 NaN  0.358860        29.8870        42.8558        18.6687        7.46758     
  1330.13        2500.00                 NaN  0.762031                 NaN  0.358869        29.8870        42.8558        18.6687        7.46761     
  1326.92        2500.00                 NaN  0.762039                 NaN  0.358879        29.8869        42.8559        18.6687        7.46763     
  1323.72        2500.00                 NaN  0.762046                 NaN  0.358889        29.8868        42.8559        18.6686        7.46766     
  1320.51        2500.00                 NaN  0.762054                 NaN  0.358898        29.8868        42.8560        18.6686        7.46769     
  1317.31        2500.00                 NaN  0.762062                 NaN  0.358908        29.8867        42.8560        18.6686        7.46772     
  1314.10        2500.00                 NaN  0.762069                 NaN  0.358917        29.8866        42.8561        18.6686        7.46774     
  1310.90        2500.00                 NaN  0.762077                 NaN  0.358927        29.8865        42.8561        18.6685        7.46777     
  1307.69        2500.00                 NaN  0.762146                 NaN  0.400714        29.8474        43.3160        18.7179        6.95583     
  1304.49        2500.00                 NaN  0.762154                 NaN  0.400724        29.8473        43.3161        18.7179        6.95586     
  1301.28        2500.00                 NaN  0.762161                 NaN  0.400735        29.8472        43.3161        18.7179        6.95589     
  1298.08        2500.00                 NaN  0.762168                 NaN  0.400746        29.8472        43.3162        18.7178        6.95591     
  1294.87        2500.00                 NaN  0.762176                 NaN  0.400756        29.8471        43.3162        18.7178        6.95594     
  1291.67        2500.00                 NaN  0.762183                 NaN  0.400767        29.8470        43.3163        18.7178        6.95597     
  1288.46        2500.00                 NaN  0.762191                 NaN  0.400777        29.8469        43.3164        18.7177        6.95600     
  1285.26        2500.00                 NaN  0.762198                 NaN  0.400788        29.8468        43.3164        18.7177        6.95602     
  1282.05        2500.00                 NaN  0.762270                 NaN  0.448487        29.8022        43.7117        18.7592        6.51609     
  1278.85        2500.00                 NaN  0.762277                 NaN  0.448499        29.8021        43.7118        18.7592        6.51612     
  1275.64        2500.00                 NaN  0.762284                 NaN  0.448511        29.8020        43.7119        18.7592        6.51615     
  1272.44        2500.00                 NaN  0.762291                 NaN  0.448523        29.8019        43.7119        18.7592        6.51618     
  1269.23        2500.00                 NaN  0.762299                 NaN  0.448534        29.8019        43.7120        18.7591        6.51620     
  1266.03        2500.00                 NaN  0.762306                 NaN  0.448546        29.8018        43.7121        18.7591        6.51623     
  1262.82        2500.00                 NaN  0.762313                 NaN  0.448558        29.8017        43.7121        18.7591        6.51626     
  1259.62        2500.00                 NaN  0.762320                 NaN  0.448569        29.8016        43.7122        18.7590        6.51629     
  1256.41        2500.00                 NaN  0.762390                 NaN  0.500142        29.7525        44.0458        18.7950        6.14421     
  1253.21        2500.00                 NaN  0.762397                 NaN  0.500155        29.7524        44.0458        18.7949        6.14424     
  1250.00        2500.00                 NaN  0.762404                 NaN  0.500168        29.7524        44.0459        18.7949        6.14427     
  1246.79        2500.00                 NaN  0.762411                 NaN  0.500181        29.7523        44.0460        18.7949        6.14430     
  1243.59        2500.00                 NaN  0.762418                 NaN  0.500194        29.7522        44.0461        18.7948        6.14433     
  1240.38        2500.00                 NaN  0.762425                 NaN  0.500207        29.7521        44.0461        18.7948        6.14436     
  1237.18        2500.00                 NaN  0.762432                 NaN  0.500220        29.7520        44.0462        18.7948        6.14438     
  1233.97        2500.00                 NaN  0.762439                 NaN  0.500232        29.7519        44.0463        18.7947        6.14441     
  1230.77        2500.00                 NaN  0.762508                 NaN  0.555204        29.6987        44.3356        18.8335        5.81443     
  1227.56        2500.00                 NaN  0.762515                 NaN  0.555218        29.6986        44.3357        18.8335        5.81446     
  1224.36        2500.00                 NaN  0.762521                 NaN  0.555233        29.6986        44.3358        18.8335        5.81448     
  1221.15        2500.00                 NaN  0.762528                 NaN  0.555247        29.6985        44.3358        18.8334        5.81451     
  1217.95        2500.00                 NaN  0.762535                 NaN  0.555261        29.6984        44.3359        18.8334        5.81454     
  1214.74        2500.00                 NaN  0.762542                 NaN  0.555275        29.6983        44.3360        18.8333        5.81457     
  1211.54        2500.00                 NaN  0.762548                 NaN  0.555289        29.6982        44.3361        18.8333        5.81460     
  1208.33        2500.00                 NaN  0.762555                 NaN  0.555303        29.6981        44.3362        18.8333        5.81463     
  1205.13        2500.00                 NaN  0.762626                 NaN  0.615657        29.6399        44.5916        18.8501        5.54008     
  1201.92        2500.00                 NaN  0.762632                 NaN  0.615673        29.6399        44.5917        18.8501        5.54010     
  1198.72        2500.00                 NaN  0.762639                 NaN  0.615688        29.6398        44.5918        18.8500        5.54013     
  1195.51        2500.00                 NaN  0.762645                 NaN  0.615704        29.6397        44.5919        18.8500        5.54016     
  1192.31        2500.00                 NaN  0.762652                 NaN  0.615720        29.6396        44.5919        18.8499        5.54019     
  1189.10        2500.00                 NaN  0.762658                 NaN  0.615735        29.6395        44.5920        18.8499        5.54022     
  1185.90        2500.00                 NaN  0.762664                 NaN  0.615750        29.6394        44.5921        18.8499        5.54025     
  1182.69        2500.00                 NaN  0.762671                 NaN  0.615766        29.6393        44.5922        18.8498        5.54028     
  1179.49        2500.00                 NaN  0.762730                 NaN  0.680507        29.5723        44.8160        18.8785        5.28996     
  1176.28        2500.00                 NaN  0.762736                 NaN  0.680524        29.5722        44.8161        18.8785        5.28998     
  1173.08        2500.00                 NaN  0.762743                 NaN  0.680541        29.5721        44.8162        18.8784        5.29001     
  1169.87        2500.00                 NaN  0.762749                 NaN  0.680558        29.5720        44.8163        18.8784        5.29004     
  1166.67        2500.00                 NaN  0.762755                 NaN  0.680575        29.5719        44.8164        18.8783        5.29007     
  1163.46        2500.00                 NaN  0.762761                 NaN  0.680592        29.5718        44.8165        18.8783        5.29010     
  1160.26        2500.00                 NaN  0.762768                 NaN  0.680609        29.5717        44.8166        18.8783        5.29013     
  1157.05        2500.00                 NaN  0.762774                 NaN  0.680626        29.5716        44.8167        18.8782        5.29016     
  1153.85        2500.00                 NaN  0.762840                 NaN  0.747746        29.5044        45.0278        18.8991        5.05806     
  1150.64        2500.00                 NaN  0.762846                 NaN  0.747764        29.5043        45.0279        18.8991        5.05809     
  1147.44        2500.00                 NaN  0.762852                 NaN  0.747783        29.5042        45.0280        18.8991        5.05812     
  1144.23        2500.00                 NaN  0.762858                 NaN  0.747801        29.5041        45.0281        18.8990        5.05815     
  1141.03        2500.00                 NaN  0.762864                 NaN  0.747820        29.5040        45.0282        18.8990        5.05818     
  1137.82        2500.00                 NaN  0.762870                 NaN  0.747838        29.5039        45.0283        18.8989        5.05821     
  1134.62        2500.00                 NaN  0.762876                 NaN  0.747857        29.5038        45.0283        18.8989        5.05824     
  1131.41        2500.00                 NaN  0.762882                 NaN  0.747875        29.5037        45.0284        18.8988        5.05826     
  1128.21        2500.00                 NaN  0.762948                 NaN  0.817708        29.4334        45.2196        18.9170        4.84935     
