|6.6.6
Archiving\03_Data\eq/QFM_m4.75/GRV/GRV_1.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)       
  1836.54        2500.00        98.4104       0.834541       0.755079                 NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        98.3790       0.834616       0.786430                 NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        98.3475       0.834691       0.817786                 NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        98.3161       0.834765       0.849148                 NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        98.2846       0.834840       0.880516                 NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        98.2532       0.834915       0.911889                 NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        98.2225       0.834989       0.942493                 NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        98.1918       0.835063       0.973101                 NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        98.1604       0.835133        1.00333       0.112583E-002            NaN            NaN            NaN            NaN
  1807.69        2500.00        98.1169       0.835199        1.03086       0.170204E-001            NaN            NaN            NaN            NaN
  1804.49        2500.00        98.0713       0.835262        1.05747       0.359386E-001            NaN            NaN            NaN            NaN
  1801.28        2500.00        98.0257       0.835325        1.08408       0.548597E-001            NaN            NaN            NaN            NaN
  1798.08        2500.00        97.9801       0.835389        1.11070       0.737837E-001            NaN            NaN            NaN            NaN
  1794.87        2500.00        97.9345       0.835452        1.13732       0.927105E-001            NaN            NaN            NaN            NaN
  1791.67        2500.00        97.8906       0.835513        1.16316       0.110682                 NaN            NaN            NaN            NaN
  1788.46        2500.00        97.8468       0.835575        1.18901       0.128655                 NaN            NaN            NaN            NaN
  1785.26        2500.00        97.8029       0.835636        1.21486       0.146632                 NaN            NaN            NaN            NaN
  1782.05        2500.00        97.7590       0.835698        1.24072       0.164611                 NaN            NaN            NaN            NaN
  1778.85        2500.00        97.7151       0.835759        1.26657       0.182592                 NaN            NaN            NaN            NaN
  1775.64        2500.00        97.6712       0.835821        1.29244       0.200577                 NaN            NaN            NaN            NaN
  1772.44        2500.00        97.6273       0.835882        1.31830       0.218564                 NaN            NaN            NaN            NaN
  1769.23        2500.00        97.5833       0.835944        1.34417       0.236553                 NaN            NaN            NaN            NaN
  1766.03        2500.00        96.8139       0.835833        1.29759       0.256101       0.796553                 NaN            NaN            NaN
  1762.82        2500.00        95.9612       0.835699        1.24093       0.275881        1.68627                 NaN            NaN            NaN
  1759.62        2500.00        95.0989       0.835554        1.18012       0.295469        2.58996                 NaN            NaN            NaN
  1756.41        2500.00        94.2369       0.835410        1.11933       0.315050        3.49335                 NaN            NaN            NaN
  1753.21        2500.00        93.3563       0.835247        1.05045       0.334341        4.42365                 NaN            NaN            NaN
  1750.00        2500.00        92.4761       0.835083       0.981589       0.353625        5.35359                 NaN            NaN            NaN
  1746.79        2500.00        91.5963       0.834920       0.912756       0.372901        6.28316                 NaN            NaN            NaN
  1743.59        2500.00        90.7167       0.834756       0.843951       0.392169        7.21238                 NaN            NaN            NaN
  1740.38        2500.00        89.8023       0.834551       0.757661       0.410823        8.19463                 NaN            NaN            NaN
  1737.18        2500.00        88.8884       0.834346       0.671413       0.429467        9.17640                 NaN            NaN            NaN
  1733.97        2500.00        87.9749       0.834142       0.585208       0.448102        10.1577                 NaN            NaN            NaN
  1730.77        2500.00        87.0618       0.833937       0.499045       0.466728        11.1385                 NaN            NaN            NaN
  1727.56        2500.00        86.1492       0.833732       0.412925       0.485345        12.1188                 NaN            NaN            NaN
  1724.36        2500.00        85.2370       0.833528       0.326847       0.503953        13.0987                 NaN            NaN            NaN
  1721.15        2500.00        84.3253       0.833324       0.240810       0.522551        14.0780                 NaN            NaN            NaN
  1717.95        2500.00        83.4140       0.833119       0.154817       0.541141        15.0569                 NaN            NaN            NaN
  1714.74        2500.00        82.4821       0.832884       0.557332E-001  0.559475        16.0699                 NaN            NaN            NaN
  1711.54        2500.00        81.5834       0.832752                 NaN  0.575997        17.0078                 NaN            NaN            NaN
  1708.33        2500.00        80.7286       0.832754                 NaN  0.591146        17.8475                 NaN            NaN            NaN
  1705.13        2500.00        79.8737       0.832756                 NaN  0.606295        18.6872                 NaN            NaN            NaN
  1701.92        2500.00        79.0360       0.832758                 NaN  0.620878        19.5104                 NaN            NaN            NaN
  1698.72        2500.00        78.1983       0.832760                 NaN  0.635461        20.3335                 NaN            NaN            NaN
  1695.51        2500.00        77.3605       0.832762                 NaN  0.650045        21.1567                 NaN            NaN            NaN
  1692.31        2500.00        76.5228       0.832764                 NaN  0.664628        21.9798                 NaN            NaN            NaN
  1689.10        2500.00        75.7096       0.832765                 NaN  0.678552        22.7790                 NaN            NaN            NaN
  1685.90        2500.00        74.8965       0.832767                 NaN  0.692476        23.5782                 NaN            NaN            NaN
  1682.69        2500.00        74.0834       0.832769                 NaN  0.706401        24.3774                 NaN            NaN            NaN
  1679.49        2500.00        73.2702       0.832771                 NaN  0.720325        25.1767                 NaN            NaN            NaN
  1676.28        2500.00        72.4813       0.832773                 NaN  0.733835        25.9521                 NaN            NaN            NaN
  1673.08        2500.00        71.6923       0.832775                 NaN  0.747344        26.7275                 NaN            NaN            NaN
  1669.87        2500.00        69.5893       0.832777                 NaN  0.756900        27.0229        1.79816                 NaN            NaN
  1666.67        2500.00        67.4483       0.832780                 NaN  0.764993        27.2492        3.70479                 NaN            NaN
  1663.46        2500.00        65.6775       0.832782                 NaN  0.769301        27.4194        5.30105                 NaN            NaN
  1660.26        2500.00        63.9067       0.832784                 NaN  0.773608        27.5896        6.89731                 NaN            NaN
  1657.05        2500.00        62.1359       0.832787                 NaN  0.777916        27.7598        8.49359                 NaN            NaN
  1653.85        2500.00        60.3651       0.832789                 NaN  0.782223        27.9301        10.0899                 NaN            NaN
  1650.64        2500.00        58.5942       0.832791                 NaN  0.786530        28.1003        11.6862                 NaN            NaN
  1647.44        2500.00        56.8234       0.832794                 NaN  0.790838        28.2705        13.2825                 NaN            NaN
  1644.23        2500.00        55.0526       0.832796                 NaN  0.795145        28.4407        14.8788                 NaN            NaN
  1641.03        2500.00        53.2817       0.832798                 NaN  0.799453        28.6110        16.4751                 NaN            NaN
  1637.82        2500.00        51.9582       0.832800                 NaN  0.797956        28.7116        17.6994                 NaN            NaN
  1634.62        2500.00        50.6347       0.832802                 NaN  0.796459        28.8122        18.9238                 NaN            NaN
  1631.41        2500.00        49.3113       0.832803                 NaN  0.794962        28.9129        20.1481                 NaN            NaN
  1628.21        2500.00        47.9878       0.832805                 NaN  0.793465        29.0135        21.3725                 NaN            NaN
  1625.00        2500.00        46.6643       0.832807                 NaN  0.791968        29.1141        22.5968                 NaN            NaN
  1621.79        2500.00        45.3408       0.832809                 NaN  0.790471        29.2148        23.8212                 NaN            NaN
  1618.59        2500.00        44.0173       0.832811                 NaN  0.788975        29.3154        25.0456                 NaN            NaN
  1615.38        2500.00        42.6938       0.832812                 NaN  0.787478        29.4160        26.2699                 NaN            NaN
  1612.18        2500.00        41.6118       0.832814                 NaN  0.780077        29.4813        27.2940                 NaN            NaN
  1608.97        2500.00        40.5298       0.832815                 NaN  0.772677        29.5466        28.3181                 NaN            NaN
  1605.77        2500.00        39.4478       0.832817                 NaN  0.765277        29.6119        29.3422                 NaN            NaN
  1602.56        2500.00        38.3658       0.832818                 NaN  0.757876        29.6772        30.3663                 NaN            NaN
  1599.36        2500.00        37.2838       0.832820                 NaN  0.750476        29.7425        31.3904                 NaN            NaN
  1596.15        2500.00        36.2018       0.832821                 NaN  0.743076        29.8079        32.4145                 NaN            NaN
  1592.95        2500.00        35.1198       0.832823                 NaN  0.735675        29.8732        33.4386                 NaN            NaN
  1589.74        2500.00        34.0377       0.832824                 NaN  0.728275        29.9385        34.4627                 NaN            NaN
  1586.54        2500.00        33.0447       0.832825                 NaN  0.715143        29.9954        35.4120                 NaN            NaN
  1583.33        2500.00        32.0516       0.832827                 NaN  0.702010        30.0523        36.3613                 NaN            NaN
  1580.13        2500.00        31.0586       0.832828                 NaN  0.688878        30.1092        37.3106                 NaN            NaN
  1576.92        2500.00        30.0655       0.832830                 NaN  0.675745        30.1661        38.2599                 NaN            NaN
  1573.72        2500.00        29.0968       0.832831                 NaN  0.660605        30.2204        39.0815       0.107830                 NaN
  1570.51        2500.00        27.8973       0.832832                 NaN  0.665296        30.2615        38.3686        1.97443                 NaN
  1567.31        2500.00        26.6714       0.832835                 NaN  0.669431        30.3088        37.6446        3.87287                 NaN
  1564.10        2500.00        25.4455       0.832837                 NaN  0.673567        30.3562        36.9206        5.77131                 NaN
  1560.90        2500.00        24.2195       0.832838                 NaN  0.673214        30.4168        36.3906        7.46710                 NaN
  1557.69        2500.00        22.9935       0.832840                 NaN  0.672861        30.4773        35.8606        9.16289                 NaN
  1554.49        2500.00        21.7675       0.832842                 NaN  0.672508        30.5379        35.3306        10.8587                 NaN
  1551.28        2500.00        20.5414       0.832843                 NaN  0.672155        30.5985        34.8006        12.5545                 NaN
  1548.08        2500.00        19.3723       0.832845                 NaN  0.663951        30.6696        34.6321        13.8292                 NaN
  1544.87        2500.00        18.2031       0.832846                 NaN  0.655748        30.7407        34.4636        15.1040                 NaN
  1541.67        2500.00        16.9971       0.832848                 NaN  0.622737        30.8542        35.3400        1.45776        13.8954     
  1538.46        2500.00        15.8932       0.832849                 NaN  0.592135        30.9531        36.1030        2.81397        12.8118     
  1535.26        2500.00        15.8932       0.832849                 NaN  0.592135        30.9531        36.1030        2.81397        12.8118     
  1532.05        2500.00        15.8932       0.832849                 NaN  0.592135        30.9531        36.1030        2.81397        12.8118     
  1528.85        2500.00        15.8932       0.832849                 NaN  0.592135        30.9531        36.1030        2.81397        12.8118     
  1525.64        2500.00        15.8932       0.832849                 NaN  0.592135        30.9531        36.1030        2.81397        12.8118     
  1522.44        2500.00        15.8932       0.832849                 NaN  0.592135        30.9531        36.1030        2.81397        12.8118     
  1519.23        2500.00        15.8932       0.832849                 NaN  0.592135        30.9531        36.1030        2.81397        12.8118     
  1516.03        2500.00        15.8932       0.832849                 NaN  0.592135        30.9531        36.1030        2.81397        12.8118     
  1512.82        2500.00        9.35320       0.832854                 NaN  0.433519        31.3932        38.3846        9.22085        10.3818     
  1509.62        2500.00        9.35320       0.832854                 NaN  0.433519        31.3932        38.3846        9.22085        10.3818     
  1506.41        2500.00        9.35320       0.832854                 NaN  0.433519        31.3932        38.3846        9.22085        10.3818     
  1503.21        2500.00        9.35320       0.832854                 NaN  0.433519        31.3932        38.3846        9.22085        10.3818     
  1500.00        2500.00        9.35320       0.832854                 NaN  0.433519        31.3932        38.3846        9.22085        10.3818     
  1496.79        2500.00        9.35320       0.832854                 NaN  0.433519        31.3932        38.3846        9.22085        10.3818     
  1493.59        2500.00        9.35320       0.832854                 NaN  0.433519        31.3932        38.3846        9.22085        10.3818     
  1490.38        2500.00        9.35320       0.832854                 NaN  0.433519        31.3932        38.3846        9.22085        10.3818     
  1487.18        2500.00        5.52955       0.832856                 NaN  0.348538        31.4935        39.1283        12.5770        10.0902     
  1483.97        2500.00        5.52955       0.832856                 NaN  0.348538        31.4935        39.1283        12.5770        10.0902     
  1480.77        2500.00        5.52955       0.832856                 NaN  0.348538        31.4935        39.1283        12.5770        10.0902     
  1477.56        2500.00        5.52955       0.832856                 NaN  0.348538        31.4935        39.1283        12.5770        10.0902     
  1474.36        2500.00        5.52955       0.832856                 NaN  0.348538        31.4935        39.1283        12.5770        10.0902     
  1471.15        2500.00        5.52955       0.832856                 NaN  0.348538        31.4935        39.1283        12.5770        10.0902     
  1467.95        2500.00        5.52955       0.832856                 NaN  0.348538        31.4935        39.1283        12.5770        10.0902     
  1464.74        2500.00        5.52955       0.832856                 NaN  0.348538        31.4935        39.1283        12.5770        10.0902     
  1461.54        2500.00        3.24028       0.832855                 NaN  0.316913        31.3940        39.6883        9.80552        14.7221     
  1458.33        2500.00        3.24028       0.832855                 NaN  0.316913        31.3940        39.6883        9.80552        14.7221     
  1455.13        2500.00        3.24028       0.832855                 NaN  0.316913        31.3940        39.6883        9.80552        14.7221     
  1451.92        2500.00        3.24028       0.832855                 NaN  0.316913        31.3940        39.6883        9.80552        14.7221     
  1448.72        2500.00        3.24028       0.832855                 NaN  0.316913        31.3940        39.6883        9.80552        14.7221     
  1445.51        2500.00        3.24028       0.832855                 NaN  0.316913        31.3940        39.6883        9.80552        14.7221     
  1442.31        2500.00        3.24028       0.832855                 NaN  0.316913        31.3940        39.6883        9.80552        14.7221     
  1439.10        2500.00        3.24028       0.832855                 NaN  0.316913        31.3940        39.6883        9.80552        14.7221     
  1435.90        2500.00        1.73400       0.832853                 NaN  0.315215        31.2297        40.2387        16.2349        9.41461     
  1432.69        2500.00        1.73400       0.832853                 NaN  0.315215        31.2297        40.2387        16.2349        9.41461     
  1429.49        2500.00        1.73400       0.832853                 NaN  0.315215        31.2297        40.2387        16.2349        9.41461     
  1426.28        2500.00        1.73400       0.832853                 NaN  0.315215        31.2297        40.2387        16.2349        9.41461     
  1423.08        2500.00        1.73400       0.832853                 NaN  0.315215        31.2297        40.2387        16.2349        9.41461     
  1419.87        2500.00        1.73400       0.832853                 NaN  0.315215        31.2297        40.2387        16.2349        9.41461     
  1416.67        2500.00        1.73400       0.832853                 NaN  0.315215        31.2297        40.2387        16.2349        9.41461     
  1413.46        2500.00        1.73400       0.832853                 NaN  0.315215        31.2297        40.2387        16.2349        9.41461     
  1410.26        2500.00       0.642928       0.832852                 NaN  0.337264        31.0173        40.7217        17.3684        9.07962     
  1407.05        2500.00       0.642928       0.832852                 NaN  0.337264        31.0173        40.7217        17.3684        9.07962     
  1403.85        2500.00       0.642928       0.832852                 NaN  0.337264        31.0173        40.7217        17.3684        9.07962     
  1400.64        2500.00       0.642928       0.832852                 NaN  0.337264        31.0173        40.7217        17.3684        9.07962     
  1397.44        2500.00       0.199520       0.832851                 NaN  0.354406        30.9009        40.9514        8.92382        17.8371     
  1394.23        2500.00       0.946414E-001  0.832851                 NaN  0.359462        30.8700        41.0060        17.9477        8.88933     
  1391.03        2500.00                 NaN  0.832850                 NaN  0.364425        30.8411        41.0655        8.84728        18.0488     
  1387.82        2500.00                 NaN  0.832850                 NaN  0.364425        30.8411        41.0655        8.84728        18.0488     
  1384.62        2500.00                 NaN  0.832851                 NaN  0.374582        30.8307        41.2405        18.0638        8.65755     
  1381.41        2500.00                 NaN  0.832851                 NaN  0.374582        30.8307        41.2405        18.0638        8.65755     
  1378.21        2500.00                 NaN  0.832851                 NaN  0.374582        30.8307        41.2405        18.0638        8.65755     
  1375.00        2500.00                 NaN  0.832851                 NaN  0.374582        30.8307        41.2405        18.0638        8.65755     
  1371.79        2500.00                 NaN  0.832851                 NaN  0.374582        30.8307        41.2405        18.0638        8.65755     
  1368.59        2500.00                 NaN  0.832851                 NaN  0.374582        30.8307        41.2405        18.0638        8.65755     
  1365.38        2500.00                 NaN  0.832851                 NaN  0.374582        30.8307        41.2405        18.0638        8.65755     
  1362.18        2500.00                 NaN  0.832851                 NaN  0.374582        30.8307        41.2405        18.0638        8.65755     
  1358.97        2500.00                 NaN  0.832851                 NaN  0.414621        30.7996        41.9098        7.92001        18.1231     
  1355.77        2500.00                 NaN  0.832851                 NaN  0.414621        30.7996        41.9098        7.92001        18.1231     
  1352.56        2500.00                 NaN  0.832851                 NaN  0.414621        30.7996        41.9098        7.92001        18.1231     
  1349.36        2500.00                 NaN  0.832851                 NaN  0.414621        30.7996        41.9098        7.92001        18.1231     
  1346.15        2500.00                 NaN  0.832851                 NaN  0.414621        30.7996        41.9098        7.92001        18.1231     
  1342.95        2500.00                 NaN  0.832851                 NaN  0.414621        30.7996        41.9098        7.92001        18.1231     
  1339.74        2500.00                 NaN  0.832851                 NaN  0.414621        30.7996        41.9098        7.92001        18.1231     
  1336.54        2500.00                 NaN  0.832851                 NaN  0.414621        30.7996        41.9098        7.92001        18.1231     
  1333.33        2500.00                 NaN  0.832852                 NaN  0.462090        30.7672        42.4534        18.1648        7.31961     
  1330.13        2500.00                 NaN  0.832852                 NaN  0.462090        30.7672        42.4534        18.1648        7.31961     
  1326.92        2500.00                 NaN  0.832852                 NaN  0.462090        30.7672        42.4534        18.1648        7.31961     
  1323.72        2500.00                 NaN  0.832852                 NaN  0.462090        30.7672        42.4534        18.1648        7.31961     
  1320.51        2500.00                 NaN  0.832852                 NaN  0.462090        30.7672        42.4534        18.1648        7.31961     
  1317.31        2500.00                 NaN  0.832852                 NaN  0.462090        30.7672        42.4534        18.1648        7.31961     
  1314.10        2500.00                 NaN  0.832852                 NaN  0.462090        30.7672        42.4534        18.1648        7.31961     
  1310.90        2500.00                 NaN  0.832852                 NaN  0.462090        30.7672        42.4534        18.1648        7.31961     
  1307.69        2500.00                 NaN  0.832853                 NaN  0.515543        30.7288        42.9088        18.1987        6.81533     
  1304.49        2500.00                 NaN  0.832853                 NaN  0.515543        30.7288        42.9088        18.1987        6.81533     
  1301.28        2500.00                 NaN  0.832853                 NaN  0.515543        30.7288        42.9088        18.1987        6.81533     
  1298.08        2500.00                 NaN  0.832853                 NaN  0.515543        30.7288        42.9088        18.1987        6.81533     
  1294.87        2500.00                 NaN  0.832853                 NaN  0.515543        30.7288        42.9088        18.1987        6.81533     
  1291.67        2500.00                 NaN  0.832853                 NaN  0.515543        30.7288        42.9088        18.1987        6.81533     
  1288.46        2500.00                 NaN  0.832853                 NaN  0.515543        30.7288        42.9088        18.1987        6.81533     
  1285.26        2500.00                 NaN  0.832853                 NaN  0.515543        30.7288        42.9088        18.1987        6.81533     
  1282.05        2500.00                 NaN  0.832854                 NaN  0.576085        30.6891        43.2962        18.2245        6.38129     
  1278.85        2500.00                 NaN  0.832854                 NaN  0.576085        30.6891        43.2962        18.2245        6.38129     
  1275.64        2500.00                 NaN  0.832854                 NaN  0.576085        30.6891        43.2962        18.2245        6.38129     
  1272.44        2500.00                 NaN  0.832854                 NaN  0.576085        30.6891        43.2962        18.2245        6.38129     
  1269.23        2500.00                 NaN  0.832854                 NaN  0.576085        30.6891        43.2962        18.2245        6.38129     
  1266.03        2500.00                 NaN  0.832854                 NaN  0.576085        30.6891        43.2962        18.2245        6.38129     
  1262.82        2500.00                 NaN  0.832854                 NaN  0.576085        30.6891        43.2962        18.2245        6.38129     
  1259.62        2500.00                 NaN  0.832854                 NaN  0.576085        30.6891        43.2962        18.2245        6.38129     
  1256.41        2500.00                 NaN  0.832855                 NaN  0.641639        30.6429        43.6232        18.2453        6.01412     
  1253.21        2500.00                 NaN  0.832855                 NaN  0.641639        30.6429        43.6232        18.2453        6.01412     
  1250.00        2500.00                 NaN  0.832855                 NaN  0.641639        30.6429        43.6232        18.2453        6.01412     
  1246.79        2500.00                 NaN  0.832855                 NaN  0.641639        30.6429        43.6232        18.2453        6.01412     
  1243.59        2500.00                 NaN  0.832855                 NaN  0.641639        30.6429        43.6232        18.2453        6.01412     
  1240.38        2500.00                 NaN  0.832855                 NaN  0.641639        30.6429        43.6232        18.2453        6.01412     
  1237.18        2500.00                 NaN  0.832855                 NaN  0.641639        30.6429        43.6232        18.2453        6.01412     
  1233.97        2500.00                 NaN  0.832855                 NaN  0.641639        30.6429        43.6232        18.2453        6.01412     
  1230.77        2500.00                 NaN  0.832856                 NaN  0.711535        30.5905        43.9063        18.2704        5.68841     
  1227.56        2500.00                 NaN  0.832856                 NaN  0.711535        30.5905        43.9063        18.2704        5.68841     
  1224.36        2500.00                 NaN  0.832856                 NaN  0.711535        30.5905        43.9063        18.2704        5.68841     
  1221.15        2500.00                 NaN  0.832856                 NaN  0.711535        30.5905        43.9063        18.2704        5.68841     
  1217.95        2500.00                 NaN  0.832856                 NaN  0.711535        30.5905        43.9063        18.2704        5.68841     
  1214.74        2500.00                 NaN  0.832856                 NaN  0.711535        30.5905        43.9063        18.2704        5.68841     
  1211.54        2500.00                 NaN  0.832856                 NaN  0.711535        30.5905        43.9063        18.2704        5.68841     
  1208.33        2500.00                 NaN  0.832856                 NaN  0.711535        30.5905        43.9063        18.2704        5.68841     
  1205.13        2500.00                 NaN  0.832857                 NaN  0.787832        30.5363        44.1556        18.2706        5.41686     
  1201.92        2500.00                 NaN  0.832857                 NaN  0.787832        30.5363        44.1556        18.2706        5.41686     
  1198.72        2500.00                 NaN  0.832857                 NaN  0.787832        30.5363        44.1556        18.2706        5.41686     
  1195.51        2500.00                 NaN  0.832857                 NaN  0.787832        30.5363        44.1556        18.2706        5.41686     
  1192.31        2500.00                 NaN  0.832857                 NaN  0.787832        30.5363        44.1556        18.2706        5.41686     
  1189.10        2500.00                 NaN  0.832857                 NaN  0.787832        30.5363        44.1556        18.2706        5.41686     
  1185.90        2500.00                 NaN  0.832857                 NaN  0.787832        30.5363        44.1556        18.2706        5.41686     
  1182.69        2500.00                 NaN  0.832857                 NaN  0.787832        30.5363        44.1556        18.2706        5.41686     
  1179.49        2500.00                 NaN  0.832858                 NaN  0.869950        30.4539        44.3851        18.2874        5.17075     
  1176.28        2500.00                 NaN  0.832858                 NaN  0.869950        30.4539        44.3851        18.2874        5.17075     
  1173.08        2500.00                 NaN  0.832858                 NaN  0.869950        30.4539        44.3851        18.2874        5.17075     
  1169.87        2500.00                 NaN  0.832858                 NaN  0.869950        30.4539        44.3851        18.2874        5.17075     
  1166.67        2500.00                 NaN  0.832858                 NaN  0.869950        30.4539        44.3851        18.2874        5.17075     
  1163.46        2500.00                 NaN  0.832858                 NaN  0.869950        30.4539        44.3851        18.2874        5.17075     
  1160.26        2500.00                 NaN  0.832858                 NaN  0.869950        30.4539        44.3851        18.2874        5.17075     
  1157.05        2500.00                 NaN  0.832858                 NaN  0.869950        30.4539        44.3851        18.2874        5.17075     
  1153.85        2500.00                 NaN  0.832859                 NaN  0.954704        30.3835        44.5931        18.2946        4.94128     
  1150.64        2500.00                 NaN  0.832859                 NaN  0.954704        30.3835        44.5931        18.2946        4.94128     
  1147.44        2500.00                 NaN  0.832859                 NaN  0.954704        30.3835        44.5931        18.2946        4.94128     
  1144.23        2500.00                 NaN  0.832859                 NaN  0.954704        30.3835        44.5931        18.2946        4.94128     
  1141.03        2500.00                 NaN  0.832859                 NaN  0.954704        30.3835        44.5931        18.2946        4.94128     
  1137.82        2500.00                 NaN  0.832859                 NaN  0.954704        30.3835        44.5931        18.2946        4.94128     
  1134.62        2500.00                 NaN  0.832859                 NaN  0.954704        30.3835        44.5931        18.2946        4.94128     
  1131.41        2500.00                 NaN  0.832859                 NaN  0.954704        30.3835        44.5931        18.2946        4.94128     
  1128.21        2500.00                 NaN  0.832859                 NaN   1.04295        30.3089        44.7803        18.2998        4.73514     
