|6.6.6
Archiving\03_Data\eqfrac/QFM/TIS/TIS_1.tab                                
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          an             San(TH)        ilm            q             
  1214.45        2500.00        5.48819                 NaN            NaN   7.63154                 NaN            NaN            NaN   8.19692        45.4353       0.550646        32.6974     
  1213.31        2500.00        5.48847                 NaN            NaN   7.62517                 NaN            NaN            NaN   8.19705        45.4311       0.555702        32.7025     
  1212.17        2500.00        5.48141                 NaN            NaN   7.62444                 NaN            NaN            NaN   8.19686        45.4313       0.563319        32.7026     
  1211.03        2500.00        5.46148                 NaN            NaN   7.63842                 NaN            NaN            NaN   8.20103        45.4264       0.575581        32.6971     
  1209.88        2500.00        5.45349                 NaN            NaN   7.63825                 NaN            NaN            NaN   8.20251        45.4246       0.583927        32.6972     
  1208.74        2500.00        5.44599                 NaN            NaN   7.63835                 NaN            NaN            NaN   8.20385        45.4224       0.591814        32.6976     
  1207.60        2500.00        5.43889                 NaN            NaN   7.63773                 NaN            NaN            NaN   8.20513        45.4204       0.599658        32.6982     
  1206.46        2500.00        5.43140                 NaN            NaN   7.63008                 NaN            NaN            NaN   8.20780        45.4217       0.610189        32.6988     
  1205.32        2500.00        5.42472                 NaN            NaN   7.63192                 NaN            NaN            NaN   8.20810        45.4190       0.616878        32.6993     
  1204.18        2500.00        5.41580                 NaN            NaN   7.62956                 NaN            NaN            NaN   8.21015        45.4187       0.626663        32.6991     
  1203.04        2500.00        5.53607                 NaN            NaN   7.45268                 NaN            NaN            NaN   8.26413        45.3443       0.611811        32.7909     
  1201.90        2500.00        5.40139                 NaN            NaN   7.63679                 NaN            NaN            NaN   8.21202        45.4103       0.639505        32.7000     
  1200.76        2500.00        5.39429                 NaN            NaN   7.63618                 NaN            NaN            NaN   8.21337        45.4083       0.647311        32.7005     
  1199.62        2500.00        5.38440                 NaN            NaN   7.63684                 NaN            NaN            NaN   8.21545        45.4069       0.656695        32.6998     
  1198.48        2500.00        5.37824                 NaN            NaN   7.63552                 NaN            NaN            NaN   8.21659        45.4049       0.664035        32.7008     
  1197.34        2500.00        5.37240                 NaN            NaN   7.63384                 NaN            NaN            NaN   8.21766        45.4029       0.671272        32.7019     
  1196.20        2500.00        5.62780                 NaN            NaN   7.53283                 NaN            NaN            NaN   8.33487        45.2331       0.479111        32.7923     
  1195.06        2500.00        5.40451                 NaN            NaN   7.55594                 NaN            NaN            NaN   8.20724        45.4275       0.679217        32.7256     
  1193.92        2500.00        5.34544                 NaN            NaN   7.61762                 NaN            NaN            NaN   8.22934        45.3954       0.705556        32.7067     
  1192.77        2500.00        5.38010                 NaN            NaN   7.57256                 NaN            NaN            NaN   8.22386        45.3959       0.698316        32.7292     
  1191.63        2500.00        5.31741                 NaN            NaN   7.63432                 NaN            NaN            NaN   8.22204        45.3959       0.728517        32.7019     
  1190.49        2500.00        5.32768                 NaN            NaN   7.63212                 NaN            NaN            NaN   8.22644        45.3912       0.718712        32.7039     
  1189.35        2500.00        5.36042                 NaN            NaN   7.57298                 NaN            NaN            NaN   8.22128        45.4047       0.717538        32.7231     
  1188.21        2500.00        5.34268                 NaN            NaN   7.58254                 NaN            NaN            NaN   8.22391        45.4004       0.730438        32.7201     
  1187.07        2500.00        5.30364                 NaN            NaN   7.63355                 NaN            NaN            NaN   8.23108        45.3849       0.742967        32.7039     
  1185.93        2500.00        5.33424                 NaN            NaN   7.57139                 NaN            NaN            NaN   8.22650        45.3988       0.745159        32.7239     
  1184.79        2500.00        5.29252                 NaN            NaN   7.63148                 NaN            NaN            NaN   8.23293        45.3801       0.756506        32.7065     
  1183.65        2500.00        5.32196                 NaN            NaN   7.56722                 NaN            NaN            NaN   8.22897        45.3956       0.760320        32.7259     
  1182.51        2500.00        5.32404                 NaN            NaN   7.55062                 NaN            NaN            NaN   8.22900        45.3981       0.767090        32.7312     
  1181.37        2500.00        5.28947                 NaN            NaN   7.59713                 NaN            NaN            NaN   8.23850        45.3729       0.779252        32.7228     
  1180.23        2500.00        5.28210                 NaN            NaN   7.59766                 NaN            NaN            NaN   8.23959        45.3709       0.786764        32.7230     
  1179.09        2500.00        5.27206                 NaN            NaN   7.60372                 NaN            NaN            NaN   8.23837        45.3696       0.794381        32.7218     
  1177.95        2500.00        5.25788                 NaN            NaN   7.61968                 NaN            NaN            NaN   8.24024        45.3697       0.799532        32.7130     
  1176.80        2500.00        5.25524                 NaN            NaN   7.60890                 NaN            NaN            NaN   8.24082        45.3708       0.808090        32.7161     
  1175.66        2500.00        5.24905                 NaN            NaN   7.60635                 NaN            NaN            NaN   8.24449        45.3629       0.816566        32.7206     
  1174.52        2500.00        5.24083                 NaN            NaN   7.60884                 NaN            NaN            NaN   8.24579        45.3609       0.823807        32.7199     
  1173.38        2500.00        5.23231                 NaN            NaN   7.61132                 NaN            NaN            NaN   8.24716        45.3590       0.831248        32.7190     
  1172.24        2500.00        5.21609                 NaN            NaN   7.62442                 NaN            NaN            NaN   8.24866        45.3588       0.840025        32.7120     
  1171.10        2500.00        5.20314                 NaN            NaN   7.61568                 NaN            NaN            NaN   8.25066        45.3575       0.857187        32.7159     
  1169.96        2500.00        5.19613                 NaN            NaN   7.61525                 NaN            NaN            NaN   8.25211        45.3556       0.864669        32.7162     
  1168.82        2500.00        5.19461                 NaN            NaN   7.62617                 NaN            NaN            NaN   8.25304        45.3512       0.861925        32.7130     
  1167.68        2500.00        5.18950                 NaN            NaN   7.62542                 NaN            NaN            NaN   8.25387        45.3486       0.868221        32.7143     
  1166.54        2500.00        5.18304                 NaN            NaN   7.62459                 NaN            NaN            NaN   8.25529        45.3467       0.875448        32.7150     
  1165.40        2500.00        5.25825                 NaN            NaN   7.53187                 NaN            NaN            NaN   8.32171        45.2008       0.878702        32.8086     
  1164.26        2500.00        5.17692                 NaN            NaN   7.61606                 NaN            NaN            NaN   8.25679        45.3434       0.887135        32.7197     
  1163.12        2500.00        5.16297                 NaN            NaN   7.62301                 NaN            NaN            NaN   8.25979        45.3403       0.897266        32.7166     
  1161.98        2500.00        5.15829                 NaN            NaN   7.62174                 NaN            NaN            NaN   8.26055        45.3379       0.903393        32.7181     
  1160.84        2500.00        5.15160                 NaN            NaN   7.62108                 NaN            NaN            NaN   8.26207        45.3360       0.910700        32.7186     
  1159.69        2500.00        5.15151                 NaN            NaN   7.61395                 NaN            NaN            NaN   8.26227        45.3346       0.915252        32.7224     
  1158.55        2500.00        5.14492                 NaN            NaN   7.61328                 NaN            NaN            NaN   8.26374        45.3326       0.922504        32.7230     
  1157.41        2500.00        5.13841                 NaN            NaN   7.61262                 NaN            NaN            NaN   8.26520        45.3306       0.929685        32.7235     
  1156.27        2500.00        5.13197                 NaN            NaN   7.61197                 NaN            NaN            NaN   8.26664        45.3285       0.936793        32.7241     
  1155.13        2500.00        5.12627                 NaN            NaN   7.61147                 NaN            NaN            NaN   8.26788        45.3260       0.943275        32.7251     
  1153.99        2500.00        5.11562                 NaN            NaN   7.61541                 NaN            NaN            NaN   8.27005        45.3233       0.952041        32.7236     
  1152.85        2500.00        5.11339                 NaN            NaN   7.60998                 NaN            NaN            NaN   8.27084        45.3220       0.957533        32.7262     
  1151.71        2500.00        5.10716                 NaN            NaN   7.60921                 NaN            NaN            NaN   8.27228        45.3199       0.964508        32.7269     
  1150.57        2500.00        5.10097                 NaN            NaN   7.60847                 NaN            NaN            NaN   8.27371        45.3178       0.971426        32.7276     
  1149.43        2500.00        5.09488                 NaN            NaN   7.60772                 NaN            NaN            NaN   8.27513        45.3157       0.978262        32.7283     
  1148.29        2500.00        5.08890                 NaN            NaN   7.60696                 NaN            NaN            NaN   8.27653        45.3135       0.985015        32.7290     
  1147.15        2500.00        5.08301                 NaN            NaN   7.60621                 NaN            NaN            NaN   8.27791        45.3113       0.991688        32.7298     
  1146.01        2500.00        5.07721                 NaN            NaN   7.60545                 NaN            NaN            NaN   8.27928        45.3091       0.998282        32.7307     
  1144.87        2500.00        5.07151                 NaN            NaN   7.60470                 NaN            NaN            NaN   8.28063        45.3068        1.00480        32.7315     
  1143.73        2500.00        5.06711                 NaN            NaN   7.60335                 NaN            NaN            NaN   8.28167        45.3043        1.01054        32.7330     
  1142.58        2500.00        5.09608                 NaN            NaN   7.56288                 NaN            NaN            NaN   8.31303        45.2475        1.01237        32.7681     
  1141.44        2500.00        5.09475                 NaN            NaN   7.52308                 NaN            NaN            NaN   8.27793        45.3235        1.02412        32.7566     
  1140.30        2500.00        5.08812                 NaN            NaN   7.52376                 NaN            NaN            NaN   8.27962        45.3208        1.03076        32.7569     
  1139.16        2500.00        5.03850                 NaN            NaN   7.60369                 NaN            NaN            NaN   8.28862        45.2961        1.03965        32.7334     
  1138.02        2500.00        5.03087                 NaN            NaN   7.60316                 NaN            NaN            NaN   8.29072        45.2944        1.04744        32.7334     
  1136.88        2500.00        5.06843                 NaN            NaN   7.52620                 NaN            NaN            NaN   8.28426        45.3128        1.05035        32.7579     
  1135.74        2500.00        5.06193                 NaN            NaN   7.52711                 NaN            NaN            NaN   8.28579        45.3101        1.05678        32.7583     
  1134.60        2500.00        5.02072                 NaN            NaN   7.59645                 NaN            NaN            NaN   8.29316        45.2872        1.06334        32.7391     
  1133.46        2500.00        5.01229                 NaN            NaN   7.59776                 NaN            NaN            NaN   8.29538        45.2851        1.07099        32.7385     
  1132.32        2500.00        5.00978                 NaN            NaN   7.59435                 NaN            NaN            NaN   8.29602        45.2829        1.07604        32.7409     
  1131.18        2500.00        5.00198                 NaN            NaN   7.59506                 NaN            NaN            NaN   8.29810        45.2809        1.08346        32.7405     
  1130.04        2500.00        5.02575                 NaN            NaN   7.55854                 NaN            NaN            NaN   8.31800        45.2444        1.08540        32.7679     
  1128.90        2500.00        4.99190                 NaN            NaN   7.59261                 NaN            NaN            NaN   8.30078        45.2764        1.09565        32.7427     
  1127.76        2500.00        5.01726                 NaN            NaN   7.53302                 NaN            NaN            NaN   8.29680        45.2910        1.10108        32.7608     
  1126.62        2500.00        5.00738                 NaN            NaN   7.55736                 NaN            NaN            NaN   8.31937        45.2435        1.10451        32.7679     
  1125.47        2500.00        5.00131                 NaN            NaN   7.55696                 NaN            NaN            NaN   8.31985        45.2432        1.11082        32.7679     
  1124.33        2500.00        4.99526                 NaN            NaN   7.55658                 NaN            NaN            NaN   8.32033        45.2428        1.11711        32.7679     
  1123.19        2500.00        4.98924                 NaN            NaN   7.55619                 NaN            NaN            NaN   8.32082        45.2425        1.12337        32.7679     
  1122.05        2500.00        4.98324                 NaN            NaN   7.55582                 NaN            NaN            NaN   8.32132        45.2421        1.12960        32.7679     
  1120.91        2500.00        4.97686                 NaN            NaN   7.55610                 NaN            NaN            NaN   8.32179        45.2419        1.13580        32.7676     
  1119.77        2500.00        4.95152                 NaN            NaN   7.58240                 NaN            NaN            NaN   8.31209        45.2591        1.14420        32.7507     
  1118.63        2500.00        4.94857                 NaN            NaN   7.57944                 NaN            NaN            NaN   8.31300        45.2569        1.14932        32.7527     
  1117.49        2500.00        4.94202                 NaN            NaN   7.57940                 NaN            NaN            NaN   8.31489        45.2549        1.15597        32.7529     
  1116.35        2500.00        4.93733                 NaN            NaN   7.57788                 NaN            NaN            NaN   8.31630        45.2527        1.16181        32.7540     
  1115.21        2500.00        4.93141                 NaN            NaN   7.57691                 NaN            NaN            NaN   8.31815        45.2509        1.16824        32.7544     
  1114.07        2500.00        4.94242                 NaN            NaN   7.53076                 NaN            NaN            NaN   8.33335        45.2228        1.18730        32.7834     
  1112.93        2500.00        4.93687                 NaN            NaN   7.55285                 NaN            NaN            NaN   8.32566        45.2384        1.17791        32.7683     
  1111.79        2500.00        4.92443                 NaN            NaN   7.55368                 NaN            NaN            NaN   8.32502        45.2392        1.18993        32.7678     
  1110.65        2500.00        4.92449                 NaN            NaN   7.55406                 NaN            NaN            NaN   8.32545        45.2381        1.18986        32.7680     
  1109.50        2500.00        4.89236                 NaN            NaN   7.53592       0.688674E-001            NaN            NaN   8.32821        45.2329        1.19318        32.7485     
  1108.36        2500.00        4.87154                 NaN            NaN   7.52559       0.957518E-001            NaN            NaN   8.33196        45.2288        1.20449        32.7419     
  1107.22        2500.00        4.87102                 NaN            NaN   7.52886       0.847803E-001            NaN            NaN   8.33272        45.2276        1.20972        32.7453     
  1106.08        2500.00        4.89663                 NaN            NaN   7.56424                 NaN            NaN            NaN   8.32902        45.2330        1.21284        32.7643     
  1104.94        2500.00        4.89214                 NaN            NaN   7.56277                 NaN            NaN            NaN   8.33045        45.2308        1.21845        32.7654     
  1103.80        2500.00        4.86947                 NaN            NaN   7.53826       0.524091E-001            NaN            NaN   8.33503        45.2239        1.22531        32.7557     
  1102.66        2500.00        4.86890                 NaN            NaN   7.54101       0.421697E-001            NaN            NaN   8.33583        45.2226        1.23045        32.7590     
  1101.52        2500.00        4.85488                 NaN            NaN   7.52777       0.694975E-001            NaN            NaN   8.33896        45.2179        1.23658        32.7544     
  1100.38        2500.00        4.83877                 NaN            NaN   7.51222       0.102644                 NaN            NaN   8.34247        45.2126        1.24282        32.7485     
  1099.24        2500.00        4.82266                 NaN            NaN  0.135799        7.49676                 NaN            NaN   8.34600        45.2072        1.24901        32.7426     
  1098.10        2500.00        4.80679                 NaN            NaN  0.168469        7.48150                 NaN            NaN   8.34950        45.2019        1.25511        32.7367     
  1096.96        2500.00        4.78961                 NaN            NaN  0.204248        7.46552                 NaN            NaN   8.35325        45.1960        1.26123        32.7301     
  1095.82        2500.00        4.77512                 NaN            NaN  0.233680        7.45128                 NaN            NaN   8.35656        45.1912        1.26715        32.7250     
  1094.68        2500.00        4.75852                 NaN            NaN   7.43575       0.268171                 NaN            NaN   8.36024        45.1855        1.27313        32.7187     
  1093.54        2500.00        4.74328                 NaN            NaN   7.42100       0.299599                 NaN            NaN   8.36373        45.1803        1.27897        32.7131     
  1092.39        2500.00        4.72705                 NaN            NaN   7.40563       0.333462                 NaN            NaN   8.36737        45.1748        1.28482        32.7069     
  1091.25        2500.00        4.71112                 NaN            NaN   7.39049       0.366650                 NaN            NaN   8.37102        45.1693        1.29058        32.7008     
  1090.11        2500.00        4.69516                 NaN            NaN   7.37570       0.399689                 NaN            NaN   8.37468        45.1638        1.29630        32.6947     
  1088.97        2500.00        4.67950                 NaN            NaN   7.36134       0.431932                 NaN            NaN   8.37829        45.1582        1.30193        32.6888     
  1087.83        2500.00        4.66377                 NaN            NaN   7.34701       0.464369                 NaN            NaN   8.38194        45.1527        1.30751        32.6827     
  1086.69        2500.00        4.64813                 NaN            NaN   7.33279       0.496604                 NaN            NaN   8.38559        45.1471        1.31304        32.6767     
  1085.55        2500.00        4.63277                 NaN            NaN   7.31885       0.528202                 NaN            NaN   8.38922        45.1416        1.31849        32.6708     
  1084.41        2500.00        4.61659                 NaN            NaN  0.561904        7.30424                 NaN            NaN   8.39301        45.1359        1.32394        32.6644     
  1083.27        2500.00        4.60041                 NaN            NaN   7.28971       0.595588                 NaN            NaN   8.39680        45.1301        1.32936        32.6580     
  1082.13        2500.00        4.58466                 NaN            NaN   7.27541       0.628494                 NaN            NaN   8.40056        45.1244        1.33465        32.6518     
  1080.99        2500.00        4.59812                 NaN            NaN   7.27230       0.575735                 NaN            NaN   8.40040        45.1320        1.35065        32.6708     
  1079.85        2500.00        4.55341                 NaN            NaN   7.24720       0.693780                 NaN            NaN   8.40807        45.1130        1.34506        32.6395     
  1078.71        2500.00        4.54147                 NaN            NaN  0.758043        7.19344                 NaN            NaN   8.42093        45.0929        1.35168        32.6415     
  1077.57        2500.00        4.52230                 NaN            NaN   7.21976       0.758441                 NaN            NaN   8.41562        45.1015        1.35527        32.6271     
  1076.43        2500.00        4.50674                 NaN            NaN   7.20618       0.790771                 NaN            NaN   8.41943        45.0957        1.36030        32.6208     
  1075.28        2500.00        4.48958                 NaN            NaN   7.19142       0.827222                 NaN            NaN   8.42355        45.0893        1.36531        32.6136     
  1074.14        2500.00        4.47542                 NaN            NaN   7.17876       0.856351                 NaN            NaN   8.42714        45.0840        1.37017        32.6081     
  1073.00        2500.00        4.45964                 NaN            NaN   7.16499       0.889538                 NaN            NaN   8.43105        45.0781        1.37504        32.6017     
  1071.86        2500.00        4.44381                 NaN            NaN   7.15128       0.922805                 NaN            NaN   8.43498        45.0721        1.37987        32.5951     
  1070.72        2500.00        4.42775                 NaN            NaN   7.13723       0.956778                 NaN            NaN   8.43923        45.0660        1.38460        32.5884     
  1069.58        2500.00        4.41220                 NaN            NaN   7.12469       0.988971                 NaN            NaN   8.44289        45.0599        1.38931        32.5820     
  1068.44        2500.00        4.39733                 NaN            NaN   1.02023        7.11144                 NaN            NaN   8.44670        45.0544        1.39394        32.5760     
  1067.30        2500.00        4.38176                 NaN            NaN   1.05286        7.09834                 NaN            NaN   8.45066        45.0483        1.39853        32.5695     
  1066.16        2500.00        4.36593                 NaN            NaN   7.08493        1.08636                 NaN            NaN   8.45469        45.0422        1.40307        32.5628     
  1065.02        2500.00        4.34977                 NaN            NaN   7.07131        1.12074                 NaN            NaN   8.45878        45.0359        1.40757        32.5559     
  1063.88        2500.00        4.33401                 NaN            NaN   7.05809        1.15411                 NaN            NaN   8.46283        45.0298        1.41200        32.5492     
  1062.74        2500.00        4.31824                 NaN            NaN   7.04492        1.18753                 NaN            NaN   8.46690        45.0236        1.41639        32.5425     
  1061.60        2500.00        4.30172                 NaN            NaN   1.22271        7.03154                 NaN            NaN   8.47115        45.0169        1.42072        32.5352     
  1060.46        2500.00        4.28606                 NaN            NaN   7.01861        1.25590                 NaN            NaN   8.47523        45.0107        1.42499        32.5285     
  1059.32        2500.00        4.27198                 NaN            NaN   7.00668        1.28529                 NaN            NaN   8.47905        45.0051        1.42918        32.5227     
  1058.17        2500.00        4.25653                 NaN            NaN   1.31790        6.99417                 NaN            NaN   8.48313        44.9988        1.43335        32.5161     
  1057.03        2500.00        4.24068                 NaN            NaN   6.98124        1.35171                 NaN            NaN   8.48731        44.9924        1.43747        32.5092     
  1055.89        2500.00        4.22485                 NaN            NaN   1.38551        6.96837                 NaN            NaN   8.49150        44.9860        1.44153        32.5022     
  1054.75        2500.00        4.20906                 NaN            NaN   6.95559        1.41923                 NaN            NaN   8.49571        44.9796        1.44554        32.4953     
  1053.61        2500.00        4.19326                 NaN            NaN   6.94289        1.45303                 NaN            NaN   8.49991        44.9731        1.44952        32.4883     
  1052.47        2500.00        4.17599                 NaN            NaN   6.92883        1.49082                 NaN            NaN   8.50446        44.9661        1.45344        32.4803     
  1051.33        2500.00        4.16311                 NaN            NaN   1.51222        6.91945                 NaN            NaN   8.50831        44.9610        1.45937        32.4766     
  1050.19        2500.00        4.14609                 NaN            NaN   6.90532        1.55399                 NaN            NaN   8.51269        44.9535        1.46107        32.4673     
  1049.05        2500.00        4.13008                 NaN            NaN   6.89278        1.58832                 NaN            NaN   8.51702        44.9469        1.46484        32.4601     
  1047.91        2500.00        4.11424                 NaN            NaN   6.88037        1.62232                 NaN            NaN   8.52135        44.9402        1.46855        32.4529     
  1046.77        2500.00        4.09851                 NaN            NaN   6.86805        1.65615                 NaN            NaN   8.52567        44.9336        1.47220        32.4458     
  1045.63        2500.00        4.08272                 NaN            NaN   6.85577        1.69011                 NaN            NaN   8.53002        44.9269        1.47580        32.4387     
  1044.49        2500.00        4.06578                 NaN            NaN   6.84242        1.72724                 NaN            NaN   8.53462        44.9199        1.47936        32.4307     
  1043.35        2500.00        4.05100                 NaN            NaN   6.83112        1.75857                 NaN            NaN   8.53878        44.9135        1.48286        32.4241     
  1042.21        2500.00        4.03430                 NaN            NaN   6.81860        1.79479                 NaN            NaN   8.54339        44.9063        1.48632        32.4163     
  1041.06        2500.00        4.01845                 NaN            NaN   6.80648        1.82904                 NaN            NaN   8.54782        44.8995        1.48972        32.4090     
  1039.92        2500.00        4.00258                 NaN            NaN   6.79441        1.86341                 NaN            NaN   8.55228        44.8926        1.49308        32.4016     
  1038.78        2500.00        3.98668                 NaN            NaN   6.78237        1.89786                 NaN            NaN   8.55676        44.8857        1.49638        32.3942     
  1037.64        2500.00        3.97221                 NaN            NaN   6.77131        1.92878                 NaN            NaN   8.56098        44.8794        1.49964        32.3877     
  1036.50        2500.00        3.95612                 NaN            NaN   6.75922        1.96379                 NaN            NaN   8.56553        44.8724        1.50285        32.3801     
  1035.36        2500.00        3.94000                 NaN            NaN   6.74716        1.99890                 NaN            NaN   8.57011        44.8653        1.50602        32.3725     
  1034.22        2500.00        3.92385                 NaN            NaN   6.73513        2.03413                 NaN            NaN   8.57471        44.8582        1.50914        32.3648     
  1033.08        2500.00        3.90766                 NaN            NaN   2.06947        6.72314                 NaN            NaN   8.57933        44.8511        1.51221        32.3571     
  1031.94        2500.00        3.89184                 NaN            NaN   2.10390        6.71152                 NaN            NaN   8.58391        44.8440        1.51523        32.3496     
  1030.80        2500.00        3.87632                 NaN            NaN   2.13761        6.70021                 NaN            NaN   8.58844        44.8370        1.51818        32.3422     
  1029.66        2500.00        3.85837                 NaN            NaN   6.68695        2.17772                 NaN            NaN   8.59348        44.8291        1.52108        32.3333     
  1028.52        2500.00        3.84320                 NaN            NaN   6.67624        2.21039                 NaN            NaN   8.59795        44.8222        1.52395        32.3261     
  1027.38        2500.00        3.82744                 NaN            NaN   6.66478        2.24487                 NaN            NaN   8.60262        44.8150        1.52678        32.3185     
  1026.24        2500.00        3.81106                 NaN            NaN   6.65297        2.28090                 NaN            NaN   8.60739        44.8076        1.52956        32.3105     
  1025.09        2500.00        3.79466                 NaN            NaN   6.64120        2.31702                 NaN            NaN   8.61219        44.8001        1.53230        32.3025     
  1023.95        2500.00        3.77813                 NaN            NaN   6.62937        2.35345                 NaN            NaN   8.61702        44.7927        1.53501        32.2944     
  1022.81        2500.00        3.76203                 NaN            NaN   2.38885        6.61799                 NaN            NaN   8.62178        44.7853        1.53763        32.2865     
  1021.67        2500.00        3.74459                 NaN            NaN   6.60577        2.42769                 NaN            NaN   8.62682        44.7773        1.54018        32.2777     
  1020.53        2500.00        3.72984                 NaN            NaN   2.45974        6.59539                 NaN            NaN   8.63139        44.7703        1.54274        32.2706     
  1019.39        2500.00        3.71322                 NaN            NaN   6.58375        2.49656                 NaN            NaN   8.63631        44.7626        1.54523        32.2623     
  1018.25        2500.00        3.69666                 NaN            NaN   6.57220        2.53328                 NaN            NaN   8.64124        44.7550        1.54768        32.2540     
  1017.11        2500.00        3.67997                 NaN            NaN   6.56061        2.57032                 NaN            NaN   8.64622        44.7472        1.55008        32.2456     
  1015.97        2500.00        3.66329                 NaN            NaN   6.54908        2.60738                 NaN            NaN   8.65121        44.7394        1.55244        32.2372     
  1014.83        2500.00        3.64653                 NaN            NaN   6.53755        2.64465                 NaN            NaN   8.65623        44.7316        1.55476        32.2287     
  1013.69        2500.00        3.62885                 NaN            NaN   6.52557        2.68424                 NaN            NaN   8.66145        44.7234        1.55698        32.2196     
  1012.55        2500.00        3.61230                 NaN            NaN   2.72075        6.51458                 NaN            NaN   8.66653        44.7155        1.55917        32.2111     
  1011.41        2500.00        3.59464                 NaN            NaN   2.76140        6.50152                 NaN            NaN   8.67176        44.7074        1.56134        32.2019     
  1010.27        2500.00        3.58118                 NaN            NaN   6.49264        2.79034                 NaN            NaN   8.67618        44.7006        1.56354        32.1955     
  1009.13        2500.00        3.56477                 NaN            NaN   6.48149        2.82702                 NaN            NaN   8.68123        44.6927        1.56563        32.1871     
  1007.98        2500.00        3.54831                 NaN            NaN   2.86386        6.47035                 NaN            NaN   8.68630        44.6848        1.56768        32.1787     
  1006.84        2500.00        3.53106                 NaN            NaN   2.90259        6.45883                 NaN            NaN   8.69151        44.6767        1.56967        32.1697     
  1005.70        2500.00        3.51054                 NaN            NaN   2.94869        6.44617                 NaN            NaN   8.69741        44.6671        1.57152        32.1586     
  1004.56        2500.00        3.49351                 NaN            NaN   2.98704        6.43497                 NaN            NaN   8.70259        44.6588        1.57341        32.1497     
  1003.42        2500.00        3.47499                 NaN            NaN   6.42117        3.03008                 NaN            NaN   8.70818        44.6506        1.57527        32.1397     
  1002.28        2500.00        3.45730                 NaN            NaN   6.40916        3.07040                 NaN            NaN   8.71359        44.6422        1.57705        32.1303     
  1001.14        2500.00        3.44152                 NaN            NaN   6.40096        3.10404                 NaN            NaN   8.71864        44.6337        1.57881        32.1223     
  1000.00        2500.00        3.43171                 NaN            NaN   6.39300        3.12594                 NaN            NaN   8.72266        44.6278        1.58079        32.1181     
