|6.6.6
Archiving\03_Data\frac/QFM_m1.5/EETA/EETA_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1558.90        2500.00        98.9851                 NaN            NaN            NaN  0.102755                 NaN  0.912173                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9977                 NaN            NaN            NaN  0.100782                 NaN  0.901542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.0101                 NaN            NaN            NaN  0.100158                 NaN  0.889772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0238                 NaN            NaN            NaN  0.966248E-001            NaN  0.879563                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0348                 NaN            NaN            NaN  0.952151E-001            NaN  0.870033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0454                 NaN            NaN            NaN  0.918719E-001            NaN  0.862758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.3851                 NaN            NaN            NaN  0.578386E-001            NaN  0.557014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.7381                 NaN            NaN            NaN  0.119068                 NaN   1.14279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0764                 NaN            NaN            NaN  0.868629E-001            NaN  0.836693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0918                 NaN            NaN            NaN  0.826610E-001            NaN  0.825541                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0969                 NaN            NaN            NaN  0.800192E-001            NaN  0.823031                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.1078                 NaN            NaN            NaN  0.786970E-001            NaN  0.813485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.1195                 NaN            NaN            NaN  0.779393E-001            NaN  0.802600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.8010                 NaN            NaN            NaN  0.967369E-001            NaN   1.10229                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.4551                 NaN            NaN            NaN  0.473596E-001            NaN  0.497539                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1460                 NaN            NaN            NaN  0.738117E-001            NaN  0.780226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.0637                 NaN            NaN            NaN  0.321096E-001            NaN  0.458594       0.445641                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.9272                 NaN            NaN            NaN  0.499338E-001            NaN            NaN   1.02289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.9144                 NaN            NaN            NaN            NaN            NaN  0.995384E-001  0.986055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.9030                 NaN            NaN            NaN            NaN            NaN            NaN   1.09703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.8980                 NaN            NaN            NaN            NaN            NaN            NaN   1.10198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.8948                 NaN            NaN            NaN            NaN            NaN            NaN   1.10520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.9091                 NaN            NaN            NaN            NaN            NaN            NaN   1.09087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.8290                 NaN            NaN            NaN            NaN            NaN            NaN   1.17104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.8461                 NaN            NaN            NaN            NaN            NaN            NaN   1.15389                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.8099                 NaN            NaN            NaN            NaN            NaN            NaN   1.19011                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.6824                 NaN            NaN            NaN            NaN            NaN            NaN   1.10076       0.216823                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.2723                 NaN            NaN            NaN            NaN            NaN            NaN  0.493142        1.23461                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.2974                 NaN            NaN            NaN            NaN            NaN            NaN   1.21467       0.487970                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.3241                 NaN            NaN            NaN            NaN            NaN            NaN  0.482842        1.19309                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.3437                 NaN            NaN            NaN            NaN            NaN            NaN   1.17685       0.479411                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.3682                 NaN            NaN            NaN            NaN            NaN            NaN   1.15538       0.476455                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.3892                 NaN            NaN            NaN            NaN            NaN            NaN  0.474423        1.13634                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.4130                 NaN            NaN            NaN  0.231725E-001            NaN            NaN  0.429134        1.13472                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.4477                 NaN            NaN            NaN  0.108198                 NaN            NaN   1.16971       0.274434                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.4646                 NaN            NaN            NaN  0.104796                 NaN            NaN  0.278781        1.15178                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.4870                 NaN            NaN            NaN  0.100378                 NaN            NaN  0.283606        1.12901                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.5028                 NaN            NaN            NaN  0.973055E-001            NaN            NaN   1.11590       0.284044                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.5225                 NaN            NaN            NaN  0.931227E-001            NaN            NaN   1.09460       0.289727                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5381                 NaN            NaN            NaN  0.899360E-001            NaN            NaN  0.295643        1.07635                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.5564                 NaN            NaN            NaN  0.864751E-001            NaN            NaN   1.06278       0.294296                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.0260                 NaN            NaN            NaN  0.113881                 NaN            NaN  0.416149        1.44400                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        99.1417                 NaN            NaN            NaN  0.490519E-001            NaN            NaN  0.626577       0.182626                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.5997                 NaN            NaN            NaN  0.705647E-001            NaN            NaN   1.01292       0.316797                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.6166                 NaN            NaN  0.932555E-003  0.796479E-001            NaN            NaN   1.00138       0.301411                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6292                 NaN            NaN            NaN  0.709203E-001            NaN            NaN  0.310042       0.989844                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6406                 NaN            NaN            NaN  0.681988E-001            NaN            NaN  0.983728       0.307513                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.6572                 NaN            NaN  0.213541E-002  0.632484E-001            NaN            NaN  0.955220       0.322232                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.6669                 NaN            NaN            NaN  0.623007E-001            NaN            NaN  0.954070       0.316681                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.6760                 NaN            NaN            NaN  0.598041E-001            NaN            NaN  0.950331       0.313912                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.6907                 NaN            NaN  0.458437E-004  0.570715E-001            NaN            NaN  0.932208       0.320016                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.6978                 NaN            NaN            NaN  0.546526E-001            NaN            NaN  0.925807       0.321718                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.7070                 NaN            NaN  0.615048E-003  0.514890E-001            NaN            NaN  0.325842       0.915098                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.7193                 NaN            NaN            NaN  0.498040E-001            NaN            NaN  0.905901       0.324997                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.7247                 NaN            NaN            NaN  0.470589E-001            NaN            NaN  0.902121       0.326120                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.7316                 NaN            NaN            NaN  0.445676E-001            NaN            NaN  0.895625       0.328224                 NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.7401                 NaN            NaN  0.703688E-003  0.417378E-001            NaN            NaN  0.332969       0.884508                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        97.5031                 NaN            NaN            NaN  0.352357                 NaN            NaN   1.03828       0.380698                 NaN            NaN  0.725572                 NaN            NaN            NaN
  1413.53        2500.00        96.9240                 NaN            NaN            NaN  0.511981                 NaN            NaN   1.10814       0.377887                 NaN            NaN   1.07799                 NaN            NaN            NaN
  1411.03        2500.00        96.9891                 NaN            NaN            NaN  0.511061                 NaN            NaN   1.09174       0.351054                 NaN            NaN   1.05702                 NaN            NaN            NaN
  1408.52        2500.00        97.0860                 NaN            NaN            NaN  0.510419                 NaN            NaN   1.07329       0.305843                 NaN            NaN   1.02444                 NaN            NaN            NaN
  1406.02        2500.00        97.1425                 NaN            NaN            NaN  0.509389                 NaN            NaN   1.06196       0.279809                 NaN            NaN   1.00634                 NaN            NaN            NaN
  1403.51        2500.00        97.2028                 NaN            NaN            NaN  0.508236                 NaN            NaN   1.05229       0.251249                 NaN            NaN  0.985406                 NaN            NaN            NaN
  1401.00        2500.00        97.2644                 NaN            NaN            NaN  0.508165                 NaN            NaN   1.04028       0.221774                 NaN            NaN  0.965402                 NaN            NaN            NaN
  1398.50        2500.00        97.3290                 NaN            NaN            NaN  0.505700                 NaN            NaN  0.193503        1.02920                 NaN            NaN  0.942624                 NaN            NaN            NaN
  1395.99        2500.00        97.3824                 NaN            NaN            NaN  0.504798                 NaN            NaN  0.167820        1.02029                 NaN            NaN  0.924665                 NaN            NaN            NaN
  1393.48        2500.00        97.4372                 NaN            NaN            NaN  0.503192                 NaN            NaN   1.01113       0.142457                 NaN            NaN  0.906027                 NaN            NaN            NaN
  1390.98        2500.00        97.4920                 NaN            NaN            NaN  0.501644                 NaN            NaN   1.00141       0.117935                 NaN            NaN  0.887041                 NaN            NaN            NaN
  1388.47        2500.00        97.5441                 NaN            NaN            NaN  0.498953                 NaN            NaN  0.985465E-001  0.989521                 NaN            NaN  0.868873                 NaN            NaN            NaN
  1385.96        2500.00        97.5949                 NaN            NaN            NaN  0.495812                 NaN            NaN  0.741519E-001  0.984247                 NaN            NaN  0.850906                 NaN            NaN            NaN
  1383.46        2500.00        97.6429                 NaN            NaN            NaN  0.494902                 NaN            NaN  0.975067       0.518162E-001            NaN            NaN  0.835285                 NaN            NaN            NaN
  1380.95        2500.00        97.6884                 NaN            NaN            NaN  0.489400                 NaN            NaN  0.354339E-001  0.969281                 NaN            NaN  0.817488                 NaN            NaN            NaN
  1378.45        2500.00        97.7292                 NaN            NaN            NaN  0.487175                 NaN            NaN  0.962630       0.173948E-001            NaN            NaN  0.803586                 NaN            NaN            NaN
  1375.94        2500.00        97.7665                 NaN            NaN            NaN  0.462457                 NaN            NaN  0.618756E-001  0.924394                 NaN            NaN  0.784735                 NaN            NaN            NaN
  1373.43        2500.00        97.8076                 NaN            NaN            NaN  0.457854                 NaN            NaN  0.913913       0.511459E-001            NaN            NaN  0.769493                 NaN            NaN            NaN
  1370.93        2500.00        97.8566                 NaN            NaN            NaN  0.466020                 NaN            NaN  0.922281                 NaN            NaN            NaN  0.755111                 NaN            NaN            NaN
  1368.42        2500.00        97.8872                 NaN            NaN            NaN  0.462671                 NaN            NaN  0.906423                 NaN            NaN            NaN  0.743748                 NaN            NaN            NaN
  1365.91        2500.00        97.9402                 NaN            NaN            NaN  0.450429                 NaN            NaN  0.887282                 NaN            NaN            NaN  0.722083                 NaN            NaN            NaN
  1363.41        2500.00        97.9635                 NaN            NaN            NaN  0.439479                 NaN            NaN  0.885384                 NaN            NaN            NaN  0.711597                 NaN            NaN            NaN
  1360.90        2500.00        97.9214                 NaN            NaN            NaN  0.294068                 NaN            NaN  0.649659       0.443308                 NaN            NaN  0.691605                 NaN            NaN            NaN
  1358.40        2500.00        98.0514                 NaN            NaN            NaN  0.424536                 NaN            NaN  0.847631                 NaN            NaN            NaN  0.676464                 NaN            NaN            NaN
  1355.89        2500.00        98.0640                 NaN            NaN            NaN  0.421101                 NaN            NaN  0.842398                 NaN            NaN            NaN  0.672459                 NaN            NaN            NaN
  1353.38        2500.00        98.0967                 NaN            NaN            NaN  0.413902                 NaN            NaN  0.830001                 NaN            NaN            NaN  0.659393                 NaN            NaN            NaN
  1350.88        2500.00        98.1256                 NaN            NaN            NaN  0.407856                 NaN            NaN  0.818794                 NaN            NaN            NaN  0.647722                 NaN            NaN            NaN
  1348.37        2500.00        98.1588                 NaN            NaN            NaN  0.395516                 NaN            NaN  0.811536                 NaN            NaN            NaN  0.634150                 NaN            NaN            NaN
  1345.86        2500.00        98.1814                 NaN            NaN            NaN  0.394807                 NaN            NaN  0.798549                 NaN            NaN            NaN  0.625229                 NaN            NaN            NaN
  1343.36        2500.00        98.2131                 NaN            NaN            NaN  0.383206                 NaN            NaN  0.792250                 NaN            NaN            NaN  0.611475                 NaN            NaN            NaN
  1340.85        2500.00        98.0557                 NaN            NaN  0.923822E-001  0.310473                 NaN            NaN  0.903951                 NaN            NaN            NaN  0.637446                 NaN            NaN            NaN
  1338.35        2500.00        97.9549                 NaN            NaN  0.157940       0.256393                 NaN            NaN  0.977616                 NaN            NaN            NaN  0.653128                 NaN            NaN            NaN
  1335.84        2500.00        98.0115                 NaN            NaN  0.153600       0.247029                 NaN            NaN  0.954248                 NaN            NaN            NaN  0.633644                 NaN            NaN            NaN
  1333.33        2500.00        98.0545                 NaN            NaN  0.148780       0.238634                 NaN            NaN  0.939047                 NaN            NaN            NaN  0.619078                 NaN            NaN            NaN
  1330.83        2500.00        98.0965                 NaN            NaN  0.144844       0.233414                 NaN            NaN  0.918819                 NaN            NaN            NaN  0.606404                 NaN            NaN            NaN
  1328.32        2500.00        98.1419                 NaN            NaN  0.139990       0.226274                 NaN            NaN  0.899816                 NaN            NaN            NaN  0.592036                 NaN            NaN            NaN
  1325.81        2500.00        98.1856                 NaN            NaN  0.135399       0.220551                 NaN            NaN  0.880148                 NaN            NaN            NaN  0.578313                 NaN            NaN            NaN
  1323.31        2500.00        98.2278                 NaN            NaN  0.130969       0.213592                 NaN            NaN  0.862934                 NaN            NaN            NaN  0.564698                 NaN            NaN            NaN
  1320.80        2500.00        98.2705                 NaN            NaN  0.126319       0.208108                 NaN            NaN  0.843624                 NaN            NaN            NaN  0.551482                 NaN            NaN            NaN
  1318.30        2500.00        98.3093                 NaN            NaN  0.121991       0.200262                 NaN            NaN  0.829663                 NaN            NaN            NaN  0.538821                 NaN            NaN            NaN
  1315.79        2500.00        98.3497                 NaN            NaN  0.117456       0.195381                 NaN            NaN  0.811213                 NaN            NaN            NaN  0.526296                 NaN            NaN            NaN
  1313.28        2500.00        98.3888                 NaN            NaN  0.113155       0.192084                 NaN            NaN  0.791481                 NaN            NaN            NaN  0.514459                 NaN            NaN            NaN
  1310.78        2500.00        98.4259                 NaN            NaN  0.109138       0.184907                 NaN            NaN  0.777699                 NaN            NaN            NaN  0.502387                 NaN            NaN            NaN
  1308.27        2500.00        98.4584                 NaN            NaN  0.104683       0.176510                 NaN            NaN  0.768455                 NaN            NaN            NaN  0.491983                 NaN            NaN            NaN
  1305.76        2500.00        98.4953                 NaN            NaN  0.101303       0.172528                 NaN            NaN  0.751160                 NaN            NaN            NaN  0.479731                 NaN            NaN            NaN
  1303.26        2500.00        98.5298                 NaN            NaN  0.973945E-001  0.166208                 NaN            NaN  0.737369                 NaN            NaN            NaN  0.469194                 NaN            NaN            NaN
  1300.75        2500.00        98.5657                 NaN            NaN  0.601101E-001  0.185247                 NaN            NaN  0.707311                 NaN            NaN            NaN  0.461833       0.197893E-001            NaN            NaN
  1298.25        2500.00        98.6033                 NaN            NaN            NaN  0.221355                 NaN            NaN  0.665569                 NaN            NaN            NaN  0.456579       0.532092E-001            NaN            NaN
  1295.74        2500.00        98.6323                 NaN            NaN            NaN  0.213922                 NaN            NaN  0.655847                 NaN            NaN            NaN  0.446699       0.512082E-001            NaN            NaN
  1293.23        2500.00        71.8776                 NaN            NaN  0.520087        1.43058                 NaN            NaN   5.39920                 NaN            NaN            NaN   4.04685       0.333137        16.3925                 NaN
  1290.73        2500.00        71.6878                 NaN            NaN            NaN   1.80076                 NaN            NaN   5.25853                 NaN            NaN            NaN   4.10497       0.608197        16.5398                 NaN
  1288.22        2500.00        77.0745                 NaN            NaN            NaN   1.43469                 NaN            NaN   4.39884                 NaN            NaN            NaN   3.35372       0.481601        13.2566                 NaN
  1285.71        2500.00        80.9337                 NaN            NaN            NaN   1.13309                 NaN            NaN   3.81676                 NaN            NaN            NaN   2.80958       0.390795        10.9160                 NaN
  1283.21        2500.00        83.7215                 NaN            NaN            NaN  0.903617                 NaN            NaN   3.41316                 NaN            NaN            NaN   2.41294       0.325062        9.22370                 NaN
  1280.70        2500.00        82.4837                 NaN            NaN            NaN  0.579925                 NaN            NaN   4.10098                 NaN            NaN            NaN   2.59859       0.323342        9.91351                 NaN
  1278.20        2500.00        89.4317                 NaN            NaN            NaN  0.550513                 NaN            NaN   2.47284                 NaN            NaN            NaN   1.57483       0.203275        5.76684                 NaN
  1275.69        2500.00        89.8481                 NaN            NaN            NaN  0.277126                 NaN            NaN   2.71432                 NaN            NaN            NaN   1.51624       0.172908        5.47128                 NaN
  1273.18        2500.00        83.9058                 NaN            NaN            NaN            NaN            NaN            NaN  0.359612        3.88093                 NaN            NaN   2.52652       0.283432        9.04373                 NaN
  1270.68        2500.00        94.9106                 NaN            NaN            NaN  0.475797                 NaN            NaN   1.64142                 NaN            NaN            NaN  0.616192       0.585366E-001   2.29745                 NaN
  1268.17        2500.00        86.3269                 NaN            NaN            NaN            NaN            NaN            NaN   1.41802        2.62681                 NaN            NaN   2.05720       0.231076        7.34000                 NaN
  1265.66        2500.00        92.6242                 NaN            NaN            NaN            NaN            NaN            NaN   1.11153        1.14640                 NaN            NaN   1.08271       0.132357        3.90278                 NaN
  1263.16        2500.00        95.3826                 NaN            NaN            NaN            NaN            NaN            NaN   1.40904                 NaN            NaN            NaN  0.641886       0.199631E-001   2.54656                 NaN
  1260.65        2500.00        93.3253                 NaN            NaN            NaN            NaN            NaN            NaN  0.289872        1.50105                 NaN            NaN  0.822294       0.135737        3.92580                 NaN
  1258.15        2500.00        93.9374                 NaN            NaN            NaN            NaN            NaN            NaN   2.21449                 NaN            NaN            NaN   1.10846       0.355864E-001   2.70408                 NaN
  1255.64        2500.00        93.3010                 NaN            NaN            NaN            NaN            NaN            NaN   1.46933       0.446356                 NaN            NaN   1.01731       0.863541E-001   3.67962                 NaN
  1253.13        2500.00        94.8360                 NaN            NaN            NaN            NaN            NaN            NaN   1.71492                 NaN            NaN            NaN  0.764581       0.750509E-001   2.60943                 NaN
  1250.63        2500.00        83.4590                 NaN            NaN            NaN  0.938462                 NaN            NaN   1.28075        2.18312                 NaN            NaN   2.57902       0.290404        9.26924                 NaN
  1248.12        2500.00        99.1697                 NaN            NaN            NaN  0.896073E-001  0.325201E-001            NaN  0.612406E-001            NaN            NaN            NaN  0.152709       0.161061E-001  0.478139                 NaN
  1245.61        2500.00        99.1350                 NaN            NaN            NaN  0.176019E-001            NaN            NaN  0.223903       0.167094E-001  0.116340E-005            NaN  0.133979       0.119494E-001  0.460888                 NaN
  1243.11        2500.00        98.8722                 NaN            NaN            NaN  0.154285E-001            NaN            NaN  0.206415       0.123606       0.202946E-005            NaN  0.168784       0.181065E-001  0.595446                 NaN
  1240.60        2500.00        92.8929                 NaN            NaN            NaN  0.723950E-001            NaN            NaN   1.37563       0.529301       0.122101E-005            NaN   1.03731       0.108011        3.98441                 NaN
  1238.10        2500.00        99.8462                 NaN            NaN            NaN            NaN            NaN            NaN  0.842114E-002            NaN            NaN            NaN            NaN            NaN  0.145333                 NaN
  1235.59        2500.00        98.2956                 NaN            NaN            NaN            NaN            NaN            NaN  0.601732                 NaN            NaN            NaN  0.220163       0.449777E-002  0.878032                 NaN
  1233.08        2500.00        89.7191                 NaN            NaN            NaN            NaN            NaN            NaN   1.73373                 NaN            NaN            NaN   1.01548       0.753450E-001   4.43802        3.01832     
  1230.58        2500.00        81.8276                 NaN            NaN            NaN            NaN            NaN            NaN   1.24965        1.39235                 NaN            NaN   1.75594       0.121153        7.94591        5.70740     
  1228.07        2500.00        65.9325                 NaN            NaN            NaN            NaN            NaN            NaN   4.76400                 NaN            NaN            NaN   3.13370       0.212537        15.1914        10.7659     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.15492        3.16797                 NaN            NaN   8.59586       0.627080        46.1768        32.2774     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.94293        9.38239                 NaN            NaN   8.60515       0.626009        46.1648        32.2787     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.39318        8.93148                 NaN            NaN   8.60875       0.625945        46.1602        32.2804     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.80481        9.52460                 NaN            NaN   8.62166       0.624147        46.1433        32.2815     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.28529        10.0483                 NaN            NaN   8.63205       0.622829        46.1284        32.2831     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.96467        9.33850                 NaN            NaN   8.64520       0.625809        46.1510        32.2748     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.9103       0.428876                 NaN            NaN   8.67610       0.615889        46.0881        32.2807     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.77186        5.51966                 NaN            NaN   8.69754       0.625885        46.1123        32.2727     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.84418        5.44785                 NaN            NaN   8.70074       0.625529        46.1073        32.2744     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.98976        5.30229                 NaN            NaN   8.70340       0.625314        46.1032        32.2761     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.96591        5.32745                 NaN            NaN   8.70638       0.624787        46.0977        32.2778     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.3536                 NaN            NaN            NaN   8.69856       0.614548        46.0407        32.2926     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.19270        4.12520                 NaN            NaN   8.71964       0.619282        46.0590        32.2842     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.3443        1.01503                 NaN            NaN   8.71464       0.612320        46.0178        32.2960     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.3608                 NaN            NaN            NaN   8.72414       0.611315        46.0071        32.2967     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.626718        11.7388                 NaN            NaN   8.73147       0.609883        45.9941        32.2991     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.17339        5.12492                 NaN            NaN   8.72109       0.622340        46.0703        32.2880     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.766769        8.11323        3.40256                 NaN   8.71416       0.625494        46.0881        32.2896     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.792025        8.19665        3.29359                 NaN   8.71523       0.625407        46.0857        32.2914     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.813737        8.28047        3.18772                 NaN   8.71616       0.625337        46.0833        32.2933     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.831653        8.36490        3.08499                 NaN   8.71695       0.625288        46.0811        32.2951     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.845910        8.44980        2.98539                 NaN   8.71759       0.625261        46.0791        32.2969     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.857438        8.53448        2.88870                 NaN   8.71809       0.625256        46.0773        32.2988     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.867748        8.61781        2.79451                 NaN   8.71847       0.625271        46.0756        32.3006     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.878526        8.69856        2.70239                 NaN   8.71875       0.625303        46.0740        32.3025     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.891132        8.77574        2.61197                 NaN   8.71894       0.625347        46.0725        32.3044     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.906340        8.84880        2.52304                 NaN   8.71909       0.625398        46.0711        32.3063     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.924460        8.91754        2.43551                 NaN   8.71919       0.625454        46.0697        32.3081     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.57219        7.77518                 NaN            NaN   8.79105       0.608278        45.9413        32.3120     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.3981                 NaN            NaN            NaN   8.85008       0.596746        45.8359        32.3192     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.18016        10.1935                 NaN            NaN   8.82612       0.600873        45.8837        32.3156     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.62529        9.74881                 NaN            NaN   8.83008       0.600648        45.8767        32.3185     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.4222                 NaN            NaN            NaN   8.87189       0.589137        45.7886        32.3282     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.27283        10.1254                 NaN            NaN   8.88037       0.593098        45.8053        32.3229     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.76307        10.6407                 NaN            NaN   8.88640       0.591639        45.7930        32.3252     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.34952        9.48419        1.49467       0.123837E-005   8.85559       0.607879        45.8835        32.3247     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.39034        9.52101        1.41649                 NaN   8.85614       0.607890        45.8816        32.3265     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.43097        9.55497        1.34142                 NaN   8.85667       0.607894        45.8797        32.3284     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.47673        9.58392        1.26639                 NaN   8.85711       0.607850        45.8778        32.3302     
