|6.6.6
Archiving\03_Data\frac/QFM_m1.5/EETA/EETA_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.97801        13.0317        1.57014                 NaN   8.97091        1.05606        42.8532        30.5401     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.1883        2.45665                 NaN            NaN   9.00455        1.03423        42.7738        30.5425     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.7235        1.94075                 NaN            NaN   9.02081        1.02676        42.7447        30.5435     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.1534        3.46294                 NaN            NaN   8.98959        1.04463        42.8068        30.5426     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.1094        3.50740                 NaN            NaN   8.99051        1.04455        42.8050        30.5431     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.1580        3.45912                 NaN            NaN   8.99182        1.04443        42.8032        30.5435     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.70095        15.0252                 NaN            NaN   9.07004        1.00312        42.6489        30.5518     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.35296        13.2294                 NaN            NaN   8.97544        1.05562        42.8439        30.5427     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.8750        1.85573                 NaN            NaN   9.08114        1.00077        42.6339        30.5535     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.32354        13.2607                 NaN            NaN   8.97698        1.05520        42.8401        30.5434     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.30783        13.2773                 NaN            NaN   8.97769        1.05500        42.8384        30.5438     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.24123        13.3413                 NaN            NaN   8.97729        1.05577        42.8404        30.5440     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.35914        13.2413                 NaN            NaN   9.00232        1.04786        42.8029        30.5465     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.34344        13.2579                 NaN            NaN   9.00307        1.04768        42.8011        30.5469     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.32814        13.2740                 NaN            NaN   9.00382        1.04749        42.7992        30.5473     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.36832        13.2460                 NaN            NaN   9.02981        1.04098        42.7656        30.5493     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.48655        13.1381                 NaN            NaN   9.03287        1.03814        42.7545        30.5498     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.33966        13.2765                 NaN            NaN   9.03139        1.04058        42.7618        30.5501     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.32582        13.2912                 NaN            NaN   9.03217        1.04038        42.7599        30.5505     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.31228        13.3057                 NaN            NaN   9.03296        1.04018        42.7579        30.5510     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.29901        13.3199                 NaN            NaN   9.03374        1.03998        42.7560        30.5514     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.29357        13.3269                 NaN            NaN   9.03472        1.03960        42.7533        30.5519     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.28996        13.3324                 NaN            NaN   9.03576        1.03917        42.7504        30.5524     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.21046        13.4064                 NaN            NaN   9.03468        1.04069        42.7554        30.5524     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.20273        13.4154                 NaN            NaN   9.03551        1.04042        42.7531        30.5529     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.19493        13.4245                 NaN            NaN   9.03638        1.04014        42.7508        30.5533     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.12694        13.6457                 NaN            NaN   9.17854       0.980688        42.4966        30.5715     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.18340        13.5916                 NaN            NaN   9.18357       0.979689        42.4891        30.5726     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.5695        3.20843                 NaN            NaN   9.18937       0.978377        42.4804        30.5739     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.10381        13.5224                 NaN            NaN   9.04203        1.03885        42.7360        30.5569     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.4358        3.34597                 NaN            NaN   9.19853       0.976830        42.4668        30.5761     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.5422        3.09099                 NaN            NaN   9.04487        1.03666        42.7278        30.5575     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.14293        13.5089                 NaN            NaN   9.07843        1.02724        42.6817        30.5608     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.30379        13.4961                 NaN            NaN   9.22258       0.968954        42.4285        30.5801     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.3059        3.51604                 NaN            NaN   9.21004       0.971600        42.4074        30.5890     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.57938        13.2143                 NaN            NaN   9.22352       0.971976        42.4284        30.5824     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.2361        3.58040                 NaN            NaN   9.22389       0.969644        42.4010        30.5889     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.3969        3.41802                 NaN            NaN   9.24669       0.962719        42.3904        30.5853     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.901345        16.0291       0.133032E-003            NaN   9.33468       0.909121        42.2478        30.5779     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.79917        13.0124                 NaN            NaN   9.24130       0.973877        42.3823        30.5909     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.71754        15.1755                 NaN            NaN   9.32244       0.922621        42.2821        30.5798     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.61195        13.2125                 NaN            NaN   9.26596       0.959077        42.3600        30.5905     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.62210        13.2073                 NaN            NaN   9.27276       0.957058        42.3489        30.5920     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.63381        13.2004                 NaN            NaN   9.27950       0.955066        42.3378        30.5934     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.63598        13.2042                 NaN            NaN   9.28695       0.952637        42.3253        30.5949     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.1907        3.65343                 NaN            NaN   9.29329       0.950999        42.3152        30.5964     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.1842        3.66549                 NaN            NaN   9.30022       0.948818        42.3034        30.5979     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.1684        3.68545                 NaN            NaN   9.30638       0.947135        42.2933        30.5994     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.1769        3.68317                 NaN            NaN   9.31385       0.944564        42.2806        30.6009     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.15817        13.7427                 NaN            NaN   9.32953       0.919517        42.2534        30.5966     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.1565        3.71320                 NaN            NaN   9.32804       0.940637        42.2575        30.6041     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.78446        13.0697                 NaN            NaN   9.31989       0.945920        42.2764        30.6036     
