|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.75/TIS/TIS_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1419.29        2500.00       0.192184E-003   99.4434                 NaN  0.365866       0.176773                 NaN            NaN  0.137950E-001            NaN            NaN            NaN            NaN
  1418.19        2500.00       0.184445E-003   99.4455                 NaN  0.177294       0.364012                 NaN            NaN  0.130454E-001            NaN            NaN            NaN            NaN
  1417.09        2500.00       0.710279E-004   99.2323                 NaN  0.211570       0.426161                 NaN            NaN  0.489139E-001  0.809496E-001            NaN            NaN            NaN
  1415.99        2500.00       0.276514E-002   99.5256                 NaN  0.302219       0.159121                 NaN            NaN  0.958711E-002  0.690889E-003            NaN            NaN            NaN
  1414.89        2500.00       0.753819E-003   98.7051                 NaN  0.427846       0.222625                 NaN            NaN  0.200657       0.443063                 NaN            NaN            NaN
  1413.79        2500.00                 NaN   98.7145                 NaN  0.429241       0.213577                 NaN            NaN  0.202151       0.440568                 NaN            NaN            NaN
  1412.69        2500.00                 NaN   98.7280                 NaN  0.425628       0.207756                 NaN            NaN  0.202289       0.436286                 NaN            NaN            NaN
  1411.59        2500.00                 NaN   98.7417                 NaN  0.201872       0.422543                 NaN            NaN  0.202053       0.431817                 NaN            NaN            NaN
  1410.49        2500.00                 NaN   98.7551                 NaN  0.196081       0.419409                 NaN            NaN  0.202012       0.427405                 NaN            NaN            NaN
  1409.39        2500.00                 NaN   98.7677                 NaN  0.416286       0.190496                 NaN            NaN  0.202113       0.423377                 NaN            NaN            NaN
  1408.29        2500.00                 NaN   98.7805                 NaN  0.413120       0.185066                 NaN            NaN  0.202052       0.419215                 NaN            NaN            NaN
  1407.19        2500.00                 NaN   98.7874                 NaN  0.413495       0.177954                 NaN            NaN  0.203504       0.417663                 NaN            NaN            NaN
  1406.08        2500.00                 NaN   98.8100                 NaN  0.174379       0.406270                 NaN            NaN  0.200520       0.408873                 NaN            NaN            NaN
  1404.98        2500.00                 NaN   98.8174                 NaN  0.404382       0.168946                 NaN            NaN  0.201906       0.407350                 NaN            NaN            NaN
  1403.88        2500.00                 NaN   98.8290                 NaN  0.401997       0.163541                 NaN            NaN  0.201954       0.403524                 NaN            NaN            NaN
  1402.78        2500.00                 NaN   98.8420                 NaN  0.398259       0.158586                 NaN            NaN  0.201794       0.399381                 NaN            NaN            NaN
  1401.68        2500.00                 NaN   98.8520                 NaN  0.396594       0.153568                 NaN            NaN  0.201853       0.396003                 NaN            NaN            NaN
  1400.58        2500.00                 NaN   98.8588                 NaN  0.148346       0.396266                 NaN            NaN  0.202532       0.394079                 NaN            NaN            NaN
  1399.48        2500.00                 NaN   98.8772                 NaN  0.390776       0.143353                 NaN            NaN  0.201146       0.387490                 NaN            NaN            NaN
  1398.38        2500.00                 NaN   98.8858                 NaN  0.388556       0.139156                 NaN            NaN  0.201564       0.384903                 NaN            NaN            NaN
  1397.28        2500.00                 NaN   98.8957                 NaN  0.134300       0.386398                 NaN            NaN  0.201734       0.381825                 NaN            NaN            NaN
  1396.18        2500.00                 NaN   98.9062                 NaN  0.129831       0.383804                 NaN            NaN  0.201722       0.378469                 NaN            NaN            NaN
  1395.08        2500.00                 NaN   98.6815                 NaN  0.462909       0.153161                 NaN            NaN  0.246119       0.456310                 NaN            NaN            NaN
  1393.98        2500.00                 NaN   99.1624                 NaN  0.295663       0.950624E-001            NaN            NaN  0.157073       0.289755                 NaN            NaN            NaN
  1392.88        2500.00                 NaN   98.9358                 NaN  0.116611       0.377173                 NaN            NaN  0.201681       0.368750                 NaN            NaN            NaN
  1391.78        2500.00                 NaN   98.9469                 NaN  0.374586       0.112790                 NaN            NaN  0.200988       0.364717                 NaN            NaN            NaN
  1390.68        2500.00                 NaN   98.9549                 NaN  0.108265       0.372969                 NaN            NaN  0.201473       0.362406                 NaN            NaN            NaN
  1389.58        2500.00                 NaN   98.9647                 NaN  0.370618       0.104712                 NaN            NaN  0.201111       0.358813                 NaN            NaN            NaN
  1388.48        2500.00                 NaN   98.9753                 NaN  0.100285       0.368257                 NaN            NaN  0.200774       0.355425                 NaN            NaN            NaN
  1387.38        2500.00                 NaN   98.9831                 NaN  0.366555       0.964917E-001            NaN            NaN  0.201003       0.352845                 NaN            NaN            NaN
  1386.28        2500.00                 NaN   98.9912                 NaN  0.364996       0.921879E-001            NaN            NaN  0.201211       0.350402                 NaN            NaN            NaN
  1385.18        2500.00                 NaN   99.0022                 NaN  0.362436       0.893162E-001            NaN            NaN  0.199908       0.346168                 NaN            NaN            NaN
  1384.07        2500.00                 NaN   99.0098                 NaN  0.360567       0.853083E-001            NaN            NaN  0.200386       0.343899                 NaN            NaN            NaN
  1382.97        2500.00                 NaN   99.0186                 NaN  0.358840       0.816244E-001            NaN            NaN  0.200020       0.340901                 NaN            NaN            NaN
  1381.87        2500.00                 NaN   99.0268                 NaN  0.356966       0.776081E-001            NaN            NaN  0.200238       0.338377                 NaN            NaN            NaN
  1380.77        2500.00                 NaN   99.0772                 NaN  0.706544E-001  0.339342                 NaN            NaN  0.191538       0.321221                 NaN            NaN            NaN
  1379.67        2500.00                 NaN   99.0008                 NaN  0.760439E-001  0.368478                 NaN            NaN  0.207676       0.346957                 NaN            NaN            NaN
  1378.57        2500.00                 NaN   99.0526                 NaN  0.681395E-001  0.351275                 NaN            NaN  0.198722       0.329219                 NaN            NaN            NaN
  1377.47        2500.00                 NaN   99.0594                 NaN  0.648451E-001  0.349877                 NaN            NaN  0.198872       0.327051                 NaN            NaN            NaN
  1376.37        2500.00                 NaN   99.0605                 NaN  0.361648       0.135834E-001            NaN            NaN  0.230109       0.334128                 NaN            NaN            NaN
  1375.27        2500.00                 NaN   99.0818                 NaN  0.107526       0.332663                 NaN            NaN  0.166221       0.311836                 NaN            NaN            NaN
  1374.17        2500.00                 NaN   99.0827                 NaN  0.555610E-001  0.344908                 NaN            NaN  0.197796       0.319074                 NaN            NaN            NaN
  1373.07        2500.00                 NaN   99.0889                 NaN  0.343537       0.529999E-001            NaN            NaN  0.197714       0.316849                 NaN            NaN            NaN
  1371.97        2500.00                 NaN   99.0981                 NaN  0.340913       0.505120E-001            NaN            NaN  0.196853       0.313665                 NaN            NaN            NaN
  1370.87        2500.00                 NaN   99.1045                 NaN  0.476658E-001  0.340047                 NaN            NaN  0.196469       0.311358                 NaN            NaN            NaN
  1369.77        2500.00                 NaN   99.1116                 NaN  0.449964E-001  0.338465                 NaN            NaN  0.196049       0.308850                 NaN            NaN            NaN
  1368.67        2500.00                 NaN   99.1184                 NaN  0.337087       0.423740E-001            NaN            NaN  0.195673       0.306515                 NaN            NaN            NaN
  1367.57        2500.00                 NaN   99.1254                 NaN  0.335477       0.401924E-001            NaN            NaN  0.195004       0.303965                 NaN            NaN            NaN
  1366.47        2500.00                 NaN   99.1324                 NaN  0.333884       0.374977E-001            NaN            NaN  0.194642       0.301612                 NaN            NaN            NaN
  1365.37        2500.00                 NaN   99.1372                 NaN  0.333425       0.354715E-001            NaN            NaN  0.194175       0.299683                 NaN            NaN            NaN
  1364.27        2500.00                 NaN   99.1466                 NaN  0.332055E-001  0.330788                 NaN            NaN  0.193044       0.296339                 NaN            NaN            NaN
  1363.17        2500.00                 NaN   99.1526                 NaN  0.305356E-001  0.329515                 NaN            NaN  0.192970       0.294355                 NaN            NaN            NaN
  1362.06        2500.00                 NaN   99.1581                 NaN  0.298080E-001  0.328092                 NaN            NaN  0.191873       0.292115                 NaN            NaN            NaN
  1360.96        2500.00                 NaN   99.1655                 NaN  0.326609       0.269203E-001            NaN            NaN  0.191319       0.289603                 NaN            NaN            NaN
  1359.86        2500.00                 NaN   99.1711                 NaN  0.325417       0.252659E-001            NaN            NaN  0.190689       0.287491                 NaN            NaN            NaN
  1358.76        2500.00                 NaN   99.1768                 NaN  0.234425E-001  0.324289                 NaN            NaN  0.190064       0.285367                 NaN            NaN            NaN
  1357.66        2500.00                 NaN   99.1835                 NaN  0.223460E-001  0.322377                 NaN            NaN  0.188932       0.282799                 NaN            NaN            NaN
  1356.56        2500.00                 NaN   99.1894                 NaN  0.203375E-001  0.321229                 NaN            NaN  0.188279       0.280718                 NaN            NaN            NaN
  1355.46        2500.00                 NaN   99.1895                 NaN  0.199654E-001  0.322478                 NaN            NaN  0.187970       0.280114                 NaN            NaN            NaN
  1354.36        2500.00                 NaN   99.2033                 NaN  0.176408E-001  0.317688                 NaN            NaN  0.185914       0.275416                 NaN            NaN            NaN
  1353.26        2500.00                 NaN   99.2066                 NaN  0.161188E-001  0.317298                 NaN            NaN  0.185754       0.274221                 NaN            NaN            NaN
  1352.16        2500.00                 NaN   99.2123                 NaN  0.154050E-001  0.315716                 NaN            NaN  0.184594       0.271972                 NaN            NaN            NaN
  1351.06        2500.00                 NaN   99.2185                 NaN  0.314437       0.134271E-001            NaN            NaN  0.183819       0.269814                 NaN            NaN            NaN
  1349.96        2500.00                 NaN   99.2229                 NaN  0.130215E-001  0.313586                 NaN            NaN  0.182561       0.267915                 NaN            NaN            NaN
  1348.86        2500.00       0.708736E-002   99.2149                 NaN  0.172598E-001  0.318490                 NaN            NaN  0.174588       0.267719                 NaN            NaN            NaN
  1347.76        2500.00       0.782595E-001   99.0754                 NaN  0.736949E-001  0.384098                 NaN            NaN  0.101081       0.287475                 NaN            NaN            NaN
  1346.66        2500.00       0.803757E-001   99.0784                 NaN  0.384952       0.736571E-001            NaN            NaN  0.971518E-001  0.285495                 NaN            NaN            NaN
  1345.56        2500.00       0.722298E-001   99.1325                 NaN  0.225224       0.310169                 NaN            NaN  0.896530E-002  0.250935                 NaN            NaN            NaN
  1344.46        2500.00       0.967672E-001   98.9960                 NaN  0.484939                 NaN            NaN            NaN  0.111774       0.310535                 NaN            NaN            NaN
  1343.36        2500.00       0.844322E-001   99.1013                 NaN  0.418487                 NaN            NaN            NaN  0.113832       0.281900                 NaN            NaN            NaN
  1342.26        2500.00       0.850566E-001   99.1048                 NaN  0.409774       0.172764E-001            NaN            NaN  0.104447       0.278688                 NaN            NaN            NaN
  1341.16        2500.00       0.853361E-001   99.1084                 NaN  0.400528       0.345917E-001            NaN            NaN  0.955788E-001  0.275612                 NaN            NaN            NaN
  1340.05        2500.00       0.857431E-001   99.1082                 NaN  0.384041       0.698915E-001            NaN            NaN  0.799432E-001  0.272166                 NaN            NaN            NaN
  1338.95        2500.00       0.848686E-001   99.1176                 NaN  0.379860       0.697456E-001            NaN            NaN  0.786238E-001  0.269317                 NaN            NaN            NaN
  1337.85        2500.00       0.846164E-001   99.1253                 NaN  0.378347       0.672919E-001            NaN            NaN  0.775401E-001  0.266946                 NaN            NaN            NaN
  1336.75        2500.00       0.844292E-001   99.1329                 NaN  0.375549       0.688217E-001            NaN            NaN  0.743971E-001  0.263897                 NaN            NaN            NaN
  1335.65        2500.00       0.833217E-001   99.1431                 NaN  0.666871E-001  0.371431                 NaN            NaN  0.742477E-001  0.261206                 NaN            NaN            NaN
  1334.55        2500.00       0.824325E-001   99.1516                 NaN  0.666558E-001  0.367670                 NaN            NaN  0.729283E-001  0.258679                 NaN            NaN            NaN
  1333.45        2500.00       0.818046E-001   99.1604                 NaN  0.364811       0.653996E-001            NaN            NaN  0.716676E-001  0.255928                 NaN            NaN            NaN
  1332.35        2500.00       0.808144E-001   99.1696                 NaN  0.360712       0.649926E-001            NaN            NaN  0.706216E-001  0.253222                 NaN            NaN            NaN
  1331.25        2500.00       0.798683E-001   99.1785                 NaN  0.356765       0.649194E-001            NaN            NaN  0.693637E-001  0.250537                 NaN            NaN            NaN
  1330.15        2500.00       0.788544E-001   99.1877                 NaN  0.647773E-001  0.352395                 NaN            NaN  0.684023E-001  0.247916                 NaN            NaN            NaN
  1329.05        2500.00       0.780473E-001   99.1962                 NaN  0.348934       0.645847E-001            NaN            NaN  0.669118E-001  0.245326                 NaN            NaN            NaN
  1327.95        2500.00       0.769221E-001   99.2054                 NaN  0.641815E-001  0.344506                 NaN            NaN  0.663279E-001  0.242630                 NaN            NaN            NaN
  1326.85        2500.00       0.758538E-001   99.2135                 NaN  0.339917       0.656272E-001            NaN            NaN  0.648534E-001  0.240294                 NaN            NaN            NaN
  1325.75        2500.00       0.751236E-001   99.2215                 NaN  0.336985       0.653191E-001            NaN            NaN  0.634023E-001  0.237664                 NaN            NaN            NaN
  1324.65        2500.00       0.741577E-001   99.2302                 NaN  0.652319E-001  0.332851                 NaN            NaN  0.624379E-001  0.235170                 NaN            NaN            NaN
  1323.55        2500.00       0.732440E-001   99.2383                 NaN  0.329058       0.650623E-001            NaN            NaN  0.615199E-001  0.232823                 NaN            NaN            NaN
  1322.45        2500.00       0.722688E-001   99.2469                 NaN  0.656793E-001  0.324785                 NaN            NaN  0.601907E-001  0.230189                 NaN            NaN            NaN
  1321.35        2500.00       0.713126E-001   99.2547                 NaN  0.662682E-001  0.320799                 NaN            NaN  0.590115E-001  0.227913                 NaN            NaN            NaN
  1320.25        2500.00       0.704687E-001   99.2621                 NaN  0.317236       0.668717E-001            NaN            NaN  0.577124E-001  0.225577                 NaN            NaN            NaN
  1319.15        2500.00       0.694736E-001   99.2704                 NaN  0.679710E-001  0.312541                 NaN            NaN  0.564436E-001  0.223134                 NaN            NaN            NaN
  1318.04        2500.00       0.686695E-001   99.2780                 NaN  0.309328       0.675210E-001            NaN            NaN  0.555684E-001  0.220914                 NaN            NaN            NaN
  1316.94        2500.00       0.676822E-001   99.2858                 NaN  0.693014E-001  0.304786                 NaN            NaN  0.539493E-001  0.218494                 NaN            NaN            NaN
  1315.84        2500.00       0.671786E-001   99.2897                 NaN  0.705447E-001  0.302556                 NaN            NaN  0.526547E-001  0.217327                 NaN            NaN            NaN
  1314.74        2500.00       0.657004E-001   99.3017                 NaN  0.296380       0.716779E-001            NaN            NaN  0.510655E-001  0.213431                 NaN            NaN            NaN
  1313.64        2500.00       0.650577E-001   99.3078                 NaN  0.710434E-001  0.293272                 NaN            NaN  0.507929E-001  0.211995                 NaN            NaN            NaN
  1312.54        2500.00       0.643663E-001   99.3132                 NaN  0.811011E-001  0.285753                 NaN            NaN  0.460269E-001  0.209581                 NaN            NaN            NaN
  1311.44        2500.00       0.633803E-001   99.3238                 NaN  0.290142       0.634504E-001            NaN            NaN  0.515143E-001  0.207704                 NaN            NaN            NaN
  1310.34        2500.00       0.625581E-001   99.3288                 NaN  0.281480       0.753663E-001            NaN            NaN  0.463703E-001  0.205382                 NaN            NaN            NaN
  1309.24        2500.00       0.617788E-001   99.3351                 NaN  0.278116       0.761748E-001            NaN            NaN  0.452804E-001  0.203526                 NaN            NaN            NaN
  1308.14        2500.00       0.609130E-001   99.3424                 NaN  0.273978       0.768711E-001            NaN            NaN  0.443741E-001  0.201468                 NaN            NaN            NaN
  1307.04        2500.00       0.602398E-001   99.3488                 NaN  0.778366E-001  0.271123                 NaN            NaN  0.427531E-001  0.199234                 NaN            NaN            NaN
  1305.94        2500.00       0.593777E-001   99.3552                 NaN  0.266893       0.795251E-001            NaN            NaN  0.416033E-001  0.197428                 NaN            NaN            NaN
  1304.84        2500.00       0.586179E-001   99.3617                 NaN  0.808103E-001  0.263185                 NaN            NaN  0.402433E-001  0.195397                 NaN            NaN            NaN
  1303.74        2500.00       0.578698E-001   99.3674                 NaN  0.259495       0.826603E-001            NaN            NaN  0.389097E-001  0.193643                 NaN            NaN            NaN
  1302.64        2500.00       0.571041E-001   99.3741                 NaN  0.839806E-001  0.255680                 NaN            NaN  0.375920E-001  0.191515                 NaN            NaN            NaN
  1301.54        2500.00       0.563863E-001   99.3802                 NaN  0.850079E-001  0.252195                 NaN            NaN  0.364314E-001  0.189733                 NaN            NaN            NaN
  1300.44        2500.00       0.555849E-001   99.3860                 NaN  0.867957E-001  0.248520                 NaN            NaN  0.351782E-001  0.187922                 NaN            NaN            NaN
  1299.34        2500.00       0.549400E-001   99.3918                 NaN  0.245016       0.885947E-001            NaN            NaN  0.336009E-001  0.186025                 NaN            NaN            NaN
  1298.24        2500.00       0.541740E-001   99.3978                 NaN  0.241124       0.901278E-001            NaN            NaN  0.324878E-001  0.184281                 NaN            NaN            NaN
  1297.14        2500.00       0.534643E-001   99.4036                 NaN  0.915770E-001  0.237715                 NaN            NaN  0.311650E-001  0.182429                 NaN            NaN            NaN
  1296.03        2500.00       0.523694        89.4446                 NaN  0.756328        1.63740                 NaN            NaN  0.143459        1.46981        6.02466                 NaN            NaN
  1294.93        2500.00        1.11468        76.3085                 NaN   3.30067        2.01778                 NaN            NaN  0.170293        3.16383        13.9242                 NaN            NaN
  1293.83        2500.00       0.890513        80.7230                 NaN   1.94355        2.55913                 NaN            NaN  0.532019E-001   2.59026        11.2403                 NaN            NaN
  1292.73        2500.00       0.726865        83.9361                 NaN   2.08009        1.74137                 NaN            NaN  0.294638E-001   2.17542        9.31073                 NaN            NaN
  1291.63        2500.00       0.616503        86.1060                 NaN   1.72975        1.64795                 NaN            NaN            NaN   1.89519        8.00456                 NaN            NaN
  1290.53        2500.00       0.528691        87.8085                 NaN   1.52124        1.47735                 NaN            NaN            NaN   1.67624        6.98798                 NaN            NaN
  1289.43        2500.00       0.460466        89.1456                 NaN   1.27884        1.42071                 NaN            NaN            NaN   1.50368        6.19067                 NaN            NaN
  1288.33        2500.00       0.468558        88.5822                 NaN   1.25475        1.46332                 NaN            NaN  0.904739E-001   1.60946        6.53124                 NaN            NaN
  1287.23        2500.00       0.414567        88.0661                 NaN   2.27566                 NaN            NaN            NaN  0.454654        1.81858        6.97039                 NaN            NaN
  1286.13        2500.00       0.202448        96.3849                 NaN  0.131970        1.01035                 NaN            NaN            NaN  0.426820        1.84347                 NaN            NaN
  1285.03        2500.00       0.249391        93.6123                 NaN  0.975588       0.676879                 NaN            NaN            NaN  0.905174        3.58071                 NaN            NaN
  1283.93        2500.00       0.300359        92.4306                 NaN  0.851654        1.09245                 NaN            NaN            NaN   1.07956        4.24535                 NaN            NaN
  1282.83        2500.00       0.164614        93.2503                 NaN   1.72856       0.787919E-001            NaN            NaN            NaN  0.980491        3.79721                 NaN            NaN
  1281.73        2500.00                 NaN   89.9787                 NaN   1.30785        1.56923                 NaN            NaN            NaN   1.35170        5.79254                 NaN            NaN
  1280.63        2500.00       0.542336        98.1809                 NaN  0.190594                 NaN            NaN            NaN            NaN  0.371539       0.714583                 NaN            NaN
  1279.53        2500.00       0.177589        94.2170                 NaN  0.519899        1.11800                 NaN            NaN            NaN  0.844001        3.12356                 NaN            NaN
  1278.43        2500.00       0.177876        96.0491                 NaN  0.492505       0.458276                 NaN            NaN            NaN  0.573262        2.24897                 NaN            NaN
  1277.33        2500.00       0.273228        92.9167                 NaN   1.62933                 NaN            NaN            NaN  0.175399E-004   1.06995        4.11073                 NaN            NaN
  1276.23        2500.00       0.717035E-001   97.4584                 NaN  0.911152E-001  0.911010                 NaN            NaN            NaN  0.328528        1.13925                 NaN            NaN
  1275.13        2500.00       0.160979        96.0270                 NaN  0.532990       0.517378                 NaN            NaN            NaN  0.578929        2.18277                 NaN            NaN
  1274.02        2500.00                 NaN   97.3287                 NaN  0.715489                 NaN            NaN            NaN            NaN  0.384685        1.57115                 NaN            NaN
  1272.92        2500.00       0.344919        92.6818                 NaN   1.72708       0.178312                 NaN            NaN            NaN   1.11288        3.95500                 NaN            NaN
  1271.82        2500.00       0.204088        93.7165                 NaN   1.50326                 NaN            NaN            NaN            NaN  0.968312        3.60789                 NaN            NaN
  1270.72        2500.00       0.171697        94.6219                 NaN   1.26564                 NaN            NaN            NaN            NaN  0.830384        3.11043                 NaN            NaN
  1269.62        2500.00       0.220056        93.9399                 NaN   1.27811                 NaN            NaN            NaN            NaN  0.938095        3.62381                 NaN            NaN
  1268.52        2500.00       0.553909E-001   99.3386                 NaN  0.205634                 NaN            NaN            NaN            NaN  0.918382E-002  0.391179                 NaN            NaN
  1267.42        2500.00       0.217437E-001   97.0771                 NaN  0.779811                 NaN            NaN            NaN            NaN  0.543506        1.57784                 NaN            NaN
  1266.32        2500.00       0.583392E-001   97.7809                 NaN  0.564189                 NaN            NaN            NaN            NaN  0.347994        1.24857                 NaN            NaN
  1265.22        2500.00       0.354406E-001   98.6162                 NaN  0.341370                 NaN            NaN            NaN            NaN  0.209578       0.797397                 NaN            NaN
  1264.12        2500.00       0.287834E-001   95.4177                 NaN   1.24537                 NaN            NaN            NaN            NaN  0.706720        2.55027       0.511654E-001            NaN
  1263.02        2500.00                 NaN   99.6416                 NaN  0.157979                 NaN            NaN            NaN            NaN  0.532219E-001  0.147186                 NaN            NaN
  1261.92        2500.00                 NaN   99.9895                 NaN  0.105199E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1260.82        2500.00       0.782185E-002   99.7925                 NaN  0.255440E-002            NaN            NaN            NaN  0.749173E-004  0.328086E-001  0.164234                 NaN            NaN
  1259.72        2500.00       0.260898E-001   95.2914                 NaN   1.36427                 NaN            NaN            NaN            NaN  0.723110        2.55442       0.407442E-001            NaN
  1258.62        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1257.52        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1256.42        2500.00       0.138208E-005  100.0000                 NaN  0.850719E-005            NaN            NaN            NaN            NaN  0.486289E-005  0.159196E-004            NaN            NaN
  1255.32        2500.00       0.136767E-005  100.0000                 NaN  0.115382E-004            NaN            NaN            NaN  0.228984E-005  0.588244E-005  0.224744E-004            NaN            NaN
  1254.22        2500.00                 NaN  100.0000                 NaN            NaN            NaN            NaN            NaN            NaN  0.198358E-005  0.106135E-004            NaN            NaN
  1253.12        2500.00       0.345871        89.9506                 NaN  0.276669        3.11509                 NaN            NaN            NaN   1.36668        4.94509                 NaN            NaN
  1252.01        2500.00       0.110993        92.5206                 NaN   3.46307                 NaN            NaN            NaN            NaN  0.990798        2.89848       0.160336E-001            NaN
  1250.91        2500.00       0.291739E-001   98.2393                 NaN  0.467951                 NaN            NaN            NaN            NaN  0.241192       0.993029       0.293276E-001            NaN
  1249.81        2500.00       0.165479        95.6741                 NaN  0.595117       0.318671                 NaN            NaN            NaN  0.682035        2.51478       0.498209E-001            NaN
  1248.71        2500.00                 NaN   98.6762                 NaN  0.471416                 NaN            NaN            NaN            NaN  0.144510       0.704006       0.388510E-002            NaN
  1247.61        2500.00                 NaN   99.3661                 NaN  0.388341                 NaN            NaN            NaN            NaN  0.854118E-001  0.157198       0.297445E-002            NaN
  1246.51        2500.00                 NaN   97.9633                 NaN  0.661694                 NaN            NaN            NaN            NaN  0.304511        1.05366       0.168301E-001            NaN
  1245.41        2500.00                 NaN   97.8998                 NaN  0.534118       0.111499                 NaN            NaN            NaN  0.310730        1.11174       0.320941E-001            NaN
  1244.31        2500.00                 NaN   96.2483                 NaN  0.916049E-001  0.683727                 NaN            NaN            NaN  0.602950        2.27818       0.952091E-001            NaN
  1243.21        2500.00                 NaN   99.1693                 NaN  0.195760       0.113288                 NaN            NaN            NaN  0.114432       0.407268                 NaN            NaN
  1242.11        2500.00                 NaN   98.6713                 NaN  0.181334E-001  0.150481                 NaN            NaN            NaN  0.238629       0.870048       0.514547E-001            NaN
  1241.01        2500.00                 NaN   99.6472                 NaN  0.867170E-001  0.597064E-001            NaN            NaN            NaN  0.402399E-001  0.165902       0.206254E-003            NaN
  1239.91        2500.00                 NaN   98.9146                 NaN  0.444215                 NaN            NaN            NaN            NaN  0.153062       0.485670       0.249541E-002            NaN
  1238.81        2500.00                 NaN   98.4961                 NaN            NaN            NaN            NaN            NaN            NaN  0.120623       0.715679       0.253242E-001  0.642316     
  1237.71        2500.00                 NaN   77.8209                 NaN   4.32625                 NaN            NaN            NaN            NaN   2.46849        8.88012       0.143004        6.36120     
  1236.61        2500.00                 NaN   99.1908                 NaN  0.376432E-004  0.813501E-001            NaN            NaN  0.455613E-002  0.749855E-001  0.308675       0.105896E-001  0.328993     
  1235.51        2500.00                 NaN  100.0000       0.185843E-005            NaN            NaN            NaN            NaN            NaN            NaN  0.173106E-005            NaN  0.123989E-005
  1234.41        2500.00                 NaN   79.9294                 NaN   4.58846                 NaN            NaN            NaN            NaN   2.13049        8.84453       0.787656E-001   4.42833     
  1233.31        2500.00                 NaN   92.7374                 NaN  0.181598E-004            NaN            NaN            NaN            NaN  0.829787        3.02903       0.704381E-001   3.33330     
  1232.21        2500.00                 NaN   90.6366                 NaN  0.497538        2.35786                 NaN            NaN            NaN  0.846123        4.02651       0.461380E-001   1.58927     
  1231.11        2500.00                 NaN   85.5091                 NaN  0.200388E-002   2.14641                 NaN            NaN            NaN   1.54404        6.59592       0.966487E-001   4.10592     
