|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.25/LAR/LAR_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          O(HP)          an             San(TH)        ilm            q             
  1198.96        2500.00                 NaN            NaN   15.7426                 NaN            NaN            NaN            NaN   8.58473        43.3875        1.05905        31.2261     
  1197.92        2500.00                 NaN            NaN   15.7434                 NaN            NaN            NaN            NaN   8.58617        43.3855        1.05868        31.2262     
  1196.89        2500.00                 NaN            NaN   15.7526                 NaN            NaN            NaN            NaN   8.62216        43.3470        1.05233        31.2259     
  1195.85        2500.00                 NaN            NaN   15.7348                 NaN            NaN            NaN            NaN   8.62040        43.3639        1.05817        31.2227     
  1194.81        2500.00                 NaN            NaN   15.7361                 NaN            NaN            NaN            NaN   8.62336        43.3602        1.05746        31.2228     
  1193.78        2500.00                 NaN            NaN   15.7375                 NaN            NaN            NaN            NaN   8.62632        43.3565        1.05675        31.2229     
  1192.74        2500.00                 NaN            NaN   15.7621                 NaN            NaN            NaN            NaN   8.63459        43.3281        1.04814        31.2271     
  1191.70        2500.00                 NaN            NaN   15.7613                 NaN            NaN            NaN            NaN   8.63833        43.3262        1.04783        31.2264     
  1190.67        2500.00                 NaN            NaN   15.7653                 NaN            NaN            NaN            NaN   8.64235        43.3189        1.04628        31.2271     
  1189.63        2500.00                 NaN            NaN   15.7490                 NaN            NaN            NaN            NaN   8.59731        43.3710        1.05589        31.2268     
  1188.60        2500.00                 NaN            NaN   15.7321                 NaN            NaN            NaN            NaN   8.56047        43.4171        1.06477        31.2255     
  1187.56        2500.00                 NaN            NaN   15.7328                 NaN            NaN            NaN            NaN   8.56176        43.4154        1.06443        31.2256     
  1186.52        2500.00                 NaN            NaN   15.7336                 NaN            NaN            NaN            NaN   8.56315        43.4136        1.06407        31.2257     
  1185.49        2500.00                 NaN            NaN   15.7343                 NaN            NaN            NaN            NaN   8.56460        43.4117        1.06369        31.2257     
  1184.45        2500.00                 NaN            NaN   15.7718                 NaN            NaN            NaN            NaN   8.65650        43.3007        1.04297        31.2280     
  1183.41        2500.00                 NaN            NaN   15.7611                 NaN            NaN            NaN            NaN   8.65953        43.3077        1.04606        31.2256     
  1182.38        2500.00                 NaN            NaN   14.0526        1.66390                 NaN            NaN            NaN   8.53435        43.4520        1.07231        31.2248     
  1181.34        2500.00                 NaN            NaN   14.0540        1.66266                 NaN            NaN            NaN   8.53456        43.4517        1.07223        31.2249     
  1180.31        2500.00                 NaN            NaN   14.0555        1.66142                 NaN            NaN            NaN   8.53476        43.4513        1.07216        31.2249     
  1179.27        2500.00                 NaN            NaN   14.0569        1.66018                 NaN            NaN            NaN   8.53496        43.4509        1.07209        31.2250     
  1178.23        2500.00                 NaN            NaN   14.0584        1.65894                 NaN            NaN            NaN   8.53517        43.4505        1.07201        31.2250     
  1177.20        2500.00                 NaN            NaN   14.0598        1.65771                 NaN            NaN            NaN   8.53537        43.4502        1.07194        31.2250     
  1176.16        2500.00                 NaN            NaN   14.0612        1.65649                 NaN            NaN            NaN   8.53557        43.4498        1.07186        31.2251     
  1175.12        2500.00                 NaN            NaN   14.0627        1.65528                 NaN            NaN            NaN   8.53577        43.4494        1.07179        31.2251     
  1174.09        2500.00                 NaN            NaN   14.0641        1.65407                 NaN            NaN            NaN   8.53598        43.4490        1.07171        31.2251     
  1173.05        2500.00                 NaN            NaN   14.0655        1.65287                 NaN            NaN            NaN   8.53618        43.4486        1.07163        31.2252     
  1172.02        2500.00                 NaN            NaN   14.0669        1.65167                 NaN            NaN            NaN   8.53638        43.4483        1.07156        31.2252     
  1170.98        2500.00                 NaN            NaN   14.0683        1.65048                 NaN            NaN            NaN   8.53658        43.4479        1.07148        31.2252     
  1169.94        2500.00                 NaN            NaN   14.0697        1.64930                 NaN            NaN            NaN   8.53678        43.4475        1.07141        31.2253     
  1168.91        2500.00                 NaN            NaN   14.0711        1.64812                 NaN            NaN            NaN   8.53698        43.4471        1.07133        31.2253     
  1167.87        2500.00                 NaN            NaN   14.0725        1.64695                 NaN            NaN            NaN   8.53717        43.4468        1.07125        31.2254     
  1166.83        2500.00                 NaN            NaN   14.0739        1.64579                 NaN            NaN            NaN   8.53737        43.4464        1.07118        31.2254     
  1165.80        2500.00                 NaN            NaN   14.0753        1.64463                 NaN            NaN            NaN   8.53757        43.4460        1.07110        31.2254     
  1164.76        2500.00                 NaN            NaN   14.0766        1.64349                 NaN            NaN            NaN   8.53777        43.4456        1.07102        31.2255     
  1163.73        2500.00                 NaN            NaN   14.0780        1.64234                 NaN            NaN            NaN   8.53797        43.4452        1.07094        31.2255     
  1162.69        2500.00                 NaN            NaN   14.0794        1.64120                 NaN            NaN            NaN   8.53816        43.4448        1.07087        31.2256     
  1161.65        2500.00                 NaN            NaN   14.0807        1.64007                 NaN            NaN            NaN   8.53836        43.4445        1.07079        31.2256     
  1160.62        2500.00                 NaN            NaN   14.0821        1.63895                 NaN            NaN            NaN   8.53856        43.4441        1.07071        31.2256     
  1159.58        2500.00                 NaN            NaN   14.0834        1.63783                 NaN            NaN            NaN   8.53875        43.4437        1.07063        31.2257     
  1158.54        2500.00                 NaN            NaN   14.0848        1.63672                 NaN            NaN            NaN   8.53895        43.4433        1.07055        31.2257     
  1157.51        2500.00                 NaN            NaN   14.0861        1.63561                 NaN            NaN            NaN   8.53914        43.4429        1.07047        31.2258     
  1156.47        2500.00                 NaN            NaN   14.0874        1.63452                 NaN            NaN            NaN   8.53934        43.4425        1.07039        31.2258     
  1155.44        2500.00                 NaN            NaN   14.0887        1.63342                 NaN            NaN            NaN   8.53953        43.4421        1.07032        31.2258     
  1154.40        2500.00                 NaN            NaN   14.0901        1.63234                 NaN            NaN            NaN   8.53973        43.4418        1.07024        31.2259     
  1153.36        2500.00                 NaN            NaN   14.0914        1.63126                 NaN            NaN            NaN   8.53992        43.4414        1.07016        31.2259     
  1152.33        2500.00                 NaN            NaN   14.0927        1.63019                 NaN            NaN            NaN   8.54012        43.4410        1.07008        31.2260     
  1151.29        2500.00                 NaN            NaN   14.0940        1.62912                 NaN            NaN            NaN   8.54031        43.4406        1.07000        31.2260     
  1150.25        2500.00                 NaN            NaN   14.0953        1.62806                 NaN            NaN            NaN   8.54050        43.4402        1.06992        31.2260     
  1149.22        2500.00                 NaN            NaN   14.0966        1.62701                 NaN            NaN            NaN   8.54070        43.4398        1.06984        31.2261     
  1148.18        2500.00                 NaN            NaN   14.0978        1.62597                 NaN            NaN            NaN   8.54089        43.4394        1.06975        31.2261     
  1147.15        2500.00                 NaN            NaN  0.574587        15.2536                 NaN            NaN            NaN   8.76536        43.1590        1.01402        31.2334     
  1146.11        2500.00                 NaN            NaN  0.727049        15.1019                 NaN            NaN            NaN   8.76727        43.1566        1.01361        31.2336     
  1145.07        2500.00                 NaN            NaN  0.875764        14.9539                 NaN            NaN            NaN   8.76917        43.1541        1.01320        31.2338     
  1144.04        2500.00                 NaN            NaN   1.02084        14.8096                 NaN            NaN            NaN   8.77107        43.1517        1.01279        31.2340     
  1143.00        2500.00                 NaN            NaN  0.351954        15.4876                 NaN            NaN            NaN   8.77919        43.1372        1.00919        31.2348     
  1141.96        2500.00                 NaN            NaN  0.483622        15.3569                 NaN            NaN            NaN   8.78124        43.1345        1.00869        31.2350     
  1140.93        2500.00                 NaN            NaN   1.40557        14.4269                 NaN            NaN            NaN   8.77797        43.1436        1.01157        31.2344     
  1139.89        2500.00                 NaN            NaN   1.53949        14.2939                 NaN            NaN            NaN   8.77991        43.1410        1.01112        31.2346     
  1138.86        2500.00                 NaN            NaN   1.66698        14.1671                 NaN            NaN            NaN   8.78176        43.1387        1.01072        31.2348     
  1137.82        2500.00                 NaN            NaN   14.1103        1.61588                 NaN            NaN            NaN   8.54281        43.4355        1.06893        31.2266     
  1136.78        2500.00                 NaN            NaN   2.17352        13.6619                 NaN            NaN            NaN   8.78238        43.1368        1.01009        31.2352     
  1135.75        2500.00                 NaN            NaN   2.24344        13.5932                 NaN            NaN            NaN   8.78135        43.1350        1.01087        31.2361     
  1134.71        2500.00                 NaN            NaN   2.09414        13.7439                 NaN            NaN            NaN   8.78978        43.1289        1.00815        31.2351     
  1133.68        2500.00                 NaN            NaN   2.23215        13.6107                 NaN            NaN            NaN   8.78806        43.1178        1.01016        31.2411     
  1132.64        2500.00                 NaN            NaN   2.33326        13.5155                 NaN            NaN            NaN   8.79596        43.1147        1.00148        31.2391     
  1131.60        2500.00                 NaN            NaN   1.94458        13.9060                 NaN            NaN            NaN   8.81757        43.0875        1.00530        31.2390     
  1130.57        2500.00                 NaN            NaN  0.770072        15.0870                 NaN            NaN            NaN   8.80784        43.0967        1.00089        31.2375     
  1129.53        2500.00                 NaN            NaN   2.76917        13.0723                 NaN            NaN            NaN   8.79609        43.1173        1.00771        31.2374     
  1128.49        2500.00                 NaN            NaN   15.8737                 NaN            NaN            NaN            NaN   8.82516        43.0686       0.993735        31.2388     
  1127.46        2500.00                 NaN            NaN   2.91547        12.9289                 NaN            NaN            NaN   8.80113        43.1113        1.00583        31.2374     
  1126.42        2500.00                 NaN            NaN   3.01067        12.8347                 NaN            NaN            NaN   8.80300        43.1086        1.00536        31.2376     
  1125.39        2500.00                 NaN            NaN   3.10373        12.7427                 NaN            NaN            NaN   8.80488        43.1060        1.00489        31.2378     
  1124.35        2500.00                 NaN            NaN   3.19476        12.6527                 NaN            NaN            NaN   8.80675        43.1033        1.00442        31.2381     
  1123.31        2500.00                 NaN            NaN   3.28317        12.5653                 NaN            NaN            NaN   8.80863        43.1007        1.00395        31.2383     
  1122.28        2500.00                 NaN            NaN   3.36967        12.4798                 NaN            NaN            NaN   8.81051        43.0980        1.00346        31.2385     
  1121.24        2500.00                 NaN            NaN   3.45414        12.3964                 NaN            NaN            NaN   8.81239        43.0953        1.00298        31.2388     
  1120.20        2500.00                 NaN            NaN   3.53666        12.3150                 NaN            NaN            NaN   8.81427        43.0925        1.00249        31.2390     
  1119.17        2500.00                 NaN            NaN   3.61726        12.2355                 NaN            NaN            NaN   8.81615        43.0898        1.00200        31.2393     
  1118.13        2500.00                 NaN            NaN   3.69606        12.1578                 NaN            NaN            NaN   8.81804        43.0871        1.00150        31.2395     
  1117.10        2500.00                 NaN            NaN   3.77286        12.0821                 NaN            NaN            NaN   8.81993        43.0843        1.00100        31.2398     
  1116.06        2500.00                 NaN            NaN   3.84822        12.0079                 NaN            NaN            NaN   8.82182        43.0815        1.00049        31.2400     
  1115.02        2500.00                 NaN            NaN   5.93088        9.93346                 NaN            NaN            NaN   8.81804        43.0763        1.00019        31.2412     
  1113.99        2500.00                 NaN            NaN   3.99327        11.8652                 NaN            NaN            NaN   8.82561        43.0759       0.999468        31.2406     
  1112.95        2500.00                 NaN            NaN   4.06394        11.7957                 NaN            NaN            NaN   8.82750        43.0731       0.998951        31.2408     
  1111.91        2500.00                 NaN            NaN   4.13299        11.7278                 NaN            NaN            NaN   8.82941        43.0702       0.998426        31.2411     
  1110.88        2500.00                 NaN            NaN   4.20040        11.6617                 NaN            NaN            NaN   8.83131        43.0674       0.997899        31.2414     
  1109.84        2500.00                 NaN            NaN   4.26638        11.5969                 NaN            NaN            NaN   8.83322        43.0645       0.997368        31.2416     
  1108.81        2500.00                 NaN            NaN   4.33100        11.5335                 NaN            NaN            NaN   8.83513        43.0616       0.996833        31.2419     
  1107.77        2500.00                 NaN            NaN   4.38633        11.4794                 NaN            NaN            NaN   8.83701        43.0588       0.996313        31.2422     
  1106.73        2500.00                 NaN            NaN   4.42408        11.4428                 NaN            NaN            NaN   8.83888        43.0560       0.995811        31.2425     
  1105.70        2500.00                 NaN            NaN   3.83082        12.0612                 NaN            NaN            NaN   8.82395        43.0536       0.984455        31.2460     
  1104.66        2500.00                 NaN            NaN   3.78895        12.1006                 NaN            NaN            NaN   8.82018        43.0585       0.985356        31.2464     
  1103.62        2500.00                 NaN            NaN   2.97035        12.9129                 NaN            NaN            NaN   8.85945        43.0250       0.988052        31.2443     
  1102.59        2500.00                 NaN            NaN   2.80367        13.0890                 NaN            NaN            NaN   8.86689        43.0108       0.984188        31.2454     
  1101.55        2500.00                 NaN            NaN   2.73987        13.1571                 NaN            NaN            NaN   8.87154        43.0033       0.982325        31.2458     
  1100.52        2500.00                 NaN            NaN   2.66453        13.2364       0.587003E-004            NaN            NaN   8.87593        42.9963       0.980586        31.2462     
  1099.48        2500.00                 NaN            NaN   2.29854        13.6017                 NaN            NaN            NaN   8.87849        42.9946       0.980274        31.2463     
  1098.44        2500.00                 NaN            NaN   2.18329        13.7202                 NaN            NaN            NaN   8.88257        42.9886       0.978765        31.2467     
  1097.41        2500.00                 NaN            NaN   2.08580        13.8207                 NaN            NaN            NaN   8.88645        42.9827       0.977328        31.2470     
  1096.37        2500.00                 NaN            NaN   1.98978        13.9200                 NaN            NaN            NaN   8.89044        42.9767       0.975825        31.2473     
  1095.33        2500.00                 NaN            NaN   15.3961       0.546479                 NaN            NaN            NaN   8.91500        42.9312       0.962644        31.2486     
  1094.30        2500.00                 NaN            NaN   15.3780       0.567024                 NaN            NaN            NaN   8.91804        42.9264       0.961528        31.2490     
  1093.26        2500.00                 NaN            NaN   15.1258       0.819630                 NaN            NaN            NaN   8.91941        42.9244       0.961316        31.2494     
  1092.23        2500.00                 NaN            NaN   15.1644       0.784031                 NaN            NaN            NaN   8.92283        42.9189       0.959990        31.2498     
  1091.19        2500.00                 NaN            NaN   13.7981        2.13922                 NaN            NaN            NaN   8.91683        42.9311       0.964918        31.2498     
  1090.15        2500.00                 NaN            NaN   15.8578       0.105532                 NaN            NaN            NaN   8.93672        42.8955       0.953574        31.2508     
  1089.12        2500.00                 NaN            NaN  0.861072        15.0719                 NaN            NaN            NaN   8.92683        42.9245       0.965111        31.2507     
  1088.08        2500.00                 NaN            NaN   14.5476        1.40293                 NaN            NaN            NaN   8.92830        42.9110       0.959008        31.2511     
  1087.04        2500.00                 NaN            NaN   2.27588        13.6462       0.154625E-004            NaN            NaN   8.89572        42.9581       0.972142        31.2519     
  1086.01        2500.00                 NaN            NaN   14.1999        1.73970                 NaN            NaN            NaN   8.92382        42.9229       0.963356        31.2503     
  1084.97        2500.00                 NaN            NaN   14.7612        1.20052                 NaN            NaN            NaN   8.93992        42.8917       0.954198        31.2525     
  1083.94        2500.00                 NaN            NaN   14.6834        1.28036                 NaN            NaN            NaN   8.94241        42.8876       0.953332        31.2529     
  1082.90        2500.00                 NaN            NaN   3.45615        11.1045        1.45174                 NaN            NaN   9.03597        42.7565       0.927234        31.2679     
  1081.86        2500.00                 NaN            NaN  0.884305        15.0820                 NaN            NaN            NaN   8.94885        42.8800       0.951457        31.2534     
  1080.83        2500.00                 NaN            NaN   1.19799        14.7756                 NaN            NaN            NaN   8.95285        42.8702       0.949127        31.2543     
  1079.79        2500.00                 NaN            NaN   14.7929        1.18383                 NaN            NaN            NaN   8.95621        42.8646       0.947783        31.2547     
  1078.75        2500.00                 NaN            NaN   14.6934        1.28430                 NaN            NaN            NaN   8.95782        42.8620       0.947383        31.2551     
  1077.72        2500.00                 NaN            NaN   14.7323        1.24896                 NaN            NaN            NaN   8.96152        42.8558       0.945852        31.2556     
  1076.68        2500.00                 NaN            NaN   1.27015        14.7131                 NaN            NaN            NaN   8.96409        42.8518       0.944935        31.2560     
  1075.65        2500.00                 NaN            NaN   14.6780        1.30752                 NaN            NaN            NaN   8.96662        42.8473       0.944033        31.2565     
  1074.61        2500.00                 NaN            NaN   3.76214        12.2824                 NaN            NaN            NaN   9.06060        42.7047       0.915975        31.2741     
  1073.57        2500.00                 NaN            NaN   3.51692        12.5166                 NaN            NaN            NaN   9.05713        42.7155       0.919809        31.2740     
  1072.54        2500.00                 NaN            NaN   3.50555        12.5282                 NaN            NaN            NaN   9.05742        42.7150       0.919740        31.2741     
  1071.50        2500.00                 NaN            NaN   3.49435        12.5395                 NaN            NaN            NaN   9.05770        42.7145       0.919672        31.2742     
  1070.46        2500.00                 NaN            NaN   3.48333        12.5507                 NaN            NaN            NaN   9.05798        42.7140       0.919605        31.2743     
  1069.43        2500.00                 NaN            NaN   3.47247        12.5618                 NaN            NaN            NaN   9.05826        42.7135       0.919538        31.2744     
  1068.39        2500.00                 NaN            NaN   3.46178        12.5726                 NaN            NaN            NaN   9.05854        42.7130       0.919473        31.2745     
  1067.36        2500.00                 NaN            NaN   3.45124        12.5833                 NaN            NaN            NaN   9.05882        42.7125       0.919407        31.2746     
  1066.32        2500.00                 NaN            NaN   3.76905        12.2795                 NaN            NaN            NaN   9.06354        42.6985       0.914546        31.2748     
  1065.28        2500.00                 NaN            NaN   3.43064        12.6043                 NaN            NaN            NaN   9.05936        42.7116       0.919279        31.2749     
  1064.25        2500.00                 NaN            NaN   3.42054        12.6146                 NaN            NaN            NaN   9.05964        42.7111       0.919215        31.2750     
  1063.21        2500.00                 NaN            NaN   3.41059        12.6247                 NaN            NaN            NaN   9.05991        42.7106       0.919152        31.2751     
  1062.17        2500.00                 NaN            NaN   12.5473        3.49074                 NaN            NaN            NaN   9.06073        42.7080       0.918160        31.2750     
  1061.14        2500.00                 NaN            NaN   3.42437        12.6120                 NaN            NaN            NaN   9.06143        42.7087       0.918328        31.2751     
  1060.10        2500.00                 NaN            NaN   3.37356        12.6628                 NaN            NaN            NaN   9.06111        42.7081       0.918827        31.2756     
  1059.07        2500.00                 NaN            NaN   3.36515        12.6715                 NaN            NaN            NaN   9.06139        42.7075       0.918756        31.2757     
  1058.03        2500.00                 NaN            NaN   3.35926        12.6777                 NaN            NaN            NaN   9.06169        42.7068       0.918655        31.2759     
  1056.99        2500.00                 NaN            NaN   3.35340        12.6839                 NaN            NaN            NaN   9.06198        42.7061       0.918554        31.2760     
  1055.96        2500.00                 NaN            NaN   3.34757        12.6901                 NaN            NaN            NaN   9.06228        42.7054       0.918454        31.2761     
  1054.92        2500.00                 NaN            NaN   3.34176        12.6963                 NaN            NaN            NaN   9.06258        42.7048       0.918354        31.2762     
  1053.88        2500.00                 NaN            NaN   3.33600        12.7024                 NaN            NaN            NaN   9.06288        42.7041       0.918254        31.2764     
  1052.85        2500.00                 NaN            NaN   3.33026        12.7085                 NaN            NaN            NaN   9.06317        42.7034       0.918155        31.2765     
  1051.81        2500.00                 NaN            NaN   3.32456        12.7146                 NaN            NaN            NaN   9.06347        42.7027       0.918057        31.2766     
  1050.78        2500.00                 NaN            NaN   3.31886        12.7207                 NaN            NaN            NaN   9.06377        42.7020       0.917957        31.2768     
  1049.74        2500.00                 NaN            NaN   3.31323        12.7267                 NaN            NaN            NaN   9.06406        42.7013       0.917858        31.2769     
  1048.70        2500.00                 NaN            NaN   3.30760        12.7326                 NaN            NaN            NaN   9.06436        42.7006       0.917760        31.2770     
  1047.67        2500.00                 NaN            NaN   3.30201        12.7386                 NaN            NaN            NaN   9.06465        42.6999       0.917662        31.2772     
  1046.63        2500.00                 NaN            NaN   3.29645        12.7445                 NaN            NaN            NaN   9.06495        42.6992       0.917564        31.2773     
  1045.59        2500.00                 NaN            NaN   3.29092        12.7504                 NaN            NaN            NaN   9.06524        42.6985       0.917467        31.2774     
  1044.56        2500.00                 NaN            NaN   3.28543        12.7563                 NaN            NaN            NaN   9.06554        42.6978       0.917369        31.2776     
  1043.52        2500.00                 NaN            NaN   3.27995        12.7621                 NaN            NaN            NaN   9.06583        42.6971       0.917272        31.2777     
  1042.49        2500.00                 NaN            NaN   3.27451        12.7679                 NaN            NaN            NaN   9.06613        42.6964       0.917176        31.2779     
  1041.45        2500.00                 NaN            NaN   3.26910        12.7737                 NaN            NaN            NaN   9.06642        42.6957       0.917079        31.2780     
  1040.41        2500.00                 NaN            NaN   12.7430        3.30140                 NaN            NaN            NaN   9.06687        42.6941       0.916590        31.2780     
  1039.38        2500.00                 NaN            NaN   3.25836        12.7852                 NaN            NaN            NaN   9.06701        42.6943       0.916888        31.2783     
  1038.34        2500.00                 NaN            NaN   3.25303        12.7909                 NaN            NaN            NaN   9.06730        42.6936       0.916792        31.2784     
  1037.30        2500.00                 NaN            NaN   3.49207        12.5682                 NaN            NaN            NaN   9.07410        42.6763       0.910617        31.2787     
  1036.27        2500.00                 NaN            NaN   12.7940        3.25223                 NaN            NaN            NaN   9.06920        42.6901       0.915716        31.2787     
  1035.23        2500.00                 NaN            NaN   12.7862        3.25981                 NaN            NaN            NaN   9.06850        42.6906       0.916132        31.2788     
  1034.20        2500.00                 NaN            NaN   3.23202        12.8133                 NaN            NaN            NaN   9.06847        42.6908       0.916411        31.2790     
  1033.16        2500.00                 NaN            NaN   3.22684        12.8189                 NaN            NaN            NaN   9.06876        42.6901       0.916316        31.2791     
  1032.12        2500.00                 NaN            NaN   3.22198        12.8241                 NaN            NaN            NaN   9.06906        42.6894       0.916217        31.2792     
  1031.09        2500.00                 NaN            NaN   3.21718        12.8293                 NaN            NaN            NaN   9.06936        42.6886       0.916118        31.2794     
  1030.05        2500.00                 NaN            NaN   3.26733        12.7880                 NaN            NaN            NaN   9.07314        42.6787       0.912916        31.2799     
  1029.01        2500.00                 NaN            NaN   3.25716        12.7984                 NaN            NaN            NaN   9.07340        42.6781       0.912872        31.2801     
  1027.98        2500.00                 NaN            NaN   3.20288        12.8448                 NaN            NaN            NaN   9.07025        42.6864       0.915820        31.2798     
  1026.94        2500.00                 NaN            NaN   3.29101        12.7670                 NaN            NaN            NaN   9.07436        42.6753       0.912129        31.2803     
  1025.91        2500.00                 NaN            NaN   3.19346        12.8550                 NaN            NaN            NaN   9.07085        42.6849       0.915623        31.2801     
  1024.87        2500.00                 NaN            NaN   3.18878        12.8601                 NaN            NaN            NaN   9.07115        42.6842       0.915524        31.2803     
  1023.83        2500.00                 NaN            NaN   3.18413        12.8651                 NaN            NaN            NaN   9.07145        42.6834       0.915426        31.2804     
  1022.80        2500.00                 NaN            NaN   3.17950        12.8702                 NaN            NaN            NaN   9.07175        42.6827       0.915328        31.2806     
  1021.76        2500.00                 NaN            NaN   12.8128        3.23833                 NaN            NaN            NaN   9.07308        42.6815       0.914150        31.2801     
  1020.72        2500.00                 NaN            NaN   3.17031        12.8801                 NaN            NaN            NaN   9.07234        42.6812       0.915132        31.2809     
  1019.69        2500.00                 NaN            NaN   3.16574        12.8851                 NaN            NaN            NaN   9.07264        42.6804       0.915035        31.2810     
  1018.65        2500.00                 NaN            NaN   3.16120        12.8901                 NaN            NaN            NaN   9.07294        42.6797       0.914937        31.2812     
  1017.62        2500.00                 NaN            NaN   3.15668        12.8950                 NaN            NaN            NaN   9.07324        42.6789       0.914840        31.2813     
  1016.58        2500.00                 NaN            NaN   3.15219        12.8999                 NaN            NaN            NaN   9.07354        42.6782       0.914742        31.2815     
  1015.54        2500.00                 NaN            NaN   3.14771        12.9047                 NaN            NaN            NaN   9.07384        42.6774       0.914645        31.2816     
  1014.51        2500.00                 NaN            NaN   3.14318        12.9098                 NaN            NaN            NaN   9.07406        42.6765       0.914584        31.2818     
  1013.47        2500.00                 NaN            NaN   3.13857        12.9153                 NaN            NaN            NaN   9.07414        42.6752       0.914598        31.2821     
  1012.43        2500.00                 NaN            NaN   3.13442        12.9192                 NaN            NaN            NaN   9.07474        42.6752       0.914355        31.2821     
  1011.40        2500.00                 NaN            NaN   3.13003        12.9240                 NaN            NaN            NaN   9.07504        42.6744       0.914258        31.2822     
  1010.36        2500.00                 NaN            NaN   3.12567        12.9288                 NaN            NaN            NaN   9.07534        42.6736       0.914161        31.2824     
  1009.33        2500.00                 NaN            NaN   12.8662        3.19901                 NaN            NaN            NaN   9.07917        42.6628       0.910266        31.2826     
  1008.29        2500.00                 NaN            NaN   12.8673        3.19850                 NaN            NaN            NaN   9.07950        42.6619       0.910097        31.2827     
  1007.25        2500.00                 NaN            NaN   3.11293        12.9428                 NaN            NaN            NaN   9.07625        42.6713       0.913867        31.2829     
  1006.22        2500.00                 NaN            NaN   12.8543        3.20819                 NaN            NaN            NaN   9.07772        42.6670       0.911001        31.2819     
  1005.18        2500.00                 NaN            NaN   12.8545        3.20842                 NaN            NaN            NaN   9.07799        42.6662       0.910861        31.2820     
  1004.14        2500.00                 NaN            NaN   3.10047        12.9565                 NaN            NaN            NaN   9.07716        42.6689       0.913572        31.2834     
  1003.11        2500.00                 NaN            NaN   3.09636        12.9610                 NaN            NaN            NaN   9.07747        42.6682       0.913474        31.2835     
  1002.07        2500.00                 NaN            NaN   3.09227        12.9655                 NaN            NaN            NaN   9.07777        42.6674       0.913375        31.2837     
  1001.04        2500.00                 NaN            NaN   3.08819        12.9700                 NaN            NaN            NaN   9.07808        42.6666       0.913278        31.2838     
  1000.00        2500.00                 NaN            NaN   3.08413        12.9745                 NaN            NaN            NaN   9.07838        42.6658       0.913180        31.2840     
