|6.6.6
Archiving\03_Data\Deqfrac/QFM_m0.5/WD94/WD94_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1466.79        2500.00                 NaN            NaN   98.9718       0.175515       0.469549E-001  0.655127E-001  0.740267                 NaN            NaN            NaN            NaN            NaN
  1465.23        2500.00                 NaN            NaN   98.8116                 NaN  0.640475E-001  0.304344       0.819991                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00                 NaN            NaN   98.9024                 NaN  0.574696E-001  0.281078       0.759085                 NaN            NaN            NaN            NaN            NaN
  1462.09        2500.00                 NaN            NaN   98.9068                 NaN  0.562686E-001  0.281490       0.755486                 NaN            NaN            NaN            NaN            NaN
  1460.53        2500.00                 NaN            NaN   98.9143                 NaN  0.546773E-001  0.749705       0.281306                 NaN            NaN            NaN            NaN            NaN
  1458.96        2500.00                 NaN            NaN   98.9202                 NaN  0.530745E-001  0.281578       0.745119                 NaN            NaN            NaN            NaN            NaN
  1457.39        2500.00                 NaN            NaN   98.9244                 NaN  0.520255E-001  0.742131       0.281482                 NaN            NaN            NaN            NaN            NaN
  1455.83        2500.00                 NaN            NaN   98.9344                 NaN  0.498976E-001  0.734399       0.281302                 NaN            NaN            NaN            NaN            NaN
  1454.26        2500.00                 NaN            NaN   98.9372                 NaN  0.485633E-001  0.731459       0.282794                 NaN            NaN            NaN            NaN            NaN
  1452.69        2500.00                 NaN            NaN   98.9304                 NaN  0.483002E-001  0.285510       0.735744                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00                 NaN            NaN   98.9610                 NaN  0.452247E-001  0.277912       0.715840                 NaN            NaN            NaN            NaN            NaN
  1449.56        2500.00                 NaN            NaN   98.9555                 NaN  0.442073E-001  0.282258       0.718062                 NaN            NaN            NaN            NaN            NaN
  1447.99        2500.00                 NaN            NaN   98.9592                 NaN  0.430258E-001  0.715789       0.281992                 NaN            NaN            NaN            NaN            NaN
  1446.43        2500.00                 NaN            NaN   98.9642                 NaN  0.414645E-001  0.712677       0.281689                 NaN            NaN            NaN            NaN            NaN
  1444.86        2500.00                 NaN            NaN   98.9699                 NaN  0.399023E-001  0.708194       0.282033                 NaN            NaN            NaN            NaN            NaN
  1443.30        2500.00                 NaN            NaN   98.9738                 NaN  0.385992E-001  0.282618       0.704982                 NaN            NaN            NaN            NaN            NaN
  1441.73        2500.00                 NaN            NaN   98.9781                 NaN  0.372451E-001  0.282835       0.701854                 NaN            NaN            NaN            NaN            NaN
  1440.16        2500.00                 NaN            NaN   98.9822                 NaN  0.359282E-001  0.283195       0.698641                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00                 NaN            NaN   98.9858                 NaN  0.343924E-001  0.282926       0.696835                 NaN            NaN            NaN            NaN            NaN
  1437.03        2500.00                 NaN            NaN   98.9894                 NaN  0.330925E-001  0.283060       0.694495                 NaN            NaN            NaN            NaN            NaN
  1435.46        2500.00                 NaN            NaN   97.7255                 NaN  0.311159       0.833449       0.523860                 NaN  0.606081                 NaN            NaN            NaN
  1433.90        2500.00                 NaN            NaN   97.4059                 NaN  0.391221       0.573951       0.861578                 NaN  0.767375                 NaN            NaN            NaN
  1432.33        2500.00                 NaN            NaN   97.4510                 NaN  0.391419       0.850218       0.553094                 NaN  0.754281                 NaN            NaN            NaN
  1430.76        2500.00                 NaN            NaN   97.4891                 NaN  0.392788       0.841350       0.533507                 NaN  0.743277                 NaN            NaN            NaN
  1429.20        2500.00                 NaN            NaN   97.5374                 NaN  0.391993       0.827058       0.514704                 NaN  0.728880                 NaN            NaN            NaN
  1427.63        2500.00                 NaN            NaN   97.5782                 NaN  0.392550       0.493960       0.818677                 NaN  0.716624                 NaN            NaN            NaN
  1426.07        2500.00                 NaN            NaN   97.6167                 NaN  0.393447       0.808783       0.475526                 NaN  0.705585                 NaN            NaN            NaN
  1424.50        2500.00                 NaN            NaN   97.6537                 NaN  0.394263       0.458334       0.799189                 NaN  0.694527                 NaN            NaN            NaN
  1422.93        2500.00                 NaN            NaN   97.6901                 NaN  0.395324       0.441802       0.788799                 NaN  0.683963                 NaN            NaN            NaN
  1421.37        2500.00                 NaN            NaN   97.7292                 NaN  0.395098       0.779537       0.423686                 NaN  0.672470                 NaN            NaN            NaN
  1419.80        2500.00                 NaN            NaN   97.7508                 NaN  0.398726       0.777096       0.407153                 NaN  0.666219                 NaN            NaN            NaN
  1418.23        2500.00                 NaN            NaN   97.8044                 NaN  0.395422       0.760736       0.389416                 NaN  0.650012                 NaN            NaN            NaN
  1416.67        2500.00                 NaN            NaN   97.8283                 NaN  0.398360       0.374438       0.755638                 NaN  0.643274                 NaN            NaN            NaN
  1415.10        2500.00                 NaN            NaN   97.8604                 NaN  0.399179       0.748879       0.357630                 NaN  0.633929                 NaN            NaN            NaN
  1413.53        2500.00                 NaN            NaN   97.8886                 NaN  0.400526       0.741472       0.344166                 NaN  0.625209                 NaN            NaN            NaN
  1411.97        2500.00                 NaN            NaN   97.9204                 NaN  0.401323       0.329478       0.732759                 NaN  0.616010                 NaN            NaN            NaN
  1410.40        2500.00                 NaN            NaN   97.9481                 NaN  0.402717       0.314552       0.726887                 NaN  0.607724                 NaN            NaN            NaN
  1408.83        2500.00                 NaN            NaN   97.9758                 NaN  0.403986       0.300642       0.720056                 NaN  0.599523                 NaN            NaN            NaN
  1407.27        2500.00                 NaN            NaN   98.0038                 NaN  0.404843       0.713633       0.286497                 NaN  0.591237                 NaN            NaN            NaN
  1405.70        2500.00                 NaN            NaN   98.0314                 NaN  0.405713       0.707772       0.272014                 NaN  0.583091                 NaN            NaN            NaN
  1404.14        2500.00                 NaN            NaN   98.0556                 NaN  0.407204       0.701879       0.259448                 NaN  0.575831                 NaN            NaN            NaN
  1402.57        2500.00                 NaN            NaN   98.0816                 NaN  0.408247       0.695831       0.246238                 NaN  0.568073                 NaN            NaN            NaN
  1401.00        2500.00                 NaN            NaN   98.1066                 NaN  0.409304       0.690050       0.233352                 NaN  0.560737                 NaN            NaN            NaN
  1399.44        2500.00                 NaN            NaN   98.1300                 NaN  0.410587       0.220937       0.684683                 NaN  0.553742                 NaN            NaN            NaN
  1397.87        2500.00                 NaN            NaN   98.1522                 NaN  0.411638       0.209780       0.679474                 NaN  0.546936                 NaN            NaN            NaN
  1396.30        2500.00                 NaN            NaN   98.1766                 NaN  0.412820       0.674139       0.196781                 NaN  0.539703                 NaN            NaN            NaN
  1394.74        2500.00                 NaN            NaN   98.1978                 NaN  0.414041       0.185203       0.669514                 NaN  0.533401                 NaN            NaN            NaN
  1393.17        2500.00                 NaN            NaN   98.2196                 NaN  0.414718       0.664618       0.174337                 NaN  0.526694                 NaN            NaN            NaN
  1391.60        2500.00                 NaN            NaN   98.2411                 NaN  0.415665       0.659485       0.163491                 NaN  0.520231                 NaN            NaN            NaN
  1390.04        2500.00                 NaN            NaN   98.2617                 NaN  0.416693       0.655419       0.152080                 NaN  0.514086                 NaN            NaN            NaN
  1388.47        2500.00                 NaN            NaN   98.2810                 NaN  0.417869       0.650948       0.141971                 NaN  0.508187                 NaN            NaN            NaN
  1386.90        2500.00                 NaN            NaN   98.3004                 NaN  0.419301       0.646785       0.131127                 NaN  0.502343                 NaN            NaN            NaN
  1385.34        2500.00                 NaN            NaN   98.3204                 NaN  0.418600       0.121840       0.643130                 NaN  0.495995                 NaN            NaN            NaN
  1383.77        2500.00                 NaN            NaN   98.3390                 NaN  0.419821       0.638547       0.112143                 NaN  0.490456                 NaN            NaN            NaN
  1382.21        2500.00                 NaN            NaN   98.3548                 NaN  0.421649       0.102536       0.635286                 NaN  0.485695                 NaN            NaN            NaN
  1380.64        2500.00                 NaN            NaN   98.3769                 NaN  0.420266       0.629801       0.943868E-001            NaN  0.478660                 NaN            NaN            NaN
  1379.07        2500.00                 NaN            NaN   98.3920                 NaN  0.421607       0.627088       0.852483E-001            NaN  0.474021                 NaN            NaN            NaN
  1377.51        2500.00                 NaN            NaN   98.4090                 NaN  0.422138       0.623468       0.766160E-001            NaN  0.468770                 NaN            NaN            NaN
  1375.94        2500.00                 NaN            NaN   98.4249                 NaN  0.422493       0.679558E-001  0.620750                 NaN  0.463869                 NaN            NaN            NaN
  1374.37        2500.00                 NaN            NaN   98.4438                 NaN  0.422291       0.615281       0.606432E-001            NaN  0.457960                 NaN            NaN            NaN
  1372.81        2500.00                 NaN            NaN   98.4566                 NaN  0.422620       0.534983E-001  0.613728                 NaN  0.453570                 NaN            NaN            NaN
  1371.24        2500.00                 NaN            NaN   98.4742                 NaN  0.422988       0.609545       0.449052E-001            NaN  0.448408                 NaN            NaN            NaN
  1369.67        2500.00                 NaN            NaN   98.4896                 NaN  0.422184       0.606092       0.387442E-001            NaN  0.443420                 NaN            NaN            NaN
  1368.11        2500.00                 NaN            NaN   98.5054                 NaN  0.421622       0.601913       0.328788E-001            NaN  0.438209                 NaN            NaN            NaN
  1366.54        2500.00                 NaN            NaN   98.5189                 NaN  0.421716       0.598684       0.267958E-001            NaN  0.433854                 NaN            NaN            NaN
  1364.97        2500.00                 NaN            NaN   98.5346                 NaN  0.421021       0.595863       0.195339E-001            NaN  0.428973                 NaN            NaN            NaN
  1363.41        2500.00                 NaN            NaN   98.5472                 NaN  0.420446       0.592659       0.149867E-001            NaN  0.424671                 NaN            NaN            NaN
  1361.84        2500.00                 NaN            NaN   98.5597                 NaN  0.420114       0.885050E-002  0.590777                 NaN  0.420528                 NaN            NaN            NaN
  1360.28        2500.00                 NaN            NaN   98.5773                 NaN  0.417764       0.585188       0.496440E-002            NaN  0.414804                 NaN            NaN            NaN
  1358.71        2500.00                 NaN            NaN   98.5877                 NaN  0.417724       0.583152                 NaN            NaN  0.411395                 NaN            NaN            NaN
  1357.14        2500.00                 NaN            NaN   98.5956                 NaN  0.401949       0.565736       0.304902E-001            NaN  0.406216                 NaN            NaN            NaN
  1355.58        2500.00                 NaN            NaN   98.6136                 NaN  0.410951       0.573512                 NaN            NaN  0.401918                 NaN            NaN            NaN
  1354.01        2500.00                 NaN            NaN   98.6253                 NaN  0.408342       0.568430                 NaN            NaN  0.397931                 NaN            NaN            NaN
  1352.44        2500.00                 NaN            NaN   98.6360                 NaN  0.399420       0.557631       0.137378E-001            NaN  0.393185                 NaN            NaN            NaN
  1350.88        2500.00                 NaN            NaN   98.6505                 NaN  0.405260       0.554588                 NaN            NaN  0.389609                 NaN            NaN            NaN
  1349.31        2500.00                 NaN            NaN   98.6612                 NaN  0.400365       0.553294                 NaN            NaN  0.385145                 NaN            NaN            NaN
  1347.74        2500.00                 NaN            NaN   98.6710                 NaN  0.396356       0.551131                 NaN            NaN  0.381496                 NaN            NaN            NaN
  1346.18        2500.00                 NaN            NaN   98.6840                 NaN  0.384722       0.164314E-001  0.538994                 NaN  0.375838                 NaN            NaN            NaN
  1344.61        2500.00                 NaN            NaN   98.6952                 NaN  0.390751       0.540961                 NaN            NaN  0.373091                 NaN            NaN            NaN
  1343.05        2500.00                 NaN            NaN   98.7064                 NaN  0.388296       0.536201                 NaN            NaN  0.369121                 NaN            NaN            NaN
  1341.48        2500.00                 NaN            NaN   98.7179                 NaN  0.383173       0.533961                 NaN            NaN  0.364992                 NaN            NaN            NaN
  1339.91        2500.00                 NaN            NaN   98.7273                 NaN  0.380345       0.531035                 NaN            NaN  0.361298                 NaN            NaN            NaN
  1338.35        2500.00                 NaN            NaN   98.7392                 NaN  0.378427       0.524934                 NaN            NaN  0.357484                 NaN            NaN            NaN
  1336.78        2500.00                 NaN            NaN   98.7484                 NaN  0.374641       0.522960                 NaN            NaN  0.353966                 NaN            NaN            NaN
  1335.21        2500.00                 NaN            NaN   98.7591                 NaN  0.370666       0.520203                 NaN            NaN  0.350010                 NaN            NaN            NaN
  1333.65        2500.00       0.118481                 NaN   98.6196                 NaN  0.272224       0.629763                 NaN            NaN  0.359945                 NaN            NaN            NaN
  1332.08        2500.00       0.233475                 NaN   98.4907                 NaN  0.170657       0.737152                 NaN            NaN  0.368009                 NaN            NaN            NaN
  1330.51        2500.00       0.240857                 NaN   98.4716                 NaN  0.685675E-001  0.214170       0.645466                 NaN  0.359382                 NaN            NaN            NaN
  1328.95        2500.00       0.239213                 NaN   98.4889                 NaN  0.489587E-001  0.249213       0.620391                 NaN  0.353320                 NaN            NaN            NaN
  1327.38        2500.00       0.236474                 NaN   98.5107                 NaN  0.444457E-001  0.608938       0.251186                 NaN  0.348206                 NaN            NaN            NaN
  1325.81        2500.00       0.234104                 NaN   98.5319                 NaN  0.414131E-001  0.600078       0.249104                 NaN  0.343355                 NaN            NaN            NaN
  1324.25        2500.00       0.230205                 NaN   98.5550                 NaN  0.363940E-001  0.585824       0.254635                 NaN  0.337898                 NaN            NaN            NaN
  1322.68        2500.00       0.227371                 NaN   98.5751                 NaN  0.324213E-001  0.574962       0.256864                 NaN  0.333281                 NaN            NaN            NaN
  1321.12        2500.00       0.224496                 NaN   98.5969                 NaN  0.294375E-001  0.257094       0.563637                 NaN  0.328459                 NaN            NaN            NaN
  1319.55        2500.00       0.221711                 NaN   98.6169                 NaN  0.241425E-001  0.553055       0.260750                 NaN  0.323479                 NaN            NaN            NaN
  1317.98        2500.00       0.218985                 NaN   98.6363                 NaN  0.195545E-001  0.264567       0.541656                 NaN  0.318974                 NaN            NaN            NaN
  1316.42        2500.00       0.215990                 NaN   98.6571                 NaN  0.164543E-001  0.265521       0.530549                 NaN  0.314345                 NaN            NaN            NaN
  1314.85        2500.00       0.213460                 NaN   98.6759                 NaN  0.119384E-001  0.520120       0.268817                 NaN  0.309768                 NaN            NaN            NaN
  1313.28        2500.00       0.211479                 NaN   98.6933                 NaN  0.498662E-002  0.507751       0.276995                 NaN  0.305503                 NaN            NaN            NaN
  1311.72        2500.00       0.208035                 NaN   98.7132                 NaN  0.348909E-002  0.499028       0.275251                 NaN  0.301033                 NaN            NaN            NaN
  1310.15        2500.00       0.202594                 NaN   98.7342                 NaN  0.150853E-001  0.255461       0.494474                 NaN  0.298203                 NaN            NaN            NaN
