|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m1.5/WD94/WD94_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1210.30        500.000        95.8960                 NaN  0.672962E-001  0.630668                 NaN  0.393835        2.34509       0.576420E-001  0.609484     
  1208.80        500.000        93.0583                 NaN  0.223066        1.27459                 NaN  0.631723        2.39691       0.343946E-001   2.38105     
  1207.30        500.000        87.0041                 NaN  0.242101        1.75356       0.235827E-003   1.03553        4.61730       0.121211        5.22594     
  1205.80        500.000        99.3672                 NaN  0.580920E-001  0.208519                 NaN  0.596340E-001  0.295731       0.107996E-001            NaN
  1204.29        500.000        84.0107                 NaN  0.678429        1.58241                 NaN   1.35229        6.00200       0.156108        6.21803     
  1202.79        500.000        90.8372                 NaN  0.314663        1.23820                 NaN  0.772691        3.40842       0.824367E-001   3.34641     
  1201.29        500.000        88.1362                 NaN  0.378338        1.43666                 NaN  0.993084        4.42110       0.106424        4.52823     
  1199.79        500.000        85.6800                 NaN  0.568016        1.55167                 NaN   1.20994        5.33008       0.124584        5.53575     
  1198.28        500.000        91.1951                 NaN  0.166493        1.32620                 NaN  0.739716        3.26758       0.691233E-001   3.23581     
  1196.78        500.000        89.6305                 NaN            NaN  0.149403        1.53310       0.885554        3.84716       0.658645E-001   3.88841     
  1195.28        500.000        89.1750                 NaN  0.405979        1.16432                 NaN  0.896294        4.09096       0.937888E-001   4.17367     
  1193.78        500.000        85.7778                 NaN  0.484778        1.53670       0.171420E-005   1.17230        5.35191       0.117233        5.55931     
  1192.28        500.000        93.8873                 NaN            NaN  0.102314       0.911556       0.512336        2.36749       0.383262E-001   2.18072     
  1190.77        500.000        85.4341                 NaN            NaN  0.335346        1.87088        1.20594        5.50581       0.856997E-001   5.56219     
  1189.27        500.000        93.7822                 NaN            NaN   1.03719       0.887451E-002  0.536480        2.25495       0.331376E-001   2.34714     
  1187.77        500.000        53.5085                 NaN   1.54616        3.59127                 NaN   3.46749        19.1690       0.394382        18.3232     
  1186.27        500.000                 NaN            NaN   3.18551        7.91346       0.335107E-004   7.25950        41.3833       0.821947        39.4363     
  1184.77        500.000                 NaN            NaN   3.20464        7.88569       0.288444E-004   7.25911        41.3856       0.823075        39.4418     
  1183.26        500.000                 NaN            NaN   3.22310        7.85893       0.247879E-004   7.25876        41.3878       0.824155        39.4473     
  1181.76        500.000                 NaN            NaN   3.19693        7.90191       0.193542E-004   7.26269        41.3767       0.821164        39.4406     
  1180.26        500.000                 NaN            NaN   3.16961        7.94614       0.521878E-003   7.26675        41.3653       0.818065        39.4337     
  1178.76        500.000                 NaN            NaN   3.27749        7.77947       0.538536E-003   7.25771        41.3942       0.827365        39.4633     
  1177.25        500.000                 NaN            NaN   3.29311        7.75719       0.460642E-003   7.25759        41.3955       0.828208        39.4679     
  1175.75        500.000                 NaN            NaN   3.30956        7.73351       0.394708E-003   7.25736        41.3972       0.829145        39.4728     
  1174.25        500.000                 NaN            NaN   3.32590        7.70999       0.338083E-003   7.25713        41.3989       0.830077        39.4777     
  1172.75        500.000                 NaN            NaN   3.34186        7.68700       0.289328E-003   7.25692        41.4005       0.830985        39.4824     
  1171.25        500.000                 NaN            NaN   3.35668        7.66581       0.246927E-003   7.25681        41.4018       0.831787        39.4869     
  1169.74        500.000                 NaN            NaN   3.37672        7.63631       0.213251E-003   7.25615        41.4048       0.833105        39.4927     
  1168.24        500.000                 NaN            NaN   3.39182        7.61460       0.182109E-003   7.25599        41.4062       0.833955        39.4972     
  1166.74        500.000                 NaN            NaN   3.40667        7.59327       0.155181E-003   7.25584        41.4076       0.834787        39.5017     
  1165.24        500.000                 NaN            NaN   3.42128        7.57229       0.132365E-003   7.25570        41.4089       0.835604        39.5061     
  1163.73        500.000                 NaN            NaN   3.37377        7.63160       0.132152E-003   7.25551        41.4104       0.836434        39.4922     
  1162.23        500.000                 NaN            NaN   3.38802        7.61117       0.127655E-003   7.25540        41.4116       0.837217        39.4965     
  1160.73        500.000                 NaN            NaN   3.40205        7.59105       0.123984E-003   7.25530        41.4128       0.837987        39.5007     
  1159.23        500.000                 NaN            NaN   3.41584        7.57141       0.310443E-005   7.25522        41.4139       0.838740        39.5049     
  1157.73        500.000                 NaN            NaN   3.48953        7.47457       0.308524E-005   7.25529        41.4145       0.839348        39.5268     
  1156.22        500.000                 NaN            NaN   4.42614       0.455090E-004   5.87779        7.12799        41.8817       0.940902        39.7454     
  1154.72        500.000                 NaN            NaN   3.51534        7.43770       0.287850E-005   7.25523        41.4163       0.840738        39.5347     
  1153.22        500.000                 NaN            NaN   3.52791        7.41977                 NaN   7.25521        41.4171       0.841410        39.5385     
  1151.72        500.000                 NaN            NaN   3.54027        7.40217                 NaN   7.25522        41.4179       0.842066        39.5424     
  1150.22        500.000                 NaN            NaN   3.55241        7.38491                 NaN   7.25524        41.4186       0.842702        39.5461     
  1148.71        500.000                 NaN            NaN   3.56268        7.37061                 NaN   7.25546        41.4187       0.843159        39.5493     
  1147.21        500.000                 NaN            NaN   3.51946        7.42333                 NaN   7.25500        41.4212       0.844340        39.5366     
  1145.71        500.000                 NaN            NaN   3.58463        7.33972                 NaN   7.25572        41.4195       0.844231        39.5562     
  1144.21        500.000                 NaN            NaN   3.59676        7.32240                 NaN   7.25570        41.4203       0.844892        39.5600     
  1142.70        500.000                 NaN            NaN   3.60861        7.30550                 NaN   7.25571        41.4210       0.845531        39.5637     
  1141.20        500.000                 NaN            NaN   3.61990        7.28948                 NaN   7.25578        41.4215       0.846119        39.5672     
  1139.70        500.000                 NaN            NaN   3.63097        7.27381                 NaN   7.25586        41.4220       0.846689        39.5707     
  1138.20        500.000                 NaN            NaN   3.64182        7.25847                 NaN   7.25596        41.4224       0.847241        39.5741     
  1136.70        500.000                 NaN            NaN   3.61788        7.28018                 NaN   7.25347        41.4315       0.850396        39.5665     
  1135.19        500.000                 NaN            NaN   3.62735        7.26558                 NaN   7.26025        41.4265       0.850815        39.5695     
  1133.69        500.000                 NaN            NaN   3.61796        7.28446                 NaN   7.25590        41.4249       0.849233        39.5676     
  1132.19        500.000                 NaN            NaN   3.63552        7.25811                 NaN   7.25524        41.4278       0.850531        39.5728     
  1130.69        500.000                 NaN            NaN   3.69584        7.18193                 NaN   7.25639        41.4247       0.850059        39.5911     
  1129.19        500.000                 NaN            NaN   3.70101        7.17578                 NaN   7.25714        41.4230       0.850031        39.5930     
  1127.68        500.000                 NaN            NaN   3.71063        7.16234                 NaN   7.25734        41.4231       0.850486        39.5961     
  1126.18        500.000                 NaN            NaN   3.72024        7.14891                 NaN   7.25754        41.4232       0.850947        39.5992     
  1124.68        500.000                 NaN            NaN   3.72976        7.13563                 NaN   7.25776        41.4232       0.851395        39.6023     
  1123.18        500.000                 NaN            NaN   3.74142        7.11878                 NaN   7.25769        41.4241       0.852091        39.6059     
  1121.67        500.000                 NaN            NaN   3.75064        7.10594                 NaN   7.25792        41.4241       0.852521        39.6089     
  1120.17        500.000                 NaN            NaN   3.75985        7.09310                 NaN   7.25815        41.4240       0.852956        39.6119     
  1118.67        500.000                 NaN            NaN   3.76911        7.08016                 NaN   7.25836        41.4241       0.853401        39.6149     
  1117.17        500.000                 NaN            NaN   3.77845        7.06708                 NaN   7.25856        41.4241       0.853859        39.6179     
  1115.67        500.000                 NaN            NaN   3.78788        7.05384                 NaN   7.25875        41.4242       0.854331        39.6210     
  1114.16        500.000                 NaN            NaN   3.79731        7.04058                 NaN   7.25893        41.4243       0.854808        39.6241     
  1112.66        500.000                 NaN            NaN   3.80664        7.02746                 NaN   7.25912        41.4244       0.855279        39.6271     
  1111.16        500.000                 NaN            NaN   3.81583        7.01456                 NaN   7.25932        41.4245       0.855739        39.6301     
  1109.66        500.000                 NaN            NaN   3.76719        7.07652                 NaN   7.25951        41.4246       0.856201        39.6160     
  1108.16        500.000                 NaN            NaN   3.77582        7.06456                 NaN   7.25978        41.4244       0.856596        39.6189     
  1106.65        500.000                 NaN            NaN   3.78475        7.05206                 NaN   7.26003        41.4243       0.857025        39.6218     
  1105.15        500.000                 NaN            NaN   3.79372        7.03952                 NaN   7.26024        41.4243       0.857472        39.6247     
  1103.65        500.000                 NaN            NaN   3.80251        7.02723                 NaN   7.26050        41.4242       0.857897        39.6276     
  1102.15        500.000                 NaN            NaN   3.81092        7.01467                 NaN   7.26289        41.4233       0.858267        39.6300     
  1100.64        500.000                 NaN            NaN   3.81948        7.00370                 NaN   7.26103        41.4238       0.858695        39.6333     
  1099.14        500.000                 NaN            NaN   3.82746        6.99271                 NaN   7.26137        41.4234       0.859041        39.6360     
  1097.64        500.000                 NaN            NaN   3.88691        6.91731                 NaN   7.26247        41.4205       0.858724        39.6541     
  1096.14        500.000                 NaN            NaN   3.84386        6.97001                 NaN   7.26197        41.4229       0.859796        39.6415     
  1094.64        500.000                 NaN            NaN   3.84712        6.96698                 NaN   7.26294        41.4204       0.859593        39.6430     
  1093.13        500.000                 NaN            NaN   3.87048        6.92996                 NaN   7.26115        41.4270       0.861790        39.6496     
  1091.63        500.000                 NaN            NaN   3.87709        6.92123                 NaN   7.26165        41.4261       0.861997        39.6519     
  1090.13        500.000                 NaN            NaN   3.87349        6.92979                 NaN   7.26358        41.4205       0.860977        39.6517     
  1088.63        500.000                 NaN            NaN   3.89024        6.90384                 NaN   7.26266        41.4242       0.862413        39.6566     
  1087.13        500.000                 NaN            NaN   3.89665        6.89541                 NaN   7.26318        41.4232       0.862605        39.6589     
  1085.62        500.000                 NaN            NaN   3.90286        6.88701                 NaN   7.26480        41.4216       0.862742        39.6610     
  1084.12        500.000                 NaN            NaN   3.89473        6.90367                 NaN   7.26634        41.4143       0.861182        39.6598     
  1082.62        500.000                 NaN            NaN   3.89991        6.89700                 NaN   7.26824        41.4120       0.861174        39.6617     
  1081.12        500.000                 NaN            NaN   3.91490        6.87401                 NaN   7.26699        41.4154       0.862556        39.6662     
  1079.61        500.000                 NaN            NaN   3.93240        6.84682                 NaN   7.26587        41.4197       0.864024        39.6712     
  1078.11        500.000                 NaN            NaN   3.93726        6.84105                 NaN   7.26647        41.4181       0.864042        39.6731     
  1076.61        500.000                 NaN            NaN   4.52343       0.962932E-004   5.76210        7.15472        41.8283       0.940935        39.7905     
  1075.11        500.000                 NaN            NaN   3.95066        6.82335                 NaN   7.26728        41.4163       0.864511        39.6779     
  1073.61        500.000                 NaN            NaN   3.95682        6.81541                 NaN   7.26772        41.4152       0.864686        39.6802     
  1072.10        500.000                 NaN            NaN   3.96504        6.80291                 NaN   7.26809        41.4157       0.865264        39.6830     
  1070.60        500.000                 NaN            NaN   3.97491        6.79031                 NaN   7.26614        41.4174       0.865731        39.6855     
  1069.10        500.000                 NaN            NaN   3.97511        6.79196                 NaN   7.26890        41.4120       0.865191        39.6868     
  1067.60        500.000                 NaN            NaN   4.53367       0.957962E-004   5.74774        7.15464        41.8276       0.941950        39.7943     
  1066.09        500.000                 NaN            NaN   3.98917        6.77160                 NaN   7.27003        41.4114       0.865963        39.6919     
  1064.59        500.000                 NaN            NaN   4.53717       0.155080E-004   5.74407        7.15541        41.8256       0.941885        39.7959     
  1063.09        500.000                 NaN            NaN   4.53878       0.154681E-004   5.74243        7.15585        41.8245       0.941830        39.7966     
  1061.59        500.000                 NaN            NaN   4.54039       0.154294E-004   5.74080        7.15630        41.8233       0.941775        39.7974     
  1060.09        500.000                 NaN            NaN   4.54199       0.153927E-004   5.73918        7.15675        41.8222       0.941717        39.7981     
  1058.58        500.000                 NaN            NaN   4.06159        6.68340                 NaN   7.27488        41.3987       0.865184        39.7162     
  1057.08        500.000                 NaN            NaN   4.06745        6.67576                 NaN   7.27548        41.3975       0.865363        39.7184     
  1055.58        500.000                 NaN            NaN   4.07321        6.66829                 NaN   7.27609        41.3963       0.865530        39.7206     
  1054.08        500.000                 NaN            NaN   4.07891        6.66092                 NaN   7.27671        41.3950       0.865692        39.7228     
  1052.58        500.000                 NaN            NaN   4.08462        6.65353                 NaN   7.27733        41.3937       0.865858        39.7249     
  1051.07        500.000                 NaN            NaN   4.04712        6.69661                 NaN   7.27583        41.3991       0.867548        39.7138     
  1049.57        500.000                 NaN            NaN   4.05333        6.68829                 NaN   7.27636        41.3981       0.867789        39.7161     
  1048.07        500.000                 NaN            NaN   4.05874        6.68140                 NaN   7.27701        41.3967       0.867922        39.7182     
  1046.57        500.000                 NaN            NaN   4.06449        6.67376                 NaN   7.27791        41.3954       0.868161        39.7203     
  1045.06        500.000                 NaN            NaN   4.06929        6.66794                 NaN   7.27870        41.3936       0.868208        39.7222     
  1043.56        500.000                 NaN            NaN   4.07490        6.66038                 NaN   7.27780        41.3937       0.868790        39.7244     
  1042.06        500.000                 NaN            NaN   4.08029        6.65339                 NaN   7.27831        41.3925       0.868983        39.7265     
  1040.56        500.000                 NaN            NaN   4.07599        6.66422                 NaN   7.28223        41.3839       0.867329        39.7263     
  1039.06        500.000                 NaN            NaN   4.09136        6.63880                 NaN   7.27940        41.3902       0.869414        39.7308     
  1037.55        500.000                 NaN            NaN   4.09532        6.63538                 NaN   7.28173        41.3862       0.868706        39.7327     
  1036.05        500.000                 NaN            NaN   4.10187        6.62558                 NaN   7.28111        41.3870       0.869494        39.7349     
  1034.55        500.000                 NaN            NaN   4.10606        6.62123                 NaN   7.28344        41.3834       0.869133        39.7367     
  1033.05        500.000                 NaN            NaN   4.11107        6.61495                 NaN   7.28419        41.3818       0.869234        39.7387     
  1031.55        500.000                 NaN            NaN   4.11600        6.60886                 NaN   7.28492        41.3802       0.869322        39.7407     
  1030.04        500.000                 NaN            NaN   4.62021       0.141639E-004   5.63960        7.17294        41.7971       0.941523        39.8286     
  1028.54        500.000                 NaN            NaN   4.12664        6.59478                 NaN   7.28573        41.3780       0.869683        39.7451     
  1027.04        500.000                 NaN            NaN   4.12972        6.59320                 NaN   7.28658        41.3744       0.869336        39.7467     
  1025.54        500.000                 NaN            NaN   4.13433        6.58663                 NaN   7.28765        41.3740       0.869203        39.7482     
  1024.03        500.000                 NaN            NaN   4.62693       0.141638E-004   5.63246        7.17562        41.7915       0.941326        39.8321     
  1022.53        500.000                 NaN            NaN   4.14384        6.57539                 NaN   7.28855        41.3700       0.869726        39.7525     
  1021.03        500.000                 NaN            NaN   4.14841        6.57021                 NaN   7.29006        41.3672       0.869559        39.7546     
  1019.53        500.000                 NaN            NaN   4.19885        6.50921                 NaN   7.29301        41.3600       0.868539        39.7704     
  1018.03        500.000                 NaN            NaN   4.20351        6.50354                 NaN   7.29384        41.3582       0.868608        39.7723     
  1016.52        500.000                 NaN            NaN   4.20811        6.49797                 NaN   7.29468        41.3563       0.868671        39.7743     
  1015.02        500.000                 NaN            NaN   4.21267        6.49247                 NaN   7.29552        41.3544       0.868729        39.7762     
  1013.52        500.000                 NaN            NaN   4.17086        6.54221                 NaN   7.29322        41.3598       0.870078        39.7638     
  1012.02        500.000                 NaN            NaN   4.17587        6.53689                 NaN   7.29540        41.3556       0.869820        39.7664     
  1010.52        500.000                 NaN            NaN   4.17878        6.53380                 NaN   7.29538        41.3550       0.869766        39.7673     
  1009.01        500.000                 NaN            NaN   4.18269        6.52924                 NaN   7.29616        41.3533       0.869702        39.7690     
  1007.51        500.000                 NaN            NaN   4.19155        6.51756                 NaN   7.29671        41.3495       0.871213        39.7734     
  1006.01        500.000                 NaN            NaN   4.20476        6.49272                 NaN   7.29649        41.3563       0.872754        39.7770     
  1004.51        500.000                 NaN            NaN   4.19631        6.51191                 NaN   7.29795        41.3489       0.870284        39.7747     
  1003.00        500.000                 NaN            NaN   4.20288        6.50725                 NaN   7.30112        41.3395       0.870198        39.7790     
  1001.50        500.000                 NaN            NaN   4.20739        6.50178                 NaN   7.30208        41.3375       0.870243        39.7810     
  1000.00        500.000                 NaN            NaN   4.21180        6.49648                 NaN   7.30313        41.3354       0.870235        39.7829     
