|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m1.5/WD94/WD94_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1528.76        500.000        99.2560       0.571213       0.172802                 NaN            NaN            NaN            NaN            NaN            NaN
  1527.26        500.000        99.6149       0.385144                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.75        500.000        99.4262       0.573770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.25        500.000        99.4286       0.571389                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.75        500.000        99.4355       0.564462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.25        500.000        99.4293       0.570667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.75        500.000        99.5860       0.413893       0.668209E-004            NaN            NaN            NaN            NaN            NaN            NaN
  1518.24        500.000        99.3125       0.687513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.74        500.000        99.4516       0.548442                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.24        500.000        99.3838       0.616214       0.508947E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1513.74        500.000        99.6764       0.323598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.23        500.000        99.3101       0.689864                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.73        500.000        99.4388       0.556129       0.505692E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1509.23        500.000        99.4988       0.501217                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.73        500.000        99.4726       0.527371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.23        500.000        99.4779       0.522138                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.72        500.000        99.4775       0.522514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.22        500.000        99.3063       0.693660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.72        500.000        99.8883       0.111728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.22        500.000        99.2636       0.736446                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.72        500.000        99.4948       0.505226       0.122981E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1497.21        500.000        99.4975       0.502517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.71        500.000        99.4993       0.500704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.21        500.000        99.5012       0.498797                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.71        500.000        99.5053       0.494711       0.918159E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1491.20        500.000        99.5020       0.497970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.70        500.000        99.5176       0.482428                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.20        500.000        99.5126       0.487435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.70        500.000        99.5155       0.484478       0.488401E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1485.20        500.000        99.5180       0.482027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.69        500.000        99.5211       0.478884                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.19        500.000        99.9862       0.358307E-002  0.102661E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1480.69        500.000        99.0684       0.931582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.19        500.000        99.5279       0.472119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.69        500.000        99.5066       0.349686                 NaN  0.143754                 NaN            NaN            NaN            NaN            NaN
  1476.18        500.000        99.4252                 NaN            NaN  0.574771                 NaN            NaN            NaN            NaN            NaN
  1474.68        500.000        99.4085                 NaN            NaN  0.591482                 NaN            NaN            NaN            NaN            NaN
  1473.18        500.000        99.4059                 NaN            NaN  0.594130                 NaN            NaN            NaN            NaN            NaN
  1471.68        500.000        99.4171                 NaN            NaN  0.582882                 NaN            NaN            NaN            NaN            NaN
  1470.17        500.000        99.3914                 NaN            NaN  0.608629                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.4001                 NaN            NaN  0.599932                 NaN            NaN            NaN            NaN            NaN
  1467.17        500.000        99.3981                 NaN            NaN  0.601944                 NaN            NaN            NaN            NaN            NaN
  1465.67        500.000        99.3949                 NaN            NaN  0.605138                 NaN            NaN            NaN            NaN            NaN
  1464.17        500.000        99.3873                 NaN            NaN  0.612657                 NaN            NaN            NaN            NaN            NaN
  1462.66        500.000        99.3844                 NaN            NaN  0.615641                 NaN            NaN            NaN            NaN            NaN
  1461.16        500.000        99.2275                 NaN            NaN  0.264948       0.507549                 NaN            NaN            NaN            NaN
  1459.66        500.000        99.0182                 NaN            NaN  0.341554       0.640217                 NaN            NaN            NaN            NaN
  1458.16        500.000        99.0292                 NaN            NaN  0.634250       0.336515                 NaN            NaN            NaN            NaN
  1456.66        500.000        99.0384                 NaN            NaN  0.627843       0.333725                 NaN            NaN            NaN            NaN
  1455.15        500.000        99.0478                 NaN            NaN  0.621513       0.330639                 NaN            NaN            NaN            NaN
  1453.65        500.000        99.0587                 NaN            NaN  0.326106       0.615159                 NaN            NaN            NaN            NaN
  1452.15        500.000        99.0647                 NaN            NaN  0.323114       0.612189                 NaN            NaN            NaN            NaN
  1450.65        500.000        99.0748                 NaN            NaN  0.318573       0.606672                 NaN            NaN            NaN            NaN
  1449.14        500.000        99.0854                 NaN            NaN  0.598641       0.315944                 NaN            NaN            NaN            NaN
  1447.64        500.000        99.0919                 NaN            NaN  0.595890       0.312163                 NaN            NaN            NaN            NaN
  1446.14        500.000        99.1000                 NaN            NaN  0.309214       0.590779                 NaN            NaN            NaN            NaN
  1444.64        500.000        99.1108                 NaN            NaN  0.305446       0.583744                 NaN            NaN            NaN            NaN
  1443.14        500.000        99.1168                 NaN            NaN  0.303660       0.579497                 NaN            NaN            NaN            NaN
  1441.63        500.000        99.1258                 NaN            NaN  0.575186       0.299060                 NaN            NaN            NaN            NaN
  1440.13        500.000        99.1299                 NaN            NaN  0.573323       0.296818                 NaN            NaN            NaN            NaN
  1438.63        500.000        99.1432                 NaN            NaN  0.563743       0.293093                 NaN            NaN            NaN            NaN
  1437.13        500.000        99.1480                 NaN            NaN  0.291254       0.560776                 NaN            NaN            NaN            NaN
  1435.63        500.000        99.1560                 NaN            NaN  0.287166       0.556840                 NaN            NaN            NaN            NaN
  1434.12        500.000        99.1629                 NaN            NaN  0.284757       0.552381                 NaN            NaN            NaN            NaN
  1432.62        500.000        99.1693                 NaN            NaN  0.548984       0.281742                 NaN            NaN            NaN            NaN
  1431.12        500.000        99.0128                 NaN            NaN  0.346680       0.565387       0.750845E-001            NaN            NaN            NaN
  1429.62        500.000        97.3096                 NaN            NaN   1.05395       0.771209       0.865286                 NaN            NaN            NaN
  1428.11        500.000        97.3711                 NaN            NaN   1.02936       0.753462       0.846075                 NaN            NaN            NaN
  1426.61        500.000        97.4294                 NaN            NaN   1.00492       0.738456       0.827266                 NaN            NaN            NaN
  1425.11        500.000        97.4841                 NaN            NaN  0.722612       0.983218       0.810110                 NaN            NaN            NaN
  1423.61        500.000        97.5426                 NaN            NaN  0.706797       0.959370       0.791186                 NaN            NaN            NaN
  1422.11        500.000        97.5946                 NaN            NaN  0.692283       0.938371       0.774712                 NaN            NaN            NaN
  1420.60        500.000        97.6432                 NaN            NaN  0.918870       0.678911       0.759027                 NaN            NaN            NaN
  1419.10        500.000        97.6929                 NaN            NaN  0.664941       0.898964       0.743184                 NaN            NaN            NaN
  1417.60        500.000        97.7383                 NaN            NaN  0.652151       0.880825       0.728720                 NaN            NaN            NaN
  1416.10        500.000        97.7855                 NaN            NaN  0.862760       0.637697       0.714054                 NaN            NaN            NaN
  1414.59        500.000        97.8302                 NaN            NaN  0.844511       0.626091       0.699154                 NaN            NaN            NaN
  1413.09        500.000        97.8706                 NaN            NaN  0.828591       0.614560       0.686236                 NaN            NaN            NaN
  1411.59        500.000        97.9078                 NaN            NaN  0.603711       0.814162       0.674363                 NaN            NaN            NaN
  1410.09        500.000        97.9519                 NaN            NaN  0.591129       0.797033       0.659891                 NaN            NaN            NaN
  1408.59        500.000        97.9889                 NaN            NaN  0.782427       0.580647       0.648019                 NaN            NaN            NaN
  1407.08        500.000        98.0260                 NaN            NaN  0.767938       0.569949       0.636135                 NaN            NaN            NaN
  1405.58        500.000        98.0606                 NaN            NaN  0.754568       0.560053       0.624798                 NaN            NaN            NaN
  1404.08        500.000        98.0963                 NaN            NaN  0.550578       0.739909       0.613218                 NaN            NaN            NaN
  1402.58        500.000        98.1294                 NaN            NaN  0.728024       0.540393       0.602188                 NaN            NaN            NaN
  1401.08        500.000        98.1578                 NaN            NaN  0.531391       0.717634       0.593189                 NaN            NaN            NaN
  1399.57        500.000        98.1967                 NaN            NaN  0.702595       0.520568       0.580174                 NaN            NaN            NaN
  1398.07        500.000        98.2227                 NaN            NaN  0.513165       0.692398       0.571758                 NaN            NaN            NaN
  1396.57        500.000        98.2522                 NaN            NaN  0.504657       0.681097       0.562056                 NaN            NaN            NaN
  1395.07        500.000        98.2784                 NaN            NaN  0.671490       0.496694       0.553373                 NaN            NaN            NaN
  1393.56        500.000        98.3078                 NaN            NaN  0.487913       0.660596       0.543695                 NaN            NaN            NaN
  1392.06        500.000        98.3361                 NaN            NaN  0.649994       0.479543       0.534358                 NaN            NaN            NaN
  1390.56        500.000        98.3616                 NaN  0.166697       0.558138       0.355587       0.558005                 NaN            NaN            NaN
  1389.06        500.000        98.3954                 NaN  0.198991       0.566159       0.286480       0.552959                 NaN            NaN            NaN
  1387.56        500.000        98.4177                 NaN  0.202386       0.272040       0.561696       0.546170                 NaN            NaN            NaN
  1386.05        500.000        98.4465                 NaN  0.203747       0.556807       0.255769       0.537156                 NaN            NaN            NaN
  1384.55        500.000        98.4710                 NaN  0.205473       0.241859       0.552133       0.529507                 NaN            NaN            NaN
  1383.05        500.000        98.4899                 NaN  0.208603       0.228272       0.549356       0.523846                 NaN            NaN            NaN
  1381.55        500.000        98.5243                 NaN  0.207533       0.540621       0.215221       0.512307                 NaN            NaN            NaN
  1380.05        500.000        98.5399                 NaN  0.211017       0.202693       0.538349       0.508007                 NaN            NaN            NaN
  1378.54        500.000        98.5707                 NaN  0.211432       0.532350       0.187696       0.497827                 NaN            NaN            NaN
  1377.04        500.000        98.5707                 NaN  0.223107       0.541690       0.163471       0.500996                 NaN            NaN            NaN
  1375.54        500.000        98.6343                 NaN  0.205549       0.511458       0.173642       0.475088                 NaN            NaN            NaN
  1374.04        500.000        98.6324                 NaN  0.215780       0.521624       0.151891       0.478300                 NaN            NaN            NaN
  1372.53        500.000        98.5194                 NaN  0.172783       0.287777       0.497144       0.522886                 NaN            NaN            NaN
  1371.03        500.000        98.8020                 NaN  0.257620       0.525445                 NaN  0.414956                 NaN            NaN            NaN
  1369.53        500.000        98.6979                 NaN  0.224290       0.515347       0.104198       0.458296                 NaN            NaN            NaN
  1368.03        500.000        98.7142                 NaN  0.220153       0.506040       0.107540       0.452037                 NaN            NaN            NaN
  1366.53        500.000        98.7343                 NaN  0.221082       0.502120       0.968567E-001  0.445603                 NaN            NaN            NaN
  1365.02        500.000        98.7516                 NaN  0.221965       0.499683       0.868414E-001  0.439956                 NaN            NaN            NaN
  1363.52        500.000        98.7697                 NaN  0.222227       0.496620       0.774988E-001  0.433962                 NaN            NaN            NaN
  1362.02        500.000        98.7892                 NaN  0.222652       0.685104E-001  0.492108       0.427526                 NaN            NaN            NaN
  1360.52        500.000        98.7336                 NaN  0.143180       0.413128       0.278232       0.431861                 NaN            NaN            NaN
  1359.02        500.000        98.8517                 NaN  0.240097       0.499818                 NaN  0.408412                 NaN            NaN            NaN
  1357.51        500.000        98.8452                 NaN  0.239271       0.500415       0.331682E-002  0.411768                 NaN            NaN            NaN
  1356.01        500.000        98.8632                 NaN  0.239395       0.491699                 NaN  0.405740                 NaN            NaN            NaN
  1354.51        500.000        98.8746                 NaN  0.234079       0.487671       0.232656E-002  0.401274                 NaN            NaN            NaN
  1353.01        500.000        98.8969                 NaN  0.230448       0.480047                 NaN  0.392618                 NaN            NaN            NaN
  1351.50        500.000        98.9072                 NaN  0.227519       0.345346E-002  0.472949       0.388915                 NaN            NaN            NaN
  1350.00        500.000        98.9202                 NaN  0.234243       0.459936                 NaN  0.385573                 NaN            NaN            NaN
  1348.50        500.000        98.9316                 NaN  0.222751       0.419839E-002  0.461982       0.379440                 NaN            NaN            NaN
  1347.00        500.000        98.9518                 NaN  0.220426       0.454841                 NaN  0.372927                 NaN            NaN            NaN
  1345.50        500.000        98.9653                 NaN  0.219247       0.447986                 NaN  0.367470                 NaN            NaN            NaN
  1343.99        500.000        98.9613                 NaN  0.236217       0.430359                 NaN  0.372134                 NaN            NaN            NaN
  1342.49        500.000        99.0046                 NaN  0.201255       0.443351                 NaN  0.350790                 NaN            NaN            NaN
  1340.99        500.000        99.0025                 NaN  0.210785       0.433226                 NaN  0.353524                 NaN            NaN            NaN
  1339.49        500.000        99.0117                 NaN  0.209996       0.427814                 NaN  0.350513                 NaN            NaN            NaN
  1337.98        500.000        99.0318                 NaN  0.204776       0.421248                 NaN  0.342222                 NaN            NaN            NaN
  1336.48        500.000        99.0401                 NaN  0.202770       0.417794                 NaN  0.339303                 NaN            NaN            NaN
  1334.98        500.000        99.0515                 NaN  0.200915       0.412557                 NaN  0.335035                 NaN            NaN            NaN
  1333.48        500.000        99.0639                 NaN  0.197767       0.408231                 NaN  0.330082                 NaN            NaN            NaN
  1331.98        500.000        99.0741                 NaN  0.191034       0.174090E-001  0.391503       0.325906                 NaN            NaN            NaN
  1330.47        500.000        99.0882                 NaN  0.192129       0.398833                 NaN  0.320879                 NaN            NaN            NaN
  1328.97        500.000        99.0989                 NaN  0.190440       0.393893                 NaN  0.316811                 NaN            NaN            NaN
  1327.47        500.000        99.1074                 NaN  0.190830       0.387381                 NaN  0.314403                 NaN            NaN            NaN
  1325.97        500.000        99.1238                 NaN  0.186107       0.382836                 NaN  0.307208                 NaN            NaN            NaN
  1324.47        500.000        99.1328                 NaN  0.184176       0.378819                 NaN  0.304205                 NaN            NaN            NaN
  1322.96        500.000        99.1414                 NaN  0.181871       0.376085                 NaN  0.300689                 NaN            NaN            NaN
  1321.46        500.000        99.1543                 NaN  0.179857       0.369853                 NaN  0.296032                 NaN            NaN            NaN
  1319.96        500.000        99.1638                 NaN  0.177628       0.366223                 NaN  0.292352                 NaN            NaN            NaN
  1318.46        500.000        99.1738                 NaN  0.175574       0.362183                 NaN  0.288446                 NaN            NaN            NaN
  1316.95        500.000        99.1819                 NaN  0.174474       0.358108                 NaN  0.285559                 NaN            NaN            NaN
  1315.45        500.000        99.1961                 NaN  0.170410       0.353616                 NaN  0.279884                 NaN            NaN            NaN
  1313.95        500.000        99.2041                 NaN  0.168105       0.351019                 NaN  0.276804                 NaN            NaN            NaN
  1312.45        500.000        99.2135                 NaN  0.166720       0.346531                 NaN  0.273270                 NaN            NaN            NaN
  1310.95        500.000        99.2233                 NaN  0.163966       0.343354                 NaN  0.269421                 NaN            NaN            NaN
  1309.44        500.000        99.2324                 NaN  0.162171       0.339375                 NaN  0.266009                 NaN            NaN            NaN
  1307.94        500.000        99.2411                 NaN  0.158432       0.337918                 NaN  0.262545                 NaN            NaN            NaN
  1306.44        500.000        99.2523                 NaN  0.157487       0.331901                 NaN  0.258283                 NaN            NaN            NaN
  1304.94        500.000        99.2579                 NaN  0.156568       0.329359                 NaN  0.256195                 NaN            NaN            NaN
  1303.44        500.000        99.2699                 NaN  0.152740       0.326032                 NaN  0.251364                 NaN            NaN            NaN
  1301.93        500.000        99.2768                 NaN  0.150995       0.323499                 NaN  0.248704                 NaN            NaN            NaN
  1300.43        500.000        99.2858                 NaN  0.149354       0.319467                 NaN  0.245403                 NaN            NaN            NaN
  1298.93        500.000        99.2945                 NaN  0.146908       0.316580                 NaN  0.241997                 NaN            NaN            NaN
  1297.43        500.000        99.3023                 NaN  0.145033       0.313635                 NaN  0.239003                 NaN            NaN            NaN
  1295.92        500.000        99.3084                 NaN  0.143292       0.311912                 NaN  0.236394                 NaN            NaN            NaN
  1294.42        500.000        99.3195                 NaN  0.140621       0.307581                 NaN  0.232296                 NaN            NaN            NaN
  1292.92        500.000        99.3269                 NaN  0.138223       0.305425                 NaN  0.229438                 NaN            NaN            NaN
  1291.42        500.000        99.3341                 NaN  0.138521       0.300492                 NaN  0.226937                 NaN            NaN            NaN
  1289.92        500.000        99.3437                 NaN  0.133781       0.299700                 NaN  0.222799                 NaN            NaN            NaN
  1288.41        500.000        99.3502                 NaN  0.132114       0.297202                 NaN  0.220496                 NaN            NaN            NaN
  1286.91        500.000        99.3585                 NaN  0.128799       0.295504                 NaN  0.217221                 NaN            NaN            NaN
  1285.41        500.000        99.3657                 NaN  0.127757       0.292006                 NaN  0.214564                 NaN            NaN            NaN
  1283.91        500.000        99.3731                 NaN  0.125517       0.289688                 NaN  0.211652                 NaN            NaN            NaN
  1282.41        500.000        99.3804                 NaN  0.122756       0.288035                 NaN  0.208815                 NaN            NaN            NaN
  1280.90        500.000        99.3869                 NaN  0.121650       0.284982                 NaN  0.206466                 NaN            NaN            NaN
  1279.40        500.000        99.3945                 NaN  0.119003       0.283319                 NaN  0.203185                 NaN            NaN            NaN
  1277.90        500.000        99.4014                 NaN  0.116869       0.280973                 NaN  0.200722                 NaN            NaN            NaN
  1276.40        500.000        99.4078                 NaN  0.114741       0.279168                 NaN  0.198267                 NaN            NaN            NaN
  1274.89        500.000        99.4148                 NaN  0.111925       0.277750                 NaN  0.195504                 NaN            NaN            NaN
  1273.39        500.000        99.4217                 NaN  0.110314       0.275046                 NaN  0.192936                 NaN            NaN            NaN
  1271.89        500.000        99.4278                 NaN  0.108209       0.273412                 NaN  0.190610                 NaN            NaN            NaN
  1270.39        500.000        99.4347                 NaN  0.104836       0.272630                 NaN  0.187881                 NaN            NaN            NaN
  1268.89        500.000        99.4405                 NaN  0.103474       0.270308                 NaN  0.185675                 NaN            NaN            NaN
  1267.38        500.000        99.4469                 NaN  0.100911       0.269001                 NaN  0.183231                 NaN            NaN            NaN
  1265.88        500.000        99.4534                 NaN  0.996835E-001  0.266030                 NaN  0.180847                 NaN            NaN            NaN
  1264.38        500.000        98.1462                 NaN  0.156798       0.468268                 NaN  0.318181       0.910575                 NaN            NaN
  1262.88        500.000        95.6880                 NaN  0.150329       0.363645       0.645237       0.577293        2.57545                 NaN            NaN
  1261.38        500.000        95.5990                 NaN  0.164125E-005  0.257596       0.978698       0.590449        2.57421                 NaN            NaN
  1259.87        500.000        95.7845                 NaN            NaN  0.965903       0.225562       0.568602        2.45543                 NaN            NaN
  1258.37        500.000        95.2406                 NaN  0.743115E-004  0.863476       0.412890       0.637531        2.78409       0.613589E-001            NaN
  1256.87        500.000        95.1280                 NaN  0.979791E-001  0.418341       0.729900       0.656969        2.87372       0.951370E-001            NaN
  1255.37        500.000        95.4129                 NaN  0.151150       0.170005       0.837303       0.623386        2.71347       0.917983E-001            NaN
  1253.86        500.000        95.6590                 NaN  0.144607       0.808449       0.145653       0.591315        2.56467       0.863052E-001            NaN
  1252.36        500.000        95.8829                 NaN  0.137387       0.774911       0.131824       0.561867        2.42991       0.812310E-001            NaN
  1250.86        500.000        96.0866                 NaN  0.134006       0.761819       0.980516E-001  0.534815        2.30794       0.768167E-001            NaN
  1249.36        500.000        96.2736                 NaN  0.128131       0.735041       0.845407E-001  0.509850        2.19627       0.725672E-001            NaN
  1247.86        500.000        96.4457                 NaN  0.122548       0.709896       0.728623E-001  0.486622        2.09377       0.686129E-001            NaN
  1246.35        500.000        96.6045                 NaN  0.117713       0.594006E-001  0.688868       0.465058        1.99947       0.649982E-001            NaN
  1244.85        500.000        96.7508                 NaN  0.112792       0.668719       0.484027E-001  0.444975        1.91271       0.615975E-001            NaN
  1243.35        500.000        96.8875                 NaN  0.107550       0.644455       0.441253E-001  0.426192        1.83178       0.584220E-001            NaN
  1241.85        500.000        97.0138                 NaN  0.991686E-001  0.636184E-001  0.602755       0.408535        1.75691       0.552159E-001            NaN
  1240.34        500.000        97.1328                 NaN  0.100385       0.611805       0.223793E-001  0.391896        1.68797       0.527475E-001            NaN
  1238.84        500.000        97.2412                 NaN  0.894168E-001  0.561265       0.593252E-001  0.376559        1.62244       0.497539E-001            NaN
  1237.34        500.000        97.3470                 NaN  0.854294E-001  0.540110       0.577052E-001  0.361513        1.56098       0.472510E-001            NaN
  1235.84        500.000        97.4426                 NaN  0.792881E-001  0.725575E-001  0.508409       0.347999        1.50429       0.448393E-001            NaN
  1234.34        500.000        97.5337                 NaN  0.725173E-001  0.473298       0.926485E-001  0.334718        1.45067       0.424443E-001            NaN
  1232.83        500.000        97.6199                 NaN  0.659448E-001  0.437634       0.114707       0.322485        1.39914       0.402018E-001            NaN
  1231.33        500.000        97.7000                 NaN  0.586821E-001  0.397785       0.143181       0.310670        1.35169       0.379851E-001            NaN
  1229.83        500.000        97.7747                 NaN  0.493761E-001  0.344934       0.188674       0.299843        1.30661       0.358237E-001            NaN
  1228.33        500.000        97.8500                 NaN  0.476760E-001  0.182670       0.333404       0.288930        1.26325       0.340865E-001            NaN
  1226.83        500.000        97.9135                 NaN  0.349258E-001  0.250622       0.266443       0.279496        1.22311       0.318953E-001            NaN
  1225.32        500.000        97.9741                 NaN  0.236303E-001  0.313443       0.203095       0.270640        1.18520       0.298788E-001            NaN
  1223.82        500.000        98.0326                 NaN  0.137989E-001  0.145045       0.369647       0.262047        1.14885       0.279810E-001            NaN
  1222.32        500.000        97.5296                 NaN            NaN  0.887690E-001  0.491544       0.340622        1.51365       0.358567E-001            NaN
  1220.82        500.000        98.8660                 NaN  0.172638E-001  0.338872                 NaN  0.133604       0.627814       0.164453E-001            NaN
  1219.31        500.000        98.0275                 NaN  0.140885       0.339172                 NaN  0.258158        1.19961       0.346542E-001            NaN
  1217.81        500.000        97.3565                 NaN            NaN  0.658124                 NaN  0.357508        1.60109       0.267467E-001            NaN
  1216.31        500.000        99.3474                 NaN            NaN  0.143963       0.121233       0.723607E-001  0.300957       0.140831E-001            NaN
  1214.81        500.000        96.3173                 NaN  0.207384       0.319191                 NaN  0.585379        2.47458       0.961895E-001            NaN
  1213.31        500.000        99.4480                 NaN  0.284736E-001  0.267817                 NaN  0.819940E-001  0.167018       0.667940E-002            NaN
