|6.6.6
Archiving\03_Data\eqLP/QFM_m0.25/Y98/Y98_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        500.000        99.2227       0.768997       0.827787E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.2227       0.769068       0.827787E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.2226       0.769139       0.827787E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.2225       0.769211       0.827787E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.2224       0.769282       0.827787E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.2224       0.769354       0.827788E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.2223       0.769425       0.827789E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.2222       0.769497       0.827790E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.2222       0.769568       0.827791E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.2221       0.769640       0.827792E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.2220       0.769711       0.827793E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.2219       0.769783       0.827794E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.2219       0.769854       0.827796E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.2218       0.769926       0.827798E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.2217       0.769997       0.827799E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.2217       0.770069       0.827802E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.2216       0.770141       0.827804E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.2215       0.770212       0.827806E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.2214       0.770284       0.827808E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.2214       0.770355       0.827811E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.2213       0.770427       0.827813E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.2212       0.770498       0.827816E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.2212       0.770570       0.827819E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.2211       0.770642       0.827822E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.2210       0.770714       0.827826E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.2209       0.770785       0.827829E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.2209       0.770857       0.827832E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.2208       0.770929       0.827836E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.2207       0.771000       0.827839E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        99.2206       0.771072       0.827843E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        99.2206       0.771144       0.827847E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        99.2205       0.771216       0.827851E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        99.2204       0.771288       0.827856E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        99.2204       0.771360       0.827860E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        99.2203       0.771431       0.827864E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        99.2202       0.771503       0.827869E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        99.2201       0.771575       0.827873E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        99.2201       0.771646       0.827878E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        99.2200       0.771718       0.827883E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        99.2199       0.771790       0.827888E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        99.2199       0.771862       0.827894E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        99.2198       0.771934       0.827899E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        99.2197       0.772006       0.827904E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        99.2196       0.772078       0.827910E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        99.2196       0.772150       0.827916E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        99.2195       0.772222       0.827922E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        99.1346       0.772294                 NaN  0.931087E-001            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        99.1334       0.772366                 NaN  0.942589E-001            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        99.1322       0.772438                 NaN  0.954093E-001            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        99.1308       0.772510                 NaN  0.966485E-001            NaN            NaN            NaN            NaN            NaN
