|6.6.6
Archiving\03_Data\eqLP/QFM_m5/KHA22/KHA22_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           iron           Ni             O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        98.6128       0.213504        1.15982       0.138667E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        98.6028       0.213537        1.16981       0.138683E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        98.5928       0.213570        1.17980       0.138699E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        98.5827       0.213604        1.18980       0.138715E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        98.5727       0.213637        1.19980       0.138731E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        98.5627       0.213670        1.20980       0.138746E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        98.5526       0.213704        1.21981       0.138762E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        98.5426       0.213737        1.22982       0.138778E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        98.5325       0.213770        1.23983       0.138795E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        98.5228       0.213803        1.24957       0.138810E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        98.5130       0.213836        1.25931       0.138826E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        98.5032       0.213869        1.26905       0.138842E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        98.4934       0.213901        1.27880       0.138857E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        98.4836       0.213934        1.28855       0.138873E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        98.4738       0.213967        1.29831       0.138889E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        98.4640       0.214000        1.30806       0.138904E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        98.4543       0.214033        1.31782       0.138920E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        98.4447       0.214065        1.32732       0.138936E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        98.4352       0.214097        1.33681       0.138951E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        98.4257       0.214130        1.34631       0.138967E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        98.4161       0.214162        1.35582       0.138982E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        98.4066       0.214194        1.36532       0.138997E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        98.3970       0.214227        1.37483       0.139013E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        98.3875       0.214259        1.38434       0.139028E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        98.3779       0.214292        1.39385       0.139044E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        98.3686       0.214324        1.40317       0.139059E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        98.3592       0.214356        1.41250       0.139075E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        98.3499       0.214387        1.42182       0.139090E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        98.3405       0.214419        1.43115       0.139105E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        98.3313       0.214451        1.44038       0.139120E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        98.3220       0.214483        1.44961       0.139136E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        97.3703       0.104788        1.46852       0.137198E-001  0.759161       0.283496                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        96.0673                 NaN   1.48246       0.134279E-001   1.88234       0.554454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        95.4627                 NaN   1.48311       0.132588E-001   2.48622       0.554722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        94.8575                 NaN   1.48376       0.130895E-001   3.09066       0.554989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        94.2518                 NaN   1.48441       0.129201E-001   3.69565       0.555255                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        93.6455                 NaN   1.48505       0.127505E-001   4.30120       0.555521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        93.0386                 NaN   1.48570       0.125808E-001   4.90729       0.555786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        92.4313                 NaN   1.48634       0.124109E-001   5.51393       0.556050                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        91.8234                 NaN   1.48698       0.122409E-001   6.12111       0.556314                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        91.2149                 NaN   1.48762       0.120707E-001   6.72884       0.556577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        90.6600                 NaN   1.48538       0.118995E-001   7.28588       0.556807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        90.1048                 NaN   1.48313       0.117281E-001   7.84335       0.557036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        89.5490                 NaN   1.48088       0.115565E-001   8.40125       0.557265                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        88.9929                 NaN   1.47863       0.113849E-001   8.95957       0.557493                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        88.4364                 NaN   1.47637       0.112131E-001   9.51831       0.557720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        87.8794                 NaN   1.47411       0.110412E-001   10.0775       0.557946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        87.3221                 NaN   1.47185       0.108692E-001   10.6370       0.558172                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        86.7643                 NaN   1.46958       0.106970E-001   11.1970       0.558397                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        86.2281                 NaN   1.46542       0.105201E-001   11.7373       0.558605                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        85.6871                 NaN   1.46090       0.103481E-001   12.2742       0.558819       0.866274E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        85.1573                 NaN   1.45554       0.101722E-001   12.8015       0.559023       0.164690E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        84.6272                 NaN   1.45017       0.999624E-002   13.3292       0.559227       0.242812E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        84.1012                 NaN   1.44330       0.981686E-002   13.8499       0.559426       0.362907E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        83.5750                 NaN   1.43643       0.963736E-002   14.3710       0.559623       0.483089E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        83.0484                 NaN   1.42954       0.945776E-002   14.8925       0.559820       0.603357E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        82.5215                 NaN   1.42266       0.927804E-002   15.4142       0.560016       0.723711E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        82.0111                 NaN   1.41326       0.909229E-002   15.9225       0.560193       0.838625E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        81.5005                 NaN   1.40386       0.890645E-002   16.4310       0.560369       0.953612E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        80.9896                 NaN   1.39445       0.872050E-002   16.9398       0.560544       0.106867                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        80.4784                 NaN   1.38503       0.853446E-002   17.4489       0.560719       0.118380                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        79.9670                 NaN   1.37560       0.834832E-002   17.9582       0.560893       0.129901                 NaN            NaN            NaN            NaN            NaN            NaN
