|6.6.6
Archiving\03_Data\fracLP/QFM_m0.75/GRV/GRV_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1468.67        500.000        98.0068                 NaN            NaN            NaN            NaN  0.439709        1.55344                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.0417                 NaN            NaN            NaN            NaN  0.426889        1.53138                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.0746                 NaN            NaN            NaN            NaN  0.408533        1.51683                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.1140                 NaN            NaN            NaN            NaN  0.392745        1.49321                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.1447                 NaN            NaN            NaN            NaN  0.375659        1.47959                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.1772                 NaN            NaN            NaN            NaN  0.358341        1.46448                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.2068                 NaN            NaN            NaN            NaN  0.346866        1.44632                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.2350                 NaN            NaN            NaN            NaN  0.305487        1.41840       0.411087E-001            NaN            NaN            NaN            NaN
  1448.62        500.000        98.2169                 NaN            NaN            NaN            NaN  0.114320       0.342612        1.32617                 NaN            NaN            NaN            NaN
  1446.12        500.000        98.2612                 NaN            NaN            NaN            NaN  0.411968E-001   1.25399       0.443597                 NaN            NaN            NaN            NaN
  1443.61        500.000        98.2729                 NaN            NaN            NaN            NaN  0.292283E-001   1.24318       0.454666                 NaN            NaN            NaN            NaN
  1441.10        500.000        98.2955                 NaN            NaN            NaN            NaN  0.116996E-001   1.21964       0.473126                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.3167                 NaN            NaN            NaN            NaN            NaN   1.20063       0.482701                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.3389                 NaN            NaN            NaN            NaN  0.647196E-002   1.18302       0.471572                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.3585                 NaN            NaN            NaN            NaN            NaN  0.477556        1.16397                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.3839                 NaN            NaN            NaN            NaN            NaN  0.469331        1.14680                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.4003                 NaN            NaN  0.200547E-002            NaN            NaN   1.12649       0.471187                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.4206                 NaN            NaN  0.295674E-002            NaN            NaN   1.10704       0.469452                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.4403                 NaN            NaN  0.272373E-002            NaN            NaN  0.465590        1.09143                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.4565                 NaN            NaN  0.251617E-002            NaN            NaN   1.07856       0.462423                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.4773                 NaN            NaN  0.233920E-002            NaN            NaN  0.459881        1.06049                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.4914                 NaN            NaN  0.213444E-002            NaN            NaN  0.454611        1.05189                 NaN            NaN            NaN            NaN
  1413.53        500.000        98.5112                 NaN            NaN  0.194563E-002            NaN            NaN  0.452583        1.03431                 NaN            NaN            NaN            NaN
  1411.03        500.000        98.5255                 NaN            NaN  0.176506E-002            NaN            NaN   1.02236       0.450356                 NaN            NaN            NaN            NaN
  1408.52        500.000        98.5403                 NaN            NaN  0.158853E-002            NaN            NaN   1.01069       0.447430                 NaN            NaN            NaN            NaN
  1406.02        500.000        98.5557                 NaN            NaN  0.140663E-002            NaN            NaN  0.444913       0.997989                 NaN            NaN            NaN            NaN
  1403.51        500.000        98.5686                 NaN            NaN  0.122249E-002            NaN            NaN  0.987891       0.442302                 NaN            NaN            NaN            NaN
  1401.00        500.000        98.5847                 NaN            NaN  0.108001E-002            NaN            NaN  0.440417       0.973765                 NaN            NaN            NaN            NaN
  1398.50        500.000        98.5974                 NaN            NaN  0.916612E-003            NaN            NaN  0.438427       0.963256                 NaN            NaN            NaN            NaN
  1395.99        500.000        98.6092                 NaN            NaN  0.763486E-003            NaN            NaN  0.954697       0.435353                 NaN            NaN            NaN            NaN
  1393.48        500.000        98.6230                 NaN            NaN  0.601297E-003            NaN            NaN  0.942384       0.434054                 NaN            NaN            NaN            NaN
  1390.98        500.000        98.6351                 NaN            NaN  0.456674E-003            NaN            NaN  0.932575       0.431896                 NaN            NaN            NaN            NaN
  1388.47        500.000        98.6466                 NaN            NaN  0.309184E-003            NaN            NaN  0.430688       0.922420                 NaN            NaN            NaN            NaN
  1385.96        500.000        98.6566                 NaN            NaN  0.183485E-003            NaN            NaN  0.428964       0.914227                 NaN            NaN            NaN            NaN
  1383.46        500.000        98.6682                 NaN            NaN  0.507666E-004            NaN            NaN  0.427400       0.904359                 NaN            NaN            NaN            NaN
  1380.95        500.000        98.6784                 NaN            NaN            NaN            NaN            NaN  0.895344       0.426282                 NaN            NaN            NaN            NaN
  1378.45        500.000        97.0723                 NaN            NaN            NaN            NaN            NaN  0.924070        1.24321       0.760415                 NaN            NaN            NaN
  1375.94        500.000        97.0917                 NaN            NaN  0.449877E-004            NaN            NaN  0.905253        1.24182       0.761168                 NaN            NaN            NaN
  1373.43        500.000        97.1469                 NaN            NaN            NaN            NaN            NaN   1.21982       0.888671       0.744606                 NaN            NaN            NaN
  1370.93        500.000        97.1946                 NaN            NaN            NaN            NaN            NaN   1.20283       0.873245       0.729275                 NaN            NaN            NaN
  1368.42        500.000        97.2522                 NaN            NaN            NaN            NaN            NaN  0.852718        1.18276       0.712305                 NaN            NaN            NaN
  1365.91        500.000        97.2923                 NaN            NaN            NaN            NaN            NaN  0.838622        1.16949       0.699629                 NaN            NaN            NaN
  1363.41        500.000        97.3413                 NaN            NaN            NaN            NaN            NaN   1.15047       0.823541       0.684651                 NaN            NaN            NaN
  1360.90        500.000        97.3842                 NaN            NaN            NaN            NaN            NaN   1.13658       0.808578       0.670626                 NaN            NaN            NaN
  1358.40        500.000        97.4236                 NaN            NaN            NaN            NaN            NaN  0.795600        1.12252       0.658278                 NaN            NaN            NaN
  1355.89        500.000        97.4617                 NaN            NaN            NaN            NaN            NaN  0.782314        1.10988       0.646088                 NaN            NaN            NaN
  1353.38        500.000        97.4956                 NaN            NaN            NaN            NaN            NaN  0.770067        1.09942       0.634925                 NaN            NaN            NaN
  1350.88        500.000        97.5306                 NaN            NaN            NaN            NaN            NaN   1.08761       0.758426       0.623336                 NaN            NaN            NaN
  1348.37        500.000        97.5245                 NaN            NaN            NaN  0.443843                 NaN  0.995629       0.360445       0.675541                 NaN            NaN            NaN
  1345.86        500.000        97.5264                 NaN            NaN            NaN  0.681201                 NaN   1.09050                 NaN  0.701893                 NaN            NaN            NaN
  1343.36        500.000        97.5623                 NaN            NaN            NaN  0.677128                 NaN   1.07081                 NaN  0.689773                 NaN            NaN            NaN
  1340.85        500.000        97.6023                 NaN            NaN            NaN  0.670204                 NaN   1.05122                 NaN  0.676310                 NaN            NaN            NaN
  1338.35        500.000        97.6359                 NaN            NaN            NaN  0.664240                 NaN   1.03519                 NaN  0.664674                 NaN            NaN            NaN
  1335.84        500.000        97.6717                 NaN            NaN            NaN  0.656645                 NaN   1.01870                 NaN  0.652994                 NaN            NaN            NaN
  1333.33        500.000        2.44536        94.5410                 NaN            NaN  0.935665                 NaN   1.20783                 NaN  0.870121                 NaN            NaN            NaN
  1330.83        500.000        98.4712                 NaN            NaN            NaN  0.354968                 NaN  0.777414                 NaN  0.396404                 NaN            NaN            NaN
  1328.32        500.000        11.5665        83.2037                 NaN            NaN   1.86858                 NaN   1.78922                 NaN   1.57198                 NaN            NaN            NaN
  1325.81        500.000        15.4580        81.7806                 NaN            NaN  0.914073                 NaN   1.05464                 NaN  0.792694                 NaN            NaN            NaN
  1323.31        500.000        19.0388        78.2493                 NaN  0.106237       0.803528                 NaN   1.04187                 NaN  0.760279                 NaN            NaN            NaN
  1320.80        500.000        22.8315        74.3623                 NaN  0.264112       0.674715                 NaN   1.10916                 NaN  0.758250                 NaN            NaN            NaN
  1318.30        500.000        26.3322        71.0510                 NaN  0.291534       0.569721                 NaN   1.06393                 NaN  0.691590                 NaN            NaN            NaN
  1315.79        500.000        29.3898        68.2297                 NaN  0.283761       0.487446                 NaN  0.989976                 NaN  0.619367                 NaN            NaN            NaN
  1313.28        500.000        31.9804        65.8728                 NaN  0.259831       0.426593                 NaN  0.907800                 NaN  0.552614                 NaN            NaN            NaN
  1310.78        500.000        34.1362        63.9180                 NaN  0.234844       0.379366                 NaN  0.834865                 NaN  0.496666                 NaN            NaN            NaN
  1308.27        500.000        35.9081        62.3119                 NaN  0.211622       0.343820                 NaN  0.773292                 NaN  0.451342                 NaN            NaN            NaN
  1305.76        500.000        37.3247        61.0330                 NaN  0.191240       0.314678                 NaN  0.722621                 NaN  0.413742                 NaN            NaN            NaN
  1303.26        500.000        38.4350        60.0299                 NaN  0.174161       0.293438                 NaN  0.682781                 NaN  0.384707                 NaN            NaN            NaN
  1300.75        500.000        39.4262        59.1340                 NaN  0.161380       0.281047                 NaN  0.632638                 NaN  0.364689                 NaN            NaN            NaN
  1298.25        500.000        39.8145        58.7970                 NaN  0.145943       0.258090                 NaN  0.645054                 NaN  0.339332                 NaN            NaN            NaN
  1295.74        500.000        40.1177        58.5533                 NaN  0.137552       0.253097                 NaN  0.609518                 NaN  0.328874                 NaN            NaN            NaN
  1293.23        500.000        98.7060                 NaN            NaN  0.129639       0.246053                 NaN  0.599222                 NaN  0.319039                 NaN            NaN            NaN
  1290.73        500.000        98.7279                 NaN            NaN  0.123145       0.241919                 NaN  0.594328                 NaN  0.312704                 NaN            NaN            NaN
  1288.22        500.000        98.7351                 NaN            NaN  0.118503       0.239904                 NaN  0.596392                 NaN  0.310088                 NaN            NaN            NaN
  1285.71        500.000        98.7277                 NaN            NaN  0.115309       0.240633                 NaN  0.605220                 NaN  0.311110                 NaN            NaN            NaN
  1283.21        500.000        98.7081                 NaN            NaN  0.118738       0.234742                 NaN  0.621805                 NaN  0.316600                 NaN            NaN            NaN
  1280.70        500.000        98.6583                 NaN            NaN  0.111216       0.253185                 NaN  0.652514                 NaN  0.324772                 NaN            NaN            NaN
  1278.20        500.000        98.5978                 NaN            NaN  0.117645       0.255856                 NaN  0.688292                 NaN  0.340425                 NaN            NaN            NaN
  1275.69        500.000        98.5021                 NaN            NaN  0.122919       0.267306                 NaN  0.745031                 NaN  0.362622                 NaN            NaN            NaN
  1273.18        500.000        98.3637                 NaN            NaN  0.131492       0.283272                 NaN  0.826471                 NaN  0.395033                 NaN            NaN            NaN
  1270.68        500.000        98.1571                 NaN            NaN  0.145539       0.304440                 NaN  0.949526                 NaN  0.443441                 NaN            NaN            NaN
  1268.17        500.000        97.8348                 NaN            NaN  0.167650       0.332958                 NaN   1.14607                 NaN  0.518492                 NaN            NaN            NaN
  1265.66        500.000        97.2708                 NaN            NaN  0.206611       0.363695                 NaN   1.51031                 NaN  0.648580                 NaN            NaN            NaN
  1263.16        500.000        96.2331                 NaN            NaN  0.164015                 NaN            NaN   1.70235        1.03164       0.868919                 NaN            NaN            NaN
  1260.65        500.000        98.6084                 NaN            NaN  0.154318                 NaN            NaN  0.361866       0.535313       0.340141                 NaN            NaN            NaN
  1258.15        500.000        98.6380                 NaN            NaN  0.148429                 NaN            NaN  0.520666       0.360241       0.332637                 NaN            NaN            NaN
  1255.64        500.000        98.6683                 NaN            NaN  0.142704                 NaN            NaN  0.503119       0.360459       0.325433                 NaN            NaN            NaN
  1253.13        500.000        98.6967                 NaN            NaN  0.136970                 NaN            NaN  0.486532       0.361177       0.318605                 NaN            NaN            NaN
  1250.63        500.000        98.7488                 NaN            NaN  0.128146       0.148305                 NaN  0.745502E-001  0.584401       0.315779                 NaN            NaN            NaN
  1248.12        500.000        95.8747                 NaN            NaN  0.274596       0.731525E-001            NaN  0.843337       0.555402       0.604599        1.77416                 NaN            NaN
  1245.61        500.000        93.4655                 NaN            NaN  0.388489                 NaN            NaN   1.02181       0.996557       0.839697        3.28797                 NaN            NaN
  1243.11        500.000        93.9167                 NaN            NaN  0.358656                 NaN            NaN  0.931241       0.951304       0.781671        3.06046                 NaN            NaN
  1240.60        500.000        94.3139                 NaN            NaN  0.331260                 NaN            NaN  0.888475       0.874981       0.729907        2.86146                 NaN            NaN
  1238.10        500.000        94.6705                 NaN            NaN  0.306456                 NaN            NaN  0.825430       0.830499       0.682959        2.68419                 NaN            NaN
  1235.59        500.000        94.9893                 NaN            NaN  0.283320       0.313384E-005            NaN  0.777104       0.783359       0.640384        2.52650                 NaN            NaN
  1233.08        500.000        95.2795                 NaN            NaN  0.261706                 NaN            NaN  0.748074       0.725788       0.601482        2.38348                 NaN            NaN
  1230.58        500.000        95.5405                 NaN            NaN  0.241487                 NaN            NaN  0.718894       0.678302       0.565962        2.25482                 NaN            NaN
  1228.07        500.000        95.7845                 NaN            NaN  0.222782                 NaN            NaN  0.690747       0.633159       0.532762        2.13605                 NaN            NaN
  1225.56        500.000        95.8615                 NaN            NaN            NaN            NaN            NaN  0.462909       0.967510       0.517628        2.08782       0.102634                 NaN
  1223.06        500.000        96.0963                 NaN            NaN            NaN  0.175812                 NaN  0.529489       0.611016       0.490783        1.99292       0.103703                 NaN
  1220.55        500.000        96.3132                 NaN            NaN            NaN  0.249691                 NaN  0.320876       0.655908       0.463030        1.89770       0.995537E-001            NaN
  1218.05        500.000        96.4924                 NaN            NaN            NaN  0.206923                 NaN  0.587208       0.380034       0.436720        1.80620       0.905256E-001            NaN
  1215.54        500.000        96.6556                 NaN            NaN            NaN  0.159539                 NaN  0.515013       0.453742       0.412534        1.72179       0.817452E-001            NaN
  1213.03        500.000        68.0555                 NaN            NaN            NaN   1.79392                 NaN   3.42022                 NaN   2.84050        12.1422       0.387975        11.3597     
  1210.53        500.000        47.1627                 NaN            NaN            NaN   2.90230                 NaN   5.37536                 NaN   4.58850        19.5310       0.581750        19.8584     
  1208.02        500.000        59.4864                 NaN            NaN            NaN   2.24269                 NaN   4.13547                 NaN   3.51266        14.9524       0.438418        15.2319     
  1205.51        500.000        68.0145                 NaN            NaN            NaN   1.76590                 NaN   3.25392                 NaN   2.76626        11.8174       0.342014        12.0400     
  1203.01        500.000        73.5519                 NaN            NaN            NaN   1.44640                 NaN   2.68125                 NaN   2.28178        9.79199       0.278432        9.96827     
  1200.50        500.000        77.5003                 NaN            NaN            NaN   1.22087                 NaN   2.24845                 NaN   1.93289        8.36213       0.235340        8.50005     
  1197.99        500.000        74.0495                 NaN            NaN            NaN   1.33804                 NaN   2.60428                 NaN   2.25875        9.73526       0.255948        9.75826     
  1195.49        500.000        87.2364                 NaN            NaN            NaN  0.648025                 NaN   1.36743                 NaN   1.05104        4.65182       0.128878        4.91642     
  1192.98        500.000        82.8015                 NaN            NaN            NaN  0.908023                 NaN   1.60097                 NaN   1.45139        6.51280       0.172279        6.55304     
  1190.48        500.000        82.8003                 NaN            NaN            NaN  0.857292                 NaN   1.62013                 NaN   1.43140        6.56465       0.168824        6.55744     
  1187.97        500.000        77.8372                 NaN            NaN            NaN   1.09483                 NaN   1.88617                 NaN   1.80641        8.60531       0.211871        8.55821     
  1185.46        500.000        66.8506                 NaN            NaN            NaN   1.43648                 NaN   2.67251                 NaN   2.57757        13.3771       0.304040        12.7817     
  1182.96        500.000                 NaN            NaN            NaN            NaN   4.45431                 NaN   6.45694                 NaN   7.44990        41.4166       0.917251        39.3050     
  1180.45        500.000                 NaN            NaN            NaN            NaN   4.45431                 NaN   6.45694                 NaN   7.44990        41.4166       0.917251        39.3050     
  1177.94        500.000                 NaN            NaN            NaN            NaN   4.45431                 NaN   6.45694                 NaN   7.44990        41.4166       0.917251        39.3050     
  1175.44        500.000                 NaN            NaN            NaN            NaN   4.45431                 NaN   6.45694                 NaN   7.44990        41.4166       0.917251        39.3050     
  1172.93        500.000                 NaN            NaN            NaN            NaN   4.45431                 NaN   6.45694                 NaN   7.44990        41.4166       0.917251        39.3050     
  1170.43        500.000                 NaN            NaN            NaN            NaN   4.45431                 NaN   6.45694                 NaN   7.44990        41.4166       0.917251        39.3050     
  1167.92        500.000                 NaN            NaN            NaN            NaN   4.45431                 NaN   6.45694                 NaN   7.44990        41.4166       0.917251        39.3050     
  1165.41        500.000                 NaN            NaN            NaN            NaN   4.45431                 NaN   6.45694                 NaN   7.44990        41.4166       0.917251        39.3050     
  1162.91        500.000                 NaN            NaN            NaN            NaN   4.45431                 NaN   6.45694                 NaN   7.44990        41.4166       0.917251        39.3050     
  1160.40        500.000                 NaN            NaN            NaN            NaN   4.45431                 NaN   6.45694                 NaN   7.44990        41.4166       0.917251        39.3050     
  1157.89        500.000                 NaN            NaN            NaN            NaN   4.45431                 NaN   6.45694                 NaN   7.44990        41.4166       0.917251        39.3050     
  1155.39        500.000                 NaN            NaN            NaN            NaN   4.45431                 NaN   6.45694                 NaN   7.44990        41.4166       0.917251        39.3050     
  1152.88        500.000                 NaN            NaN            NaN            NaN   4.45431                 NaN   6.45694                 NaN   7.44990        41.4166       0.917251        39.3050     
  1150.38        500.000                 NaN            NaN            NaN            NaN   4.45431                 NaN   6.45694                 NaN   7.44990        41.4166       0.917251        39.3050     
  1147.87        500.000                 NaN            NaN            NaN            NaN   4.45431                 NaN   6.45694                 NaN   7.44990        41.4166       0.917251        39.3050     
  1145.36        500.000                 NaN            NaN            NaN            NaN   4.45431                 NaN   6.45694                 NaN   7.44990        41.4166       0.917251        39.3050     
  1142.86        500.000                 NaN            NaN            NaN            NaN   4.45496                 NaN   6.45592                 NaN   7.44992        41.4167       0.917319        39.3052     
  1140.35        500.000                 NaN            NaN            NaN            NaN   4.48521                 NaN   6.43583                 NaN   7.46821        41.3756       0.916904        39.3182     
  1137.84        500.000                 NaN            NaN            NaN            NaN   4.50142                 NaN   6.41261                 NaN   7.46899        41.3757       0.917808        39.3235     
  1135.34        500.000                 NaN            NaN            NaN            NaN   4.51641                 NaN   6.39135                 NaN   7.46985        41.3753       0.918597        39.3285     
  1132.83        500.000                 NaN            NaN            NaN            NaN   4.53103                 NaN   6.37065                 NaN   7.47074        41.3748       0.919361        39.3334     
  1130.33        500.000                 NaN            NaN            NaN            NaN   4.54532                 NaN   6.35046                 NaN   7.47164        41.3743       0.920101        39.3382     
  1127.82        500.000                 NaN            NaN            NaN            NaN   4.55928                 NaN   6.33076                 NaN   7.47256        41.3736       0.920817        39.3430     
  1125.31        500.000                 NaN            NaN            NaN            NaN   4.57293                 NaN   6.31155                 NaN   7.47350        41.3729       0.921511        39.3476     
  1122.81        500.000                 NaN            NaN            NaN            NaN   4.58538                 NaN   6.29660                 NaN   7.47555        41.3681       0.921826        39.3525     
  1120.30        500.000                 NaN            NaN            NaN            NaN   4.65178                 NaN   6.16519                 NaN   7.47213        41.4078       0.933857        39.3693     
  1117.79        500.000                 NaN            NaN            NaN            NaN   4.65178                 NaN   6.16519                 NaN   7.47213        41.4078       0.933857        39.3693     
  1115.29        500.000                 NaN            NaN            NaN            NaN   4.70193                 NaN   6.12067                 NaN   7.48287        41.3758       0.929540        39.3892     
  1112.78        500.000                 NaN            NaN            NaN            NaN   4.70193                 NaN   6.12067                 NaN   7.48287        41.3758       0.929540        39.3892     
  1110.28        500.000                 NaN            NaN            NaN            NaN   4.70193                 NaN   6.12067                 NaN   7.48287        41.3758       0.929540        39.3892     
  1107.77        500.000                 NaN            NaN            NaN            NaN   4.70193                 NaN   6.12067                 NaN   7.48287        41.3758       0.929540        39.3892     
  1105.26        500.000                 NaN            NaN            NaN            NaN   4.70193                 NaN   6.12067                 NaN   7.48287        41.3758       0.929540        39.3892     
  1102.76        500.000                 NaN            NaN            NaN            NaN   4.70193                 NaN   6.12067                 NaN   7.48287        41.3758       0.929540        39.3892     
  1100.25        500.000                 NaN            NaN            NaN            NaN   4.70193                 NaN   6.12067                 NaN   7.48287        41.3758       0.929540        39.3892     
  1097.74        500.000                 NaN            NaN            NaN            NaN   4.70193                 NaN   6.12067                 NaN   7.48287        41.3758       0.929540        39.3892     
  1095.24        500.000                 NaN            NaN            NaN            NaN   4.70193                 NaN   6.12067                 NaN   7.48287        41.3758       0.929540        39.3892     
  1092.73        500.000                 NaN            NaN            NaN            NaN   4.70193                 NaN   6.12067                 NaN   7.48287        41.3758       0.929540        39.3892     
  1090.23        500.000                 NaN            NaN            NaN            NaN   4.70802                 NaN   6.11460                 NaN   7.48448        41.3710       0.929670        39.3922     
  1087.72        500.000                 NaN            NaN            NaN            NaN   4.79211                 NaN   5.97422                 NaN   7.48112        41.3927       0.939855        39.4200     
  1085.21        500.000                 NaN            NaN            NaN            NaN   4.78866                 NaN   5.98150                 NaN   7.48228        41.3886       0.939373        39.4196     
  1082.71        500.000                 NaN            NaN            NaN            NaN   4.79211                 NaN   5.97422                 NaN   7.48112        41.3927       0.939855        39.4200     
  1080.20        500.000                 NaN            NaN            NaN            NaN   4.78969                 NaN   5.98017                 NaN   7.48243        41.3883       0.939400        39.4200     
  1077.69        500.000                 NaN            NaN            NaN            NaN   4.79211                 NaN   5.97422                 NaN   7.48112        41.3927       0.939855        39.4200     
  1075.19        500.000                 NaN            NaN            NaN            NaN   4.79211                 NaN   5.97422                 NaN   7.48112        41.3927       0.939855        39.4200     
  1072.68        500.000                 NaN            NaN            NaN            NaN   4.80191                 NaN   5.99738                 NaN   7.50022        41.3378       0.931480        39.4312     
  1070.18        500.000                 NaN            NaN            NaN            NaN   4.79211                 NaN   5.97422                 NaN   7.48112        41.3927       0.939855        39.4200     
  1067.67        500.000                 NaN            NaN            NaN            NaN   4.82304                 NaN   5.96819                 NaN   7.50117        41.3348       0.933286        39.4395     
  1065.16        500.000                 NaN            NaN            NaN            NaN   4.79211                 NaN   5.97422                 NaN   7.48112        41.3927       0.939855        39.4200     
  1062.66        500.000                 NaN            NaN            NaN            NaN   4.83940                 NaN   5.94626                 NaN   7.50365        41.3307       0.933885        39.4461     
  1060.15        500.000                 NaN            NaN            NaN            NaN   4.84095                 NaN   5.94937                 NaN   7.50598        41.3226       0.932694        39.4484     
  1057.64        500.000                 NaN            NaN            NaN            NaN   4.85633                 NaN   5.92379                 NaN   7.50621        41.3260       0.934542        39.4531     
  1055.14        500.000                 NaN            NaN            NaN            NaN   4.85735                 NaN   5.92588                 NaN   7.50783        41.3208       0.933527        39.4546     
  1052.63        500.000                 NaN            NaN            NaN            NaN   4.87619                 NaN   5.89662                 NaN   7.50851        41.3215       0.935888        39.4613     
  1050.13        500.000                 NaN            NaN            NaN            NaN   4.87280                 NaN   5.90602                 NaN   7.51087        41.3151       0.934013        39.4612     
  1047.62        500.000                 NaN            NaN            NaN            NaN   4.88306                 NaN   5.89160                 NaN   7.51205        41.3132       0.934954        39.4652     
  1045.11        500.000                 NaN            NaN            NaN            NaN   4.88780                 NaN   5.88688                 NaN   7.51398        41.3092       0.934463        39.4677     
  1042.61        500.000                 NaN            NaN            NaN            NaN   4.89794                 NaN   5.87299                 NaN   7.51507        41.3069       0.935342        39.4718     
  1040.10        500.000                 NaN            NaN            NaN            NaN   4.90236                 NaN   5.86844                 NaN   7.51717        41.3031       0.934880        39.4741     
  1037.59        500.000                 NaN            NaN            NaN            NaN   4.91371                 NaN   5.85215                 NaN   7.51816        41.3029       0.935293        39.4778     
  1035.09        500.000                 NaN            NaN            NaN            NaN   4.91652                 NaN   5.85068                 NaN   7.52045        41.2967       0.935262        39.4804     
  1032.58        500.000                 NaN            NaN            NaN            NaN   4.93272                 NaN   5.82514                 NaN   7.52064        41.3001       0.936301        39.4851     
  1030.08        500.000                 NaN            NaN            NaN            NaN   4.93027                 NaN   5.83357                 NaN   7.52382        41.2900       0.935611        39.4867     
  1027.57        500.000                 NaN            NaN            NaN            NaN   4.94719                 NaN   5.80766                 NaN   7.52283        41.2943       0.936673        39.4913     
  1025.06        500.000                 NaN            NaN            NaN            NaN   4.94363                 NaN   5.81709                 NaN   7.52727        41.2831       0.935929        39.4929     
  1022.56        500.000                 NaN            NaN            NaN            NaN   4.95480                 NaN   5.79941                 NaN   7.52707        41.2826       0.938169        39.4980     
  1020.05        500.000                 NaN            NaN            NaN            NaN   4.95663                 NaN   5.80122                 NaN   7.53081        41.2760       0.936215        39.4991     
  1017.54        500.000                 NaN            NaN            NaN            NaN   4.96743                 NaN   5.78665                 NaN   7.53136        41.2724       0.937756        39.5044     
  1015.04        500.000                 NaN            NaN            NaN            NaN   4.96927                 NaN   5.78596                 NaN   7.53445        41.2686       0.936469        39.5052     
  1012.53        500.000                 NaN            NaN            NaN            NaN   4.97905                 NaN   5.77212                 NaN   7.53590        41.2664       0.937115        39.5094     
  1010.03        500.000                 NaN            NaN            NaN            NaN   4.98157                 NaN   5.77128                 NaN   7.53818        41.2610       0.936690        39.5113     
  1007.52        500.000                 NaN            NaN            NaN            NaN   4.99072                 NaN   5.75820                 NaN   7.53922        41.2591       0.937450        39.5153     
  1005.01        500.000                 NaN            NaN            NaN            NaN   4.99353                 NaN   5.75716                 NaN   7.54202        41.2531       0.936884        39.5174     
  1002.51        500.000                 NaN            NaN            NaN            NaN   5.00313                 NaN   5.74520                 NaN   7.54196        41.2524       0.936815        39.5205     
  1000.00        500.000                 NaN            NaN            NaN            NaN   5.00517                 NaN   5.74359                 NaN   7.54595        41.2449       0.937047        39.5234     
