|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m1.75/WD94/WD94_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1599.36        500.000        99.4217       0.400631       0.177643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1597.86        500.000        99.1186       0.831472       0.498974E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.36        500.000        99.1309       0.820209       0.488988E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1594.85        500.000        99.1398       0.812278       0.478921E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.35        500.000        99.1485       0.805022       0.464369E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.85        500.000        99.1572       0.796351       0.464523E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.35        500.000        99.1673       0.788641       0.440645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.84        500.000        99.1746       0.782270       0.431239E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.34        500.000        99.1837       0.767304       0.490215E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.84        500.000        99.1915       0.774032       0.344722E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.34        500.000        99.1945       0.764214       0.412368E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.84        500.000        99.2153       0.744138       0.405635E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.33        500.000        99.1584       0.799947       0.416787E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.83        500.000        99.2833       0.680927       0.357924E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.33        500.000        99.2322       0.730894       0.368888E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.83        500.000        99.2405       0.722875       0.366055E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.33        500.000        99.2092       0.754646       0.361612E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.82        500.000        99.2893       0.679403       0.312980E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.32        500.000        99.2623       0.703704       0.339618E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.82        500.000        99.2707       0.697380       0.319370E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.32        500.000        99.2721       0.697522       0.303484E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.81        500.000        99.2859       0.682410       0.316800E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.31        500.000        99.2895       0.681085       0.293962E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.81        500.000        99.2934       0.679083       0.275573E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.31        500.000        99.3033       0.672524       0.241593E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.81        500.000        99.3084       0.662052       0.295333E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.30        500.000        99.3139       0.660707       0.254058E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.80        500.000        99.3208       0.654868       0.242947E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.30        500.000        99.2436       0.734472       0.219752E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.80        500.000        99.4106       0.569686       0.196819E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.30        500.000        99.3211       0.636140       0.427641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.79        500.000        99.3572       0.637660       0.511026E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.29        500.000        99.3498       0.639959       0.102711E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.79        500.000        99.3551       0.626473       0.184438E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.29        500.000        99.3590       0.623053       0.179155E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.78        500.000        99.3588       0.627724       0.134632E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.28        500.000        99.3745       0.609700       0.158339E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.78        500.000        99.3805       0.577018       0.424487E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.28        500.000        99.3958       0.473272       0.130925                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.78        500.000        99.3879       0.612122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.27        500.000        99.3504       0.634418       0.151847E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.77        500.000        99.5865       0.400794       0.127445E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.27        500.000        99.2455       0.746391       0.809599E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.77        500.000        99.4168       0.508267       0.749365E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.27        500.000        99.4107       0.589297                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.76        500.000        99.4143       0.585739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.26        500.000        99.4171       0.582883                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.76        500.000        99.4233       0.576739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.26        500.000        99.4228       0.577238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.75        500.000        99.4376       0.562430                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.25        500.000        99.4299       0.570118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.75        500.000        99.4389       0.561141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.25        500.000        99.4434       0.556581                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.75        500.000        99.4633       0.452136       0.845890E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.24        500.000        99.4508       0.549230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.74        500.000        99.4543       0.545682                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.24        500.000        99.4469       0.553087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.74        500.000        99.4729       0.527085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.23        500.000        99.4662       0.533841                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.73        500.000        99.4717       0.528271                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.23        500.000        99.4728       0.527202                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.73        500.000        99.4784       0.521638                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.23        500.000        99.4791       0.520877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.72        500.000        99.4850       0.514989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.22        500.000        99.4870       0.513003                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.72        500.000        99.4906       0.509414       0.118702E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.22        500.000        99.4896       0.507342       0.302708E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.72        500.000        99.4985       0.501467                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.21        500.000        99.5002       0.499773                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.71        500.000        99.5044       0.495589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.21        500.000        99.5041       0.495851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.71        500.000        99.5092       0.490830                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.20        500.000        99.5134       0.486567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.70        500.000        99.5072       0.415338       0.774512E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.20        500.000        99.5463       0.453656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.70        500.000        99.5206       0.479380                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.20        500.000        99.5033       0.496676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.69        500.000        99.5630       0.437031                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.19        500.000        99.5141       0.485950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.69        500.000        99.5291       0.459143                 NaN  0.117221E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1479.19        500.000        99.4155       0.680164E-001            NaN  0.516434                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.69        500.000        99.4130       0.174602E-001            NaN  0.569512                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.18        500.000        99.4114                 NaN            NaN  0.588559                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.68        500.000        99.4127                 NaN            NaN  0.587292                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.18        500.000        99.4102                 NaN            NaN  0.589770                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.68        500.000        99.4082                 NaN            NaN  0.591774                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.17        500.000        99.4067                 NaN            NaN  0.593330                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.4025                 NaN            NaN  0.597502                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.17        500.000        99.4003                 NaN            NaN  0.599689                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.67        500.000        99.3917                 NaN            NaN  0.608271                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.17        500.000        99.3890                 NaN            NaN  0.610979                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.66        500.000        99.3837                 NaN            NaN  0.616338                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.16        500.000        99.1479                 NaN            NaN  0.437747       0.414306                 NaN            NaN            NaN            NaN            NaN
  1459.66        500.000        99.0280                 NaN            NaN  0.636982       0.335021                 NaN            NaN            NaN            NaN            NaN
  1458.16        500.000        99.0377                 NaN            NaN  0.631581       0.330726                 NaN            NaN            NaN            NaN            NaN
  1456.66        500.000        99.0465                 NaN            NaN  0.327728       0.625742                 NaN            NaN            NaN            NaN            NaN
  1455.15        500.000        99.0575                 NaN            NaN  0.323513       0.619026                 NaN            NaN            NaN            NaN            NaN
  1453.65        500.000        99.0670                 NaN            NaN  0.613307       0.319742                 NaN            NaN            NaN            NaN            NaN
  1452.15        500.000        99.0696                 NaN            NaN  0.615128       0.315255                 NaN            NaN            NaN            NaN            NaN
  1450.65        500.000        99.0886                 NaN            NaN  0.599942       0.311416                 NaN            NaN            NaN            NaN            NaN
  1449.14        500.000        99.0929                 NaN            NaN  0.598486       0.308662                 NaN            NaN            NaN            NaN            NaN
  1447.64        500.000        99.1026                 NaN            NaN  0.305376       0.592063                 NaN            NaN            NaN            NaN            NaN
  1446.14        500.000        99.1114                 NaN            NaN  0.586407       0.302241                 NaN            NaN            NaN            NaN            NaN
  1444.64        500.000        99.1185                 NaN            NaN  0.581325       0.300221                 NaN            NaN            NaN            NaN            NaN
  1443.14        500.000        98.6778                 NaN            NaN  0.873834       0.448377                 NaN            NaN            NaN            NaN            NaN
  1441.63        500.000        99.5899                 NaN            NaN  0.139720       0.270346                 NaN            NaN            NaN            NaN            NaN
