|6.6.6
Archiving\03_Data\eq/QFM_m4/NWA1068/NWA1068_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        Opx(TH)        ab            
  1929.49        2500.00        99.3465       0.636531       0.169571E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.3464       0.636599       0.169574E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.3464       0.636667       0.169577E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.3463       0.636734       0.169580E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.3462       0.636802       0.169583E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.3462       0.636870       0.169586E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.3461       0.636938       0.169589E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.3460       0.637006       0.169592E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.3460       0.637074       0.169595E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.3459       0.637142       0.169598E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.3458       0.637210       0.169601E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.3458       0.637278       0.169604E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.3457       0.637346       0.169608E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.3456       0.637415       0.169611E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.3456       0.637483       0.169614E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.3455       0.637551       0.169618E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.3454       0.637620       0.169621E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.3453       0.637688       0.169625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.3453       0.637756       0.169628E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.3452       0.637825       0.169632E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.3451       0.637893       0.169635E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.3451       0.637962       0.169639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.3450       0.638031       0.169642E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.3449       0.638099       0.169646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.3449       0.638168       0.169650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.3448       0.638237       0.169653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        99.3447       0.638306       0.169657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        99.3447       0.638375       0.169661E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        99.3446       0.638444       0.169665E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        99.3445       0.638513       0.169669E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        99.3445       0.638582       0.169672E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        99.3444       0.638651       0.169676E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        99.3443       0.638720       0.169680E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        99.3442       0.638789       0.169684E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        99.3442       0.638858       0.169688E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        99.3441       0.638928       0.169692E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        99.3440       0.638997       0.169696E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        99.3440       0.639066       0.169701E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        99.3439       0.639136       0.169705E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        99.3438       0.639205       0.169709E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        99.3438       0.639275       0.169713E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        99.3437       0.639344       0.169717E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        99.3436       0.639414       0.169722E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        99.3435       0.639483       0.169726E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        99.3435       0.639553       0.169730E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        99.3434       0.639623       0.169735E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        99.3433       0.639693       0.169739E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        99.3433       0.639762       0.169744E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        99.3432       0.639832       0.169748E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        99.3431       0.639902       0.169753E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        99.3431       0.639972       0.169757E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        99.3430       0.640042       0.169762E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        99.3429       0.640112       0.169766E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        99.3428       0.640182       0.169771E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        99.3428       0.640252       0.169776E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        99.3427       0.640322       0.169781E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        99.3426       0.640393       0.169785E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        99.3426       0.640463       0.169790E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        99.3425       0.640533       0.169795E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        99.3424       0.640603       0.169800E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        99.3423       0.640674       0.169805E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        99.3423       0.640744       0.169809E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        99.3422       0.640814       0.169814E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        99.3421       0.640885       0.169819E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        99.3421       0.640955       0.169824E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        99.3420       0.641026       0.169829E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        99.3419       0.641097       0.169834E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        99.3418       0.641167       0.169840E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        99.3418       0.641238       0.169845E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        99.3417       0.641309       0.169850E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        99.3416       0.641379       0.169855E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        99.3416       0.641450       0.169860E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        99.3415       0.641521       0.169865E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        99.3414       0.641592       0.169871E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        99.3413       0.641663       0.169876E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        99.3353       0.641741       0.169883E-001  0.593843E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        99.3248       0.641825       0.169892E-001  0.163598E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        99.3144       0.641909       0.169901E-001  0.266621E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        99.3040       0.641993       0.169910E-001  0.369673E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        99.2940       0.642076       0.169918E-001  0.469802E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        99.2839       0.642160       0.169927E-001  0.569958E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        99.2737       0.642243       0.169936E-001  0.670142E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.2636       0.642326       0.169944E-001  0.770355E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        98.6423       0.642588       0.162737E-001  0.874614E-001  0.611380                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        97.9653       0.642865       0.154827E-001  0.977963E-001   1.27852                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        97.2963       0.643139       0.146867E-001  0.108010        1.93783                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        96.6268       0.643411       0.138902E-001  0.118232        2.59766                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        95.9721       0.643680       0.130942E-001  0.128091        3.24299                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        95.3170       0.643946       0.122977E-001  0.137958        3.88883                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        94.6613       0.644211       0.115006E-001  0.147833        4.53518                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        94.0051       0.644474       0.107030E-001  0.157716        5.18202                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        93.3862       0.644729       0.991398E-002  0.166994        5.79215                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        92.7669       0.644982       0.912447E-002  0.176278        6.40273                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        92.1471       0.645233       0.833443E-002  0.185570        7.01375                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        91.5269       0.645483       0.754388E-002  0.194868        7.62520                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        90.9062       0.645730       0.675281E-002  0.204173        8.23709                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        90.2852       0.645977       0.596125E-002  0.213485        8.84941                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        89.6637       0.646221       0.516919E-002  0.222803        9.46215                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        89.0417       0.646463       0.437664E-002  0.232129        10.0753                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        88.4606       0.646697       0.360347E-002  0.240824        10.6482                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        87.8792       0.646929       0.282985E-002  0.249526        11.2215                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        87.2974       0.647160       0.205579E-002  0.258234        11.7952                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        86.7152       0.647389       0.128129E-002  0.266947        12.3692                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        86.1521       0.647611       0.519049E-003  0.275579        12.9242                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        85.6003       0.647832                 NaN  0.284121        13.4677                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        85.0738       0.648045                 NaN  0.292309        13.9859                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        84.5469       0.648256                 NaN  0.300502        14.5043                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        84.0507       0.648460                 NaN  0.308318        14.9925                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        83.5542       0.648663                 NaN  0.316138        15.4810                 NaN            NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        83.0574       0.648864                 NaN  0.323962        15.9697                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        82.5604       0.649064                 NaN  0.331791        16.4587                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        82.0632       0.649262                 NaN  0.339624        16.9480                 NaN            NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        81.5656       0.649459                 NaN  0.347461        17.4374                 NaN            NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        81.0679       0.649655                 NaN  0.355302        17.9272                 NaN            NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        80.5699       0.649849                 NaN  0.363147        18.4171                 NaN            NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        80.1246       0.650030                 NaN  0.370371        18.8550                 NaN            NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        79.6791       0.650211                 NaN  0.377599        19.2931                 NaN            NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        79.2334       0.650390                 NaN  0.384830        19.7314                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        78.7875       0.650567                 NaN  0.392064        20.1698                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        78.3415       0.650744                 NaN  0.399301        20.6085                 NaN            NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        77.8952       0.650919                 NaN  0.406542        21.0473                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        77.4488       0.651093                 NaN  0.413786        21.4863                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        77.0022       0.651265                 NaN  0.421034        21.9255                 NaN            NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        76.5953       0.651428                 NaN  0.427744        22.3256                 NaN            NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        76.1882       0.651589                 NaN  0.434458        22.7257                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        75.7810       0.651749                 NaN  0.441174        23.1261                 NaN            NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        75.3737       0.651908                 NaN  0.447893        23.5265                 NaN            NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        74.9858       0.652061                 NaN  0.454564        23.9075                 NaN            NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00        74.5979       0.652213                 NaN  0.461238        24.2887                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.03        2500.00        73.9814       0.652609                 NaN  0.469046        24.5344       0.362599                 NaN            NaN            NaN            NaN            NaN
  1512.82        2500.00        72.7891       0.653606                 NaN  0.480476        24.4668        1.61000                 NaN            NaN            NaN            NaN            NaN
  1509.62        2500.00        71.5218       0.654682                 NaN  0.491878        24.4119        2.91976                 NaN            NaN            NaN            NaN            NaN
  1506.41        2500.00        70.2504       0.655761                 NaN  0.503317        24.3567        4.23381                 NaN            NaN            NaN            NaN            NaN
  1503.21        2500.00        68.9748       0.656842                 NaN  0.514795        24.3014        5.55216                 NaN            NaN            NaN            NaN            NaN
  1500.00        2500.00        67.6952       0.657926                 NaN  0.526310        24.2458        6.87481                 NaN            NaN            NaN            NaN            NaN
  1496.79        2500.00        66.3025       0.659119                 NaN  0.538129        24.2212        8.27909                 NaN            NaN            NaN            NaN            NaN
  1493.59        2500.00        64.7172       0.660469                 NaN  0.549217        24.2953        9.18213       0.595666                 NaN            NaN            NaN            NaN
  1490.38        2500.00        64.7156       0.660507                 NaN  0.549256        24.2964        9.18253       0.595691                 NaN            NaN            NaN            NaN
  1487.18        2500.00        61.3984       0.663283                 NaN  0.570164        24.5712        3.18079        9.61613                 NaN            NaN            NaN            NaN
  1483.97        2500.00        61.3968       0.663319                 NaN  0.570203        24.5723        3.18091        9.61653                 NaN            NaN            NaN            NaN
  1480.77        2500.00        61.3951       0.663355                 NaN  0.570241        24.5733        3.18104        9.61694                 NaN            NaN            NaN            NaN
  1477.56        2500.00        61.3935       0.663391                 NaN  0.570280        24.5743        3.18117        9.61734                 NaN            NaN            NaN            NaN
  1474.36        2500.00        61.3918       0.663427                 NaN  0.570319        24.5754        3.18129        9.61775                 NaN            NaN            NaN            NaN
  1471.15        2500.00        61.3902       0.663463                 NaN  0.570357        24.5764        3.18142        9.61815                 NaN            NaN            NaN            NaN
  1467.95        2500.00        61.3886       0.663499                 NaN  0.570396        24.5774        3.18155        9.61856                 NaN            NaN            NaN            NaN
  1464.74        2500.00        61.3869       0.663535                 NaN  0.570435        24.5785        3.18167        9.61897                 NaN            NaN            NaN            NaN
  1461.54        2500.00        49.7227       0.673369                 NaN  0.662317        25.2984        11.4622        12.1810                 NaN            NaN            NaN            NaN
  1458.33        2500.00        49.7210       0.673399                 NaN  0.662356        25.2992        11.4626        12.1814                 NaN            NaN            NaN            NaN
  1455.13        2500.00        49.7194       0.673428                 NaN  0.662396        25.3000        11.4629        12.1818                 NaN            NaN            NaN            NaN
  1451.92        2500.00        49.7178       0.673458                 NaN  0.662435        25.3008        11.4633        12.1822                 NaN            NaN            NaN            NaN
  1448.72        2500.00        49.7161       0.673488                 NaN  0.662474        25.3017        11.4636        12.1826                 NaN            NaN            NaN            NaN
  1445.51        2500.00        49.7145       0.673517                 NaN  0.662514        25.3025        11.4640        12.1830                 NaN            NaN            NaN            NaN
  1442.31        2500.00        49.7128       0.673547                 NaN  0.662553        25.3033        11.4643        12.1834                 NaN            NaN            NaN            NaN
  1439.10        2500.00        49.7112       0.673576                 NaN  0.662592        25.3041        11.4647        12.1838                 NaN            NaN            NaN            NaN
  1435.90        2500.00        40.0147       0.682043                 NaN  0.782659        25.5859        17.7185        15.2162                 NaN            NaN            NaN            NaN
  1432.69        2500.00        40.0132       0.682067                 NaN  0.782700        25.5865        17.7189        15.2166                 NaN            NaN            NaN            NaN
  1429.49        2500.00        40.0118       0.682091                 NaN  0.782741        25.5872        17.7192        15.2170                 NaN            NaN            NaN            NaN
  1426.28        2500.00        40.0103       0.682115                 NaN  0.782781        25.5878        17.7196        15.2174                 NaN            NaN            NaN            NaN
  1423.08        2500.00        35.7708       0.685961                 NaN  0.860659        25.6074        20.3713        16.7039                 NaN            NaN            NaN            NaN
  1419.87        2500.00        35.7695       0.685982                 NaN  0.860701        25.6079        20.3717        16.7043                 NaN            NaN            NaN            NaN
  1416.67        2500.00        33.7953       0.687818                 NaN  0.905056        25.5912        21.6021        17.4184                 NaN            NaN            NaN            NaN
  1413.46        2500.00        32.8452       0.688722                 NaN  0.928595        25.5772        22.1898        17.7705                 NaN            NaN            NaN            NaN
  1410.26        2500.00        31.5658       0.689663                 NaN  0.943632        25.6551        18.1599        22.7265       0.259405                 NaN            NaN            NaN
  1407.05        2500.00        31.5646       0.689682                 NaN  0.943675        25.6555        18.1603        22.7269       0.259424                 NaN            NaN            NaN
  1403.85        2500.00        31.5634       0.689701                 NaN  0.943718        25.6559        18.1606        22.7272       0.259444                 NaN            NaN            NaN
  1400.64        2500.00        31.5623       0.689719                 NaN  0.943761        25.6563        18.1609        22.7275       0.259463                 NaN            NaN            NaN
  1397.44        2500.00        31.5611       0.689738                 NaN  0.943804        25.6567        18.1613        22.7279       0.259483                 NaN            NaN            NaN
  1394.23        2500.00        31.5600       0.689757                 NaN  0.943847        25.6571        18.1616        22.7282       0.259502                 NaN            NaN            NaN
  1391.03        2500.00        31.5588       0.689775                 NaN  0.943890        25.6576        18.1619        22.7285       0.259522                 NaN            NaN            NaN
  1387.82        2500.00        31.5576       0.689794                 NaN  0.943933        25.6580        18.1623        22.7289       0.259541                 NaN            NaN            NaN
  1384.62        2500.00        21.0964       0.695821                 NaN  0.964100        26.8144        25.1091        21.2294        4.09069                 NaN            NaN            NaN
  1381.41        2500.00        21.0957       0.695832                 NaN  0.964134        26.8146        25.1092        21.2296        4.09095                 NaN            NaN            NaN
  1378.21        2500.00        21.0949       0.695844                 NaN  0.964168        26.8148        25.1093        21.2298        4.09122                 NaN            NaN            NaN
  1375.00        2500.00        21.0941       0.695855                 NaN  0.964202        26.8149        25.1095        21.2300        4.09148                 NaN            NaN            NaN
  1371.79        2500.00        21.0933       0.695867                 NaN  0.964236        26.8151        25.1096        21.2302        4.09175                 NaN            NaN            NaN
  1368.59        2500.00        21.0925       0.695878                 NaN  0.964270        26.8153        25.1097        21.2303        4.09202                 NaN            NaN            NaN
  1365.38        2500.00        21.0918       0.695890                 NaN  0.964304        26.8154        25.1098        21.2305        4.09228                 NaN            NaN            NaN
  1362.18        2500.00        21.0910       0.695901                 NaN  0.964338        26.8156        25.1100        21.2307        4.09255                 NaN            NaN            NaN
  1358.97        2500.00        14.5319       0.699820                 NaN  0.984328        27.4383        25.9820        23.5498        6.81384                 NaN            NaN            NaN
  1355.77        2500.00        14.5314       0.699827                 NaN  0.984357        27.4383        25.9820        23.5499        6.81424                 NaN            NaN            NaN
  1352.56        2500.00        14.5309       0.699834                 NaN  0.984386        27.4383        25.9820        23.5499        6.81464                 NaN            NaN            NaN
  1349.36        2500.00        14.5304       0.699841                 NaN  0.984415        27.4383        25.9820        23.5500        6.81504                 NaN            NaN            NaN
  1346.15        2500.00        14.5300       0.699849                 NaN  0.984444        27.4383        25.9820        23.5501        6.81544                 NaN            NaN            NaN
  1342.95        2500.00        14.5295       0.699856                 NaN  0.984472        27.4383        25.9819        23.5501        6.81584                 NaN            NaN            NaN
  1339.74        2500.00        14.5290       0.699863                 NaN  0.984501        27.4383        25.9819        23.5502        6.81624                 NaN            NaN            NaN
  1336.54        2500.00        14.5285       0.699870                 NaN  0.984530        27.4383        25.9819        23.5503        6.81664                 NaN            NaN            NaN
  1333.33        2500.00        9.85540       0.702826                 NaN   1.00257        27.7941        25.4907        26.1653        8.98911                 NaN            NaN            NaN
  1330.13        2500.00        9.85511       0.702830                 NaN   1.00260        27.7940        25.4907        26.1652        8.98960                 NaN            NaN            NaN
  1326.92        2500.00        9.85482       0.702835                 NaN   1.00262        27.7939        25.4907        26.1650        8.99009                 NaN            NaN            NaN
  1323.72        2500.00        9.85452       0.702839                 NaN   1.00265        27.7938        25.4907        26.1649        8.99058                 NaN            NaN            NaN
  1320.51        2500.00        7.93822       0.704136                 NaN   1.01039        27.9061        26.1177        26.3877        9.93577                 NaN            NaN            NaN
  1317.31        2500.00        7.49107       0.704450                 NaN   1.01217        27.9283        26.6010        26.1035        10.1595                 NaN            NaN            NaN
  1314.10        2500.00        5.68406       0.705305                 NaN   1.01545        28.1070        26.7960        26.2705        10.5360       0.885704                 NaN            NaN
  1310.90        2500.00                 NaN  0.707562                 NaN   1.02288        28.7639        26.8110        26.9806        11.2950        4.41909                 NaN            NaN
  1307.69        2500.00                 NaN  0.707517                 NaN   1.02471        28.7763        26.9171        26.8259        11.3304        4.41804                 NaN            NaN
  1304.49        2500.00                 NaN  0.707518                 NaN   1.02473        28.7761        26.9169        26.8258        11.3310        4.41809                 NaN            NaN
  1301.28        2500.00                 NaN  0.707518                 NaN   1.02475        28.7758        26.9166        26.8256        11.3315        4.41815                 NaN            NaN
