|6.6.6
Archiving\03_Data\Dfrac/QFM_m0.25/K22/K22_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1436.09        2500.00        98.4681       0.515425E-001            NaN            NaN            NaN   1.00476       0.475547                 NaN            NaN            NaN            NaN
  1433.58        2500.00        98.4797       0.474711E-001            NaN            NaN            NaN  0.997454       0.475328                 NaN            NaN            NaN            NaN
  1431.08        2500.00        98.4889       0.445009E-001            NaN            NaN            NaN  0.991112       0.475460                 NaN            NaN            NaN            NaN
  1428.57        2500.00        98.4978       0.412770E-001            NaN            NaN            NaN  0.476232       0.984728                 NaN            NaN            NaN            NaN
  1426.07        2500.00        97.0493       0.386324                 NaN            NaN            NaN   1.09997       0.730084       0.734306                 NaN            NaN            NaN
  1423.56        2500.00        96.5158       0.532996                 NaN            NaN            NaN  0.801992        1.12847        1.02075                 NaN            NaN            NaN
  1421.05        2500.00        96.6057       0.533031                 NaN            NaN            NaN  0.763204        1.10353       0.994515                 NaN            NaN            NaN
  1418.55        2500.00        96.6905       0.533309                 NaN            NaN            NaN  0.726016        1.08032       0.969872                 NaN            NaN            NaN
  1416.04        2500.00        96.3185       0.633125                 NaN            NaN            NaN   1.22349       0.738361        1.08658                 NaN            NaN            NaN
  1413.53        2500.00        97.2889       0.440459                 NaN            NaN            NaN  0.883439       0.598169       0.789055                 NaN            NaN            NaN
  1411.03        2500.00        96.9199       0.534748                 NaN            NaN            NaN   1.01935       0.623318       0.902692                 NaN            NaN            NaN
  1408.52        2500.00        96.9943       0.535112                 NaN            NaN            NaN  0.998827       0.591023       0.880786                 NaN            NaN            NaN
  1406.02        2500.00        97.0628       0.535704                 NaN            NaN            NaN  0.980964       0.559785       0.860724                 NaN            NaN            NaN
  1403.51        2500.00        97.1207       0.536894                 NaN            NaN            NaN  0.967787       0.531278       0.843318                 NaN            NaN            NaN
  1401.00        2500.00        97.1939       0.537755                 NaN            NaN            NaN  0.945765       0.500954       0.821643                 NaN            NaN            NaN
  1398.50        2500.00        97.2459       0.539527                 NaN            NaN            NaN  0.475993       0.932133       0.806453                 NaN            NaN            NaN
  1395.99        2500.00        97.3020       0.540838                 NaN            NaN            NaN  0.449864       0.917417       0.789901                 NaN            NaN            NaN
  1393.48        2500.00        97.3541       0.542831                 NaN            NaN            NaN  0.904057       0.424410       0.774575                 NaN            NaN            NaN
  1390.98        2500.00        97.4075       0.543418                 NaN            NaN            NaN  0.889575       0.400671       0.758800                 NaN            NaN            NaN
  1388.47        2500.00        97.4613       0.543921                 NaN            NaN            NaN  0.877163       0.375491       0.742097                 NaN            NaN            NaN
  1385.96        2500.00        97.5087       0.544406                 NaN            NaN            NaN  0.863142       0.355710       0.728084                 NaN            NaN            NaN
  1383.46        2500.00        97.5530       0.546729                 NaN            NaN            NaN  0.333890       0.851467       0.714899                 NaN            NaN            NaN
  1380.95        2500.00        97.5993       0.546801                 NaN            NaN            NaN  0.839706       0.313346       0.700850                 NaN            NaN            NaN
  1378.45        2500.00        97.6410       0.547799                 NaN            NaN            NaN  0.829329       0.293760       0.688090                 NaN            NaN            NaN
  1375.94        2500.00        97.6811       0.548574                 NaN            NaN            NaN  0.820095       0.274456       0.675783                 NaN            NaN            NaN
  1373.43        2500.00        97.7239       0.548177                 NaN            NaN            NaN  0.807909       0.257198       0.662778                 NaN            NaN            NaN
  1370.93        2500.00        97.7611       0.549133                 NaN            NaN            NaN  0.797901       0.240472       0.651358                 NaN            NaN            NaN
  1368.42        2500.00        97.8004       0.548103                 NaN            NaN            NaN  0.788111       0.224179       0.639212                 NaN            NaN            NaN
  1365.91        2500.00        97.8363       0.547903                 NaN            NaN            NaN  0.778683       0.209037       0.628065                 NaN            NaN            NaN
  1363.41        2500.00        97.8697       0.547311                 NaN            NaN            NaN  0.195626       0.769974       0.617420                 NaN            NaN            NaN
  1360.90        2500.00        97.9041       0.545956                 NaN            NaN            NaN  0.182336       0.761034       0.606598                 NaN            NaN            NaN
  1358.40        2500.00        97.9382       0.544404                 NaN            NaN            NaN  0.751976       0.169668       0.595753                 NaN            NaN            NaN
  1355.89        2500.00        97.9707       0.543146                 NaN            NaN            NaN  0.158488       0.741800       0.585841                 NaN            NaN            NaN
  1353.38        2500.00        98.0026       0.540384                 NaN            NaN            NaN  0.735186       0.146691       0.575178                 NaN            NaN            NaN
  1350.88        2500.00        98.0317       0.537259                 NaN            NaN            NaN  0.726070       0.139446       0.565478                 NaN            NaN            NaN
  1348.37        2500.00        98.0598       0.534847                 NaN            NaN            NaN  0.131037       0.718023       0.556299                 NaN            NaN            NaN
  1345.86        2500.00        98.0879       0.531364                 NaN            NaN            NaN  0.123435       0.710338       0.546996                 NaN            NaN            NaN
  1343.36        2500.00        98.1159       0.527181                 NaN            NaN            NaN  0.117328       0.701883       0.537721                 NaN            NaN            NaN
  1340.85        2500.00        98.1428       0.522896                 NaN            NaN            NaN  0.693784       0.111776       0.528789                 NaN            NaN            NaN
  1338.35        2500.00        98.1692       0.517958                 NaN            NaN            NaN  0.685605       0.107361       0.519842                 NaN            NaN            NaN
  1335.84        2500.00        98.1930       0.512673                 NaN            NaN            NaN  0.677865       0.104954       0.511514                 NaN            NaN            NaN
  1333.33        2500.00        98.0136       0.265544       0.146092                 NaN            NaN  0.354262       0.713668       0.506881                 NaN            NaN            NaN
  1330.83        2500.00        97.6609                 NaN  0.409497                 NaN            NaN  0.847574       0.548216       0.533840                 NaN            NaN            NaN
  1328.32        2500.00        97.7182                 NaN  0.401218                 NaN            NaN  0.827503       0.530989       0.522076                 NaN            NaN            NaN
  1325.81        2500.00        97.7770                 NaN  0.390930                 NaN            NaN  0.803821       0.518082       0.510142                 NaN            NaN            NaN
  1323.31        2500.00        97.8345                 NaN  0.380842                 NaN            NaN  0.781815       0.504315       0.498512                 NaN            NaN            NaN
  1320.80        2500.00        97.8945                 NaN  0.369597                 NaN            NaN  0.755823       0.493659       0.486390                 NaN            NaN            NaN
  1318.30        2500.00        97.9500                 NaN  0.358988                 NaN            NaN  0.733041       0.482839       0.475153                 NaN            NaN            NaN
  1315.79        2500.00        98.0040                 NaN  0.348450                 NaN            NaN  0.710673       0.472709       0.464130                 NaN            NaN            NaN
  1313.28        2500.00        98.0569                 NaN  0.338160                 NaN            NaN  0.462686       0.688792       0.453433                 NaN            NaN            NaN
  1310.78        2500.00        98.1084                 NaN  0.328116                 NaN            NaN  0.667277       0.453306       0.442932                 NaN            NaN            NaN
  1308.27        2500.00        98.1573                 NaN  0.318323                 NaN            NaN  0.646973       0.444505       0.432869                 NaN            NaN            NaN
  1305.76        2500.00        98.2049                 NaN  0.308510                 NaN            NaN  0.436650       0.626716       0.423176                 NaN            NaN            NaN
  1303.26        2500.00        98.2514                 NaN  0.299012                 NaN            NaN  0.428445       0.607613       0.413576                 NaN            NaN            NaN
  1300.75        2500.00        98.2951                 NaN  0.289619                 NaN            NaN  0.421795       0.588881       0.404589                 NaN            NaN            NaN
  1298.25        2500.00        98.3382                 NaN  0.280344                 NaN            NaN  0.415720       0.570137       0.395583                 NaN            NaN            NaN
  1295.74        2500.00        98.3798                 NaN  0.271550                 NaN            NaN  0.408851       0.552844       0.387002                 NaN            NaN            NaN
  1293.23        2500.00        98.4202                 NaN  0.262931                 NaN            NaN  0.402297       0.535992       0.378545                 NaN            NaN            NaN
  1290.73        2500.00        98.4590                 NaN  0.254626                 NaN            NaN  0.396261       0.519660       0.370426                 NaN            NaN            NaN
  1288.22        2500.00        98.4962                 NaN  0.246079                 NaN            NaN  0.503510       0.391439       0.362739                 NaN            NaN            NaN
  1285.71        2500.00        98.5332                 NaN  0.238002                 NaN            NaN  0.385922       0.488091       0.354818                 NaN            NaN            NaN
  1283.21        2500.00        98.5686                 NaN  0.230217                 NaN            NaN  0.472995       0.380866       0.347365                 NaN            NaN            NaN
  1280.70        2500.00        98.6022                 NaN  0.222539                 NaN            NaN  0.458421       0.376509       0.340283                 NaN            NaN            NaN
  1278.20        2500.00        77.1322                 NaN   1.51278                 NaN            NaN   2.47393        3.65669        2.77914        12.4453                 NaN            NaN
  1275.69        2500.00        73.7943                 NaN   1.61477                 NaN            NaN   4.38357        2.55468        3.15488        14.4978                 NaN            NaN
  1273.18        2500.00        75.8047                 NaN   1.42744                 NaN            NaN   4.22100        2.17660        2.91886        13.4514                 NaN            NaN
  1270.68        2500.00        80.0560                 NaN   1.20227                 NaN            NaN   3.64501        1.78522        2.50621        10.8053                 NaN            NaN
  1268.17        2500.00        83.4268                 NaN  0.938158                 NaN            NaN   2.85795        1.31569        1.93121        9.53023                 NaN            NaN
  1265.66        2500.00        85.7097                 NaN  0.830733                 NaN            NaN   2.63592        1.17341        1.77368        7.87656                 NaN            NaN
  1263.16        2500.00        85.5195                 NaN  0.782291       0.123802E-002            NaN   2.65465        1.20619        1.77218        8.06399                 NaN            NaN
  1260.65        2500.00        99.4599                 NaN  0.106329                 NaN            NaN  0.130068E-001  0.959886E-001  0.790546E-001  0.245689                 NaN            NaN
  1258.15        2500.00        84.2548                 NaN   1.04980                 NaN            NaN   2.63454        1.43156        1.98224        8.64709                 NaN            NaN
  1255.64        2500.00        91.8102                 NaN  0.576416                 NaN            NaN  0.770708        1.29450        1.03569        4.51244                 NaN            NaN
  1253.13        2500.00        92.5915                 NaN  0.542623                 NaN            NaN  0.725813        1.11425       0.939604        4.08625                 NaN            NaN
  1250.63        2500.00        92.8387                 NaN  0.357221                 NaN            NaN  0.628831        1.20245       0.900566        3.96535       0.106863                 NaN
  1248.12        2500.00        92.9121                 NaN  0.577121E-001            NaN            NaN   1.64332       0.292285       0.889438        3.94216       0.262989                 NaN
  1245.61        2500.00        93.4382                 NaN  0.130960                 NaN            NaN  0.625511        1.13146       0.808679        3.63999       0.225228                 NaN
  1243.11        2500.00        93.0848                 NaN  0.108340                 NaN            NaN  0.523321        1.32993       0.859173        3.85314       0.241340                 NaN
  1240.60        2500.00        99.1955                 NaN  0.453900E-001            NaN            NaN  0.107485       0.979020E-001  0.108338       0.423648       0.217560E-001            NaN
  1238.10        2500.00        98.1848                 NaN  0.165722E-001            NaN            NaN  0.338225       0.137509       0.213873        1.04766       0.613605E-001            NaN
  1235.59        2500.00        87.7939                 NaN            NaN            NaN            NaN   2.97498       0.528165        1.52862        6.72762       0.446719                 NaN
  1233.08        2500.00        94.6894                 NaN  0.147551                 NaN            NaN  0.774977       0.562329       0.650439        3.01199       0.163294                 NaN
  1230.58        2500.00        99.4777                 NaN  0.423981E-001            NaN            NaN  0.150481                 NaN  0.694158E-001  0.245458       0.145085E-001            NaN
  1228.07        2500.00        99.6435                 NaN            NaN            NaN            NaN            NaN            NaN  0.221357E-001  0.227886       0.444294E-002  0.102041     
  1225.56        2500.00        89.6030                 NaN            NaN            NaN            NaN  0.166811        2.79722        1.30016        5.78545       0.347385                 NaN
  1223.06        2500.00                 NaN            NaN   5.99631                 NaN            NaN   8.41209                 NaN   8.32025        44.9560                 NaN   32.3154     
  1220.55        2500.00                 NaN            NaN   5.99010                 NaN            NaN   8.42413                 NaN   8.32566        44.9472                 NaN   32.3130     
  1218.05        2500.00                 NaN            NaN   5.98703                 NaN            NaN   8.42828                 NaN   8.32950        44.9440                 NaN   32.3112     
  1215.54        2500.00                 NaN            NaN   5.99718                 NaN            NaN   8.41901                 NaN   8.33111        44.9302                 NaN   32.3225     
  1213.03        2500.00                 NaN            NaN   6.00260                 NaN            NaN   8.40884                 NaN   8.33552        44.9259                 NaN   32.3272     
  1210.53        2500.00                 NaN            NaN   6.00700                 NaN            NaN   8.40092                 NaN   8.33973        44.9211                 NaN   32.3313     
  1208.02        2500.00                 NaN            NaN   6.01054                 NaN            NaN   8.39470                 NaN   8.34374        44.9162                 NaN   32.3348     
  1205.51        2500.00                 NaN            NaN   6.00699                 NaN            NaN   8.39771                 NaN   8.34880        44.9108       0.153951E-002   32.3342     
  1203.01        2500.00                 NaN            NaN   5.98516                 NaN            NaN   8.40170                 NaN   8.35152        44.9051       0.225715E-001   32.3339     
  1200.50        2500.00                 NaN            NaN   5.85933                 NaN            NaN  0.334181        8.20782        8.36592        44.8837       0.686342E-001   32.2804     
  1197.99        2500.00                 NaN            NaN   5.83181                 NaN            NaN  0.322427        8.23058        8.36979        44.8773       0.911139E-001   32.2770     
  1195.49        2500.00                 NaN            NaN   5.80437                 NaN            NaN  0.311015        8.25300        8.37369        44.8708       0.113515        32.2737     
  1192.98        2500.00                 NaN            NaN   5.77688                 NaN            NaN  0.299533        8.27565        8.37764        44.8641       0.135894        32.2703     
  1190.48        2500.00                 NaN            NaN   5.72780                 NaN            NaN   8.25638       0.359476        8.38375        44.8540       0.162951        32.2556     
  1187.97        2500.00                 NaN            NaN   5.60195                 NaN            NaN  0.663675        8.09939        8.39760        44.8309       0.205856        32.2006     
  1185.46        2500.00                 NaN            NaN   5.52006                 NaN            NaN  0.836997        8.01164        8.40717        44.8160       0.239621        32.1685     
  1182.96        2500.00                 NaN            NaN   5.40143                 NaN            NaN   7.85783        1.12870        8.42070        44.7945       0.280230        32.1166     
  1180.45        2500.00                 NaN            NaN   5.30430                 NaN            NaN   1.33813        7.75861        8.43206        44.7762       0.315265        32.0754     
  1177.94        2500.00                 NaN            NaN   5.19994                 NaN            NaN   1.57721        7.64037        8.44440        44.7568       0.351314        32.0300     
  1175.44        2500.00                 NaN            NaN   5.06401                 NaN            NaN   1.81841        7.52156        8.46223        44.7351       0.416967        31.9817     
  1172.93        2500.00                 NaN            NaN   5.06393                 NaN            NaN   1.81843        7.52155        8.46224        44.7351       0.417041        31.9817     
  1170.43        2500.00                 NaN            NaN   5.06381                 NaN            NaN   1.81859        7.52149        8.46225        44.7351       0.417108        31.9817     
  1167.92        2500.00                 NaN            NaN   4.76832                 NaN            NaN   2.54210        7.18792        8.49657        44.6754       0.492741        31.8369     
  1165.41        2500.00                 NaN            NaN   4.62880                 NaN            NaN   2.77026        7.09180        8.51552        44.6539       0.555765        31.7839     
  1162.91        2500.00                 NaN            NaN   4.62880                 NaN            NaN   2.77026        7.09180        8.51552        44.6539       0.555765        31.7839     
  1160.40        2500.00                 NaN            NaN   4.55063                 NaN            NaN   3.03552        6.94362        8.53292        44.6251       0.568460        31.7437     
  1157.89        2500.00                 NaN            NaN   4.55062                 NaN            NaN   3.03552        6.94362        8.53292        44.6251       0.568464        31.7437     
  1155.39        2500.00                 NaN            NaN   4.24071                 NaN            NaN   3.63754        6.69768        8.57488        44.5642       0.675741        31.6093     
  1152.88        2500.00                 NaN            NaN   4.07211                 NaN            NaN   4.05692        6.54510        8.58461        44.5403       0.693696        31.5072     
  1150.38        2500.00                 NaN            NaN   4.08631                 NaN            NaN   3.94068        6.61936        8.59667        44.5348       0.700689        31.5215     
  1147.87        2500.00                 NaN            NaN   4.08595                 NaN            NaN   3.94115        6.61919        8.59670        44.5347       0.700880        31.5214     
  1145.36        2500.00                 NaN            NaN   3.83384                 NaN            NaN   4.47859        6.37135        8.62948        44.4839       0.789185        31.4137     
  1142.86        2500.00                 NaN            NaN   3.64547                 NaN            NaN   4.84948        6.27838        8.65663        44.4475       0.817398        31.3051     
  1140.35        2500.00                 NaN            NaN   3.38905                 NaN            NaN   5.55284        5.96307        8.67442        44.4044       0.856071        31.1602     
  1137.84        2500.00                 NaN            NaN   3.26270                 NaN            NaN   5.81790        5.86903        8.69165        44.3789       0.884800        31.0951     
  1135.34        2500.00                 NaN            NaN   3.12466                 NaN            NaN   6.11561        5.76245        8.71055        44.3506       0.913734        31.0224     
  1132.83        2500.00                 NaN            NaN   2.97401                 NaN            NaN   5.64398        6.44545        8.73114        44.3199       0.943709        30.9418     
  1130.33        2500.00                 NaN            NaN   2.78913                 NaN            NaN   6.86244        5.49207        8.75609        44.2824       0.977148        30.8407     
  1127.82        2500.00                 NaN            NaN   2.63825                 NaN            NaN   5.38128        7.18837        8.77710        44.2512        1.00511        30.7586     
  1125.31        2500.00                 NaN            NaN   2.49436                 NaN            NaN   7.49451        5.28067        8.79730        44.2214        1.03145        30.6802     
  1122.81        2500.00                 NaN            NaN   2.28871                 NaN            NaN   5.11697        7.96095        8.82548        44.1792        1.06405        30.5646     
  1120.30        2500.00                 NaN            NaN   2.11045                 NaN            NaN   8.35383        4.98647        8.85044        44.1422        1.09225        30.4643     
  1117.79        2500.00                 NaN            NaN   1.92546                 NaN            NaN   4.85252        8.76245        8.87644        44.1037        1.12010        30.3593     
  1115.29        2500.00                 NaN            NaN   1.73397                 NaN            NaN   9.18630        4.71533        8.90348        44.0638        1.14752        30.2496     
  1112.78        2500.00                 NaN            NaN   1.53485                 NaN            NaN   9.62808        4.57414        8.93170        44.0221        1.17458        30.1346     
  1110.28        2500.00                 NaN            NaN   1.40540                 NaN            NaN   4.50176        9.89333        8.95150        43.9942        1.19326        30.0606     
  1107.77        2500.00                 NaN            NaN   1.19604                 NaN            NaN   4.35370        10.3620        8.98142        43.9498        1.21918        29.9379     
  1105.26        2500.00                 NaN            NaN  0.965786                 NaN            NaN   10.8804        4.19064        9.01441        43.9016        1.24575        29.8014     
  1102.76        2500.00                 NaN            NaN  0.649386                 NaN            NaN   3.96107        11.6045        9.05812        43.8357        1.27923        29.6120     
  1100.25        2500.00                 NaN            NaN  0.401211                 NaN            NaN   3.79273        12.1618        9.09374        43.7832        1.30459        29.4627     
  1097.74        2500.00                 NaN            NaN  0.220985                 NaN            NaN   3.67295        12.5636        9.12188        43.7446        1.32243        29.3536     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN   13.0588        3.52744        9.15503        43.6967        1.34281        29.2192     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN   13.0178        3.56389        9.16130        43.6936        1.34396        29.2195     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN   3.59506        12.9835        9.16790        43.6889        1.34465        29.2200     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN   12.9555        3.62096        9.17490        43.6831        1.34499        29.2206     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN   13.0761        3.49895        9.16804        43.6983        1.34354        29.2151     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN   3.49605        13.0761        9.17138        43.6984        1.34379        29.2143     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN   3.49380        13.0755        9.17472        43.6984        1.34405        29.2135     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN   3.49300        13.0735        9.17807        43.6983        1.34433        29.2128     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN   3.50558        13.0594        9.18276        43.6954        1.34422        29.2126     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN   3.51788        13.0460        9.18769        43.6920        1.34404        29.2125     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN   3.53002        13.0326        9.19261        43.6885        1.34386        29.2124     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN   3.56053        13.0020        9.19941        43.6803        1.34394        29.2138     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN   12.9796        3.60551        9.22622        43.6307        1.33646        29.2215     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN   12.9599        3.63342        9.24066        43.6077        1.33348        29.2249     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN   12.9436        3.65820        9.25532        43.5843        1.33034        29.2282     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN   12.9308        3.67997        9.27022        43.5604        1.32704        29.2315     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN   3.69393        12.9171        9.27764        43.5533        1.32622        29.2319     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN   3.72517        12.8817        9.28106        43.5515        1.32795        29.2326     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN   3.76330        12.8389        9.28396        43.5497        1.33025        29.2338     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN   3.80302        12.7942        9.28651        43.5485        1.33273        29.2351     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN   3.84529        12.7461        9.28848        43.5482        1.33558        29.2364     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN   3.88849        12.6967        9.29022        43.5483        1.33856        29.2376     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN   3.93252        12.6463        9.29169        43.5489        1.34168        29.2389     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN   3.97747        12.5945        9.29291        43.5499        1.34493        29.2402     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN   3.98111        12.5940        9.30155        43.5387        1.34323        29.2414     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN   3.96948        12.6125        9.31299        43.5227        1.33969        29.2426     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN   3.96170        12.6262        9.32365        43.5079        1.33667        29.2438     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN   3.95580        12.6377        9.33397        43.4936        1.33386        29.2451     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN   3.95146        12.6473        9.34405        43.4797        1.33123        29.2463     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN   3.94642        12.6579        9.35482        43.4649        1.32835        29.2476     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN   12.8692        3.78287        9.39321        43.3989        1.30636        29.2495     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN   12.8725        3.78343        9.40120        43.3877        1.30468        29.2505     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN   4.00130        12.6073        9.36749        43.4414        1.32822        29.2543     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN   4.00067        12.6116        9.37760        43.4287        1.32620        29.2553     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN   3.94919        12.6762        9.40007        43.4018        1.31815        29.2546     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN   3.95153        12.6778        9.40890        43.3895        1.31629        29.2560     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN   3.95447        12.6787        9.41762        43.3773        1.31449        29.2575     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN   3.95788        12.6790        9.42624        43.3651        1.31275        29.2590     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN   3.96803        12.6700        9.43284        43.3564        1.31226        29.2604     
