|6.6.6
Archiving\03_Data\Dfrac/QFM_m0.25/K22/K22_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1832.08        2500.00        99.4759       0.510472       0.136650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.4753       0.511047       0.136559E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.5503       0.438054       0.116950E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4024       0.582073       0.154900E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4780       0.508489       0.135165E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4771       0.509408       0.135178E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.4768       0.509745       0.134973E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.4770       0.509543       0.134442E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4750       0.511539       0.134633E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4756       0.511002       0.134253E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.4764       0.510199       0.133515E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4755       0.511137       0.133478E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4740       0.512653       0.133494E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4737       0.512988       0.133058E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.4730       0.513677       0.132805E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4713       0.515386       0.132764E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4704       0.516341       0.132388E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4676       0.519081       0.132796E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4660       0.520746       0.132634E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.4702       0.516698       0.130749E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4647       0.522129       0.131689E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4620       0.524796       0.131599E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4621       0.524773       0.131042E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4592       0.527650       0.131019E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4588       0.528181       0.130680E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4545       0.532383       0.130820E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4528       0.534175       0.130488E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4484       0.538441       0.131207E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4507       0.536395       0.129520E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4468       0.540216       0.129769E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4418       0.545206       0.130222E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4399       0.547178       0.129698E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4384       0.548693       0.129424E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.3165       0.667810       0.156581E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.5510       0.438814       0.102182E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4265       0.560548       0.129542E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4278       0.559367       0.128598E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.2852       0.698910       0.159278E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.5572       0.433011       0.980987E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.4166       0.570487       0.128663E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.1084       0.872017       0.195588E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.7154       0.278445       0.615555E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4271       0.560550       0.123679E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3805       0.606209       0.132869E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3971       0.590071       0.128543E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3973       0.589944       0.127591E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3912       0.596000       0.128021E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.3870       0.600185       0.127981E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.3842       0.603062       0.127864E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.3808       0.606477       0.127571E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.3766       0.610588       0.127646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3727       0.614571       0.127745E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        98.7676        1.20762       0.247434E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.9702       0.291928E-001  0.603496E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.3840       0.603732       0.122834E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3354       0.651389       0.131819E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3551       0.632227       0.127115E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.3523       0.635013       0.126960E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.3477       0.639580       0.126967E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.3441       0.643230       0.126831E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.3356       0.651569       0.127868E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.3439       0.643597       0.125334E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.3340       0.653284       0.126711E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.3314       0.655985       0.126377E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.3226       0.664576       0.127828E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.3333       0.654166       0.125081E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.3215       0.665888       0.126351E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.3206       0.666779       0.125942E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.3192       0.668257       0.125761E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.3152       0.672234       0.126054E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.2909       0.696135       0.129325E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.3306       0.657195       0.122287E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        98.1512       0.339554                 NaN            NaN   1.50920                 NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        96.9608       0.391679                 NaN            NaN   2.64748                 NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        98.9733       0.133164                 NaN            NaN  0.893517                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        98.0212       0.254693                 NaN            NaN   1.72415                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.0520       0.249028                 NaN            NaN   1.69900                 NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.1011       0.242820                 NaN            NaN   1.65609                 NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.1295       0.238914                 NaN            NaN   1.63156                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.1640       0.232292                 NaN            NaN   1.60370                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.1970       0.228452                 NaN            NaN   1.57457                 NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.2294       0.224236                 NaN            NaN   1.54634                 NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        97.9712       0.255575       0.424282E-003            NaN   1.77278                 NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.5842       0.192359                 NaN            NaN   1.22343                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.3208       0.210673                 NaN            NaN   1.46856                 NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        97.2254       0.337527                 NaN            NaN   2.43702                 NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        99.5190       0.611049E-001            NaN            NaN  0.419936                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.4000       0.195517                 NaN            NaN   1.40443                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.4204       0.193832                 NaN            NaN   1.38577                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.4607       0.195926                 NaN            NaN   1.34342                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.4025       0.195118                 NaN            NaN   1.40235                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.5865       0.199068                 NaN            NaN   1.21448                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.5215       0.145478                 NaN            NaN   1.33303                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.5577       0.170353                 NaN            NaN   1.27195                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.5711       0.168431                 NaN            NaN   1.26051                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.5851       0.167167                 NaN            NaN   1.24775                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.6193       0.159466                 NaN            NaN   1.22123                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.6217       0.156481                 NaN            NaN   1.22186                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.6634       0.152795                 NaN            NaN   1.18382                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.6674       0.147773                 NaN            NaN   1.18483                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.6891       0.144281                 NaN            NaN   1.16662                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.7092       0.143131                 NaN            NaN   1.14768                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.7263       0.140129                 NaN            NaN   1.13354                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.7440       0.138593                 NaN            NaN   1.11739                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.7610       0.133695                 NaN            NaN   1.10529                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.7749       0.128853                 NaN            NaN   1.09621                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.7926       0.127290                 NaN            NaN   1.08015                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.8086       0.123659                 NaN            NaN   1.06770                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.8214       0.119247                 NaN            NaN   1.05940                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.8308       0.114798                 NaN            NaN   1.05435                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.8555       0.115220                 NaN            NaN   1.02926                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.8650       0.110929                 NaN            NaN   1.02408                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.8791       0.109278                 NaN            NaN   1.01166                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.8929       0.105399                 NaN            NaN   1.00173                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.7450       0.119739                 NaN            NaN   1.13526                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0761       0.859188E-001            NaN            NaN  0.837965                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.9295       0.975073E-001            NaN            NaN  0.972950                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.9267       0.935953E-001            NaN            NaN  0.979672                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.9648       0.896153E-001            NaN            NaN  0.945563                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.9643       0.890729E-001            NaN            NaN  0.946665                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.9749       0.864746E-001            NaN            NaN  0.938643                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.9826       0.826187E-001            NaN            NaN  0.934828                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.9928       0.769850E-001            NaN            NaN  0.930184                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.0039       0.757272E-001            NaN            NaN  0.920338                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.0133       0.739400E-001            NaN            NaN  0.912737                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.0207       0.697782E-001            NaN            NaN  0.909487                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.0299       0.675111E-001            NaN            NaN  0.902615                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.0393       0.657981E-001            NaN            NaN  0.894871                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.0470       0.624595E-001            NaN            NaN  0.890575                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.0512       0.559517E-001            NaN            NaN  0.892865                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.0647       0.582159E-001            NaN            NaN  0.877057                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.0687       0.513630E-001            NaN            NaN  0.879974                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.0693       0.521956E-001            NaN            NaN  0.878496                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.0883       0.473875E-001            NaN            NaN  0.864361                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.0885       0.440587E-001            NaN            NaN  0.867452                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.0927       0.408529E-001            NaN            NaN  0.866494                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.0926       0.378091E-001            NaN            NaN  0.862729       0.683100E-002            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.1781       0.140848                 NaN            NaN  0.394496        1.28654                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.1438       0.144354                 NaN            NaN  0.357592        1.35421                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.1675       0.138713                 NaN            NaN  0.317396        1.32982       0.465406E-001            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.1889       0.132922                 NaN            NaN  0.267877        1.29848       0.111831                 NaN            NaN            NaN            NaN
  1478.70        2500.00        98.1899       0.114164                 NaN            NaN  0.627608E-001  0.410252        1.22292                 NaN            NaN            NaN            NaN
  1476.19        2500.00        98.2033       0.110145                 NaN            NaN  0.461973E-001  0.433194        1.20716                 NaN            NaN            NaN            NaN
  1473.68        2500.00        98.2428       0.106114                 NaN            NaN  0.329807E-001  0.438883        1.17926                 NaN            NaN            NaN            NaN
  1471.18        2500.00        98.2542       0.102437                 NaN            NaN  0.224269E-001  0.453436        1.16751                 NaN            NaN            NaN            NaN
  1468.67        2500.00        98.2739       0.988338E-001            NaN            NaN  0.815285E-002   1.14980       0.469277                 NaN            NaN            NaN            NaN
  1466.17        2500.00        97.5640       0.122760                 NaN            NaN  0.227040       0.379861        1.70631                 NaN            NaN            NaN            NaN
  1463.66        2500.00        99.0459       0.544706E-001            NaN            NaN            NaN  0.634407       0.265217                 NaN            NaN            NaN            NaN
  1461.15        2500.00        98.3279       0.869550E-001            NaN            NaN            NaN   1.10791       0.477276                 NaN            NaN            NaN            NaN
  1458.65        2500.00        98.3392       0.837695E-001            NaN            NaN            NaN  0.477774        1.09930                 NaN            NaN            NaN            NaN
  1456.14        2500.00        98.3648       0.790217E-001            NaN            NaN            NaN   1.08036       0.475799                 NaN            NaN            NaN            NaN
  1453.63        2500.00        98.3782       0.755293E-001            NaN            NaN            NaN   1.07114       0.475117                 NaN            NaN            NaN            NaN
  1451.13        2500.00        98.3934       0.717455E-001            NaN            NaN            NaN   1.05928       0.475564                 NaN            NaN            NaN            NaN
  1448.62        2500.00        98.4070       0.682778E-001            NaN            NaN            NaN  0.474546        1.05020                 NaN            NaN            NaN            NaN
  1446.12        2500.00        98.4205       0.647623E-001            NaN            NaN            NaN  0.475237        1.03950                 NaN            NaN            NaN            NaN
  1443.61        2500.00        98.4354       0.611050E-001            NaN            NaN            NaN   1.02814       0.475394                 NaN            NaN            NaN            NaN
  1441.10        2500.00        98.4467       0.576671E-001            NaN            NaN            NaN  0.475089        1.02053                 NaN            NaN            NaN            NaN
  1438.60        2500.00        98.4577       0.545128E-001            NaN            NaN            NaN   1.01242       0.475340                 NaN            NaN            NaN            NaN
