|6.6.6
Archiving\03_Data\frac/QFM_m2.75/GRV/GRV_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q              hed           
  1508.77        2500.00        97.8356                 NaN  0.668645E-002  0.243710                 NaN   1.91396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        97.8799                 NaN  0.625808E-002  0.247806                 NaN   1.86599                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        97.9159                 NaN  0.592868E-002  0.240492                 NaN   1.83764                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        97.9498                 NaN  0.557578E-002  0.238783                 NaN   1.80582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        97.9895                 NaN  0.521822E-002  0.235482                 NaN   1.76984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.0114                 NaN  0.508466E-002  0.212050                 NaN   1.77144                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.0475                 NaN  0.467373E-002  0.217448                 NaN   1.73039                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.0878                 NaN  0.428550E-002  0.225740                 NaN   1.68217                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.1167                 NaN  0.400212E-002  0.219219                 NaN   1.66007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.1428                 NaN  0.374691E-002  0.214465                 NaN   1.63901                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.1722                 NaN  0.348362E-002  0.210334                 NaN   1.61400                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.1979                 NaN  0.320053E-002  0.209307                 NaN   1.58964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.2227                 NaN  0.297919E-002  0.202925                 NaN   1.57141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.2489                 NaN  0.269560E-002  0.203848                 NaN   1.54460                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.2704                 NaN  0.248499E-002  0.197659                 NaN   1.52949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.2920                 NaN  0.228260E-002  0.191878                 NaN   1.51382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.3142                 NaN  0.203776E-002  0.191767                 NaN   1.49197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.3344                 NaN  0.184833E-002  0.185926                 NaN   1.47778                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.3525                 NaN  0.166130E-002  0.180688                 NaN   1.46519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.3966                 NaN  0.155722E-002  0.248318                 NaN   1.35354                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.3983                 NaN  0.101288E-002  0.150840                 NaN   1.44983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.4034                 NaN  0.114442E-002  0.165375                 NaN   1.43006                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.4228                 NaN  0.940536E-003  0.165078                 NaN   1.41119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.4382                 NaN  0.749431E-003  0.163890                 NaN   1.39711                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.4429                 NaN  0.778440E-003  0.133048                 NaN  0.506977E-001   1.37262                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.4698                 NaN  0.399645E-003  0.159880                 NaN   1.36992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.4788                 NaN  0.325838E-003  0.147031                 NaN   1.37383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.4933                 NaN  0.144870E-003  0.147513                 NaN   1.35905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.4885                 NaN  0.185045E-003  0.115828                 NaN   1.30312       0.923322E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.4815                 NaN            NaN  0.123662                 NaN   1.33930       0.555058E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.5381                 NaN  0.808739E-004  0.876618E-001            NaN   1.19302       0.181108                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.5219                 NaN            NaN  0.100185                 NaN   1.24948       0.128448                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.5324                 NaN  0.975849E-004  0.969918E-001            NaN  0.137559        1.23294                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.5416                 NaN            NaN  0.936193E-001            NaN  0.142459        1.22233                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.5397                 NaN  0.234562E-002  0.677623E-001            NaN  0.228910        1.16132                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.5700                 NaN            NaN  0.108083                 NaN   1.24685       0.750775E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.5676                 NaN  0.178803E-002  0.861143E-001            NaN  0.156495        1.18798                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.5798                 NaN            NaN  0.110087                 NaN   1.21056       0.995303E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        96.5033                 NaN            NaN  0.677456                 NaN   1.59209       0.191243                 NaN   1.03588                 NaN            NaN            NaN            NaN
  1411.03        2500.00        96.4659                 NaN            NaN  0.748276                 NaN  0.735039E-001   1.63836                 NaN   1.07397                 NaN            NaN            NaN            NaN
  1408.52        2500.00        96.5452                 NaN            NaN  0.748662                 NaN   1.64100       0.152178E-001            NaN   1.04987                 NaN            NaN            NaN            NaN
  1406.02        2500.00        96.6108                 NaN            NaN  0.732334                 NaN  0.199722E-001   1.60972                 NaN   1.02715                 NaN            NaN            NaN            NaN
  1403.51        2500.00        96.6820                 NaN            NaN  0.725382                 NaN   1.58926                 NaN            NaN   1.00338                 NaN            NaN            NaN            NaN
  1401.00        2500.00        96.7427                 NaN            NaN  0.721371                 NaN   1.55208                 NaN            NaN  0.983894                 NaN            NaN            NaN            NaN
  1398.50        2500.00        96.8070                 NaN            NaN  0.708117                 NaN   1.52318                 NaN            NaN  0.961721                 NaN            NaN            NaN            NaN
  1395.99        2500.00        96.8680                 NaN            NaN  0.696707                 NaN   1.49406                 NaN            NaN  0.941284                 NaN            NaN            NaN            NaN
  1393.48        2500.00        96.9281                 NaN            NaN  0.692341                 NaN   1.45821                 NaN            NaN  0.921388                 NaN            NaN            NaN            NaN
  1390.98        2500.00        96.9845                 NaN            NaN  0.684949                 NaN   1.42804                 NaN            NaN  0.902557                 NaN            NaN            NaN            NaN
  1388.47        2500.00        97.0414                 NaN            NaN  0.680920                 NaN   1.39380                 NaN            NaN  0.883922                 NaN            NaN            NaN            NaN
  1385.96        2500.00        97.0906                 NaN            NaN  0.663274                 NaN   1.38059                 NaN            NaN  0.865552                 NaN            NaN            NaN            NaN
  1383.46        2500.00        97.1463                 NaN            NaN  0.672908                 NaN   1.33136                 NaN            NaN  0.849440                 NaN            NaN            NaN            NaN
  1380.95        2500.00        97.1914                 NaN            NaN  0.651214                 NaN   1.32637                 NaN            NaN  0.830966                 NaN            NaN            NaN            NaN
  1378.45        2500.00        97.2462                 NaN            NaN  0.641829                 NaN   1.29738                 NaN            NaN  0.814616                 NaN            NaN            NaN            NaN
  1375.94        2500.00        97.2916                 NaN            NaN  0.640182                 NaN   1.27090                 NaN            NaN  0.797292                 NaN            NaN            NaN            NaN
  1373.43        2500.00        97.3277                 NaN            NaN  0.628763                 NaN   1.26005                 NaN            NaN  0.783511                 NaN            NaN            NaN            NaN
  1370.93        2500.00        97.3704                 NaN            NaN  0.619338                 NaN   1.24188                 NaN            NaN  0.768390                 NaN            NaN            NaN            NaN
  1368.42        2500.00        97.4074                 NaN            NaN  0.608150                 NaN   1.23034                 NaN            NaN  0.754156                 NaN            NaN            NaN            NaN
  1365.91        2500.00        97.4525                 NaN            NaN  0.598973                 NaN   1.20993                 NaN            NaN  0.738637                 NaN            NaN            NaN            NaN
  1363.41        2500.00        97.4907                 NaN            NaN  0.593427                 NaN   1.19046                 NaN            NaN  0.725454                 NaN            NaN            NaN            NaN
  1360.90        2500.00        97.5237                 NaN            NaN  0.584463                 NaN   1.17911                 NaN            NaN  0.712684                 NaN            NaN            NaN            NaN
  1358.40        2500.00        97.5613                 NaN            NaN  0.576197                 NaN   1.16321                 NaN            NaN  0.699249                 NaN            NaN            NaN            NaN
  1355.89        2500.00        97.5978                 NaN            NaN  0.565226                 NaN   1.15110                 NaN            NaN  0.685824                 NaN            NaN            NaN            NaN
  1353.38        2500.00        97.6339                 NaN            NaN  0.557658                 NaN   1.13461                 NaN            NaN  0.673821                 NaN            NaN            NaN            NaN
  1350.88        2500.00        97.6620                 NaN            NaN  0.545454                 NaN   1.13059                 NaN            NaN  0.661962                 NaN            NaN            NaN            NaN
  1348.37        2500.00        97.6962                 NaN            NaN  0.532897                 NaN   1.12150                 NaN            NaN  0.649379                 NaN            NaN            NaN            NaN
  1345.86        2500.00        97.7259                 NaN            NaN  0.521910                 NaN   1.11398                 NaN            NaN  0.638200                 NaN            NaN            NaN            NaN
  1343.36        2500.00        97.7581                 NaN            NaN  0.510445                 NaN   1.10487                 NaN            NaN  0.626618                 NaN            NaN            NaN            NaN
  1340.85        2500.00        97.7885                 NaN            NaN  0.499880                 NaN   1.09603                 NaN            NaN  0.615611                 NaN            NaN            NaN            NaN
  1338.35        2500.00        97.8121                 NaN            NaN  0.486235                 NaN   1.09635                 NaN            NaN  0.605360                 NaN            NaN            NaN            NaN
  1335.84        2500.00        97.6402                 NaN            NaN  0.470317                 NaN   1.16402                 NaN            NaN  0.637313       0.881924E-001            NaN            NaN            NaN
  1333.33        2500.00        97.5758                 NaN            NaN  0.456356                 NaN   1.18897                 NaN            NaN  0.646763       0.132145                 NaN            NaN            NaN
  1330.83        2500.00        97.6244                 NaN            NaN  0.446537                 NaN   1.16831                 NaN            NaN  0.632893       0.127830                 NaN            NaN            NaN
  1328.32        2500.00        97.6705                 NaN            NaN  0.440082                 NaN   1.14574                 NaN            NaN  0.619816       0.123869                 NaN            NaN            NaN
  1325.81        2500.00        97.7193                 NaN            NaN  0.433441                 NaN   1.12103                 NaN            NaN  0.606520       0.119727                 NaN            NaN            NaN
  1323.31        2500.00        97.7685                 NaN            NaN  0.418831                 NaN   1.10517                 NaN            NaN  0.592117       0.115366                 NaN            NaN            NaN
  1320.80        2500.00        97.8094                 NaN            NaN  0.410009                 NaN   1.08849                 NaN            NaN  0.580446       0.111651                 NaN            NaN            NaN
  1318.30        2500.00        97.8543                 NaN            NaN  0.399872                 NaN   1.07031                 NaN            NaN  0.567697       0.107777                 NaN            NaN            NaN
  1315.79        2500.00        97.8955                 NaN            NaN  0.388967                 NaN   1.05572                 NaN            NaN  0.555742       0.104023                 NaN            NaN            NaN
  1313.28        2500.00        97.9368                 NaN            NaN  0.377589                 NaN   1.04141                 NaN            NaN  0.543883       0.100316                 NaN            NaN            NaN
  1310.78        2500.00        97.9794                 NaN            NaN  0.366361                 NaN   1.02562                 NaN            NaN  0.531927       0.966931E-001            NaN            NaN            NaN
  1308.27        2500.00        98.0201                 NaN            NaN  0.355761                 NaN   1.01046                 NaN            NaN  0.520428       0.932430E-001            NaN            NaN            NaN
  1305.76        2500.00        98.0584                 NaN            NaN  0.345626                 NaN  0.996705                 NaN            NaN  0.509461       0.898580E-001            NaN            NaN            NaN
  1303.26        2500.00        98.0992                 NaN            NaN  0.334292                 NaN  0.981945                 NaN            NaN  0.498065       0.865175E-001            NaN            NaN            NaN
  1300.75        2500.00        98.1347                 NaN            NaN  0.322600                 NaN  0.971754                 NaN            NaN  0.487730       0.831698E-001            NaN            NaN            NaN
  1298.25        2500.00        98.1773                 NaN            NaN  0.310417                 NaN  0.955921                 NaN            NaN  0.476396       0.799589E-001            NaN            NaN            NaN
  1295.74        2500.00        85.1197                 NaN            NaN   1.19418                 NaN   3.99449                 NaN            NaN   2.15331       0.485852        7.05246                 NaN            NaN
  1293.23        2500.00        72.3593                 NaN            NaN   1.91182                 NaN   7.21362                 NaN            NaN   3.76824       0.850194        13.8969                 NaN            NaN
  1290.73        2500.00        77.6841                 NaN            NaN   1.40370                 NaN   6.13688                 NaN            NaN   3.06096       0.665522        11.0488                 NaN            NaN
  1288.22        2500.00        81.3177                 NaN            NaN   1.01244                 NaN   5.44072                 NaN            NaN   2.57513       0.538721        9.11525                 NaN            NaN
  1285.71        2500.00        83.8291                 NaN            NaN  0.668403                 NaN   5.04857                 NaN            NaN   2.23562       0.446353        7.77197                 NaN            NaN
  1283.21        2500.00        81.9012                 NaN            NaN  0.341299                 NaN   6.22972                 NaN            NaN   2.49846       0.459456        8.56990                 NaN            NaN
  1280.70        2500.00        90.0068                 NaN            NaN            NaN            NaN   3.81552                 NaN            NaN   1.36891       0.242563        4.56625                 NaN            NaN
  1278.20        2500.00        87.4293                 NaN            NaN            NaN            NaN   2.00642        2.69932                 NaN   1.76331       0.281667        5.82000                 NaN            NaN
  1275.69        2500.00        91.8175                 NaN            NaN            NaN            NaN  0.485188        2.09666                 NaN   1.28737       0.313373        3.99991                 NaN            NaN
  1273.18        2500.00        89.9047                 NaN            NaN            NaN            NaN   2.82422        1.39530                 NaN   1.26584       0.111612        4.49831                 NaN            NaN
  1270.68        2500.00        86.8684                 NaN            NaN            NaN            NaN   4.28502       0.570202                 NaN   1.86243       0.273514        6.14046                 NaN            NaN
  1268.17        2500.00        96.2596                 NaN            NaN            NaN            NaN   1.66220                 NaN            NaN  0.464843       0.102671        1.51065                 NaN            NaN
  1265.66        2500.00        91.9956                 NaN            NaN            NaN            NaN  0.602432       0.812212E-001   2.03965        1.11510       0.206738        3.95926                 NaN            NaN
  1263.16        2500.00        93.6303                 NaN            NaN            NaN            NaN   2.73908                 NaN            NaN  0.876643       0.126104        2.62787                 NaN            NaN
  1260.65        2500.00        93.3035                 NaN            NaN            NaN            NaN   2.42714                 NaN            NaN  0.894328       0.174466        3.20052                 NaN            NaN
  1258.15        2500.00        85.6083                 NaN            NaN  0.938967                 NaN   3.88038                 NaN            NaN   2.14212       0.346407        7.08385                 NaN            NaN
  1255.64        2500.00        99.9012                 NaN            NaN            NaN            NaN  0.213229E-001            NaN            NaN            NaN  0.136984E-002  0.760746E-001            NaN            NaN
  1253.13        2500.00        99.5055                 NaN            NaN            NaN            NaN  0.485981                 NaN            NaN            NaN            NaN  0.852046E-002            NaN            NaN
  1250.63        2500.00        96.0834                 NaN            NaN            NaN            NaN   1.70486                 NaN            NaN  0.559178       0.518918E-001   1.60071                 NaN            NaN
  1248.12        2500.00        94.3698                 NaN            NaN            NaN            NaN  0.229727                 NaN            NaN  0.390554       0.177204        2.93585        1.89686                 NaN
  1245.61        2500.00        58.2612                 NaN            NaN            NaN            NaN   10.0423                 NaN            NaN   4.41493       0.385845        15.5926        11.3031                 NaN
  1243.11        2500.00        74.9561                 NaN            NaN            NaN            NaN   4.64077       0.232723E-005            NaN   2.28667       0.356405        10.0953        7.66477                 NaN
  1240.60        2500.00        76.8986                 NaN            NaN            NaN            NaN  0.558626        4.77513                 NaN   2.46120       0.174317        8.62014        6.51202                 NaN
  1238.10        2500.00        78.8937                 NaN            NaN            NaN            NaN   4.25262                 NaN            NaN   2.05686       0.233111        8.30604        6.25767                 NaN
  1235.59        2500.00        78.2492                 NaN            NaN            NaN            NaN   2.23605        1.94223                 NaN   2.13378       0.225868        8.66674        6.54615                 NaN
  1233.08        2500.00        76.1483                 NaN            NaN            NaN            NaN   4.54963                 NaN            NaN   2.20618       0.267884        9.66341        7.16461                 NaN
  1230.58        2500.00        68.4169                 NaN            NaN            NaN            NaN   2.78109        2.73928                 NaN   2.85418       0.334188        13.2625        9.61186                 NaN
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN   5.70265        10.0756                 NaN   8.57205        1.04665        43.3112        31.2919                 NaN
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN   4.90459        10.8791                 NaN   8.58097        1.04439        43.2981        31.2928                 NaN
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN   4.72733        11.0592                 NaN   8.58867        1.04275        43.2890        31.2930                 NaN
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN   4.23721        11.5545                 NaN   8.59462        1.04168        43.2776        31.2945                 NaN
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN   4.55224        11.2422                 NaN   8.60631        1.03844        43.2674        31.2935                 NaN
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN   3.82994        11.9688                 NaN   8.61174        1.03769        43.2573        31.2945                 NaN
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN   15.8036                 NaN            NaN   8.62108        1.03457        43.2463        31.2944                 NaN
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN   3.72179        12.0853                 NaN   8.62947        1.03288        43.2358        31.2948                 NaN
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN   3.00934        12.8013                 NaN   8.63740        1.03094        43.2259        31.2951                 NaN
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN   2.67360        13.1400                 NaN   8.64597        1.02900        43.2162        31.2952                 NaN
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN   2.36586        13.4518                 NaN   8.65288        1.02719        43.2067        31.2956                 NaN
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN   2.21738        13.6043                 NaN   8.66001        1.02540        43.1969        31.2960                 NaN
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN   2.35111        13.4753                 NaN   8.66658        1.02297        43.1873        31.2967                 NaN
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN   2.06163        13.7669                 NaN   8.67540        1.02166        43.1779        31.2965                 NaN
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN   15.8289                 NaN            NaN   8.70934        1.01892        43.1474        31.2954                 NaN
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN   15.8553                 NaN            NaN   8.68666        1.01303        43.1443        31.3007                 NaN
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN  0.679217        15.1651                 NaN   8.70162        1.01427        43.1415        31.2983                 NaN
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN  0.451268        15.3972                 NaN   8.70926        1.01220        43.1313        31.2988                 NaN
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN   15.8486                 NaN            NaN   8.72437        1.01324        43.1147        31.2991                 NaN
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN   15.8574                 NaN            NaN   8.72704        1.01021        43.1043        31.3011                 NaN
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN  0.617428        15.2421                 NaN   8.72943        1.00660        43.1043        31.3001                 NaN
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN   15.8674                 NaN            NaN   8.74147        1.00404        43.0860        31.3010                 NaN
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN   15.8721                 NaN            NaN   8.74853        1.00253        43.0749        31.3019                 NaN
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN   15.8768                 NaN            NaN   8.75566        1.00097        43.0639        31.3026                 NaN
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN   15.8805                 NaN            NaN   8.76216       0.999057        43.0552        31.3030                 NaN
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN   15.8854                 NaN            NaN   8.76896       0.997527        43.0443        31.3038                 NaN
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN   15.8850                 NaN            NaN   8.77362       0.994425        43.0439        31.3030                 NaN
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN   15.8948                 NaN            NaN   8.78125       0.994766        43.0238        31.3054                 NaN
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN   15.8727                 NaN            NaN   8.78193       0.997405        43.0476        31.3004                 NaN
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN   15.9031                 NaN            NaN   8.79244       0.991769        43.0060        31.3067                 NaN
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN   15.9070                 NaN            NaN   8.79821       0.989966        42.9977        31.3072                 NaN
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN   15.9109                 NaN            NaN   8.80389       0.988191        42.9893        31.3077                 NaN
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN   15.9146                 NaN            NaN   8.81193       0.984968        42.9807        31.3078                 NaN
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN   15.9172                 NaN            NaN   8.82417       0.979205        42.9724        31.3070                 NaN
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN   15.9222                 NaN            NaN   8.83111       0.976972        42.9620        31.3077                 NaN
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN   15.9258                 NaN            NaN   8.83084       0.979474        42.9548        31.3091                 NaN
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN   15.9100                 NaN            NaN   8.83407       0.981831        42.9686        31.3056                 NaN
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN   15.9368                 NaN            NaN   8.84091       0.975218        42.9362        31.3108                 NaN
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN   15.9206                 NaN            NaN   8.84346       0.977781        42.9509        31.3073                 NaN
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN   15.9466                 NaN            NaN   8.86186       0.966741        42.9131        31.3117                 NaN
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN   15.9372                 NaN            NaN   8.86607       0.968500        42.9191        31.3092                 NaN
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN   15.9517                 NaN            NaN   8.87398       0.965872        42.8959        31.3125                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN   15.9410                 NaN            NaN   8.87643       0.965459        42.9078        31.3093                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN   15.9702                 NaN            NaN   8.89546       0.955408        42.8647        31.3143                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN   15.9749                 NaN            NaN   8.90189       0.953118        42.8552        31.3149                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN   16.0163                 NaN            NaN   8.90749       0.945812        42.8059        31.3245                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN   12.3869        3.67670                 NaN   8.88257       0.946030        42.7683        31.3394                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN   12.4955        3.57029                 NaN   8.88089       0.946849        42.7659        31.3405                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN   12.4494        3.61707                 NaN   8.88288       0.945976        42.7641        31.3405                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN   12.5257        3.54621                 NaN   8.88447       0.943381        42.7594        31.3408                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN   3.54911        12.5153                 NaN   8.88108       0.946901        42.7666        31.3410                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN   12.7023        3.37274                 NaN   8.88502       0.943736        42.7538        31.3424                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN   3.54950        12.5149                 NaN   8.88107       0.946903        42.7666        31.3410                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN   16.0572                 NaN            NaN   8.92923       0.934000        42.7536        31.3260                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN   16.0592                 NaN            NaN   8.93537       0.932203        42.7471        31.3260                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN   16.0615                 NaN            NaN   8.94180       0.930271        42.7402        31.3262                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN   16.0648                 NaN            NaN   8.94759       0.928264        42.7328        31.3266                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN  0.953930        14.3328                 NaN   8.81410       0.965680        42.9692        31.3021       0.662145     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN   16.0692       0.140947E-005            NaN   8.96383       0.923569        42.7168        31.3266                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN   13.2183        2.86429                 NaN   8.88759       0.942886        42.7413        31.3457                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN   13.2495        2.83428                 NaN   8.88858       0.942360        42.7393        31.3460                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN   16.0782                 NaN            NaN   9.00328       0.911804        42.6807        31.3261                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN   16.0821                 NaN            NaN   9.01541       0.908271        42.6679        31.3263                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN   16.0748                 NaN            NaN   9.02827       0.906838        42.6663        31.3238                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN   16.0924                 NaN            NaN   9.04155       0.900056        42.6389        31.3272                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN   2.78681        1.12567        12.0048        8.92507       0.963112        42.8849        31.3096                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN   2.71072        1.44191        11.7816        8.94509       0.955724        42.8529        31.3121                 NaN
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN   5.99302        9.96662                 NaN   8.94944       0.949767        42.8277        31.3134                 NaN
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN   5.99302        9.96662                 NaN   8.94944       0.949767        42.8277        31.3134                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN  0.305157        15.8404                 NaN   9.08938       0.878830        42.5478        31.3384                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN   16.1392                 NaN            NaN   9.08731       0.881425        42.5533        31.3388                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN   1.08524        15.0687                 NaN   9.09876       0.876056        42.5275        31.3438                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN  0.662661        15.5019                 NaN   9.11005       0.870492        42.5113        31.3436                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN   11.7649        4.25563                 NaN   9.00472       0.928267        42.7181        31.3284                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN   11.6866        4.35252                 NaN   9.02546       0.920414        42.6831        31.3318                 NaN
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN   11.7305        4.30969                 NaN   9.02625       0.920174        42.6811        31.3323                 NaN
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN   15.0296        1.15902                 NaN   9.13000       0.863130        42.4670        31.3513                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN   1.70796        14.4751                 NaN   9.12752       0.864493        42.4752        31.3497                 NaN
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN   11.8535        4.18988                 NaN   9.02854       0.919480        42.6751        31.3336                 NaN
