|6.6.6
Archiving\03_Data\Deqfrac/QFM_m5/T13/T13_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1356.66        2500.00                 NaN   99.2683                 NaN            NaN            NaN  0.541803E-002  0.184922       0.288363                 NaN            NaN  0.252987                 NaN            NaN            NaN
  1355.06        2500.00                 NaN   99.2795                 NaN            NaN            NaN  0.517663E-002  0.285159       0.181315                 NaN            NaN  0.248834                 NaN            NaN            NaN
  1353.45        2500.00                 NaN   99.2903                 NaN            NaN            NaN  0.491473E-002  0.177544       0.282407                 NaN            NaN  0.244882                 NaN            NaN            NaN
  1351.84        2500.00                 NaN   99.3006                 NaN            NaN            NaN  0.465521E-002  0.173969       0.279739                 NaN            NaN  0.241029                 NaN            NaN            NaN
  1350.24        2500.00                 NaN   99.3109                 NaN            NaN            NaN  0.440764E-002  0.277257       0.170156                 NaN            NaN  0.237232                 NaN            NaN            NaN
  1348.63        2500.00                 NaN   99.3208                 NaN            NaN            NaN  0.414532E-002  0.166935       0.274586                 NaN            NaN  0.233492                 NaN            NaN            NaN
  1347.02        2500.00                 NaN   99.3306                 NaN            NaN            NaN  0.390017E-002  0.163451       0.272196                 NaN            NaN  0.229872                 NaN            NaN            NaN
  1345.42        2500.00                 NaN   99.3398                 NaN            NaN            NaN  0.365332E-002  0.160095       0.269982                 NaN            NaN  0.226453                 NaN            NaN            NaN
  1343.81        2500.00                 NaN   99.3495                 NaN            NaN            NaN  0.342343E-002  0.267335       0.156959                 NaN            NaN  0.222831                 NaN            NaN            NaN
  1342.20        2500.00                 NaN   99.3581                 NaN            NaN            NaN  0.322375E-002  0.153855       0.265106                 NaN            NaN  0.219673                 NaN            NaN            NaN
  1340.60        2500.00                 NaN   99.3669                 NaN            NaN            NaN  0.294193E-002  0.150437       0.263318                 NaN            NaN  0.216359                 NaN            NaN            NaN
  1338.99        2500.00                 NaN   99.3757                 NaN            NaN            NaN  0.271357E-002  0.147276       0.261252                 NaN            NaN  0.213060                 NaN            NaN            NaN
  1337.38        2500.00                 NaN   99.3842                 NaN            NaN            NaN  0.248315E-002  0.144226       0.259220                 NaN            NaN  0.209885                 NaN            NaN            NaN
  1335.78        2500.00                 NaN   99.3922                 NaN            NaN            NaN  0.227174E-002  0.257341       0.141260                 NaN            NaN  0.206898                 NaN            NaN            NaN
  1334.17        2500.00                 NaN   99.4001                 NaN            NaN            NaN  0.204966E-002  0.255580       0.138309                 NaN            NaN  0.203957                 NaN            NaN            NaN
  1332.56        2500.00                 NaN   99.4078                 NaN            NaN            NaN  0.182040E-002  0.135421       0.253897                 NaN            NaN  0.201044                 NaN            NaN            NaN
  1330.96        2500.00                 NaN   99.4156                 NaN            NaN            NaN  0.164067E-002  0.132633       0.251948                 NaN            NaN  0.198159                 NaN            NaN            NaN
  1329.35        2500.00                 NaN   99.4225                 NaN            NaN            NaN  0.140244E-002  0.250587       0.130012                 NaN            NaN  0.195542                 NaN            NaN            NaN
  1327.74        2500.00                 NaN   99.4304                 NaN            NaN            NaN  0.119833E-002  0.126879       0.248879                 NaN            NaN  0.192594                 NaN            NaN            NaN
  1326.14        2500.00                 NaN   99.4371                 NaN            NaN            NaN  0.988745E-003  0.124365       0.247528                 NaN            NaN  0.190059                 NaN            NaN            NaN
  1324.53        2500.00                 NaN   99.4442                 NaN            NaN            NaN  0.809859E-003  0.121653       0.245939                 NaN            NaN  0.187402                 NaN            NaN            NaN
  1322.92        2500.00                 NaN   99.4507                 NaN            NaN            NaN  0.604283E-003  0.244638       0.119089                 NaN            NaN  0.184981                 NaN            NaN            NaN
  1321.32        2500.00                 NaN   99.4575                 NaN            NaN            NaN  0.400317E-003  0.243315       0.116424                 NaN            NaN  0.182387                 NaN            NaN            NaN
  1319.71        2500.00                 NaN   85.1929                 NaN            NaN            NaN  0.704528E-001   1.34332        2.04144                 NaN            NaN   1.89470        9.45723                 NaN            NaN
  1318.11        2500.00                 NaN   71.6927                 NaN            NaN            NaN  0.129898        2.47914        3.73981                 NaN            NaN   3.49055        18.4679                 NaN            NaN
  1316.50        2500.00                 NaN   76.8718                 NaN            NaN            NaN  0.100032        2.01510        3.07989                 NaN            NaN   2.85133        15.0818                 NaN            NaN
  1314.89        2500.00                 NaN   80.4560                 NaN            NaN            NaN  0.799491E-001   1.69278        2.62114                 NaN            NaN   2.40924        12.7409                 NaN            NaN
  1313.29        2500.00                 NaN   83.0664                 NaN            NaN            NaN  0.643981E-001   2.29289        1.45421                 NaN            NaN   2.08744        11.0347                 NaN            NaN
  1311.68        2500.00                 NaN   85.0432                 NaN            NaN            NaN  0.527013E-001   2.04562        1.27142                 NaN            NaN   1.84389        9.74321                 NaN            NaN
  1310.07        2500.00                 NaN   86.6011                 NaN            NaN            NaN  0.434374E-001   1.12561        1.85220                 NaN            NaN   1.65209        8.72560                 NaN            NaN
  1308.47        2500.00                 NaN   87.8507                 NaN            NaN            NaN  0.360581E-001   1.00673        1.69822                 NaN            NaN   1.49830        7.91001                 NaN            NaN
  1306.86        2500.00                 NaN   88.8782                 NaN            NaN            NaN  0.298901E-001   1.57294       0.907478                 NaN            NaN   1.37189        7.23959                 NaN            NaN
  1305.25        2500.00                 NaN   89.7355                 NaN            NaN            NaN  0.245866E-001  0.822067        1.47110                 NaN            NaN   1.26649        6.68023                 NaN            NaN
  1303.65        2500.00                 NaN   90.4557                 NaN            NaN            NaN  0.199465E-001  0.747486        1.38862                 NaN            NaN   1.17785        6.21038                 NaN            NaN
  1302.04        2500.00                 NaN   90.7013                 NaN            NaN            NaN  0.203972E-001   1.33724       0.734025                 NaN            NaN   1.15449        6.05256                 NaN            NaN
  1300.43        2500.00                 NaN   92.0300                 NaN            NaN            NaN  0.992600E-002   1.22977       0.571614                 NaN            NaN  0.984958        5.17370                 NaN            NaN
  1298.83        2500.00                 NaN   89.4776                 NaN            NaN            NaN  0.328621E-001  0.924655        1.30271                 NaN            NaN   1.31679        6.94541                 NaN            NaN
  1297.22        2500.00                 NaN   94.6917                 NaN            NaN            NaN            NaN  0.976043       0.311764                 NaN            NaN  0.652021        3.36846                 NaN            NaN
  1295.61        2500.00                 NaN   78.0393                 NaN            NaN            NaN  0.151047E-001   2.15107        2.66653                 NaN            NaN   2.64506        14.4830                 NaN            NaN
  1294.01        2500.00                 NaN   99.1473       0.486593                 NaN            NaN  0.507809E-003  0.991084E-001            NaN            NaN            NaN  0.534647E-001  0.213004                 NaN            NaN
  1292.40        2500.00                 NaN   99.8651                 NaN            NaN            NaN            NaN  0.170878E-001            NaN            NaN            NaN  0.238962E-001  0.939228E-001            NaN            NaN
  1290.79        2500.00                 NaN   90.3621                 NaN            NaN            NaN  0.336151E-001   1.19516                 NaN            NaN            NaN  0.687211        7.72196                 NaN            NaN
  1289.19        2500.00                 NaN   99.2483                 NaN            NaN            NaN            NaN  0.211767                 NaN            NaN            NaN  0.539401E-001  0.486026                 NaN            NaN
  1287.58        2500.00                 NaN   98.8755                 NaN            NaN            NaN            NaN  0.302600                 NaN            NaN            NaN  0.216716       0.605226                 NaN            NaN
  1285.97        2500.00                 NaN   97.3607                 NaN            NaN            NaN            NaN  0.504205                 NaN            NaN            NaN  0.336845        1.79825                 NaN            NaN
  1284.37        2500.00                 NaN   96.4638                 NaN            NaN            NaN            NaN  0.518997                 NaN            NaN            NaN  0.539203        2.47805                 NaN            NaN
  1282.76        2500.00                 NaN   99.1882                 NaN            NaN            NaN            NaN  0.510862                 NaN            NaN            NaN  0.795977E-001  0.221317                 NaN            NaN
  1281.15        2500.00                 NaN   97.4921                 NaN            NaN            NaN            NaN  0.397279       0.174399                 NaN            NaN  0.330846        1.60537                 NaN            NaN
  1279.55        2500.00                 NaN   97.1766                 NaN            NaN            NaN            NaN  0.148148       0.594148                 NaN            NaN  0.418615        1.66252                 NaN            NaN
  1277.94        2500.00                 NaN   90.4221                 NaN            NaN            NaN            NaN   2.31261                 NaN            NaN            NaN   1.29513        5.84766       0.122501                 NaN
  1276.33        2500.00                 NaN   84.6599                 NaN            NaN            NaN            NaN   1.42786        1.86134                 NaN            NaN   2.00206        9.58706       0.461810                 NaN
  1274.73        2500.00                 NaN   81.5011                 NaN            NaN            NaN  0.480331E-002   3.21498                 NaN            NaN            NaN   2.17846        12.5222       0.578473                 NaN
  1273.12        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1271.51        2500.00       0.107188E-005  100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1269.91        2500.00                 NaN   99.9996                 NaN            NaN            NaN            NaN  0.707939E-004            NaN            NaN            NaN  0.493895E-004  0.301593E-003  0.141533E-004            NaN
  1268.30        2500.00                 NaN   89.9679                 NaN            NaN            NaN            NaN   1.73160                 NaN            NaN            NaN   1.19250        6.78920       0.318769                 NaN
  1266.69        2500.00                 NaN   95.2402                 NaN            NaN            NaN            NaN  0.850515                 NaN            NaN            NaN  0.602887        3.16870       0.137746                 NaN
  1265.09        2500.00                 NaN   96.3513                 NaN            NaN            NaN            NaN  0.117588E-001  0.619681                 NaN            NaN  0.448226        2.43523       0.133814                 NaN
  1263.48        2500.00                 NaN   98.4222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.122716        1.36442       0.906411E-001            NaN
  1261.87        2500.00                 NaN   89.4230                 NaN            NaN            NaN            NaN   1.13198       0.775530                 NaN            NaN   1.19640        7.14945       0.323672                 NaN
  1260.27        2500.00                 NaN  100.0000                 NaN            NaN            NaN            NaN  0.132024E-005            NaN            NaN            NaN  0.154412E-005  0.832826E-005            NaN            NaN
  1258.66        2500.00                 NaN  100.0000                 NaN            NaN            NaN            NaN  0.150538E-005            NaN            NaN            NaN            NaN  0.332133E-005            NaN            NaN
  1257.05        2500.00                 NaN   99.5202                 NaN            NaN            NaN            NaN  0.282103E-002  0.770475E-001  0.320752E-005            NaN  0.523252E-001  0.331265       0.163606E-001            NaN
  1255.45        2500.00                 NaN   91.6719                 NaN            NaN            NaN            NaN   1.32813                 NaN            NaN            NaN  0.940700        5.77411       0.285158                 NaN
  1253.84        2500.00                 NaN   98.4096                 NaN            NaN            NaN            NaN  0.265385                 NaN            NaN            NaN  0.191074        1.08294       0.510248E-001            NaN
  1252.23        2500.00                 NaN   98.9594                 NaN            NaN            NaN            NaN  0.692392E-001  0.673280E-001            NaN            NaN  0.102572       0.768220       0.332182E-001            NaN
  1250.63        2500.00                 NaN   93.3670                 NaN            NaN            NaN            NaN  0.957188E-001   1.01796                 NaN            NaN  0.783460        4.54013       0.195696                 NaN
  1249.02        2500.00                 NaN   97.4620                 NaN            NaN            NaN            NaN  0.367845       0.776830E-002            NaN            NaN  0.278384        1.79630       0.877298E-001            NaN
  1247.42        2500.00                 NaN   99.9897                 NaN            NaN            NaN            NaN  0.176777E-002  0.853168E-006            NaN            NaN  0.135975E-002  0.695551E-002  0.251794E-003            NaN
  1245.81        2500.00                 NaN   99.8233                 NaN            NaN            NaN            NaN  0.406833E-002  0.571674E-002            NaN            NaN  0.119309E-001  0.970341E-001  0.397093E-002  0.540043E-001
  1244.20        2500.00                 NaN   99.9998       0.125986E-004            NaN            NaN            NaN  0.103787E-004            NaN            NaN            NaN  0.138173E-004  0.108207E-003  0.526941E-005  0.629416E-004
  1242.60        2500.00                 NaN  100.0000                 NaN            NaN            NaN            NaN  0.176297E-005  0.854454E-006            NaN            NaN            NaN  0.308346E-005            NaN            NaN
  1240.99        2500.00                 NaN   93.6568                 NaN            NaN            NaN            NaN  0.616725E-001  0.932231                 NaN            NaN  0.717561        4.43738       0.194375                 NaN
  1239.38        2500.00                 NaN   92.3495                 NaN            NaN            NaN            NaN  0.632959                 NaN            NaN            NaN  0.610759        4.23139       0.144977        2.03036     
  1237.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.85973                 NaN            NaN            NaN   7.30313        50.4854        1.31130        34.0405     
  1236.17        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.85206                 NaN            NaN            NaN   7.29958        50.4947        1.31372        34.0399     
  1234.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.85278                 NaN            NaN            NaN   7.30110        50.4915        1.31349        34.0411     
  1232.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.85351                 NaN            NaN            NaN   7.30268        50.4882        1.31326        34.0423     
  1231.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.85429                 NaN            NaN            NaN   7.30421        50.4850        1.31304        34.0435     
  1229.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.85506                 NaN            NaN            NaN   7.30573        50.4817        1.31281        34.0447     
  1228.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.85591                 NaN            NaN            NaN   7.30739        50.4782        1.31256        34.0459     
  1226.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.85652                 NaN            NaN            NaN   7.30885        50.4751        1.31236        34.0471     
  1224.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.85727                 NaN            NaN            NaN   7.31034        50.4719        1.31214        34.0483     
  1223.32        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.85796                 NaN            NaN            NaN   7.31186        50.4687        1.31193        34.0495     
  1221.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.85864                 NaN            NaN            NaN   7.31333        50.4656        1.31171        34.0507     
  1220.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.85937                 NaN            NaN            NaN   7.31480        50.4625        1.31149        34.0519     
  1218.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.86012                 NaN            NaN            NaN   7.31627        50.4593        1.31127        34.0531     
  1216.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.86079                 NaN            NaN            NaN   7.31779        50.4561        1.31106        34.0543     
  1215.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.86156                 NaN            NaN            NaN   7.31921        50.4529        1.31084        34.0555     
  1213.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.86234                 NaN            NaN            NaN   7.32066        50.4497        1.31061        34.0567     
  1212.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.86306                 NaN            NaN            NaN   7.32211        50.4465        1.31042        34.0579     
  1210.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.98278        3.88113                 NaN            NaN   7.32347        50.4433        1.31018        34.0591     
  1208.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.97159        3.89319                 NaN            NaN   7.32506        50.4399        1.30991        34.0604     
  1207.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.67448        4.19091                 NaN            NaN   7.32648        50.4368        1.30980        34.0615     
  1205.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.47845        4.38776                 NaN            NaN   7.32791        50.4335        1.30960        34.0628     
  1204.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.87042                 NaN            NaN            NaN   7.33207        50.4249        1.30811        34.0645     
  1202.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.86873                 NaN            NaN            NaN   7.33125        50.4255        1.30903        34.0655     
  1200.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.57326        3.28600                 NaN            NaN   7.32777        50.4425        1.30851        34.0620     
  1199.22        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.87176                 NaN            NaN            NaN   7.33457        50.4164        1.30864        34.0686     
  1197.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.410103        6.46051                 NaN            NaN   7.33589        50.4159        1.30858        34.0690     
  1196.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.849921        6.02094                 NaN            NaN   7.33735        50.4145        1.30778        34.0696     
  1194.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.233344        4.74889        1.86508                 NaN   7.32257        50.4572        1.31042        34.0625     
  1192.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.277052        4.82364        1.74547                 NaN   7.32166        50.4584        1.31058        34.0632     
  1191.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.308311        4.87301        1.66398                 NaN   7.32107        50.4589        1.31068        34.0640     
  1189.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.182058        4.98600        1.67886       0.351290E-005   7.32291        50.4546        1.31017        34.0654     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.197973        5.00725        1.64150       0.231833E-005   7.32310        50.4537        1.31012        34.0664     
  1186.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.213055        5.02607        1.60742       0.106523E-005   7.32330        50.4527        1.31006        34.0674     
  1184.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.62657        5.24075                 NaN            NaN   7.34441        50.4063        1.30733        34.0747     
  1183.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.63913        5.22880                 NaN            NaN   7.34532        50.4038        1.30712        34.0759     
  1181.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.65484        5.21361                 NaN            NaN   7.34626        50.4014        1.30691        34.0770     
  1179.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.63492        5.23421                 NaN            NaN   7.34731        50.3987        1.30667        34.0782     
  1178.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.87944        4.99010                 NaN            NaN   7.34768        50.3970        1.30646        34.0793     
  1176.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.788177        6.08991                 NaN            NaN   7.35297        50.3817        1.30452        34.0827     
  1175.12        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.17651        5.70134                 NaN            NaN   7.35321        50.3805        1.30463        34.0838     
  1173.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.09799        5.78135                 NaN            NaN   7.35491        50.3763        1.30426        34.0852     
  1171.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.00899        5.87196                 NaN            NaN   7.35672        50.3718        1.30386        34.0866     
  1170.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.904236        5.97844                 NaN            NaN   7.35860        50.3672        1.30345        34.0881     
  1168.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.790204        6.09430                 NaN            NaN   7.36056        50.3623        1.30301        34.0896     
  1167.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.661630        6.22484                 NaN            NaN   7.36262        50.3573        1.30255        34.0911     
  1165.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.05018        4.83235                 NaN            NaN   7.35623        50.3687        1.30207        34.0905     
  1163.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.575937        5.12773        1.13345                 NaN   7.31138        50.4586        1.31325        34.0797     
  1162.27        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.39423        1.44265       0.726199E-004            NaN   7.31443        50.4565        1.31121        34.0809     
  1160.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.39786        1.43884       0.817328E-004            NaN   7.31457        50.4556        1.31116        34.0819     
  1159.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.40137        1.43515       0.912391E-004            NaN   7.31472        50.4547        1.31111        34.0829     
  1157.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.40476        1.43159       0.101839E-003            NaN   7.31486        50.4537        1.31106        34.0839     
  1155.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.40803        1.42813       0.114141E-003            NaN   7.31500        50.4528        1.31101        34.0849     
  1154.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.41120        1.42479       0.128938E-003            NaN   7.31515        50.4519        1.31096        34.0859     
  1152.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.41426        1.42154       0.147171E-003            NaN   7.31529        50.4510        1.31091        34.0869     
  1151.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.41726        1.41819       0.336274E-003            NaN   7.31544        50.4500        1.31086        34.0879     
  1149.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.42013        1.41549                 NaN            NaN   7.31558        50.4491        1.31081        34.0889     
  1147.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.17051       0.747196                 NaN            NaN   7.39205        50.2868        1.29345        34.1100     
  1146.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.13229       0.786143                 NaN            NaN   7.39315        50.2841        1.29318        34.1112     
  1144.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.09455       0.824605                 NaN            NaN   7.39424        50.2814        1.29290        34.1123     
  1142.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.05728       0.862595                 NaN            NaN   7.39533        50.2787        1.29263        34.1134     
  1141.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.78144        5.12375                 NaN            NaN   7.38774        50.3013        1.29528        34.1105     
  1139.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.31787        5.59483                 NaN            NaN   7.39377        50.2863        1.29374        34.1135     
  1138.17        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.943072        5.97615                 NaN            NaN   7.39911        50.2732        1.29238        34.1161     
  1136.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.585705        6.33999                 NaN            NaN   7.40442        50.2601        1.29102        34.1188     
  1134.95        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.227945        6.70440                 NaN            NaN   7.40989        50.2467        1.28962        34.1214     
  1133.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.90461       0.320582E-001            NaN            NaN   7.41345        50.2376        1.28870        34.1235     
  1131.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.82478       0.111978                 NaN            NaN   7.41359        50.2364        1.28864        34.1246     
  1130.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.75188       0.185063                 NaN            NaN   7.41383        50.2350        1.28856        34.1256     
  1128.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.68464       0.252557                 NaN            NaN   7.41415        50.2335        1.28846        34.1267     
  1126.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.62215       0.315361                 NaN            NaN   7.41453        50.2318        1.28834        34.1278     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.56374       0.374137                 NaN            NaN   7.41497        50.2301        1.28821        34.1289     
  1123.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.429419        6.50887                 NaN            NaN   7.41546        50.2282        1.28807        34.1300     
  1122.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.45710       0.481638                 NaN            NaN   7.41600        50.2263        1.28792        34.1311     
  1120.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.40811       0.531119                 NaN            NaN   7.41657        50.2242        1.28776        34.1322     
  1118.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.36160       0.578147                 NaN            NaN   7.41717        50.2222        1.28759        34.1333     
  1117.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.31733       0.622961                 NaN            NaN   7.41780        50.2200        1.28742        34.1345     
  1115.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.68493        1.24790                 NaN            NaN   7.41325        50.2323        1.28839        34.1332     
  1114.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.736928        6.20870                 NaN            NaN   7.42157        50.2087        1.28621        34.1379     
  1112.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.59221        1.34720                 NaN            NaN   7.41821        50.2188        1.28668        34.1368     
  1110.85        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.08940       0.857658                 NaN            NaN   7.42402        50.2032        1.28563        34.1401     
  1109.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.35405        5.58323                 NaN            NaN   7.41796        50.2192        1.28720        34.1383     
  1107.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.36820        5.57021                 NaN            NaN   7.41896        50.2159        1.28702        34.1397     
  1106.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.954383        5.99015                 NaN            NaN   7.42174        50.2047        1.28603        34.1430     
  1104.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.04567       0.897502                 NaN            NaN   7.41890        50.2063        1.28780        34.1438     
  1102.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.99341       0.952789                 NaN            NaN   7.42457        50.1988        1.28561        34.1448     
  1101.22        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.96369       0.983261                 NaN            NaN   7.42541        50.1962        1.28538        34.1460     
  1099.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.85488        1.09848                 NaN            NaN   7.43073        50.1835        1.28382        34.1486     
  1098.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.37561        1.57573                 NaN            NaN   7.43020        50.1863        1.28347        34.1487     
  1096.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.77434        1.18112                 NaN            NaN   7.43331        50.1770        1.28322        34.1510     
  1094.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.47166        5.47593                 NaN            NaN   7.42688        50.1881        1.28598        34.1514     
  1093.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.82610        1.12159                 NaN            NaN   7.42758        50.1886        1.28498        34.1511     
  1091.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.80141        1.14585                 NaN            NaN   7.42763        50.1881        1.28504        34.1520     
  1089.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.27096        1.68271                 NaN            NaN   7.43573        50.1748        1.28210        34.1537     
  1088.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.74361        1.20286                 NaN            NaN   7.42778        50.1869        1.28513        34.1538     
  1086.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.74673        1.19537                 NaN            NaN   7.42370        50.1942        1.28636        34.1536     
  1085.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.36591        5.56933                 NaN            NaN   7.38217        50.2359        1.29143        34.1553     
  1083.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.40085        5.53540                 NaN            NaN   7.38668        50.2311        1.29013        34.1559     
  1081.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.31213        5.63372                 NaN            NaN   7.42922        50.1823        1.28511        34.1575     
  1080.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.34253        5.60322                 NaN            NaN   7.42960        50.1811        1.28509        34.1585     
  1078.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.37222        5.57344                 NaN            NaN   7.42998        50.1799        1.28507        34.1594     
  1077.12        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.40122        5.54434                 NaN            NaN   7.43034        50.1787        1.28505        34.1604     
  1075.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.42957        5.51589                 NaN            NaN   7.43068        50.1775        1.28504        34.1613     
  1073.90        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.45730        5.48807                 NaN            NaN   7.43102        50.1763        1.28502        34.1623     
  1072.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.48446        5.46083                 NaN            NaN   7.43134        50.1751        1.28501        34.1633     
