|6.6.6
Archiving\03_Data\eq/QFM_m4.75/KHA22/KHA22_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           Ni             iron           O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1291.67        2500.00                 NaN            NaN            NaN            NaN   50.2951       0.598873       0.929464        24.4057        8.76742        6.80722        3.04116        5.15502                 NaN
  1288.46        2500.00                 NaN            NaN            NaN            NaN   50.2948       0.598878       0.929487        24.4058        8.76740        6.80725        3.04133        5.15511                 NaN
  1285.26        2500.00                 NaN            NaN            NaN            NaN   50.2945       0.598882       0.929511        24.4058        8.76738        6.80728        3.04150        5.15521                 NaN
  1282.05        2500.00                 NaN            NaN            NaN            NaN   50.2984       0.598804       0.959550        24.5637        6.52746        8.76330        3.11454        5.17429                 NaN
  1278.85        2500.00                 NaN            NaN            NaN            NaN   50.2981       0.598808       0.959574        24.5637        6.52749        8.76328        3.11472        5.17439                 NaN
  1275.64        2500.00                 NaN            NaN            NaN            NaN   50.2977       0.598812       0.959598        24.5637        6.52752        8.76326        3.11489        5.17448                 NaN
  1272.44        2500.00                 NaN            NaN            NaN            NaN   50.2974       0.598817       0.959622        24.5637        6.52755        8.76324        3.11507        5.17458                 NaN
  1269.23        2500.00                 NaN            NaN            NaN            NaN   50.2971       0.598821       0.959646        24.5637        6.52758        8.76322        3.11524        5.17467                 NaN
  1266.03        2500.00                 NaN            NaN            NaN            NaN   50.2967       0.598825       0.959669        24.5638        6.52761        8.76321        3.11542        5.17476                 NaN
  1262.82        2500.00                 NaN            NaN            NaN            NaN   50.2964       0.598829       0.959693        24.5638        6.52764        8.76319        3.11559        5.17486                 NaN
  1259.62        2500.00                 NaN            NaN            NaN            NaN   50.2961       0.598833       0.959716        24.5638        6.52767        8.76317        3.11576        5.17495                 NaN
  1256.41        2500.00                 NaN            NaN            NaN            NaN   50.2936       0.598766       0.992346        24.7023        8.76045        6.27946        3.18195        5.19119                 NaN
  1253.21        2500.00                 NaN            NaN            NaN            NaN   50.2932       0.598770       0.992371        24.7023        8.76043        6.27949        3.18213        5.19128                 NaN
  1250.00        2500.00                 NaN            NaN            NaN            NaN   50.2929       0.598774       0.992395        24.7023        8.76041        6.27952        3.18231        5.19137                 NaN
  1246.79        2500.00                 NaN            NaN            NaN            NaN   50.2926       0.598778       0.992419        24.7023        8.76039        6.27955        3.18249        5.19147                 NaN
  1243.59        2500.00                 NaN            NaN            NaN            NaN   50.2922       0.598782       0.992443        24.7024        8.76037        6.27958        3.18266        5.19156                 NaN
  1240.38        2500.00                 NaN            NaN            NaN            NaN   50.2919       0.598786       0.992467        24.7024        8.76035        6.27961        3.18284        5.19165                 NaN
  1237.18        2500.00                 NaN            NaN            NaN            NaN   50.2916       0.598790       0.992492        24.7024        8.76033        6.27964        3.18302        5.19175                 NaN
  1233.97        2500.00                 NaN            NaN            NaN            NaN   50.2912       0.598794       0.992516        24.7025        8.76031        6.27967        3.18320        5.19184                 NaN
  1230.77        2500.00                 NaN            NaN            NaN            NaN   50.2824       0.598738        1.02775        24.8287        6.05529        8.75931        3.24217        5.20569                 NaN
  1227.56        2500.00                 NaN            NaN            NaN            NaN   50.2820       0.598742        1.02777        24.8287        6.05532        8.75929        3.24235        5.20578                 NaN
  1224.36        2500.00                 NaN            NaN            NaN            NaN   50.2817       0.598746        1.02780        24.8287        6.05536        8.75927        3.24253        5.20587                 NaN
  1221.15        2500.00                 NaN            NaN            NaN            NaN   50.2814       0.598750        1.02782        24.8288        6.05539        8.75924        3.24271        5.20597                 NaN
  1217.95        2500.00                 NaN            NaN            NaN            NaN   50.2810       0.598754        1.02785        24.8288        6.05542        8.75922        3.24289        5.20606                 NaN
  1214.74        2500.00                 NaN            NaN            NaN            NaN   50.2807       0.598758        1.02787        24.8288        6.05545        8.75920        3.24307        5.20615                 NaN
  1211.54        2500.00                 NaN            NaN            NaN            NaN   50.2803       0.598761        1.02790        24.8289        6.05548        8.75918        3.24325        5.20624                 NaN
  1208.33        2500.00                 NaN            NaN            NaN            NaN   50.2800       0.598765        1.02792        24.8289        6.05551        8.75916        3.24343        5.20633                 NaN
  1205.13        2500.00                 NaN            NaN            NaN            NaN   50.2650       0.598720        1.06570        24.9460        8.76068        5.85081        3.29518        5.21795                 NaN
  1201.92        2500.00                 NaN            NaN            NaN            NaN   50.2646       0.598724        1.06573        24.9460        8.76066        5.85084        3.29536        5.21805                 NaN
  1198.72        2500.00                 NaN            NaN            NaN            NaN   50.2643       0.598728        1.06575        24.9461        8.76064        5.85087        3.29555        5.21814                 NaN
  1195.51        2500.00                 NaN            NaN            NaN            NaN   50.2639       0.598731        1.06578        24.9461        8.76061        5.85091        3.29573        5.21823                 NaN
  1192.31        2500.00                 NaN            NaN            NaN            NaN   50.2636       0.598735        1.06581        24.9461        8.76059        5.85094        3.29591        5.21832                 NaN
  1189.10        2500.00                 NaN            NaN            NaN            NaN   50.2632       0.598739        1.06583        24.9462        8.76057        5.85097        3.29609        5.21841                 NaN
  1185.90        2500.00                 NaN            NaN            NaN            NaN   50.2629       0.598742        1.06586        24.9462        8.76055        5.85100        3.29628        5.21850                 NaN
  1182.69        2500.00                 NaN            NaN            NaN            NaN   50.2625       0.598746        1.06588        24.9462        8.76053        5.85104        3.29646        5.21860                 NaN
  1179.49        2500.00                 NaN            NaN            NaN            NaN   50.2405       0.598712        1.10653        25.0587        5.66229        8.76505        3.34046        5.22779                 NaN
  1176.28        2500.00                 NaN            NaN            NaN            NaN   50.2402       0.598716        1.10655        25.0587        5.66232        8.76502        3.34064        5.22788                 NaN
  1173.08        2500.00                 NaN            NaN            NaN            NaN   50.2398       0.598719        1.10658        25.0587        5.66235        8.76500        3.34083        5.22798                 NaN
  1169.87        2500.00                 NaN            NaN            NaN            NaN   50.2395       0.598723        1.10660        25.0588        5.66239        8.76498        3.34101        5.22807                 NaN
  1166.67        2500.00                 NaN            NaN            NaN            NaN   50.2391       0.598726        1.10663        25.0588        5.66242        8.76495        3.34120        5.22816                 NaN
  1163.46        2500.00                 NaN            NaN            NaN            NaN   50.2388       0.598730        1.10666        25.0588        5.66245        8.76493        3.34138        5.22825                 NaN
  1160.26        2500.00                 NaN            NaN            NaN            NaN   50.2384       0.598734        1.10668        25.0589        5.66249        8.76491        3.34157        5.22834                 NaN
  1157.05        2500.00                 NaN            NaN            NaN            NaN   50.2380       0.598737        1.10671        25.0589        5.66252        8.76488        3.34175        5.22843                 NaN
  1153.85        2500.00                 NaN            NaN            NaN            NaN   50.2095       0.598715        1.15022        25.1698        8.77240        5.48584        3.37780        5.23575                 NaN
  1150.64        2500.00                 NaN            NaN            NaN            NaN   50.2091       0.598718        1.15025        25.1698        8.77238        5.48587        3.37799        5.23584                 NaN
  1147.44        2500.00                 NaN            NaN            NaN            NaN   50.2088       0.598722        1.15027        25.1699        8.77235        5.48591        3.37818        5.23593                 NaN
  1144.23        2500.00                 NaN            NaN            NaN            NaN   50.2084       0.598725        1.15030        25.1699        8.77233        5.48594        3.37836        5.23602                 NaN
  1141.03        2500.00                 NaN            NaN            NaN            NaN   50.2080       0.598728        1.15033        25.1700        8.77231        5.48598        3.37855        5.23611                 NaN
  1137.82        2500.00                 NaN            NaN            NaN            NaN   50.2077       0.598732        1.15035        25.1700        8.77228        5.48601        3.37874        5.23620                 NaN
  1134.62        2500.00                 NaN            NaN            NaN            NaN   50.2073       0.598735        1.15038        25.1701        8.77226        5.48604        3.37892        5.23629                 NaN
  1131.41        2500.00                 NaN            NaN            NaN            NaN   50.2070       0.598739        1.15041        25.1701        8.77223        5.48608        3.37911        5.23638                 NaN
  1128.21        2500.00                 NaN            NaN            NaN            NaN   50.1706       0.598728        1.19728        25.2822        8.78314        5.32005        3.40663        5.24137                 NaN
  1125.00        2500.00                 NaN            NaN            NaN            NaN   50.1702       0.598732        1.19730        25.2823        8.78312        5.32008        3.40681        5.24146                 NaN
  1121.79        2500.00                 NaN            NaN            NaN            NaN   50.1698       0.598735        1.19733        25.2823        8.78309        5.32012        3.40700        5.24155                 NaN
  1118.59        2500.00                 NaN            NaN            NaN            NaN   50.1695       0.598738        1.19736        25.2824        8.78307        5.32015        3.40719        5.24164                 NaN
  1115.38        2500.00                 NaN            NaN            NaN            NaN   50.1691       0.598741        1.19739        25.2824        8.78304        5.32019        3.40738        5.24173                 NaN
  1112.18        2500.00                 NaN            NaN            NaN            NaN   50.1687       0.598745        1.19741        25.2825        8.78302        5.32022        3.40756        5.24182                 NaN
  1108.97        2500.00                 NaN            NaN            NaN            NaN   50.1684       0.598748        1.19744        25.2825        8.78299        5.32026        3.40775        5.24191                 NaN
  1105.77        2500.00                 NaN            NaN            NaN            NaN   50.1680       0.598751        1.19747        25.2826        8.78297        5.32029        3.40794        5.24200                 NaN
  1102.56        2500.00                 NaN            NaN            NaN            NaN   50.1231       0.598755        1.24813        25.3987        8.79851        5.16238        3.42583        5.24461                 NaN
  1099.36        2500.00                 NaN            NaN            NaN            NaN   50.1227       0.598758        1.24816        25.3987        8.79849        5.16241        3.42602        5.24470                 NaN
  1096.15        2500.00                 NaN            NaN            NaN            NaN   50.1224       0.598761        1.24819        25.3988        8.79846        5.16245        3.42621        5.24479                 NaN
  1092.95        2500.00                 NaN            NaN            NaN            NaN   50.1220       0.598764        1.24822        25.3988        8.79843        5.16248        3.42640        5.24487                 NaN
  1089.74        2500.00                 NaN            NaN            NaN            NaN   50.1216       0.598767        1.24825        25.3989        8.79841        5.16252        3.42658        5.24496                 NaN
  1086.54        2500.00                 NaN            NaN            NaN            NaN   50.1212       0.598770        1.24828        25.3990        8.79838        5.16255        3.42677        5.24505                 NaN
  1083.33        2500.00                 NaN            NaN            NaN            NaN   50.1209       0.598773        1.24830        25.3990        8.79836        5.16259        3.42696        5.24514                 NaN
  1080.13        2500.00                 NaN            NaN            NaN            NaN   50.1205       0.598776        1.24833        25.3991        8.79833        5.16263        3.42715        5.24523                 NaN
  1076.92        2500.00                 NaN            NaN            NaN            NaN   50.0673       0.598792        1.30271        25.5199        8.81763        5.01179        3.43647        5.24539                 NaN
  1073.72        2500.00                 NaN            NaN            NaN            NaN   50.0670       0.598795        1.30273        25.5200        8.81760        5.01182        3.43666        5.24547                 NaN
  1070.51        2500.00                 NaN            NaN            NaN            NaN   50.0666       0.598798        1.30276        25.5200        8.81757        5.01186        3.43685        5.24556                 NaN
  1067.31        2500.00                 NaN            NaN            NaN            NaN   50.0662       0.598801        1.30279        25.5201        8.81755        5.01190        3.43703        5.24565                 NaN
  1064.10        2500.00                 NaN            NaN            NaN            NaN   50.0658       0.598804        1.30282        25.5201        8.81752        5.01193        3.43722        5.24573                 NaN
  1060.90        2500.00                 NaN            NaN            NaN            NaN   50.0655       0.598807        1.30285        25.5202        8.81749        5.01197        3.43741        5.24582                 NaN
  1057.69        2500.00                 NaN            NaN            NaN            NaN   50.0651       0.598810        1.30288        25.5202        8.81747        5.01201        3.43760        5.24591                 NaN
  1054.49        2500.00                 NaN            NaN            NaN            NaN   50.0647       0.598813        1.30291        25.5203        8.81744        5.01204        3.43779        5.24600                 NaN
  1051.28        2500.00                 NaN            NaN            NaN            NaN   50.0012       0.598846        1.36212        25.6493        8.84320        4.86666        3.43527        5.24337                 NaN
  1048.08        2500.00                 NaN            NaN            NaN            NaN   49.9900       0.598857        1.37034        25.6660        8.84986        4.85270        3.43432        4.55505       0.682855     
  1044.87        2500.00                 NaN            NaN            NaN            NaN   49.9776       0.598869        1.37862        25.6816        8.85858        4.84329        3.43432        3.22239        2.00470     
  1041.67        2500.00                 NaN            NaN            NaN            NaN   49.9773       0.598872        1.37865        25.6817        8.85856        4.84333        3.43451        3.22244        2.00467     
  1038.46        2500.00                 NaN            NaN            NaN            NaN   49.9519       0.598894        1.39547        25.7134        4.82557        8.87706        3.43363       0.912307        4.29176     
  1035.26        2500.00                 NaN            NaN            NaN            NaN   49.9373       0.598909        1.40466        25.7313        4.81584        8.88833        3.43103                 NaN   5.19269     
  1032.05        2500.00                 NaN            NaN            NaN            NaN   49.9280       0.598917        1.41288        25.7490        8.89124        4.79713        3.42863                 NaN   5.19427     
  1028.85        2500.00                 NaN            NaN            NaN            NaN   49.9277       0.598921        1.41291        25.7491        8.89123        4.79718        3.42883                 NaN   5.19419     
  1025.64        2500.00                 NaN            NaN            NaN            NaN   49.9086       0.598936        1.42963        25.7849        4.75880        8.89999        3.42202                 NaN   5.19717     
  1022.44        2500.00                 NaN            NaN            NaN            NaN   49.9083       0.598939        1.42967        25.7850        4.75885        8.89998        3.42221                 NaN   5.19708     
  1019.23        2500.00                 NaN            NaN            NaN            NaN   49.9080       0.598943        1.42970        25.7851        4.75889        8.89997        3.42240                 NaN   5.19700     
  1016.03        2500.00                 NaN            NaN            NaN            NaN   49.9077       0.598947        1.42973        25.7852        4.75894        8.89996        3.42260                 NaN   5.19692     
  1012.82        2500.00                 NaN            NaN            NaN            NaN   49.9074       0.598951        1.42977        25.7853        4.75899        8.89995        3.42279                 NaN   5.19683     
  1009.62        2500.00                 NaN            NaN            NaN            NaN   49.9071       0.598954        1.42980        25.7854        4.75904        8.89994        3.42298                 NaN   5.19675     
  1006.41        2500.00                 NaN            NaN            NaN            NaN   49.9068       0.598958        1.42984        25.7855        4.75908        8.89993        3.42317                 NaN   5.19667     
  1003.21        2500.00                 NaN            NaN            NaN            NaN   49.9065       0.598962        1.42987        25.7856        4.75913        8.89992        3.42337                 NaN   5.19659     
  1000.00        2500.00                 NaN            NaN            NaN            NaN   49.8255       0.599013        1.49993        25.9330        4.60908        8.93378        3.38926                 NaN   5.21046     
