|6.6.6
Archiving\03_Data\fracLP/QFM_m4.25/KHA22/KHA22_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1867.17        500.000        99.4656                 NaN            NaN  0.534427                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4687                 NaN            NaN  0.531346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        98.9544                 NaN            NaN   1.02754       0.180293E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.9503                 NaN            NaN  0.496752E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4967                 NaN            NaN  0.503334                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4764                 NaN            NaN  0.522446       0.117420E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4752                 NaN            NaN  0.520117       0.466229E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.3225                 NaN            NaN  0.663519       0.140217E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.6203                 NaN            NaN  0.371850       0.781811E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4741                 NaN            NaN  0.515063       0.108681E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4767                 NaN            NaN  0.512478       0.107952E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4772                 NaN            NaN  0.512044       0.107780E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4790                 NaN            NaN  0.510290       0.107163E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4795                 NaN            NaN  0.509712       0.107591E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4823                 NaN            NaN  0.507078       0.106708E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4847                 NaN            NaN  0.504699       0.106028E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.6609                 NaN            NaN  0.331985       0.712607E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.3095                 NaN            NaN  0.676456       0.140400E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4859                 NaN            NaN  0.503598       0.105413E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4884                 NaN            NaN  0.501146       0.104677E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4886                 NaN            NaN  0.500921       0.104510E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4887                 NaN            NaN  0.500835       0.104444E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4908                 NaN            NaN  0.498890       0.103600E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4902                 NaN            NaN  0.499428       0.103617E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4910                 NaN            NaN  0.498704       0.103143E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4879                 NaN            NaN  0.501758       0.103204E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4943                 NaN            NaN  0.495544       0.101773E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4913                 NaN            NaN  0.498444       0.102410E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4913                 NaN            NaN  0.498499       0.102091E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4906                 NaN            NaN  0.499219       0.101847E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4945                 NaN            NaN  0.495454       0.100605E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4920                 NaN            NaN  0.497895       0.101168E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.6133                 NaN            NaN  0.379090       0.762068E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.3670                 NaN            NaN  0.620525       0.124889E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4940                 NaN            NaN  0.496063       0.994887E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.3035                 NaN            NaN  0.682777       0.137181E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.6803                 NaN            NaN  0.313551       0.616878E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4895                 NaN            NaN  0.500564       0.993242E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4902                 NaN            NaN  0.499950       0.988327E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4875                 NaN            NaN  0.502550       0.990590E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.5875                 NaN            NaN  0.404651       0.789358E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3858                 NaN            NaN  0.602500       0.117387E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4876                 NaN            NaN  0.502646       0.976313E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4599                 NaN            NaN  0.530308       0.975500E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.5107                 NaN            NaN  0.479542       0.970871E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4829                 NaN            NaN  0.507420       0.971338E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.1744                 NaN            NaN  0.810321       0.153274E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.7921                 NaN            NaN  0.203989       0.387460E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.5135                 NaN            NaN  0.477495       0.897885E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.7573                 NaN            NaN  0.238223       0.448577E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.1679                 NaN            NaN  0.816836       0.152530E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4769                 NaN            NaN  0.513510       0.954846E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4756                 NaN            NaN  0.514841       0.951319E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4737                 NaN            NaN  0.516755       0.949842E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4536                 NaN            NaN  0.528921       0.175097E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4905                 NaN            NaN  0.508123       0.133130E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4700                 NaN            NaN  0.520597       0.942985E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4693                 NaN            NaN  0.521319       0.936829E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4657                 NaN            NaN  0.524922       0.940190E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4652                 NaN            NaN  0.525410       0.935861E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4702                 NaN            NaN  0.520619       0.922226E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4565                 NaN            NaN  0.534066       0.940113E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.4608                 NaN            NaN  0.529904       0.928669E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.4592                 NaN            NaN  0.531494       0.926965E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4604                 NaN            NaN  0.530373       0.921561E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.4542                 NaN            NaN  0.536562       0.924419E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.4460                 NaN            NaN  0.544665       0.937255E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.4585                 NaN            NaN  0.532458       0.904541E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.4544                 NaN            NaN  0.536497       0.912012E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.4509                 NaN            NaN  0.539967       0.912696E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.4493                 NaN            NaN  0.541601       0.914517E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.4491                 NaN            NaN  0.541812       0.908734E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.4469                 NaN            NaN  0.544071       0.907441E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.6177                 NaN            NaN  0.375970       0.630109E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2746                 NaN            NaN  0.713611       0.118111E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.4446                 NaN            NaN  0.546440       0.900454E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.4434                 NaN            NaN  0.547627       0.898981E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.4426                 NaN            NaN  0.548472       0.896726E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.4412                 NaN            NaN  0.549844       0.896419E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.4422                 NaN            NaN  0.548869       0.891069E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.4407                 NaN            NaN  0.550363       0.890890E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.4373                 NaN            NaN  0.553716       0.893538E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.4424                 NaN            NaN  0.548794       0.883302E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.4397                 NaN            NaN  0.551482       0.885616E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.4060                 NaN            NaN  0.584715       0.930060E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.4720                 NaN            NaN  0.519791       0.820862E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.5723                 NaN            NaN  0.421150       0.658833E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3046                 NaN            NaN  0.684244       0.111418E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.4359                 NaN            NaN  0.555327       0.879545E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.4453                 NaN            NaN  0.546063       0.863918E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.4427                 NaN            NaN  0.548613       0.866123E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.4412                 NaN            NaN  0.550132       0.870699E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.4457                 NaN            NaN  0.545689       0.859285E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.4443                 NaN            NaN  0.547069       0.861787E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.4459                 NaN            NaN  0.545511       0.858008E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.4466                 NaN            NaN  0.544815       0.855685E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.4050                 NaN            NaN  0.585795       0.916905E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.4919                 NaN            NaN  0.500215       0.783801E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.4522                 NaN            NaN  0.539289       0.846490E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.4523                 NaN            NaN  0.539051       0.859971E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.4301                 NaN            NaN  0.561198       0.872005E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.4850                 NaN            NaN  0.507086       0.795893E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.4594                 NaN            NaN  0.532281       0.835229E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.4622                 NaN            NaN  0.529486       0.832537E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.4639                 NaN            NaN  0.527834       0.829392E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.4669                 NaN            NaN  0.524835       0.825314E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.4692                 NaN            NaN  0.522600       0.824290E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.4722                 NaN            NaN  0.519652       0.818429E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.4003                 NaN            NaN  0.590339       0.931325E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.5528                 NaN            NaN  0.440250       0.696490E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.8548                 NaN            NaN  0.114747                 NaN   1.03048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.7815                 NaN            NaN  0.546399E-001            NaN   1.16390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.8136                 NaN            NaN  0.535444E-001            NaN   1.13284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.8292                 NaN            NaN  0.517556E-001            NaN   1.11903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.8387                 NaN            NaN  0.461620E-001            NaN   1.11511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.8774                 NaN            NaN  0.434888E-001            NaN   1.07913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.8899                 NaN            NaN  0.436991E-001            NaN   1.06645                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.9092                 NaN            NaN  0.419051E-001            NaN   1.04889                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.9275                 NaN            NaN  0.407060E-001            NaN   1.03176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.9465                 NaN            NaN  0.395231E-001            NaN   1.01393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.7256                 NaN            NaN  0.295043E-002            NaN   1.27146                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.4780                 NaN            NaN  0.495416E-001            NaN  0.472491                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.7206                 NaN            NaN  0.378262E-001            NaN   1.24157                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.0128                 NaN            NaN  0.281384E-001            NaN  0.959015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.0281                 NaN            NaN  0.290436E-001            NaN  0.942902                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.0430                 NaN            NaN  0.269387E-001            NaN  0.930058                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.0572                 NaN            NaN  0.253814E-001            NaN  0.917419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.2219                 NaN            NaN  0.392042E-001            NaN   1.73892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.9430                 NaN            NaN  0.241503E-002            NaN  0.546209E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.3910                 NaN            NaN  0.115567E-001            NaN  0.597450                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8196                 NaN            NaN  0.227775E-001            NaN   1.15763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.7410                 NaN            NaN  0.232708E-001            NaN   1.23578                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.5251                 NaN            NaN  0.107300E-001            NaN  0.464175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.1486                 NaN            NaN  0.116718E-001            NaN  0.839715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.1585                 NaN            NaN  0.849770E-002            NaN  0.833031                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.1729                 NaN            NaN  0.788302E-002            NaN  0.819236                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.1810                 NaN            NaN  0.376251E-002            NaN  0.815213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.2843                 NaN            NaN  0.420430E-001            NaN  0.673670                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.1224                 NaN            NaN  0.927921E-002            NaN  0.868368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.2180                 NaN            NaN  0.184417E-001            NaN  0.763591                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.2254                 NaN            NaN            NaN            NaN  0.774627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.2354                 NaN            NaN            NaN            NaN  0.764558                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.2425                 NaN            NaN            NaN            NaN  0.757486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.2548                 NaN            NaN  0.855031E-002            NaN  0.736616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.2646                 NaN            NaN  0.136210E-001            NaN  0.721779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
