|6.6.6
Archiving\03_Data\DfracLP/QFM/T13/T13_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       O(HP)          O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        pxmn           Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1496.24        500.000        99.1215       0.319239E-001            NaN            NaN            NaN  0.846573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1266       0.262541E-001            NaN            NaN            NaN  0.847106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1382       0.274096E-001            NaN            NaN            NaN  0.834432                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1439       0.224420E-001            NaN            NaN            NaN  0.833690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1531       0.224760E-001            NaN            NaN            NaN  0.824386                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.3074       0.180911E-001            NaN            NaN            NaN  0.674491                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0179       0.154050E-001            NaN            NaN            NaN  0.966722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.1758       0.125709E-001            NaN            NaN            NaN  0.811678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.1825       0.122799E-001            NaN            NaN            NaN  0.805196                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.4694       0.779659E-002            NaN            NaN            NaN  0.522760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.7517       0.249877E-001            NaN            NaN            NaN  0.223352                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.3660       0.102433E-001            NaN            NaN            NaN   1.62378                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.2130       0.244379E-001            NaN            NaN            NaN  0.762543                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.2122                 NaN            NaN            NaN            NaN  0.787794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.1574       0.201641                 NaN            NaN            NaN  0.640975                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.3341                 NaN            NaN            NaN            NaN  0.665855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.2316       0.385130E-005            NaN            NaN            NaN  0.768439                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.2355                 NaN            NaN            NaN            NaN  0.764485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.2393                 NaN            NaN            NaN            NaN  0.760739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.2450                 NaN            NaN            NaN            NaN  0.754970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.2494                 NaN            NaN            NaN            NaN  0.750613                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.2555                 NaN            NaN            NaN            NaN  0.744471                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.2572                 NaN            NaN            NaN            NaN  0.742802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.2625                 NaN            NaN            NaN            NaN  0.737463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        99.2657                 NaN            NaN            NaN            NaN  0.734265                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        99.2681                 NaN            NaN            NaN            NaN  0.731938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        99.1616                 NaN            NaN            NaN            NaN  0.679488                 NaN  0.158884                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.5125                 NaN            NaN            NaN            NaN  0.372993                 NaN   1.11453                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.5313                 NaN            NaN            NaN            NaN  0.366555                 NaN   1.10211                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.5487                 NaN            NaN            NaN            NaN  0.360706                 NaN   1.09056                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.5644                 NaN            NaN            NaN            NaN  0.354069                 NaN   1.08157                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        98.5819                 NaN            NaN            NaN            NaN  0.349929                 NaN   1.06822                 NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        98.5938                 NaN            NaN            NaN            NaN  0.343696                 NaN   1.06251                 NaN            NaN            NaN            NaN            NaN
  1413.53        500.000        98.6138                 NaN            NaN            NaN            NaN  0.336212                 NaN   1.05002                 NaN            NaN            NaN            NaN            NaN
  1411.03        500.000        98.6246                 NaN            NaN            NaN            NaN  0.333041                 NaN   1.04235                 NaN            NaN            NaN            NaN            NaN
  1408.52        500.000        98.6384                 NaN            NaN            NaN            NaN  0.327905                 NaN   1.03371                 NaN            NaN            NaN            NaN            NaN
  1406.02        500.000        98.6499       0.362687E-005            NaN            NaN            NaN  0.323229                 NaN   1.02690                 NaN            NaN            NaN            NaN            NaN
  1403.51        500.000        98.6640       0.815734E-002            NaN            NaN            NaN  0.307870                 NaN   1.02000                 NaN            NaN            NaN            NaN            NaN
  1401.00        500.000        98.6657       0.110277E-001            NaN            NaN            NaN  0.187822                 NaN  0.153964       0.981507                 NaN            NaN            NaN            NaN
  1398.50        500.000        98.6622       0.187070E-001            NaN            NaN            NaN            NaN            NaN  0.399888       0.919246                 NaN            NaN            NaN            NaN
  1395.99        500.000        98.6709       0.181760E-001            NaN            NaN            NaN            NaN            NaN  0.398196       0.912727                 NaN            NaN            NaN            NaN
  1393.48        500.000        98.0060       0.167073                 NaN            NaN            NaN            NaN            NaN  0.474372       0.985417       0.367145                 NaN            NaN            NaN
  1390.98        500.000        96.6692       0.482178                 NaN            NaN            NaN            NaN            NaN  0.602478        1.13638        1.10980                 NaN            NaN            NaN
  1388.47        500.000        96.7539       0.493715                 NaN            NaN            NaN            NaN            NaN   1.11988       0.547604        1.08494                 NaN            NaN            NaN
  1385.96        500.000        96.7911       0.513197                 NaN            NaN            NaN            NaN            NaN   1.12443       0.493581        1.07766                 NaN            NaN            NaN
  1383.46        500.000        96.9472       0.507010                 NaN            NaN            NaN            NaN            NaN  0.445406        1.07633        1.02405                 NaN            NaN            NaN
  1380.95        500.000        96.9669       0.527952                 NaN            NaN            NaN            NaN            NaN   1.08497       0.398281        1.02192                 NaN            NaN            NaN
  1378.45        500.000        97.0464       0.537009                 NaN            NaN            NaN            NaN            NaN   1.06933       0.349943       0.997289                 NaN            NaN            NaN
  1375.94        500.000        97.1011       0.550387                 NaN            NaN            NaN            NaN            NaN  0.304046        1.06248       0.981948                 NaN            NaN            NaN
  1373.43        500.000        97.1755       0.557894                 NaN            NaN            NaN            NaN            NaN   1.04890       0.259152       0.958596                 NaN            NaN            NaN
  1370.93        500.000        97.2309       0.569489                 NaN            NaN            NaN            NaN            NaN  0.216179        1.04089       0.942559                 NaN            NaN            NaN
  1368.42        500.000        97.2885       0.578877                 NaN            NaN            NaN            NaN            NaN  0.174919        1.03264       0.925094                 NaN            NaN            NaN
  1365.91        500.000        97.3423       0.588636                 NaN            NaN            NaN            NaN            NaN   1.02646       0.133462       0.909122                 NaN            NaN            NaN
  1363.41        500.000        97.3983       0.596125                 NaN            NaN            NaN            NaN            NaN  0.975572E-001   1.01633       0.891688                 NaN            NaN            NaN
  1360.90        500.000        97.4568       0.603883                 NaN            NaN            NaN            NaN            NaN   1.00625       0.591594E-001  0.873939                 NaN            NaN            NaN
  1358.40        500.000        97.5051       0.611713                 NaN            NaN            NaN            NaN            NaN  0.254852E-001  0.998836       0.858864                 NaN            NaN            NaN
  1355.89        500.000        97.5571       0.614283                 NaN            NaN            NaN            NaN            NaN  0.986078                 NaN  0.842511                 NaN            NaN            NaN
  1353.38        500.000        97.5952       0.607908                 NaN            NaN            NaN            NaN            NaN  0.969128                 NaN  0.827766                 NaN            NaN            NaN
  1350.88        500.000        97.6424       0.599946                 NaN            NaN            NaN            NaN            NaN  0.947157                 NaN  0.810488                 NaN            NaN            NaN
  1348.37        500.000        97.5636       0.529138                 NaN  0.647316E-001            NaN            NaN            NaN   1.02733                 NaN  0.815155                 NaN            NaN            NaN
  1345.86        500.000        96.6539                 NaN            NaN  0.470428                 NaN            NaN            NaN  0.533112        1.37317       0.969373                 NaN            NaN            NaN
  1343.36        500.000        96.7894                 NaN            NaN  0.455054                 NaN            NaN            NaN  0.502065        1.31923       0.934234                 NaN            NaN            NaN
  1340.85        500.000        96.9216                 NaN            NaN  0.440574                 NaN            NaN            NaN   1.27271       0.465441       0.899628                 NaN            NaN            NaN
  1338.35        500.000        97.0492                 NaN            NaN  0.426092                 NaN            NaN            NaN   1.22687       0.431786       0.866063                 NaN            NaN            NaN
  1335.84        500.000        97.1701                 NaN            NaN  0.412036                 NaN            NaN            NaN   1.18259       0.401184       0.834118                 NaN            NaN            NaN
  1333.33        500.000        97.2849                 NaN            NaN  0.398554                 NaN            NaN            NaN   1.13998       0.372910       0.803646                 NaN            NaN            NaN
  1330.83        500.000        97.3939                 NaN            NaN  0.385645                 NaN            NaN            NaN   1.09947       0.346374       0.774641                 NaN            NaN            NaN
  1328.32        500.000        97.4966                 NaN            NaN  0.373475                 NaN            NaN            NaN   1.06088       0.321931       0.747096                 NaN            NaN            NaN
  1325.81        500.000        97.5937                 NaN            NaN  0.361475                 NaN            NaN            NaN  0.299654        1.02421       0.720924                 NaN            NaN            NaN
  1323.31        500.000        97.6861                 NaN            NaN  0.350579                 NaN            NaN            NaN  0.277733       0.989521       0.696029                 NaN            NaN            NaN
  1320.80        500.000        97.7773                 NaN            NaN  0.339465                 NaN            NaN            NaN  0.954114       0.257966       0.671128                 NaN            NaN            NaN
  1318.30        500.000        97.8599                 NaN            NaN  0.328738                 NaN            NaN            NaN  0.921573       0.241268       0.648562                 NaN            NaN            NaN
  1315.79        500.000        97.9403                 NaN            NaN  0.318852                 NaN            NaN            NaN  0.224122       0.890218       0.626464                 NaN            NaN            NaN
  1313.28        500.000        98.0169                 NaN            NaN  0.309053                 NaN            NaN            NaN  0.208970       0.859763       0.605278                 NaN            NaN            NaN
  1310.78        500.000        98.0896                 NaN            NaN  0.299449                 NaN            NaN            NaN  0.195098       0.830802       0.585028                 NaN            NaN            NaN
  1308.27        500.000        98.1588                 NaN            NaN  0.289797                 NaN            NaN            NaN  0.182698       0.803171       0.565519                 NaN            NaN            NaN
  1305.76        500.000        98.2278                 NaN            NaN  0.281734                 NaN            NaN            NaN  0.775357       0.168717       0.546377                 NaN            NaN            NaN
  1303.26        500.000        98.2925                 NaN            NaN  0.272762                 NaN            NaN            NaN  0.158011       0.748786       0.527946                 NaN            NaN            NaN
  1300.75        500.000        97.9765                 NaN            NaN  0.364799                 NaN            NaN            NaN  0.980737       0.110160E-001  0.666916                 NaN            NaN            NaN
  1298.25        500.000        98.8020                 NaN            NaN  0.159459                 NaN            NaN            NaN  0.442617       0.262169       0.333795                 NaN            NaN            NaN
  1295.74        500.000        98.4708                 NaN            NaN  0.247918                 NaN            NaN            NaN  0.129796       0.674541       0.476927                 NaN            NaN            NaN
  1293.23        500.000        98.5258                 NaN            NaN  0.240126                 NaN            NaN            NaN  0.651209       0.121831       0.461062                 NaN            NaN            NaN
  1290.73        500.000        98.5776                 NaN            NaN  0.231962                 NaN            NaN            NaN  0.628612       0.116050       0.445805                 NaN            NaN            NaN
  1288.22        500.000        98.6297                 NaN            NaN  0.224852                 NaN            NaN            NaN  0.606346       0.108470       0.430674                 NaN            NaN            NaN
  1285.71        500.000        98.6657                 NaN            NaN  0.218773                 NaN            NaN            NaN  0.589189       0.105263       0.421037                 NaN            NaN            NaN
  1283.21        500.000        98.7384                 NaN            NaN  0.208575                 NaN            NaN            NaN  0.559180       0.962574E-001  0.397592                 NaN            NaN            NaN
  1280.70        500.000        98.7710                 NaN            NaN  0.203329                 NaN            NaN            NaN  0.544436       0.923787E-001  0.388848                 NaN            NaN            NaN
  1278.20        500.000        98.8151                 NaN            NaN  0.196372                 NaN            NaN            NaN  0.525018       0.878154E-001  0.375657                 NaN            NaN            NaN
  1275.69        500.000        98.8573                 NaN            NaN  0.189671                 NaN            NaN            NaN  0.506183       0.838341E-001  0.363013                 NaN            NaN            NaN
  1273.18        500.000        98.8977                 NaN            NaN  0.183181                 NaN            NaN            NaN  0.487688       0.805617E-001  0.350868                 NaN            NaN            NaN
  1270.68        500.000        98.9371                 NaN            NaN  0.176704                 NaN            NaN            NaN  0.470198       0.771295E-001  0.338911                 NaN            NaN            NaN
  1268.17        500.000        98.9750                 NaN            NaN  0.170416                 NaN            NaN            NaN  0.452724       0.745400E-001  0.327323                 NaN            NaN            NaN
  1265.66        500.000        99.0115                 NaN            NaN  0.164540                 NaN            NaN            NaN  0.436508       0.712620E-001  0.316219                 NaN            NaN            NaN
  1263.16        500.000        99.0458                 NaN            NaN  0.158520                 NaN            NaN            NaN  0.420212       0.696688E-001  0.305750                 NaN            NaN            NaN
  1260.65        500.000        99.0801                 NaN            NaN  0.152574                 NaN            NaN            NaN  0.404593       0.677318E-001  0.295045                 NaN            NaN            NaN
  1258.15        500.000        99.1126                 NaN            NaN  0.147062                 NaN            NaN            NaN  0.389329       0.657778E-001  0.285213                 NaN            NaN            NaN
  1255.64        500.000        99.1432                 NaN            NaN  0.141551                 NaN            NaN            NaN  0.375095       0.646285E-001  0.275571                 NaN            NaN            NaN
  1253.13        500.000        99.1731                 NaN            NaN  0.136227                 NaN            NaN            NaN  0.633090E-001  0.361077       0.266286                 NaN            NaN            NaN
  1250.63        500.000        99.2030                 NaN            NaN  0.131164                 NaN            NaN            NaN  0.612634E-001  0.347677       0.256912                 NaN            NaN            NaN
  1248.12        500.000        99.2298                 NaN            NaN  0.126209                 NaN            NaN            NaN  0.334677       0.606484E-001  0.248623                 NaN            NaN            NaN
  1245.61        500.000        99.2568                 NaN            NaN  0.121410                 NaN            NaN            NaN  0.321894       0.596877E-001  0.240227                 NaN            NaN            NaN
  1243.11        500.000        99.2822                 NaN            NaN  0.116542                 NaN            NaN            NaN  0.589784E-001  0.310190       0.232086                 NaN            NaN            NaN
  1240.60        500.000        99.3067                 NaN            NaN  0.112149                 NaN            NaN            NaN  0.582406E-001  0.298526       0.224414                 NaN            NaN            NaN
  1238.10        500.000        99.3308                 NaN            NaN  0.107685                 NaN            NaN            NaN  0.574174E-001  0.287275       0.216866                 NaN            NaN            NaN
  1235.59        500.000        97.3346                 NaN            NaN  0.150296                 NaN            NaN            NaN  0.241315       0.399867       0.397323        1.47663                 NaN            NaN
  1233.08        500.000        96.4518                 NaN            NaN  0.167891                 NaN            NaN            NaN  0.442452       0.309957       0.468500        2.15938                 NaN            NaN
  1230.58        500.000        96.6636                 NaN            NaN  0.161288                 NaN            NaN            NaN  0.275269       0.420512       0.438213        2.04114                 NaN            NaN
  1228.07        500.000        96.6264                 NaN            NaN  0.173632                 NaN            NaN            NaN  0.244544       0.427558       0.441888        2.08601                 NaN            NaN
  1225.56        500.000        97.0120                 NaN            NaN  0.144048                 NaN            NaN            NaN  0.225459       0.384728       0.387361        1.84644                 NaN            NaN
  1223.06        500.000        97.4143                 NaN            NaN  0.136028                 NaN            NaN            NaN  0.173420       0.341120       0.330528        1.60463                 NaN            NaN
  1220.55        500.000        97.3000                 NaN            NaN  0.139722                 NaN            NaN            NaN  0.164115       0.358513       0.344775        1.69284                 NaN            NaN
  1218.05        500.000        96.7735                 NaN            NaN  0.353379E-002            NaN            NaN            NaN  0.187598E-001  0.854767       0.425314        1.92410                 NaN            NaN
  1215.54        500.000        98.0475                 NaN            NaN  0.139580                 NaN            NaN            NaN  0.278898                 NaN  0.242235        1.29179                 NaN            NaN
  1213.03        500.000        76.1033                 NaN            NaN  0.773476                 NaN            NaN            NaN   1.67138                 NaN   1.98580        9.90981        9.55623                 NaN
  1210.53        500.000        66.4836                 NaN            NaN   1.02440                 NaN            NaN            NaN   2.13709                 NaN   2.72429        13.5989        14.0317                 NaN
  1208.02        500.000        73.7741                 NaN            NaN  0.801228                 NaN            NaN            NaN   1.62331                 NaN   2.12116        10.6662        11.0140                 NaN
  1205.51        500.000        77.0312                 NaN            NaN  0.679115                 NaN            NaN            NaN   1.50879                 NaN   1.85268        9.31723        9.61099                 NaN
  1203.01        500.000        78.9869                 NaN            NaN  0.175389       0.440200                 NaN            NaN   1.29380                 NaN   1.68578        8.53178        8.88618                 NaN
  1200.50        500.000        76.4742                 NaN            NaN  0.509373E-001  0.654623                 NaN            NaN   1.26070                 NaN   1.90881        9.87309        9.77764                 NaN
  1197.99        500.000        92.6425                 NaN            NaN  0.192294                 NaN            NaN            NaN  0.720116                 NaN  0.531295        2.71390        3.19989                 NaN
  1195.49        500.000        86.0719                 NaN            NaN  0.383359                 NaN            NaN            NaN  0.883048                 NaN   1.09488        5.74336        5.82348                 NaN
  1192.98        500.000        84.6098                 NaN            NaN  0.407234                 NaN            NaN            NaN  0.944204                 NaN   1.19386        6.36934        6.47554                 NaN
  1190.48        500.000        84.0617                 NaN            NaN  0.407881                 NaN            NaN            NaN  0.954933                 NaN   1.21382        6.67905        6.68258                 NaN
  1187.97        500.000        77.0217                 NaN            NaN  0.553764                 NaN            NaN            NaN   1.25138                 NaN   1.68710        9.83820        9.64789                 NaN
  1185.46        500.000                 NaN            NaN            NaN   2.17110                 NaN            NaN            NaN   4.77077                 NaN   6.90737        44.1221        42.0286                 NaN
  1182.96        500.000                 NaN            NaN            NaN   2.16951                 NaN            NaN            NaN   4.77248                 NaN   6.91650        44.1109        42.0306                 NaN
  1180.45        500.000                 NaN            NaN            NaN   2.16093                 NaN            NaN            NaN   4.76706                 NaN   6.91380        44.1019        42.0426       0.136485E-001
  1177.94        500.000                 NaN            NaN            NaN   2.15630                 NaN            NaN            NaN   4.76884                 NaN   6.91436        44.0999        42.0439       0.167666E-001
  1175.44        500.000                 NaN            NaN            NaN   2.15422                 NaN            NaN            NaN   4.75379                 NaN   6.92606        44.0931        42.0506       0.222546E-001
  1172.93        500.000                 NaN            NaN            NaN   2.14626                 NaN            NaN            NaN   4.75486                 NaN   6.92847        44.0870        42.0536       0.298248E-001
  1170.43        500.000                 NaN            NaN            NaN   2.13646                 NaN            NaN            NaN   4.76647                 NaN   6.93081        44.0776        42.0529       0.357907E-001
  1167.92        500.000                 NaN            NaN            NaN   2.13044                 NaN            NaN            NaN   4.75682                 NaN   6.93359        44.0747        42.0596       0.448230E-001
  1165.41        500.000                 NaN            NaN            NaN   2.12156                 NaN            NaN            NaN   4.75837                 NaN   6.93562        44.0685        42.0627       0.533176E-001
  1162.91        500.000                 NaN            NaN            NaN   2.11374                 NaN            NaN            NaN   4.75907                 NaN   6.93870        44.0622        42.0656       0.606607E-001
  1160.40        500.000                 NaN            NaN            NaN   2.10522                 NaN            NaN            NaN   4.76105                 NaN   6.94178        44.0552        42.0684       0.683844E-001
  1157.89        500.000                 NaN            NaN            NaN   2.09771                 NaN            NaN            NaN   4.76122                 NaN   6.94384        44.0496        42.0717       0.758992E-001
  1155.39        500.000                 NaN            NaN            NaN   2.08943                 NaN            NaN            NaN   4.76279                 NaN   6.94602        44.0431        42.0749       0.837898E-001
  1152.88        500.000                 NaN            NaN            NaN   2.08169                 NaN            NaN            NaN   4.76304                 NaN   6.94925        44.0369        42.0779       0.911529E-001
  1150.38        500.000                 NaN            NaN            NaN   2.07492                 NaN            NaN            NaN   4.76159                 NaN   6.95049        44.0331        42.0815       0.984320E-001
  1147.87        500.000                 NaN            NaN            NaN   2.06835                 NaN            NaN            NaN   4.75979                 NaN   6.95148        44.0297        42.0851       0.105643     
  1145.36        500.000                 NaN            NaN            NaN   2.07141                 NaN            NaN            NaN   4.73759                 NaN   6.93871        44.0518        42.0903       0.110172     
  1142.86        500.000                 NaN            NaN            NaN   2.06414                 NaN            NaN            NaN   4.73726                 NaN   6.94099        44.0464        42.0937       0.117509     
  1140.35        500.000                 NaN            NaN            NaN   2.05647                 NaN            NaN            NaN   4.73715                 NaN   6.94301        44.0411        42.0971       0.125209     
  1137.84        500.000                 NaN            NaN            NaN   2.03966                 NaN            NaN            NaN   4.75676                 NaN   6.95881        44.0106        42.0989       0.135256     
  1135.34        500.000                 NaN            NaN            NaN   2.04201                 NaN            NaN            NaN   4.73654                 NaN   6.94751        44.0299        42.1042       0.139886     
  1132.83        500.000                 NaN            NaN            NaN   2.02634                 NaN            NaN            NaN   4.75548                 NaN   6.96246        44.0004        42.1061       0.149179     
  1130.33        500.000                 NaN            NaN            NaN   2.01926                 NaN            NaN            NaN   4.75420                 NaN   6.96414        43.9961        42.1097       0.156667     
  1127.82        500.000                 NaN            NaN            NaN   2.01310                 NaN            NaN            NaN   4.75401                 NaN   6.96569        43.9908        42.1133       0.163082     
  1125.31        500.000                 NaN            NaN            NaN   2.06649                 NaN            NaN            NaN   1.01807        3.41239        6.91449        44.2074        42.1762       0.204908     
  1122.81        500.000                 NaN            NaN            NaN   1.99988                 NaN            NaN            NaN   4.75285                 NaN   6.96938        43.9811        42.1200       0.176727     
  1120.30        500.000                 NaN            NaN            NaN   1.99428                 NaN            NaN            NaN   4.74994                 NaN   6.97028        43.9778        42.1243       0.183404     
  1117.79        500.000                 NaN            NaN            NaN   1.98800                 NaN            NaN            NaN   4.74847                 NaN   6.97225        43.9737        42.1276       0.189984     
  1115.29        500.000                 NaN            NaN            NaN   1.98476                 NaN            NaN            NaN   4.74762                 NaN   6.96635        43.9761        42.1305       0.194728     
  1112.78        500.000                 NaN            NaN            NaN   1.97654                 NaN            NaN            NaN   4.74326                 NaN   6.97423        43.9669        42.1357       0.203442     
  1110.28        500.000                 NaN            NaN            NaN   1.97112                 NaN            NaN            NaN   4.74034                 NaN   6.97466        43.9641        42.1398       0.210035     
  1107.77        500.000                 NaN            NaN            NaN   1.96549                 NaN            NaN            NaN   4.73968                 NaN   6.97733        43.9585        42.1432       0.215738     
  1105.26        500.000                 NaN            NaN            NaN   1.96023                 NaN            NaN            NaN   4.73659                 NaN   6.97747        43.9563        42.1472       0.222241     
  1102.76        500.000                 NaN            NaN            NaN   1.95515                 NaN            NaN            NaN   4.73473                 NaN   6.97815        43.9525        42.1512       0.228254     
  1100.25        500.000                 NaN            NaN            NaN   1.94996                 NaN            NaN            NaN   4.73271                 NaN   6.98076        43.9476        42.1550       0.233905     
  1097.74        500.000                 NaN            NaN            NaN   1.94396                 NaN            NaN            NaN   4.73287                 NaN   6.98374        43.9409        42.1587       0.239819     
  1095.24        500.000                 NaN            NaN            NaN   1.94049                 NaN            NaN            NaN   4.73428                 NaN   6.98428        43.9335        42.1634       0.244039     
  1092.73        500.000                 NaN            NaN            NaN   1.93190                 NaN            NaN            NaN   4.73323                 NaN   6.98874        43.9278        42.1662       0.252119     
  1090.23        500.000                 NaN            NaN            NaN   1.92591                 NaN            NaN            NaN   4.73319                 NaN   6.99167        43.9214        42.1697       0.258098     
  1087.72        500.000                 NaN            NaN            NaN   1.92482                 NaN            NaN            NaN   4.73303                 NaN   6.99170        43.9139        42.1757       0.260805     
  1085.21        500.000                 NaN            NaN            NaN   1.91585                 NaN            NaN            NaN   4.73438                 NaN   6.99568        43.9076        42.1778       0.268678     
  1082.71        500.000                 NaN            NaN            NaN   1.90868                 NaN            NaN            NaN   4.73600                 NaN   6.99689        43.9022        42.1809       0.275378     
  1080.20        500.000                 NaN            NaN            NaN   1.95795                 NaN            NaN            NaN   1.05781        3.36450        6.94526        44.1385        42.2251       0.310866     
  1077.69        500.000                 NaN            NaN            NaN   1.89619                 NaN            NaN            NaN   4.75130                 NaN   7.00687        43.8752        42.1865       0.283942     
  1075.19        500.000                 NaN            NaN            NaN   1.89331                 NaN            NaN            NaN   4.73350                 NaN   7.00792        43.8811        42.1927       0.291462     
  1072.68        500.000                 NaN            NaN            NaN   1.88977                 NaN            NaN            NaN   4.73404                 NaN   7.01053        43.8743        42.1963       0.295016     
  1070.18        500.000                 NaN            NaN            NaN   1.88742                 NaN            NaN            NaN   4.73448                 NaN   7.01143        43.8661        42.2019       0.298610     
  1067.67        500.000                 NaN            NaN            NaN   1.87928                 NaN            NaN            NaN   4.73547                 NaN   7.01614        43.8587        42.2047       0.305775     
  1065.16        500.000                 NaN            NaN            NaN   1.87800                 NaN            NaN            NaN   4.73398                 NaN   7.01728        43.8520        42.2101       0.308596     
  1062.66        500.000                 NaN            NaN            NaN   1.87108                 NaN            NaN            NaN   4.74036                 NaN   7.02161        43.8402        42.2130       0.313760     
  1060.15        500.000                 NaN            NaN            NaN   1.86932                 NaN            NaN            NaN   4.73285                 NaN   7.02357        43.8370        42.2192       0.318114     
  1057.64        500.000                 NaN            NaN            NaN   1.86441                 NaN            NaN            NaN   4.73265                 NaN   7.02477        43.8327        42.2223       0.323199     
  1055.14        500.000                 NaN            NaN            NaN   1.85968                 NaN            NaN            NaN   4.73429                 NaN   7.02892        43.8233        42.2261       0.327653     
  1052.63        500.000                 NaN            NaN            NaN   1.85555                 NaN            NaN            NaN   4.73410                 NaN   7.03192        43.8160        42.2303       0.332139     
  1050.13        500.000                 NaN            NaN            NaN   1.85140                 NaN            NaN            NaN   4.73305                 NaN   7.03485        43.8097        42.2343       0.336616     
  1047.62        500.000                 NaN            NaN            NaN   1.84095                 NaN            NaN            NaN   4.75275                 NaN   7.04247        43.7875        42.2349       0.341407     
  1045.11        500.000                 NaN            NaN            NaN   1.83992                 NaN            NaN            NaN   4.73507                 NaN   7.04246        43.7942        42.2411       0.347278     
  1042.61        500.000                 NaN            NaN            NaN   1.83885                 NaN            NaN            NaN   4.73477                 NaN   7.04436        43.7856        42.2468       0.349605     
  1040.10        500.000                 NaN            NaN            NaN   1.83501                 NaN            NaN            NaN   4.73428                 NaN   7.04738        43.7786        42.2510       0.353757     
  1037.59        500.000                 NaN            NaN            NaN   1.82567                 NaN            NaN            NaN   4.75148                 NaN   7.05453        43.7584        42.2518       0.358111     
  1035.09        500.000                 NaN            NaN            NaN   1.82441                 NaN            NaN            NaN   4.73616                 NaN   7.05418        43.7636        42.2578       0.363791     
  1032.58        500.000                 NaN            NaN            NaN   1.82077                 NaN            NaN            NaN   4.73587                 NaN   7.05783        43.7558        42.2620       0.367678     
  1030.08        500.000                 NaN            NaN            NaN   1.81695                 NaN            NaN            NaN   4.73530                 NaN   7.06120        43.7489        42.2660       0.371688     
  1027.57        500.000                 NaN            NaN            NaN   1.81437                 NaN            NaN            NaN   4.73452                 NaN   7.06540        43.7407        42.2704       0.374604     
  1025.06        500.000                 NaN            NaN            NaN   1.81051                 NaN            NaN            NaN   4.73416                 NaN   7.06868        43.7340        42.2741       0.378538     
  1022.56        500.000                 NaN            NaN            NaN   1.80969                 NaN            NaN            NaN   4.73528                 NaN   7.06936        43.7241        42.2806       0.380940     
  1020.05        500.000                 NaN            NaN            NaN   1.80630                 NaN            NaN            NaN   4.73583                 NaN   7.07322        43.7151        42.2851       0.384491     
  1017.54        500.000                 NaN            NaN            NaN   1.80277                 NaN            NaN            NaN   4.73667                 NaN   7.07647        43.7074        42.2887       0.387984     
  1015.04        500.000                 NaN            NaN            NaN   1.79580                 NaN            NaN            NaN   4.75001                 NaN   7.08323        43.6880        42.2915       0.391507     
  1012.53        500.000                 NaN            NaN            NaN   1.79280                 NaN            NaN            NaN   4.75033                 NaN   7.08668        43.6793        42.2961       0.394864     
