|6.6.6
Archiving\03_Data\eq/QFM_m4.75/TIS/TIS_1.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1477.56        2500.00        41.4706       0.988895        1.66200                 NaN  0.895716        18.8678                 NaN   33.0266        3.08840                 NaN            NaN            NaN
  1474.36        2500.00        41.4706       0.988895        1.66200                 NaN  0.895716        18.8678                 NaN   33.0266        3.08840                 NaN            NaN            NaN
  1471.15        2500.00        41.4706       0.988895        1.66200                 NaN  0.895716        18.8678                 NaN   33.0266        3.08840                 NaN            NaN            NaN
  1467.95        2500.00        41.4706       0.988895        1.66200                 NaN  0.895716        18.8678                 NaN   33.0266        3.08840                 NaN            NaN            NaN
  1464.74        2500.00        41.4706       0.988895        1.66200                 NaN  0.895716        18.8678                 NaN   33.0266        3.08840                 NaN            NaN            NaN
  1461.54        2500.00        30.9715       0.987709        1.23611                 NaN   1.01857        20.4398                 NaN   12.1406        33.2058                 NaN            NaN            NaN
  1458.33        2500.00        30.9715       0.987709        1.23611                 NaN   1.01857        20.4398                 NaN   12.1406        33.2058                 NaN            NaN            NaN
  1455.13        2500.00        30.9715       0.987709        1.23611                 NaN   1.01857        20.4398                 NaN   12.1406        33.2058                 NaN            NaN            NaN
  1451.92        2500.00        30.9715       0.987709        1.23611                 NaN   1.01857        20.4398                 NaN   12.1406        33.2058                 NaN            NaN            NaN
  1448.72        2500.00        30.9715       0.987709        1.23611                 NaN   1.01857        20.4398                 NaN   12.1406        33.2058                 NaN            NaN            NaN
  1445.51        2500.00        30.9715       0.987709        1.23611                 NaN   1.01857        20.4398                 NaN   12.1406        33.2058                 NaN            NaN            NaN
  1442.31        2500.00        30.9715       0.987709        1.23611                 NaN   1.01857        20.4398                 NaN   12.1406        33.2058                 NaN            NaN            NaN
  1439.10        2500.00        30.9715       0.987709        1.23611                 NaN   1.01857        20.4398                 NaN   12.1406        33.2058                 NaN            NaN            NaN
  1435.90        2500.00        23.2223       0.984934       0.249518                 NaN   1.19865        23.3121                 NaN   32.0229        19.0096                 NaN            NaN            NaN
  1432.69        2500.00        22.3895       0.984474       0.861828E-001            NaN   1.22632        23.7723                 NaN   31.7517        19.7896                 NaN            NaN            NaN
  1429.49        2500.00        20.7351       0.984233                 NaN            NaN   1.23248        24.2293                 NaN   31.8980        20.4265       0.494464                 NaN            NaN
  1426.28        2500.00        20.7351       0.984233                 NaN            NaN   1.23248        24.2293                 NaN   31.8980        20.4265       0.494464                 NaN            NaN
  1423.08        2500.00        17.4672       0.984240                 NaN            NaN   1.23405        24.6657                 NaN   21.3595        32.7105        1.57890                 NaN            NaN
  1419.87        2500.00        17.4672       0.984240                 NaN            NaN   1.23405        24.6657                 NaN   21.3595        32.7105        1.57890                 NaN            NaN
  1416.67        2500.00        17.4672       0.984240                 NaN            NaN   1.23405        24.6657                 NaN   21.3595        32.7105        1.57890                 NaN            NaN
  1413.46        2500.00        17.4672       0.984240                 NaN            NaN   1.23405        24.6657                 NaN   21.3595        32.7105        1.57890                 NaN            NaN
  1410.26        2500.00        12.6600       0.984250                 NaN            NaN   1.23982        25.2867                 NaN   34.0025        22.5503        3.27638                 NaN            NaN
  1407.05        2500.00        12.6600       0.984250                 NaN            NaN   1.23982        25.2867                 NaN   34.0025        22.5503        3.27638                 NaN            NaN
  1403.85        2500.00        12.6600       0.984250                 NaN            NaN   1.23982        25.2867                 NaN   34.0025        22.5503        3.27638                 NaN            NaN
  1400.64        2500.00        12.6600       0.984250                 NaN            NaN   1.23982        25.2867                 NaN   34.0025        22.5503        3.27638                 NaN            NaN
  1397.44        2500.00        12.6600       0.984250                 NaN            NaN   1.23982        25.2867                 NaN   34.0025        22.5503        3.27638                 NaN            NaN
  1394.23        2500.00        12.6600       0.984250                 NaN            NaN   1.23982        25.2867                 NaN   34.0025        22.5503        3.27638                 NaN            NaN
  1391.03        2500.00        12.6600       0.984250                 NaN            NaN   1.23982        25.2867                 NaN   34.0025        22.5503        3.27638                 NaN            NaN
  1387.82        2500.00        12.6600       0.984250                 NaN            NaN   1.23982        25.2867                 NaN   34.0025        22.5503        3.27638                 NaN            NaN
  1384.62        2500.00        6.79179       0.984261                 NaN            NaN   1.25555        25.9626                 NaN   23.4455        35.9058        5.65452                 NaN            NaN
  1381.41        2500.00        6.79179       0.984261                 NaN            NaN   1.25555        25.9626                 NaN   23.4455        35.9058        5.65452                 NaN            NaN
  1378.21        2500.00        6.79179       0.984261                 NaN            NaN   1.25555        25.9626                 NaN   23.4455        35.9058        5.65452                 NaN            NaN
  1375.00        2500.00        6.79179       0.984261                 NaN            NaN   1.25555        25.9626                 NaN   23.4455        35.9058        5.65452                 NaN            NaN
  1371.79        2500.00        6.79179       0.984261                 NaN            NaN   1.25555        25.9626                 NaN   23.4455        35.9058        5.65452                 NaN            NaN
  1368.59        2500.00        6.79179       0.984261                 NaN            NaN   1.25555        25.9626                 NaN   23.4455        35.9058        5.65452                 NaN            NaN
  1365.38        2500.00        6.79179       0.984261                 NaN            NaN   1.25555        25.9626                 NaN   23.4455        35.9058        5.65452                 NaN            NaN
  1362.18        2500.00        6.79179       0.984261                 NaN            NaN   1.25555        25.9626                 NaN   23.4455        35.9058        5.65452                 NaN            NaN
  1358.97        2500.00        3.21538       0.984266                 NaN            NaN   1.27152        26.2592                 NaN   23.4448        37.4338        7.39101                 NaN            NaN
  1355.77        2500.00        3.21538       0.984266                 NaN            NaN   1.27152        26.2592                 NaN   23.4448        37.4338        7.39101                 NaN            NaN
  1352.56        2500.00        3.21538       0.984266                 NaN            NaN   1.27152        26.2592                 NaN   23.4448        37.4338        7.39101                 NaN            NaN
