|6.6.6
Archiving\03_Data\eq/QFM_m4.75/TIS/TIS_3.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1887.82        2500.00        98.1880       0.816648       0.989642       0.574010E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        98.1757       0.816816        1.00172       0.574078E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        98.1635       0.816984        1.01380       0.574145E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        98.1512       0.817152        1.02589       0.574213E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        98.1390       0.817320        1.03798       0.574281E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        98.1267       0.817487        1.05007       0.574349E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        98.1150       0.817651        1.06165       0.574415E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        98.1032       0.817815        1.07323       0.574480E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        98.0915       0.817979        1.08481       0.574546E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        98.0797       0.818143        1.09639       0.574611E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        98.0680       0.818307        1.10798       0.574676E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        98.0562       0.818471        1.11957       0.574742E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        98.0444       0.818634        1.13117       0.574808E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        98.0327       0.818798        1.14277       0.574873E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        98.0214       0.818958        1.15385       0.574936E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        98.0102       0.819118        1.16494       0.574999E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        97.9989       0.819278        1.17603       0.575062E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        97.9877       0.819437        1.18713       0.575126E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        97.9764       0.819597        1.19823       0.575189E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        97.9652       0.819757        1.20933       0.575252E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        97.9539       0.819916        1.22043       0.575315E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        97.9426       0.820076        1.23154       0.575379E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        97.9319       0.820232        1.24213       0.575439E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        97.9211       0.820388        1.25272       0.575500E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        97.9104       0.820544        1.26331       0.575561E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        97.8996       0.820699        1.27391       0.575622E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        97.8889       0.820855        1.28451       0.575683E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        97.8781       0.821011        1.29512       0.575744E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        97.8674       0.821166        1.30572       0.575805E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        97.8566       0.821322        1.31633       0.575866E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        97.8463       0.821474        1.32643       0.575924E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        97.8361       0.821626        1.33653       0.575983E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        97.8258       0.821778        1.34664       0.576041E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        97.8156       0.821930        1.35674       0.576100E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        97.8053       0.822082        1.36685       0.576159E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        97.7950       0.822233        1.37696       0.576217E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        97.7848       0.822385        1.38708       0.576276E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        97.7745       0.822537        1.39719       0.576335E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        97.7648       0.822685        1.40680       0.576391E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        97.7550       0.822833        1.41640       0.576447E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        97.7452       0.822981        1.42601       0.576504E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        97.7355       0.823129        1.43562       0.576560E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        97.7257       0.823277        1.44523       0.576617E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        97.7160       0.823424        1.45484       0.576673E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        97.7062       0.823572        1.46446       0.576730E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        97.6964       0.823720        1.47408       0.576786E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        97.6872       0.823864        1.48319       0.576840E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        97.6779       0.824009        1.49229       0.576894E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        97.6687       0.824153        1.50140       0.576949E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        97.6594       0.824297        1.51052       0.577003E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        97.6502       0.824441        1.51963       0.577057E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        97.6409       0.824585        1.52875       0.577111E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        97.6316       0.824729        1.53787       0.577166E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        97.6224       0.824873        1.54699       0.577220E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        97.6136       0.825013        1.55560       0.577272E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        97.6049       0.825154        1.56421       0.577324E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        97.5961       0.825294        1.57282       0.577376E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        97.5874       0.825434        1.58143       0.577428E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        97.5786       0.825575        1.59004       0.577480E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        97.5699       0.825715        1.59866       0.577532E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        97.5611       0.825855        1.60728       0.577584E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        97.5523       0.825995        1.61590       0.577637E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        97.5440       0.826133        1.62412       0.577687E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        97.5356       0.826270        1.63235       0.577737E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        97.5272       0.826408        1.64059       0.577788E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        97.5189       0.826545        1.64882       0.577838E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        97.5107       0.826681        1.65687       0.577888E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        97.5025       0.826817        1.66493       0.577938E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        97.4944       0.826953        1.67283       0.577987E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        97.4850       0.827089        1.68054       0.578037E-002  0.159299E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        97.4678       0.827231        1.68717       0.578091E-002  0.119907E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        97.4507       0.827373        1.69379       0.578145E-002  0.223923E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        97.4335       0.827516        1.70042       0.578200E-002  0.327976E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        97.4163       0.827658        1.70704       0.578254E-002  0.432068E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        97.3996       0.827799        1.71350       0.578307E-002  0.533533E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        97.3828       0.827939        1.71996       0.578361E-002  0.635034E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        97.3580       0.828112        1.72962       0.578437E-002  0.784867E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        97.1810       0.828212        1.72388       0.568509E-002  0.839495E-001  0.177288                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        96.4441       0.828304        1.68848       0.524627E-002  0.955366E-001  0.938323                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        95.7071       0.828393        1.65306       0.480741E-002  0.107126        1.69950                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        94.9700       0.828479        1.61764       0.436851E-002  0.118718        2.46081                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        94.2327       0.828562        1.58221       0.392957E-002  0.130312        3.22224                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        93.4954       0.828643        1.54677       0.349060E-002  0.141908        3.98379                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        92.7579       0.828721        1.51132       0.305161E-002  0.153507        4.74546                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        92.0204       0.828796        1.47586       0.261258E-002  0.165107        5.50722                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        91.2828       0.828868        1.44040       0.217354E-002  0.176709        6.26908                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        90.5715       0.828910        1.39958       0.173138E-002  0.187752        7.01049                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        89.8603       0.828950        1.35875       0.128923E-002  0.198797        7.75192                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        89.1490       0.828987        1.31791       0.847101E-003  0.209842        8.49338                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        88.4377       0.829021        1.27708       0.405002E-003  0.220887        9.23486                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        87.7410       0.829041        1.23400                 NaN  0.231668        9.96427                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        87.0662       0.829056        1.19087                 NaN  0.242355        10.6716                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        86.3962       0.829062        1.14618                 NaN  0.252836        11.3758                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        85.7262       0.829066        1.10149                 NaN  0.263318        12.0799                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        85.0643       0.829057        1.05467                 NaN  0.273680        12.7783                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        84.4025       0.829046        1.00785                 NaN  0.284041        13.4766                 NaN            NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        83.2293       0.830032       0.997917                 NaN  0.281403        13.7035       0.957904                 NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        81.9578       0.831231       0.996271                 NaN  0.275321        13.8168        2.12262                 NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        80.7640       0.832348       0.992272                 NaN  0.268640        13.9318        3.21085                 NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        79.5672       0.833465       0.988261                 NaN  0.261941        14.0472        4.30195                 NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        78.3671       0.834584       0.984237                 NaN  0.255224        14.1629        5.39595                 NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        77.1640       0.835704       0.980201                 NaN  0.248487        14.2788        6.49284                 NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        76.1089       0.836666       0.971344                 NaN  0.240184        14.4011        7.44174                 NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        75.0515       0.837629       0.962467                 NaN  0.231861        14.5237        8.39277                 NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        73.9918       0.838592       0.953569                 NaN  0.223519        14.6466        9.34594                 NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        72.9297       0.839557       0.944650                 NaN  0.215156        14.7697        10.3013                 NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        71.8653       0.840522       0.935709                 NaN  0.206775        14.8930        11.2587                 NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        70.7984       0.841488       0.926747                 NaN  0.198373        15.0166        12.2183                 NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        69.7292       0.842454       0.917764                 NaN  0.189951        15.1405        13.1801                 NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        68.6577       0.843422       0.908760                 NaN  0.181510        15.2646        14.1440                 NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        67.6903       0.844274       0.895540                 NaN  0.170922        15.4002        14.9988                 NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        66.7210       0.845127       0.882293                 NaN  0.160312        15.5360        15.8553                 NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        65.7498       0.845980       0.869020                 NaN  0.149680        15.6720        16.7135                 NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        64.7768       0.846834       0.855719                 NaN  0.139026        15.8083        17.5733                 NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        63.8315       0.847656       0.840859                 NaN  0.126736        15.9519        18.4013                 NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00        62.8845       0.848479       0.825969                 NaN  0.114422        16.0958        19.2309                 NaN            NaN            NaN            NaN            NaN
  1516.03        2500.00        61.2610       0.849977       0.811935                 NaN  0.178321        16.1529        16.3923        4.35353                 NaN            NaN            NaN            NaN
  1512.82        2500.00        59.5129       0.851624       0.798771                 NaN  0.251970        16.2096        13.2342        9.14100                 NaN            NaN            NaN            NaN
  1509.62        2500.00        57.7798       0.853303       0.784840                 NaN  0.317529        16.3076        10.7601        13.1968                 NaN            NaN            NaN            NaN
  1506.41        2500.00        56.0401       0.854985       0.770853                 NaN  0.383348        16.4059        8.27639        17.2685                 NaN            NaN            NaN            NaN
  1503.21        2500.00        54.2936       0.856670       0.756810                 NaN  0.449430        16.5045        5.78287        21.3561                 NaN            NaN            NaN            NaN
  1500.00        2500.00        52.5405       0.858359       0.742709                 NaN  0.515773        16.6035        3.27956        25.4596                 NaN            NaN            NaN            NaN
  1496.79        2500.00        50.8492       0.860009       0.726361                 NaN  0.571804        16.7425        1.46977        28.7803                 NaN            NaN            NaN            NaN
  1493.59        2500.00        49.2014       0.861623       0.709503                 NaN  0.619879        16.8966       0.221842E-001  0.211449        31.4774                 NaN            NaN            NaN
  1490.38        2500.00        47.5237       0.863438       0.709084                 NaN  0.632701        17.0024                 NaN   31.6389        1.62987                 NaN            NaN            NaN
  1487.18        2500.00        45.9030       0.865175       0.705668                 NaN  0.645560        17.1168                 NaN   31.7670        2.99676                 NaN            NaN            NaN
  1483.97        2500.00        45.9013       0.865212       0.705669                 NaN  0.645598        17.1174                 NaN   31.7680        2.99684                 NaN            NaN            NaN
  1480.77        2500.00        45.8997       0.865249       0.705670                 NaN  0.645635        17.1179                 NaN   31.7690        2.99693                 NaN            NaN            NaN
  1477.56        2500.00        45.8980       0.865287       0.705671                 NaN  0.645673        17.1184                 NaN   31.7699        2.99701                 NaN            NaN            NaN
  1474.36        2500.00        45.8963       0.865324       0.705672                 NaN  0.645711        17.1189                 NaN   31.7709        2.99710                 NaN            NaN            NaN
  1471.15        2500.00        45.8947       0.865361       0.705673                 NaN  0.645748        17.1195                 NaN   31.7719        2.99719                 NaN            NaN            NaN
  1467.95        2500.00        45.8930       0.865399       0.705674                 NaN  0.645786        17.1200                 NaN   31.7729        2.99727                 NaN            NaN            NaN
  1464.74        2500.00        45.8913       0.865436       0.705675                 NaN  0.645824        17.1205                 NaN   31.7739        2.99736                 NaN            NaN            NaN
  1461.54        2500.00        35.0771       0.875807       0.531751                 NaN  0.754273        18.6445                 NaN   11.9035        32.2130                 NaN            NaN            NaN
  1458.33        2500.00        35.0757       0.875836       0.531747                 NaN  0.754311        18.6449                 NaN   11.9038        32.2137                 NaN            NaN            NaN
  1455.13        2500.00        35.0743       0.875865       0.531743                 NaN  0.754349        18.6453                 NaN   11.9040        32.2144                 NaN            NaN            NaN
  1451.92        2500.00        35.0729       0.875895       0.531739                 NaN  0.754387        18.6457                 NaN   11.9042        32.2151                 NaN            NaN            NaN
  1448.72        2500.00        35.0715       0.875924       0.531735                 NaN  0.754425        18.6461                 NaN   11.9045        32.2158                 NaN            NaN            NaN
  1445.51        2500.00        35.0701       0.875953       0.531731                 NaN  0.754463        18.6465                 NaN   11.9047        32.2166                 NaN            NaN            NaN
  1442.31        2500.00        35.0686       0.875983       0.531727                 NaN  0.754501        18.6469                 NaN   11.9049        32.2173                 NaN            NaN            NaN
  1439.10        2500.00        35.0672       0.876012       0.531723                 NaN  0.754539        18.6473                 NaN   11.9052        32.2180                 NaN            NaN            NaN
  1435.90        2500.00        26.8498       0.882001       0.108366                 NaN  0.908402        21.2833                 NaN   31.2115        18.7566                 NaN            NaN            NaN
  1432.69        2500.00        25.9517       0.882512       0.374669E-001            NaN  0.931814        21.7001                 NaN   30.9589        19.5375                 NaN            NaN            NaN
  1429.49        2500.00        24.1350       0.883593                 NaN            NaN  0.937938        22.1241                 NaN   31.1328        20.1900       0.596541                 NaN            NaN
  1426.28        2500.00        24.1340       0.883614                 NaN            NaN  0.937978        22.1244                 NaN   31.1332        20.1903       0.596583                 NaN            NaN
  1423.08        2500.00        20.5266       0.886219                 NaN            NaN  0.941751        22.5568                 NaN   21.1719        32.0061        1.91068                 NaN            NaN
  1419.87        2500.00        20.5257       0.886237                 NaN            NaN  0.941788        22.5570                 NaN   21.1721        32.0064        1.91081                 NaN            NaN
  1416.67        2500.00        20.5248       0.886254                 NaN            NaN  0.941825        22.5572                 NaN   21.1722        32.0067        1.91094                 NaN            NaN
  1413.46        2500.00        20.5240       0.886272                 NaN            NaN  0.941862        22.5574                 NaN   21.1724        32.0070        1.91107                 NaN            NaN
  1410.26        2500.00        15.1418       0.890179                 NaN            NaN  0.950219        23.1792                 NaN   33.4033        22.4520        3.98329                 NaN            NaN
  1407.05        2500.00        15.1412       0.890192                 NaN            NaN  0.950251        23.1793                 NaN   33.4034        22.4521        3.98354                 NaN            NaN
  1403.85        2500.00        15.1406       0.890206                 NaN            NaN  0.950283        23.1794                 NaN   33.4036        22.4521        3.98380                 NaN            NaN
  1400.64        2500.00        15.1400       0.890219                 NaN            NaN  0.950316        23.1795                 NaN   33.4038        22.4522        3.98405                 NaN            NaN
  1397.44        2500.00        15.1394       0.890233                 NaN            NaN  0.950348        23.1796                 NaN   33.4039        22.4522        3.98430                 NaN            NaN
  1394.23        2500.00        15.1387       0.890246                 NaN            NaN  0.950380        23.1797                 NaN   33.4041        22.4523        3.98455                 NaN            NaN
  1391.03        2500.00        15.1381       0.890260                 NaN            NaN  0.950412        23.1798                 NaN   33.4043        22.4523        3.98481                 NaN            NaN
  1387.82        2500.00        15.1375       0.890273                 NaN            NaN  0.950444        23.1799                 NaN   33.4044        22.4524        3.98506                 NaN            NaN
  1384.62        2500.00        8.37354       0.895299                 NaN            NaN  0.968242        23.8814                 NaN   23.4902        35.4746        6.91668                 NaN            NaN
  1381.41        2500.00        8.37324       0.895307                 NaN            NaN  0.968269        23.8814                 NaN   23.4901        35.4746        6.91708                 NaN            NaN
  1378.21        2500.00        8.37295       0.895316                 NaN            NaN  0.968296        23.8814                 NaN   23.4900        35.4746        6.91747                 NaN            NaN
  1375.00        2500.00        8.37266       0.895324                 NaN            NaN  0.968323        23.8813                 NaN   23.4900        35.4745        6.91787                 NaN            NaN
  1371.79        2500.00        8.37236       0.895332                 NaN            NaN  0.968350        23.8813                 NaN   23.4899        35.4745        6.91827                 NaN            NaN
  1368.59        2500.00        8.37206       0.895340                 NaN            NaN  0.968377        23.8813                 NaN   23.4898        35.4745        6.91866                 NaN            NaN
  1365.38        2500.00        8.37177       0.895348                 NaN            NaN  0.968404        23.8812                 NaN   23.4897        35.4745        6.91906                 NaN            NaN
  1362.18        2500.00        8.37147       0.895356                 NaN            NaN  0.968431        23.8812                 NaN   23.4896        35.4745        6.91946                 NaN            NaN
  1358.97        2500.00        4.06554       0.898784                 NaN            NaN  0.985414        24.2207                 NaN   23.5996        37.1506        9.07943                 NaN            NaN
  1355.77        2500.00        4.06542       0.898789                 NaN            NaN  0.985438        24.2205                 NaN   23.5994        37.1505        9.07992                 NaN            NaN
  1352.56        2500.00        4.06530       0.898794                 NaN            NaN  0.985463        24.2204                 NaN   23.5993        37.1503        9.08041                 NaN            NaN
