|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.75/YM20/YM20_3.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1263.74        500.000                 NaN   96.8062                 NaN            NaN  0.537842       0.242873                 NaN  0.399626        2.01350                 NaN            NaN            NaN
  1262.36        500.000                 NaN   96.9377                 NaN            NaN  0.569507       0.179326                 NaN  0.383735        1.92977                 NaN            NaN            NaN
  1260.99        500.000                 NaN   97.0594                 NaN            NaN  0.718102                 NaN            NaN  0.369513        1.85295                 NaN            NaN            NaN
  1259.62        500.000                 NaN   97.1731                 NaN            NaN  0.692055                 NaN            NaN  0.354309        1.78051                 NaN            NaN            NaN
  1258.24        500.000                 NaN   97.2769                 NaN            NaN  0.666649                 NaN            NaN  0.341624        1.71482                 NaN            NaN            NaN
  1256.87        500.000                 NaN   97.3788                 NaN            NaN  0.640569                 NaN            NaN  0.330083        1.65054                 NaN            NaN            NaN
  1255.50        500.000                 NaN   97.4699                 NaN            NaN  0.619405                 NaN            NaN  0.318202        1.59248                 NaN            NaN            NaN
  1254.12        500.000                 NaN   97.5585                 NaN            NaN  0.597387                 NaN            NaN  0.307592        1.53652                 NaN            NaN            NaN
  1252.75        500.000                 NaN   97.6407                 NaN            NaN  0.577140                 NaN            NaN  0.296895        1.48525                 NaN            NaN            NaN
  1251.38        500.000                 NaN   97.7155                 NaN            NaN  0.558804                 NaN            NaN  0.287017        1.43868                 NaN            NaN            NaN
  1250.00        500.000                 NaN   97.7911                 NaN            NaN  0.541447                 NaN            NaN  0.278600        1.38885                 NaN            NaN            NaN
  1248.63        500.000                 NaN   97.8603                 NaN            NaN  0.523197                 NaN            NaN  0.270548        1.34596                 NaN            NaN            NaN
  1247.25        500.000                 NaN   97.9294                 NaN            NaN  0.506591                 NaN            NaN  0.259856        1.30415                 NaN            NaN            NaN
  1245.88        500.000                 NaN   97.9878                 NaN            NaN  0.492067                 NaN            NaN  0.254331        1.26577                 NaN            NaN            NaN
  1244.51        500.000                 NaN   98.0494                 NaN            NaN  0.477110                 NaN            NaN  0.245425        1.22805                 NaN            NaN            NaN
  1243.13        500.000                 NaN   98.1062                 NaN            NaN  0.463760                 NaN            NaN  0.237379        1.19268                 NaN            NaN            NaN
  1241.76        500.000                 NaN   98.1597                 NaN            NaN  0.449726                 NaN            NaN  0.231495        1.15908                 NaN            NaN            NaN
  1240.39        500.000                 NaN   98.2122                 NaN            NaN  0.437154                 NaN            NaN  0.224180        1.12647                 NaN            NaN            NaN
  1239.01        500.000                 NaN   98.2587                 NaN            NaN  0.426684                 NaN            NaN  0.217839        1.09680                 NaN            NaN            NaN
  1237.64        500.000                 NaN   98.3067                 NaN            NaN  0.414445                 NaN            NaN  0.210870        1.06798                 NaN            NaN            NaN
  1236.27        500.000                 NaN   98.3495                 NaN            NaN  0.403804                 NaN            NaN  0.207766        1.03891                 NaN            NaN            NaN
  1234.89        500.000                 NaN   98.3085                 NaN            NaN  0.289413E-001  0.372307                 NaN  0.206176        1.08409                 NaN            NaN            NaN
  1233.52        500.000                 NaN   98.5338                 NaN            NaN  0.366812                 NaN            NaN  0.186227       0.913127                 NaN            NaN            NaN
  1232.14        500.000                 NaN   98.0163                 NaN            NaN  0.422971                 NaN            NaN  0.248696        1.31206                 NaN            NaN            NaN
  1230.77        500.000                 NaN   98.8059                 NaN            NaN  0.360859                 NaN            NaN  0.152100       0.681168                 NaN            NaN            NaN
  1229.40        500.000                 NaN   98.3876                 NaN            NaN  0.380682       0.841983E-002            NaN  0.233814       0.989533                 NaN            NaN            NaN
  1228.02        500.000                 NaN   98.7356                 NaN            NaN  0.883725E-001            NaN            NaN  0.861479E-001   1.08990                 NaN            NaN            NaN
  1226.65        500.000                 NaN   97.4656                 NaN            NaN  0.371292                 NaN            NaN  0.310315        1.81038       0.423914E-001            NaN            NaN
  1225.28        500.000                 NaN   98.8083                 NaN            NaN  0.481748                 NaN            NaN  0.143111       0.566875                 NaN            NaN            NaN
  1223.90        500.000                 NaN   99.4167                 NaN            NaN  0.363261       0.369583E-001            NaN  0.821506E-001  0.100885                 NaN            NaN            NaN
  1222.53        500.000                 NaN   97.9327                 NaN            NaN  0.202025                 NaN            NaN  0.117060        1.71866       0.295713E-001            NaN            NaN
  1221.16        500.000                 NaN   99.1629                 NaN            NaN  0.464269                 NaN            NaN  0.258064       0.114778                 NaN            NaN            NaN
  1219.78        500.000                 NaN   98.8674                 NaN            NaN  0.202830                 NaN            NaN  0.131295       0.795118       0.338694E-002            NaN            NaN
  1218.41        500.000                 NaN   98.8726                 NaN            NaN  0.315055                 NaN            NaN  0.129558       0.669130       0.136765E-001            NaN            NaN
  1217.03        500.000                 NaN   98.5092                 NaN            NaN  0.335048                 NaN            NaN  0.193205       0.937472       0.250412E-001            NaN            NaN
  1215.66        500.000                 NaN   98.9548                 NaN            NaN  0.190993                 NaN            NaN  0.115527       0.724073       0.145708E-001            NaN            NaN
  1214.29        500.000                 NaN   98.7328                 NaN            NaN  0.318284                 NaN            NaN  0.153329       0.779254       0.163111E-001            NaN            NaN
  1212.91        500.000                 NaN   98.7049                 NaN            NaN  0.250453                 NaN            NaN  0.167173       0.860334       0.171225E-001            NaN            NaN
  1211.54        500.000                 NaN   98.9376                 NaN            NaN  0.254613                 NaN            NaN  0.149931       0.631341       0.265432E-001            NaN            NaN
  1210.17        500.000                 NaN   98.7842                 NaN            NaN  0.203128                 NaN            NaN  0.132754       0.864562       0.153597E-001            NaN            NaN
  1208.79        500.000                 NaN   99.1520                 NaN            NaN  0.141590                 NaN            NaN  0.498360E-001  0.641637       0.149237E-001            NaN            NaN
  1207.42        500.000                 NaN   97.8828                 NaN            NaN  0.496384                 NaN            NaN  0.269750        1.33236       0.186987E-001            NaN            NaN
  1206.05        500.000                 NaN   99.7522                 NaN            NaN  0.115893       0.245791E-001            NaN  0.180862E-001  0.827259E-001  0.655775E-002            NaN            NaN
  1204.67        500.000                 NaN   97.2943                 NaN            NaN  0.655109                 NaN            NaN  0.383534        1.63582       0.312580E-001            NaN            NaN
  1203.30        500.000                 NaN   99.8554                 NaN            NaN            NaN            NaN            NaN  0.101834E-001  0.131554       0.289138E-002            NaN            NaN
  1201.92        500.000                 NaN   99.7164                 NaN            NaN            NaN            NaN            NaN  0.300443E-001  0.247739       0.577588E-002            NaN            NaN
  1200.55        500.000                 NaN   97.6599                 NaN            NaN  0.393571                 NaN            NaN  0.207654        1.00337       0.643738E-002  0.729105                 NaN
  1199.18        500.000                 NaN   95.5506                 NaN            NaN  0.331181       0.113699                 NaN  0.312580        2.09047       0.298487E-001   1.57158                 NaN
  1197.80        500.000                 NaN   90.1967                 NaN            NaN  0.877085                 NaN            NaN  0.729484        3.88514       0.422105E-001   4.26936                 NaN
  1196.43        500.000                 NaN   85.9709                 NaN            NaN  0.299679       0.986346                 NaN   1.05447        6.02527       0.612686E-001   5.60209                 NaN
  1195.06        500.000                 NaN   93.2235                 NaN            NaN  0.556920       0.235477                 NaN  0.503368        2.79547       0.285879E-001   2.65665                 NaN
  1193.68        500.000                 NaN   92.3041                 NaN            NaN  0.396186       0.181486                 NaN  0.566175        3.33233       0.346743E-001   3.18502                 NaN
  1192.31        500.000                 NaN   81.2588                 NaN            NaN   1.51653                 NaN            NaN   1.31252        8.09887       0.805484E-001   7.73271                 NaN
  1190.94        500.000                 NaN            NaN            NaN            NaN   7.06176        1.08300                 NaN   6.94813        43.2403       0.351493        41.3154                 NaN
  1189.56        500.000                 NaN            NaN            NaN            NaN   3.13012        4.99559                 NaN   6.94292        43.2653       0.354851        41.3112                 NaN
  1188.19        500.000                 NaN            NaN            NaN            NaN   2.81059        5.30971                 NaN   6.94257        43.2705       0.356302        41.3104                 NaN
  1186.81        500.000                 NaN            NaN            NaN            NaN   3.19080        4.93802                 NaN   6.94382        43.2595       0.354077        41.3138                 NaN
  1185.44        500.000                 NaN            NaN            NaN            NaN   3.10238        5.02564                 NaN   6.94562        43.2579       0.354190        41.3143                 NaN
  1184.07        500.000                 NaN            NaN            NaN            NaN   3.31167        4.81530       0.408428E-004   6.94448        43.2591       0.354310        41.3151                 NaN
  1182.69        500.000                 NaN            NaN            NaN            NaN   3.74128        4.38399                 NaN   6.94555        43.2596       0.354084        41.3155                 NaN
  1181.32        500.000                 NaN            NaN            NaN            NaN   4.19059        3.95410                 NaN   6.94885        43.2342       0.350795        41.3215                 NaN
  1179.95        500.000                 NaN            NaN            NaN            NaN   4.12448        4.02198                 NaN   6.95159        43.2285       0.350420        41.3230                 NaN
  1178.57        500.000                 NaN            NaN            NaN            NaN   3.17213        4.96437                 NaN   6.95887        43.2316       0.352000        41.3210                 NaN
  1177.20        500.000                 NaN            NaN            NaN            NaN   3.13995        4.99008       0.167264E-004   6.94915        43.2474       0.353102        41.3203                 NaN
  1175.83        500.000                 NaN            NaN            NaN            NaN   2.04059        6.10928                 NaN   6.96284        43.2126       0.348654        41.3260                 NaN
  1174.45        500.000                 NaN            NaN            NaN            NaN   6.80881        1.34424                 NaN   6.96523        43.2065       0.347916        41.3273                 NaN
  1173.08        500.000                 NaN            NaN            NaN            NaN   8.15774                 NaN            NaN   6.96617        43.1989       0.346910        41.3303                 NaN
  1171.70        500.000                 NaN            NaN            NaN            NaN   2.88967        5.25262                 NaN   6.95201        43.2273       0.350795        41.3276                 NaN
  1170.33        500.000                 NaN            NaN            NaN            NaN   6.33954       0.966926                 NaN   6.89181        43.4628       0.365913        41.2806       0.692445     
  1168.96        500.000                 NaN            NaN            NaN            NaN   8.17280                 NaN            NaN   6.98086        43.1667       0.343584        41.3361                 NaN
  1167.58        500.000                 NaN            NaN            NaN            NaN   8.16861                 NaN            NaN   6.97804        43.1728       0.344586        41.3360                 NaN
  1166.21        500.000                 NaN            NaN            NaN            NaN   3.10667        5.03351       0.608632E-005   6.95884        43.2202       0.350342        41.3304                 NaN
  1164.84        500.000                 NaN            NaN            NaN            NaN   3.01855        5.12834                 NaN   6.96261        43.2106       0.347662        41.3322                 NaN
  1163.46        500.000                 NaN            NaN            NaN  0.158199        3.17069        4.75351       0.451578E-001   7.01561        43.1016       0.337932        41.4173                 NaN
  1162.09        500.000                 NaN            NaN            NaN  0.164244        3.18147        4.77775                 NaN   7.01455        43.1029       0.338274        41.4208                 NaN
  1160.72        500.000                 NaN            NaN            NaN            NaN  0.317440        7.86011                 NaN   6.98913        43.1500       0.341407        41.3419                 NaN
  1159.34        500.000                 NaN            NaN            NaN  0.162871        3.18634        4.77473                 NaN   7.01472        43.1011       0.338169        41.4221                 NaN
  1157.97        500.000                 NaN            NaN            NaN            NaN   3.55065        4.65673       0.243199E-005   6.98649        43.1218       0.334264        41.3501                 NaN
  1156.59        500.000                 NaN            NaN            NaN            NaN   3.56625        4.64241       0.268851E-005   6.98819        43.1179       0.333678        41.3516                 NaN
  1155.22        500.000                 NaN            NaN            NaN            NaN   3.56100        4.64489       0.279899E-005   6.98840        43.1192       0.334785        41.3518                 NaN
  1153.85        500.000                 NaN            NaN            NaN            NaN   3.53875        4.66448                 NaN   6.99198        43.1174       0.335182        41.3522                 NaN
  1152.47        500.000                 NaN            NaN            NaN  0.164529        3.17962        4.77740                 NaN   7.01424        43.0984       0.338240        41.4275                 NaN
  1151.10        500.000                 NaN            NaN            NaN            NaN   3.56960        4.64381                 NaN   6.99346        43.1047       0.332208        41.3563                 NaN
  1149.73        500.000                 NaN            NaN            NaN            NaN   3.56597        4.64836                 NaN   6.99491        43.1014       0.331908        41.3574                 NaN
  1148.35        500.000                 NaN            NaN            NaN            NaN   8.18854                 NaN            NaN   7.00207        43.1184       0.338237        41.3528                 NaN
  1146.98        500.000                 NaN            NaN            NaN  0.171816        3.15244        4.79117                 NaN   7.01275        43.0988       0.338689        41.4344                 NaN
  1145.61        500.000                 NaN            NaN            NaN            NaN   8.20088                 NaN            NaN   7.01226        43.0940       0.335437        41.3574                 NaN
  1144.23        500.000                 NaN            NaN            NaN            NaN   8.15480       0.481449E-001            NaN   7.01438        43.0887       0.334902        41.3591                 NaN
  1142.86        500.000                 NaN            NaN            NaN            NaN   8.19930                 NaN            NaN   7.01272        43.0939       0.335398        41.3587                 NaN
  1141.48        500.000                 NaN            NaN            NaN            NaN  0.176728        8.03084                 NaN   7.01905        43.0782       0.333615        41.3616                 NaN
  1140.11        500.000                 NaN            NaN            NaN            NaN  0.688559E-002   8.19783                 NaN   7.01802        43.0817       0.333975        41.3616                 NaN
  1138.74        500.000                 NaN            NaN            NaN            NaN  0.446464E-001   8.16230                 NaN   7.02024        43.0764       0.333374        41.3630                 NaN
  1137.36        500.000                 NaN            NaN            NaN            NaN  0.836405E-001   8.12557                 NaN   7.02247        43.0711       0.332768        41.3644                 NaN
  1135.99        500.000                 NaN            NaN            NaN            NaN  0.123499        8.08797                 NaN   7.02469        43.0658       0.332163        41.3658                 NaN
  1134.62        500.000                 NaN            NaN            NaN            NaN  0.163494        8.05023                 NaN   7.02691        43.0606       0.331559        41.3672                 NaN
  1133.24        500.000                 NaN            NaN            NaN            NaN  0.261762        7.95439                 NaN   7.02927        43.0550       0.330915        41.3686                 NaN
  1131.87        500.000                 NaN            NaN            NaN            NaN  0.305942        7.91244                 NaN   7.03146        43.0498       0.330316        41.3700                 NaN
  1130.50        500.000                 NaN            NaN            NaN            NaN  0.350406        7.87019                 NaN   7.03364        43.0446       0.329719        41.3714                 NaN
  1129.12        500.000                 NaN            NaN            NaN            NaN  0.328521        7.89415                 NaN   7.03568        43.0397       0.329157        41.3728                 NaN
  1127.75        500.000                 NaN            NaN            NaN  0.175271        3.13774        4.79658                 NaN   7.01161        43.0910       0.338805        41.4490                 NaN
  1126.37        500.000                 NaN            NaN            NaN            NaN  0.413971        7.81312                 NaN   7.04001        43.0294       0.327966        41.3756                 NaN
  1125.00        500.000                 NaN            NaN            NaN            NaN  0.457426        7.77186                 NaN   7.04215        43.0242       0.327374        41.3770                 NaN
  1123.63        500.000                 NaN            NaN            NaN            NaN  0.501404        7.73007                 NaN   7.04429        43.0191       0.326784        41.3784                 NaN
  1122.25        500.000                 NaN            NaN            NaN            NaN  0.545875        7.68777                 NaN   7.04642        43.0140       0.326196        41.3797                 NaN
  1120.88        500.000                 NaN            NaN            NaN            NaN  0.590805        7.64501                 NaN   7.04853        43.0089       0.325611        41.3811                 NaN
  1119.51        500.000                 NaN            NaN            NaN            NaN  0.636209        7.60176                 NaN   7.05063        43.0039       0.325028        41.3825                 NaN
  1118.13        500.000                 NaN            NaN            NaN            NaN  0.682073        7.55803                 NaN   7.05272        42.9989       0.324448        41.3839                 NaN
  1116.76        500.000                 NaN            NaN            NaN            NaN  0.728406        7.51382                 NaN   7.05480        42.9939       0.323871        41.3852                 NaN
  1115.39        500.000                 NaN            NaN            NaN  0.177540        3.12831        4.79995                 NaN   7.01087        43.0860       0.338886        41.4585                 NaN
  1114.01        500.000                 NaN            NaN            NaN            NaN  0.822415        7.42402                 NaN   7.05891        42.9840       0.322726        41.3880                 NaN
  1112.64        500.000                 NaN            NaN            NaN            NaN  0.857244        7.39106                 NaN   7.06089        42.9793       0.322176        41.3893                 NaN
  1111.26        500.000                 NaN            NaN            NaN  0.178380        3.12485        4.80125                 NaN   7.01061        43.0844       0.338918        41.4616                 NaN
  1109.89        500.000                 NaN            NaN            NaN            NaN  0.867260        7.38511                 NaN   7.06486        42.9697       0.321054        41.3920                 NaN
  1108.52        500.000                 NaN            NaN            NaN            NaN  0.872152        7.38226                 NaN   7.06686        42.9649       0.320488        41.3934                 NaN
  1107.14        500.000                 NaN            NaN            NaN            NaN   8.25729                 NaN            NaN   7.06860        42.9592       0.319821        41.3950                 NaN
  1105.77        500.000                 NaN            NaN            NaN            NaN   8.03462       0.223706                 NaN   7.06998        42.9560       0.319490        41.3962                 NaN
  1104.40        500.000                 NaN            NaN            NaN            NaN   8.26185                 NaN            NaN   7.07303        42.9487       0.318578        41.3978                 NaN
  1103.02        500.000                 NaN            NaN            NaN            NaN  0.696984        7.56656                 NaN   7.07534        42.9440       0.318019        41.3991                 NaN
  1101.65        500.000                 NaN            NaN            NaN            NaN  0.581345        7.68271                 NaN   7.07627        42.9410       0.318083        41.4006                 NaN
  1100.28        500.000                 NaN            NaN            NaN            NaN   3.93699        4.29413                 NaN   7.04586        43.0012       0.326450        41.3954                 NaN
  1098.90        500.000                 NaN            NaN            NaN            NaN  0.740854        7.52882                 NaN   7.08116        42.9298       0.316367        41.4030                 NaN
  1097.53        500.000                 NaN            NaN            NaN            NaN  0.745675        7.52584                 NaN   7.08311        42.9253       0.315811        41.4043                 NaN
  1096.15        500.000                 NaN            NaN            NaN            NaN  0.709279        7.56445                 NaN   7.08519        42.9202       0.315210        41.4056                 NaN
  1094.78        500.000                 NaN            NaN            NaN            NaN   3.43317        4.81391       0.134091E-004   7.06535        42.9653       0.321421        41.4008                 NaN
  1093.41        500.000                 NaN            NaN            NaN            NaN   3.43312        4.81533       0.123664E-004   7.06686        42.9617       0.321004        41.4020                 NaN
  1092.03        500.000                 NaN            NaN            NaN            NaN  0.499794        7.78258                 NaN   7.09255        42.9019       0.312965        41.4102                 NaN
  1090.66        500.000                 NaN            NaN            NaN            NaN  0.465963        7.81869                 NaN   7.09474        42.8967       0.312336        41.4116                 NaN
  1089.29        500.000                 NaN            NaN            NaN            NaN  0.295820        7.99375                 NaN   7.09637        42.8897       0.310767        41.4136                 NaN
  1087.91        500.000                 NaN            NaN            NaN            NaN   3.94564        4.28770       0.112404E-003   7.04458        42.9895       0.326409        41.4060                 NaN
  1086.54        500.000                 NaN            NaN            NaN            NaN   3.94732        4.28621       0.712207E-004   7.04481        42.9882       0.326314        41.4071                 NaN
  1085.17        500.000                 NaN            NaN            NaN            NaN  0.825288E-001   8.21296                 NaN   7.10430        42.8734       0.309446        41.4174                 NaN
  1083.79        500.000                 NaN            NaN            NaN            NaN   3.94680        4.28692       0.674113E-004   7.04525        42.9858       0.326137        41.4091                 NaN
  1082.42        500.000                 NaN            NaN            NaN            NaN   4.75340        3.51295       0.111815E-004   7.08122        42.9235       0.316171        41.4127                 NaN
  1081.04        500.000                 NaN            NaN            NaN  0.186183        3.09344        4.81402                 NaN   7.00841        43.0732       0.339264        41.4855                 NaN
  1079.67        500.000                 NaN            NaN            NaN            NaN   4.64274        3.61847       0.101288E-004   7.08123        42.9286       0.316418        41.4126                 NaN
  1078.30        500.000                 NaN            NaN            NaN            NaN   1.58057        1.15339        5.54870        7.09745        42.8883       0.312228        41.4193                 NaN
  1076.92        500.000                 NaN            NaN            NaN            NaN   4.66206        3.60487       0.920423E-005   7.08492        42.9175       0.314967        41.4157                 NaN
  1075.55        500.000                 NaN            NaN            NaN            NaN   8.31531                 NaN            NaN   7.12151        42.8308       0.304322        41.4280                 NaN
  1074.18        500.000                 NaN            NaN            NaN            NaN   4.55651        3.71378                 NaN   7.08253        42.9111       0.316040        41.4200                 NaN
  1072.80        500.000                 NaN            NaN            NaN            NaN   4.61553        3.65294                 NaN   7.08780        42.9089       0.315031        41.4198                 NaN
  1071.43        500.000                 NaN            NaN            NaN            NaN   4.59456        3.67579                 NaN   7.08703        42.9063       0.314945        41.4213                 NaN
  1070.06        500.000                 NaN            NaN            NaN            NaN   4.52645        3.73936       0.522899E-005   7.08448        42.9128       0.315718        41.4212                 NaN
  1068.68        500.000                 NaN            NaN            NaN            NaN   8.32922                 NaN            NaN   7.13370        42.8010       0.300658        41.4354                 NaN
  1067.31        500.000                 NaN            NaN            NaN            NaN   4.54131        3.72298                 NaN   7.08715        42.9103       0.315423        41.4229                 NaN
  1065.93        500.000                 NaN            NaN            NaN            NaN   4.54181        3.73307       0.374897E-005   7.09255        42.8935       0.313104        41.4259                 NaN
  1064.56        500.000                 NaN            NaN            NaN            NaN   4.52921        3.74675                 NaN   7.09417        42.8897       0.313169        41.4270                 NaN
  1063.19        500.000                 NaN            NaN            NaN            NaN   4.53581        3.74122       0.292211E-005   7.09771        42.8852       0.312091        41.4280                 NaN
  1061.81        500.000                 NaN            NaN            NaN            NaN   1.12291        2.60425        4.58210        7.12042        42.8291       0.305251        41.4360                 NaN
  1060.44        500.000                 NaN            NaN            NaN            NaN   4.51072        3.76873                 NaN   7.09622        42.8817       0.311867        41.4308                 NaN
  1059.07        500.000                 NaN            NaN            NaN            NaN   4.47629        3.80378                 NaN   7.09948        42.8773       0.311652        41.4315                 NaN
  1057.69        500.000                 NaN            NaN            NaN            NaN   4.47084        3.80996                 NaN   7.10013        42.8753       0.311349        41.4324                 NaN
  1056.32        500.000                 NaN            NaN            NaN            NaN   4.44631        3.83486                 NaN   7.10054        42.8735       0.311315        41.4334                 NaN
  1054.95        500.000                 NaN            NaN            NaN            NaN   1.23450        3.50014        3.58120        7.12664        42.8120       0.303429        41.4421                 NaN
  1053.57        500.000                 NaN            NaN            NaN            NaN   4.43668        3.84722                 NaN   7.10373        42.8660       0.310283        41.4361                 NaN
  1052.20        500.000                 NaN            NaN            NaN            NaN   4.39837        3.88701                 NaN   7.10471        42.8621       0.310333        41.4374                 NaN
  1050.82        500.000                 NaN            NaN            NaN            NaN   4.39824        3.88921                 NaN   7.10627        42.8582       0.309526        41.4385                 NaN
  1049.45        500.000                 NaN            NaN            NaN            NaN   4.38038        3.90758                 NaN   7.10739        42.8558       0.309282        41.4396                 NaN
  1048.08        500.000                 NaN            NaN            NaN            NaN   3.62449        4.74192                 NaN   7.16565        42.7199       0.291057        41.4570                 NaN
  1046.70        500.000                 NaN            NaN            NaN            NaN   4.34618        3.94351                 NaN   7.10948        42.8503       0.308686        41.4418                 NaN
  1045.33        500.000                 NaN            NaN            NaN            NaN   4.33397        3.95699                 NaN   7.11083        42.8469       0.308307        41.4430                 NaN
  1043.96        500.000                 NaN            NaN            NaN            NaN   4.31650        3.97569                 NaN   7.11227        42.8435       0.307915        41.4442                 NaN
  1042.58        500.000                 NaN            NaN            NaN            NaN   4.30275        3.98960                 NaN   7.11267        42.8421       0.307774        41.4451                 NaN
  1041.21        500.000                 NaN            NaN            NaN            NaN   2.41461        5.96537                 NaN   7.17802        42.6906       0.287309        41.4641                 NaN
  1039.84        500.000                 NaN            NaN            NaN            NaN   4.27258        4.02226                 NaN   7.11516        42.8355       0.307037        41.4475                 NaN
  1038.46        500.000                 NaN            NaN            NaN            NaN   4.14140        4.15107                 NaN   7.11307        42.8384       0.307688        41.4484                 NaN
  1037.09        500.000                 NaN            NaN            NaN            NaN   4.14616        4.14707                 NaN   7.11393        42.8360       0.307430        41.4495                 NaN
  1035.71        500.000                 NaN            NaN            NaN            NaN   4.14416        4.14988                 NaN   7.11487        42.8334       0.307146        41.4506                 NaN
  1034.34        500.000                 NaN            NaN            NaN            NaN   3.65238        4.70521                 NaN   7.15938        42.7247       0.293548        41.4648                 NaN
  1032.97        500.000                 NaN            NaN            NaN            NaN   4.13847        4.15735                 NaN   7.11680        42.8280       0.306562        41.4528                 NaN
  1031.59        500.000                 NaN            NaN            NaN            NaN   4.16131        4.13535                 NaN   7.11774        42.8255       0.306269        41.4539                 NaN
  1030.22        500.000                 NaN            NaN            NaN            NaN   4.16731        4.13022                 NaN   7.11877        42.8228       0.305981        41.4550                 NaN
  1028.85        500.000                 NaN            NaN            NaN            NaN   4.12614        4.17224                 NaN   7.11979        42.8201       0.305673        41.4560                 NaN
  1027.47        500.000                 NaN            NaN            NaN            NaN   4.48267        3.89446                 NaN   7.17696        42.6843       0.288277        41.4734                 NaN
  1026.10        500.000                 NaN            NaN            NaN            NaN   4.18226        4.11795                 NaN   7.12174        42.8147       0.305089        41.4583                 NaN
  1024.73        500.000                 NaN            NaN            NaN            NaN   4.65793        3.74224                 NaN   7.19524        42.6427       0.282340        41.4796                 NaN
  1023.35        500.000                 NaN            NaN            NaN            NaN   3.99910        4.37688                 NaN   7.17511        42.6840       0.288920        41.4760                 NaN
  1021.98        500.000                 NaN            NaN            NaN            NaN   4.07418        4.30484                 NaN   7.17648        42.6780       0.288551        41.4780                 NaN
  1020.60        500.000                 NaN            NaN            NaN            NaN   4.09814        4.28145                 NaN   7.17855        42.6752       0.287934        41.4787                 NaN
  1019.23        500.000                 NaN            NaN            NaN            NaN   4.14435        4.23732                 NaN   7.18039        42.6705       0.287405        41.4801                 NaN
  1017.86        500.000                 NaN            NaN            NaN            NaN   4.18789        4.19591                 NaN   7.18225        42.6656       0.286867        41.4814                 NaN
  1016.48        500.000                 NaN            NaN            NaN            NaN   4.22899        4.15696                 NaN   7.18413        42.6608       0.286322        41.4828                 NaN
  1015.11        500.000                 NaN            NaN            NaN            NaN   4.26784        4.12028                 NaN   7.18603        42.6559       0.285770        41.4842                 NaN
  1013.74        500.000                 NaN            NaN            NaN            NaN   4.30464        4.08569                 NaN   7.18796        42.6509       0.285212        41.4856                 NaN
  1012.36        500.000                 NaN            NaN            NaN            NaN   4.33953        4.05303                 NaN   7.18990        42.6459       0.284648        41.4870                 NaN
  1010.99        500.000                 NaN            NaN            NaN            NaN   4.37267        4.02214                 NaN   7.19186        42.6409       0.284078        41.4883                 NaN
  1009.62        500.000                 NaN            NaN            NaN            NaN   4.40358        3.99345                 NaN   7.19380        42.6359       0.283517        41.4897                 NaN
  1008.24        500.000                 NaN            NaN            NaN            NaN   3.48847        4.93737                 NaN   7.21548        42.5868       0.276100        41.4957                 NaN
  1006.87        500.000                 NaN            NaN            NaN            NaN   3.71362        4.71127                 NaN   7.21485        42.5873       0.276407        41.4966                 NaN
  1005.49        500.000                 NaN            NaN            NaN            NaN   3.84442        4.58103                 NaN   7.21543        42.5851       0.276306        41.4977                 NaN
  1004.12        500.000                 NaN            NaN            NaN            NaN   3.94233        4.48420                 NaN   7.21643        42.5821       0.276063        41.4989                 NaN
  1002.75        500.000                 NaN            NaN            NaN            NaN   4.02187        4.40604                 NaN   7.21766        42.5785       0.275741        41.5001                 NaN
  1001.37        500.000                 NaN            NaN            NaN            NaN   4.08928        4.34021                 NaN   7.21905        42.5747       0.275367        41.5014                 NaN
  1000.00        500.000                 NaN            NaN            NaN            NaN   4.14792        4.28328                 NaN   7.22055        42.5706       0.274956        41.5027                 NaN
