|6.6.6
Archiving\03_Data\DfracLP/QFM_m1.5/YM20/YM20_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1852.13        500.000        99.4366                 NaN  0.548570       0.148235E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4386                 NaN  0.546571       0.147893E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4402                 NaN  0.545076       0.147527E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4417                 NaN  0.543602       0.147148E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4422                 NaN  0.543055       0.147188E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4449                 NaN  0.540441       0.146250E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4446                 NaN  0.540767       0.146435E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4474                 NaN  0.538024       0.145626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4475                 NaN  0.537965       0.145604E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4490                 NaN  0.536486       0.145023E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4483                 NaN  0.537216       0.145087E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4493                 NaN  0.536204       0.144725E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4506                 NaN  0.534946       0.144169E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4485                 NaN  0.537041       0.144671E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4525                 NaN  0.533175       0.143105E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4493                 NaN  0.536296       0.144273E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4500                 NaN  0.535658       0.143437E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4524                 NaN  0.533418       0.142300E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4996                 NaN  0.487275       0.131034E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.3998                 NaN  0.584794       0.154075E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.5010                 NaN  0.486102       0.128737E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.2028                 NaN  0.776314       0.208651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.6452                 NaN  0.345810       0.898799E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.8253                 NaN  0.170226       0.452221E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.0867                 NaN  0.889498       0.237813E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4245                 NaN  0.561419       0.140599E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4420                 NaN  0.543879       0.141067E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4420                 NaN  0.543940       0.140650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4398                 NaN  0.546128       0.140639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.3671                 NaN  0.563175       0.697395E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4706                 NaN  0.529367                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4479                 NaN  0.552148                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4442                 NaN  0.555797                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4416                 NaN  0.556708       0.171685E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4297                 NaN  0.558616       0.116477E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4260                 NaN  0.560066       0.139533E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4238                 NaN  0.562314       0.139094E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4203                 NaN  0.565789       0.139466E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4186                 NaN  0.567458       0.139105E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4135                 NaN  0.572528       0.139463E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4114                 NaN  0.574720       0.138988E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4081                 NaN  0.577978       0.139388E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4079                 NaN  0.578249       0.138111E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4047                 NaN  0.581459       0.138123E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.3990                 NaN  0.587149       0.138867E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.3975                 NaN  0.588741       0.138007E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.3929                 NaN  0.593233       0.138443E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.3862                 NaN  0.599896       0.138959E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.3877                 NaN  0.598586       0.137410E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3810                 NaN  0.605158       0.138677E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3818                 NaN  0.604487       0.137325E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3747                 NaN  0.611446       0.138232E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3706                 NaN  0.615600       0.138274E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3676                 NaN  0.618624       0.137630E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3843                 NaN  0.602360       0.133417E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3366                 NaN  0.649150       0.142653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3578                 NaN  0.628451       0.137437E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        98.8040                 NaN   1.17066       0.253254E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.9083                 NaN  0.897906E-001  0.192670E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3296                 NaN  0.656342       0.140752E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3396                 NaN  0.646587       0.137841E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3363                 NaN  0.649983       0.137502E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3327                 NaN  0.653509       0.137615E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3241                 NaN  0.662062       0.138484E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3278                 NaN  0.658515       0.136922E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3207                 NaN  0.665578       0.137714E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3349                 NaN  0.651681       0.133901E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.2955                 NaN  0.690402       0.141318E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.1988                 NaN  0.765202       0.359993E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.4088                 NaN  0.591240                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3092                 NaN  0.685614       0.514472E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3047                 NaN  0.681594       0.136576E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.2955                 NaN  0.690767       0.137719E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2943                 NaN  0.691965       0.137812E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2904                 NaN  0.695917       0.137284E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.6410                 NaN  0.351880       0.709236E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        98.9349                 NaN   1.04476       0.203549E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2815                 NaN  0.704705       0.138153E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2792                 NaN  0.707072       0.137668E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2821                 NaN  0.704274       0.136754E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2774                 NaN  0.708924       0.137122E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2758                 NaN  0.710523       0.137019E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2487                 NaN  0.737149       0.141536E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2941                 NaN  0.692641       0.132958E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2722                 NaN  0.714140       0.136384E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2685                 NaN  0.717782       0.137230E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2717                 NaN  0.714749       0.135899E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2623                 NaN  0.723887       0.137739E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2752                 NaN  0.711282       0.135161E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2688                 NaN  0.717627       0.136076E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2679                 NaN  0.718437       0.136280E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2699                 NaN  0.716565       0.135784E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2687                 NaN  0.717679       0.135840E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.2698                 NaN  0.716645       0.135627E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2716                 NaN  0.714884       0.135203E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.2720                 NaN  0.714432       0.135240E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.2734                 NaN  0.713100       0.134923E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.1135                 NaN  0.629070       0.927987E-002  0.248130                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.2390                 NaN  0.124391                 NaN   1.63663                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.2539                 NaN  0.121212                 NaN   1.62491                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.2891                 NaN  0.111945                 NaN   1.59892                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        96.5570                 NaN  0.203587                 NaN   3.23940                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.9513                 NaN            NaN            NaN  0.486769E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.5404                 NaN  0.107419                 NaN   1.35215                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.4130                 NaN  0.104414                 NaN   1.48260                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.4376                 NaN  0.996030E-001            NaN   1.46278                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.4577                 NaN  0.910473E-001            NaN   1.45129                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.4806                 NaN  0.894418E-001            NaN   1.42996                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.5101                 NaN  0.842728E-001            NaN   1.40561                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.5322                 NaN  0.859333E-001            NaN   1.38191                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.5525                 NaN  0.738370E-001            NaN   1.37363                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.9277                 NaN  0.576411E-001            NaN   1.01464                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.2229                 NaN  0.886957E-001            NaN   1.68844                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.6415                 NaN  0.669304E-001            NaN   1.29153                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.4569                 NaN  0.631345E-001            NaN   1.47994                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.8368                 NaN  0.529960E-001            NaN   1.11025                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.6770                 NaN  0.571276E-001            NaN   1.26587                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.7014                 NaN  0.560198E-001            NaN   1.24263                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.7187                 NaN  0.532779E-001            NaN   1.22798                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.7199                 NaN  0.531647E-001            NaN   1.22690                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.7339                 NaN  0.372656E-001            NaN   1.22888                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.7936                 NaN  0.454171E-001            NaN   1.16098                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.7950                 NaN  0.407666E-001            NaN   1.16423                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.8009                 NaN  0.371413E-001            NaN   1.16201                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8180                 NaN  0.346922E-001            NaN   1.14726                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.8348                 NaN  0.355148E-001            NaN   1.12966                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.8486                 NaN  0.280099E-001            NaN   1.12336                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.8623                 NaN  0.261043E-001            NaN   1.11160                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.8739                 NaN  0.213526E-001            NaN   1.10477                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.8895                 NaN  0.197693E-001            NaN   1.09070                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.8998                 NaN  0.132268E-001            NaN   1.08699                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.9149                 NaN  0.145670E-001            NaN   1.07048                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9248                 NaN  0.908049E-002            NaN   1.06610                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9363                 NaN            NaN            NaN   1.06372                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9497                 NaN  0.852454E-002            NaN   1.04173                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.9639                 NaN  0.289483E-001            NaN   1.00715                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.9652                 NaN            NaN            NaN   1.03475                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.9840                 NaN  0.204541E-005            NaN   1.01600                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.9950                 NaN  0.508921E-005            NaN   1.00500                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.0024                 NaN  0.587904E-002            NaN  0.991672                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0157                 NaN            NaN            NaN  0.984252                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0264                 NaN  0.152906E-001            NaN  0.958342                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0328                 NaN            NaN            NaN  0.967204                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0440                 NaN            NaN            NaN  0.955983                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0489                 NaN            NaN            NaN  0.951120                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0589                 NaN            NaN            NaN  0.941086                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0695                 NaN            NaN            NaN  0.930489                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0766                 NaN            NaN            NaN  0.923444                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0840                 NaN            NaN            NaN  0.915993                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0895                 NaN            NaN            NaN  0.910460                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0156                 NaN            NaN            NaN  0.457371       0.527073                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.8853                 NaN            NaN            NaN            NaN   1.11467                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.8903                 NaN            NaN            NaN            NaN   1.10974                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.8868                 NaN            NaN            NaN            NaN   1.11317                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.8827                 NaN            NaN            NaN            NaN   1.11734                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.8774                 NaN            NaN            NaN            NaN   1.12258                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.8628                 NaN            NaN            NaN            NaN   1.13723                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.8513                 NaN            NaN            NaN            NaN   1.14872                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.8298                 NaN            NaN            NaN            NaN   1.17024                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.2541                 NaN            NaN            NaN            NaN  0.704911        1.04098                 NaN            NaN            NaN            NaN
  1451.13        500.000        98.1900                 NaN            NaN            NaN            NaN  0.618512        1.19145                 NaN            NaN            NaN            NaN
  1448.62        500.000        98.2150                 NaN            NaN            NaN            NaN  0.609527        1.17552                 NaN            NaN            NaN            NaN
  1446.12        500.000        98.2410                 NaN            NaN            NaN            NaN  0.599267        1.15974                 NaN            NaN            NaN            NaN
  1443.61        500.000        98.2651                 NaN            NaN            NaN            NaN  0.589722        1.14518                 NaN            NaN            NaN            NaN
  1441.10        500.000        98.2877                 NaN            NaN            NaN            NaN  0.580545        1.13173                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.3122                 NaN            NaN            NaN            NaN  0.570947        1.11690                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.3353                 NaN            NaN            NaN            NaN  0.561599        1.10314                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.3563                 NaN            NaN            NaN            NaN  0.551917        1.09173                 NaN            NaN            NaN            NaN
