|6.6.6
Archiving\03_Data\DfracLP/QFM_m1.5/YM20/YM20_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1879.70        500.000        99.4545                 NaN  0.535105       0.104257E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.4601                 NaN  0.529542       0.103180E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4613                 NaN  0.528349       0.103338E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4646                 NaN  0.525097       0.102955E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4237                 NaN  0.565201       0.111420E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.5150                 NaN  0.475724       0.931556E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4719                 NaN  0.517894       0.101912E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4751                 NaN  0.514749       0.101662E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4783                 NaN  0.511593       0.101278E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4798                 NaN  0.510094       0.100962E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4819                 NaN  0.508046       0.100510E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4836                 NaN  0.506408       0.100356E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4857                 NaN  0.504341       0.100091E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4873                 NaN  0.502737       0.998115E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4889                 NaN  0.501131       0.995010E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4897                 NaN  0.500392       0.995053E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4924                 NaN  0.497758       0.988151E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4923                 NaN  0.497852       0.988755E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4951                 NaN  0.495086       0.983254E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4953                 NaN  0.494850       0.982603E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4970                 NaN  0.493224       0.978125E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4966                 NaN  0.493625       0.977986E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4978                 NaN  0.492468       0.975314E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4992                 NaN  0.491074       0.971144E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4974                 NaN  0.492821       0.973734E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.5014                 NaN  0.488967       0.962988E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4986                 NaN  0.491721       0.971074E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4996                 NaN  0.490710       0.964461E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.5020                 NaN  0.488407       0.956379E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.5452                 NaN  0.445978       0.880275E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4548                 NaN  0.534901       0.103441E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.5465                 NaN  0.444877       0.866860E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.2764                 NaN  0.709552       0.140010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.6783                 NaN  0.315722       0.602511E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.8417                 NaN  0.155312       0.302788E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.1724                 NaN  0.811676       0.159352E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4787                 NaN  0.511880       0.941312E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4950                 NaN  0.495545       0.943803E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4952                 NaN  0.495355       0.940836E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4935                 NaN  0.497047       0.940267E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4410                 NaN  0.512416       0.466066E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.5189                 NaN  0.481127                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4983                 NaN  0.501662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4954                 NaN  0.504589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4937                 NaN  0.505190       0.114524E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4856                 NaN  0.506613       0.776733E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4831                 NaN  0.507571       0.929961E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4814                 NaN  0.509288       0.926302E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4786                 NaN  0.512146       0.928390E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4773                 NaN  0.513396       0.925497E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4732                 NaN  0.517530       0.927396E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4717                 NaN  0.519108       0.923681E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4688                 NaN  0.521903       0.926031E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4691                 NaN  0.521721       0.916763E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4666                 NaN  0.524228       0.916514E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4617                 NaN  0.529050       0.921318E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4608                 NaN  0.530046       0.914879E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4571                 NaN  0.533740       0.917459E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4515                 NaN  0.539290       0.919980E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4532                 NaN  0.537670       0.909208E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4473                 NaN  0.543478       0.917444E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4486                 NaN  0.542346       0.908046E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4426                 NaN  0.548229       0.913746E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4394                 NaN  0.551515       0.913402E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4373                 NaN  0.553591       0.908225E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4524                 NaN  0.538808       0.880261E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4105                 NaN  0.580127       0.940215E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.4296                 NaN  0.561373       0.905846E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        98.9394                 NaN   1.04390       0.166774E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.9187                 NaN  0.800294E-001  0.126755E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.4059                 NaN  0.584869       0.925912E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.4153                 NaN  0.575641       0.906321E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.4128                 NaN  0.578146       0.903570E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.4100                 NaN  0.580911       0.903999E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.4031                 NaN  0.587762       0.909118E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.4067                 NaN  0.584344       0.898434E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.4009                 NaN  0.590110       0.903026E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.4139                 NaN  0.577331       0.877152E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3796                 NaN  0.611146       0.925709E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2995                 NaN  0.676940       0.235768E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.4778                 NaN  0.522221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3915                 NaN  0.605181       0.336206E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3899                 NaN  0.601149       0.892411E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3821                 NaN  0.608865       0.899237E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3818                 NaN  0.609222       0.899567E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3792                 NaN  0.611845       0.895171E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.6863                 NaN  0.309073       0.462112E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.0691                 NaN  0.917626       0.132684E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3728                 NaN  0.618225       0.899810E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3714                 NaN  0.619649       0.895748E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3746                 NaN  0.616530       0.889224E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3710                 NaN  0.620062       0.890978E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3704                 NaN  0.620733       0.889753E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3476                 NaN  0.643208       0.918192E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3874                 NaN  0.603984       0.862461E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3691                 NaN  0.622040       0.883690E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.3664                 NaN  0.624685       0.888798E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.3699                 NaN  0.621268       0.879440E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3623                 NaN  0.628806       0.890806E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.3741                 NaN  0.617113       0.873714E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3694                 NaN  0.621818       0.878945E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3691                 NaN  0.622057       0.879870E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.3715                 NaN  0.619788       0.876060E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3712                 NaN  0.620037       0.875710E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3728                 NaN  0.618420       0.873856E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3750                 NaN  0.616317       0.870414E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3760                 NaN  0.615286       0.870292E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3779                 NaN  0.613408       0.867406E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.2337                 NaN  0.540627       0.596326E-002  0.219738                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.4432                 NaN  0.106926                 NaN   1.44987                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.4568                 NaN  0.104138                 NaN   1.43905                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.4887                 NaN  0.960901E-001            NaN   1.41522                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        96.9553                 NaN  0.174757                 NaN   2.86991                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.9570                 NaN            NaN            NaN  0.429629E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.7129                 NaN  0.919876E-001            NaN   1.19507                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.6011                 NaN  0.893461E-001            NaN   1.30952                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.6230                 NaN  0.851987E-001            NaN   1.29184                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.6412                 NaN  0.778082E-001            NaN   1.28100                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.6621                 NaN  0.763801E-001            NaN   1.26153                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.6886                 NaN  0.719141E-001            NaN   1.23949                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.7090                 NaN  0.732575E-001            NaN   1.21777                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.7268                 NaN  0.629177E-001            NaN   1.21028                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.0582                 NaN  0.490467E-001            NaN  0.892789                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.4373                 NaN  0.755348E-001            NaN   1.48720                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.8068                 NaN  0.568915E-001            NaN   1.13628                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.6445                 NaN  0.536327E-001            NaN   1.30186                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.9794                 NaN  0.449663E-001            NaN  0.975592                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.8394                 NaN  0.484664E-001            NaN   1.11213                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.8614                 NaN  0.474741E-001            NaN   1.09108                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.8771                 NaN  0.451276E-001            NaN   1.07782                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.8788                 NaN  0.449886E-001            NaN   1.07617                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.8909                 NaN  0.315007E-001            NaN   1.07764                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9440                 NaN  0.383848E-001            NaN   1.01758                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9456                 NaN  0.344203E-001            NaN   1.01995                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.9511                 NaN  0.313332E-001            NaN   1.01756                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.9667                 NaN  0.292393E-001            NaN   1.00407                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.9820                 NaN  0.299133E-001            NaN  0.988090                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.9943                 NaN  0.235699E-001            NaN  0.982155                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.0065                 NaN  0.219524E-001            NaN  0.971518                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0170                 NaN  0.179371E-001            NaN  0.965109                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0310                 NaN  0.166014E-001            NaN  0.952426                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0401                 NaN  0.110966E-001            NaN  0.948786                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0540                 NaN  0.122106E-001            NaN  0.933758                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0628                 NaN  0.760666E-002            NaN  0.929581                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0729                 NaN            NaN            NaN  0.927104                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0853                 NaN  0.712799E-002            NaN  0.907544                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0988                 NaN  0.241893E-001            NaN  0.877029                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0996                 NaN            NaN            NaN  0.900406                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1162                 NaN  0.170550E-005            NaN  0.883806                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1263                 NaN  0.424049E-005            NaN  0.873667                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1332                 NaN  0.489677E-002            NaN  0.861941                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1450                 NaN            NaN            NaN  0.854979                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1553                 NaN  0.127107E-001            NaN  0.831970                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1606                 NaN            NaN            NaN  0.839375                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1708                 NaN            NaN            NaN  0.829178                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1754                 NaN            NaN            NaN  0.824611                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1846                 NaN            NaN            NaN  0.815417                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1940                 NaN            NaN            NaN  0.805969                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.2008                 NaN            NaN            NaN  0.799197                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.2075                 NaN            NaN            NaN  0.792507                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2126                 NaN            NaN            NaN  0.787375                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.1475                 NaN            NaN            NaN  0.395337       0.457213                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.0337                 NaN            NaN            NaN            NaN  0.966260                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.0385                 NaN            NaN            NaN            NaN  0.961472                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.0363                 NaN            NaN            NaN            NaN  0.963654                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.0335                 NaN            NaN            NaN            NaN  0.966538                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.0296                 NaN            NaN            NaN            NaN  0.970364                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.0175                 NaN            NaN            NaN            NaN  0.982450                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.0084                 NaN            NaN            NaN            NaN  0.991608                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.9903                 NaN            NaN            NaN            NaN   1.00967                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.4848                 NaN            NaN            NaN            NaN  0.607904       0.907280                 NaN            NaN            NaN            NaN
  1451.13        500.000        98.4293                 NaN            NaN            NaN            NaN  0.532950        1.03775                 NaN            NaN            NaN            NaN
  1448.62        500.000        98.4524                 NaN            NaN            NaN            NaN  0.524571        1.02303                 NaN            NaN            NaN            NaN
  1446.12        500.000        98.4763                 NaN            NaN            NaN            NaN  0.515218        1.00846                 NaN            NaN            NaN            NaN
  1443.61        500.000        98.4986                 NaN            NaN            NaN            NaN  0.506472       0.994948                 NaN            NaN            NaN            NaN
  1441.10        500.000        98.5197                 NaN            NaN            NaN            NaN  0.497989       0.982358                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.5422                 NaN            NaN            NaN            NaN  0.489174       0.968609                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.5634                 NaN            NaN            NaN            NaN  0.480673       0.955901                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.5831                 NaN            NaN            NaN            NaN  0.471822       0.945056                 NaN            NaN            NaN            NaN
