|6.6.6
Archiving\03_Data\eq/QFM_m0.5/WD94/WD94_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       mang           Sp(TH)         O(HP)          pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.5404       0.459553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.5404       0.459552                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.5405       0.459550                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.5405       0.459548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.5405       0.459546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.5405       0.459544                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.5405       0.459543                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.5405       0.459541                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.5405       0.459539                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.5405       0.459537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.5405       0.459535                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.5405       0.459533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.5405       0.459531                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.5405       0.459529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.5405       0.459527                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.5405       0.459525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.5405       0.459523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.5405       0.459521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.5405       0.459519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.5405       0.459517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.5405       0.459515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.5405       0.459513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.5405       0.459511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.5405       0.459508                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.5405       0.459506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.5405       0.459504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.5405       0.459502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.5405       0.459499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.5405       0.459497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.5405       0.459495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.5405       0.459492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.5405       0.459490                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.5405       0.459488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.5405       0.459485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.2728       0.459486                 NaN  0.267754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        98.1062       0.364408                 NaN   1.35373       0.175624                 NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        95.8464                 NaN            NaN   3.30489       0.848707                 NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        95.0781                 NaN  0.160318E-001   4.05710       0.848719                 NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        94.3126                 NaN  0.337323E-001   4.80496       0.848731                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        93.5576                 NaN  0.511554E-001   5.54245       0.848743                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        92.8027                 NaN  0.685789E-001   6.27997       0.848755                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        92.0767                 NaN  0.851250E-001   6.98938       0.848768                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        91.3507                 NaN  0.101672        7.69880       0.848781                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        90.6247                 NaN  0.118219        8.40825       0.848793                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        89.8987                 NaN  0.134766        9.11772       0.848806                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        89.1727                 NaN  0.151315        9.82720       0.848818                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        88.4466                 NaN  0.167863        10.5367       0.848831                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        87.7205                 NaN  0.184412        11.2462       0.848844                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        86.9944                 NaN  0.200962        11.9558       0.848856                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        86.3070                 NaN  0.216198        12.6279       0.848870                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        85.6197                 NaN  0.231434        13.3000       0.848883                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        84.9323                 NaN  0.246671        13.9721       0.848897                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        84.2449                 NaN  0.261909        14.6443       0.848910                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        83.5575                 NaN  0.277147        15.3165       0.848923                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        82.8700                 NaN  0.292385        15.9887       0.848937                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        82.1826                 NaN  0.307624        16.6609       0.848950                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        81.4951                 NaN  0.322863        17.3331       0.848964                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        80.8336                 NaN  0.336883        17.9806       0.848978                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        80.1720                 NaN  0.350903        18.6281       0.848992                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        79.5105                 NaN  0.364924        19.2756       0.849007                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        78.8489                 NaN  0.378945        19.9231       0.849021                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        78.1874                 NaN  0.392966        20.5706       0.849035                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        77.5257                 NaN  0.406988        21.2182       0.849050                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        76.8641                 NaN  0.421011        21.8658       0.849064                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        76.2025                 NaN  0.435034        22.5134       0.849078                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        75.5605                 NaN  0.447862        23.1426       0.849093                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        74.9185                 NaN  0.460691        23.7717       0.849108                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        74.2765                 NaN  0.473521        24.4009       0.849124                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        73.6345                 NaN  0.486351        25.0301       0.849139                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        72.9924                 NaN  0.499181        25.6593       0.849154                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        72.3503                 NaN  0.512012        26.2885       0.849169                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        71.7082                 NaN  0.524844        26.9178       0.849184                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        71.0661                 NaN  0.537676        27.5470       0.849199                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        70.4464                 NaN  0.549712        28.1547       0.849215                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        69.8267                 NaN  0.561748        28.7623       0.849230                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        69.2070                 NaN  0.573785        29.3700       0.849246                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        68.5873                 NaN  0.585823        29.9776       0.849261                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        67.9675                 NaN  0.597861        30.5853       0.849277                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        67.3477                 NaN  0.609899        31.1931       0.849292                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        66.7279                 NaN  0.621938        31.8008       0.849307                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        66.1081                 NaN  0.633977        32.4086       0.849323                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        65.5130                 NaN  0.644947        32.9927       0.849338                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        64.9178                 NaN  0.655918        33.5769       0.849354                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        64.3227                 NaN  0.666890        34.1611       0.849369                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        63.7275                 NaN  0.677862        34.7453       0.849385                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        63.1322                 NaN  0.688834        35.3295       0.849400                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        62.5370                 NaN  0.699806        35.9138       0.849416                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        61.9417                 NaN  0.710779        36.4981       0.849432                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        61.3464                 NaN  0.721753        37.0824       0.849447                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        60.7809                 NaN  0.731812        37.6379       0.849462                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        60.2153                 NaN  0.741872        38.1934       0.849478                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        59.6497                 NaN  0.751932        38.7489       0.849493                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        59.0840                 NaN  0.761992        39.3045       0.849508                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        58.5184                 NaN  0.772053        39.8601       0.849524                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        57.9527                 NaN  0.782114        40.4157       0.849539                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        57.3870                 NaN  0.792175        40.9713       0.849554                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        56.8213                 NaN  0.802237        41.5269       0.849570                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        56.2938                 NaN  0.811668        42.0449       0.849584                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        55.7663                 NaN  0.821100        42.5630       0.849599                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        55.2389                 NaN  0.830532        43.0810       0.849614                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        54.7114                 NaN  0.839965        43.5990       0.849628                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        54.1839                 NaN  0.849397        44.1171       0.849643                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        53.6563                 NaN  0.858830        44.6352       0.849657                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        53.1288                 NaN  0.868264        45.1533       0.849672                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        52.6012                 NaN  0.877698        45.6714       0.849687                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        52.1183                 NaN  0.886468        46.1456       0.849700                 NaN            NaN            NaN            NaN            NaN            NaN
