|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.5/TIS/TIS_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1439.10        2500.00       0.374503E-002   85.7015        4.40542        9.26253                 NaN  0.626777                 NaN            NaN            NaN            NaN
  1438.00        2500.00       0.753272E-003   99.3164       0.210730       0.443959                 NaN  0.281264E-001            NaN            NaN            NaN            NaN
  1436.90        2500.00       0.752199E-003   99.3188       0.441612       0.211398                 NaN  0.274272E-001            NaN            NaN            NaN            NaN
  1435.80        2500.00       0.705138E-003   99.3210       0.439900       0.211531                 NaN  0.268258E-001            NaN            NaN            NaN            NaN
  1434.70        2500.00       0.680041E-003   99.3235       0.211662       0.438021                 NaN  0.261799E-001            NaN            NaN            NaN            NaN
  1433.60        2500.00       0.654625E-003   99.3256       0.211690       0.436406                 NaN  0.256120E-001            NaN            NaN            NaN            NaN
  1432.50        2500.00       0.593118E-003   99.3259       0.212429       0.435972                 NaN  0.250795E-001            NaN            NaN            NaN            NaN
  1431.40        2500.00       0.604569E-003   99.3314       0.211418       0.432062                 NaN  0.245440E-001            NaN            NaN            NaN            NaN
  1430.30        2500.00       0.584784E-003   99.3319       0.211973       0.431622                 NaN  0.238704E-001            NaN            NaN            NaN            NaN
  1429.20        2500.00       0.129822E-003   99.3934       0.503437                 NaN            NaN  0.103042                 NaN            NaN            NaN            NaN
  1428.09        2500.00       0.834559E-003   99.2844       0.338593       0.376128                 NaN  0.369082E-005            NaN            NaN            NaN            NaN
  1426.99        2500.00       0.553162E-003   99.3341       0.244703       0.420615                 NaN            NaN            NaN            NaN            NaN            NaN
  1425.89        2500.00       0.541151E-003   99.3354       0.244208       0.419811                 NaN  0.248562E-005            NaN            NaN            NaN            NaN
  1424.79        2500.00       0.511205E-003   99.3380       0.420449       0.234793                 NaN  0.625555E-002            NaN            NaN            NaN            NaN
  1423.69        2500.00       0.457711E-003   99.3428       0.213098       0.423183                 NaN  0.205005E-001            NaN            NaN            NaN            NaN
  1422.59        2500.00       0.439405E-003   99.3444       0.213416       0.421965                 NaN  0.197413E-001            NaN            NaN            NaN            NaN
  1421.49        2500.00       0.408874E-003   99.3459       0.421845       0.209952                 NaN  0.219302E-001            NaN            NaN            NaN            NaN
  1420.39        2500.00       0.435716E-003   99.3452       0.417238       0.228184                 NaN  0.889506E-002            NaN            NaN            NaN            NaN
  1419.29        2500.00       0.375860E-003   99.3496       0.203283       0.421026                 NaN  0.257524E-001            NaN            NaN            NaN            NaN
  1418.19        2500.00       0.377462E-003   99.3495       0.215445       0.417359                 NaN  0.173062E-001            NaN            NaN            NaN            NaN
  1417.09        2500.00       0.390890E-003   99.3499       0.233420       0.412386                 NaN  0.391700E-002            NaN            NaN            NaN            NaN
  1415.99        2500.00       0.323222E-003   99.3546       0.419103       0.196644                 NaN  0.292998E-001            NaN            NaN            NaN            NaN
  1414.89        2500.00       0.329926E-002   99.3540       0.407217       0.221029                 NaN  0.145047E-001            NaN            NaN            NaN            NaN
  1413.79        2500.00                 NaN   99.3547       0.414825       0.215325                 NaN  0.151840E-001            NaN            NaN            NaN            NaN
  1412.69        2500.00                 NaN   99.3554       0.233992       0.409047                 NaN  0.161066E-002            NaN            NaN            NaN            NaN
  1411.59        2500.00                 NaN   98.9760       0.452613       0.212294                 NaN  0.151857       0.207239                 NaN            NaN            NaN
  1410.49        2500.00                 NaN   98.6178       0.483711       0.241795                 NaN  0.256812       0.399865                 NaN            NaN            NaN
  1409.39        2500.00       0.416582E-003   98.6491       0.234751       0.472524                 NaN  0.252940       0.390243                 NaN            NaN            NaN
  1408.29        2500.00                 NaN   98.6411       0.478688       0.229579                 NaN  0.257584       0.393061                 NaN            NaN            NaN
  1407.19        2500.00                 NaN   98.6778       0.466298       0.220044                 NaN  0.253713       0.382128                 NaN            NaN            NaN
  1406.08        2500.00                 NaN   98.6770       0.467908       0.216107                 NaN  0.256442       0.382586                 NaN            NaN            NaN
  1404.98        2500.00                 NaN   98.6900       0.464451       0.209748                 NaN  0.257030       0.378803                 NaN            NaN            NaN
  1403.88        2500.00                 NaN   98.7024       0.203607       0.461740                 NaN  0.257010       0.375282                 NaN            NaN            NaN
  1402.78        2500.00                 NaN   98.7146       0.458091       0.198205                 NaN  0.257472       0.371677                 NaN            NaN            NaN
  1401.68        2500.00                 NaN   98.7255       0.455533       0.192241                 NaN  0.258059       0.368627                 NaN            NaN            NaN
  1400.58        2500.00                 NaN   98.7364       0.452910       0.186526                 NaN  0.258690       0.365439                 NaN            NaN            NaN
  1399.48        2500.00                 NaN   98.7479       0.181316       0.449541                 NaN  0.259055       0.362206                 NaN            NaN            NaN
  1398.38        2500.00                 NaN   98.7580       0.175909       0.447468                 NaN  0.259556       0.359105                 NaN            NaN            NaN
  1397.28        2500.00                 NaN   98.7676       0.170857       0.444544                 NaN  0.260550       0.356486                 NaN            NaN            NaN
  1396.18        2500.00                 NaN   98.7807       0.441575       0.164801                 NaN  0.260176       0.352791                 NaN            NaN            NaN
  1395.08        2500.00                 NaN   98.7889       0.439200       0.160440                 NaN  0.261256       0.350157                 NaN            NaN            NaN
  1393.98        2500.00                 NaN   98.7992       0.154785       0.437756                 NaN  0.261187       0.347054                 NaN            NaN            NaN
  1392.88        2500.00                 NaN   98.8076       0.435667       0.149781                 NaN  0.262157       0.344835                 NaN            NaN            NaN
  1391.78        2500.00                 NaN   98.8180       0.143803       0.434107                 NaN  0.262430       0.341709                 NaN            NaN            NaN
  1390.68        2500.00                 NaN   98.8287       0.430190       0.140261                 NaN  0.262437       0.338456                 NaN            NaN            NaN
  1389.58        2500.00                 NaN   98.8375       0.428517       0.135066                 NaN  0.263006       0.335944                 NaN            NaN            NaN
  1388.48        2500.00                 NaN   98.8451       0.426191       0.130707                 NaN  0.264122       0.333871                 NaN            NaN            NaN
  1387.38        2500.00                 NaN   98.8561       0.424301       0.125632                 NaN  0.263548       0.330375                 NaN            NaN            NaN
  1386.28        2500.00                 NaN   98.8637       0.422779       0.121042                 NaN  0.264336       0.328122                 NaN            NaN            NaN
  1385.18        2500.00                 NaN   98.8706       0.421354       0.116938                 NaN  0.264997       0.326139                 NaN            NaN            NaN
  1384.07        2500.00                 NaN   98.8826       0.112548       0.417533                 NaN  0.264794       0.322575                 NaN            NaN            NaN
  1382.97        2500.00                 NaN   98.8893       0.416943       0.107990                 NaN  0.265276       0.320504                 NaN            NaN            NaN
  1381.87        2500.00                 NaN   98.8976       0.104222       0.414510                 NaN  0.265626       0.318011                 NaN            NaN            NaN
  1380.77        2500.00                 NaN   98.9062       0.412141       0.994546E-001            NaN  0.266520       0.315724                 NaN            NaN            NaN
  1379.67        2500.00                 NaN   98.8610       0.336892       0.306827                 NaN  0.182272       0.313031                 NaN            NaN            NaN
  1378.57        2500.00                 NaN   98.9486       0.438700                 NaN            NaN  0.303206       0.309499                 NaN            NaN            NaN
  1377.47        2500.00                 NaN   98.6921       0.190726E-001  0.536692                 NaN  0.368257       0.383876                 NaN            NaN            NaN
  1376.37        2500.00                 NaN   99.1951       0.319914       0.361256E-001            NaN  0.215057       0.233805                 NaN            NaN            NaN
  1375.27        2500.00                 NaN   98.9354       0.397766       0.102176                 NaN  0.259448       0.305236                 NaN            NaN            NaN
  1374.17        2500.00                 NaN   98.9608       0.538473E-001  0.409544                 NaN  0.275242       0.300591                 NaN            NaN            NaN
  1373.07        2500.00                 NaN   98.9603       0.739062E-001  0.400713                 NaN  0.266268       0.298810                 NaN            NaN            NaN
  1371.97        2500.00                 NaN   98.9651       0.399804       0.703435E-001            NaN  0.267312       0.297424                 NaN            NaN            NaN
  1370.87        2500.00                 NaN   98.9720       0.666543E-001  0.398543                 NaN  0.267575       0.295267                 NaN            NaN            NaN
  1369.77        2500.00                 NaN   98.9784       0.396728       0.632570E-001            NaN  0.267949       0.293655                 NaN            NaN            NaN
  1368.67        2500.00                 NaN   98.9890       0.609643E-001  0.393537                 NaN  0.266527       0.289936                 NaN            NaN            NaN
  1367.57        2500.00                 NaN   98.9925       0.393899       0.573766E-001            NaN  0.267299       0.288968                 NaN            NaN            NaN
  1366.47        2500.00                 NaN   98.9989       0.392700       0.544852E-001            NaN  0.267101       0.286775                 NaN            NaN            NaN
  1365.37        2500.00                 NaN   99.0055       0.390633       0.518828E-001            NaN  0.267186       0.284772                 NaN            NaN            NaN
  1364.27        2500.00                 NaN   99.0140       0.484411E-001  0.388784                 NaN  0.266585       0.282180                 NaN            NaN            NaN
  1363.17        2500.00                 NaN   99.0191       0.388058       0.458727E-001            NaN  0.266528       0.280482                 NaN            NaN            NaN
  1362.06        2500.00       0.862748E-001   98.8745       0.129060       0.435600                 NaN  0.181106       0.293451                 NaN            NaN            NaN
  1360.96        2500.00       0.129299        98.8032       0.166357       0.465105                 NaN  0.137162       0.298852                 NaN            NaN            NaN
  1359.86        2500.00       0.143853        98.7824       0.477299       0.176889                 NaN  0.120431       0.299139                 NaN            NaN            NaN
  1358.76        2500.00       0.159736        98.7591       0.186324       0.492053                 NaN  0.103100       0.299657                 NaN            NaN            NaN
  1357.66        2500.00       0.169212        98.7475       0.192534       0.500654                 NaN  0.909529E-001  0.299185                 NaN            NaN            NaN
  1356.56        2500.00       0.177271        98.7414       0.196985       0.506607                 NaN  0.800688E-001  0.297643                 NaN            NaN            NaN
  1355.46        2500.00       0.182479        98.7390       0.199195       0.510641                 NaN  0.724186E-001  0.296283                 NaN            NaN            NaN
  1354.36        2500.00       0.184663        98.7447       0.198947       0.510004                 NaN  0.677389E-001  0.293986                 NaN            NaN            NaN
  1353.26        2500.00       0.186260        98.7509       0.508678       0.199568                 NaN  0.630290E-001  0.291599                 NaN            NaN            NaN
  1352.16        2500.00       0.187738        98.7574       0.199161       0.507720                 NaN  0.587845E-001  0.289210                 NaN            NaN            NaN
  1351.06        2500.00       0.187381        98.7678       0.504058       0.197676                 NaN  0.565542E-001  0.286525                 NaN            NaN            NaN
  1349.96        2500.00       0.187522        98.7766       0.197429       0.501376                 NaN  0.531435E-001  0.283929                 NaN            NaN            NaN
  1348.86        2500.00       0.186358        98.7884       0.496097       0.196470                 NaN  0.514230E-001  0.281272                 NaN            NaN            NaN
  1347.76        2500.00       0.185664        98.7995       0.195269       0.492352                 NaN  0.489378E-001  0.278245                 NaN            NaN            NaN
  1346.66        2500.00       0.184487        98.8106       0.194410       0.487825                 NaN  0.470431E-001  0.275674                 NaN            NaN            NaN
  1345.56        2500.00       0.182965        98.8233       0.482394       0.192573                 NaN  0.459439E-001  0.272782                 NaN            NaN            NaN
  1344.46        2500.00       0.182175        98.8334       0.190154       0.479019                 NaN  0.447035E-001  0.270548                 NaN            NaN            NaN
  1343.36        2500.00       0.180138        98.8466       0.191675       0.472448                 NaN  0.419577E-001  0.267136                 NaN            NaN            NaN
  1342.26        2500.00       0.178800        98.8584       0.189478       0.467726                 NaN  0.409934E-001  0.264599                 NaN            NaN            NaN
  1341.16        2500.00       0.177071        98.8699       0.462155       0.189301                 NaN  0.394964E-001  0.262032                 NaN            NaN            NaN
  1340.05        2500.00       0.175592        98.8813       0.456932       0.188920                 NaN  0.378196E-001  0.259393                 NaN            NaN            NaN
  1338.95        2500.00       0.173881        98.8933       0.451447       0.188126                 NaN  0.365060E-001  0.256724                 NaN            NaN            NaN
  1337.85        2500.00       0.172190        98.9049       0.445760       0.188397                 NaN  0.347088E-001  0.254074                 NaN            NaN            NaN
  1336.75        2500.00       0.170592        98.9167       0.440607       0.186692                 NaN  0.338841E-001  0.251480                 NaN            NaN            NaN
  1335.65        2500.00       0.169354        98.9270       0.187211       0.435910                 NaN  0.315847E-001  0.248906                 NaN            NaN            NaN
  1334.55        2500.00       0.167289        98.9389       0.430059       0.186165                 NaN  0.310560E-001  0.246499                 NaN            NaN            NaN
  1333.45        2500.00       0.166123        98.9491       0.187736       0.425084                 NaN  0.281168E-001  0.243843                 NaN            NaN            NaN
  1332.35        2500.00       0.164339        98.9606       0.185699       0.420072                 NaN  0.278272E-001  0.241487                 NaN            NaN            NaN
  1331.25        2500.00       0.162798        98.9709       0.186908       0.414551                 NaN  0.257385E-001  0.239069                 NaN            NaN            NaN
  1330.15        2500.00       0.161242        98.9821       0.409253       0.186463                 NaN  0.244034E-001  0.236583                 NaN            NaN            NaN
  1329.05        2500.00       0.159765        98.9921       0.403892       0.187538                 NaN  0.224589E-001  0.234211                 NaN            NaN            NaN
  1327.95        2500.00       0.158225        99.0026       0.186939       0.399074                 NaN  0.212932E-001  0.231907                 NaN            NaN            NaN
  1326.85        2500.00       0.156768        99.0127       0.393916       0.187582                 NaN  0.194832E-001  0.229578                 NaN            NaN            NaN
  1325.75        2500.00       0.155365        99.0226       0.388832       0.188263                 NaN  0.176633E-001  0.227289                 NaN            NaN            NaN
  1324.65        2500.00       0.153933        99.0323       0.189091       0.383728                 NaN  0.159303E-001  0.225052                 NaN            NaN            NaN
  1323.55        2500.00       0.152083        99.0416       0.183588       0.380462                 NaN  0.186117E-001  0.223615                 NaN            NaN            NaN
  1322.45        2500.00       0.151390        99.0518       0.198199       0.370468                 NaN  0.797848E-002  0.220162                 NaN            NaN            NaN
  1321.35        2500.00       0.149561        99.0613       0.369961       0.189468                 NaN  0.114634E-001  0.218287                 NaN            NaN            NaN
  1320.25        2500.00       0.148531        99.0703       0.192554       0.363898                 NaN  0.848131E-002  0.216242                 NaN            NaN            NaN
  1319.15        2500.00       0.147019        99.0792       0.359261       0.193134                 NaN  0.714893E-002  0.214238                 NaN            NaN            NaN
  1318.04        2500.00       0.147251        99.0787       0.203156       0.354138                 NaN  0.231055E-002  0.214424                 NaN            NaN            NaN
  1316.94        2500.00       0.143423        99.1047       0.348954       0.190734                 NaN  0.422234E-002  0.208001                 NaN            NaN            NaN
  1315.84        2500.00       0.143185        99.1065       0.345195       0.195397                 NaN  0.188306E-002  0.207874                 NaN            NaN            NaN
  1314.74        2500.00       0.138612        99.1181       0.171608       0.345687                 NaN  0.182613E-001  0.207760                 NaN            NaN            NaN
  1313.64        2500.00       0.139114        99.1251       0.337999       0.186214                 NaN  0.671611E-002  0.204827                 NaN            NaN            NaN
  1312.54        2500.00       0.138878        99.1326       0.332280       0.193830                 NaN            NaN  0.202379                 NaN            NaN            NaN
  1311.44        2500.00       0.137068        99.1421       0.192660       0.327748                 NaN  0.218075E-005  0.200428                 NaN            NaN            NaN
  1310.34        2500.00       0.135720        99.1501       0.323761       0.191528                 NaN  0.462697E-005  0.198845                 NaN            NaN            NaN
  1309.24        2500.00       0.111018        99.1831       0.358451       0.167142E-001            NaN  0.122861       0.207823                 NaN            NaN            NaN
  1308.14        2500.00       0.132244        99.1681       0.188495       0.316254                 NaN            NaN  0.194932                 NaN            NaN            NaN
  1307.04        2500.00       0.130836        99.1754       0.312139       0.187934                 NaN            NaN  0.193725                 NaN            NaN            NaN
  1305.94        2500.00       0.129374        99.1831       0.308448       0.186978                 NaN            NaN  0.192129                 NaN            NaN            NaN
  1304.84        2500.00       0.128013        99.1919       0.304986       0.184722                 NaN            NaN  0.190350                 NaN            NaN            NaN
  1303.74        2500.00       0.126412        99.1999       0.300789       0.184283                 NaN            NaN  0.188598                 NaN            NaN            NaN
  1302.64        2500.00       0.124818        99.2078       0.296935       0.183368                 NaN            NaN  0.187098                 NaN            NaN            NaN
  1301.54        2500.00       0.123340        99.2156       0.293790       0.181759                 NaN  0.644090E-004  0.185446                 NaN            NaN            NaN
  1300.44        2500.00       0.121996        99.2230       0.290052       0.180968                 NaN            NaN  0.183951                 NaN            NaN            NaN
  1299.34        2500.00       0.120350        99.2307       0.286362       0.180253                 NaN            NaN  0.182374                 NaN            NaN            NaN
  1298.24        2500.00       0.119070        99.2382       0.179172       0.282615                 NaN            NaN  0.180959                 NaN            NaN            NaN
  1297.14        2500.00       0.117491        99.2457       0.279228       0.178267                 NaN  0.158794E-004  0.179271                 NaN            NaN            NaN
  1296.03        2500.00        1.87881        77.4126        3.50401        2.82229                 NaN            NaN   2.81895        11.5633                 NaN            NaN
  1294.93        2500.00        1.85705        76.8131        3.47351        3.05398                 NaN            NaN   2.90023        11.9021                 NaN            NaN
  1293.83        2500.00        1.44869        81.4727        2.55789        2.72294                 NaN            NaN   2.33903        9.45875                 NaN            NaN
  1292.73        2500.00        1.18146        84.5762        2.21697        2.22641                 NaN            NaN   1.96369        7.83529                 NaN            NaN
  1291.63        2500.00       0.993550        86.7862        1.87641        1.96585                 NaN            NaN   1.69522        6.68280                 NaN            NaN
  1290.53        2500.00       0.928780        87.4356        1.79801        1.86539                 NaN            NaN   1.62659        6.34559                 NaN            NaN
  1289.43        2500.00       0.866775        87.8707        1.84351        1.72285                 NaN            NaN   1.58553        6.11066                 NaN            NaN
  1288.33        2500.00       0.594895        92.1521        1.18881        1.12199                 NaN            NaN   1.02171        3.92052                 NaN            NaN
  1287.23        2500.00       0.581984        91.4960       0.992908        1.57747                 NaN            NaN   1.12380        4.22784                 NaN            NaN
  1286.13        2500.00       0.434057        93.9918       0.794516        1.02662                 NaN            NaN  0.790624        2.96234                 NaN            NaN
  1285.03        2500.00       0.500168        92.8509        1.22825       0.939306                 NaN            NaN  0.949294        3.53208                 NaN            NaN
  1283.93        2500.00       0.484925        93.0332       0.890338        1.21100                 NaN            NaN  0.931550        3.44895                 NaN            NaN
  1282.83        2500.00       0.431600        93.6153        1.15533       0.819246                 NaN            NaN  0.855955        3.12261                 NaN            NaN
  1281.73        2500.00       0.389036        94.3227       0.728311        1.01331                 NaN            NaN  0.762932        2.78369                 NaN            NaN
  1280.63        2500.00       0.382517        94.8669       0.793777       0.715480                 NaN            NaN  0.693606        2.54772                 NaN            NaN
  1279.53        2500.00       0.331963        94.6552        1.10166       0.614724                 NaN            NaN  0.721640        2.57487                 NaN            NaN
  1278.43        2500.00       0.346093        94.8452       0.955925       0.634850                 NaN            NaN  0.701561        2.51639                 NaN            NaN
  1277.33        2500.00       0.305878        95.4984       0.831677       0.562862                 NaN            NaN  0.612720        2.18844                 NaN            NaN
  1276.23        2500.00       0.380872        95.1210       0.794440       0.667876                 NaN            NaN  0.667925        2.36791                 NaN            NaN
  1275.13        2500.00       0.221743        95.2715       0.987334       0.528613                 NaN            NaN  0.646255        2.34451                 NaN            NaN
  1274.02        2500.00       0.302190        96.3306       0.633782       0.480391                 NaN            NaN  0.506428        1.74657                 NaN            NaN
  1272.92        2500.00       0.198325        96.5338       0.244968       0.868293                 NaN            NaN  0.481522        1.67313                 NaN            NaN
  1271.82        2500.00       0.481086        93.3274        1.15864       0.917771                 NaN            NaN  0.930143        3.18493                 NaN            NaN
  1270.72        2500.00       0.241773        97.2488       0.750617E-001  0.579517                 NaN            NaN  0.360889        1.49398                 NaN            NaN
  1269.62        2500.00       0.594306E-001   98.3884       0.593489       0.855129E-001            NaN            NaN  0.220849       0.652289                 NaN            NaN
  1268.52        2500.00       0.549596        93.0021        1.16973       0.837219                 NaN            NaN  0.971662        3.46966                 NaN            NaN
  1267.42        2500.00       0.152695        98.3792       0.488770                 NaN            NaN            NaN  0.180599       0.798748                 NaN            NaN
  1266.32        2500.00       0.696168E-002   98.9672       0.344579       0.108409                 NaN            NaN  0.192010       0.380840                 NaN            NaN
  1265.22        2500.00       0.376068        95.0621       0.523059       0.802102                 NaN            NaN  0.684918        2.55171                 NaN            NaN
  1264.12        2500.00       0.556185E-001   98.3698       0.565563       0.279553E-001            NaN            NaN  0.229813       0.751245                 NaN            NaN
