|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.5/TIS/TIS_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1439.10        2500.00       0.251501E-002   87.3092        3.88799        8.28259                 NaN  0.517696                 NaN            NaN            NaN            NaN
  1438.00        2500.00       0.497173E-003   99.4042       0.182623       0.389871                 NaN  0.228052E-001            NaN            NaN            NaN            NaN
  1436.90        2500.00       0.496767E-003   99.4065       0.387696       0.183129                 NaN  0.222263E-001            NaN            NaN            NaN            NaN
  1435.80        2500.00       0.465855E-003   99.4086       0.386056       0.183159                 NaN  0.217214E-001            NaN            NaN            NaN            NaN
  1434.70        2500.00       0.449584E-003   99.4109       0.183192       0.384280                 NaN  0.211858E-001            NaN            NaN            NaN            NaN
  1433.60        2500.00       0.432933E-003   99.4130       0.183125       0.382716                 NaN  0.207097E-001            NaN            NaN            NaN            NaN
  1432.50        2500.00       0.392592E-003   99.4134       0.183687       0.382220                 NaN  0.202704E-001            NaN            NaN            NaN            NaN
  1431.40        2500.00       0.400246E-003   99.4184       0.182717       0.378631                 NaN  0.198149E-001            NaN            NaN            NaN            NaN
  1430.30        2500.00       0.387384E-003   99.4191       0.183114       0.378113                 NaN  0.192593E-001            NaN            NaN            NaN            NaN
  1429.20        2500.00       0.860296E-004   99.4761       0.440780                 NaN            NaN  0.830673E-001            NaN            NaN            NaN            NaN
  1428.09        2500.00       0.553360E-003   99.3780       0.292218       0.329258                 NaN  0.297286E-005            NaN            NaN            NaN            NaN
  1426.99        2500.00       0.366974E-003   99.4205       0.211082       0.368056                 NaN            NaN            NaN            NaN            NaN            NaN
  1425.89        2500.00       0.359215E-003   99.4219       0.210545       0.367203                 NaN  0.199914E-005            NaN            NaN            NaN            NaN
  1424.79        2500.00       0.339680E-003   99.4246       0.367675       0.202360                 NaN  0.502860E-002            NaN            NaN            NaN            NaN
  1423.69        2500.00       0.304194E-003   99.4298       0.183561       0.369899                 NaN  0.164654E-001            NaN            NaN            NaN            NaN
  1422.59        2500.00       0.292165E-003   99.4314       0.183748       0.368694                 NaN  0.158426E-001            NaN            NaN            NaN            NaN
  1421.49        2500.00       0.272001E-003   99.4330       0.368433       0.180666                 NaN  0.175839E-001            NaN            NaN            NaN            NaN
  1420.39        2500.00       0.290033E-003   99.4320       0.364278       0.196265                 NaN  0.712688E-002            NaN            NaN            NaN            NaN
  1419.29        2500.00       0.250347E-003   99.4369       0.174760       0.367441                 NaN  0.206185E-001            NaN            NaN            NaN            NaN
  1418.19        2500.00       0.251481E-003   99.4367       0.185115       0.364106                 NaN  0.138447E-001            NaN            NaN            NaN            NaN
  1417.09        2500.00       0.260634E-003   99.4365       0.200479       0.359630                 NaN  0.313114E-002            NaN            NaN            NaN            NaN
  1415.99        2500.00       0.215656E-003   99.4422       0.365341       0.168807                 NaN  0.234031E-001            NaN            NaN            NaN            NaN
  1414.89        2500.00       0.220244E-002   99.4417       0.354842       0.189645                 NaN  0.115787E-001            NaN            NaN            NaN            NaN
  1413.79        2500.00                 NaN   99.4418       0.361368       0.184684                 NaN  0.121136E-001            NaN            NaN            NaN            NaN
  1412.69        2500.00                 NaN   99.4420       0.200559       0.356161                 NaN  0.128360E-002            NaN            NaN            NaN            NaN
  1411.59        2500.00                 NaN   99.0814       0.393932       0.181879                 NaN  0.120891       0.221849                 NaN            NaN            NaN
  1410.49        2500.00                 NaN   98.7400       0.420829       0.207038                 NaN  0.204129       0.428050                 NaN            NaN            NaN
  1409.39        2500.00       0.278074E-003   98.7696       0.200839       0.410805                 NaN  0.200861       0.417661                 NaN            NaN            NaN
  1408.29        2500.00                 NaN   98.7630       0.415937       0.196271                 NaN  0.204191       0.420598                 NaN            NaN            NaN
  1407.19        2500.00                 NaN   98.7974       0.404935       0.187989                 NaN  0.200875       0.408805                 NaN            NaN            NaN
  1406.08        2500.00                 NaN   98.7975       0.406057       0.184475                 NaN  0.202729       0.409210                 NaN            NaN            NaN
  1404.98        2500.00                 NaN   98.8103       0.402795       0.178906                 NaN  0.202886       0.405070                 NaN            NaN            NaN
  1403.88        2500.00                 NaN   98.8224       0.173574       0.400282                 NaN  0.202554       0.401210                 NaN            NaN            NaN
  1402.78        2500.00                 NaN   98.8345       0.396788       0.168807                 NaN  0.202654       0.397260                 NaN            NaN            NaN
  1401.68        2500.00                 NaN   98.8453       0.394338       0.163607                 NaN  0.202838       0.393901                 NaN            NaN            NaN
  1400.58        2500.00                 NaN   98.8562       0.391804       0.158619                 NaN  0.203025       0.390393                 NaN            NaN            NaN
  1399.48        2500.00                 NaN   98.8674       0.154069       0.388628                 NaN  0.203030       0.386836                 NaN            NaN            NaN
  1398.38        2500.00                 NaN   98.8776       0.149346       0.386562                 NaN  0.203089       0.383419                 NaN            NaN            NaN
  1397.28        2500.00                 NaN   98.8872       0.144926       0.383792                 NaN  0.203569       0.380515                 NaN            NaN            NaN
  1396.18        2500.00                 NaN   98.8999       0.380959       0.139696                 NaN  0.203029       0.376461                 NaN            NaN            NaN
  1395.08        2500.00                 NaN   98.9084       0.378628       0.135881                 NaN  0.203532       0.373539                 NaN            NaN            NaN
  1393.98        2500.00                 NaN   98.9186       0.130981       0.377117                 NaN  0.203169       0.370116                 NaN            NaN            NaN
  1392.88        2500.00                 NaN   98.9271       0.375067       0.126649                 NaN  0.203595       0.367633                 NaN            NaN            NaN
  1391.78        2500.00                 NaN   98.9373       0.121484       0.373455                 NaN  0.203581       0.364183                 NaN            NaN            NaN
  1390.68        2500.00                 NaN   98.9480       0.369818       0.118400                 NaN  0.203229       0.360598                 NaN            NaN            NaN
  1389.58        2500.00                 NaN   98.9568       0.368110       0.113920                 NaN  0.203382       0.357801                 NaN            NaN            NaN
  1388.48        2500.00                 NaN   98.9646       0.365837       0.110149                 NaN  0.203915       0.355471                 NaN            NaN            NaN
  1387.38        2500.00                 NaN   98.9754       0.363978       0.105782                 NaN  0.203189       0.351624                 NaN            NaN            NaN
  1386.28        2500.00                 NaN   98.9832       0.362405       0.101837                 NaN  0.203490       0.349101                 NaN            NaN            NaN
  1385.18        2500.00                 NaN   98.9903       0.360852       0.982978E-001            NaN  0.203692       0.346866                 NaN            NaN            NaN
  1384.07        2500.00                 NaN   99.0020       0.945167E-001  0.357345                 NaN  0.203209       0.342945                 NaN            NaN            NaN
  1382.97        2500.00                 NaN   99.0089       0.356533       0.906122E-001            NaN  0.203309       0.340615                 NaN            NaN            NaN
  1381.87        2500.00                 NaN   99.0173       0.873775E-001  0.354200                 NaN  0.203253       0.337834                 NaN            NaN            NaN
  1380.77        2500.00                 NaN   99.0258       0.351914       0.833087E-001            NaN  0.203674       0.335271                 NaN            NaN            NaN
  1379.67        2500.00                 NaN   98.9847       0.287315       0.256680                 NaN  0.139045       0.332308                 NaN            NaN            NaN
  1378.57        2500.00                 NaN   99.0666       0.374073                 NaN            NaN  0.230955       0.328397                 NaN            NaN            NaN
  1377.47        2500.00                 NaN   98.8397       0.159285E-001  0.457089                 NaN  0.280026       0.407212                 NaN            NaN            NaN
  1376.37        2500.00                 NaN   99.2866       0.272211       0.301438E-001            NaN  0.163284       0.247797                 NaN            NaN            NaN
  1375.27        2500.00                 NaN   99.0563       0.338234       0.851912E-001            NaN  0.196818       0.323461                 NaN            NaN            NaN
  1374.17        2500.00                 NaN   99.0803       0.448643E-001  0.348018                 NaN  0.208436       0.318393                 NaN            NaN            NaN
  1373.07        2500.00                 NaN   99.0806       0.615165E-001  0.340212                 NaN  0.201323       0.316369                 NaN            NaN            NaN
  1371.97        2500.00                 NaN   99.0858       0.339171       0.584994E-001            NaN  0.201761       0.314760                 NaN            NaN            NaN
