|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.75/KHA22/KHA22_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             Sp(TH)         lc            
  1285.26        2500.00        94.8955                 NaN  0.453688                 NaN  0.845892                 NaN  0.648199        2.90636       0.250362                 NaN            NaN            NaN
  1283.78        2500.00        95.2266                 NaN  0.427244                 NaN  0.795263                 NaN  0.606419        2.71010       0.234370                 NaN            NaN            NaN
  1282.31        2500.00        95.5158                 NaN  0.403577                 NaN  0.751869                 NaN  0.569925        2.53869       0.220147                 NaN            NaN            NaN
  1280.83        2500.00        93.7228                 NaN  0.625164                 NaN  0.969203                 NaN  0.831920        3.51715       0.333770                 NaN            NaN            NaN
  1279.35        2500.00        91.4763                 NaN            NaN            NaN   1.63333                 NaN   1.36568        5.23419       0.290498                 NaN            NaN            NaN
  1277.87        2500.00        98.8041                 NaN  0.908400                 NaN  0.150382                 NaN            NaN            NaN  0.137076                 NaN            NaN            NaN
  1276.39        2500.00        99.2207                 NaN  0.947110E-001            NaN  0.335187E-001            NaN            NaN  0.586800       0.642917E-001            NaN            NaN            NaN
  1274.92        2500.00        97.6546                 NaN  0.203037                 NaN  0.427074                 NaN  0.211166        1.38436       0.119767                 NaN            NaN            NaN
  1273.44        2500.00        96.5845                 NaN  0.310221                 NaN  0.595749                 NaN  0.433526        1.90841       0.167566                 NaN            NaN            NaN
  1271.96        2500.00        96.9565                 NaN  0.276680                 NaN  0.545631                 NaN  0.385787        1.68722       0.148183                 NaN            NaN            NaN
  1270.48        2500.00        95.7103                 NaN  0.352084                 NaN  0.797743                 NaN  0.550592        2.37637       0.212889                 NaN            NaN            NaN
  1269.00        2500.00        94.1081                 NaN  0.401815                 NaN   1.34014                 NaN  0.651457        2.87604       0.214622       0.407825                 NaN            NaN
  1267.53        2500.00        98.2712                 NaN  0.123987                 NaN  0.166233                 NaN  0.197237       0.882923       0.957255E-001  0.262646                 NaN            NaN
  1266.05        2500.00        77.8407                 NaN   1.38550                 NaN   4.52510                 NaN   2.24072        9.68061       0.685193        3.64218                 NaN            NaN
  1264.57        2500.00        99.3344                 NaN            NaN            NaN  0.286080E-002            NaN  0.395872E-001  0.424795       0.529225E-001  0.145444                 NaN            NaN
  1263.09        2500.00        97.7799                 NaN  0.733586E-001            NaN  0.856778                 NaN  0.215905       0.703261       0.362453E-001  0.334510                 NaN            NaN
  1261.61        2500.00        92.0040                 NaN  0.490853                 NaN   1.58587                 NaN  0.798038        3.56569       0.243112        1.31239                 NaN            NaN
  1260.14        2500.00        98.2499                 NaN  0.120323                 NaN  0.251200                 NaN  0.185454       0.846222       0.519747E-001  0.294878                 NaN            NaN
  1258.66        2500.00        80.1217                 NaN   1.03850                 NaN   4.21071                 NaN   1.89088        8.87539       0.609782        3.25306                 NaN            NaN
  1257.18        2500.00        89.8545                 NaN  0.535802                 NaN   2.05755                 NaN  0.954353        4.63591       0.299687        1.66217                 NaN            NaN
  1255.70        2500.00        84.1538                 NaN  0.310444                 NaN   3.31517                 NaN   1.36342        7.58830                 NaN   2.50966       0.759234                 NaN
  1254.22        2500.00                 NaN            NaN   3.29887                 NaN   19.1595                 NaN   8.46685        45.2100       0.424343        15.4884        3.44989        4.50210     
  1252.75        2500.00                 NaN            NaN   5.23537                 NaN   18.3412                 NaN   8.95524        43.9234        2.62983        16.0224       0.333058E-005   4.89262     
  1251.27        2500.00                 NaN            NaN   5.23537                 NaN   18.3412                 NaN   8.95524        43.9525        2.62983        16.0364       0.291630E-005   4.84944     
  1249.79        2500.00                 NaN            NaN   5.23537                 NaN   18.3412                 NaN   8.95524        43.9818        2.62983        16.0506       0.256015E-005   4.80599     
  1248.31        2500.00                 NaN            NaN   5.23537                 NaN   18.3412                 NaN   8.95524        44.0113        2.62983        16.0648       0.225339E-005   4.76227     
  1246.83        2500.00                 NaN            NaN   5.23537                 NaN   18.3412                 NaN   8.95524        44.0410        2.62983        16.0791       0.198876E-005   4.71827     
  1245.36        2500.00                 NaN            NaN   5.23537                 NaN   18.3412                 NaN   8.95524        44.0709        2.62983        16.0935       0.176010E-005   4.67400     
  1243.88        2500.00                 NaN            NaN   5.23537                 NaN   18.3412                 NaN   8.95524        44.1010        2.62983        16.1080       0.156215E-005   4.62940     
  1242.40        2500.00                 NaN            NaN   5.23537                 NaN   18.3412                 NaN   8.95524        44.1314        2.62983        16.1227       0.139060E-005   4.58433     
  1240.92        2500.00                 NaN            NaN   5.23537                 NaN   18.3412                 NaN   8.95524        44.1619        2.62983        16.1375       0.124158E-005   4.53899     
  1239.44        2500.00                 NaN            NaN   5.23537                 NaN   18.3412                 NaN   8.95524        44.1927        2.62983        16.1523                 NaN   4.49334     
  1237.97        2500.00                 NaN            NaN   5.23537                 NaN   18.3412                 NaN   8.95524        44.2237        2.62983        16.1673                 NaN   4.44741     
  1236.49        2500.00                 NaN            NaN   5.23537                 NaN   18.3412                 NaN   8.95524        44.2549        2.62983        16.1823                 NaN   4.40119     
  1235.01        2500.00                 NaN            NaN   5.23537                 NaN   18.3412                 NaN   8.95524        44.2863        2.62983        16.1975                 NaN   4.35467     
  1233.53        2500.00                 NaN            NaN   5.23537                 NaN   18.3412                 NaN   8.95524        44.3179        2.62983        16.2127                 NaN   4.30786     
  1232.05        2500.00                 NaN            NaN   5.23537                 NaN   18.3412                 NaN   8.95524        44.3497        2.62983        16.2280                 NaN   4.26070     
  1230.58        2500.00                 NaN            NaN   5.23537                 NaN   18.3412                 NaN   8.95524        44.3818        2.62983        16.2435                 NaN   4.21302     
  1229.10        2500.00                 NaN            NaN   5.23537                 NaN   18.3412                 NaN   8.95524        44.4142        2.62983        16.2592                 NaN   4.16503     
  1227.62        2500.00                 NaN            NaN   5.23537                 NaN   18.3412                 NaN   8.95524        44.4468        2.62983        16.2749                 NaN   4.11674     
  1226.14        2500.00                 NaN            NaN   5.23537                 NaN   18.3412                 NaN   8.95524        44.4796        2.62983        16.2907                 NaN   4.06813     
  1224.66        2500.00                 NaN            NaN   5.23537                 NaN   18.3412                 NaN   8.95524        44.5126        2.62983        16.3066                 NaN   4.01920     
  1223.18        2500.00                 NaN            NaN   5.23537                 NaN   18.3412                 NaN   8.95524        44.5458        2.62983        16.3227                 NaN   3.96996     
  1221.71        2500.00                 NaN            NaN  0.388356        4.94868        18.0470                 NaN   9.06590        44.6668        2.66884        16.3465                 NaN   3.86794     
  1220.23        2500.00                 NaN            NaN  0.388356        4.94868        18.0470                 NaN   9.06590        44.7006        2.66884        16.3627                 NaN   3.81794     
  1218.75        2500.00                 NaN            NaN  0.388356        4.94868        18.0470                 NaN   9.06590        44.7347        2.66884        16.3792                 NaN   3.76734     
  1217.27        2500.00                 NaN            NaN  0.388356        4.94868        18.0470                 NaN   9.06590        44.7690        2.66884        16.3958                 NaN   3.71642     
  1215.79        2500.00                 NaN            NaN  0.388357        4.94868        18.0470                 NaN   9.06590        44.8036        2.66884        16.4125                 NaN   3.66516     
  1214.32        2500.00                 NaN            NaN  0.388356        4.94868        18.0470                 NaN   9.06590        44.8384        2.66884        16.4292                 NaN   3.61357     
  1212.84        2500.00                 NaN            NaN  0.388357        4.94868        18.0470                 NaN   9.06590        44.8734        2.66884        16.4461                 NaN   3.56163     
  1211.36        2500.00                 NaN            NaN  0.388356        4.94868        18.0470                 NaN   9.06590        44.9087        2.66884        16.4632                 NaN   3.50936     
  1209.88        2500.00                 NaN            NaN  0.388356        4.94868        18.0470                 NaN   9.06590        44.9442        2.66884        16.4803                 NaN   3.45674     
  1208.40        2500.00                 NaN            NaN  0.388357        4.94868        18.0470                 NaN   9.06590        44.9799        2.66884        16.4975                 NaN   3.40377     
  1206.93        2500.00                 NaN            NaN  0.388356        4.94868        18.0470                 NaN   9.06590        45.0161        2.66884        16.5150                 NaN   3.35014     
  1205.45        2500.00                 NaN            NaN  0.388356        4.94868        18.0470                 NaN   9.06590        45.0525        2.66884        16.5325                 NaN   3.29615     
  1203.97        2500.00                 NaN            NaN  0.388356        4.94868        18.0470                 NaN   9.06590        45.0892        2.66884        16.5502                 NaN   3.24181     
  1202.49        2500.00                 NaN            NaN  0.388357        4.94868        18.0470                 NaN   9.06590        45.1261        2.66884        16.5680                 NaN   3.18711     
  1201.01        2500.00                 NaN            NaN  0.388356        4.94868        18.0470                 NaN   9.06590        45.1632        2.66884        16.5860                 NaN   3.13205     
  1199.54        2500.00                 NaN            NaN  0.388357        4.94868        18.0470                 NaN   9.06590        45.2006        2.66884        16.6040                 NaN   3.07662     
  1198.06        2500.00                 NaN            NaN  0.388356        4.94868        18.0470                 NaN   9.06590        45.2382        2.66884        16.6222                 NaN   3.02082     
  1196.58        2500.00                 NaN            NaN  0.388356        4.94868        18.0470                 NaN   9.06590        45.2761        2.66884        16.6404                 NaN   2.96466     
  1195.10        2500.00                 NaN            NaN  0.388356        4.94868        18.0470                 NaN   9.06590        45.3145        2.66884        16.6589                 NaN   2.90779     
  1193.62        2500.00                 NaN            NaN  0.388356        4.94868        18.0470                 NaN   9.06590        45.3531        2.66884        16.6776                 NaN   2.85052     
  1192.15        2500.00                 NaN            NaN  0.388356        4.94868        18.0470                 NaN   9.06590        45.3920        2.66884        16.6963                 NaN   2.79287     
  1190.67        2500.00                 NaN            NaN  0.466504        4.93169        18.0138                 NaN   9.15776        45.4246        2.66692        16.7053                 NaN   2.63340     
  1189.19        2500.00                 NaN            NaN  0.466504        4.93169        18.0138                 NaN   9.15776        45.4640        2.66692        16.7244                 NaN   2.57499     
  1187.71        2500.00                 NaN            NaN  0.466504        4.93169        18.0138                 NaN   9.15776        45.5037        2.66692        16.7435                 NaN   2.51619     
  1186.23        2500.00                 NaN            NaN  0.466504        4.93169        18.0138                 NaN   9.15776        45.5437        2.66692        16.7628                 NaN   2.45682     
  1184.76        2500.00                 NaN            NaN  0.466504        4.93169        18.0138                 NaN   9.15776        45.5841        2.66692        16.7823                 NaN   2.39705     
  1183.28        2500.00                 NaN            NaN  0.466504        4.93169        18.0138                 NaN   9.15776        45.6246        2.66692        16.8018                 NaN   2.33687     
  1181.80        2500.00                 NaN            NaN  0.466504        4.93169        18.0138                 NaN   9.15776        45.6655        2.66692        16.8216                 NaN   2.27630     
  1180.32        2500.00                 NaN            NaN  0.466505        4.93169        18.0138                 NaN   9.15776        45.7068        2.66692        16.8415                 NaN   2.21514     
  1178.84        2500.00                 NaN            NaN  0.466506        4.93168        18.0138                 NaN   9.15776        45.7483        2.66692        16.8615                 NaN   2.15356     
  1177.37        2500.00                 NaN            NaN  0.466510        4.93168        18.0138                 NaN   9.15776        45.7901        2.66692        16.8817                 NaN   2.09156     
  1175.89        2500.00                 NaN            NaN  0.466531        4.93166        18.0138                 NaN   9.15776        45.8322        2.66692        16.9020                 NaN   2.02916     
  1174.41        2500.00                 NaN            NaN  0.466672        4.93151        18.0138                 NaN   9.15776        45.8747        2.66691        16.9225                 NaN   1.96614     
  1172.93        2500.00                 NaN            NaN   5.33897                 NaN   18.4201                 NaN   9.20162        45.7660        2.60716        16.8458                 NaN   1.82031     
  1171.45        2500.00                 NaN            NaN   5.34440                 NaN   18.4094                 NaN   9.21195        45.8064        2.60858        16.8668                 NaN   1.75239     
  1169.98        2500.00                 NaN            NaN   5.37437                 NaN   18.2929                 NaN   9.15470        45.9532        2.62461        16.9071                 NaN   1.69306     
  1168.50        2500.00                 NaN            NaN   5.35408                 NaN   18.4076                 NaN   9.22321        45.8950        2.60657        16.9055                 NaN   1.60812     
  1167.02        2500.00                 NaN            NaN   3.61224        1.74675        18.4037                 NaN   9.23057        45.9385        2.60635        16.9257                 NaN   1.53624     
  1165.54        2500.00                 NaN            NaN   3.62266        1.74115        18.4005                 NaN   9.23762        45.9822        2.60601        16.9460                 NaN   1.46384     
  1164.06        2500.00                 NaN            NaN   3.63314        1.73547        18.3974                 NaN   9.24467        46.0262        2.60567        16.9664                 NaN   1.39096     
  1162.58        2500.00                 NaN            NaN   3.64367        1.72973        18.3944                 NaN   9.25171        46.0707        2.60531        16.9871                 NaN   1.31741     
  1161.11        2500.00                 NaN            NaN   3.65425        1.72392        18.3915                 NaN   9.25874        46.1155        2.60494        17.0078                 NaN   1.24332     
  1159.63        2500.00                 NaN            NaN   3.66489        1.71803        18.3888                 NaN   9.26576        46.1605        2.60456        17.0287                 NaN   1.16875     
  1158.15        2500.00                 NaN            NaN   3.67558        1.71207        18.3861                 NaN   9.27278        46.2059        2.60416        17.0498                 NaN   1.09370     
  1156.67        2500.00                 NaN            NaN   3.68634        1.70604        18.3835                 NaN   9.27979        46.2516        2.60375        17.0710                 NaN   1.01794     
  1155.19        2500.00                 NaN            NaN   3.69715        1.69993        18.3810                 NaN   9.28679        46.2977        2.60332        17.0925                 NaN  0.941634     
  1153.72        2500.00                 NaN            NaN   3.70802        1.69375        18.3786                 NaN   9.29378        46.3441        2.60288        17.1140                 NaN  0.864829     
  1152.24        2500.00                 NaN            NaN   3.71896        1.68749        18.3763                 NaN   9.30077        46.3908        2.60243        17.1357                 NaN  0.787517     
  1150.76        2500.00                 NaN            NaN   3.72995        1.68116        18.3741                 NaN   9.30775        46.4379        2.60197        17.1576                 NaN  0.709499     
  1149.28        2500.00                 NaN            NaN   3.74102        1.67474        18.3720                 NaN   9.31473        46.4854        2.60149        17.1797                 NaN  0.630904     
  1147.80        2500.00                 NaN            NaN   3.75213        1.66821        18.3702                 NaN   9.32171        46.5331        2.60097        17.2019                 NaN  0.551790     
  1146.33        2500.00                 NaN            NaN   3.76331        1.66157        18.3685                 NaN   9.32869        46.5810        2.60043        17.2243                 NaN  0.472157     
  1144.85        2500.00                 NaN            NaN   3.77457        1.65484        18.3670                 NaN   9.33566        46.6294        2.59987        17.2468                 NaN  0.391804     
  1143.37        2500.00                 NaN            NaN   3.78589        1.64804        18.3656                 NaN   9.34263        46.6782        2.59931        17.2696                 NaN  0.310840     
  1141.89        2500.00                 NaN            NaN   3.79728        1.64114        18.3643                 NaN   9.34960        46.7272        2.59872        17.2924                 NaN  0.229352     
  1140.41        2500.00                 NaN            NaN   3.80875        1.63416        18.3630                 NaN   9.35656        46.7766        2.59812        17.3155                 NaN  0.147334     
  1138.94        2500.00                 NaN            NaN   3.82029        1.62709        18.3619                 NaN   9.36352        46.8262        2.59751        17.3387                 NaN  0.647830E-001
  1137.46        2500.00                 NaN            NaN   5.46820                 NaN   18.3439                 NaN   9.35888        46.8699        2.59252        17.3666                 NaN            NaN
  1135.98        2500.00                 NaN            NaN   3.83872        1.61663        18.3591                 NaN   9.37771        46.8579        2.59633        17.3535                 NaN            NaN
  1134.50        2500.00                 NaN            NaN   3.85043        1.60933        18.3583                 NaN   9.38466        46.8518        2.59568        17.3498                 NaN            NaN
  1133.02        2500.00                 NaN            NaN   5.46221                 NaN   18.3559                 NaN   9.39215        46.8460        2.59519        17.3486                 NaN            NaN
  1131.55        2500.00                 NaN            NaN   5.48848                 NaN   18.3227                 NaN   9.38156        46.8538        2.59030        17.3632                 NaN            NaN
  1130.07        2500.00                 NaN            NaN   5.48467                 NaN   18.3428                 NaN   9.39708        46.8369        2.58976        17.3489                 NaN            NaN
  1128.59        2500.00                 NaN            NaN   5.47370                 NaN   18.3564                 NaN   9.41341        46.8256        2.59282        17.3381                 NaN            NaN
  1127.11        2500.00                 NaN            NaN   5.48838                 NaN   18.3435                 NaN   9.41306        46.8239        2.58956        17.3416                 NaN            NaN
  1125.63        2500.00                 NaN            NaN   5.48128                 NaN   18.3573                 NaN   9.42759        46.8117        2.59115        17.3310                 NaN            NaN
  1124.16        2500.00                 NaN            NaN   5.49868                 NaN   18.3415                 NaN   9.42612        46.8107        2.58703        17.3360                 NaN            NaN
  1122.68        2500.00                 NaN            NaN   5.50534                 NaN   18.3345                 NaN   9.43028        46.8074        2.58605        17.3364                 NaN            NaN
  1121.20        2500.00                 NaN            NaN   5.50919                 NaN   18.3342                 NaN   9.43725        46.8009        2.58526        17.3332                 NaN            NaN
  1119.72        2500.00                 NaN            NaN   5.50999                 NaN   18.3400                 NaN   9.44696        46.7913        2.58467        17.3271                 NaN            NaN
  1118.24        2500.00                 NaN            NaN   5.51978                 NaN   18.2757                 NaN   9.44790        46.8266        2.59624        17.3338                 NaN            NaN
  1116.77        2500.00                 NaN            NaN   5.51366                 NaN   18.3473                 NaN   9.46412        46.7744        2.58336        17.3172                 NaN            NaN
  1115.29        2500.00                 NaN            NaN   5.52149                 NaN   18.3386                 NaN   9.46711        46.7721        2.58217        17.3185                 NaN            NaN
  1113.81        2500.00                 NaN            NaN   5.52617                 NaN   18.3366                 NaN   9.47331        46.7663        2.58119        17.3164                 NaN            NaN
  1112.33        2500.00                 NaN            NaN   5.52955                 NaN   18.3369                 NaN   9.48035        46.7595        2.58032        17.3134                 NaN            NaN
  1110.85        2500.00                 NaN            NaN   5.55707                 NaN   18.3136                 NaN   9.50891        46.7363        2.57598        17.3081                 NaN            NaN
  1109.38        2500.00                 NaN            NaN   5.53708                 NaN   18.3381                 NaN   9.49412        46.7455        2.57841        17.3068                 NaN            NaN
  1107.90        2500.00                 NaN            NaN   5.54001                 NaN   18.3391                 NaN   9.50140        46.7383        2.57752        17.3037                 NaN            NaN
  1106.42        2500.00                 NaN            NaN   5.54339                 NaN   18.3407                 NaN   9.50858        46.7309        2.57654        17.3000                 NaN            NaN
  1104.94        2500.00                 NaN            NaN   5.54727                 NaN   18.3391                 NaN   9.51644        46.7247        2.57563        17.2968                 NaN            NaN
  1103.46        2500.00                 NaN            NaN   5.53287                 NaN   18.3714                 NaN   9.53433        46.7040        2.57723        17.2801                 NaN            NaN
  1101.99        2500.00                 NaN            NaN   5.55390                 NaN   18.3445                 NaN   9.52952        46.7089        2.57343        17.2898                 NaN            NaN
  1100.51        2500.00                 NaN            NaN   5.55101                 NaN   18.3098                 NaN   9.52057        46.7387        2.58200        17.2979                 NaN            NaN
  1099.03        2500.00                 NaN            NaN   5.56894                 NaN   18.2833                 NaN   9.53335        46.7406        2.58303        17.2908                 NaN            NaN
  1097.55        2500.00                 NaN            NaN   5.57227                 NaN   18.2746                 NaN   9.53956        46.7417        2.58476        17.2871                 NaN            NaN
  1096.07        2500.00                 NaN            NaN   5.54756                 NaN   18.3812                 NaN   9.57008        46.6655        2.57174        17.2639                 NaN            NaN
  1094.59        2500.00                 NaN            NaN   5.57706                 NaN   18.3566                 NaN   9.55322        46.6801        2.56099        17.2720                 NaN            NaN
  1093.12        2500.00                 NaN            NaN   5.58192                 NaN   18.3355                 NaN   9.56517        46.6743        2.56730        17.2759                 NaN            NaN
  1091.64        2500.00                 NaN            NaN   5.58490                 NaN   18.3389                 NaN   9.57252        46.6657        2.56598        17.2720                 NaN            NaN
  1090.16        2500.00                 NaN            NaN   5.58786                 NaN   18.3422                 NaN   9.57982        46.6573        2.56477        17.2680                 NaN            NaN
  1088.68        2500.00                 NaN            NaN   5.59097                 NaN   18.3456                 NaN   9.58694        46.6491        2.56355        17.2639                 NaN            NaN
  1087.20        2500.00                 NaN            NaN   5.59399                 NaN   18.3487                 NaN   9.59422        46.6407        2.56232        17.2601                 NaN            NaN
  1085.73        2500.00                 NaN            NaN   5.59700                 NaN   18.3523                 NaN   9.60160        46.6321        2.56099        17.2561                 NaN            NaN
  1084.25        2500.00                 NaN            NaN   5.60684                 NaN   18.3075                 NaN   9.60270        46.6608        2.56950        17.2527                 NaN            NaN
  1082.77        2500.00                 NaN            NaN   5.60290                 NaN   18.3589                 NaN   9.61608        46.6152        2.55834        17.2487                 NaN            NaN
  1081.29        2500.00                 NaN            NaN   1.09703        4.51892        18.3566                 NaN   9.61435        46.5854        2.54724        17.2805                 NaN            NaN
  1079.81        2500.00                 NaN            NaN   5.60906                 NaN   18.3664                 NaN   9.63030        46.5979        2.55559        17.2407                 NaN            NaN
  1078.34        2500.00                 NaN            NaN   5.61225                 NaN   18.3700                 NaN   9.63742        46.5894        2.55420        17.2368                 NaN            NaN
  1076.86        2500.00                 NaN            NaN   5.61548                 NaN   18.3739                 NaN   9.64438        46.5805        2.55268        17.2330                 NaN            NaN
  1075.38        2500.00                 NaN            NaN   5.61848                 NaN   18.3782                 NaN   9.65182        46.5715        2.55127        17.2287                 NaN            NaN
  1073.90        2500.00                 NaN            NaN   5.62178                 NaN   18.3829                 NaN   9.65846        46.5627        2.54973        17.2244                 NaN            NaN
  1072.42        2500.00                 NaN            NaN   5.62442                 NaN   18.3869                 NaN   9.66581        46.5535        2.54830        17.2211                 NaN            NaN
  1070.95        2500.00                 NaN            NaN   5.62825                 NaN   18.3899                 NaN   9.67265        46.5453        2.54670        17.2173                 NaN            NaN
  1069.47        2500.00                 NaN            NaN   5.63149                 NaN   18.3942                 NaN   9.67957        46.5360        2.54529        17.2134                 NaN            NaN
  1067.99        2500.00                 NaN            NaN   5.63404                 NaN   18.3889                 NaN   9.68783        46.5339        2.54634        17.2090                 NaN            NaN
  1066.51        2500.00                 NaN            NaN   5.63321                 NaN   18.4057                 NaN   9.70860        46.5067        2.53949        17.2063                 NaN            NaN
  1065.03        2500.00                 NaN            NaN   5.65062                 NaN   18.4029                 NaN   9.68786        46.5264        2.53442        17.1978                 NaN            NaN
  1063.56        2500.00                 NaN            NaN   5.64389                 NaN   18.4144                 NaN   9.71206        46.4948        2.53628        17.1985                 NaN            NaN
  1062.08        2500.00                 NaN            NaN   5.62145                 NaN   18.4705                 NaN   9.73436        46.4634        2.53801        17.1723                 NaN            NaN
  1060.60        2500.00                 NaN            NaN   5.62472                 NaN   18.4764                 NaN   9.74178        46.4533        2.53621        17.1676                 NaN            NaN
  1059.12        2500.00                 NaN            NaN   5.62817                 NaN   18.4826                 NaN   9.74919        46.4430        2.53434        17.1627                 NaN            NaN
  1057.64        2500.00                 NaN            NaN   5.64370                 NaN   18.4685                 NaN   9.74841        46.4411        2.53037        17.1679                 NaN            NaN
  1056.17        2500.00                 NaN            NaN   1.38700        4.28172        18.3384                 NaN   9.67400        46.5424        2.54255        17.2339                 NaN            NaN
  1054.69        2500.00                 NaN            NaN   5.63587                 NaN   18.4990                 NaN   9.77114        46.4139        2.52903        17.1511                 NaN            NaN
  1053.21        2500.00                 NaN            NaN   5.63861                 NaN   18.5066                 NaN   9.77878        46.4027        2.52695        17.1464                 NaN            NaN
  1051.73        2500.00                 NaN            NaN   5.66195                 NaN   18.4655                 NaN   9.77329        46.4174        2.52611        17.1557                 NaN            NaN
  1050.25        2500.00                 NaN            NaN   5.67091                 NaN   18.4732                 NaN   9.74838        46.4231        2.52025        17.1642                 NaN            NaN
  1048.78        2500.00                 NaN            NaN   5.67603                 NaN   18.4564                 NaN   9.77984        46.4068        2.52398        17.1570                 NaN            NaN
  1047.30        2500.00                 NaN            NaN   5.67316                 NaN   18.4759                 NaN   9.79161        46.3945        2.52190        17.1429                 NaN            NaN
  1045.82        2500.00                 NaN            NaN   5.68295                 NaN   18.4466                 NaN   9.79324        46.4088        2.52529        17.1432                 NaN            NaN
  1044.34        2500.00                 NaN            NaN   5.68514                 NaN   18.4588                 NaN   9.80034        46.3957        2.52257        17.1375                 NaN            NaN
  1042.86        2500.00                 NaN            NaN   5.68758                 NaN   18.4678                 NaN   9.80783        46.3839        2.52033        17.1326                 NaN            NaN
  1041.39        2500.00                 NaN            NaN   5.68942                 NaN   18.4799                 NaN   9.81643        46.3694        2.51754        17.1273                 NaN            NaN
  1039.91        2500.00                 NaN            NaN   5.69109                 NaN   18.4934                 NaN   9.82513        46.3541        2.51448        17.1218                 NaN            NaN
  1038.43        2500.00                 NaN            NaN   5.68892                 NaN   18.5365                 NaN   9.83911        46.3136        2.50486        17.1170                 NaN            NaN
  1036.95        2500.00                 NaN            NaN   5.69039                 NaN   18.5488                 NaN   9.84786        46.2997        2.50245        17.1108                 NaN            NaN
  1035.47        2500.00                 NaN            NaN   5.69213                 NaN   18.5602                 NaN   9.85678        46.2862        2.50004        17.1046                 NaN            NaN
  1034.00        2500.00                 NaN            NaN   5.69386                 NaN   18.5720                 NaN   9.86575        46.2725        2.49759        17.0984                 NaN            NaN
  1032.52        2500.00                 NaN            NaN   5.69590                 NaN   18.5833                 NaN   9.87461        46.2589        2.49509        17.0923                 NaN            NaN
  1031.04        2500.00                 NaN            NaN   5.69758                 NaN   18.5955                 NaN   9.88362        46.2448        2.49256        17.0859                 NaN            NaN
  1029.56        2500.00                 NaN            NaN   5.69939                 NaN   18.6076                 NaN   9.89260        46.2308        2.48998        17.0797                 NaN            NaN
  1028.08        2500.00                 NaN            NaN   5.70132                 NaN   18.6196                 NaN   9.90145        46.2167        2.48736        17.0736                 NaN            NaN
  1026.60        2500.00                 NaN            NaN   5.70325                 NaN   18.6318                 NaN   9.91041        46.2025        2.48470        17.0674                 NaN            NaN
  1025.13        2500.00                 NaN            NaN   5.70516                 NaN   18.6439                 NaN   9.91928        46.1884        2.48204        17.0613                 NaN            NaN
  1023.65        2500.00                 NaN            NaN   5.70728                 NaN   18.6559                 NaN   9.92807        46.1742        2.47930        17.0553                 NaN            NaN
  1022.17        2500.00                 NaN            NaN   5.70934                 NaN   18.6683                 NaN   9.93695        46.1597        2.47652        17.0492                 NaN            NaN
  1020.69        2500.00                 NaN            NaN   5.71152                 NaN   18.6805                 NaN   9.94582        46.1453        2.47370        17.0432                 NaN            NaN
  1019.21        2500.00                 NaN            NaN   5.71368                 NaN   18.6928                 NaN   9.95466        46.1308        2.47087        17.0372                 NaN            NaN
  1017.74        2500.00                 NaN            NaN   5.71574                 NaN   18.7058                 NaN   9.96379        46.1159        2.46793        17.0309                 NaN            NaN
  1016.26        2500.00                 NaN            NaN   5.71822                 NaN   18.7179                 NaN   9.97244        46.1014        2.46498        17.0251                 NaN            NaN
  1014.78        2500.00                 NaN            NaN   5.72049                 NaN   18.7304                 NaN   9.98141        46.0866        2.46197        17.0191                 NaN            NaN
  1013.30        2500.00                 NaN            NaN   5.72296                 NaN   18.7427                 NaN   9.99008        46.0719        2.45898        17.0134                 NaN            NaN
  1011.82        2500.00                 NaN            NaN   5.72542                 NaN   18.7553                 NaN   9.99897        46.0570        2.45587        17.0075                 NaN            NaN
  1010.35        2500.00                 NaN            NaN   5.72724                 NaN   18.7613                 NaN   10.0162        46.0383        2.45388        17.0031                 NaN            NaN
  1008.87        2500.00                 NaN            NaN   5.73272                 NaN   18.7750                 NaN   10.0227        46.0236        2.45065        16.9954                 NaN            NaN
  1007.39        2500.00                 NaN            NaN   5.73329                 NaN   18.7888                 NaN   10.0302        46.0089        2.44723        16.9916                 NaN            NaN
  1005.91        2500.00                 NaN            NaN   5.73569                 NaN   18.8052                 NaN   10.0376        45.9947        2.44400        16.9829                 NaN            NaN
  1004.43        2500.00                 NaN            NaN   2.36712        3.47996        18.4386                 NaN   9.87561        46.2923        2.52668        17.0198                 NaN            NaN
  1002.96        2500.00                 NaN            NaN   2.36712        3.47996        18.4386                 NaN   9.87561        46.2923        2.52668        17.0198                 NaN            NaN
  1001.48        2500.00                 NaN            NaN   2.36712        3.47996        18.4386                 NaN   9.87561        46.2923        2.52668        17.0198                 NaN            NaN
  1000.00        2500.00                 NaN            NaN   2.36712        3.47996        18.4386                 NaN   9.87561        46.2923        2.52668        17.0198                 NaN            NaN
