|6.6.6
Archiving\03_Data\eqfracLP/QFM/YM20/YM20_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         Sp(TH)         ilm            q             
  1256.23        500.000        94.7451                 NaN            NaN  0.771911       0.671347                 NaN  0.643321        2.80904       0.359285                 NaN            NaN            NaN
  1254.89        500.000        95.0354                 NaN            NaN  0.718497       0.638389                 NaN  0.609227        2.65460       0.343915                 NaN            NaN            NaN
  1253.54        500.000        95.2922                 NaN            NaN  0.670911       0.609096                 NaN  0.578888        2.51873       0.330213                 NaN            NaN            NaN
  1252.20        500.000        94.9131                 NaN            NaN  0.645124       0.724294                 NaN  0.630367        2.72968       0.357476                 NaN            NaN            NaN
  1250.86        500.000        96.3593                 NaN            NaN  0.492228       0.492770                 NaN  0.446368        1.94289       0.266482                 NaN            NaN            NaN
  1249.52        500.000        94.5244                 NaN            NaN  0.571332       0.763270                 NaN  0.678798        3.01934       0.442876                 NaN            NaN            NaN
  1248.18        500.000        96.6333                 NaN            NaN  0.471024       0.476468                 NaN  0.415888        1.76614       0.237207                 NaN            NaN            NaN
  1246.84        500.000        97.1519                 NaN            NaN  0.500620       0.330033                 NaN  0.351736        1.47971       0.185999                 NaN            NaN            NaN
  1245.50        500.000        96.2529                 NaN            NaN  0.509568       0.459823                 NaN  0.464932        2.02455       0.288189                 NaN            NaN            NaN
  1244.15        500.000        96.7524                 NaN            NaN  0.399261       0.447481                 NaN  0.401227        1.74634       0.253284                 NaN            NaN            NaN
  1242.81        500.000        96.7594                 NaN            NaN  0.425873       0.432797                 NaN  0.401555        1.75210       0.228257                 NaN            NaN            NaN
  1241.47        500.000        96.7913                 NaN            NaN  0.337094       0.463471                 NaN  0.397640        1.73017       0.280276                 NaN            NaN            NaN
  1240.13        500.000        99.2426                 NaN            NaN  0.270649E-001            NaN            NaN  0.291526E-001  0.492443       0.208742                 NaN            NaN            NaN
  1238.79        500.000        94.2475                 NaN            NaN  0.875367       0.740290                 NaN  0.781922        3.03869       0.316253                 NaN            NaN            NaN
  1237.45        500.000        96.3326                 NaN            NaN  0.513105       0.455931                 NaN  0.482506        1.91670       0.299109                 NaN            NaN            NaN
  1236.10        500.000        98.4691                 NaN            NaN  0.232934       0.897130E-001            NaN  0.154858       0.928946       0.124480                 NaN            NaN            NaN
  1234.76        500.000        93.0441                 NaN            NaN  0.583599        1.10756                 NaN  0.889322        3.89931       0.293648                 NaN  0.182464                 NaN
  1233.42        500.000        99.8725                 NaN            NaN  0.252951E-001  0.362845E-002            NaN  0.121497E-001  0.864602E-001            NaN            NaN            NaN            NaN
  1232.08        500.000        99.3129                 NaN            NaN  0.196130       0.409963E-001            NaN  0.651093E-001  0.345176       0.397373E-001            NaN            NaN            NaN
  1230.74        500.000        99.3891                 NaN            NaN  0.682491E-001  0.126184E-001            NaN  0.778302E-001  0.378612       0.735670E-001            NaN            NaN            NaN
  1229.40        500.000        94.5587                 NaN            NaN  0.892505       0.657064                 NaN  0.681218        2.79827       0.412223                 NaN            NaN            NaN
  1228.06        500.000        98.3787                 NaN            NaN  0.325882                 NaN            NaN  0.172640       0.933098       0.189652                 NaN            NaN            NaN
  1226.71        500.000        97.5028                 NaN            NaN  0.424154E-001  0.692144                 NaN  0.322946        1.39375                 NaN            NaN  0.459745E-001            NaN
  1225.37        500.000        97.9951                 NaN            NaN  0.462666                 NaN            NaN  0.224549        1.10984       0.155505                 NaN  0.523558E-001            NaN
  1224.03        500.000        97.7621                 NaN            NaN  0.191784       0.336503                 NaN  0.266714        1.26584       0.116671                 NaN  0.604201E-001            NaN
  1222.69        500.000        96.0398                 NaN            NaN  0.777033                 NaN            NaN  0.461946        2.30240       0.331485                 NaN  0.873455E-001            NaN
  1221.35        500.000        99.7740                 NaN            NaN  0.433849E-001            NaN            NaN  0.267146E-001  0.133572       0.194110E-001            NaN  0.288616E-002            NaN
  1220.01        500.000        99.4860                 NaN            NaN  0.873510E-001            NaN            NaN  0.638601E-001  0.299731       0.502421E-001            NaN  0.128222E-001            NaN
  1218.67        500.000        95.6344                 NaN            NaN  0.107690        1.03722       0.243596       0.586638        2.20558                 NaN            NaN  0.184909                 NaN
  1217.32        500.000        97.4456                 NaN            NaN  0.238941                 NaN            NaN  0.295917        1.81301       0.179028                 NaN  0.274923E-001            NaN
  1215.98        500.000        99.6731                 NaN            NaN  0.796419E-001            NaN            NaN  0.474665E-001  0.181127       0.561837E-002            NaN  0.130470E-001            NaN
  1214.64        500.000        99.8490                 NaN            NaN  0.306782E-001  0.709611E-002            NaN  0.175114E-001  0.796560E-001  0.442516E-002  0.115959E-001            NaN            NaN
  1213.30        500.000        99.9289                 NaN            NaN  0.791676E-003            NaN            NaN  0.830503E-003  0.593320E-001            NaN            NaN  0.101760E-001            NaN
  1211.96        500.000        94.8279                 NaN            NaN   1.34591                 NaN            NaN  0.560621        2.74441       0.465252                 NaN  0.559190E-001            NaN
  1210.62        500.000        98.0130                 NaN            NaN  0.297868       0.269543                 NaN  0.265259        1.04456                 NaN            NaN  0.109816                 NaN
  1209.27        500.000        98.4746                 NaN            NaN  0.225754       0.178339                 NaN  0.178346       0.878138                 NaN            NaN  0.648531E-001            NaN
  1207.93        500.000        98.5008                 NaN            NaN  0.149976       0.197716                 NaN  0.173535       0.870584       0.721946E-001            NaN  0.351951E-001            NaN
  1206.59        500.000        98.2982                 NaN            NaN  0.333699E-001  0.242485                 NaN  0.127170        1.20392       0.948323E-001            NaN            NaN            NaN
  1205.25        500.000        99.1273                 NaN            NaN  0.121892       0.116063                 NaN  0.125387       0.433925       0.421312E-001            NaN  0.332791E-001            NaN
  1203.91        500.000        95.8907                 NaN            NaN  0.338241       0.541728                 NaN  0.460965        2.46590       0.217481                 NaN  0.849969E-001            NaN
  1202.57        500.000        99.2932                 NaN            NaN  0.923980E-001            NaN            NaN  0.589846E-001  0.499766       0.539540E-001            NaN  0.169181E-002            NaN
  1201.23        500.000        99.9521                 NaN            NaN  0.126153E-001            NaN            NaN  0.480760E-002  0.264677E-001  0.292201E-002            NaN  0.109707E-002            NaN
  1199.88        500.000        99.8318                 NaN            NaN  0.481571E-001            NaN            NaN  0.284829E-001  0.643835E-001  0.192431E-001            NaN  0.797379E-002            NaN
  1198.54        500.000        98.1744                 NaN            NaN  0.218421                 NaN            NaN  0.199259        1.21511       0.168241                 NaN  0.245837E-001            NaN
  1197.20        500.000       100.0000                 NaN            NaN  0.373172E-004            NaN            NaN  0.745140E-005            NaN            NaN            NaN  0.412370E-005            NaN
  1195.86        500.000        97.6803                 NaN            NaN  0.318481       0.209235                 NaN  0.266240        1.39811       0.636441E-001            NaN  0.640204E-001            NaN
  1194.52        500.000        98.8040                 NaN            NaN  0.447294       0.970149E-001            NaN  0.143327       0.500541                 NaN            NaN  0.780631E-002            NaN
  1193.18        500.000        97.5963                 NaN            NaN  0.356716                 NaN            NaN  0.202253        1.15522       0.376006E-001            NaN  0.506849E-001  0.601179     
  1191.84        500.000        94.0701                 NaN            NaN            NaN            NaN            NaN  0.475440        2.06608       0.287707                 NaN            NaN   3.10068     
  1190.49        500.000        87.3658                 NaN            NaN   1.29463                 NaN            NaN  0.970952        5.53015       0.553285                 NaN  0.324236E-001   4.25280     
  1189.15        500.000        89.2483                 NaN            NaN  0.717426                 NaN            NaN  0.822408        4.43652       0.501114                 NaN  0.306535E-003   4.27397     
  1187.81        500.000        83.7355                 NaN            NaN  0.994878                 NaN            NaN   1.21283        6.80931       0.197342E-001  0.718397                 NaN   6.50933     
  1186.47        500.000                 NaN            NaN            NaN   5.72962                 NaN            NaN   7.12544        42.7591        3.95396                 NaN  0.135640        40.2962     
  1185.13        500.000                 NaN            NaN            NaN   5.69010                 NaN            NaN   7.13351        42.7455        4.00591                 NaN  0.106528        40.3185     
  1183.79        500.000                 NaN            NaN            NaN   5.72796                 NaN            NaN   7.12566        42.7574        3.94070                 NaN  0.150650        40.2977     
  1182.44        500.000                 NaN            NaN            NaN   5.68206                 NaN            NaN   7.14129        42.7459        3.95359                 NaN  0.160722        40.3165     
  1181.10        500.000                 NaN            NaN            NaN   5.72617                 NaN            NaN   7.12905        42.7538        3.92720                 NaN  0.165598        40.2982     
  1179.76        500.000                 NaN            NaN            NaN   5.67912                 NaN            NaN   7.11954        42.7656        3.94214                 NaN  0.177850        40.3158     
  1178.42        500.000                 NaN            NaN            NaN   5.72782                 NaN            NaN   7.13114        42.7504        3.91135                 NaN  0.181235        40.2981     
  1177.08        500.000                 NaN            NaN            NaN   5.70166                 NaN            NaN   7.13882        42.7457        3.91108                 NaN  0.194685        40.3081     
  1175.74        500.000                 NaN            NaN            NaN   5.70983                 NaN            NaN   7.14038        42.7440        3.90503                 NaN  0.196224        40.3045     
  1174.40        500.000                 NaN            NaN            NaN   5.70027                 NaN            NaN   7.14372        42.7383        3.91345                 NaN  0.193943        40.3104     
  1173.05        500.000                 NaN            NaN            NaN   5.73017                 NaN            NaN   7.13501        42.7421        3.88326                 NaN  0.210070        40.2994     
  1171.71        500.000                 NaN            NaN            NaN   5.73017                 NaN            NaN   7.13602        42.7405        3.87612                 NaN  0.217575        40.2997     
  1170.37        500.000                 NaN            NaN            NaN   5.72779                 NaN            NaN   7.13735        42.7398        3.86916                 NaN  0.225768        40.3001     
  1169.03        500.000                 NaN            NaN            NaN   5.72979                 NaN            NaN   7.13714        42.7387        3.86047                 NaN  0.233899        40.3000     
  1167.69        500.000                 NaN            NaN            NaN   5.72952                 NaN            NaN   7.13875        42.7363        3.85513                 NaN  0.239913        40.3004     
  1166.35        500.000                 NaN            NaN            NaN   5.68841                 NaN            NaN   7.14267        42.7322        3.87281                 NaN  0.245189        40.3188     
  1165.00        500.000                 NaN            NaN            NaN   5.68673                 NaN            NaN   7.15045        42.7300        3.85530                 NaN  0.260744        40.3167     
  1163.66        500.000                 NaN            NaN            NaN   5.72872                 NaN            NaN   7.14200        42.7323        3.83247                 NaN  0.263641        40.3009     
  1162.32        500.000                 NaN            NaN            NaN   5.73133                 NaN            NaN   7.14383        42.7290        3.82444                 NaN  0.270692        40.3007     
  1160.98        500.000                 NaN            NaN            NaN   5.66477                 NaN            NaN   7.14460        42.7350        3.85236                 NaN  0.278621        40.3247     
  1159.64        500.000                 NaN            NaN            NaN   5.60319                 NaN            NaN   7.17787        42.6831        3.92328                 NaN  0.246623        40.3660     
  1158.30        500.000                 NaN            NaN            NaN   5.69227                 NaN            NaN   7.15073        42.7187        3.82767                 NaN  0.289630        40.3210     
  1156.96        500.000                 NaN            NaN            NaN   5.65815                 NaN            NaN   7.14289        42.7380        3.83674                 NaN  0.298411        40.3258     
  1155.61        500.000                 NaN            NaN            NaN   5.64045                 NaN            NaN   7.14143        42.7428        3.84803                 NaN  0.295572        40.3318     
  1154.27        500.000                 NaN            NaN            NaN   5.64099                 NaN            NaN   7.14254        42.7414        3.83913                 NaN  0.304376        40.3316     
  1152.93        500.000                 NaN            NaN            NaN   5.64308                 NaN            NaN   7.14461        42.7366        3.83190                 NaN  0.311477        40.3323     
  1151.59        500.000                 NaN            NaN            NaN   5.62745                 NaN            NaN   7.18313        42.6681        3.83609                 NaN  0.323895        40.3613     
  1150.25        500.000                 NaN            NaN            NaN   5.64405                 NaN            NaN   7.14831        42.7312        3.81585                 NaN  0.327924        40.3326     
  1148.91        500.000                 NaN            NaN            NaN   5.68475                 NaN            NaN   7.15191        42.7354        3.77871                 NaN  0.338113        40.3111     
  1147.57        500.000                 NaN            NaN            NaN   5.66543                 NaN            NaN   7.14896        42.7273        3.78973                 NaN  0.343360        40.3252     
  1146.22        500.000                 NaN            NaN            NaN   5.65253                 NaN            NaN   7.15414        42.7189        3.78927                 NaN  0.351763        40.3334     
  1144.88        500.000                 NaN            NaN            NaN   5.65460                 NaN            NaN   7.15724        42.7139        3.78122                 NaN  0.359145        40.3339     
  1143.54        500.000                 NaN            NaN            NaN   5.69593                 NaN            NaN   7.16792        42.6872        3.73481                 NaN  0.387950        40.3262     
  1142.20        500.000                 NaN            NaN            NaN   5.65368                 NaN            NaN   7.15793        42.7124        3.76786                 NaN  0.373750        40.3344     
  1140.86        500.000                 NaN            NaN            NaN   5.69847                 NaN            NaN   7.17042        42.6894        3.73024                 NaN  0.389792        40.3216     
  1139.52        500.000                 NaN            NaN            NaN   5.70320                 NaN            NaN   7.17070        42.6910        3.72657                 NaN  0.389944        40.3185     
  1138.17        500.000                 NaN            NaN            NaN   5.74576                 NaN            NaN   7.15755        42.6973        3.68814                 NaN  0.407182        40.3041     
  1136.83        500.000                 NaN            NaN            NaN   5.72218                 NaN            NaN   7.16594        42.6984        3.71313                 NaN  0.392166        40.3082     
  1135.49        500.000                 NaN            NaN            NaN   5.71873                 NaN            NaN   7.16409        42.6972        3.69716                 NaN  0.411364        40.3114     
  1134.15        500.000                 NaN            NaN            NaN   5.71441                 NaN            NaN   7.16704        42.6974        3.68101                 NaN  0.428783        40.3114     
  1132.81        500.000                 NaN            NaN            NaN  0.144726E-001   5.71044                 NaN   7.16801        42.6923        3.67878                 NaN  0.426508        40.3095     
  1131.47        500.000                 NaN            NaN            NaN   5.69529       0.452449E-001            NaN   7.17025        42.6880        3.66163                 NaN  0.435276        40.3043     
  1130.13        500.000                 NaN            NaN            NaN  0.789257E-001   5.67764                 NaN   7.17304        42.6835        3.64488                 NaN  0.443241        40.2988     
  1128.78        500.000                 NaN            NaN            NaN   5.66391       0.109726                 NaN   7.17641        42.6785        3.62721                 NaN  0.451281        40.2930     
  1127.44        500.000                 NaN            NaN            NaN  0.141413        5.64922                 NaN   7.17907        42.6736        3.60967                 NaN  0.459655        40.2874     
  1126.10        500.000                 NaN            NaN            NaN  0.171700        5.63455                 NaN   7.18200        42.6687        3.59354                 NaN  0.467316        40.2822     
  1124.76        500.000                 NaN            NaN            NaN  0.200139        5.62066                 NaN   7.18472        42.6641        3.57731                 NaN  0.475677        40.2774     
  1123.42        500.000                 NaN            NaN            NaN   5.60601       0.230854                 NaN   7.18785        42.6592        3.56054                 NaN  0.483558        40.2720     
  1122.08        500.000                 NaN            NaN            NaN   5.59179       0.260785                 NaN   7.19092        42.6545        3.54406                 NaN  0.491344        40.2667     
  1120.74        500.000                 NaN            NaN            NaN  0.290709        5.57763                 NaN   7.19400        42.6497        3.52761                 NaN  0.499065        40.2613     
  1119.39        500.000                 NaN            NaN            NaN   5.56356       0.320633                 NaN   7.19710        42.6449        3.51117                 NaN  0.506726        40.2559     
  1118.05        500.000                 NaN            NaN            NaN   5.54958       0.350561                 NaN   7.20023        42.6400        3.49473                 NaN  0.514328        40.2505     
  1116.71        500.000                 NaN            NaN            NaN   5.53569       0.380494                 NaN   7.20337        42.6352        3.47829                 NaN  0.521870        40.2451     
  1115.37        500.000                 NaN            NaN            NaN   5.52189       0.410435                 NaN   7.20653        42.6303        3.46186                 NaN  0.529351        40.2396     
  1114.03        500.000                 NaN            NaN            NaN   5.49930       0.461925                 NaN   7.21109        42.6231        3.43739                 NaN  0.537585        40.2296     
  1112.69        500.000                 NaN            NaN            NaN   5.41793       0.567717                 NaN   7.22042        42.6129        3.41459                 NaN  0.545374        40.2211     
  1111.34        500.000                 NaN            NaN            NaN   5.47370       0.514571                 NaN   7.21683        42.6147        3.40795                 NaN  0.551907        40.2204     
  1110.00        500.000                 NaN            NaN            NaN   5.46000       0.545733                 NaN   7.22035        42.6091        3.39131                 NaN  0.558980        40.2146     
  1108.66        500.000                 NaN            NaN            NaN  0.576210        5.44589                 NaN   7.22341        42.6044        3.37523                 NaN  0.565965        40.2089     
  1107.32        500.000                 NaN            NaN            NaN  0.602415        5.43401                 NaN   7.22636        42.5999        3.36034                 NaN  0.572883        40.2040     
  1105.98        500.000                 NaN            NaN            NaN  0.626159        5.42375                 NaN   7.22952        42.5951        3.34611                 NaN  0.579646        40.1997     
  1104.64        500.000                 NaN            NaN            NaN  0.647728        5.41703                 NaN   7.23007        42.5908        3.33292                 NaN  0.585947        40.1955     
  1103.30        500.000                 NaN            NaN            NaN  0.677412        5.40141                 NaN   7.23558        42.5857        3.31685                 NaN  0.592922        40.1901     
  1101.95        500.000                 NaN            NaN            NaN   5.39035       0.702000                 NaN   7.23854        42.5813        3.30289                 NaN  0.599381        40.1856     
  1100.61        500.000                 NaN            NaN            NaN   5.37800       0.730118                 NaN   7.24176        42.5763        3.28757                 NaN  0.605923        40.1803     
  1099.27        500.000                 NaN            NaN            NaN  0.752820        5.36796                 NaN   7.24464        42.5719        3.27430                 NaN  0.612209        40.1761     
  1097.93        500.000                 NaN            NaN            NaN   5.32205       0.859129                 NaN   7.25854        42.5521        3.22784                 NaN  0.624403        40.1560     
  1096.59        500.000                 NaN            NaN            NaN   5.34450       0.806873                 NaN   7.25104        42.5621        3.24468                 NaN  0.624832        40.1659     
  1095.25        500.000                 NaN            NaN            NaN   5.33281       0.834039                 NaN   7.25427        42.5572        3.22985                 NaN  0.631054        40.1608     
  1093.91        500.000                 NaN            NaN            NaN  0.861984        5.32078                 NaN   7.25755        42.5522        3.21481                 NaN  0.637213        40.1554     
  1092.56        500.000                 NaN            NaN            NaN  0.887551        5.30979                 NaN   7.26069        42.5475        3.20068                 NaN  0.643237        40.1506     
  1091.22        500.000                 NaN            NaN            NaN  0.914168        5.29844                 NaN   7.26393        42.5425        3.18621                 NaN  0.649208        40.1455     
  1089.88        500.000                 NaN            NaN            NaN  0.940814        5.28716                 NaN   7.26719        42.5376        3.17175                 NaN  0.655118        40.1404     
  1088.54        500.000                 NaN            NaN            NaN  0.966562        5.27645                 NaN   7.27040        42.5326        3.15760                 NaN  0.660915        40.1354     
  1087.20        500.000                 NaN            NaN            NaN   5.26532       0.992874                 NaN   7.27367        42.5277        3.14340                 NaN  0.666660        40.1304     
  1085.86        500.000                 NaN            NaN            NaN   5.25456        1.01882                 NaN   7.27694        42.5227        3.12929                 NaN  0.672326        40.1254     
  1084.51        500.000                 NaN            NaN            NaN   1.04455        5.24391                 NaN   7.28018        42.5177        3.11529                 NaN  0.677934        40.1204     
  1083.17        500.000                 NaN            NaN            NaN   1.07040        5.23331                 NaN   7.28347        42.5127        3.10125                 NaN  0.683477        40.1154     
  1081.83        500.000                 NaN            NaN            NaN   5.22277        1.09649                 NaN   7.28681        42.5076        3.08714                 NaN  0.688962        40.1103     
  1080.49        500.000                 NaN            NaN            NaN   5.21235        1.12195                 NaN   7.29007        42.5026        3.07334                 NaN  0.694364        40.1053     
  1079.15        500.000                 NaN            NaN            NaN   1.14685        5.20216                 NaN   7.29332        42.4977        3.05989                 NaN  0.699628        40.1005     
  1077.81        500.000                 NaN            NaN            NaN   5.23199        1.04566                 NaN   7.27809        42.5336        3.08808                 NaN  0.706226        40.1163     
  1076.47        500.000                 NaN            NaN            NaN   5.18184        1.19698                 NaN   7.29991        42.4876        3.03302                 NaN  0.709921        40.0907     
  1075.12        500.000                 NaN            NaN            NaN   1.22160        5.17201                 NaN   7.30318        42.4826        3.01961                 NaN  0.715079        40.0859     
  1073.78        500.000                 NaN            NaN            NaN   1.24652        5.16228                 NaN   7.30654        42.4775        3.00612                 NaN  0.720129        40.0809     
  1072.44        500.000                 NaN            NaN            NaN   1.00856        5.22200                 NaN   7.29581        42.4937        3.10619                 NaN  0.722325        40.1514     
  1071.10        500.000                 NaN            NaN            NaN   1.30332        5.14043                 NaN   7.31377        42.4663        2.97673                 NaN  0.730043        40.0694     
  1069.76        500.000                 NaN            NaN            NaN   1.32902        5.13046                 NaN   7.31721        42.4610        2.96315                 NaN  0.734872        40.0643     
  1068.42        500.000                 NaN            NaN            NaN   5.12036        1.35456                 NaN   7.32081        42.4557        2.94972                 NaN  0.739657        40.0592     
  1067.08        500.000                 NaN            NaN            NaN   1.38046        5.11065                 NaN   7.32413        42.4504        2.93607                 NaN  0.744336        40.0540     
  1065.73        500.000                 NaN            NaN            NaN   1.40560        5.10099                 NaN   7.32755        42.4451        2.92282                 NaN  0.748958        40.0489     
  1064.39        500.000                 NaN            NaN            NaN   5.09114        1.43182                 NaN   7.33110        42.4397        2.90914                 NaN  0.753531        40.0436     
  1063.05        500.000                 NaN            NaN            NaN   1.45746        5.08148                 NaN   7.33460        42.4343        2.89574                 NaN  0.758026        40.0384     
  1061.71        500.000                 NaN            NaN            NaN   1.21113        5.15043                 NaN   7.31095        42.4700        2.99733                 NaN  0.757487        40.1026     
  1060.37        500.000                 NaN            NaN            NaN   1.50711        5.06248                 NaN   7.34140        42.4239        2.86995                 NaN  0.766743        40.0284     
  1059.03        500.000                 NaN            NaN            NaN   1.50704        5.06112                 NaN   7.34301        42.4216        2.86703                 NaN  0.770597        40.0296     
  1057.68        500.000                 NaN            NaN            NaN   1.55849        5.04372                 NaN   7.34856        42.4129        2.84310                 NaN  0.775372        40.0178     
  1056.34        500.000                 NaN            NaN            NaN   1.61237        4.97130                 NaN   7.35208        42.4073        2.84404                 NaN  0.783860        40.0290     
  1055.00        500.000                 NaN            NaN            NaN   5.03714        1.57403                 NaN   7.35312        42.4060        2.83070                 NaN  0.783095        40.0159     
  1053.66        500.000                 NaN            NaN            NaN   1.63621        5.01544                 NaN   7.35941        42.3962        2.80319                 NaN  0.787733        40.0018     
  1052.32        500.000                 NaN            NaN            NaN   1.66179        5.00625                 NaN   7.36303        42.3906        2.79008                 NaN  0.791723        39.9965     
  1050.98        500.000                 NaN            NaN            NaN   1.63902        5.01418                 NaN   7.36286        42.3908        2.79538                 NaN  0.795097        40.0026     
  1049.64        500.000                 NaN            NaN            NaN   5.00617        1.66205                 NaN   7.36630        42.3855        2.78314                 NaN  0.798998        39.9979     
  1048.29        500.000                 NaN            NaN            NaN   4.99837        1.68455                 NaN   7.36972        42.3802        2.77115                 NaN  0.802837        39.9932     
  1046.95        500.000                 NaN            NaN            NaN   4.96992        1.76475                 NaN   7.37780        42.3676        2.73770                 NaN  0.807055        39.9752     
  1045.61        500.000                 NaN            NaN            NaN   4.96082        1.79085                 NaN   7.38156        42.3617        2.72454                 NaN  0.810745        39.9697     
  1044.27        500.000                 NaN            NaN            NaN   1.74951        4.97577                 NaN   7.37988        42.3645        2.73666                 NaN  0.813806        39.9799     
  1042.93        500.000                 NaN            NaN            NaN   1.62453        4.94764                 NaN   7.36047        42.4047        2.80002                 NaN  0.831152        40.0315     
  1041.59        500.000                 NaN            NaN            NaN   1.62453        4.94764                 NaN   7.36047        42.4047        2.80002                 NaN  0.831152        40.0315     
  1040.25        500.000                 NaN            NaN            NaN   1.62453        4.94764                 NaN   7.36047        42.4047        2.80002                 NaN  0.831152        40.0315     
  1038.90        500.000                 NaN            NaN            NaN   1.62453        4.94764                 NaN   7.36047        42.4047        2.80002                 NaN  0.831152        40.0315     
  1037.56        500.000                 NaN            NaN            NaN   1.62452        4.94764                 NaN   7.36047        42.4047        2.80002                 NaN  0.831152        40.0315     
  1036.22        500.000                 NaN            NaN            NaN   1.62452        4.94764                 NaN   7.36047        42.4047        2.80002                 NaN  0.831152        40.0315     
  1034.88        500.000                 NaN            NaN            NaN   1.73270        4.90544                 NaN   7.37647        42.3734        2.76530                 NaN  0.831156        40.0155     
  1033.54        500.000                 NaN            NaN            NaN   1.74265        4.90077                 NaN   7.37835        42.3727        2.73541                 NaN  0.857938        40.0122     
  1032.20        500.000                 NaN            NaN            NaN   1.74265        4.90077                 NaN   7.37835        42.3727        2.73541                 NaN  0.857938        40.0122     
  1030.85        500.000                 NaN            NaN            NaN   1.74265        4.90077                 NaN   7.37835        42.3727        2.73541                 NaN  0.857938        40.0122     
  1029.51        500.000                 NaN            NaN            NaN   1.79265        4.88304                 NaN   7.38424        42.3689        2.68817                 NaN  0.885795        39.9972     
  1028.17        500.000                 NaN            NaN            NaN   1.79265        4.88304                 NaN   7.38424        42.3689        2.68817                 NaN  0.885795        39.9972     
  1026.83        500.000                 NaN            NaN            NaN   1.79265        4.88304                 NaN   7.38424        42.3689        2.68817                 NaN  0.885795        39.9972     
  1025.49        500.000                 NaN            NaN            NaN   1.79265        4.88303                 NaN   7.38424        42.3689        2.68816                 NaN  0.885795        39.9972     
  1024.15        500.000                 NaN            NaN            NaN   1.79266        4.88303                 NaN   7.38424        42.3689        2.68816                 NaN  0.885795        39.9972     
  1022.81        500.000                 NaN            NaN            NaN   1.79266        4.88303                 NaN   7.38425        42.3689        2.68816                 NaN  0.885795        39.9972     
  1021.46        500.000                 NaN            NaN            NaN   1.79267        4.88303                 NaN   7.38425        42.3689        2.68816                 NaN  0.885795        39.9972     
  1020.12        500.000                 NaN            NaN            NaN   1.79268        4.88303                 NaN   7.38425        42.3689        2.68815                 NaN  0.885795        39.9972     
  1018.78        500.000                 NaN            NaN            NaN   2.30638        4.79218                 NaN   7.45906        42.2401        2.46986                 NaN  0.872575        39.8598     
  1017.44        500.000                 NaN            NaN            NaN   2.33248        4.78420                 NaN   7.46312        42.2337        2.45728                 NaN  0.875103        39.8542     
  1016.10        500.000                 NaN            NaN            NaN   2.35862        4.77625                 NaN   7.46720        42.2272        2.44470                 NaN  0.877581        39.8485     
  1014.76        500.000                 NaN            NaN            NaN   2.17189        4.83484                 NaN   7.45303        42.2495        2.51520                 NaN  0.880011        39.8956     
  1013.42        500.000                 NaN            NaN            NaN   4.76047        2.41104                 NaN   7.47543        42.2141        2.41958                 NaN  0.882385        39.8370     
  1012.07        500.000                 NaN            NaN            NaN   2.43731        4.75263                 NaN   7.47956        42.2075        2.40702                 NaN  0.884713        39.8313     
  1010.73        500.000                 NaN            NaN            NaN   2.22941        4.81683                 NaN   7.46347        42.2328        2.48610                 NaN  0.887374        39.8840     
  1009.39        500.000                 NaN            NaN            NaN   2.48999        4.73707                 NaN   7.48790        42.1941        2.38194                 NaN  0.889220        39.8197     
  1008.05        500.000                 NaN            NaN            NaN   2.51634        4.72936                 NaN   7.49209        42.1874        2.36942                 NaN  0.891401        39.8140     
  1006.71        500.000                 NaN            NaN            NaN   2.54293        4.72163                 NaN   7.49632        42.1807        2.35684                 NaN  0.893531        39.8081     
  1005.37        500.000                 NaN            NaN            NaN   4.71400        2.56937                 NaN   7.50055        42.1739        2.34434                 NaN  0.895616        39.8023     
  1004.02        500.000                 NaN            NaN            NaN   2.59605        4.70634                 NaN   7.50481        42.1670        2.33176                 NaN  0.897653        39.7964     
  1002.68        500.000                 NaN            NaN            NaN   4.69882        2.62241                 NaN   7.50906        42.1602        2.31934                 NaN  0.899641        39.7905     
  1001.34        500.000                 NaN            NaN            NaN   4.69122        2.64918                 NaN   7.51337        42.1533        2.30678                 NaN  0.901581        39.7846     
  1000.00        500.000                 NaN            NaN            NaN   4.68348        2.67669                 NaN   7.51776        42.1462        2.29394                 NaN  0.903473        39.7785     
