|6.6.6
Archiving\03_Data\eqfracLP/QFM/YM20/YM20_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         Sp(TH)         ilm            q             
  1258.91        500.000        94.5964                 NaN            NaN  0.570065       0.662538                 NaN  0.690084        3.26540       0.215517                 NaN            NaN            NaN
  1257.57        500.000        94.9425                 NaN            NaN  0.611724       0.536920                 NaN  0.647970        3.05662       0.204294                 NaN            NaN            NaN
  1256.23        500.000        95.2458                 NaN            NaN  0.567758       0.507405                 NaN  0.610799        2.87381       0.194469                 NaN            NaN            NaN
  1254.89        500.000        95.5168                 NaN            NaN  0.527264       0.481490                 NaN  0.577411        2.71119       0.185881                 NaN            NaN            NaN
  1253.54        500.000        95.7562                 NaN            NaN  0.491269       0.458467                 NaN  0.547701        2.56809       0.178284                 NaN            NaN            NaN
  1252.20        500.000        95.4177                 NaN            NaN  0.484973       0.529269                 NaN  0.595632        2.77969       0.192774                 NaN            NaN            NaN
  1250.86        500.000        96.7350                 NaN            NaN  0.358592       0.369196                 NaN  0.420607        1.97315       0.143425                 NaN            NaN            NaN
  1249.52        500.000        95.0686                 NaN            NaN  0.416155       0.571433                 NaN  0.639496        3.06604       0.238262                 NaN            NaN            NaN
  1248.18        500.000        96.9992                 NaN            NaN  0.341174       0.355168                 NaN  0.390488        1.78719       0.126745                 NaN            NaN            NaN
  1246.84        500.000        97.4671                 NaN            NaN  0.362563       0.245817                 NaN  0.329669        1.49501       0.997915E-001            NaN            NaN            NaN
  1245.50        500.000        96.6534                 NaN            NaN  0.379266       0.333115                 NaN  0.435462        2.04400       0.154765                 NaN            NaN            NaN
  1244.15        500.000        97.1092                 NaN            NaN  0.288082       0.332195                 NaN  0.375063        1.75990       0.135582                 NaN            NaN            NaN
  1242.81        500.000        97.1125                 NaN            NaN  0.315737       0.311789                 NaN  0.374820        1.76315       0.121975                 NaN            NaN            NaN
  1241.47        500.000        97.1558                 NaN            NaN  0.242399       0.342971                 NaN  0.370604        1.73853       0.149696                 NaN            NaN            NaN
  1240.13        500.000        99.3488                 NaN            NaN  0.199745E-001            NaN            NaN  0.270788E-001  0.493283       0.110847                 NaN            NaN            NaN
  1238.79        500.000        94.8715                 NaN            NaN  0.647015       0.531997                 NaN  0.728402        3.05199       0.169140                 NaN            NaN            NaN
  1237.45        500.000        96.7719                 NaN            NaN  0.377428       0.326123                 NaN  0.447634        1.91740       0.159526                 NaN            NaN            NaN
  1236.10        500.000        98.6297                 NaN            NaN  0.171035       0.639996E-001            NaN  0.143149       0.926003       0.661246E-001            NaN            NaN            NaN
  1234.76        500.000        93.8011                 NaN            NaN  0.429193       0.791410                 NaN  0.824545        3.89842       0.156715                 NaN  0.986530E-001            NaN
  1233.42        500.000        99.8825                 NaN            NaN  0.179120E-001  0.264670E-002            NaN  0.111747E-001  0.857490E-001            NaN            NaN            NaN            NaN
  1232.08        500.000        99.4043                 NaN            NaN  0.143140       0.290709E-001            NaN  0.599098E-001  0.342555       0.209974E-001            NaN            NaN            NaN
  1230.74        500.000        99.4553                 NaN            NaN  0.497809E-001  0.892463E-002            NaN  0.715752E-001  0.375541       0.388481E-001            NaN            NaN            NaN
  1229.40        500.000        95.2523                 NaN            NaN  0.652340       0.466058                 NaN  0.628345        2.78378       0.217219                 NaN            NaN            NaN
  1228.06        500.000        98.5826                 NaN            NaN  0.236807                 NaN            NaN  0.158234       0.922501       0.998727E-001            NaN            NaN            NaN
  1226.71        500.000        97.7832                 NaN            NaN  0.308220E-001  0.488131                 NaN  0.295901        1.37736                 NaN            NaN  0.245621E-001            NaN
  1225.37        500.000        98.2540                 NaN            NaN  0.335550                 NaN            NaN  0.205420        1.09540       0.816943E-001            NaN  0.279268E-001            NaN
  1224.03        500.000        98.0368                 NaN            NaN  0.134736       0.243706                 NaN  0.243706        1.24768       0.612065E-001            NaN  0.321898E-001            NaN
  1222.69        500.000        96.5263                 NaN            NaN  0.562847                 NaN            NaN  0.421950        2.26884       0.173524                 NaN  0.465177E-001            NaN
  1221.35        500.000        99.8018                 NaN            NaN  0.313057E-001            NaN            NaN  0.242824E-001  0.131004       0.101030E-001            NaN  0.152955E-002            NaN
  1220.01        500.000        99.5520                 NaN            NaN  0.629038E-001            NaN            NaN  0.580485E-001  0.294047       0.261561E-001            NaN  0.679542E-002            NaN
  1218.67        500.000        96.2220                 NaN            NaN  0.757189E-001  0.725355       0.175699       0.534541        2.16846                 NaN            NaN  0.982322E-001            NaN
  1217.32        500.000        97.6850                 NaN            NaN  0.164686                 NaN            NaN  0.268354        1.77432       0.930747E-001            NaN  0.145354E-001            NaN
  1215.98        500.000        99.7154                 NaN            NaN  0.550857E-001            NaN            NaN  0.429497E-001  0.176795       0.291130E-002            NaN  0.688263E-002            NaN
  1214.64        500.000        99.8715                 NaN            NaN  0.219287E-001  0.487675E-002            NaN  0.158400E-001  0.777146E-001  0.228552E-002  0.590046E-002            NaN            NaN
  1213.30        500.000        99.9355                 NaN            NaN  0.542917E-003            NaN            NaN  0.751109E-003  0.578823E-001            NaN            NaN  0.536531E-002            NaN
  1211.96        500.000        95.5681                 NaN            NaN  0.964781                 NaN            NaN  0.508673        2.68740       0.241496                 NaN  0.295785E-001            NaN
  1210.62        500.000        98.2885                 NaN            NaN  0.212263       0.185932                 NaN  0.239152        1.01644                 NaN            NaN  0.577176E-001            NaN
  1209.27        500.000        98.6701                 NaN            NaN  0.155571       0.126828                 NaN  0.160509       0.852999                 NaN            NaN  0.340251E-001            NaN
  1207.93        500.000        98.7004                 NaN            NaN  0.102942       0.140304                 NaN  0.156018       0.844820       0.371042E-001            NaN  0.184457E-001            NaN
  1206.59        500.000        98.4752                 NaN            NaN  0.228751E-001  0.171889                 NaN  0.114214        1.16718       0.486120E-001            NaN            NaN            NaN
  1205.25        500.000        99.2623                 NaN            NaN  0.864462E-001  0.794932E-001            NaN  0.112476       0.420321       0.215916E-001            NaN  0.174015E-001            NaN
  1203.91        500.000        96.4223                 NaN            NaN  0.231846       0.384379                 NaN  0.413979        2.39146       0.111532                 NaN  0.444954E-001            NaN
  1202.57        500.000        99.3723                 NaN            NaN  0.649177E-001            NaN            NaN  0.527016E-001  0.481668       0.275242E-001            NaN  0.881108E-003            NaN
  1201.23        500.000        99.9593                 NaN            NaN  0.886647E-002            NaN            NaN  0.429226E-002  0.254961E-001  0.148451E-002            NaN  0.570926E-003            NaN
  1199.88        500.000        99.8646                 NaN            NaN  0.339578E-001            NaN            NaN  0.254311E-001  0.620565E-001  0.980378E-002            NaN  0.414976E-002            NaN
  1198.54        500.000        98.3977                 NaN            NaN  0.154340                 NaN            NaN  0.178030        1.17159       0.855296E-001            NaN  0.128024E-001            NaN
  1197.20        500.000       100.0000                 NaN            NaN  0.262899E-004            NaN            NaN  0.664248E-005            NaN            NaN            NaN  0.214261E-005            NaN
  1195.86        500.000        97.9839                 NaN            NaN  0.217178       0.147667                 NaN  0.237684        1.34784       0.323825E-001            NaN  0.333120E-001            NaN
  1194.52        500.000        99.0150                 NaN            NaN  0.303488       0.681916E-001            NaN  0.127668       0.481562                 NaN            NaN  0.405273E-002            NaN
  1193.18        500.000        97.8389                 NaN            NaN  0.250477                 NaN            NaN  0.180116        1.11130       0.190671E-001            NaN  0.263073E-001  0.573815     
  1191.84        500.000        94.4674                 NaN            NaN            NaN            NaN            NaN  0.424601        1.99471       0.145331                 NaN            NaN   2.96801     
  1190.49        500.000        88.4363                 NaN            NaN  0.922386                 NaN            NaN  0.872319        5.37391       0.282817                 NaN  0.169771E-001   4.09530     
  1189.15        500.000        90.0946                 NaN            NaN  0.509461                 NaN            NaN  0.736445        4.30150       0.255479                 NaN  0.159974E-003   4.10233     
  1187.81        500.000        84.9122                 NaN            NaN  0.709267                 NaN            NaN   1.09035        6.63775       0.100308E-001  0.367562                 NaN   6.27282     
  1186.47        500.000                 NaN            NaN            NaN   4.39292                 NaN            NaN   6.87314        44.8241        2.16800                 NaN  0.762488E-001   41.6656     
  1185.13        500.000                 NaN            NaN            NaN   4.36712                 NaN            NaN   6.88058        44.8070        2.19769                 NaN  0.598795E-001   41.6877     
  1183.79        500.000                 NaN            NaN            NaN   4.39206                 NaN            NaN   6.87331        44.8210        2.15978                 NaN  0.846832E-001   41.6691     
  1182.44        500.000                 NaN            NaN            NaN   4.36067                 NaN            NaN   6.88812        44.8068        2.16587                 NaN  0.903396E-001   41.6882     
  1181.10        500.000                 NaN            NaN            NaN   4.39098                 NaN            NaN   6.87654        44.8161        2.15145                 NaN  0.930819E-001   41.6718     
  1179.76        500.000                 NaN            NaN            NaN   4.35723                 NaN            NaN   6.86718        44.8268        2.15880                 NaN  0.999639E-001   41.6900     
  1178.42        500.000                 NaN            NaN            NaN   4.39246                 NaN            NaN   6.87853        44.8115        2.14182                 NaN  0.101867        41.6738     
  1177.08        500.000                 NaN            NaN            NaN   4.37525                 NaN            NaN   6.88579        44.8051        2.14006                 NaN  0.109423        41.6844     
  1175.74        500.000                 NaN            NaN            NaN   4.38085                 NaN            NaN   6.88730        44.8030        2.13667                 NaN  0.110286        41.6819     
  1174.40        500.000                 NaN            NaN            NaN   4.37492                 NaN            NaN   6.89043        44.7959        2.14117                 NaN  0.109000        41.6886     
  1173.05        500.000                 NaN            NaN            NaN   4.39484                 NaN            NaN   6.88220        44.8007        2.12478                 NaN  0.118065        41.6794     
  1171.71        500.000                 NaN            NaN            NaN   4.39500                 NaN            NaN   6.88316        44.7984        2.12040                 NaN  0.122281        41.6808     
  1170.37        500.000                 NaN            NaN            NaN   4.39346                 NaN            NaN   6.88442        44.7971        2.11593                 NaN  0.126883        41.6822     
  1169.03        500.000                 NaN            NaN            NaN   4.39506                 NaN            NaN   6.88421        44.7954        2.11068                 NaN  0.131450        41.6832     
  1167.69        500.000                 NaN            NaN            NaN   4.39495                 NaN            NaN   6.88574        44.7923        2.10752                 NaN  0.134827        41.6846     
  1166.35        500.000                 NaN            NaN            NaN   4.36646                 NaN            NaN   6.88930        44.7861        2.11686                 NaN  0.137785        41.7035     
  1165.00        500.000                 NaN            NaN            NaN   4.36510                 NaN            NaN   6.89679        44.7833        2.10589                 NaN  0.146524        41.7024     
  1163.66        500.000                 NaN            NaN            NaN   4.39488                 NaN            NaN   6.88882        44.7864        2.09349                 NaN  0.148153        41.6882     
  1162.32        500.000                 NaN            NaN            NaN   4.39694                 NaN            NaN   6.89058        44.7825        2.08865                 NaN  0.152112        41.6892     
  1160.98        500.000                 NaN            NaN            NaN   4.35019                 NaN            NaN   6.89101        44.7862        2.10278                 NaN  0.156558        41.7132     
  1159.64        500.000                 NaN            NaN            NaN   4.31742                 NaN            NaN   6.92241        44.7265        2.14212                 NaN  0.138562        41.7529     
  1158.30        500.000                 NaN            NaN            NaN   4.37017                 NaN            NaN   6.89698        44.7686        2.08939                 NaN  0.162740        41.7121     
  1156.96        500.000                 NaN            NaN            NaN   4.34522                 NaN            NaN   6.88928        44.7875        2.09296                 NaN  0.167667        41.7174     
  1155.61        500.000                 NaN            NaN            NaN   4.33151                 NaN            NaN   6.88774        44.7912        2.09959                 NaN  0.166066        41.7239     
  1154.27        500.000                 NaN            NaN            NaN   4.33206                 NaN            NaN   6.88880        44.7893        2.09414                 NaN  0.171009        41.7247     
  1152.93        500.000                 NaN            NaN            NaN   4.33425                 NaN            NaN   6.89077        44.7836        2.08978                 NaN  0.174995        41.7266     
  1151.59        500.000                 NaN            NaN            NaN   4.33487                 NaN            NaN   6.92762        44.7091        2.09056                 NaN  0.181961        41.7559     
  1150.25        500.000                 NaN            NaN            NaN   4.33532                 NaN            NaN   6.89433        44.7770        2.07999                 NaN  0.184229        41.7291     
  1148.91        500.000                 NaN            NaN            NaN   4.36276                 NaN            NaN   6.89792        44.7818        2.05897                 NaN  0.189953        41.7086     
  1147.57        500.000                 NaN            NaN            NaN   4.35082                 NaN            NaN   6.89502        44.7724        2.06476                 NaN  0.192896        41.7241     
  1146.22        500.000                 NaN            NaN            NaN   4.34266                 NaN            NaN   6.89993        44.7627        2.06399                 NaN  0.197611        41.7332     
  1144.88        500.000                 NaN            NaN            NaN   4.34462                 NaN            NaN   6.90291        44.7569        2.05911                 NaN  0.201754        41.7348     
  1143.54        500.000                 NaN            NaN            NaN   4.37881                 NaN            NaN   6.91341        44.7296        2.03113                 NaN  0.217938        41.7291     
  1142.20        500.000                 NaN            NaN            NaN   4.34421                 NaN            NaN   6.90354        44.7541        2.05083                 NaN  0.209950        41.7374     
  1140.86        500.000                 NaN            NaN            NaN   4.38050                 NaN            NaN   6.91571        44.7303        2.02846                 NaN  0.218962        41.7261     
  1139.52        500.000                 NaN            NaN            NaN   4.38309                 NaN            NaN   6.91598        44.7315        2.02638                 NaN  0.219043        41.7240     
  1138.17        500.000                 NaN            NaN            NaN   4.41065                 NaN            NaN   6.90360        44.7397        2.00541                 NaN  0.228732        41.7119     
  1136.83        500.000                 NaN            NaN            NaN   4.39444                 NaN            NaN   6.91146        44.7389        2.01894                 NaN  0.220286        41.7160     
  1135.49        500.000                 NaN            NaN            NaN   4.39137                 NaN            NaN   6.90970        44.7373        2.00996                 NaN  0.231066        41.7206     
  1134.15        500.000                 NaN            NaN            NaN   4.38812                 NaN            NaN   6.91253        44.7370        1.99994                 NaN  0.240846        41.7216     
  1132.81        500.000                 NaN            NaN            NaN  0.106395E-001   4.38542                 NaN   6.91346        44.7312        1.99895                 NaN  0.239564        41.7208     
  1131.47        500.000                 NaN            NaN            NaN   4.37414       0.332615E-001            NaN   6.91567        44.7265        1.98914                 NaN  0.244486        41.7168     
  1130.13        500.000                 NaN            NaN            NaN  0.580190E-001   4.36091                 NaN   6.91841        44.7216        1.97960                 NaN  0.248957        41.7125     
  1128.78        500.000                 NaN            NaN            NaN   4.35056       0.806550E-001            NaN   6.92170        44.7162        1.96953                 NaN  0.253470        41.7079     
  1127.44        500.000                 NaN            NaN            NaN  0.103943        4.33958                 NaN   6.92431        44.7109        1.95954                 NaN  0.258171        41.7035     
  1126.10        500.000                 NaN            NaN            NaN  0.126188        4.32869                 NaN   6.92718        44.7056        1.95034                 NaN  0.262471        41.6995     
  1124.76        500.000                 NaN            NaN            NaN  0.147080        4.31835                 NaN   6.92985        44.7005        1.94108                 NaN  0.267164        41.6960     
  1123.42        500.000                 NaN            NaN            NaN   4.30760       0.169647                 NaN   6.93289        44.6951        1.93151                 NaN  0.271587        41.6916     
  1122.08        500.000                 NaN            NaN            NaN   4.29699       0.191628                 NaN   6.93589        44.6899        1.92211                 NaN  0.275957        41.6875     
  1120.74        500.000                 NaN            NaN            NaN  0.213602        4.28644                 NaN   6.93890        44.6847        1.91273                 NaN  0.280289        41.6833     
  1119.39        500.000                 NaN            NaN            NaN   4.27595       0.235572                 NaN   6.94193        44.6795        1.90336                 NaN  0.284589        41.6791     
  1118.05        500.000                 NaN            NaN            NaN   4.26553       0.257542                 NaN   6.94498        44.6742        1.89399                 NaN  0.288855        41.6749     
  1116.71        500.000                 NaN            NaN            NaN   4.25518       0.279513                 NaN   6.94806        44.6689        1.88463                 NaN  0.293087        41.6706     
  1115.37        500.000                 NaN            NaN            NaN   4.24489       0.301486                 NaN   6.95115        44.6636        1.87528                 NaN  0.297285        41.6663     
  1114.03        500.000                 NaN            NaN            NaN   4.22773       0.339280                 NaN   6.95564        44.6562        1.86160                 NaN  0.301908        41.6576     
  1112.69        500.000                 NaN            NaN            NaN   4.16807       0.416518                 NaN   6.96469        44.6454        1.84881                 NaN  0.306279        41.6503     
  1111.34        500.000                 NaN            NaN            NaN   4.20867       0.377904                 NaN   6.96123        44.6468        1.84477                 NaN  0.309943        41.6507     
  1110.00        500.000                 NaN            NaN            NaN   4.19855       0.400763                 NaN   6.96467        44.6407        1.83532                 NaN  0.313912        41.6461     
  1108.66        500.000                 NaN            NaN            NaN  0.423115        4.18795                 NaN   6.96766        44.6357        1.82619                 NaN  0.317831        41.6415     
  1107.32        500.000                 NaN            NaN            NaN  0.442329        4.17911                 NaN   6.97054        44.6308        1.81770                 NaN  0.321712        41.6379     
  1105.98        500.000                 NaN            NaN            NaN  0.459732        4.17164                 NaN   6.97361        44.6254        1.80956                 NaN  0.325505        41.6346     
  1104.64        500.000                 NaN            NaN            NaN  0.475533        4.16665                 NaN   6.97420        44.6207        1.80212                 NaN  0.329040        41.6317     
  1103.30        500.000                 NaN            NaN            NaN  0.497288        4.15508                 NaN   6.97952        44.6150        1.79289                 NaN  0.332952        41.6272     
  1101.95        500.000                 NaN            NaN            NaN   4.14690       0.515305                 NaN   6.98240        44.6100        1.78493                 NaN  0.336574        41.6239     
  1100.61        500.000                 NaN            NaN            NaN   4.13770       0.535909                 NaN   6.98554        44.6046        1.77624                 NaN  0.340244        41.6197     
  1099.27        500.000                 NaN            NaN            NaN  0.552541        4.13035                 NaN   6.98834        44.5997        1.76866                 NaN  0.343769        41.6167     
  1097.93        500.000                 NaN            NaN            NaN   4.09585       0.630206                 NaN   7.00201        44.5801        1.74280                 NaN  0.350622        41.5984     
  1096.59        500.000                 NaN            NaN            NaN   4.11296       0.592140                 NaN   6.99458        44.5889        1.75184                 NaN  0.350847        41.6087     
  1095.25        500.000                 NaN            NaN            NaN   4.10429       0.612039                 NaN   6.99773        44.5835        1.74343                 NaN  0.354337        41.6047     
  1093.91        500.000                 NaN            NaN            NaN  0.632503        4.09534                 NaN   7.00093        44.5780        1.73492                 NaN  0.357791        41.6005     
  1092.56        500.000                 NaN            NaN            NaN  0.651223        4.08721                 NaN   7.00399        44.5728        1.72689                 NaN  0.361169        41.5968     
  1091.22        500.000                 NaN            NaN            NaN  0.670713        4.07881                 NaN   7.00714        44.5673        1.71869                 NaN  0.364516        41.5928     
  1089.88        500.000                 NaN            NaN            NaN  0.690223        4.07046                 NaN   7.01031        44.5618        1.71050                 NaN  0.367830        41.5888     
  1088.54        500.000                 NaN            NaN            NaN  0.709067        4.06254                 NaN   7.01345        44.5564        1.70249                 NaN  0.371080        41.5850     
  1087.20        500.000                 NaN            NaN            NaN   4.05433       0.728333                 NaN   7.01663        44.5509        1.69444                 NaN  0.374301        41.5810     
  1085.86        500.000                 NaN            NaN            NaN   4.04640       0.747324                 NaN   7.01981        44.5454        1.68646                 NaN  0.377477        41.5771     
  1084.51        500.000                 NaN            NaN            NaN  0.766146        4.03851                 NaN   7.02297        44.5400        1.67853                 NaN  0.380621        41.5733     
  1083.17        500.000                 NaN            NaN            NaN  0.785067        4.03069                 NaN   7.02617        44.5344        1.67060                 NaN  0.383728        41.5693     
  1081.83        500.000                 NaN            NaN            NaN   4.02295       0.804156                 NaN   7.02943        44.5287        1.66262                 NaN  0.386802        41.5653     
  1080.49        500.000                 NaN            NaN            NaN   4.01523       0.822777                 NaN   7.03260        44.5233        1.65482                 NaN  0.389830        41.5615     
  1079.15        500.000                 NaN            NaN            NaN  0.840990        4.00772                 NaN   7.03576        44.5178        1.64721                 NaN  0.392780        41.5577     
  1077.81        500.000                 NaN            NaN            NaN   4.02550       0.766772                 NaN   7.02090        44.5542        1.66192                 NaN  0.396468        41.5743     
  1076.47        500.000                 NaN            NaN            NaN   3.99281       0.877655                 NaN   7.04217        44.5066        1.63203                 NaN  0.398548        41.5502     
  1075.12        500.000                 NaN            NaN            NaN  0.895666        3.98553                 NaN   7.04535        44.5012        1.62445                 NaN  0.401438        41.5464     
  1073.78        500.000                 NaN            NaN            NaN  0.913891        3.97841                 NaN   7.04862        44.4955        1.61683                 NaN  0.404268        41.5425     
  1072.44        500.000                 NaN            NaN            NaN  0.739432        4.02747                 NaN   7.03756        44.5075        1.67003                 NaN  0.405453        41.6125     
  1071.10        500.000                 NaN            NaN            NaN  0.955428        3.96224                 NaN   7.05567        44.4832        1.60034                 NaN  0.409824        41.5333     
  1069.76        500.000                 NaN            NaN            NaN  0.974215        3.95490                 NaN   7.05901        44.4774        1.59269                 NaN  0.412529        41.5292     
  1068.42        500.000                 NaN            NaN            NaN   3.94749       0.992883                 NaN   7.06252        44.4716        1.58513                 NaN  0.415210        41.5252     
  1067.08        500.000                 NaN            NaN            NaN   1.01182        3.94034                 NaN   7.06575        44.4657        1.57745                 NaN  0.417831        41.5211     
  1065.73        500.000                 NaN            NaN            NaN   1.03018        3.93324                 NaN   7.06908        44.4599        1.57001                 NaN  0.420420        41.5172     
  1064.39        500.000                 NaN            NaN            NaN   3.92601        1.04936                 NaN   7.07253        44.4539        1.56231                 NaN  0.422982        41.5129     
  1063.05        500.000                 NaN            NaN            NaN   1.06809        3.91891                 NaN   7.07594        44.4480        1.55479                 NaN  0.425499        41.5088     
  1061.71        500.000                 NaN            NaN            NaN  0.887844        3.97201                 NaN   7.05248        44.4810        1.60886                 NaN  0.425151        41.5727     
  1060.37        500.000                 NaN            NaN            NaN   1.10436        3.90489                 NaN   7.08256        44.4365        1.54031                 NaN  0.430381        41.5010     
  1059.03        500.000                 NaN            NaN            NaN   1.10433        3.90441                 NaN   7.08405        44.4333        1.53840                 NaN  0.432534        41.5029     
  1057.68        500.000                 NaN            NaN            NaN   1.14189        3.89108                 NaN   7.08953        44.4245        1.52525                 NaN  0.435214        41.4926     
  1056.34        500.000                 NaN            NaN            NaN   1.18198        3.83729                 NaN   7.09284        44.4177        1.52543                 NaN  0.439965        41.5048     
  1055.00        500.000                 NaN            NaN            NaN   3.88691        1.15321                 NaN   7.09388        44.4160        1.51797                 NaN  0.439530        41.4925     
  1053.66        500.000                 NaN            NaN            NaN   1.19867        3.87036                 NaN   7.10008        44.4061        1.50290                 NaN  0.442134        41.4798     
  1052.32        500.000                 NaN            NaN            NaN   1.21735        3.86363                 NaN   7.10361        44.3999        1.49556                 NaN  0.444368        41.4756     
  1050.98        500.000                 NaN            NaN            NaN   1.20065        3.87025                 NaN   7.10334        44.3991        1.49809                 NaN  0.446248        41.4824     
  1049.64        500.000                 NaN            NaN            NaN   3.86443        1.21746                 NaN   7.10668        44.3931        1.49123                 NaN  0.448431        41.4787     
  1048.29        500.000                 NaN            NaN            NaN   3.85877        1.23387                 NaN   7.11000        44.3872        1.48450                 NaN  0.450579        41.4751     
  1046.95        500.000                 NaN            NaN            NaN   3.83715        1.29256                 NaN   7.11797        44.3746        1.46629                 NaN  0.452950        41.4585     
  1045.61        500.000                 NaN            NaN            NaN   3.83050        1.31163                 NaN   7.12162        44.3682        1.45895                 NaN  0.455015        41.4541     
  1044.27        500.000                 NaN            NaN            NaN   1.28129        3.84244                 NaN   7.11986        44.3697        1.46511                 NaN  0.456716        41.4648     
  1042.93        500.000                 NaN            NaN            NaN   1.19057        3.81855                 NaN   7.10064        44.4086        1.49866                 NaN  0.466410        41.5166     
  1041.59        500.000                 NaN            NaN            NaN   1.19053        3.81845                 NaN   7.10060        44.4079        1.49860                 NaN  0.466399        41.5175     
  1040.25        500.000                 NaN            NaN            NaN   1.19050        3.81836                 NaN   7.10057        44.4072        1.49854                 NaN  0.466389        41.5184     
  1038.90        500.000                 NaN            NaN            NaN   1.19047        3.81826                 NaN   7.10053        44.4066        1.49847                 NaN  0.466379        41.5193     
  1037.56        500.000                 NaN            NaN            NaN   1.19043        3.81817                 NaN   7.10050        44.4059        1.49841                 NaN  0.466369        41.5202     
  1036.22        500.000                 NaN            NaN            NaN   1.19040        3.81807                 NaN   7.10047        44.4052        1.49835                 NaN  0.466359        41.5211     
  1034.88        500.000                 NaN            NaN            NaN   1.26966        3.78872                 NaN   7.11606        44.3729        1.47975                 NaN  0.466364        41.5065     
  1033.54        500.000                 NaN            NaN            NaN   1.27694        3.78507                 NaN   7.11794        44.3721        1.46200                 NaN  0.481387        41.5046     
  1032.20        500.000                 NaN            NaN            NaN   1.27690        3.78498                 NaN   7.11791        44.3714        1.46194                 NaN  0.481377        41.5055     
  1030.85        500.000                 NaN            NaN            NaN   1.27687        3.78489                 NaN   7.11787        44.3708        1.46187                 NaN  0.481367        41.5064     
  1029.51        500.000                 NaN            NaN            NaN   1.31350        3.77120                 NaN   7.12373        44.3674        1.43428                 NaN  0.497000        41.4929     
  1028.17        500.000                 NaN            NaN            NaN   1.31347        3.77111                 NaN   7.12370        44.3667        1.43422                 NaN  0.496989        41.4938     
  1026.83        500.000                 NaN            NaN            NaN   1.31343        3.77102                 NaN   7.12366        44.3661        1.43416                 NaN  0.496978        41.4947     
  1025.49        500.000                 NaN            NaN            NaN   1.31340        3.77093                 NaN   7.12363        44.3654        1.43410                 NaN  0.496967        41.4956     
  1024.15        500.000                 NaN            NaN            NaN   1.31336        3.77083                 NaN   7.12360        44.3648        1.43403                 NaN  0.496956        41.4965     
  1022.81        500.000                 NaN            NaN            NaN   1.31333        3.77074                 NaN   7.12357        44.3641        1.43397                 NaN  0.496946        41.4973     
  1021.46        500.000                 NaN            NaN            NaN   1.31330        3.77065                 NaN   7.12353        44.3634        1.43391                 NaN  0.496935        41.4982     
  1020.12        500.000                 NaN            NaN            NaN   1.31327        3.77055                 NaN   7.12350        44.3628        1.43385                 NaN  0.496924        41.4991     
  1018.78        500.000                 NaN            NaN            NaN   1.68792        3.70790                 NaN   7.19698        44.2349        1.31751                 NaN  0.489589        41.3653     
  1017.44        500.000                 NaN            NaN            NaN   1.70696        3.70213                 NaN   7.20094        44.2278        1.31056                 NaN  0.491001        41.3606     
  1016.10        500.000                 NaN            NaN            NaN   1.72604        3.69638                 NaN   7.20491        44.2207        1.30361                 NaN  0.492385        41.3560     
  1014.76        500.000                 NaN            NaN            NaN   1.58945        3.74203                 NaN   7.19069        44.2403        1.34097                 NaN  0.493703        41.4028     
  1013.42        500.000                 NaN            NaN            NaN   3.68499        1.76429                 NaN   7.21290        44.2064        1.28975                 NaN  0.495068        41.3466     
  1012.07        500.000                 NaN            NaN            NaN   1.78346        3.67934                 NaN   7.21692        44.1992        1.28283                 NaN  0.496368        41.3419     
  1010.73        500.000                 NaN            NaN            NaN   1.63141        3.72935                 NaN   7.20080        44.2217        1.32473                 NaN  0.497811        41.3942     
  1009.39        500.000                 NaN            NaN            NaN   1.82190        3.66812                 NaN   7.22503        44.1846        1.26901                 NaN  0.498884        41.3324     
  1008.05        500.000                 NaN            NaN            NaN   1.84113        3.66257                 NaN   7.22910        44.1773        1.26212                 NaN  0.500101        41.3277     
  1006.71        500.000                 NaN            NaN            NaN   1.86053        3.65700                 NaN   7.23321        44.1699        1.25519                 NaN  0.501290        41.3228     
  1005.37        500.000                 NaN            NaN            NaN   3.65152        1.87982                 NaN   7.23733        44.1625        1.24832                 NaN  0.502453        41.3180     
  1004.02        500.000                 NaN            NaN            NaN   1.89929        3.64601                 NaN   7.24147        44.1551        1.24140                 NaN  0.503590        41.3132     
  1002.68        500.000                 NaN            NaN            NaN   3.64061        1.91853                 NaN   7.24561        44.1476        1.23458                 NaN  0.504698        41.3084     
  1001.34        500.000                 NaN            NaN            NaN   3.63515        1.93806                 NaN   7.24979        44.1401        1.22768                 NaN  0.505780        41.3035     
  1000.00        500.000                 NaN            NaN            NaN   3.62959        1.95813                 NaN   7.25406        44.1323        1.22064                 NaN  0.506835        41.2984     
