|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m1/K22/K22_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1234.80        500.000        88.4106                 NaN            NaN            NaN   2.54908       0.299830       0.845029        7.72763       0.167868                 NaN
  1233.32        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1231.83        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1230.34        500.000        61.0188                 NaN            NaN            NaN   3.27046        4.04626        5.60049        25.2665       0.797554                 NaN
  1228.86        500.000        96.0912                 NaN            NaN            NaN   1.12000                 NaN  0.600640        2.13169       0.564324E-001            NaN
  1227.37        500.000        98.7233                 NaN            NaN            NaN  0.720869E-001  0.210349       0.167425       0.797438       0.294293E-001            NaN
  1225.89        500.000        98.5997                 NaN            NaN            NaN  0.298540                 NaN  0.129985       0.940061       0.317292E-001            NaN
  1224.40        500.000        99.0384                 NaN            NaN            NaN  0.253128                 NaN  0.170099       0.508359       0.300477E-001            NaN
  1222.91        500.000        93.5929                 NaN            NaN            NaN  0.921667       0.321246       0.716433        4.33135       0.116437                 NaN
  1221.43        500.000        96.9435                 NaN            NaN            NaN  0.720531                 NaN  0.396554        1.89310       0.463046E-001            NaN
  1219.94        500.000        97.8650                 NaN            NaN            NaN  0.133664       0.489124       0.374016        1.07584       0.623828E-001            NaN
  1218.46        500.000        97.9005                 NaN            NaN            NaN  0.217965                 NaN  0.980598E-001   1.76028       0.231590E-001            NaN
  1216.97        500.000        97.8061                 NaN            NaN            NaN  0.369356       0.439042E-001  0.234304        1.49447       0.518307E-001            NaN
  1215.48        500.000        98.0380                 NaN            NaN            NaN  0.152860       0.253449       0.226416        1.29152       0.377831E-001            NaN
  1214.00        500.000        98.3758                 NaN            NaN            NaN  0.146613       0.322805       0.273216       0.832929       0.486255E-001            NaN
  1212.51        500.000        97.7492                 NaN            NaN            NaN  0.176527       0.140185       0.171262        1.73802       0.248496E-001            NaN
  1211.02        500.000        95.1018                 NaN            NaN            NaN  0.403877       0.464639       0.547574        3.38625       0.958220E-001            NaN
  1209.54        500.000       100.0000                 NaN  0.470230E-005            NaN  0.108986E-005            NaN  0.185867E-005            NaN            NaN            NaN
  1208.05        500.000       100.0000                 NaN            NaN            NaN  0.120861E-004            NaN  0.628625E-005  0.286616E-004            NaN            NaN
  1206.57        500.000        99.9999                 NaN            NaN            NaN  0.197563E-004            NaN  0.123513E-004  0.948989E-004  0.198903E-005            NaN
  1205.08        500.000        98.8936                 NaN            NaN            NaN  0.547697E-001  0.186990       0.126483       0.729100       0.902021E-002            NaN
  1203.59        500.000        95.6755                 NaN            NaN            NaN  0.772775       0.222829       0.499366        2.75201       0.775560E-001            NaN
  1202.11        500.000        98.1271                 NaN            NaN            NaN  0.195860       0.153780       0.240084        1.24822       0.349633E-001            NaN
  1200.62        500.000        97.3248                 NaN            NaN            NaN  0.298777       0.204313       0.597217        1.54177       0.331177E-001            NaN
  1199.14        500.000        98.9607                 NaN            NaN            NaN  0.764004E-001  0.185556                 NaN  0.762696       0.146848E-001            NaN
  1197.65        500.000        99.1156                 NaN            NaN            NaN  0.192574                 NaN            NaN  0.655225       0.366438E-001            NaN
  1196.16        500.000        99.5299                 NaN            NaN            NaN  0.143292                 NaN            NaN  0.321529       0.525348E-002            NaN
  1194.68        500.000        98.9041                 NaN            NaN            NaN  0.206784                 NaN  0.830118E-001  0.791567       0.144918E-001            NaN
  1193.19        500.000        98.6000                 NaN            NaN            NaN  0.282155                 NaN  0.143586       0.946273       0.279976E-001            NaN
  1191.71        500.000        97.9534                 NaN            NaN            NaN  0.427250                 NaN  0.227473        1.37736       0.144691E-001            NaN
  1190.22        500.000        99.4713                 NaN            NaN            NaN  0.198159       0.141138E-005  0.828655E-001            NaN  0.212995E-001  0.226398     
  1188.73        500.000        98.2412                 NaN            NaN            NaN  0.448596E-001  0.648363E-001  0.860922E-001   1.54987       0.131244E-001            NaN
  1187.25        500.000        73.5576                 NaN            NaN            NaN   1.34569       0.772737        1.89894        11.6843       0.128712        10.6120     
  1185.76        500.000                 NaN            NaN            NaN            NaN   6.42797        2.30557        7.26364        43.3531       0.386367        40.2633     
  1184.28        500.000                 NaN            NaN            NaN            NaN   2.33855        6.36073        7.23290        43.4155       0.394085        40.2583     
  1182.79        500.000                 NaN            NaN            NaN            NaN   6.72761        1.99627        7.25546        43.3714       0.388207        40.2610     
  1181.30        500.000                 NaN            NaN            NaN            NaN   6.55096        2.17115        7.25207        43.3744       0.388381        40.2630     
  1179.82        500.000                 NaN            NaN  0.470276                 NaN   3.46832        4.43128        7.19265        43.5426       0.424889        40.4700     
  1178.33        500.000                 NaN            NaN            NaN            NaN   2.42367        6.28186        7.24131        43.3948       0.392485        40.2658     
  1176.84        500.000                 NaN            NaN            NaN            NaN   1.66001        7.05778        7.28057        43.3501       0.389328        40.2622     
  1175.36        500.000                 NaN            NaN            NaN            NaN   6.67608        2.05247        7.27352        43.3435       0.386875        40.2676     
  1173.87        500.000                 NaN            NaN   1.96734                 NaN   5.34645                 NaN   7.05076        43.9994       0.520153        41.1159     
  1172.39        500.000                 NaN            NaN   1.97492                 NaN   5.33402                 NaN   7.05095        43.9989       0.520533        41.1206     
  1170.90        500.000                 NaN            NaN   1.98886                 NaN   5.31023                 NaN   7.05030        44.0010       0.521418        41.1282     
  1169.41        500.000                 NaN            NaN   2.10315                 NaN   5.10966                 NaN   7.03430        44.0492       0.528318        41.1754     
  1167.93        500.000                 NaN            NaN   2.00076                 NaN   5.29116                 NaN   7.05106        43.9988       0.521933        41.1363     
  1166.44        500.000                 NaN            NaN            NaN            NaN   2.12894        6.57401        7.29876        43.3369       0.392057        40.2694     
  1164.96        500.000                 NaN            NaN   2.12487                 NaN   5.07394                 NaN   7.03463        44.0481       0.529372        41.1891     
  1163.47        500.000                 NaN            NaN   2.13139                 NaN   5.06331                 NaN   7.03484        44.0475       0.529665        41.1933     
  1161.98        500.000                 NaN            NaN   2.13832                 NaN   5.05195                 NaN   7.03497        44.0470       0.529999        41.1977     
  1160.50        500.000                 NaN            NaN            NaN            NaN   2.55445        6.16998        7.28714        43.3207       0.387433        40.2803     
  1159.01        500.000                 NaN            NaN            NaN            NaN   2.40007        6.33684        7.29531        43.3010       0.384027        40.2828     
  1157.53        500.000                 NaN            NaN            NaN            NaN   6.31726        2.41891        7.29727        43.2970       0.384291        40.2852     
  1156.04        500.000                 NaN            NaN  0.278614E-002            NaN   2.46350        6.26009        7.29616        43.3062       0.386234        40.2851     
  1154.55        500.000                 NaN            NaN   2.17144                 NaN   4.99770                 NaN   7.03573        44.0443       0.531570        41.2193     
  1153.07        500.000                 NaN            NaN   2.14698                 NaN   5.04025                 NaN   7.04216        44.0266       0.530973        41.2130     
  1151.58        500.000                 NaN            NaN   2.15346                 NaN   5.02968                 NaN   7.04230        44.0261       0.531266        41.2172     
  1150.10        500.000                 NaN            NaN   2.15985                 NaN   5.01924                 NaN   7.04245        44.0255       0.531557        41.2214     
  1148.61        500.000                 NaN            NaN   2.00757                 NaN   5.31017                 NaN   7.06841        43.9423       0.515035        41.1565     
  1147.12        500.000                 NaN            NaN   2.02302                 NaN   5.28357                 NaN   7.06732        43.9453       0.516089        41.1647     
  1145.64        500.000                 NaN            NaN   2.17816                 NaN   4.98952                 NaN   7.04297        44.0233       0.532358        41.2337     
  1144.15        500.000                 NaN            NaN   1.13937                 NaN   3.99744        2.79322        7.17696        43.6484       0.458329        40.7863     
  1142.66        500.000                 NaN            NaN   1.16483                 NaN   4.00469        2.74339        7.17560        43.6529       0.459775        40.7988     
  1141.18        500.000                 NaN            NaN   2.19664                 NaN   4.95946                 NaN   7.04338        44.0215       0.533160        41.2459     
  1139.69        500.000                 NaN            NaN   1.22697                 NaN   3.96159        2.68631        7.17450        43.6589       0.462203        40.8295     
  1138.21        500.000                 NaN            NaN   2.17594                 NaN   5.00328                 NaN   7.04578        44.0097       0.529034        41.2363     
  1136.72        500.000                 NaN            NaN   2.17640                 NaN   5.00367                 NaN   7.04667        44.0066       0.528806        41.2378     
  1135.23        500.000                 NaN            NaN   2.17573                 NaN   5.00613                 NaN   7.04770        44.0031       0.528474        41.2389     
  1133.75        500.000                 NaN            NaN   2.12544                 NaN   5.11007                 NaN   7.06249        43.9569       0.522467        41.2226     
  1132.26        500.000                 NaN            NaN   2.14859                 NaN   5.06408                 NaN   7.05696        43.9732       0.524767        41.2324     
  1130.78        500.000                 NaN            NaN   2.13922                 NaN   5.07588                 NaN   7.06780        43.9587       0.526596        41.2318     
  1129.29        500.000                 NaN            NaN   2.13869                 NaN   5.08626                 NaN   7.06136        43.9592       0.523301        41.2312     
  1127.80        500.000                 NaN            NaN   2.12434                 NaN   5.11001                 NaN   7.06153        43.9580       0.522103        41.2240     
  1126.32        500.000                 NaN            NaN   2.16699                 NaN   5.03871                 NaN   7.06081        43.9610       0.525112        41.2474     
  1124.83        500.000                 NaN            NaN   2.17511                 NaN   5.02507                 NaN   7.06063        43.9612       0.525594        41.2524     
  1123.35        500.000                 NaN            NaN   2.18473                 NaN   5.00872                 NaN   7.06247        43.9563       0.526875        41.2609     
  1121.86        500.000                 NaN            NaN   2.19034                 NaN   4.99966                 NaN   7.06044        43.9611       0.526469        41.2620     
  1120.37        500.000                 NaN            NaN   2.19336                 NaN   4.99595                 NaN   7.06353        43.9523       0.527090        41.2678     
  1118.89        500.000                 NaN            NaN   2.20522                 NaN   4.97492                 NaN   7.06032        43.9607       0.527315        41.2715     
  1117.40        500.000                 NaN            NaN   2.21288                 NaN   4.96185                 NaN   7.05963        43.9623       0.527654        41.2757     
  1115.92        500.000                 NaN            NaN   2.36927                 NaN   4.66166                 NaN   7.03590        44.0460       0.543453        41.3437     
  1114.43        500.000                 NaN            NaN   2.24403                 NaN   4.90925                 NaN   7.05920        43.9631       0.530026        41.2944     
  1112.94        500.000                 NaN            NaN   2.24475                 NaN   4.90819                 NaN   7.05921        43.9627       0.529851        41.2953     
  1111.46        500.000                 NaN            NaN   2.26528                 NaN   4.86972                 NaN   7.05627        43.9716       0.531784        41.3054     
  1109.97        500.000                 NaN            NaN   2.25242                 NaN   4.89283                 NaN   7.05746        43.9669       0.530524        41.2999     
  1108.48        500.000                 NaN            NaN   2.26370                 NaN   4.87606                 NaN   7.05894        43.9624       0.531054        41.3079     
  1107.00        500.000                 NaN            NaN   2.26269                 NaN   4.87863                 NaN   7.05924        43.9611       0.530558        41.3078     
  1105.51        500.000                 NaN            NaN   2.26895                 NaN   4.86819                 NaN   7.05927        43.9607       0.530906        41.3120     
  1104.03        500.000                 NaN            NaN   2.27498                 NaN   4.85832                 NaN   7.05936        43.9600       0.531228        41.3161     
  1102.54        500.000                 NaN            NaN   2.28095                 NaN   4.84839                 NaN   7.05942        43.9595       0.531553        41.3202     
  1101.05        500.000                 NaN            NaN   2.28675                 NaN   4.83884                 NaN   7.05952        43.9588       0.531861        41.3242     
  1099.57        500.000                 NaN            NaN   2.29243                 NaN   4.82953                 NaN   7.05964        43.9581       0.532159        41.3282     
  1098.08        500.000                 NaN            NaN   2.29798                 NaN   4.82042                 NaN   7.05977        43.9573       0.532447        41.3321     
  1096.60        500.000                 NaN            NaN   2.32832                 NaN   4.76379                 NaN   7.05909        43.9625       0.536025        41.3503     
  1095.11        500.000                 NaN            NaN   2.33369                 NaN   4.75502                 NaN   7.05931        43.9616       0.536305        41.3541     
  1093.62        500.000                 NaN            NaN   2.31895                 NaN   4.78639                 NaN   7.06069        43.9536       0.533688        41.3467     
  1092.14        500.000                 NaN            NaN   2.32887                 NaN   4.77061                 NaN   7.06146        43.9510       0.534356        41.3537     
  1090.65        500.000                 NaN            NaN   2.33407                 NaN   4.76220                 NaN   7.06172        43.9499       0.534622        41.3575     
  1089.17        500.000                 NaN            NaN   2.32933                 NaN   4.76940                 NaN   7.06084        43.9517       0.534027        41.3547     
  1087.68        500.000                 NaN            NaN   2.33446                 NaN   4.76111                 NaN   7.06109        43.9506       0.534286        41.3584     
  1086.19        500.000                 NaN            NaN   2.33950                 NaN   4.75299                 NaN   7.06135        43.9494       0.534538        41.3622     
  1084.71        500.000                 NaN            NaN   2.35337                 NaN   4.73126                 NaN   7.06289        43.9448       0.535550        41.3721     
  1083.22        500.000                 NaN            NaN   2.35796                 NaN   4.72398                 NaN   7.06324        43.9434       0.535748        41.3757     
  1081.73        500.000                 NaN            NaN   2.36017                 NaN   4.72077                 NaN   7.06328        43.9424       0.535712        41.3777     
  1080.25        500.000                 NaN            NaN   2.36389                 NaN   4.71505                 NaN   7.06394        43.9403       0.535858        41.3809     
  1078.76        500.000                 NaN            NaN   2.36842                 NaN   4.70788                 NaN   7.06414        43.9392       0.536035        41.3843     
  1077.28        500.000                 NaN            NaN   2.35669                 NaN   4.73257                 NaN   7.07037        43.9209       0.535204        41.3843     
  1075.79        500.000                 NaN            NaN   2.37895                 NaN   4.68931                 NaN   7.06414        43.9387       0.536901        41.3920     
  1074.30        500.000                 NaN            NaN   2.36947                 NaN   4.69225                 NaN   7.06368        43.9449       0.539581        41.3901     
  1072.82        500.000                 NaN            NaN   2.37298                 NaN   4.70585                 NaN   7.07099        43.9180       0.536126        41.3960     
  1071.33        500.000                 NaN            NaN   2.41683                 NaN   4.61262                 NaN   7.05625        43.9640       0.540950        41.4094     
  1069.85        500.000                 NaN            NaN   2.39585                 NaN   4.66392                 NaN   7.06642        43.9304       0.537449        41.4060     
  1068.36        500.000                 NaN            NaN   2.40033                 NaN   4.65691                 NaN   7.06690        43.9286       0.537664        41.4096     
  1066.87        500.000                 NaN            NaN   2.39281                 NaN   4.67091                 NaN   7.06710        43.9264       0.536649        41.4061     
  1065.39        500.000                 NaN            NaN   2.41072                 NaN   4.64091                 NaN   7.06840        43.9235       0.538225        41.4182     
  1063.90        500.000                 NaN            NaN   2.41451                 NaN   4.63510                 NaN   7.06889        43.9217       0.538375        41.4214     
  1062.42        500.000                 NaN            NaN   2.41824                 NaN   4.62940                 NaN   7.06939        43.9198       0.538519        41.4247     
  1060.93        500.000                 NaN            NaN   2.41375                 NaN   4.63271                 NaN   7.06599        43.9285       0.538485        41.4206     
  1059.44        500.000                 NaN            NaN   2.44286                 NaN   4.57385                 NaN   7.05930        43.9506       0.541403        41.4320     
  1057.96        500.000                 NaN            NaN   2.44727                 NaN   4.56652                 NaN   7.05953        43.9496       0.541659        41.4354     
  1056.47        500.000                 NaN            NaN   2.45136                 NaN   4.55995                 NaN   7.05999        43.9480       0.541880        41.4388     
  1054.99        500.000                 NaN            NaN   2.45534                 NaN   4.55364                 NaN   7.06050        43.9462       0.542087        41.4422     
  1053.50        500.000                 NaN            NaN   2.45923                 NaN   4.54748                 NaN   7.06101        43.9444       0.542286        41.4456     
  1052.01        500.000                 NaN            NaN   2.46304                 NaN   4.54147                 NaN   7.06153        43.9426       0.542476        41.4489     
  1050.53        500.000                 NaN            NaN   2.46678                 NaN   4.53560                 NaN   7.06205        43.9408       0.542659        41.4521     
  1049.04        500.000                 NaN            NaN   2.47044                 NaN   4.52986                 NaN   7.06259        43.9389       0.542835        41.4554     
  1047.55        500.000                 NaN            NaN   2.47380                 NaN   4.52476                 NaN   7.06311        43.9369       0.542960        41.4584     
  1046.07        500.000                 NaN            NaN   2.47025                 NaN   4.53887                 NaN   7.07091        43.9142       0.542196        41.4636     
  1044.58        500.000                 NaN            NaN   2.47320                 NaN   4.53471                 NaN   7.07161        43.9117       0.542261        41.4665     
  1043.10        500.000                 NaN            NaN   2.47612                 NaN   4.53063                 NaN   7.07231        43.9091       0.542323        41.4695     
  1041.61        500.000                 NaN            NaN   2.47900                 NaN   4.52662                 NaN   7.07302        43.9066       0.542381        41.4724     
  1040.12        500.000                 NaN            NaN   2.48184                 NaN   4.52269                 NaN   7.07375        43.9040       0.542436        41.4753     
  1038.64        500.000                 NaN            NaN   2.48464                 NaN   4.51883                 NaN   7.07448        43.9014       0.542487        41.4782     
  1037.15        500.000                 NaN            NaN   2.47245                 NaN   4.54946                 NaN   7.07874        43.8841       0.540106        41.4752     
  1035.67        500.000                 NaN            NaN   2.47623                 NaN   4.54377                 NaN   7.07949        43.8816       0.540284        41.4786     
  1034.18        500.000                 NaN            NaN   2.47889                 NaN   4.53996                 NaN   7.08005        43.8794       0.540336        41.4813     
  1032.69        500.000                 NaN            NaN   2.49592                 NaN   4.50282                 NaN   7.07696        43.8921       0.542720        41.4895     
  1031.21        500.000                 NaN            NaN   2.49874                 NaN   4.49875                 NaN   7.07749        43.8900       0.542782        41.4922     
  1029.72        500.000                 NaN            NaN   2.50152                 NaN   4.49473                 NaN   7.07803        43.8879       0.542841        41.4949     
  1028.24        500.000                 NaN            NaN   2.50170                 NaN   4.49685                 NaN   7.08011        43.8812       0.542629        41.4975     
  1026.75        500.000                 NaN            NaN   2.50438                 NaN   4.49313                 NaN   7.08084        43.8786       0.542690        41.5004     
  1025.26        500.000                 NaN            NaN   2.50703                 NaN   4.48947                 NaN   7.08158        43.8759       0.542749        41.5032     
  1023.78        500.000                 NaN            NaN   2.50966                 NaN   4.48587                 NaN   7.08234        43.8733       0.542805        41.5061     
  1022.29        500.000                 NaN            NaN   2.51226                 NaN   4.48231                 NaN   7.08310        43.8706       0.542859        41.5089     
  1020.81        500.000                 NaN            NaN   2.52162                 NaN   4.45881                 NaN   7.07559        43.8914       0.543842        41.5088     
  1019.32        500.000                 NaN            NaN   2.48724                 NaN   4.51942                 NaN   7.08521        43.8647       0.542920        41.5005     
  1017.83        500.000                 NaN            NaN   2.52656                 NaN   4.45224                 NaN   7.07721        43.8857       0.543928        41.5144     
  1016.35        500.000                 NaN            NaN   2.52900                 NaN   4.44902                 NaN   7.07803        43.8828       0.543968        41.5171     
  1014.86        500.000                 NaN            NaN   2.53141                 NaN   4.44585                 NaN   7.07886        43.8800       0.544005        41.5199     
  1013.37        500.000                 NaN            NaN   2.53381                 NaN   4.44273                 NaN   7.07970        43.8770       0.544041        41.5227     
  1011.89        500.000                 NaN            NaN   2.53618                 NaN   4.43965                 NaN   7.08054        43.8741       0.544075        41.5254     
  1010.40        500.000                 NaN            NaN   2.53853                 NaN   4.43661                 NaN   7.08140        43.8712       0.544107        41.5282     
  1008.92        500.000                 NaN            NaN   2.54086                 NaN   4.43362                 NaN   7.08226        43.8682       0.544137        41.5310     
  1007.43        500.000                 NaN            NaN   2.54316                 NaN   4.43067                 NaN   7.08312        43.8652       0.544165        41.5337     
  1005.94        500.000                 NaN            NaN   2.54545                 NaN   4.42777                 NaN   7.08400        43.8621       0.544191        41.5364     
  1004.46        500.000                 NaN            NaN   2.54772                 NaN   4.42491                 NaN   7.08488        43.8591       0.544215        41.5392     
  1002.97        500.000                 NaN            NaN   2.54996                 NaN   4.42209                 NaN   7.08578        43.8560       0.544237        41.5419     
  1001.49        500.000                 NaN            NaN   2.55219                 NaN   4.41932                 NaN   7.08668        43.8529       0.544257        41.5446     
  1000.00        500.000                 NaN            NaN   2.55440                 NaN   4.41658                 NaN   7.08758        43.8498       0.544275        41.5473     
