|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m1/K22/K22_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1462.17        500.000        98.2676       0.637020E-002            NaN            NaN   1.00017       0.725904                 NaN            NaN            NaN            NaN
  1460.69        500.000        99.6366                 NaN            NaN            NaN  0.153644       0.209739                 NaN            NaN            NaN            NaN
  1459.20        500.000        98.8749                 NaN            NaN            NaN  0.649167       0.475896                 NaN            NaN            NaN            NaN
  1457.72        500.000        98.9479                 NaN            NaN            NaN  0.607793       0.444326                 NaN            NaN            NaN            NaN
  1456.23        500.000        98.9553                 NaN            NaN            NaN  0.604463       0.440284                 NaN            NaN            NaN            NaN
  1454.74        500.000        99.1621       0.150369E-002            NaN            NaN  0.485256       0.351160                 NaN            NaN            NaN            NaN
  1453.26        500.000        98.7787                 NaN            NaN            NaN  0.707478       0.513845                 NaN            NaN            NaN            NaN
  1451.77        500.000        98.9879                 NaN            NaN            NaN  0.424980       0.587074                 NaN            NaN            NaN            NaN
  1450.29        500.000        98.9985                 NaN            NaN            NaN  0.419772       0.581696                 NaN            NaN            NaN            NaN
  1448.80        500.000        99.0059                 NaN            NaN            NaN  0.577594       0.416499                 NaN            NaN            NaN            NaN
  1447.31        500.000        99.0151                 NaN            NaN            NaN  0.411166       0.573701                 NaN            NaN            NaN            NaN
  1445.83        500.000        99.0254                 NaN            NaN            NaN  0.568011       0.406608                 NaN            NaN            NaN            NaN
  1444.34        500.000        99.0340                 NaN            NaN            NaN  0.402845       0.563192                 NaN            NaN            NaN            NaN
  1442.85        500.000        99.0425                 NaN            NaN            NaN  0.558818       0.398717                 NaN            NaN            NaN            NaN
  1441.37        500.000        99.0468                 NaN            NaN            NaN  0.394237       0.558941                 NaN            NaN            NaN            NaN
  1439.88        500.000        99.0643                 NaN            NaN            NaN  0.388683       0.546975                 NaN            NaN            NaN            NaN
  1438.40        500.000        99.0698                 NaN            NaN            NaN  0.544997       0.385212                 NaN            NaN            NaN            NaN
  1436.91        500.000        99.0766                 NaN            NaN            NaN  0.381770       0.541596                 NaN            NaN            NaN            NaN
  1435.42        500.000        98.8040                 NaN            NaN            NaN  0.577037       0.502598       0.116341                 NaN            NaN            NaN
  1433.94        500.000        97.3118                 NaN            NaN            NaN  0.778016        1.16786       0.742365                 NaN            NaN            NaN
  1432.45        500.000        97.3837                 NaN            NaN            NaN   1.13639       0.757633       0.722312                 NaN            NaN            NaN
  1430.97        500.000        97.4358                 NaN            NaN            NaN  0.742681        1.11346       0.708072                 NaN            NaN            NaN
  1429.48        500.000        97.4978                 NaN            NaN            NaN   1.08574       0.725423       0.690998                 NaN            NaN            NaN
  1427.99        500.000        97.5544                 NaN            NaN            NaN   1.06178       0.707963       0.675884                 NaN            NaN            NaN
  1426.51        500.000        97.6089                 NaN            NaN            NaN   1.03830       0.691948       0.660870                 NaN            NaN            NaN
  1425.02        500.000        97.6578                 NaN            NaN            NaN   1.01623       0.678559       0.647394                 NaN            NaN            NaN
  1423.54        500.000        97.7082                 NaN            NaN            NaN  0.663481       0.994873       0.633470                 NaN            NaN            NaN
  1422.05        500.000        97.7551                 NaN            NaN            NaN  0.974737       0.649491       0.620653                 NaN            NaN            NaN
  1420.56        500.000        97.8004                 NaN            NaN            NaN  0.955458       0.635949       0.608211                 NaN            NaN            NaN
  1419.08        500.000        97.8440                 NaN            NaN            NaN  0.936428       0.623386       0.596144                 NaN            NaN            NaN
  1417.59        500.000        97.8905                 NaN            NaN            NaN  0.916337       0.609943       0.583184                 NaN            NaN            NaN
  1416.11        500.000        97.9300                 NaN            NaN            NaN  0.597965       0.899569       0.572459                 NaN            NaN            NaN
  1414.62        500.000        97.9702                 NaN            NaN            NaN  0.586297       0.882278       0.561218                 NaN            NaN            NaN
  1413.13        500.000        98.0090                 NaN            NaN            NaN  0.575334       0.865265       0.550451                 NaN            NaN            NaN
  1411.65        500.000        98.0456                 NaN            NaN            NaN  0.850127       0.563933       0.540301                 NaN            NaN            NaN
  1410.16        500.000        98.0821                 NaN            NaN            NaN  0.553199       0.834553       0.530161                 NaN            NaN            NaN
  1408.67        500.000        98.1170                 NaN            NaN            NaN  0.819751       0.542755       0.520463                 NaN            NaN            NaN
  1407.19        500.000        98.1479                 NaN            NaN            NaN  0.533553       0.806658       0.511859                 NaN            NaN            NaN
  1405.70        500.000        98.1853                 NaN            NaN            NaN  0.791047       0.522087       0.501586                 NaN            NaN            NaN
  1404.22        500.000        98.2161                 NaN            NaN            NaN  0.777844       0.512893       0.493158                 NaN            NaN            NaN
  1402.73        500.000        98.2476                 NaN            NaN            NaN  0.503687       0.764493       0.484261                 NaN            NaN            NaN
  1401.24        500.000        98.2761                 NaN            NaN            NaN  0.752856       0.494986       0.476024                 NaN            NaN            NaN
  1399.76        500.000        98.3056                 NaN            NaN            NaN  0.740255       0.486291       0.467805                 NaN            NaN            NaN
  1398.27        500.000        98.3318                 NaN  0.214108E-005            NaN  0.729491       0.478230       0.460520                 NaN            NaN            NaN
  1396.79        500.000        98.3615                 NaN            NaN            NaN  0.716869       0.469199       0.452411                 NaN            NaN            NaN
  1395.30        500.000        98.3864                 NaN            NaN            NaN  0.706619       0.461704       0.445242                 NaN            NaN            NaN
  1393.81        500.000        98.4143                 NaN            NaN            NaN  0.453078       0.695265       0.437307                 NaN            NaN            NaN
  1392.33        500.000        98.4376                 NaN  0.299050E-005            NaN  0.685808       0.445631       0.430926                 NaN            NaN            NaN
  1390.84        500.000        98.4629                 NaN            NaN            NaN  0.438528       0.674844       0.423714                 NaN            NaN            NaN
  1389.36        500.000        98.4851                 NaN            NaN            NaN  0.431136       0.666179       0.417565                 NaN            NaN            NaN
  1387.87        500.000        98.5095                 NaN            NaN            NaN  0.655515       0.424608       0.410338                 NaN            NaN            NaN
  1386.38        500.000        98.5317                 NaN            NaN            NaN  0.646785       0.417308       0.404223                 NaN            NaN            NaN
  1384.90        500.000        98.5533                 NaN            NaN            NaN  0.410616       0.637944       0.398166                 NaN            NaN            NaN
  1383.41        500.000        98.5737                 NaN            NaN            NaN  0.629074       0.404679       0.392562                 NaN            NaN            NaN
  1381.93        500.000        98.5979                 NaN            NaN            NaN  0.619643       0.397118       0.385338                 NaN            NaN            NaN
  1380.44        500.000        98.6156                 NaN            NaN            NaN  0.612688       0.391222       0.380535                 NaN            NaN            NaN
  1378.95        500.000        98.6353                 NaN            NaN            NaN  0.604213       0.385668       0.374837                 NaN            NaN            NaN
  1377.47        500.000        98.6547                 NaN            NaN            NaN  0.379185       0.596872       0.369255                 NaN            NaN            NaN
  1375.98        500.000        98.6734                 NaN            NaN            NaN  0.373326       0.589210       0.364036                 NaN            NaN            NaN
  1374.49        500.000        98.6908                 NaN            NaN            NaN  0.582491       0.367690       0.358992                 NaN            NaN            NaN
  1373.01        500.000        98.7088                 NaN            NaN            NaN  0.575214       0.362076       0.353935                 NaN            NaN            NaN
  1371.52        500.000        98.7252                 NaN            NaN            NaN  0.568477       0.357122       0.349231                 NaN            NaN            NaN
  1370.04        500.000        98.7441                 NaN            NaN            NaN  0.351383       0.560853       0.343685                 NaN            NaN            NaN
  1368.55        500.000        98.7599                 NaN            NaN            NaN  0.346183       0.554636       0.339233                 NaN            NaN            NaN
  1367.06        500.000        98.7759                 NaN            NaN            NaN  0.548227       0.341174       0.334732                 NaN            NaN            NaN
  1365.58        500.000        98.7911                 NaN            NaN            NaN  0.542354       0.336221       0.330310                 NaN            NaN            NaN
  1364.09        500.000        98.8070                 NaN            NaN            NaN  0.536061       0.331160       0.325745                 NaN            NaN            NaN
  1362.61        500.000        98.8218                 NaN            NaN            NaN  0.326458       0.530198       0.321502                 NaN            NaN            NaN
  1361.12        500.000        98.8369                 NaN            NaN            NaN  0.524263       0.321673       0.317166                 NaN            NaN            NaN
  1359.63        500.000        98.8513                 NaN            NaN            NaN  0.518374       0.317370       0.312987                 NaN            NaN            NaN
  1358.15        500.000        98.8647                 NaN            NaN            NaN  0.513380       0.312675       0.309207                 NaN            NaN            NaN
  1356.66        500.000        98.8781                 NaN            NaN            NaN  0.508111       0.308632       0.305160                 NaN            NaN            NaN
  1355.18        500.000        98.8918                 NaN            NaN            NaN  0.502571       0.304353       0.301242                 NaN            NaN            NaN
  1353.69        500.000        98.9049                 NaN            NaN            NaN  0.300140       0.497413       0.297498                 NaN            NaN            NaN
  1352.20        500.000        98.9183                 NaN  0.978132E-003            NaN  0.296116       0.490888       0.293695                 NaN            NaN            NaN
  1350.72        500.000        98.9307                 NaN  0.430260E-002            NaN  0.481352       0.293082       0.290579                 NaN            NaN            NaN
  1349.23        500.000        98.9557                 NaN  0.150179                 NaN  0.337708       0.255560       0.300876                 NaN            NaN            NaN
  1347.75        500.000        98.9698                 NaN  0.149651                 NaN  0.333626       0.250170       0.296732                 NaN            NaN            NaN
  1346.26        500.000        98.9816                 NaN  0.150124                 NaN  0.244662       0.330382       0.293264                 NaN            NaN            NaN
  1344.77        500.000        98.9934                 NaN  0.150771                 NaN  0.327271       0.238574       0.289955                 NaN            NaN            NaN
  1343.29        500.000        99.0054                 NaN  0.150433                 NaN  0.233700       0.324194       0.286287                 NaN            NaN            NaN
  1341.80        500.000        99.0182                 NaN  0.150100                 NaN  0.319951       0.229154       0.282578                 NaN            NaN            NaN
  1340.31        500.000        99.0302                 NaN  0.149993                 NaN  0.317098       0.223764       0.278948                 NaN            NaN            NaN
  1338.83        500.000        99.0404                 NaN  0.150211                 NaN  0.219337       0.314036       0.275979                 NaN            NaN            NaN
  1337.34        500.000        99.0520                 NaN  0.149968                 NaN  0.214582       0.310902       0.272560                 NaN            NaN            NaN
  1335.86        500.000        99.0735                 NaN  0.265811                 NaN  0.347169       0.334035E-001  0.280102                 NaN            NaN            NaN
  1334.37        500.000        99.0679                 NaN  0.339366E-001            NaN  0.380605       0.263107       0.254467                 NaN            NaN            NaN
  1332.88        500.000        99.0837                 NaN  0.149176                 NaN  0.202140       0.301892       0.263139                 NaN            NaN            NaN
  1331.40        500.000        99.0946                 NaN  0.148995                 NaN  0.298761       0.197818       0.259790                 NaN            NaN            NaN
  1329.91        500.000        99.1043                 NaN  0.149083                 NaN  0.193392       0.296183       0.257061                 NaN            NaN            NaN
  1328.43        500.000        99.1121                 NaN  0.147550                 NaN  0.292625       0.193163       0.254557                 NaN            NaN            NaN
  1326.94        500.000        99.1263                 NaN  0.147070                 NaN  0.186692       0.289756       0.250176                 NaN            NaN            NaN
  1325.45        500.000        99.1330                 NaN  0.147111                 NaN  0.287527       0.184137       0.248179                 NaN            NaN            NaN
  1323.97        500.000        99.1384                 NaN  0.143623                 NaN  0.188516       0.282773       0.246666                 NaN            NaN            NaN
  1322.48        500.000        99.1596                 NaN  0.148335                 NaN  0.169906       0.281947       0.240233                 NaN            NaN            NaN
  1321.00        500.000        99.1617                 NaN  0.144775                 NaN  0.175302       0.278696       0.239508                 NaN            NaN            NaN
  1319.51        500.000        99.1701                 NaN  0.144107                 NaN  0.276708       0.172188       0.236893                 NaN            NaN            NaN
  1318.02        500.000        99.1799                 NaN  0.142280                 NaN  0.272628       0.171430       0.233774                 NaN            NaN            NaN
  1316.54        500.000        99.1881                 NaN  0.141898                 NaN  0.270283       0.168354       0.231326                 NaN            NaN            NaN
  1315.05        500.000        99.1970                 NaN  0.141217                 NaN  0.165593       0.267546       0.228634                 NaN            NaN            NaN
  1313.57        500.000        99.2054                 NaN  0.140099                 NaN  0.264681       0.163757       0.226032                 NaN            NaN            NaN
  1312.08        500.000        99.2136                 NaN  0.138782                 NaN  0.162161       0.262039       0.223464                 NaN            NaN            NaN
  1310.59        500.000        99.2177                 NaN  0.144535                 NaN  0.263038       0.151541       0.223231                 NaN            NaN            NaN
  1309.11        500.000        99.2328                 NaN  0.130055                 NaN  0.252841       0.167795       0.216472                 NaN            NaN            NaN
  1307.62        500.000        99.2378                 NaN  0.134799                 NaN  0.157891       0.253723       0.215834                 NaN            NaN            NaN
  1306.13        500.000        99.2448                 NaN  0.133547                 NaN  0.251501       0.156572       0.213607                 NaN            NaN            NaN
  1304.65        500.000        99.2516                 NaN  0.132964                 NaN  0.247974       0.155638       0.211833                 NaN            NaN            NaN
  1303.16        500.000        99.2614                 NaN  0.130218                 NaN  0.245456       0.154629       0.208272                 NaN            NaN            NaN
  1301.68        500.000        99.2674                 NaN  0.129668                 NaN  0.243480       0.152877       0.206580                 NaN            NaN            NaN
  1300.19        500.000        99.2742                 NaN  0.127559                 NaN  0.240911       0.153081       0.204228                 NaN            NaN            NaN
  1298.70        500.000        99.2816                 NaN  0.126603                 NaN  0.151383       0.238376       0.202023                 NaN            NaN            NaN
  1297.22        500.000        99.2878                 NaN  0.124849                 NaN  0.151562       0.235818       0.200019                 NaN            NaN            NaN
  1295.73        500.000        99.2950                 NaN  0.122197                 NaN  0.232706       0.152573       0.197548                 NaN            NaN            NaN
  1294.25        500.000        99.3017                 NaN  0.120872                 NaN  0.230197       0.151744       0.195497                 NaN            NaN            NaN
  1292.76        500.000        99.3077                 NaN  0.119340                 NaN  0.227978       0.151432       0.193537                 NaN            NaN            NaN
  1291.27        500.000        99.3149                 NaN  0.117070                 NaN  0.151914       0.224911       0.191208                 NaN            NaN            NaN
  1289.79        500.000        99.3206                 NaN  0.115294                 NaN  0.222376       0.152379       0.189340                 NaN            NaN            NaN
  1288.30        500.000        99.3274                 NaN  0.113438                 NaN  0.219565       0.152359       0.187254                 NaN            NaN            NaN
  1286.82        500.000        99.3329                 NaN  0.111719                 NaN  0.152705       0.217165       0.185465                 NaN            NaN            NaN
  1285.33        500.000        99.3396                 NaN  0.109014                 NaN  0.214191       0.154054       0.183187                 NaN            NaN            NaN
  1283.84        500.000        99.3451                 NaN  0.107233                 NaN  0.154562       0.211661       0.181476                 NaN            NaN            NaN
  1282.36        500.000        99.3502                 NaN  0.105464                 NaN  0.155038       0.209490       0.179823                 NaN            NaN            NaN
  1280.87        500.000        99.3567                 NaN  0.102156                 NaN  0.157679       0.205851       0.177577                 NaN            NaN            NaN
  1279.38        500.000        99.3626                 NaN  0.100993                 NaN  0.203880       0.156715       0.175769                 NaN            NaN            NaN
  1277.90        500.000        99.3679                 NaN  0.986738E-001            NaN  0.201132       0.158248       0.174081                 NaN            NaN            NaN
  1276.41        500.000        99.3728                 NaN  0.963222E-001            NaN  0.198539       0.159896       0.172420                 NaN            NaN            NaN
  1274.93        500.000        99.3788                 NaN  0.940372E-001            NaN  0.195723       0.160960       0.170498                 NaN            NaN            NaN
  1273.44        500.000        99.3833                 NaN  0.922475E-001            NaN  0.161700       0.193525       0.169191                 NaN            NaN            NaN
  1271.95        500.000        99.3899                 NaN  0.905860E-001            NaN  0.190619       0.161863       0.166982                 NaN            NaN            NaN
  1270.47        500.000        99.3942                 NaN  0.863970E-001            NaN  0.166675       0.187277       0.165407                 NaN            NaN            NaN
  1268.98        500.000        99.4365                 NaN  0.161014                 NaN  0.242903                 NaN  0.159569                 NaN            NaN            NaN
  1267.50        500.000        99.4445                 NaN  0.157950                 NaN  0.241193                 NaN  0.156391                 NaN            NaN            NaN
  1266.01        500.000        96.2094                 NaN            NaN            NaN  0.316608        1.02264       0.498709        1.95260                 NaN            NaN
  1264.52        500.000        74.3932                 NaN   2.95708                 NaN   4.05101                 NaN   3.01347        15.5853                 NaN            NaN
  1263.04        500.000        79.3267                 NaN   2.42311                 NaN   3.21935                 NaN   2.41553        12.6153                 NaN            NaN
  1261.55        500.000        89.6800                 NaN   1.20937                 NaN   1.60933                 NaN   1.19537        6.30593                 NaN            NaN
  1260.07        500.000        94.5814                 NaN  0.635233                 NaN  0.851612                 NaN  0.625442        3.30631                 NaN            NaN
  1258.58        500.000        94.8849                 NaN  0.678554                 NaN   1.73866                 NaN  0.477420        2.22043                 NaN            NaN
  1257.09        500.000        98.6161                 NaN  0.161062                 NaN  0.216540                 NaN  0.157915       0.848338                 NaN            NaN
  1255.61        500.000        98.8214                 NaN  0.131572                 NaN  0.208608                 NaN  0.141915       0.696470                 NaN            NaN
  1254.12        500.000        99.8335                 NaN  0.197255E-001            NaN  0.197242E-001            NaN  0.138740E-001  0.113214                 NaN            NaN
  1252.64        500.000        98.6684                 NaN  0.174632                 NaN  0.154844                 NaN  0.158679       0.843446                 NaN            NaN
  1251.15        500.000        99.9873                 NaN            NaN            NaN  0.127184E-001            NaN            NaN            NaN            NaN            NaN
  1249.66        500.000        99.9907                 NaN            NaN            NaN  0.928665E-002            NaN            NaN            NaN            NaN            NaN
  1248.18        500.000        99.8338                 NaN            NaN            NaN  0.150595E-001  0.366036E-001  0.180382E-001  0.965048E-001            NaN            NaN
  1246.69        500.000        99.9142                 NaN  0.125245E-001            NaN  0.256911E-001            NaN  0.155492E-001  0.320480E-001            NaN            NaN
  1245.20        500.000        99.8744                 NaN            NaN            NaN  0.291849E-001            NaN  0.263958E-002  0.938115E-001            NaN            NaN
  1243.72        500.000        99.1125                 NaN            NaN            NaN  0.258288       0.497808E-001  0.611489E-001  0.518294                 NaN            NaN
  1242.23        500.000        96.7984                 NaN            NaN            NaN  0.913765       0.249133       0.120926        1.91779                 NaN            NaN
  1240.75        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1239.26        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1237.77        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1236.29        500.000       100.0000                 NaN  0.187421E-005            NaN  0.121834E-005            NaN            NaN  0.595454E-005            NaN            NaN
  1234.80        500.000        87.3878                 NaN            NaN            NaN   3.45184       0.397501       0.896723        7.56062       0.305475                 NaN
