|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.25/EETA/EETA_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          ilm            San(TH)        q             
  1397.92        500.000                 NaN   98.7260       0.384708       0.548404                 NaN  0.340854                 NaN            NaN            NaN            NaN
  1396.88        500.000                 NaN   98.6330       0.425821       0.577578                 NaN  0.363590                 NaN            NaN            NaN            NaN
  1395.84        500.000                 NaN   98.8271       0.495529       0.365259                 NaN  0.312089                 NaN            NaN            NaN            NaN
  1394.81        500.000                 NaN   98.7509       0.528399       0.388715                 NaN  0.331959                 NaN            NaN            NaN            NaN
  1393.77        500.000                 NaN   98.7596       0.386007       0.524631                 NaN  0.329766                 NaN            NaN            NaN            NaN
  1392.74        500.000                 NaN   98.6231       0.430683       0.574263                 NaN  0.366384       0.559548E-002            NaN            NaN            NaN
  1391.70        500.000                 NaN   99.8960       0.372870E-001  0.122407E-001            NaN  0.310921E-001  0.233403E-001            NaN            NaN            NaN
  1390.66        500.000                 NaN   97.8553       0.682554       0.836728                 NaN  0.575851       0.495925E-001            NaN            NaN            NaN
  1389.63        500.000                 NaN   97.6756       0.806191       0.578062                 NaN  0.657459       0.282691                 NaN            NaN            NaN
  1388.59        500.000                 NaN   99.9722       0.687594E-002  0.957916E-002            NaN  0.775873E-002  0.354509E-002            NaN            NaN            NaN
  1387.55        500.000                 NaN   98.8362       0.404970       0.283800                 NaN  0.329752       0.145297                 NaN            NaN            NaN
  1386.52        500.000                 NaN   98.8476       0.277410       0.401886                 NaN  0.326682       0.146447                 NaN            NaN            NaN
  1385.48        500.000                 NaN   98.8596       0.398516       0.271209                 NaN  0.323506       0.147184                 NaN            NaN            NaN
  1384.45        500.000                 NaN   98.8705       0.395868       0.265544                 NaN  0.320337       0.147721                 NaN            NaN            NaN
  1383.41        500.000                 NaN   98.8801       0.392751       0.260087                 NaN  0.317900       0.149127                 NaN            NaN            NaN
  1382.37        500.000                 NaN   98.8924       0.390215       0.253552                 NaN  0.314393       0.149444                 NaN            NaN            NaN
  1381.34        500.000                 NaN   98.9031       0.246888       0.387619                 NaN  0.311697       0.150723                 NaN            NaN            NaN
  1380.30        500.000                 NaN   98.9139       0.384753       0.241778                 NaN  0.308504       0.151033                 NaN            NaN            NaN
  1379.26        500.000                 NaN   99.3771       0.134639       0.221823                 NaN  0.177401       0.890394E-001            NaN            NaN            NaN
  1378.23        500.000                 NaN   98.4778       0.332700       0.541751                 NaN  0.432135       0.215650                 NaN            NaN            NaN
  1377.19        500.000                 NaN   98.9437       0.377167       0.224799                 NaN  0.300485       0.153854                 NaN            NaN            NaN
  1376.16        500.000                 NaN   98.9535       0.219674       0.374818                 NaN  0.297719       0.154307                 NaN            NaN            NaN
  1375.12        500.000                 NaN   98.9628       0.372558       0.214272                 NaN  0.295172       0.155204                 NaN            NaN            NaN
  1374.08        500.000                 NaN   98.9726       0.208855       0.370012                 NaN  0.292511       0.155987                 NaN            NaN            NaN
  1373.05        500.000                 NaN   98.9814       0.368188       0.203562                 NaN  0.290167       0.156695                 NaN            NaN            NaN
  1372.01        500.000                 NaN   98.9903       0.198961       0.365739                 NaN  0.287636       0.157386                 NaN            NaN            NaN
  1370.97        500.000                 NaN   98.9998       0.192771       0.363869                 NaN  0.285170       0.158392                 NaN            NaN            NaN
  1369.94        500.000                 NaN   99.0091       0.360441       0.190116                 NaN  0.282271       0.158038                 NaN            NaN            NaN
  1368.90        500.000                 NaN   99.0183       0.183924       0.358609                 NaN  0.279935       0.159201                 NaN            NaN            NaN
  1367.87        500.000                 NaN   99.0267       0.179202       0.356665                 NaN  0.277569       0.159838                 NaN            NaN            NaN
  1366.83        500.000                 NaN   99.0340       0.173916       0.355250                 NaN  0.275711       0.161105                 NaN            NaN            NaN
  1365.79        500.000                 NaN   99.0445       0.351647       0.170627                 NaN  0.272624       0.160613                 NaN            NaN            NaN
  1364.76        500.000                 NaN   99.0522       0.165317       0.350331                 NaN  0.270499       0.161648                 NaN            NaN            NaN
  1363.72        500.000                 NaN   99.0594       0.348519       0.161519                 NaN  0.268447       0.162084                 NaN            NaN            NaN
  1362.68        500.000                 NaN   99.0670       0.157106       0.346848                 NaN  0.266384       0.162711                 NaN            NaN            NaN
  1361.65        500.000                 NaN   99.0752       0.153488       0.344615                 NaN  0.263912       0.162834                 NaN            NaN            NaN
  1360.61        500.000                 NaN   99.0825       0.343132       0.148844                 NaN  0.261960       0.163613                 NaN            NaN            NaN
  1359.58        500.000                 NaN   99.0899       0.341394       0.145125                 NaN  0.259808       0.163817                 NaN            NaN            NaN
  1358.54        500.000                 NaN   99.0980       0.140600       0.339435                 NaN  0.257584       0.164348                 NaN            NaN            NaN
  1357.50        500.000                 NaN   99.1052       0.337222       0.137466                 NaN  0.255457       0.164617                 NaN            NaN            NaN
  1356.47        500.000                 NaN   99.1124       0.133619       0.335654                 NaN  0.253419       0.164876                 NaN            NaN            NaN
  1355.43        500.000                 NaN   99.1172       0.334926       0.130026                 NaN  0.252154       0.165676                 NaN            NaN            NaN
  1354.39        500.000                 NaN   99.1275       0.126414       0.331703                 NaN  0.249069       0.165340                 NaN            NaN            NaN
  1353.36        500.000                 NaN   99.1341       0.330198       0.122624                 NaN  0.247250       0.165853                 NaN            NaN            NaN
  1352.32        500.000                 NaN   99.1412       0.119918       0.328236                 NaN  0.245093       0.165541                 NaN            NaN            NaN
  1351.29        500.000                 NaN   99.1473       0.116123       0.327057                 NaN  0.243400       0.166090                 NaN            NaN            NaN
  1350.25        500.000                 NaN   99.1538       0.325754       0.112522                 NaN  0.241539       0.166405                 NaN            NaN            NaN
  1349.21        500.000                 NaN   99.1609       0.323753       0.109379                 NaN  0.239521       0.166495                 NaN            NaN            NaN
  1348.18        500.000                 NaN   99.1670       0.106039       0.322259                 NaN  0.237853       0.166884                 NaN            NaN            NaN
  1347.14        500.000                 NaN   99.1739       0.320483       0.103946                 NaN  0.235573       0.166060                 NaN            NaN            NaN
  1346.10        500.000                 NaN   99.1799       0.319122       0.100224                 NaN  0.233979       0.166821                 NaN            NaN            NaN
  1345.07        500.000                 NaN   99.1849       0.317891       0.986233E-001            NaN  0.232297       0.166239                 NaN            NaN            NaN
  1344.03        500.000                 NaN   99.1912       0.951190E-001  0.316365                 NaN  0.230601       0.166705                 NaN            NaN            NaN
  1343.00        500.000                 NaN   99.1990       0.930282E-001  0.313982                 NaN  0.228114       0.165860                 NaN            NaN            NaN
  1341.96        500.000                 NaN   99.2032       0.313018       0.904739E-001            NaN  0.227013       0.166283                 NaN            NaN            NaN
  1340.92        500.000                 NaN   99.2104       0.311190       0.879986E-001            NaN  0.224788       0.165661                 NaN            NaN            NaN
  1339.89        500.000                 NaN   99.2154       0.857301E-001  0.310020                 NaN  0.223219       0.165597                 NaN            NaN            NaN
  1338.85        500.000                 NaN   99.2212       0.828768E-001  0.308162                 NaN  0.221697       0.166051                 NaN            NaN            NaN
  1337.81        500.000                 NaN   99.2279       0.819280E-001  0.306281                 NaN  0.219445       0.164489                 NaN            NaN            NaN
  1336.78        500.000                 NaN   99.2019       0.234444       0.252678                 NaN  0.217070       0.939024E-001            NaN            NaN            NaN
  1335.74        500.000                 NaN   99.2555       0.328984                 NaN            NaN  0.216262       0.199282                 NaN            NaN            NaN
  1334.71        500.000                 NaN   99.2572       0.328398                 NaN            NaN  0.215814       0.198594                 NaN            NaN            NaN
  1333.67        500.000                 NaN   99.2502       0.657719E-001  0.303668                 NaN  0.213222       0.167186                 NaN            NaN            NaN
  1332.63        500.000                 NaN   99.2534       0.733708E-001  0.299522                 NaN  0.211445       0.162267                 NaN            NaN            NaN
  1331.60        500.000                 NaN   99.2591       0.298084       0.705499E-001            NaN  0.209872       0.162384                 NaN            NaN            NaN
  1330.56        500.000                 NaN   99.2621       0.296792       0.702125E-001            NaN  0.208913       0.161955                 NaN            NaN            NaN
  1329.52        500.000                 NaN   99.2709       0.675682E-001  0.294581                 NaN  0.206169       0.160796                 NaN            NaN            NaN
  1328.49        500.000                 NaN   99.2739       0.665232E-001  0.293862                 NaN  0.205336       0.160404                 NaN            NaN            NaN
  1327.45        500.000                 NaN   99.2801       0.641816E-001  0.292174                 NaN  0.203386       0.160147                 NaN            NaN            NaN
  1326.42        500.000                 NaN   99.2844       0.290268       0.643210E-001            NaN  0.202007       0.158995                 NaN            NaN            NaN
  1325.38        500.000                 NaN   99.2896       0.618393E-001  0.289035                 NaN  0.200505       0.158973                 NaN            NaN            NaN
  1324.34        500.000                 NaN   99.2936       0.623015E-001  0.287895                 NaN  0.198947       0.157284                 NaN            NaN            NaN
  1323.31        500.000                 NaN   99.2984       0.614328E-001  0.286314                 NaN  0.197470       0.156419                 NaN            NaN            NaN
  1322.27        500.000                 NaN   99.3026       0.284904       0.608932E-001            NaN  0.196049       0.155540                 NaN            NaN            NaN
  1321.23        500.000                 NaN   99.3068       0.283778       0.602216E-001            NaN  0.194669       0.154566                 NaN            NaN            NaN
  1320.20        500.000                 NaN   99.3121       0.592751E-001  0.282016                 NaN  0.193020       0.153634                 NaN            NaN            NaN
  1319.16        500.000                 NaN   99.3162       0.280476       0.589676E-001            NaN  0.191653       0.152675                 NaN            NaN            NaN
  1318.13        500.000                 NaN   99.3208       0.279170       0.581029E-001            NaN  0.190165       0.151717                 NaN            NaN            NaN
  1317.09        500.000                 NaN   99.3247       0.582432E-001  0.277764                 NaN  0.188844       0.150490                 NaN            NaN            NaN
  1316.05        500.000                 NaN   99.3294       0.276049       0.575764E-001            NaN  0.187397       0.149584                 NaN            NaN            NaN
  1315.02        500.000                 NaN   99.3326       0.274714       0.570556E-001            NaN  0.186515       0.149086                 NaN            NaN            NaN
  1313.98        500.000                 NaN   99.3391       0.273104       0.570844E-001            NaN  0.183974       0.146689                 NaN            NaN            NaN
  1312.94        500.000                 NaN   99.3413       0.271433       0.588434E-001            NaN  0.183234       0.145214                 NaN            NaN            NaN
  1311.91        500.000                 NaN   99.3455       0.269565       0.588230E-001            NaN  0.181918       0.144161                 NaN            NaN            NaN
  1310.87        500.000                 NaN   99.3499       0.268585       0.574888E-001            NaN  0.180588       0.143405                 NaN            NaN            NaN
  1309.84        500.000                 NaN   99.3534       0.581294E-001  0.267263                 NaN  0.179385       0.141863                 NaN            NaN            NaN
  1308.80        500.000                 NaN   99.3577       0.264686       0.602236E-001            NaN  0.177757       0.139667                 NaN            NaN            NaN
  1307.76        500.000                 NaN   99.3612       0.263854       0.598383E-001            NaN  0.176559       0.138537                 NaN            NaN            NaN
  1306.73        500.000                 NaN   99.3645       0.262771       0.600039E-001            NaN  0.175453       0.137256                 NaN            NaN            NaN
  1305.69        500.000                 NaN   99.3685       0.615529E-001  0.260194                 NaN  0.174132       0.135626                 NaN            NaN            NaN
  1304.65        500.000                 NaN   99.3721       0.259507       0.614752E-001            NaN  0.172828       0.134137                 NaN            NaN            NaN
  1303.62        500.000                 NaN   99.3753       0.629045E-001  0.257550                 NaN  0.171720       0.132513                 NaN            NaN            NaN
  1302.58        500.000                 NaN   99.3797       0.255415       0.645029E-001            NaN  0.170138       0.130280                 NaN            NaN            NaN
  1301.55        500.000                 NaN   99.3824       0.653097E-001  0.253976                 NaN  0.169214       0.129079                 NaN            NaN            NaN
  1300.51        500.000                 NaN   99.3858       0.252305       0.667709E-001            NaN  0.167957       0.127120                 NaN            NaN            NaN
  1299.47        500.000                 NaN   99.3892       0.250261       0.687809E-001            NaN  0.166752       0.125050                 NaN            NaN            NaN
  1298.44        500.000                 NaN   99.3926       0.684105E-001  0.249115                 NaN  0.165699       0.124138                 NaN            NaN            NaN
  1297.40        500.000                 NaN   99.3958       0.711183E-001  0.246879                 NaN  0.164486       0.121688                 NaN            NaN            NaN
  1296.36        500.000                 NaN   99.3992       0.719116E-001  0.245522                 NaN  0.163273       0.120089                 NaN            NaN            NaN
  1295.33        500.000                 NaN   99.4022       0.743421E-001  0.243252                 NaN  0.162206       0.117988                 NaN            NaN            NaN
  1294.29        500.000                 NaN   99.4052       0.241589       0.757559E-001            NaN  0.161172       0.116260                 NaN            NaN            NaN
  1293.26        500.000                 NaN   99.4084       0.780473E-001  0.239623                 NaN  0.159965       0.113974                 NaN            NaN            NaN
  1292.22        500.000                 NaN   99.4111       0.237702       0.801349E-001            NaN  0.158975       0.112052                 NaN            NaN            NaN
  1291.18        500.000                 NaN   99.4142       0.236115       0.815898E-001            NaN  0.157892       0.110216                 NaN            NaN            NaN
  1290.15        500.000                 NaN   99.3951       0.278563       0.680454E-002            NaN  0.163523       0.136514       0.194685E-001            NaN            NaN
  1289.11        500.000                 NaN   99.3551       0.296165                 NaN            NaN  0.171105       0.133690       0.439543E-001            NaN            NaN
  1288.07        500.000                 NaN   99.3600       0.294926                 NaN            NaN  0.169599       0.132054       0.433871E-001            NaN            NaN
  1287.04        500.000                 NaN   99.3664       0.291527                 NaN            NaN  0.167991       0.131278       0.428533E-001            NaN            NaN
  1286.00        500.000                 NaN   99.3718       0.289257                 NaN            NaN  0.166508       0.130128       0.423191E-001            NaN            NaN
  1284.97        500.000                 NaN   99.3772       0.286540                 NaN            NaN  0.165082       0.129353       0.417860E-001            NaN            NaN
  1283.93        500.000                 NaN   99.3826       0.284692                 NaN            NaN  0.163544       0.127933       0.412483E-001            NaN            NaN
  1282.89        500.000                 NaN   99.3880       0.282911                 NaN            NaN  0.162113       0.126254       0.407222E-001            NaN            NaN
  1281.86        500.000                 NaN   99.3937       0.280426                 NaN            NaN  0.160553       0.125203       0.401654E-001            NaN            NaN
  1280.82        500.000                 NaN   99.3984       0.278139                 NaN            NaN  0.159245       0.124500       0.397054E-001            NaN            NaN
  1279.78        500.000                 NaN   99.4038       0.276178                 NaN            NaN  0.157782       0.123115       0.391676E-001            NaN            NaN
  1278.75        500.000                 NaN   99.4091       0.274310                 NaN            NaN  0.156283       0.121620       0.386511E-001            NaN            NaN
  1277.71        500.000                 NaN   99.4141       0.272669                 NaN            NaN  0.154926       0.120125       0.381527E-001            NaN            NaN
  1276.68        500.000                 NaN   99.4187       0.271151                 NaN            NaN  0.153579       0.118897       0.376681E-001            NaN            NaN
  1275.64        500.000                 NaN   99.4242       0.268066                 NaN            NaN  0.152171       0.118358       0.372019E-001            NaN            NaN
  1274.60        500.000                 NaN   99.4292       0.266500                 NaN            NaN  0.150810       0.116758       0.367292E-001            NaN            NaN
  1273.57        500.000                 NaN   99.4343       0.264926                 NaN            NaN  0.149429       0.115130       0.362121E-001            NaN            NaN
  1272.53        500.000                 NaN   96.4124       0.839368                 NaN            NaN  0.492996       0.338730       0.148430        1.76805                 NaN
  1271.50        500.000                 NaN   91.3096        1.83419                 NaN            NaN   1.07069       0.696160       0.333802        4.75560                 NaN
  1270.46        500.000                 NaN   92.0038        1.71564                 NaN            NaN  0.989050       0.630312       0.304544        4.35660                 NaN
  1269.42        500.000                 NaN   92.5633        1.53774       0.150298                 NaN  0.922275       0.523703       0.276725        4.02592                 NaN
  1268.39        500.000                 NaN   93.0121        1.31651       0.408084                 NaN  0.867971       0.391834       0.250702        3.75284                 NaN
  1267.35        500.000                 NaN   93.4636        1.23796       0.389990                 NaN  0.814890       0.362842       0.232800        3.49793                 NaN
  1266.31        500.000                 NaN   93.8588        1.16928       0.373808                 NaN  0.768314       0.337416       0.217183        3.27521                 NaN
  1265.28        500.000                 NaN   94.2141        1.10779       0.355950                 NaN  0.726283       0.316297       0.203334        3.07626                 NaN
  1264.24        500.000                 NaN   94.5302       0.339833        1.05294                 NaN  0.688801       0.297587       0.191051        2.89963                 NaN
  1263.21        500.000                 NaN   94.8156        1.00455       0.322562                 NaN  0.654815       0.281370       0.180126        2.74093                 NaN
  1262.17        500.000                 NaN   95.0731       0.962025       0.303500                 NaN  0.624116       0.268634       0.170319        2.59829                 NaN
  1261.13        500.000                 NaN   95.3096       0.924170       0.283909                 NaN  0.595760       0.257038       0.161420        2.46814                 NaN
  1260.10        500.000                 NaN   95.5208       0.890408       0.267193                 NaN  0.570303       0.246288       0.153425        2.35155                 NaN
  1259.06        500.000                 NaN   95.7180       0.858029       0.251124                 NaN  0.546490       0.236707       0.146017        2.24368                 NaN
  1258.02        500.000                 NaN   95.8982       0.826749       0.239228                 NaN  0.524589       0.226888       0.139198        2.14512                 NaN
  1256.99        500.000                 NaN   96.0600       0.788189       0.232794                 NaN  0.505602       0.220955       0.133189        2.05925                 NaN
  1255.95        500.000                 NaN   96.2320       0.181426       0.794916                 NaN  0.483300       0.217804       0.127251        1.96332                 NaN
  1254.92        500.000                 NaN   96.3603       0.188161       0.757398                 NaN  0.468006       0.208568       0.122142        1.89539                 NaN
  1253.88        500.000                 NaN   96.4997       0.175678       0.734773                 NaN  0.450835       0.202154       0.116912        1.81997                 NaN
  1252.84        500.000                 NaN   96.6207       0.715832       0.163406                 NaN  0.435778       0.196598       0.112415        1.75529                 NaN
  1251.81        500.000                 NaN   96.7375       0.149872       0.698340                 NaN  0.421095       0.192120       0.108059        1.69302                 NaN
  1250.77        500.000                 NaN   96.8442       0.151825       0.673750                 NaN  0.407749       0.183483       0.103755        1.63522                 NaN
  1249.73        500.000                 NaN   96.9517       0.127804       0.663399                 NaN  0.394291       0.183439       0.100110        1.57921                 NaN
  1248.70        500.000                 NaN   97.0462       0.121212       0.647017                 NaN  0.382214       0.177856       0.964817E-001   1.52905                 NaN
  1247.66        500.000                 NaN   97.1397       0.627554       0.117676                 NaN  0.370275       0.172102       0.928375E-001   1.47990                 NaN
  1246.63        500.000                 NaN   97.2262       0.619458       0.100356                 NaN  0.359199       0.170539       0.897667E-001   1.43445                 NaN
  1245.59        500.000                 NaN   97.3095       0.602620       0.957246E-001            NaN  0.348480       0.166137       0.865769E-001   1.39096                 NaN
  1244.55        500.000                 NaN   97.3859       0.959375E-001  0.585171                 NaN  0.338512       0.160111       0.835044E-001   1.35087                 NaN
  1243.52        500.000                 NaN   97.4602       0.887717E-001  0.572695                 NaN  0.328833       0.156639       0.806977E-001   1.31217                 NaN
  1242.48        500.000                 NaN   97.5313       0.558001       0.853720E-001            NaN  0.319558       0.152600       0.779086E-001   1.27522                 NaN
  1241.44        500.000                 NaN   97.5984       0.543928       0.828733E-001            NaN  0.310750       0.148349       0.752928E-001   1.24042                 NaN
  1240.41        500.000                 NaN   97.6634       0.800703E-001  0.530115                 NaN  0.302131       0.144614       0.727324E-001   1.20696                 NaN
  1239.37        500.000                 NaN   97.7241       0.515452       0.806184E-001            NaN  0.294108       0.139999       0.703165E-001   1.17545                 NaN
  1238.34        500.000                 NaN   97.7839       0.500356       0.816928E-001            NaN  0.286034       0.135374       0.678990E-001   1.14478                 NaN
  1237.30        500.000                 NaN   97.8390       0.487338       0.815829E-001            NaN  0.278787       0.131538       0.656881E-001   1.11608                 NaN
  1236.26        500.000                 NaN   97.8897       0.519982                 NaN            NaN  0.273102       0.159632       0.648309E-001   1.09278                 NaN
  1235.23        500.000                 NaN   97.9463       0.403864       0.181136                 NaN  0.263120       0.876141E-001  0.598667E-001   1.05807                 NaN
  1234.19        500.000                 NaN   97.9944       0.437607       0.993474E-001            NaN  0.257688       0.115809       0.591068E-001   1.03606                 NaN
  1233.15        500.000                 NaN   98.0425       0.995240E-001  0.425587                 NaN  0.251151       0.112422       0.571760E-001   1.01167                 NaN
  1232.12        500.000                 NaN   98.0875       0.409172       0.107288                 NaN  0.245022       0.107288       0.552377E-001  0.988507                 NaN
  1231.08        500.000                 NaN   98.1312       0.392940       0.115883                 NaN  0.239028       0.101834       0.533088E-001  0.965801                 NaN
  1230.05        500.000                 NaN   98.1746       0.376490       0.123919                 NaN  0.233051       0.969001E-001  0.514486E-001  0.943610                 NaN
  1229.01        500.000                 NaN   98.2146       0.360051       0.133671                 NaN  0.227571       0.915117E-001  0.496511E-001  0.922970                 NaN
  1227.97        500.000                 NaN   98.2535       0.341084       0.147659                 NaN  0.222159       0.850337E-001  0.478264E-001  0.902735                 NaN
  1226.94        500.000                 NaN   98.2901       0.160326       0.323788                 NaN  0.217094       0.788927E-001  0.461037E-001  0.883648                 NaN
  1225.90        500.000                 NaN   98.3310       0.138589       0.326998                 NaN  0.211488       0.827898E-001  0.449234E-001  0.864193                 NaN
  1224.86        500.000                 NaN   98.3571       0.261858       0.228268                 NaN  0.207719       0.561667E-001  0.421449E-001  0.846706                 NaN
  1223.83        500.000                 NaN   98.3948       0.265820       0.207803                 NaN  0.202506       0.593159E-001  0.409819E-001  0.828744                 NaN
  1222.79        500.000                 NaN   98.4266       0.245788       0.225788                 NaN  0.198217       0.524279E-001  0.394489E-001  0.811780                 NaN
  1221.76        500.000                 NaN   98.4569       0.226824       0.243037                 NaN  0.193838       0.455284E-001  0.378868E-001  0.795975                 NaN
  1220.72        500.000                 NaN   98.4847       0.293171       0.187402                 NaN  0.189945       0.295205E-001  0.358010E-001  0.779492                 NaN
  1219.68        500.000                 NaN   98.5165       0.200197       0.260236                 NaN  0.185657       0.376053E-001  0.351409E-001  0.764697                 NaN
  1218.65        500.000                 NaN   98.5408       0.154348       0.322275                 NaN  0.182176       0.179821E-001  0.329898E-001  0.749460                 NaN
  1217.61        500.000                 NaN   98.5665       0.136510       0.339285                 NaN  0.178384       0.119077E-001  0.316259E-001  0.735755                 NaN
  1216.57        500.000                 NaN   98.5910       0.109176       0.371857                 NaN  0.175138       0.125535E-002  0.300008E-001  0.721541                 NaN
  1215.54        500.000                 NaN   98.6302       0.185910       0.232335                 NaN  0.169907       0.415592E-001  0.310338E-001  0.709083                 NaN
  1214.50        500.000                 NaN   98.6468       0.360500       0.103608                 NaN  0.167541       0.577204E-005  0.280456E-001  0.693522                 NaN
  1213.47        500.000                 NaN   97.0913       0.279939                 NaN            NaN  0.464974       0.338372       0.103053        1.72239                 NaN
  1212.43        500.000                 NaN   99.6496       0.349813                 NaN            NaN            NaN            NaN  0.572943E-003            NaN            NaN
  1211.39        500.000                 NaN   99.3553       0.175031       0.931848E-001            NaN  0.169900E-001            NaN  0.147849E-001  0.344687                 NaN
  1210.36        500.000                 NaN   96.4614       0.629181                 NaN            NaN  0.485260       0.256414       0.918107E-001   2.07590                 NaN
  1209.32        500.000                 NaN   99.3441       0.195766                 NaN            NaN  0.580033E-001  0.290621E-001  0.619701E-002  0.366920                 NaN
  1208.28        500.000                 NaN   96.9795       0.638262                 NaN            NaN  0.372365       0.147451       0.394890E-001  0.374659        1.44829     
  1207.25        500.000                 NaN   96.9770       0.368453       0.133255                 NaN  0.217867                 NaN  0.229531E-001   2.22130       0.591906E-001
  1206.21        500.000                 NaN   90.3260       0.236501       0.896180                 NaN  0.833926       0.441919       0.917876E-001   3.58725        3.58642     
  1205.18        500.000                 NaN   97.6338       0.373605       0.932801E-001            NaN  0.196678                 NaN  0.187309E-001  0.842820       0.841094     
  1204.14        500.000                 NaN   90.7220       0.147912       0.920313                 NaN  0.798909       0.411149       0.890183E-001   3.46122        3.44948     
  1203.10        500.000                 NaN   99.0217       0.231955                 NaN            NaN            NaN            NaN  0.872819E-002  0.878070E-001  0.649772     
  1202.07        500.000                 NaN   93.2674       0.522451       0.629719                 NaN  0.577441                 NaN  0.522042E-001   2.49586        2.45491     
  1201.03        500.000                 NaN   86.3069        1.20203                 NaN            NaN   1.16925       0.713210       0.129188        5.13083        5.34854     
  1199.99        500.000                 NaN   88.6538        1.51593                 NaN            NaN  0.950461       0.253844       0.103284        4.26046        4.26222     
  1198.96        500.000                 NaN   99.5562                 NaN            NaN            NaN  0.224432E-001            NaN  0.103820E-001  0.127948       0.283043     
  1197.92        500.000                 NaN   95.4023       0.719097       0.121329                 NaN  0.391077                 NaN  0.327152E-001   1.75723        1.57629     
  1196.89        500.000                 NaN   93.0331       0.573066       0.596432                 NaN  0.594179                 NaN  0.484198E-001   2.59266        2.56214     
  1195.85        500.000                 NaN   90.4391        1.13034       0.572430       0.349445E-004  0.803400                 NaN  0.620568E-001   3.48590        3.50672     
  1194.81        500.000                 NaN   95.2661                 NaN            NaN            NaN  0.436419       0.499230       0.429447E-001   1.86999        1.88532     
  1193.78        500.000                 NaN   88.6172        1.40033       0.113762E-005            NaN  0.934681       0.283723       0.988428E-001   4.33371        4.33156     
  1192.74        500.000                 NaN   95.6035       0.460098       0.186206                 NaN  0.348664                 NaN  0.399871E-001   1.69423        1.66730     
  1191.70        500.000                 NaN   97.1691       0.304499E-001  0.385874                 NaN  0.246349                 NaN  0.167660E-001   1.08696        1.06450     
  1190.67        500.000                 NaN   99.9937       0.236627E-003  0.816648E-003            NaN  0.532957E-003            NaN  0.317527E-004  0.234134E-002  0.229251E-002
  1189.63        500.000                 NaN   79.1823        3.28292                 NaN            NaN   1.75415                 NaN  0.109437        7.93350        7.73772     
  1188.60        500.000                 NaN   83.6057       0.504547E-001   2.26789                 NaN   1.32781                 NaN  0.986751E-001   6.42795        6.22153     
  1187.56        500.000                 NaN   99.4684       0.604780E-001  0.997555E-002            NaN  0.422723E-001            NaN  0.352074E-002  0.214940       0.200420     
  1186.52        500.000                 NaN   38.3510        7.62126       0.279113                 NaN   4.72477                 NaN  0.367195        24.9417        23.7150     
  1185.49        500.000                 NaN            NaN   11.4422        1.00990                 NaN   7.55350                 NaN  0.588947        40.7186        38.6869     
  1184.45        500.000                 NaN            NaN   1.02513        11.4276                 NaN   7.55534                 NaN  0.588537        40.7163        38.6871     
  1183.41        500.000                 NaN            NaN   1.05802        11.3955                 NaN   7.55719                 NaN  0.588072        40.7139        38.6873     
  1182.38        500.000                 NaN            NaN   1.27090        11.1717                 NaN   7.55465                 NaN  0.591989        40.7245        38.6862     
