|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.25/EETA/EETA_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          ilm            San(TH)        q             
  1185.49        500.000                 NaN            NaN   8.38187       0.753638                 NaN   7.32996                 NaN  0.333062        42.9580        40.2435     
  1184.45        500.000                 NaN            NaN  0.765279        8.37058                 NaN   7.33172                 NaN  0.332825        42.9551        40.2445     
  1183.41        500.000                 NaN            NaN  0.789691        8.34657                 NaN   7.33350                 NaN  0.332557        42.9522        40.2455     
  1182.38        500.000                 NaN            NaN  0.948208        8.17853                 NaN   7.33097                 NaN  0.334764        42.9628        40.2448     
  1181.34        500.000                 NaN            NaN   1.26697        7.85913                 NaN   7.32965                 NaN  0.335518        42.9631        40.2457     
  1180.31        500.000                 NaN            NaN  0.918910        8.21843                 NaN   7.33881                 NaN  0.331929        42.9440        40.2479     
  1179.27        500.000                 NaN            NaN  0.991563        8.14613                 NaN   7.33956                 NaN  0.331768        42.9421        40.2489     
  1178.23        500.000                 NaN            NaN   8.48744       0.653956                 NaN   7.34439                 NaN  0.330709        42.9345        40.2490     
  1177.20        500.000                 NaN            NaN   8.16431       0.974350                 NaN   7.34355                 NaN  0.331409        42.9363        40.2501     
  1176.16        500.000                 NaN            NaN  0.977783        8.16204                 NaN   7.34584                 NaN  0.330960        42.9326        40.2508     
  1175.12        500.000                 NaN            NaN   8.10987        1.02970                 NaN   7.34651                 NaN  0.330994        42.9311        40.2518     
  1174.09        500.000                 NaN            NaN  0.957679        8.18392                 NaN   7.34948                 NaN  0.330395        42.9260        40.2525     
  1173.05        500.000                 NaN            NaN   8.13675        1.00494                 NaN   7.35106                 NaN  0.330314        42.9236        40.2533     
  1172.02        500.000                 NaN            NaN   8.07139        1.07022                 NaN   7.35224                 NaN  0.330265        42.9217        40.2542     
  1170.98        500.000                 NaN            NaN   8.04152        1.10088                 NaN   7.35353                 NaN  0.330014        42.9189        40.2552     
  1169.94        500.000                 NaN            NaN   7.85417        1.28969                 NaN   7.35396                 NaN  0.330253        42.9160        40.2560     
  1168.91        500.000                 NaN            NaN   7.06831        1.71886                 NaN   7.33033       0.207654       0.343703        42.9850        40.3462     
  1167.87        500.000                 NaN            NaN   5.83749                 NaN            NaN   7.11664        1.92940       0.458728        43.5702        41.0876     
  1166.83        500.000                 NaN            NaN   5.92537                 NaN            NaN   7.12391        1.88434       0.454874        43.5432        41.0683     
  1165.80        500.000                 NaN            NaN   5.88198                 NaN            NaN   7.12125        1.90944       0.456652        43.5505        41.0802     
  1164.76        500.000                 NaN            NaN   5.81350                 NaN            NaN   7.11545        1.94449       0.459653        43.5702        41.0967     
  1163.73        500.000                 NaN            NaN   5.71490                 NaN            NaN   7.11001        2.00206       0.463619        43.5868        41.1226     
  1162.69        500.000                 NaN            NaN   5.67263                 NaN            NaN   7.10687        2.02435       0.465433        43.5972        41.1335     
  1161.65        500.000                 NaN            NaN   5.64387                 NaN            NaN   7.10538        2.04117       0.466546        43.6011        41.1419     
  1160.62        500.000                 NaN            NaN   1.40991        4.02870                 NaN   7.09831        2.16043       0.474346        43.6282        41.2001     
  1159.58        500.000                 NaN            NaN   5.60552                 NaN            NaN   7.10395        2.06827       0.468012        43.5992        41.1551     
  1158.54        500.000                 NaN            NaN   5.58206                 NaN            NaN   7.10251        2.07714       0.468910        43.6089        41.1605     
  1157.51        500.000                 NaN            NaN   5.54266                 NaN            NaN   7.09987        2.09953       0.470611        43.6162        41.1711     
  1156.47        500.000                 NaN            NaN   5.52240                 NaN            NaN   7.09893        2.11133       0.471392        43.6187        41.1772     
  1155.44        500.000                 NaN            NaN   5.50287                 NaN            NaN   7.09805        2.12271       0.472143        43.6210        41.1832     
  1154.40        500.000                 NaN            NaN   5.48419                 NaN            NaN   7.09723        2.13362       0.472857        43.6232        41.1889     
  1153.36        500.000                 NaN            NaN   5.46581                 NaN            NaN   7.09643        2.14434       0.473560        43.6253        41.1946     
  1152.33        500.000                 NaN            NaN   5.44905                 NaN            NaN   7.09595        2.15422       0.474187        43.6267        41.1999     
  1151.29        500.000                 NaN            NaN   5.42688                 NaN            NaN   7.09488        2.16716       0.475072        43.6294        41.2066     
  1150.25        500.000                 NaN            NaN   5.21320                 NaN            NaN   7.08207        2.28656       0.484075        43.6726        41.2615     
  1149.22        500.000                 NaN            NaN   5.38949                 NaN            NaN   7.09172        2.18825       0.477364        43.6347        41.2185     
  1148.18        500.000                 NaN            NaN   5.33512                 NaN            NaN   7.08727        2.21845       0.479127        43.6482        41.2319     
  1147.15        500.000                 NaN            NaN   5.38301                 NaN            NaN   7.09379        2.19337       0.476494        43.6314        41.2219     
  1146.11        500.000                 NaN            NaN   5.35884                 NaN            NaN   7.09198        2.20641       0.477330        43.6377        41.2277     
  1145.07        500.000                 NaN            NaN   5.33565                 NaN            NaN   7.09439        2.21517       0.480119        43.6429        41.2318     
  1144.04        500.000                 NaN            NaN   5.33648                 NaN            NaN   7.09203        2.22058       0.478256        43.6359        41.2368     
  1143.00        500.000                 NaN            NaN   5.32323                 NaN            NaN   7.09094        2.22845       0.478708        43.6378        41.2409     
  1141.96        500.000                 NaN            NaN   5.30974                 NaN            NaN   7.09117        2.23632       0.479232        43.6379        41.2456     
  1140.93        500.000                 NaN            NaN   5.27435                 NaN            NaN   7.09186        2.25326       0.482530        43.6453        41.2527     
  1139.89        500.000                 NaN            NaN   5.23395                 NaN            NaN   7.09064        2.27550       0.482974        43.6544        41.2626     
  1138.86        500.000                 NaN            NaN   5.22887                 NaN            NaN   7.08982        2.27828       0.483445        43.6547        41.2649     
  1137.82        500.000                 NaN            NaN   5.22488                 NaN            NaN   7.08948        2.28102       0.483798        43.6535        41.2673     
  1136.78        500.000                 NaN            NaN   5.22038                 NaN            NaN   7.08963        2.28457       0.484022        43.6511        41.2703     
  1135.75        500.000                 NaN            NaN   5.07977                 NaN            NaN   7.06674        2.35290       0.491075        43.7122        41.2973     
  1134.71        500.000                 NaN            NaN   5.18336                 NaN            NaN   7.08247        2.30581       0.484879        43.6616        41.2819     
  1133.68        500.000                 NaN            NaN   5.19442                 NaN            NaN   7.09388        2.30363       0.483292        43.6420        41.2828     
  1132.64        500.000                 NaN            NaN   5.07943                 NaN            NaN   7.06665        2.35275       0.491049        43.7107        41.2994     
  1131.60        500.000                 NaN            NaN   5.18135                 NaN            NaN   7.09317        2.31008       0.483955        43.6445        41.2870     
  1130.57        500.000                 NaN            NaN   5.17103                 NaN            NaN   7.09429        2.31816       0.484176        43.6393        41.2930     
  1129.53        500.000                 NaN            NaN   5.05847                 NaN            NaN   7.06829        2.36706       0.491374        43.7055        41.3093     
  1128.49        500.000                 NaN            NaN   5.15219                 NaN            NaN   7.09432        2.32959       0.484804        43.6389        41.3002     
  1127.46        500.000                 NaN            NaN   5.14684                 NaN            NaN   7.09381        2.33304       0.484904        43.6387        41.3027     
  1126.42        500.000                 NaN            NaN   5.13691                 NaN            NaN   7.08693        2.33509       0.485951        43.6521        41.3030     
  1125.39        500.000                 NaN            NaN   5.13060                 NaN            NaN   7.08912        2.34234       0.485890        43.6448        41.3072     
  1124.35        500.000                 NaN            NaN   5.12468                 NaN            NaN   7.08898        2.34568       0.486025        43.6450        41.3096     
  1123.31        500.000                 NaN            NaN   5.11911                 NaN            NaN   7.08872        2.34889       0.486042        43.6457        41.3115     
  1122.28        500.000                 NaN            NaN   5.11094                 NaN            NaN   7.08927        2.35412       0.486493        43.6439        41.3153     
  1121.24        500.000                 NaN            NaN   5.10383                 NaN            NaN   7.08917        2.35887       0.486577        43.6430        41.3185     
  1120.20        500.000                 NaN            NaN   5.09668                 NaN            NaN   7.08904        2.36357       0.486697        43.6424        41.3216     
  1119.17        500.000                 NaN            NaN   5.05737                 NaN            NaN   7.06800        2.36657       0.491288        43.7005        41.3163     
  1118.13        500.000                 NaN            NaN   5.07291                 NaN            NaN   7.08774        2.37696       0.487556        43.6455        41.3294     
  1117.10        500.000                 NaN            NaN   5.05654                 NaN            NaN   7.08717        2.38569       0.488410        43.6479        41.3343     
  1116.06        500.000                 NaN            NaN   5.05426                 NaN            NaN   7.08739        2.38820       0.488417        43.6447        41.3370     
  1115.02        500.000                 NaN            NaN   5.05860                 NaN            NaN   7.08870        2.38967       0.488311        43.6376        41.3371     
  1113.99        500.000                 NaN            NaN   5.03949                 NaN            NaN   7.08615        2.39710       0.488608        43.6470        41.3416     
  1112.95        500.000                 NaN            NaN   5.04490                 NaN            NaN   7.08929        2.39837       0.488548        43.6359        41.3430     
  1111.91        500.000                 NaN            NaN   5.02464                 NaN            NaN   7.08613        2.40643       0.489114        43.6457        41.3480     
  1110.88        500.000                 NaN            NaN   5.03101                 NaN            NaN   7.08988        2.40856       0.488864        43.6312        41.3505     
  1109.84        500.000                 NaN            NaN   5.02028                 NaN            NaN   7.08875        2.41420       0.489449        43.6335        41.3539     
  1108.81        500.000                 NaN            NaN   4.99920                 NaN            NaN   7.08784        2.42181       0.490058        43.6419        41.3592     
  1107.77        500.000                 NaN            NaN   5.00467                 NaN            NaN   7.08920        2.42388       0.489824        43.6321        41.3603     
  1106.73        500.000                 NaN            NaN   4.99987                 NaN            NaN   7.08964        2.42695       0.489919        43.6308        41.3629     
  1105.70        500.000                 NaN            NaN   4.98514                 NaN            NaN   7.08656        2.43053       0.490254        43.6420        41.3655     
  1104.66        500.000                 NaN            NaN   4.98713                 NaN            NaN   7.08967        2.43447       0.490083        43.6312        41.3675     
  1103.62        500.000                 NaN            NaN   4.97753                 NaN            NaN   7.08918        2.44012       0.490500        43.6316        41.3710     
  1102.59        500.000                 NaN            NaN   4.96758                 NaN            NaN   7.08505        2.44302       0.490870        43.6400        41.3735     
  1101.55        500.000                 NaN            NaN   4.96389                 NaN            NaN   7.08933        2.44849       0.491025        43.6300        41.3772     
  1100.52        500.000                 NaN            NaN   4.95997                 NaN            NaN   7.08958        2.45134       0.491014        43.6287        41.3794     
  1099.48        500.000                 NaN            NaN   4.94628                 NaN            NaN   7.08702        2.45452       0.491479        43.6380        41.3827     
  1098.44        500.000                 NaN            NaN   4.94903                 NaN            NaN   7.09098        2.45855       0.491039        43.6252        41.3852     
  1097.41        500.000                 NaN            NaN   4.94230                 NaN            NaN   7.09024        2.46211       0.491440        43.6264        41.3875     
  1096.37        500.000                 NaN            NaN   4.92984                 NaN            NaN   7.09014        2.46626       0.492013        43.6314        41.3904     
  1095.33        500.000                 NaN            NaN   4.93685                 NaN            NaN   7.09382        2.46553       0.491118        43.6216        41.3911     
  1094.30        500.000                 NaN            NaN   4.92241                 NaN            NaN   7.09046        2.47480       0.492039        43.6239        41.3964     
  1093.26        500.000                 NaN            NaN   4.90862                 NaN            NaN   7.08805        2.47852       0.492606        43.6335        41.3987     
  1092.23        500.000                 NaN            NaN   4.91126                 NaN            NaN   7.09065        2.48188       0.492299        43.6224        41.4015     
  1091.19        500.000                 NaN            NaN   4.90361                 NaN            NaN   7.09017        2.48656       0.492759        43.6222        41.4047     
  1090.15        500.000                 NaN            NaN   4.88989                 NaN            NaN   7.08852        2.48997       0.493088        43.6317        41.4068     
  1089.12        500.000                 NaN            NaN   4.89383                 NaN            NaN   7.09019        2.49262       0.492899        43.6209        41.4096     
  1088.08        500.000                 NaN            NaN   4.89335                 NaN            NaN   7.09392        2.49267       0.492405        43.6176        41.4101     
  1087.04        500.000                 NaN            NaN   4.87234                 NaN            NaN   7.08813        2.50122       0.493524        43.6301        41.4147     
  1086.01        500.000                 NaN            NaN   4.87684                 NaN            NaN   7.09298        2.50284       0.493249        43.6172        41.4169     
  1084.97        500.000                 NaN            NaN   4.87207                 NaN            NaN   7.09341        2.50625       0.493340        43.6152        41.4198     
  1083.94        500.000                 NaN            NaN   4.85693                 NaN            NaN   7.09189        2.51151       0.494074        43.6216        41.4240     
  1082.90        500.000                 NaN            NaN   4.85982                 NaN            NaN   7.09155        2.51300       0.494155        43.6161        41.4253     
  1081.86        500.000                 NaN            NaN   4.85632                 NaN            NaN   7.09396        2.51662       0.493759        43.6115        41.4279     
  1080.83        500.000                 NaN            NaN   4.83506                 NaN            NaN   7.08802        2.52384       0.494817        43.6275        41.4307     
  1079.79        500.000                 NaN            NaN   4.84683                 NaN            NaN   7.09426        2.52261       0.494007        43.6097        41.4326     
  1078.75        500.000                 NaN            NaN   4.83861                 NaN            NaN   7.09179        2.52664       0.494543        43.6134        41.4350     
  1077.72        500.000                 NaN            NaN   4.82312                 NaN            NaN   7.08986        2.53176       0.495264        43.6218        41.4382     
  1076.68        500.000                 NaN            NaN   4.81898                 NaN            NaN   7.09016        2.53449       0.495356        43.6205        41.4405     
  1075.65        500.000                 NaN            NaN   4.81486                 NaN            NaN   7.09047        2.53720       0.495448        43.6192        41.4428     
  1074.61        500.000                 NaN            NaN   4.81078                 NaN            NaN   7.09078        2.53989       0.495538        43.6179        41.4451     
  1073.57        500.000                 NaN            NaN   4.80674                 NaN            NaN   7.09110        2.54256       0.495628        43.6166        41.4473     
  1072.54        500.000                 NaN            NaN   4.80272                 NaN            NaN   7.09141        2.54521       0.495716        43.6153        41.4496     
  1071.50        500.000                 NaN            NaN   4.79874                 NaN            NaN   7.09174        2.54785       0.495803        43.6140        41.4519     
  1070.46        500.000                 NaN            NaN   4.79479                 NaN            NaN   7.09206        2.55046       0.495888        43.6127        41.4541     
  1069.43        500.000                 NaN            NaN   4.79087                 NaN            NaN   7.09239        2.55307       0.495973        43.6114        41.4563     
  1068.39        500.000                 NaN            NaN   4.78699                 NaN            NaN   7.09272        2.55565       0.496056        43.6100        41.4586     
  1067.36        500.000                 NaN            NaN   4.78313                 NaN            NaN   7.09306        2.55822       0.496138        43.6086        41.4608     
  1066.32        500.000                 NaN            NaN   4.77931                 NaN            NaN   7.09340        2.56076       0.496220        43.6073        41.4630     
  1065.28        500.000                 NaN            NaN   4.77552                 NaN            NaN   7.09374        2.56330       0.496300        43.6059        41.4652     
  1064.25        500.000                 NaN            NaN   4.77176                 NaN            NaN   7.09408        2.56581       0.496378        43.6045        41.4675     
  1063.21        500.000                 NaN            NaN   4.76803                 NaN            NaN   7.09443        2.56831       0.496456        43.6031        41.4697     
  1062.17        500.000                 NaN            NaN   4.76433                 NaN            NaN   7.09479        2.57080       0.496533        43.6017        41.4719     
  1061.14        500.000                 NaN            NaN   4.76066                 NaN            NaN   7.09514        2.57326       0.496608        43.6003        41.4741     
  1060.10        500.000                 NaN            NaN   4.75701                 NaN            NaN   7.09550        2.57572       0.496682        43.5988        41.4763     
  1059.07        500.000                 NaN            NaN   4.75340                 NaN            NaN   7.09587        2.57815       0.496756        43.5974        41.4784     
  1058.03        500.000                 NaN            NaN   4.74982                 NaN            NaN   7.09624        2.58057       0.496828        43.5959        41.4806     
  1056.99        500.000                 NaN            NaN   4.74627                 NaN            NaN   7.09661        2.58298       0.496899        43.5945        41.4828     
  1055.96        500.000                 NaN            NaN   4.74274                 NaN            NaN   7.09698        2.58537       0.496969        43.5930        41.4850     
  1054.92        500.000                 NaN            NaN   4.73924                 NaN            NaN   7.09736        2.58774       0.497038        43.5915        41.4871     
  1053.88        500.000                 NaN            NaN   4.73578                 NaN            NaN   7.09774        2.59010       0.497106        43.5900        41.4893     
  1052.85        500.000                 NaN            NaN   4.73233                 NaN            NaN   7.09813        2.59244       0.497173        43.5885        41.4914     
  1051.81        500.000                 NaN            NaN   4.72892                 NaN            NaN   7.09852        2.59477       0.497239        43.5870        41.4936     
  1050.78        500.000                 NaN            NaN   4.72554                 NaN            NaN   7.09891        2.59709       0.497303        43.5855        41.4957     
  1049.74        500.000                 NaN            NaN   4.71828                 NaN            NaN   7.09917        2.60034       0.497557        43.5861        41.4986     
  1048.70        500.000                 NaN            NaN   4.71448                 NaN            NaN   7.09958        2.60287       0.497652        43.5846        41.5008     
  1047.67        500.000                 NaN            NaN   4.71464                 NaN            NaN   7.09998        2.60313       0.497507        43.5829        41.5019     
  1046.63        500.000                 NaN            NaN   4.71143                 NaN            NaN   7.10044        2.60545       0.497554        43.5810        41.5041     
  1045.59        500.000                 NaN            NaN   4.70824                 NaN            NaN   7.10084        2.60768       0.497610        43.5794        41.5062     
  1044.56        500.000                 NaN            NaN   4.70204                 NaN            NaN   7.10046        2.61129       0.497884        43.5796        41.5087     
  1043.52        500.000                 NaN            NaN   4.70031                 NaN            NaN   7.10165        2.61295       0.497788        43.5765        41.5108     
  1042.49        500.000                 NaN            NaN   4.69531                 NaN            NaN   7.10129        2.61587       0.498022        43.5766        41.5129     
  1041.45        500.000                 NaN            NaN   4.69225                 NaN            NaN   7.10171        2.61801       0.498071        43.5749        41.5150     
  1040.41        500.000                 NaN            NaN   4.68951                 NaN            NaN   7.10222        2.62002       0.498097        43.5731        41.5171     
  1039.38        500.000                 NaN            NaN   4.68636                 NaN            NaN   7.10266        2.62224       0.498150        43.5714        41.5192     
  1038.34        500.000                 NaN            NaN   4.68336                 NaN            NaN   7.10312        2.62435       0.498205        43.5697        41.5212     
  1037.30        500.000                 NaN            NaN   4.68037                 NaN            NaN   7.10357        2.62646       0.498251        43.5680        41.5233     
  1036.27        500.000                 NaN            NaN   4.67737                 NaN            NaN   7.10401        2.62857       0.498305        43.5663        41.5254     
  1035.23        500.000                 NaN            NaN   4.67439                 NaN            NaN   7.10446        2.63068       0.498353        43.5647        41.5275     
  1034.20        500.000                 NaN            NaN   4.67144                 NaN            NaN   7.10491        2.63277       0.498401        43.5629        41.5295     
  1033.16        500.000                 NaN            NaN   4.66852                 NaN            NaN   7.10537        2.63485       0.498448        43.5612        41.5316     
  1032.12        500.000                 NaN            NaN   4.66562                 NaN            NaN   7.10583        2.63692       0.498494        43.5595        41.5337     
  1031.09        500.000                 NaN            NaN   4.66275                 NaN            NaN   7.10629        2.63897       0.498539        43.5577        41.5357     
  1030.05        500.000                 NaN            NaN   4.65990                 NaN            NaN   7.10676        2.64101       0.498583        43.5560        41.5378     
  1029.01        500.000                 NaN            NaN   4.65707                 NaN            NaN   7.10724        2.64304       0.498626        43.5542        41.5398     
  1027.98        500.000                 NaN            NaN   4.59151                 NaN            NaN   7.10624        2.67315       0.503627        43.5688        41.5567     
  1026.94        500.000                 NaN            NaN   4.65149                 NaN            NaN   7.10819        2.64706       0.498710        43.5507        41.5439     
  1025.91        500.000                 NaN            NaN   4.64874                 NaN            NaN   7.10868        2.64905       0.498750        43.5489        41.5459     
  1024.87        500.000                 NaN            NaN   4.64600                 NaN            NaN   7.10917        2.65103       0.498790        43.5470        41.5480     
  1023.83        500.000                 NaN            NaN   4.64329                 NaN            NaN   7.10966        2.65300       0.498828        43.5452        41.5500     
  1022.80        500.000                 NaN            NaN   4.64061                 NaN            NaN   7.11015        2.65496       0.498866        43.5434        41.5520     
  1021.76        500.000                 NaN            NaN   4.63791                 NaN            NaN   7.11066        2.65673       0.498919        43.5418        41.5540     
  1020.72        500.000                 NaN            NaN   4.60204                 NaN            NaN   7.10733        2.66926       0.502402        43.5588        41.5601     
  1019.69        500.000                 NaN            NaN   4.63210                 NaN            NaN   7.11129        2.66077       0.499032        43.5389        41.5579     
  1018.65        500.000                 NaN            NaN   4.62970                 NaN            NaN   7.11210        2.66274       0.499027        43.5363        41.5601     
  1017.62        500.000                 NaN            NaN   4.62823                 NaN            NaN   7.11286        2.66386       0.498994        43.5343        41.5618     
  1016.58        500.000                 NaN            NaN   4.62437                 NaN            NaN   7.11312        2.66662       0.499104        43.5326        41.5641     
  1015.54        500.000                 NaN            NaN   4.62200                 NaN            NaN   7.11370        2.66837       0.499124        43.5307        41.5661     
  1014.51        500.000                 NaN            NaN   4.59029                 NaN            NaN   7.10588        2.67244       0.503516        43.5623        41.5656     
  1013.47        500.000                 NaN            NaN   4.61707                 NaN            NaN   7.11470        2.67213       0.499190        43.5268        41.5701     
  1012.43        500.000                 NaN            NaN   4.61463                 NaN            NaN   7.11522        2.67396       0.499218        43.5249        41.5721     
  1011.40        500.000                 NaN            NaN   4.61216                 NaN            NaN   7.11577        2.67581       0.499246        43.5229        41.5741     
  1010.36        500.000                 NaN            NaN   4.60974                 NaN            NaN   7.11631        2.67764       0.499272        43.5210        41.5761     
  1009.33        500.000                 NaN            NaN   4.60733                 NaN            NaN   7.11686        2.67946       0.499299        43.5190        41.5781     
  1008.29        500.000                 NaN            NaN   4.60495                 NaN            NaN   7.11741        2.68126       0.499324        43.5170        41.5801     
  1007.25        500.000                 NaN            NaN   4.58963                 NaN            NaN   7.10569        2.67206       0.503456        43.5588        41.5703     
  1006.22        500.000                 NaN            NaN   4.60025                 NaN            NaN   7.11853        2.68484       0.499372        43.5130        41.5840     
  1005.18        500.000                 NaN            NaN   4.59793                 NaN            NaN   7.11909        2.68662       0.499395        43.5110        41.5860     
  1004.14        500.000                 NaN            NaN   4.59564                 NaN            NaN   7.11966        2.68838       0.499417        43.5089        41.5880     
  1003.11        500.000                 NaN            NaN   4.59336                 NaN            NaN   7.12023        2.69014       0.499438        43.5069        41.5899     
  1002.07        500.000                 NaN            NaN   4.59098                 NaN            NaN   7.12078        2.69190       0.499464        43.5050        41.5919     
  1001.04        500.000                 NaN            NaN   4.58887                 NaN            NaN   7.12139        2.69362       0.499477        43.5028        41.5939     
  1000.00        500.000                 NaN            NaN   4.58665                 NaN            NaN   7.12197        2.69535       0.499496        43.5007        41.5958     
