|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m2/YM20/YM20_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1583.33        500.000        99.4413       0.558736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.87        500.000        99.1286       0.871429                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1580.41        500.000        99.1358       0.825022       0.391980E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.94        500.000        99.1457       0.854315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.48        500.000        99.1526       0.828609       0.188258E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.02        500.000        99.1593       0.840660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.56        500.000        99.1703       0.799865       0.298111E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.10        500.000        99.1777       0.781728       0.405868E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.63        500.000        99.1628       0.750082       0.871244E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.17        500.000        99.2205       0.779503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.71        500.000        99.2004       0.765632       0.340143E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.25        500.000        98.6051        1.33265       0.622946E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1565.79        500.000        99.7246       0.248610       0.267602E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.32        500.000        99.3189       0.664611       0.164971E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1562.86        500.000        99.2273       0.740615       0.321175E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.2335       0.735109       0.314412E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.94        500.000        99.2397       0.730116       0.301824E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.48        500.000        99.2463       0.723753       0.299343E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.01        500.000        99.2526       0.719784       0.276223E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.55        500.000        99.2571       0.715695       0.271564E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.09        500.000        99.2667       0.706551       0.267850E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.63        500.000        99.2710       0.693504       0.355256E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.17        500.000        99.2735       0.713771       0.127038E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.70        500.000        99.2829       0.692230       0.248282E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.24        500.000        99.2918       0.684771       0.234522E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.78        500.000        99.2942       0.684484       0.213643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.32        500.000        99.3000       0.678997       0.209714E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.3050       0.675129       0.198533E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.39        500.000        99.2679       0.712321       0.197623E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.93        500.000        99.3571       0.627282       0.156081E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.47        500.000        99.3139       0.627641       0.584552E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
