|6.6.6
Archiving\03_Data\frac/QFM_m4.5/TIS/TIS_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           ilm            San(TH)        q             
  1536.34        2500.00        98.9804                 NaN            NaN            NaN  0.103750       0.915899                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.9892                 NaN            NaN            NaN  0.100725       0.910105                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0020                 NaN            NaN            NaN  0.996532E-001  0.898372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.7859                 NaN            NaN            NaN            NaN  0.109278        1.10479                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.7500                 NaN            NaN            NaN            NaN  0.570834E-001   1.19292                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.7480                 NaN            NaN            NaN            NaN  0.215313E-001   1.23050                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.7585                 NaN            NaN            NaN            NaN  0.248043       0.993494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.7404                 NaN            NaN            NaN            NaN            NaN   1.25958                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.7317                 NaN            NaN            NaN            NaN            NaN   1.26831                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.7225                 NaN            NaN            NaN            NaN            NaN   1.27752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.7096                 NaN            NaN  0.248754E-002            NaN            NaN   1.28787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.6863                 NaN            NaN  0.336509E-002            NaN            NaN   1.31035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.6529                 NaN            NaN  0.114721E-001            NaN            NaN   1.33559                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.6273                 NaN            NaN  0.112552E-001            NaN            NaN   1.36140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.5906                 NaN            NaN  0.109593E-001            NaN            NaN   1.39844                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.5292                 NaN            NaN  0.105532E-001            NaN            NaN   1.46028                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.2774                 NaN            NaN  0.843016E-002            NaN            NaN   1.05797       0.656164                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.0258                 NaN            NaN  0.553769E-002            NaN            NaN  0.332762        1.63594                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.0550                 NaN            NaN  0.523627E-002            NaN            NaN  0.338508        1.60123                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.0894                 NaN            NaN  0.490904E-002            NaN            NaN   1.56452       0.341121                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.1098                 NaN            NaN  0.460260E-002            NaN            NaN   1.54603       0.339558                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.1393                 NaN            NaN  0.430758E-002            NaN            NaN  0.341864        1.51456                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.1632                 NaN            NaN  0.402262E-002            NaN            NaN  0.331101        1.50164                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.1888                 NaN            NaN  0.374753E-002            NaN            NaN   1.46530       0.342174                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.2122                 NaN            NaN  0.346868E-002            NaN            NaN  0.344559        1.43979                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.2337                 NaN            NaN  0.324219E-002            NaN            NaN   1.41817       0.344913                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.2554                 NaN            NaN  0.298724E-002            NaN            NaN   1.39649       0.345075                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.2737                 NaN            NaN  0.278621E-002            NaN            NaN   1.37676       0.346777                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.2958                 NaN            NaN  0.248765E-002            NaN            NaN   1.35775       0.343989                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.3157                 NaN            NaN  0.229661E-002            NaN            NaN  0.343974        1.33799                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.3355                 NaN            NaN  0.197444E-002  0.393765E-001            NaN  0.266702        1.35650                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.3679                 NaN            NaN  0.154395E-002  0.105893                 NaN   1.39491       0.129753                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.3832                 NaN            NaN  0.135254E-002  0.105949                 NaN   1.38010       0.129403                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.3990                 NaN            NaN  0.117008E-002  0.102408                 NaN  0.136588        1.36086                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.4144                 NaN            NaN  0.993336E-003  0.990804E-001            NaN  0.141237        1.34426                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.4285                 NaN            NaN  0.824942E-003  0.956748E-001            NaN  0.147767        1.32720                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.4401                 NaN            NaN  0.656772E-003  0.930065E-001            NaN  0.151274        1.31494                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.4566                 NaN            NaN  0.509591E-003  0.885301E-001            NaN  0.158146        1.29625                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.4046                 NaN            NaN  0.870066E-003  0.152844                 NaN   1.16587       0.275795                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.5366                 NaN            NaN  0.639134E-004  0.245754E-001            NaN  0.580176E-001   1.38076                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.4955                 NaN            NaN            NaN  0.704007E-001            NaN   1.29012       0.143966                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.4995                 NaN            NaN  0.332718E-003  0.763587E-001            NaN   1.24988       0.173969                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.5082                 NaN            NaN  0.246466E-003  0.733817E-001            NaN  0.174919        1.24328                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.5180                 NaN            NaN            NaN  0.700553E-001            NaN   1.23398       0.177919                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.5252                 NaN            NaN            NaN  0.669834E-001            NaN   1.22797       0.179859                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.5324                 NaN            NaN            NaN  0.639268E-001            NaN   1.22091       0.182773                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        96.7608                 NaN            NaN            NaN  0.563301                 NaN   1.62057       0.177661                 NaN  0.877637                 NaN            NaN            NaN            NaN
  1418.55        2500.00        96.2561                 NaN            NaN            NaN  0.727264                 NaN   1.76224       0.113042                 NaN   1.14140                 NaN            NaN            NaN            NaN
  1416.04        2500.00        96.3382                 NaN            NaN            NaN  0.727035                 NaN   1.77598       0.426950E-001            NaN   1.11610                 NaN            NaN            NaN            NaN
  1413.53        2500.00        96.4220                 NaN            NaN            NaN  0.713245                 NaN  0.243206E-001   1.75213                 NaN   1.08830                 NaN            NaN            NaN            NaN
  1411.03        2500.00        96.4964                 NaN            NaN            NaN  0.703825                 NaN   1.73597                 NaN            NaN   1.06385                 NaN            NaN            NaN            NaN
  1408.52        2500.00        96.5857                 NaN            NaN            NaN  0.695289                 NaN   1.68083                 NaN            NaN   1.03822                 NaN            NaN            NaN            NaN
  1406.02        2500.00        96.6545                 NaN            NaN            NaN  0.688262                 NaN   1.64512                 NaN            NaN   1.01215                 NaN            NaN            NaN            NaN
  1403.51        2500.00        96.7071                 NaN            NaN            NaN  0.683138                 NaN   1.61216                 NaN            NaN  0.997631                 NaN            NaN            NaN            NaN
  1401.00        2500.00        96.7905                 NaN            NaN            NaN  0.662031                 NaN   1.58183                 NaN            NaN  0.965668                 NaN            NaN            NaN            NaN
  1398.50        2500.00        96.8369                 NaN            NaN            NaN  0.657589                 NaN   1.55450                 NaN            NaN  0.951032                 NaN            NaN            NaN            NaN
  1395.99        2500.00        96.8874                 NaN            NaN            NaN  0.617858                 NaN   1.56397                 NaN            NaN  0.930718                 NaN            NaN            NaN            NaN
  1393.48        2500.00        96.9571                 NaN            NaN            NaN  0.619489                 NaN   1.51610                 NaN            NaN  0.907270                 NaN            NaN            NaN            NaN
  1390.98        2500.00        96.8415                 NaN            NaN            NaN  0.460884                 NaN   1.68780                 NaN            NaN  0.921492       0.883665E-001            NaN            NaN            NaN
  1388.47        2500.00        96.7656                 NaN            NaN            NaN  0.307584                 NaN   1.84499                 NaN            NaN  0.926304       0.155546                 NaN            NaN            NaN
  1385.96        2500.00        96.8128                 NaN            NaN            NaN  0.244232                 NaN   1.88362                 NaN            NaN  0.902289       0.157082                 NaN            NaN            NaN
  1383.46        2500.00        96.8465                 NaN            NaN            NaN  0.162535                 NaN   1.94622                 NaN            NaN  0.880989       0.163748                 NaN            NaN            NaN
  1380.95        2500.00        96.9300                 NaN            NaN            NaN  0.153078                 NaN   1.90960                 NaN            NaN  0.853918       0.153360                 NaN            NaN            NaN
  1378.45        2500.00        97.0126                 NaN            NaN            NaN  0.159389                 NaN   1.85686                 NaN            NaN  0.830564       0.140559                 NaN            NaN            NaN
  1375.94        2500.00        97.0426                 NaN            NaN            NaN  0.686870E-001            NaN  0.820555E-001   1.84765                 NaN  0.810292       0.148671                 NaN            NaN            NaN
  1373.43        2500.00        97.1781                 NaN            NaN            NaN  0.194011                 NaN   1.73256                 NaN            NaN  0.784921       0.110437                 NaN            NaN            NaN
  1370.93        2500.00        97.2728                 NaN            NaN            NaN  0.249967                 NaN   1.62652                 NaN            NaN  0.762976       0.877712E-001            NaN            NaN            NaN
  1368.42        2500.00        97.3645                 NaN            NaN            NaN  0.314733                 NaN   1.51468                 NaN            NaN  0.742625       0.634465E-001            NaN            NaN            NaN
  1365.91        2500.00        97.4430                 NaN            NaN            NaN  0.366399                 NaN   1.42490                 NaN            NaN  0.724001       0.417059E-001            NaN            NaN            NaN
  1363.41        2500.00        97.5103                 NaN            NaN            NaN  0.395622                 NaN   1.36163                 NaN            NaN  0.705928       0.265237E-001            NaN            NaN            NaN
  1360.90        2500.00        97.5739                 NaN            NaN            NaN  0.436957                 NaN   1.29253                 NaN            NaN  0.689461       0.715421E-002            NaN            NaN            NaN
  1358.40        2500.00        97.6124                 NaN            NaN            NaN  0.441654                 NaN   1.26540                 NaN            NaN  0.676949       0.358197E-002            NaN            NaN            NaN
  1355.89        2500.00        97.6515                 NaN            NaN            NaN  0.445445                 NaN   1.23897                 NaN            NaN  0.664113                 NaN            NaN            NaN            NaN
  1353.38        2500.00        97.6865                 NaN            NaN            NaN  0.443357                 NaN   1.21760                 NaN            NaN  0.652590                 NaN            NaN            NaN            NaN
  1350.88        2500.00        97.7179                 NaN            NaN            NaN  0.432730                 NaN   1.20845                 NaN            NaN  0.640925                 NaN            NaN            NaN            NaN
  1348.37        2500.00        97.6168                 NaN            NaN            NaN  0.418336                 NaN   1.25069                 NaN            NaN  0.658056                 NaN  0.561530E-001            NaN            NaN
  1345.86        2500.00        97.4545                 NaN            NaN            NaN  0.407246                 NaN   1.30621                 NaN            NaN  0.689398                 NaN  0.142683                 NaN            NaN
  1343.36        2500.00        97.5048                 NaN            NaN            NaN  0.400087                 NaN   1.28241                 NaN            NaN  0.674681                 NaN  0.137996                 NaN            NaN
  1340.85        2500.00        97.5560                 NaN            NaN            NaN  0.398608                 NaN   1.25116                 NaN            NaN  0.660526                 NaN  0.133753                 NaN            NaN
  1338.35        2500.00        97.6052                 NaN            NaN            NaN  0.388085                 NaN   1.23139                 NaN            NaN  0.646140                 NaN  0.129153                 NaN            NaN
  1335.84        2500.00        97.6543                 NaN            NaN            NaN  0.386879                 NaN   1.20138                 NaN            NaN  0.632271                 NaN  0.125162                 NaN            NaN
  1333.33        2500.00        97.7019                 NaN            NaN            NaN  0.378405                 NaN   1.18014                 NaN            NaN  0.618672                 NaN  0.120881                 NaN            NaN
  1330.83        2500.00        97.7481                 NaN            NaN            NaN  0.367401                 NaN   1.16272                 NaN            NaN  0.605119                 NaN  0.116639                 NaN            NaN
  1328.32        2500.00        97.7929                 NaN            NaN            NaN  0.361710                 NaN   1.14042                 NaN            NaN  0.592204                 NaN  0.112744                 NaN            NaN
  1325.81        2500.00        97.8377                 NaN            NaN            NaN  0.353021                 NaN   1.12116                 NaN            NaN  0.579336                 NaN  0.108812                 NaN            NaN
  1323.31        2500.00        97.8791                 NaN            NaN            NaN  0.343294                 NaN   1.10561                 NaN            NaN  0.566982                 NaN  0.104975                 NaN            NaN
  1320.80        2500.00        97.9206                 NaN            NaN            NaN  0.332775                 NaN   1.09064                 NaN            NaN  0.554794                 NaN  0.101162                 NaN            NaN
  1318.30        2500.00        97.9596                 NaN            NaN            NaN  0.323663                 NaN   1.07580                 NaN            NaN  0.543388                 NaN  0.975112E-001            NaN            NaN
  1315.79        2500.00        98.0011                 NaN            NaN            NaN  0.313224                 NaN   1.06077                 NaN            NaN  0.530991                 NaN  0.938776E-001            NaN            NaN
  1313.28        2500.00        98.0413                 NaN            NaN            NaN  0.305225                 NaN   1.04313                 NaN            NaN  0.519840                 NaN  0.905297E-001            NaN            NaN
  1310.78        2500.00        98.0798                 NaN            NaN            NaN  0.289173                 NaN   1.03572                 NaN            NaN  0.508639                 NaN  0.866877E-001            NaN            NaN
  1308.27        2500.00        98.1172                 NaN            NaN            NaN  0.282223                 NaN   1.01984                 NaN            NaN  0.497239                 NaN  0.835314E-001            NaN            NaN
  1305.76        2500.00        98.1535                 NaN            NaN            NaN  0.272411                 NaN   1.00684                 NaN            NaN  0.486911                 NaN  0.803267E-001            NaN            NaN
  1303.26        2500.00        98.1888                 NaN            NaN            NaN  0.263169                 NaN  0.994119                 NaN            NaN  0.476750                 NaN  0.771189E-001            NaN            NaN
  1300.75        2500.00        98.2246                 NaN            NaN            NaN  0.250851                 NaN  0.984284                 NaN            NaN  0.466421                 NaN  0.738908E-001            NaN            NaN
  1298.25        2500.00        66.8814                 NaN            NaN            NaN   1.85910                 NaN   8.86799                 NaN            NaN   4.46532                 NaN  0.994974        16.9312                 NaN
  1295.74        2500.00        70.9537                 NaN            NaN            NaN   1.50887                 NaN   8.09040                 NaN            NaN   3.91988                 NaN  0.839990        14.6872                 NaN
  1293.23        2500.00        76.6792                 NaN            NaN            NaN   1.01390                 NaN   6.89991                 NaN            NaN   3.16426                 NaN  0.648908        11.5938                 NaN
  1290.73        2500.00        80.5194                 NaN            NaN            NaN  0.677724                 NaN   6.07936                 NaN            NaN   2.65803                 NaN  0.522926        9.54256                 NaN
  1288.22        2500.00        83.2166                 NaN            NaN            NaN  0.387564                 NaN   5.56760                 NaN            NaN   2.29838                 NaN  0.431603        8.09825                 NaN
  1285.71        2500.00        80.7423                 NaN            NaN            NaN  0.729935                 NaN   5.98240                 NaN            NaN   2.66977                 NaN  0.519518        9.35608                 NaN
  1283.21        2500.00        89.2244                 NaN            NaN            NaN            NaN            NaN   4.06960                 NaN            NaN   1.48884                 NaN  0.241818        4.97537                 NaN
  1280.70        2500.00        90.7807                 NaN            NaN            NaN            NaN            NaN   3.49828                 NaN            NaN   1.27319                 NaN  0.211525        4.23635                 NaN
  1278.20        2500.00        89.6162                 NaN            NaN            NaN            NaN            NaN   3.87400                 NaN            NaN   1.44211                 NaN  0.236568        4.83113                 NaN
  1275.69        2500.00        90.9147                 NaN            NaN            NaN            NaN            NaN   3.39937                 NaN            NaN   1.29507                 NaN  0.187272        4.20362                 NaN
  1273.18        2500.00        93.8810                 NaN            NaN            NaN            NaN            NaN   1.04296                 NaN            NaN  0.941802                 NaN  0.222096        3.91216                 NaN
  1270.68        2500.00        89.4776                 NaN            NaN            NaN            NaN            NaN   4.85474                 NaN            NaN   1.43843                 NaN  0.186641        4.04261                 NaN
  1268.17        2500.00        94.2377                 NaN            NaN            NaN            NaN            NaN   2.09985                 NaN            NaN  0.693991                 NaN  0.144185        2.82433                 NaN
  1265.66        2500.00        90.1901                 NaN            NaN            NaN            NaN            NaN   2.24480       0.678952                 NaN   1.36463                 NaN  0.299261        5.22229                 NaN
  1263.16        2500.00        96.8455                 NaN            NaN            NaN            NaN            NaN   2.16643                 NaN            NaN  0.547009                 NaN            NaN  0.441081                 NaN
  1260.65        2500.00        95.0347                 NaN            NaN            NaN            NaN            NaN   1.93083                 NaN            NaN  0.670529                 NaN            NaN   2.36397                 NaN
  1258.15        2500.00        93.1666                 NaN            NaN            NaN            NaN            NaN   2.33609                 NaN            NaN  0.933852                 NaN  0.188525        3.37496                 NaN
  1255.64        2500.00        95.1777                 NaN            NaN            NaN            NaN            NaN  0.538278       0.225123                 NaN  0.742690                 NaN  0.255764        3.06048                 NaN
  1253.13        2500.00        81.9517                 NaN            NaN            NaN            NaN            NaN   1.15947        2.99533                 NaN   1.75345                 NaN  0.195320        7.16361        4.78108     
  1250.63        2500.00        82.5627                 NaN            NaN            NaN            NaN            NaN   1.31648        2.75901                 NaN   1.70669                 NaN  0.184311        6.79698        4.67384     
  1248.12        2500.00        77.6228                 NaN            NaN            NaN            NaN            NaN   1.65175        3.61719                 NaN   2.30128                 NaN  0.223910        8.00399        6.57912     
  1245.61        2500.00        84.8491                 NaN            NaN            NaN            NaN            NaN   1.11042        2.31099                 NaN   1.45621                 NaN  0.157235        6.05353        4.06255     
  1243.11        2500.00        81.7751                 NaN            NaN            NaN            NaN            NaN   1.31544        2.63074                 NaN   1.72058                 NaN  0.188055        7.38563        4.98444     
  1240.60        2500.00        77.6198                 NaN            NaN            NaN            NaN            NaN   1.59317        3.11700       0.857013E-004   2.11032                 NaN  0.227049        8.98427        6.34835     
  1238.10        2500.00        82.1240                 NaN            NaN            NaN            NaN            NaN   2.92392        2.34592                 NaN   1.97199                 NaN  0.228051E-001   6.28784        4.32354     
  1235.59        2500.00        78.9425                 NaN            NaN            NaN            NaN            NaN   1.42433        2.53674                 NaN   1.94003                 NaN  0.237349        8.51185        6.40725     
  1233.08        2500.00        70.8678                 NaN            NaN            NaN            NaN            NaN   4.16583        1.07523                 NaN   2.53125                 NaN  0.346500        12.0472        8.96624     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.35524        14.2074                 NaN   8.48765                 NaN   1.04827        43.2466        31.6549     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.55356        7.92976                 NaN   8.41270                 NaN   1.07514        43.3872        31.6416     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.63506        7.85047                 NaN   8.41854                 NaN   1.07395        43.3801        31.6419     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.71559        7.77218                 NaN   8.42441                 NaN   1.07276        43.3729        31.6422     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.79572        7.69436                 NaN   8.43029                 NaN   1.07154        43.3656        31.6425     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.87450        7.61796       0.115554E-005   8.43619                 NaN   1.07030        43.3582        31.6428     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.95281        7.54209       0.143953E-005   8.44211                 NaN   1.06904        43.3508        31.6432     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.84858        7.63815       0.257520E-005   8.44509                 NaN   1.07138        43.3552        31.6416     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.10570        7.39426       0.218833E-005   8.45398                 NaN   1.06645        43.3357        31.6439     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.18205        7.32053       0.269700E-005   8.45995                 NaN   1.06512        43.3281        31.6443     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.25662        7.24864       0.868614E-005   8.46593                 NaN   1.06377        43.3204        31.6446     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.33077        7.17722       0.267033E-004   8.47191                 NaN   1.06240        43.3126        31.6450     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.23645        11.1488       0.658899E-004   8.39308                 NaN   1.09722        43.5004        31.6240     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.47505        7.03848       0.222641E-003   8.48390                 NaN   1.05959        43.2969        31.6459     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.960623        14.6483                 NaN   8.57540                 NaN   1.02624        43.1280        31.6614     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.12002        14.4917                 NaN   8.58061                 NaN   1.02488        43.1209        31.6618     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.27538        14.3392                 NaN   8.58571                 NaN   1.02350        43.1140        31.6622     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.08350        11.3187       0.511007E-004   8.42885                 NaN   1.08883        43.4538        31.6263     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.82054        6.70865                 NaN   8.51406                 NaN   1.05219        43.2563        31.6482     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.88637        6.64612                 NaN   8.52013                 NaN   1.05064        43.2480        31.6487     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.99784        11.4152       0.439479E-004   8.45009                 NaN   1.08359        43.4253        31.6279     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.01543        6.52382                 NaN   8.53226                 NaN   1.04748        43.2313        31.6498     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.07794        6.46483                 NaN   8.53833                 NaN   1.04586        43.2227        31.6503     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.91633        11.5081       0.378717E-004   8.47119                 NaN   1.07816        43.3966        31.6296     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.20105        6.34890                 NaN   8.55050                 NaN   1.04256        43.2056        31.6514     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.26061        6.29304                 NaN   8.55660                 NaN   1.04088        43.1969        31.6520     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.16709        6.38124       0.236191E-005   8.55885                 NaN   1.04244        43.1994        31.6510     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.22651        6.32571       0.236099E-005   8.56489                 NaN   1.04071        43.1906        31.6516     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.79315        11.6514                 NaN   8.50587                 NaN   1.06879        43.3482        31.6326     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.34013        6.22009       0.235739E-005   8.57701                 NaN   1.03716        43.1727        31.6529     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.39555        6.16878       0.235633E-005   8.58307                 NaN   1.03536        43.1637        31.6536     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.72663        11.7305                 NaN   8.52637                 NaN   1.06297        43.3189        31.6346     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.70548        11.7560                 NaN   8.53315                 NaN   1.06100        43.3091        31.6352     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.68536        11.7805                 NaN   8.53991                 NaN   1.05902        43.2993        31.6359     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.66602        11.8042                 NaN   8.54663                 NaN   1.05702        43.2895        31.6366     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.64717        11.8275                 NaN   8.55334                 NaN   1.05501        43.2796        31.6373     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.62898        11.8502                 NaN   8.56001                 NaN   1.05298        43.2698        31.6380     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.61149        11.8722                 NaN   8.56666                 NaN   1.05094        43.2599        31.6387     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.59476        11.8935                 NaN   8.57327                 NaN   1.04889        43.2501        31.6395     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.57918        11.9137                 NaN   8.57987                 NaN   1.04682        43.2402        31.6402     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.56400        11.9335                 NaN   8.58639                 NaN   1.04476        43.2304        31.6410     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.54981        11.9524                 NaN   8.59293                 NaN   1.04267        43.2205        31.6417     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.53587        11.9711                 NaN   8.59945                 NaN   1.04056        43.2106        31.6425     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.52332        11.9884                 NaN   8.60590                 NaN   1.03845        43.2007        31.6433     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.51145        12.0050                 NaN   8.61233                 NaN   1.03635        43.1909        31.6440     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.50038        12.0209                 NaN   8.61871                 NaN   1.03422        43.1810        31.6448     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1125        5.52597                 NaN   8.67971                 NaN   1.00382        43.0120        31.6660     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1465        5.49712                 NaN   8.68572                 NaN   1.00169        43.0021        31.6669     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.98174       0.388276E-003   5.67463        8.69244                 NaN  0.997217        42.9868        31.6668     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0092       0.365429E-003   5.65213        8.69791                 NaN  0.995095        42.9777        31.6675     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0342        5.62350       0.943722E-002   8.70405                 NaN  0.992777        42.9677        31.6684     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0669       0.317243E-003   5.60515        8.71008                 NaN  0.990477        42.9579        31.6692     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.44531        12.1103                 NaN   8.66260                 NaN   1.01912        43.1122        31.6505     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3225        5.35315                 NaN   8.72150                 NaN  0.988618        42.9418        31.6725     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3470        5.33408       0.211504E-005   8.72743                 NaN  0.986392        42.9316        31.6734     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3706        5.31602       0.164278E-005   8.73336                 NaN  0.984151        42.9214        31.6744     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2609        5.42333                 NaN   8.73615                 NaN  0.985291        42.9203        31.6740     
