|6.6.6
Archiving\03_Data\eqfrac/QFM_m2/Y98/Y98_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             ilm            San(TH)        q             
  1229.55        2500.00        66.7393                 NaN   3.65947                 NaN            NaN            NaN            NaN   2.86411       0.187427        15.8593        10.6904     
  1228.33        2500.00        78.5219                 NaN   2.58181                 NaN            NaN            NaN            NaN   1.93811       0.124262        10.3769        6.45700     
  1227.11        2500.00                 NaN            NaN   7.81653        4.83554                 NaN            NaN            NaN   8.47728       0.528741        45.5632        32.7788     
  1225.89        2500.00                 NaN            NaN   9.53058        2.96567       0.624084E-004            NaN            NaN   8.45680       0.562576        45.7412        32.7431     
  1224.66        2500.00                 NaN            NaN   10.3751        2.12335       0.999988E-004  0.207875E-005            NaN   8.49776       0.560441        45.7098        32.7335     
  1223.44        2500.00                 NaN            NaN   11.5516       0.961828       0.309960E-004            NaN            NaN   8.56174       0.569115        45.6213        32.7344     
  1222.22        2500.00                 NaN            NaN   7.40159        5.13093       0.154799E-005            NaN            NaN   8.47577       0.553144        45.6970        32.7416     
  1221.00        2500.00                 NaN            NaN   10.4690        2.03321       0.178896E-005            NaN            NaN   8.51351       0.558799        45.6899        32.7356     
  1219.78        2500.00                 NaN            NaN   5.44596        7.11458                 NaN            NaN            NaN   8.55391       0.547030        45.5932        32.7453     
  1218.56        2500.00                 NaN            NaN   11.3704        1.14379       0.877829E-004  0.130287E-005            NaN   8.55977       0.569597        45.6225        32.7339     
  1217.34        2500.00                 NaN            NaN   10.4417        2.06147       0.830359E-003            NaN            NaN   8.52421       0.557749        45.6763        32.7377     
  1216.12        2500.00                 NaN            NaN   10.5198        1.97070       0.150973E-001            NaN            NaN   8.52947       0.557133        45.6695        32.7383     
  1214.90        2500.00                 NaN            NaN   10.5447        1.96153       0.641891E-005            NaN            NaN   8.53384       0.556702        45.6643        32.7389     
  1213.68        2500.00                 NaN            NaN   10.5264        1.96597       0.158169E-001            NaN            NaN   8.53705       0.556212        45.6586        32.7400     
  1212.45        2500.00                 NaN            NaN   10.5435        1.96642       0.669798E-005            NaN            NaN   8.54073       0.555582        45.6528        32.7410     
  1211.23        2500.00                 NaN            NaN   10.5619        1.94762       0.581533E-003            NaN            NaN   8.54541       0.555307        45.6476        32.7415     
  1210.01        2500.00                 NaN            NaN   10.5613        1.94979                 NaN            NaN            NaN   8.54995       0.554983        45.6418        32.7422     
  1208.79        2500.00                 NaN            NaN   10.5808        1.93094       0.713276E-004            NaN            NaN   8.55409       0.554496        45.6367        32.7429     
  1207.57        2500.00                 NaN            NaN   10.6075        1.90582                 NaN            NaN            NaN   8.55854       0.553895        45.6305        32.7438     
  1206.35        2500.00                 NaN            NaN   10.6322        1.88188       0.588583E-005            NaN            NaN   8.56275       0.553383        45.6254        32.7444     
  1205.13        2500.00                 NaN            NaN   10.6525        1.86274       0.137208E-005            NaN            NaN   8.56803       0.552901        45.6189        32.7449     
  1203.91        2500.00                 NaN            NaN   10.6681        1.84943       0.205424E-005            NaN            NaN   8.57157       0.552145        45.6127        32.7460     
  1202.69        2500.00                 NaN            NaN   10.6440        1.87350                 NaN            NaN            NaN   8.57602       0.552042        45.6078        32.7466     
  1201.47        2500.00                 NaN            NaN   10.9395        1.57968                 NaN            NaN            NaN   8.58861       0.550637        45.5958        32.7458     
  1200.24        2500.00                 NaN            NaN   10.9592        1.56149                 NaN            NaN            NaN   8.59301       0.550086        45.5897        32.7466     
  1199.02        2500.00                 NaN            NaN   10.9774        1.54432                 NaN            NaN            NaN   8.59768       0.549576        45.5839        32.7471     
  1197.80        2500.00                 NaN            NaN   6.95537        5.62428                 NaN            NaN            NaN   8.62401       0.538287        45.4988        32.7593     
  1196.58        2500.00                 NaN            NaN   12.5949                 NaN            NaN            NaN            NaN   8.60126       0.552315        45.4808        32.7707     
  1195.36        2500.00                 NaN            NaN   11.0229        1.50284                 NaN            NaN            NaN   8.61059       0.547970        45.5661        32.7496     
  1194.14        2500.00                 NaN            NaN   11.0368        1.49024                 NaN            NaN            NaN   8.61492       0.547451        45.5602        32.7504     
  1192.92        2500.00                 NaN            NaN   11.0524        1.47599                 NaN            NaN            NaN   8.61934       0.546913        45.5542        32.7511     
  1191.70        2500.00                 NaN            NaN   11.0675        1.46220                 NaN            NaN            NaN   8.62374       0.546371        45.5483        32.7519     
  1190.48        2500.00                 NaN            NaN   11.0826        1.44846                 NaN            NaN            NaN   8.62812       0.545823        45.5423        32.7527     
  1189.26        2500.00                 NaN            NaN   11.0972        1.43524                 NaN            NaN            NaN   8.63247       0.545269        45.5363        32.7535     
  1188.03        2500.00                 NaN            NaN   11.1175        1.41632                 NaN            NaN            NaN   8.63681       0.544687        45.5303        32.7543     
  1186.81        2500.00                 NaN            NaN   10.9007       0.601801E-003   1.63541                 NaN            NaN   8.63318       0.544539        45.5283        32.7572     
  1185.59        2500.00                 NaN            NaN   11.1449        1.39186                 NaN            NaN            NaN   8.64570       0.543562        45.5181        32.7559     
  1184.37        2500.00                 NaN            NaN   10.9486        1.58843                 NaN            NaN            NaN   8.64284       0.543876        45.5184        32.7579     
  1183.15        2500.00                 NaN            NaN   10.9613        1.57705                 NaN            NaN            NaN   8.64716       0.543320        45.5125        32.7587     
  1181.93        2500.00                 NaN            NaN   10.9664        1.57333                 NaN            NaN            NaN   8.65114       0.542815        45.5068        32.7595     
  1180.71        2500.00                 NaN            NaN   10.9839        1.55728                 NaN            NaN            NaN   8.65561       0.542238        45.5006        32.7603     
  1179.49        2500.00                 NaN            NaN   10.9954        1.54720                 NaN            NaN            NaN   8.65984       0.541689        45.4947        32.7612     
  1178.27        2500.00                 NaN            NaN   11.2191        1.32615                 NaN            NaN            NaN   8.67175       0.540288        45.4819        32.7608     
  1177.05        2500.00                 NaN            NaN   12.1065       0.507504                 NaN            NaN            NaN   8.63014       0.543073        45.4286        32.7842     
  1175.82        2500.00                 NaN            NaN   11.2403        1.30824                 NaN            NaN            NaN   8.67996       0.539044        45.4699        32.7626     
  1174.60        2500.00                 NaN            NaN   11.2523        1.29765                 NaN            NaN            NaN   8.68419       0.538484        45.4640        32.7634     
  1173.38        2500.00                 NaN            NaN   11.2634        1.28823                 NaN            NaN            NaN   8.68842       0.537855        45.4578        32.7643     
  1172.16        2500.00                 NaN            NaN   11.2777        1.27527                 NaN            NaN            NaN   8.69321       0.537234        45.4517        32.7649     
  1170.94        2500.00                 NaN            NaN   11.2887        1.26584                 NaN            NaN            NaN   8.69746       0.536643        45.4455        32.7658     
  1169.72        2500.00                 NaN            NaN   11.3017        1.25426                 NaN            NaN            NaN   8.70216       0.536156        45.4391        32.7667     
  1168.50        2500.00                 NaN            NaN   11.3122        1.24562                 NaN            NaN            NaN   8.70614       0.535472        45.4329        32.7677     
  1167.28        2500.00                 NaN            NaN   12.0929       0.541777                 NaN            NaN            NaN   8.65344       0.536883        45.3805        32.7945     
  1166.06        2500.00                 NaN            NaN   11.8960       0.735866                 NaN            NaN            NaN   8.64116       0.541831        45.3863        32.7989     
  1164.84        2500.00                 NaN            NaN   11.9057       0.730658                 NaN            NaN            NaN   8.64519       0.540643        45.3771        32.8006     
  1163.61        2500.00                 NaN            NaN   11.9053       0.734188                 NaN            NaN            NaN   8.64770       0.539903        45.3708        32.8021     
  1162.39        2500.00                 NaN            NaN   11.8214       0.815294                 NaN            NaN            NaN   8.64873       0.540234        45.3726        32.8018     
  1161.17        2500.00                 NaN            NaN   11.8677       0.768488                 NaN            NaN            NaN   8.65251       0.538474        45.3729        32.7999     
  1159.95        2500.00                 NaN            NaN   11.6356        1.01898                 NaN            NaN            NaN   8.64028       0.541223        45.3533        32.8106     
  1158.73        2500.00                 NaN            NaN   11.8216       0.827737                 NaN            NaN            NaN   8.66688       0.535642        45.3437        32.8045     
  1157.51        2500.00                 NaN            NaN   11.8091       0.834661                 NaN            NaN            NaN   8.66070       0.537197        45.3533        32.8050     
  1156.29        2500.00                 NaN            NaN   11.6574       0.987320                 NaN            NaN            NaN   8.65820       0.539024        45.3492        32.8089     
  1155.07        2500.00                 NaN            NaN   11.1845        1.38879                 NaN            NaN            NaN   8.74488       0.529944        45.3736        32.7783     
  1153.85        2500.00                 NaN            NaN   11.8741       0.783446                 NaN            NaN            NaN   8.66044       0.535533        45.3342        32.8123     
  1152.63        2500.00                 NaN            NaN   11.8909       0.765770                 NaN            NaN            NaN   8.66366       0.534586        45.3331        32.8119     
  1151.40        2500.00                 NaN            NaN   11.9055       0.755608                 NaN            NaN            NaN   8.66784       0.533221        45.3247        32.8131     
  1150.18        2500.00                 NaN            NaN   11.8039       0.863405                 NaN            NaN            NaN   8.68163       0.530221        45.3045        32.8164     
  1148.96        2500.00                 NaN            NaN   11.8095       0.860148                 NaN            NaN            NaN   8.68473       0.529277        45.2991        32.8173     
  1147.74        2500.00                 NaN            NaN   11.8049       0.867303                 NaN            NaN            NaN   8.68700       0.528549        45.2936        32.8186     
  1146.52        2500.00                 NaN            NaN   11.2626        1.32351                 NaN            NaN            NaN   8.77283       0.525683        45.3301        32.7852     
  1145.30        2500.00                 NaN            NaN   11.3073        1.28175                 NaN            NaN            NaN   8.77545       0.525938        45.3218        32.7877     
  1144.08        2500.00                 NaN            NaN   11.2801        1.30969                 NaN            NaN            NaN   8.78101       0.524404        45.3176        32.7872     
  1142.86        2500.00                 NaN            NaN   1.14287        11.4029       0.126226E-005            NaN            NaN   8.75653       0.528469        45.3945        32.7748     
  1141.64        2500.00                 NaN            NaN   11.2857        1.30750                 NaN            NaN            NaN   8.78912       0.523193        45.3054        32.7891     
  1140.42        2500.00                 NaN            NaN   1.14050        11.4085       0.134359E-005            NaN            NaN   8.76479       0.527292        45.3821        32.7768     
  1139.19        2500.00                 NaN            NaN   11.2902        1.30652                 NaN            NaN            NaN   8.79677       0.521993        45.2934        32.7912     
  1137.97        2500.00                 NaN            NaN   11.2926        1.30592                 NaN            NaN            NaN   8.80065       0.521386        45.2873        32.7921     
  1136.75        2500.00                 NaN            NaN   11.2960        1.30431                 NaN            NaN            NaN   8.80465       0.520758        45.2812        32.7931     
  1135.53        2500.00                 NaN            NaN   11.2964        1.30587                 NaN            NaN            NaN   8.80848       0.520125        45.2750        32.7942     
  1134.31        2500.00                 NaN            NaN   11.1327        1.46929                 NaN            NaN            NaN   8.80597       0.520662        45.2755        32.7958     
  1133.09        2500.00                 NaN            NaN  0.986908        11.5764                 NaN            NaN            NaN   8.79425       0.524476        45.3320        32.7860     
  1131.87        2500.00                 NaN            NaN   11.2648        1.34447                 NaN            NaN            NaN   8.81878       0.518133        45.2559        32.7980     
  1130.65        2500.00                 NaN            NaN   11.1377        1.47162                 NaN            NaN            NaN   8.81770       0.518385        45.2549        32.7997     
  1129.43        2500.00                 NaN            NaN   11.3040        1.30729                 NaN            NaN            NaN   8.82769       0.517047        45.2447        32.7993     
  1128.21        2500.00                 NaN            NaN   11.3058        1.30743                 NaN            NaN            NaN   8.83152       0.516422        45.2385        32.8003     
  1126.98        2500.00                 NaN            NaN   11.3072        1.30784                 NaN            NaN            NaN   8.83538       0.515791        45.2324        32.8013     
  1125.76        2500.00                 NaN            NaN   11.3084        1.30854                 NaN            NaN            NaN   8.83920       0.515162        45.2263        32.8024     
  1124.54        2500.00                 NaN            NaN   11.3096        1.30931                 NaN            NaN            NaN   8.84306       0.514530        45.2201        32.8034     
  1123.32        2500.00                 NaN            NaN   11.3105        1.31031                 NaN            NaN            NaN   8.84687       0.513898        45.2140        32.8045     
  1122.10        2500.00                 NaN            NaN   11.3112        1.31149                 NaN            NaN            NaN   8.85066       0.513266        45.2079        32.8055     
  1120.88        2500.00                 NaN            NaN   11.3117        1.31286                 NaN            NaN            NaN   8.85448       0.512630        45.2017        32.8066     
  1119.66        2500.00                 NaN            NaN   11.3121        1.31443                 NaN            NaN            NaN   8.85828       0.511994        45.1956        32.8076     
  1118.44        2500.00                 NaN            NaN   11.3123        1.31613                 NaN            NaN            NaN   8.86206       0.511358        45.1894        32.8087     
  1117.22        2500.00                 NaN            NaN   1.30087        11.3033       0.791913E-004            NaN            NaN   8.83333       0.515410        45.2455        32.8014     
  1116.00        2500.00                 NaN            NaN   1.30151        11.3016       0.769058E-004            NaN            NaN   8.83762       0.515411        45.2409        32.8029     
  1114.77        2500.00                 NaN            NaN   1.27628        11.3232       0.832188E-004            NaN            NaN   8.84352       0.515556        45.2374        32.8040     
  1113.55        2500.00                 NaN            NaN   11.2824        1.35530                 NaN            NaN            NaN   8.87603       0.508673        45.1639        32.8137     
  1112.33        2500.00                 NaN            NaN   11.1492        1.48808                 NaN            NaN            NaN   8.87434       0.509127        45.1638        32.8155     
  1111.11        2500.00                 NaN            NaN   11.3064        1.33376                 NaN            NaN            NaN   8.88439       0.507555        45.1526        32.8152     
  1109.89        2500.00                 NaN            NaN   11.3044        1.33773                 NaN            NaN            NaN   8.88807       0.506923        45.1466        32.8163     
  1108.67        2500.00                 NaN            NaN  0.997636        11.6044                 NaN            NaN            NaN   8.87575       0.511846        45.2017        32.8088     
  1107.45        2500.00                 NaN            NaN   11.2446        1.39998                 NaN            NaN            NaN   8.89317       0.506147        45.1373        32.8189     
  1106.23        2500.00                 NaN            NaN   7.90180        4.81057                 NaN            NaN            NaN   8.94297       0.489749        45.0283        32.8266     
  1105.01        2500.00                 NaN            NaN   11.2708        1.38063                 NaN            NaN            NaN   8.90184       0.504233        45.1210        32.8214     
  1103.79        2500.00                 NaN            NaN   11.2722        1.38127                 NaN            NaN            NaN   8.90562       0.503568        45.1147        32.8226     
  1102.56        2500.00                 NaN            NaN   11.2480        1.40508                 NaN            NaN            NaN   8.90820       0.503507        45.1121        32.8232     
  1101.34        2500.00                 NaN            NaN   11.2519        1.40328                 NaN            NaN            NaN   8.91209       0.502809        45.1057        32.8243     
  1100.12        2500.00                 NaN            NaN   11.2471        1.41012                 NaN            NaN            NaN   8.91564       0.502199        45.0996        32.8254     
  1098.90        2500.00                 NaN            NaN   11.2422        1.41689                 NaN            NaN            NaN   8.91915       0.501572        45.0936        32.8265     
  1097.68        2500.00                 NaN            NaN   11.2370        1.42406                 NaN            NaN            NaN   8.92266       0.500954        45.0876        32.8277     
  1096.46        2500.00                 NaN            NaN   11.2314        1.43164                 NaN            NaN            NaN   8.92615       0.500339        45.0816        32.8288     
  1095.24        2500.00                 NaN            NaN   11.2539        1.41379                 NaN            NaN            NaN   8.93104       0.499069        45.0717        32.8305     
  1094.02        2500.00                 NaN            NaN   11.2213        1.44570                 NaN            NaN            NaN   8.93316       0.499098        45.0696        32.8312     
  1092.80        2500.00                 NaN            NaN   11.4273        1.24735                 NaN            NaN            NaN   8.94579       0.496276        45.0518        32.8315     
  1091.58        2500.00                 NaN            NaN   11.4155        1.26106                 NaN            NaN            NaN   8.94962       0.495653        45.0456        32.8326     
  1090.35        2500.00                 NaN            NaN   11.4070        1.27157                 NaN            NaN            NaN   8.95245       0.495082        45.0400        32.8339     
  1089.13        2500.00                 NaN            NaN   11.2241        1.45362                 NaN            NaN            NaN   8.94838       0.495972        45.0416        32.8363     
  1087.91        2500.00                 NaN            NaN   11.2194        1.46035                 NaN            NaN            NaN   8.95190       0.495335        45.0355        32.8375     
  1086.69        2500.00                 NaN            NaN   11.4130        1.27532                 NaN            NaN            NaN   8.96521       0.492313        45.0164        32.8378     
  1085.47        2500.00                 NaN            NaN   11.3931        1.29391                 NaN            NaN            NaN   8.96671       0.492447        45.0153        32.8385     
  1084.25        2500.00                 NaN            NaN   11.3937        1.29564                 NaN            NaN            NaN   8.97060       0.491709        45.0086        32.8397     
  1083.03        2500.00                 NaN            NaN   12.0659       0.713170                 NaN            NaN            NaN   8.92508       0.487420        44.9398        32.8686     
  1081.81        2500.00                 NaN            NaN   11.4010        1.29130                 NaN            NaN            NaN   8.97929       0.490383        44.9963        32.8417     
  1080.59        2500.00                 NaN            NaN   11.9728       0.816890                 NaN            NaN            NaN   8.92357       0.490231        44.9221        32.8744     
  1079.37        2500.00                 NaN            NaN   11.3727        1.32620       0.169293E-003            NaN            NaN   8.98438       0.489107        44.9833        32.8442     
  1078.14        2500.00                 NaN            NaN   12.0927       0.707210                 NaN            NaN            NaN   8.93299       0.485832        44.9062        32.8750     
  1076.92        2500.00                 NaN            NaN   11.3496        1.35219                 NaN            NaN            NaN   8.99101       0.487909        44.9724        32.8469     
  1075.70        2500.00                 NaN            NaN   11.3425        1.36139                 NaN            NaN            NaN   8.99440       0.487272        44.9663        32.8482     
  1074.48        2500.00                 NaN            NaN   11.3460        1.35983                 NaN            NaN            NaN   8.99895       0.486535        44.9594        32.8492     
  1073.26        2500.00                 NaN            NaN   11.3573        1.35177                 NaN            NaN            NaN   9.00631       0.484860        44.9503        32.8494     
  1072.04        2500.00                 NaN            NaN   12.0155       0.790240                 NaN            NaN            NaN   8.94699       0.481271        44.8860        32.8800     
  1070.82        2500.00                 NaN            NaN   11.1486        1.55854       0.234398E-004            NaN            NaN   9.00063       0.486721        44.9518        32.8537     
  1069.60        2500.00                 NaN            NaN   11.3062        1.40850                 NaN            NaN            NaN   9.01137       0.484038        44.9355        32.8544     
  1068.38        2500.00                 NaN            NaN   11.1307        1.58221                 NaN            NaN            NaN   9.00700       0.485170        44.9380        32.8569     
  1067.16        2500.00                 NaN            NaN   11.1450        1.56878                 NaN            NaN            NaN   9.01103       0.484671        44.9332        32.8573     
  1065.93        2500.00                 NaN            NaN   11.2790        1.44168                 NaN            NaN            NaN   9.02118       0.482221        44.9179        32.8580     
  1064.71        2500.00                 NaN            NaN   11.2709        1.45188                 NaN            NaN            NaN   9.02451       0.481593        44.9118        32.8593     
  1063.49        2500.00                 NaN            NaN   11.1597        1.56122                 NaN            NaN            NaN   9.02389       0.482275        44.9124        32.8606     
  1062.27        2500.00                 NaN            NaN   11.1368        1.58490                 NaN            NaN            NaN   9.02632       0.482198        44.9081        32.8617     
  1061.05        2500.00                 NaN            NaN   11.1115        1.61221                 NaN            NaN            NaN   9.02812       0.481640        44.9033        32.8632     
  1059.83        2500.00                 NaN            NaN   11.0960        1.63024                 NaN            NaN            NaN   9.03081       0.480990        44.8971        32.8648     
  1058.61        2500.00                 NaN            NaN   11.0836        1.64468                 NaN            NaN            NaN   9.03375       0.480420        44.8914        32.8662     
  1057.39        2500.00                 NaN            NaN   11.0721        1.65782                 NaN            NaN            NaN   9.03693       0.479914        44.8861        32.8672     
  1056.17        2500.00                 NaN            NaN   11.0637        1.66807                 NaN            NaN            NaN   9.04010       0.479353        44.8802        32.8685     
  1054.95        2500.00                 NaN            NaN   11.0532        1.68127                 NaN            NaN            NaN   9.04315       0.478655        44.8737        32.8700     
  1053.72        2500.00                 NaN            NaN   11.0430        1.69353                 NaN            NaN            NaN   9.04630       0.478050        44.8678        32.8713     
  1052.50        2500.00                 NaN            NaN   11.0324        1.70613                 NaN            NaN            NaN   9.04941       0.477471        44.8619        32.8726     
  1051.28        2500.00                 NaN            NaN   11.0519        1.69197                 NaN            NaN            NaN   9.05436       0.476089        44.8512        32.8745     
  1050.06        2500.00                 NaN            NaN   11.0390        1.70683                 NaN            NaN            NaN   9.05736       0.475540        44.8455        32.8758     
  1048.84        2500.00                 NaN            NaN   11.0295        1.71839                 NaN            NaN            NaN   9.06050       0.474942        44.8395        32.8771     
  1047.62        2500.00                 NaN            NaN   10.5145        2.25664                 NaN            NaN            NaN   9.07071       0.469895        44.8096        32.8786     
  1046.40        2500.00                 NaN            NaN   10.5424        2.22989                 NaN            NaN            NaN   9.07345       0.469516        44.8048        32.8799     
  1045.18        2500.00                 NaN            NaN   10.5653        2.20843                 NaN            NaN            NaN   9.07639       0.469063        44.7996        32.8812     
  1043.96        2500.00                 NaN            NaN   10.5840        2.19138                 NaN            NaN            NaN   9.07943       0.468563        44.7942        32.8825     
  1042.74        2500.00                 NaN            NaN   10.5985        2.17861                 NaN            NaN            NaN   9.08251       0.468035        44.7886        32.8838     
  1041.51        2500.00                 NaN            NaN  0.283200E-004   6.61782       0.202488E-004   3.55527                 NaN   8.43578       0.726575        46.2660        34.3985     
  1040.29        2500.00                 NaN            NaN  0.283189E-004   6.59550       0.192618E-004   3.56786                 NaN   8.43673       0.727412        46.2677        34.4048     
  1039.07        2500.00                 NaN            NaN   10.6149        2.16777                 NaN            NaN            NaN   9.09149       0.466492        44.7716        32.8878     
  1037.85        2500.00                 NaN            NaN  0.283168E-004   6.55625       0.197493E-004   3.59042                 NaN   8.43309       0.729250        46.2739        34.4170     
  1036.63        2500.00                 NaN            NaN  0.283177E-004   6.65227       0.190160E-004   3.54246                 NaN   8.44524       0.723358        46.2372        34.3994     
  1035.41        2500.00                 NaN            NaN  0.283150E-004   6.52674       0.185191E-004   3.60847                 NaN   8.43133       0.730402        46.2753        34.4278     
  1034.19        2500.00                 NaN            NaN   10.6010        2.18945                 NaN            NaN            NaN   9.10321       0.464314        44.7488        32.8932     
  1032.97        2500.00                 NaN            NaN   10.6005        2.19202                 NaN            NaN            NaN   9.10625       0.463728        44.7430        32.8945     
  1031.75        2500.00                 NaN            NaN   10.6013        2.19320                 NaN            NaN            NaN   9.10933       0.463151        44.7371        32.8959     
  1030.53        2500.00                 NaN            NaN  0.283108E-004   6.45029       0.185803E-004   3.65382                 NaN   8.42610       0.733426        46.2836        34.4527     
  1029.30        2500.00                 NaN            NaN  0.283100E-004   6.43774       0.173078E-004   3.66175                 NaN   8.42530       0.733897        46.2837        34.4575     
  1028.08        2500.00                 NaN            NaN  0.283092E-004   6.42480       0.171316E-004   3.66978                 NaN   8.42460       0.734383        46.2840        34.4624     
  1026.86        2500.00                 NaN            NaN   10.6043        2.19859                 NaN            NaN            NaN   9.12185       0.460781        44.7132        32.9013     
  1025.64        2500.00                 NaN            NaN   10.6207        2.18567                 NaN            NaN            NaN   9.12547       0.460045        44.7058        32.9023     
  1024.42        2500.00                 NaN            NaN   10.6020        2.20524                 NaN            NaN            NaN   9.12805       0.459594        44.7012        32.9040     
  1023.20        2500.00                 NaN            NaN   10.6187        2.19191                 NaN            NaN            NaN   9.13174       0.458836        44.6937        32.9051     
  1021.98        2500.00                 NaN            NaN   10.6079        2.20380                 NaN            NaN            NaN   9.13460       0.458316        44.6887        32.9067     
  1020.76        2500.00                 NaN            NaN   3.08732        9.67915                 NaN            NaN            NaN   9.06763       0.475867        44.7789        32.9111     
  1019.54        2500.00                 NaN            NaN   3.07913        9.68956                 NaN            NaN            NaN   9.07123       0.475230        44.7724        32.9124     
  1018.32        2500.00                 NaN            NaN   10.6002        2.21803                 NaN            NaN            NaN   9.14388       0.456513        44.6705        32.9109     
  1017.09        2500.00                 NaN            NaN   10.5978        2.22269                 NaN            NaN            NaN   9.14700       0.455906        44.6644        32.9123     
  1015.87        2500.00                 NaN            NaN   10.5963        2.22639                 NaN            NaN            NaN   9.15015       0.455284        44.6582        32.9137     
  1014.65        2500.00                 NaN            NaN   2.97501        9.79687                 NaN            NaN            NaN   9.08435       0.473699        44.7530        32.9170     
  1013.43        2500.00                 NaN            NaN  0.282993E-004   6.33158       0.155207E-004   3.73387                 NaN   8.42545       0.736202        46.2650        34.5078     
  1012.21        2500.00                 NaN            NaN  0.282983E-004   6.31481       0.152814E-004   3.74365                 NaN   8.42473       0.736925        46.2666        34.5133     
  1010.99        2500.00                 NaN            NaN  0.282965E-004   6.24413       0.148575E-004   3.77997                 NaN   8.41646       0.740865        46.2893        34.5292     
  1009.77        2500.00                 NaN            NaN   10.5821        2.25293                 NaN            NaN            NaN   9.16567       0.452203        44.6266        32.9205     
  1008.55        2500.00                 NaN            NaN   3.01932        9.76906                 NaN            NaN            NaN   9.10321       0.469521        44.7144        32.9245     
  1007.33        2500.00                 NaN            NaN   10.5766        2.26308                 NaN            NaN            NaN   9.17196       0.450953        44.6141        32.9234     
  1006.11        2500.00                 NaN            NaN   10.5765        2.26555                 NaN            NaN            NaN   9.17522       0.450290        44.6077        32.9248     
  1004.88        2500.00                 NaN            NaN   10.5684        2.27587                 NaN            NaN            NaN   9.17811       0.449726        44.6017        32.9262     
  1003.66        2500.00                 NaN            NaN   2.96297        9.83140                 NaN            NaN            NaN   9.11619       0.467479        44.6924        32.9295     
  1002.44        2500.00                 NaN            NaN   10.5670        2.28122                 NaN            NaN            NaN   9.18469       0.448406        44.5894        32.9293     
  1001.22        2500.00                 NaN            NaN   10.5614        2.29001                 NaN            NaN            NaN   9.18763       0.447804        44.5826        32.9306     
