|6.6.6
Archiving\03_Data\eqfrac/QFM_m2/Y98/Y98_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             ilm            San(TH)        q             
  1228.33        2500.00        77.1787                 NaN   3.74022                 NaN            NaN            NaN            NaN   2.08439       0.228960        10.2778        6.48992     
  1227.11        2500.00                 NaN            NaN   10.5019        6.55207                 NaN            NaN            NaN   8.57705       0.916544        42.4588        30.9936     
  1225.89        2500.00                 NaN            NaN   12.9702        3.89904       0.834729E-004            NaN            NaN   8.55785       0.975384        42.6329        30.9646     
  1224.66        2500.00                 NaN            NaN   14.0743        2.78884       0.133477E-003  0.331516E-005            NaN   8.59999       0.971776        42.6077        30.9572     
  1223.44        2500.00                 NaN            NaN   15.6074        1.26098       0.412381E-004            NaN            NaN   8.66443       0.986795        42.5242        30.9562     
  1222.22        2500.00                 NaN            NaN   10.0926        6.81562       0.208534E-005            NaN            NaN   8.57725       0.959099        42.5940        30.9615     
  1221.00        2500.00                 NaN            NaN   14.1979        2.66956       0.238698E-005            NaN            NaN   8.61599       0.968981        42.5905        30.9570     
  1219.78        2500.00                 NaN            NaN   7.40130        9.53215                 NaN            NaN            NaN   8.65635       0.948530        42.4981        30.9635     
  1218.56        2500.00                 NaN            NaN   15.3664        1.50257       0.116831E-003  0.207798E-005            NaN   8.66258       0.987711        42.5275        30.9531     
  1217.34        2500.00                 NaN            NaN   14.1620        2.70647       0.110799E-002            NaN            NaN   8.62690       0.967216        42.5793        30.9570     
  1216.12        2500.00                 NaN            NaN   14.2648        2.58650       0.201364E-001            NaN            NaN   8.63224       0.966165        42.5733        30.9568     
  1214.90        2500.00                 NaN            NaN   14.2977        2.57429       0.856097E-005            NaN            NaN   8.63670       0.965436        42.5691        30.9567     
  1213.68        2500.00                 NaN            NaN   14.2731        2.58009       0.210958E-001            NaN            NaN   8.63996       0.964603        42.5641        30.9570     
  1212.45        2500.00                 NaN            NaN   14.2958        2.58059       0.893395E-005            NaN            NaN   8.64370       0.963527        42.5592        30.9572     
  1211.23        2500.00                 NaN            NaN   14.3202        2.55561       0.775504E-003            NaN            NaN   8.64846       0.963070        42.5548        30.9570     
  1210.01        2500.00                 NaN            NaN   14.3191        2.55848                 NaN            NaN            NaN   8.65308       0.962524        42.5498        30.9570     
  1208.79        2500.00                 NaN            NaN   14.3450        2.53341       0.951098E-004            NaN            NaN   8.65729       0.961698        42.5455        30.9569     
  1207.57        2500.00                 NaN            NaN   14.3801        2.50024                 NaN            NaN            NaN   8.66182       0.960673        42.5401        30.9571     
  1206.35        2500.00                 NaN            NaN   14.4128        2.46855       0.784647E-005            NaN            NaN   8.66609       0.959801        42.5358        30.9569     
  1205.13        2500.00                 NaN            NaN   14.4392        2.44327       0.182906E-005            NaN            NaN   8.67147       0.958985        42.5303        30.9568     
  1203.91        2500.00                 NaN            NaN   14.4596        2.42559       0.273808E-005            NaN            NaN   8.67507       0.957690        42.5249        30.9571     
  1202.69        2500.00                 NaN            NaN   14.4277        2.45726                 NaN            NaN            NaN   8.67960       0.957531        42.5209        30.9570     
  1201.47        2500.00                 NaN            NaN   14.8166        2.07000                 NaN            NaN            NaN   8.69240       0.955115        42.5103        30.9556     
  1200.24        2500.00                 NaN            NaN   14.8423        2.04597                 NaN            NaN            NaN   8.69687       0.954176        42.5051        30.9556     
  1199.02        2500.00                 NaN            NaN   14.8661        2.02331                 NaN            NaN            NaN   8.70162       0.953309        42.5001        30.9555     
  1197.80        2500.00                 NaN            NaN   9.44329        7.51304                 NaN            NaN            NaN   8.72768       0.933679        42.4182        30.9641     
  1196.58        2500.00                 NaN            NaN   16.9702                 NaN            NaN            NaN            NaN   8.70375       0.957925        42.3973        30.9708     
  1195.36        2500.00                 NaN            NaN   14.9257        1.96849                 NaN            NaN            NaN   8.71474       0.950575        42.4848        30.9557     
  1194.14        2500.00                 NaN            NaN   14.9438        1.95182                 NaN            NaN            NaN   8.71915       0.949692        42.4798        30.9557     
  1192.92        2500.00                 NaN            NaN   14.9642        1.93301                 NaN            NaN            NaN   8.72364       0.948775        42.4747        30.9557     
  1191.70        2500.00                 NaN            NaN   14.9839        1.91479                 NaN            NaN            NaN   8.72811       0.947852        42.4696        30.9558     
  1190.48        2500.00                 NaN            NaN   15.0036        1.89664                 NaN            NaN            NaN   8.73257       0.946919        42.4644        30.9558     
  1189.26        2500.00                 NaN            NaN   15.0227        1.87918                 NaN            NaN            NaN   8.73699       0.945976        42.4593        30.9559     
  1188.03        2500.00                 NaN            NaN   15.0493        1.85419                 NaN            NaN            NaN   8.74141       0.944982        42.4542        30.9559     
  1186.81        2500.00                 NaN            NaN   14.7660       0.804821E-003   2.14042                 NaN            NaN   8.73770       0.944737        42.4525        30.9578     
  1185.59        2500.00                 NaN            NaN   15.0849        1.82190                 NaN            NaN            NaN   8.75044       0.943066        42.4437        30.9560     
  1184.37        2500.00                 NaN            NaN   14.8272        2.08017                 NaN            NaN            NaN   8.74755       0.943626        42.4444        30.9571     
  1183.15        2500.00                 NaN            NaN   14.8438        2.06508                 NaN            NaN            NaN   8.75195       0.942677        42.4393        30.9572     
  1181.93        2500.00                 NaN            NaN   14.8504        2.06009                 NaN            NaN            NaN   8.75599       0.941819        42.4344        30.9573     
  1180.71        2500.00                 NaN            NaN   14.8733        2.03887                 NaN            NaN            NaN   8.76054       0.940835        42.4291        30.9574     
  1179.49        2500.00                 NaN            NaN   14.8883        2.02551                 NaN            NaN            NaN   8.76484       0.939899        42.4240        30.9575     
  1178.27        2500.00                 NaN            NaN   15.1815        1.73506                 NaN            NaN            NaN   8.77693       0.937486        42.4126        30.9564     
  1177.05        2500.00                 NaN            NaN   16.3324       0.663580                 NaN            NaN            NaN   8.73333       0.942174        42.3560        30.9725     
  1175.82        2500.00                 NaN            NaN   15.2091        1.71135                 NaN            NaN            NaN   8.78527       0.935361        42.4023        30.9567     
  1174.60        2500.00                 NaN            NaN   15.2247        1.69736                 NaN            NaN            NaN   8.78957       0.934405        42.3972        30.9568     
  1173.38        2500.00                 NaN            NaN   15.2391        1.68491                 NaN            NaN            NaN   8.79387       0.933331        42.3918        30.9569     
  1172.16        2500.00                 NaN            NaN   15.2577        1.66783                 NaN            NaN            NaN   8.79875       0.932271        42.3866        30.9568     
  1170.94        2500.00                 NaN            NaN   15.2720        1.65537                 NaN            NaN            NaN   8.80307       0.931262        42.3813        30.9570     
  1169.72        2500.00                 NaN            NaN   15.2889        1.64005                 NaN            NaN            NaN   8.80784       0.930433        42.3757        30.9570     
  1168.50        2500.00                 NaN            NaN   15.3026        1.62863                 NaN            NaN            NaN   8.81188       0.929262        42.3704        30.9573     
  1167.28        2500.00                 NaN            NaN   16.3129       0.707951                 NaN            NaN            NaN   8.75699       0.931560        42.3143        30.9763     
  1166.06        2500.00                 NaN            NaN   16.0542       0.961671                 NaN            NaN            NaN   8.74451       0.940156        42.3198        30.9796     
  1164.84        2500.00                 NaN            NaN   16.0664       0.954808                 NaN            NaN            NaN   8.74858       0.938108        42.3116        30.9804     
  1163.61        2500.00                 NaN            NaN   16.0655       0.959356                 NaN            NaN            NaN   8.75113       0.936840        42.3061        30.9810     
  1162.39        2500.00                 NaN            NaN   15.9568        1.06562                 NaN            NaN            NaN   8.75216       0.937426        42.3080        30.9799     
  1161.17        2500.00                 NaN            NaN   16.0172        1.00448                 NaN            NaN            NaN   8.75617       0.934408        42.3097        30.9781     
  1159.95        2500.00                 NaN            NaN   15.7083        1.33199                 NaN            NaN            NaN   8.74354       0.939165        42.2905        30.9865     
  1158.73        2500.00                 NaN            NaN   15.9537        1.08172                 NaN            NaN            NaN   8.77075       0.929526        42.2833        30.9810     
  1157.51        2500.00                 NaN            NaN   15.9405        1.09057                 NaN            NaN            NaN   8.76438       0.932226        42.2920        30.9803     
  1156.29        2500.00                 NaN            NaN   15.7407        1.29011                 NaN            NaN            NaN   8.76186       0.935413        42.2886        30.9832     
  1155.07        2500.00                 NaN            NaN   15.1338        1.81505                 NaN            NaN            NaN   8.85134       0.919854        42.3202        30.9597     
  1153.85        2500.00                 NaN            NaN   16.0225        1.02315                 NaN            NaN            NaN   8.76417       0.929389        42.2756        30.9851     
  1152.63        2500.00                 NaN            NaN   16.0453       0.999990                 NaN            NaN            NaN   8.76749       0.927767        42.2753        30.9842     
  1151.40        2500.00                 NaN            NaN   16.0640       0.986573                 NaN            NaN            NaN   8.77172       0.925411        42.2678        30.9846     
  1150.18        2500.00                 NaN            NaN   15.9320        1.12748                 NaN            NaN            NaN   8.78553       0.920205        42.2484        30.9864     
  1148.96        2500.00                 NaN            NaN   15.9390        1.12318                 NaN            NaN            NaN   8.78870       0.918584        42.2439        30.9866     
  1147.74        2500.00                 NaN            NaN   15.9329        1.13247                 NaN            NaN            NaN   8.79100       0.917336        42.2392        30.9871     
  1146.52        2500.00                 NaN            NaN   15.2354        1.72871                 NaN            NaN            NaN   8.87971       0.912565        42.2824        30.9612     
  1145.30        2500.00                 NaN            NaN   15.2935        1.67395                 NaN            NaN            NaN   8.88228       0.913015        42.2747        30.9626     
  1144.08        2500.00                 NaN            NaN   15.2579        1.71049                 NaN            NaN            NaN   8.88802       0.910377        42.2716        30.9617     
  1142.86        2500.00                 NaN            NaN   1.48013        15.4401       0.164996E-005            NaN            NaN   8.86389       0.917516        42.3468        30.9515     
  1141.64        2500.00                 NaN            NaN   15.2649        1.70735                 NaN            NaN            NaN   8.89626       0.908306        42.2611        30.9621     
  1140.42        2500.00                 NaN            NaN   1.47692        15.4470       0.175597E-005            NaN            NaN   8.87230       0.915505        42.3362        30.9520     
  1139.19        2500.00                 NaN            NaN   15.2706        1.70580                 NaN            NaN            NaN   8.90403       0.906255        42.2507        30.9626     
  1137.97        2500.00                 NaN            NaN   15.2736        1.70489                 NaN            NaN            NaN   8.90798       0.905217        42.2455        30.9628     
  1136.75        2500.00                 NaN            NaN   15.2779        1.70264                 NaN            NaN            NaN   8.91204       0.904142        42.2402        30.9630     
  1135.53        2500.00                 NaN            NaN   15.2782        1.70454                 NaN            NaN            NaN   8.91594       0.903059        42.2349        30.9633     
  1134.31        2500.00                 NaN            NaN   15.0637        1.91853                 NaN            NaN            NaN   8.91345       0.904011        42.2360        30.9643     
  1133.09        2500.00                 NaN            NaN   1.27760        15.6628                 NaN            NaN            NaN   8.90203       0.910692        42.2911        30.9558     
  1131.87        2500.00                 NaN            NaN   15.2377        1.75313                 NaN            NaN            NaN   8.92640       0.899647        42.2183        30.9648     
  1130.65        2500.00                 NaN            NaN   15.0716        1.91942                 NaN            NaN            NaN   8.92532       0.900099        42.2179        30.9657     
  1129.43        2500.00                 NaN            NaN   15.2876        1.70570                 NaN            NaN            NaN   8.93548       0.897793        42.2088        30.9646     
  1128.21        2500.00                 NaN            NaN   15.2897        1.70576                 NaN            NaN            NaN   8.93936       0.896724        42.2035        30.9649     
  1126.98        2500.00                 NaN            NaN   15.2915        1.70614                 NaN            NaN            NaN   8.94329       0.895644        42.1982        30.9652     
  1125.76        2500.00                 NaN            NaN   15.2929        1.70692                 NaN            NaN            NaN   8.94717       0.894567        42.1930        30.9655     
  1124.54        2500.00                 NaN            NaN   15.2942        1.70778                 NaN            NaN            NaN   8.95109       0.893485        42.1877        30.9657     
  1123.32        2500.00                 NaN            NaN   15.2953        1.70894                 NaN            NaN            NaN   8.95498       0.892403        42.1824        30.9660     
  1122.10        2500.00                 NaN            NaN   15.2961        1.71034                 NaN            NaN            NaN   8.95882       0.891322        42.1771        30.9663     
  1120.88        2500.00                 NaN            NaN   15.2967        1.71198                 NaN            NaN            NaN   8.96271       0.890233        42.1718        30.9666     
  1119.66        2500.00                 NaN            NaN   15.2970        1.71387                 NaN            NaN            NaN   8.96657       0.889145        42.1665        30.9669     
  1118.44        2500.00                 NaN            NaN   15.2972        1.71594                 NaN            NaN            NaN   8.97041       0.888055        42.1612        30.9672     
  1117.22        2500.00                 NaN            NaN   1.67443        15.3095       0.103273E-003            NaN            NaN   8.94194       0.895168        42.2171        30.9617     
  1116.00        2500.00                 NaN            NaN   1.67520        15.3071       0.100384E-003            NaN            NaN   8.94635       0.895190        42.2135        30.9626     
  1114.77        2500.00                 NaN            NaN   1.64326        15.3347       0.108508E-003            NaN            NaN   8.95241       0.895463        42.2109        30.9632     
  1113.55        2500.00                 NaN            NaN   15.2588        1.76488                 NaN            NaN            NaN   8.98461       0.883453        42.1390        30.9692     
  1112.33        2500.00                 NaN            NaN   15.0850        1.93824                 NaN            NaN            NaN   8.98292       0.884257        42.1395        30.9701     
  1111.11        2500.00                 NaN            NaN   15.2886        1.73805                 NaN            NaN            NaN   8.99312       0.881542        42.1295        30.9692     
  1109.89        2500.00                 NaN            NaN   15.2858        1.74308                 NaN            NaN            NaN   8.99686       0.880461        42.1243        30.9695     
  1108.67        2500.00                 NaN            NaN   1.28955        15.6954                 NaN            NaN            NaN   8.98483       0.889068        42.1780        30.9632     
  1107.45        2500.00                 NaN            NaN   15.2079        1.82405                 NaN            NaN            NaN   9.00204       0.879142        42.1164        30.9705     
  1106.23        2500.00                 NaN            NaN   10.6862        6.42373                 NaN            NaN            NaN   9.05189       0.850621        42.0125        30.9751     
  1105.01        2500.00                 NaN            NaN   15.2428        1.79676                 NaN            NaN            NaN   9.01085       0.875848        42.1021        30.9716     
  1103.79        2500.00                 NaN            NaN   15.2445        1.79742                 NaN            NaN            NaN   9.01470       0.874708        42.0967        30.9719     
  1102.56        2500.00                 NaN            NaN   15.2114        1.83005                 NaN            NaN            NaN   9.01733       0.874619        42.0947        30.9719     
  1101.34        2500.00                 NaN            NaN   15.2164        1.82753                 NaN            NaN            NaN   9.02129       0.873422        42.0892        30.9722     
  1100.12        2500.00                 NaN            NaN   15.2099        1.83628                 NaN            NaN            NaN   9.02490       0.872377        42.0839        30.9726     
  1098.90        2500.00                 NaN            NaN   15.2035        1.84495                 NaN            NaN            NaN   9.02847       0.871303        42.0788        30.9730     
  1097.68        2500.00                 NaN            NaN   15.1966        1.85413                 NaN            NaN            NaN   9.03204       0.870244        42.0737        30.9733     
  1096.46        2500.00                 NaN            NaN   15.1891        1.86385                 NaN            NaN            NaN   9.03559       0.869191        42.0685        30.9737     
  1095.24        2500.00                 NaN            NaN   15.2197        1.83861                 NaN            NaN            NaN   9.04054       0.866998        42.0596        30.9746     
  1094.02        2500.00                 NaN            NaN   15.1757        1.88184                 NaN            NaN            NaN   9.04272       0.867065        42.0581        30.9745     
  1092.80        2500.00                 NaN            NaN   15.4435        1.62284                 NaN            NaN            NaN   9.05551       0.862176        42.0419        30.9741     
  1091.58        2500.00                 NaN            NaN   15.4279        1.64057                 NaN            NaN            NaN   9.05940       0.861108        42.0365        30.9745     
  1090.35        2500.00                 NaN            NaN   15.4168        1.65411                 NaN            NaN            NaN   9.06228       0.860132        42.0318        30.9749     
  1089.13        2500.00                 NaN            NaN   15.1802        1.88961                 NaN            NaN            NaN   9.05818       0.861693        42.0337        30.9766     
  1087.91        2500.00                 NaN            NaN   15.1740        1.89819                 NaN            NaN            NaN   9.06176       0.860602        42.0284        30.9770     
  1086.69        2500.00                 NaN            NaN   15.4246        1.65736                 NaN            NaN            NaN   9.07523       0.855363        42.0109        30.9765     
  1085.47        2500.00                 NaN            NaN   15.3980        1.68255                 NaN            NaN            NaN   9.07678       0.855612        42.0104        30.9766     
  1084.25        2500.00                 NaN            NaN   15.3986        1.68463                 NaN            NaN            NaN   9.08073       0.854345        42.0047        30.9770     
  1083.03        2500.00                 NaN            NaN   16.2631       0.926768                 NaN            NaN            NaN   9.03296       0.846748        41.9327        30.9977     
  1081.81        2500.00                 NaN            NaN   15.4083        1.67835                 NaN            NaN            NaN   9.08958       0.852073        41.9941        30.9775     
  1080.59        2500.00                 NaN            NaN   16.1338        1.06146                 NaN            NaN            NaN   9.03171       0.851684        41.9187        31.0026     
  1079.37        2500.00                 NaN            NaN   15.3694        1.72372       0.221186E-003            NaN            NaN   9.09483       0.849891        41.9832        30.9787     
  1078.14        2500.00                 NaN            NaN   16.2899       0.918806                 NaN            NaN            NaN   9.04122       0.844064        41.9044        31.0016     
  1076.92        2500.00                 NaN            NaN   15.3403        1.75725                 NaN            NaN            NaN   9.10149       0.847830        41.9735        30.9797     
  1075.70        2500.00                 NaN            NaN   15.3309        1.76905                 NaN            NaN            NaN   9.10494       0.846738        41.9682        30.9801     
  1074.48        2500.00                 NaN            NaN   15.3354        1.76682                 NaN            NaN            NaN   9.10956       0.845473        41.9623        30.9805     
  1073.26        2500.00                 NaN            NaN   15.3496        1.75601                 NaN            NaN            NaN   9.11709       0.842581        41.9545        30.9802     
  1072.04        2500.00                 NaN            NaN   16.1934        1.02625                 NaN            NaN            NaN   9.05528       0.836194        41.8867        31.0022     
  1070.82        2500.00                 NaN            NaN   15.0783        2.02520       0.313799E-004            NaN            NaN   9.11133       0.845840        41.9566        30.9827     
  1069.60        2500.00                 NaN            NaN   15.2829        1.82948                 NaN            NaN            NaN   9.12220       0.841190        41.9417        30.9826     
  1068.38        2500.00                 NaN            NaN   15.0568        2.05358                 NaN            NaN            NaN   9.11778       0.843171        41.9444        30.9842     
  1067.16        2500.00                 NaN            NaN   15.0734        2.03785                 NaN            NaN            NaN   9.12191       0.842321        41.9405        30.9840     
  1065.93        2500.00                 NaN            NaN   15.2471        1.87208                 NaN            NaN            NaN   9.13219       0.838077        41.9266        30.9840     
  1064.71        2500.00                 NaN            NaN   15.2364        1.88516                 NaN            NaN            NaN   9.13557       0.836999        41.9214        30.9845     
  1063.49        2500.00                 NaN            NaN   15.0919        2.02739                 NaN            NaN            NaN   9.13499       0.838201        41.9225        30.9851     
  1062.27        2500.00                 NaN            NaN   15.0620        2.05799                 NaN            NaN            NaN   9.13748       0.838084        41.9189        30.9855     
  1061.05        2500.00                 NaN            NaN   15.0291        2.09332                 NaN            NaN            NaN   9.13931       0.837127        41.9149        30.9862     
  1059.83        2500.00                 NaN            NaN   15.0088        2.11656                 NaN            NaN            NaN   9.14204       0.836011        41.9095        30.9870     
  1058.61        2500.00                 NaN            NaN   14.9926        2.13513                 NaN            NaN            NaN   9.14502       0.835034        41.9046        30.9876     
  1057.39        2500.00                 NaN            NaN   14.9775        2.15208                 NaN            NaN            NaN   9.14827       0.834170        41.9001        30.9879     
  1056.17        2500.00                 NaN            NaN   14.9666        2.16518                 NaN            NaN            NaN   9.15149       0.833210        41.8951        30.9885     
  1054.95        2500.00                 NaN            NaN   14.9528        2.18207                 NaN            NaN            NaN   9.15459       0.832009        41.8894        30.9892     
  1053.72        2500.00                 NaN            NaN   14.9394        2.19780                 NaN            NaN            NaN   9.15780       0.830973        41.8843        30.9897     
  1052.50        2500.00                 NaN            NaN   14.9255        2.21396                 NaN            NaN            NaN   9.16097       0.829980        41.8793        30.9902     
  1051.28        2500.00                 NaN            NaN   14.9524        2.19312                 NaN            NaN            NaN   9.16598       0.827590        41.8697        30.9913     
  1050.06        2500.00                 NaN            NaN   14.9355        2.21219                 NaN            NaN            NaN   9.16902       0.826651        41.8648        30.9918     
  1048.84        2500.00                 NaN            NaN   14.9231        2.22697                 NaN            NaN            NaN   9.17222       0.825626        41.8597        30.9924     
  1047.62        2500.00                 NaN            NaN   14.2262        2.95140                 NaN            NaN            NaN   9.18232       0.816843        41.8310        30.9923     
  1046.40        2500.00                 NaN            NaN   14.2641        2.91475                 NaN            NaN            NaN   9.18512       0.816199        41.8270        30.9928     
  1045.18        2500.00                 NaN            NaN   14.2952        2.88528                 NaN            NaN            NaN   9.18812       0.815427        41.8226        30.9934     
  1043.96        2500.00                 NaN            NaN   14.3205        2.86177                 NaN            NaN            NaN   9.19122       0.814571        41.8180        30.9939     
  1042.74        2500.00                 NaN            NaN   14.3402        2.84400                 NaN            NaN            NaN   9.19437       0.813668        41.8133        30.9945     
  1041.51        2500.00                 NaN            NaN  0.386165E-004   8.65898       0.276143E-004   5.68287                 NaN   8.56376        1.26672        43.3147        32.5129     
  1040.29        2500.00                 NaN            NaN  0.386165E-004   8.62785       0.262817E-004   5.70319                 NaN   8.56485        1.26821        43.3173        32.5185     
  1039.07        2500.00                 NaN            NaN   14.3632        2.82708                 NaN            NaN            NaN   9.20351       0.811029        41.7988        30.9963     
  1037.85        2500.00                 NaN            NaN  0.386164E-004   8.57330       0.269315E-004   5.73961                 NaN   8.56135        1.27149        43.3249        32.5293     
  1036.63        2500.00                 NaN            NaN  0.386165E-004   8.70371       0.259452E-004   5.66276                 NaN   8.57326        1.26117        43.2887        32.5103     
  1035.41        2500.00                 NaN            NaN  0.386164E-004   8.53171       0.252665E-004   5.76879                 NaN   8.55971        1.27356        43.3277        32.5385     
  1034.19        2500.00                 NaN            NaN   14.3464        2.85278                 NaN            NaN            NaN   9.21545       0.807298        41.7793        30.9987     
  1032.97        2500.00                 NaN            NaN   14.3459        2.85557                 NaN            NaN            NaN   9.21855       0.806294        41.7744        30.9993     
  1031.75        2500.00                 NaN            NaN   14.3473        2.85641                 NaN            NaN            NaN   9.22169       0.805303        41.7694        30.9999     
  1030.53        2500.00                 NaN            NaN  0.386159E-004   8.42451       0.253348E-004   5.84203                 NaN   8.55482        1.27897        43.3391        32.5605     
  1029.30        2500.00                 NaN            NaN  0.386160E-004   8.40670       0.236120E-004   5.85486                 NaN   8.55407        1.27982        43.3399        32.5646     
  1028.08        2500.00                 NaN            NaN  0.386162E-004   8.38835       0.233714E-004   5.86787                 NaN   8.55344        1.28070        43.3409        32.5687     
  1026.86        2500.00                 NaN            NaN   14.3524        2.86082                 NaN            NaN            NaN   9.23444       0.801239        41.7489        31.0023     
  1025.64        2500.00                 NaN            NaN   14.3732        2.84300                 NaN            NaN            NaN   9.23820       0.799978        41.7428        31.0029     
  1024.42        2500.00                 NaN            NaN   14.3497        2.86828                 NaN            NaN            NaN   9.24075       0.799203        41.7385        31.0035     
  1023.20        2500.00                 NaN            NaN   14.3711        2.84995                 NaN            NaN            NaN   9.24457       0.797903        41.7324        31.0041     
  1021.98        2500.00                 NaN            NaN   14.3579        2.86514                 NaN            NaN            NaN   9.24742       0.797007        41.7278        31.0048     
  1020.76        2500.00                 NaN            NaN   4.01269        13.1583                 NaN            NaN            NaN   9.17976       0.827554        41.8131        31.0086     
  1019.54        2500.00                 NaN            NaN   4.00129        13.1721                 NaN            NaN            NaN   9.18343       0.826461        41.8075        31.0092     
  1018.32        2500.00                 NaN            NaN   14.3484        2.88199                 NaN            NaN            NaN   9.25687       0.793913        41.7122        31.0067     
  1017.09        2500.00                 NaN            NaN   14.3454        2.88749                 NaN            NaN            NaN   9.26004       0.792871        41.7069        31.0073     
  1015.87        2500.00                 NaN            NaN   14.3436        2.89175                 NaN            NaN            NaN   9.26326       0.791804        41.7016        31.0080     
  1014.65        2500.00                 NaN            NaN   3.86025        13.3164                 NaN            NaN            NaN   9.19686       0.823861        41.7915        31.0111     
  1013.43        2500.00                 NaN            NaN  0.386160E-004   8.25333       0.211706E-004   5.97216                 NaN   8.55489        1.28419        43.3307        32.6047     
  1012.21        2500.00                 NaN            NaN  0.386159E-004   8.22981       0.208441E-004   5.98798                 NaN   8.55425        1.28549        43.3330        32.6094     
  1010.99        2500.00                 NaN            NaN  0.386159E-004   8.13338       0.202657E-004   6.04644                 NaN   8.54620        1.29244        43.3564        32.6250     
  1009.77        2500.00                 NaN            NaN   14.3250        2.92342                 NaN            NaN            NaN   9.27911       0.786518        41.6747        31.0113     
  1008.55        2500.00                 NaN            NaN   3.91739        13.2781                 NaN            NaN            NaN   9.21596       0.816659        41.7574        31.0145     
  1007.33        2500.00                 NaN            NaN   14.3180        2.93557                 NaN            NaN            NaN   9.28551       0.784369        41.6639        31.0126     
  1006.11        2500.00                 NaN            NaN   14.3181        2.93824                 NaN            NaN            NaN   9.28884       0.783230        41.6584        31.0133     
  1004.88        2500.00                 NaN            NaN   14.3076        2.95118                 NaN            NaN            NaN   9.29178       0.782262        41.6532        31.0140     
  1003.66        2500.00                 NaN            NaN   3.84022        13.3618                 NaN            NaN            NaN   9.22922       0.813166        41.7388        31.0167     
  1002.44        2500.00                 NaN            NaN   14.3067        2.95724                 NaN            NaN            NaN   9.29842       0.779988        41.6424        31.0153     
  1001.22        2500.00                 NaN            NaN   14.2988        2.96800                 NaN            NaN            NaN   9.30146       0.778960        41.6368        31.0160     
