|6.6.6
Archiving\03_Data\DeqLP/QFM_m2.25/K22/K22_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        500.000        99.9860       0.140105E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.9860       0.140109E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.9860       0.140114E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.9860       0.140118E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.9860       0.140123E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.9860       0.140127E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.9860       0.140132E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.9860       0.140136E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.9860       0.140141E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.9860       0.140146E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.9860       0.140150E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.9860       0.140155E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.9860       0.140160E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.9860       0.140165E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.9860       0.140169E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.2982       0.101474E-001  0.691682                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        98.4335       0.519549E-002   1.56133                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        97.5830       0.244265E-003   2.41674                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        97.1671                 NaN   2.83288                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        96.7070                 NaN   3.29303                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        96.2464                 NaN   3.75356                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        95.6705                 NaN   4.32951                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        95.0940                 NaN   4.90600                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        94.5169                 NaN   5.48305                 NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        93.9394                 NaN   6.06065                 NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        93.3077                 NaN   6.69231                 NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        92.6754                 NaN   7.32460                 NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        92.0425                 NaN   7.95754                 NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        91.4089                 NaN   8.59112                 NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        90.7684                 NaN   9.23159                 NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        90.1273                 NaN   9.87271                 NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        89.4972                 NaN   10.5028                 NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        88.8578                 NaN   11.1355       0.671123E-002            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        88.2367                 NaN   11.7445       0.187832E-001            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        87.6149                 NaN   12.3542       0.308683E-001            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        86.9925                 NaN   12.9645       0.429666E-001            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        86.3695                 NaN   13.5754       0.550779E-001            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        85.7459                 NaN   14.1869       0.672023E-001            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        85.1216                 NaN   14.7991       0.793396E-001            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        84.4967                 NaN   15.4118       0.914900E-001            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        83.8712                 NaN   16.0251       0.103653                 NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        83.2923                 NaN   16.5930       0.114634                 NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        82.7129                 NaN   17.1614       0.125625                 NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        82.1330                 NaN   17.7304       0.136627                 NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        81.5525                 NaN   18.2998       0.147640                 NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        80.9715                 NaN   18.8698       0.158664                 NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        80.3900                 NaN   19.4403       0.169699                 NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        79.8080                 NaN   20.0113       0.180744                 NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        79.2254                 NaN   20.5828       0.191800                 NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        78.6810                 NaN   21.1170       0.202013                 NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        78.1362                 NaN   21.6516       0.212234                 NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        77.5909                 NaN   22.1867       0.222465                 NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        77.0451                 NaN   22.7222       0.232706                 NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        76.4989                 NaN   23.2581       0.242955                 NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        75.9523                 NaN   23.7945       0.253213                 NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        75.4052                 NaN   24.3313       0.263481                 NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        74.8577                 NaN   24.8685       0.273758                 NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        74.3410                 NaN   25.3757       0.283220                 NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        73.8240                 NaN   25.8833       0.292690                 NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        73.3065                 NaN   26.3913       0.302167                 NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        72.7887                 NaN   26.8996       0.311653                 NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        72.2705                 NaN   27.4083       0.321146                 NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        71.7519                 NaN   27.9174       0.330647                 NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        71.2330                 NaN   28.4269       0.340156                 NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        70.7137                 NaN   28.9367       0.349672                 NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        70.2184                 NaN   29.4231       0.358453                 NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        69.7228                 NaN   29.9099       0.367241                 NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        69.2269                 NaN   30.3970       0.376036                 NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        68.7307                 NaN   30.8845       0.384837                 NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        68.2342                 NaN   31.3722       0.393645                 NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        67.7373                 NaN   31.8603       0.402459                 NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        67.2401                 NaN   32.3486       0.411280                 NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        66.7426                 NaN   32.8373       0.420106                 NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        66.2676                 NaN   33.3040       0.428394                 NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        65.7924                 NaN   33.7710       0.436688                 NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        65.3168                 NaN   34.2382       0.444986                 NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        64.8410                 NaN   34.7057       0.453291                 NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        64.3650                 NaN   35.1734       0.461600                 NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        63.8886                 NaN   35.6415       0.469915                 NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        63.4120                 NaN   36.1097       0.478235                 NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        62.9352                 NaN   36.5783       0.486561                 NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        62.4786                 NaN   37.0271       0.494295                 NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        62.0217                 NaN   37.4762       0.502034                 NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        61.5647                 NaN   37.9256       0.509778                 NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        61.1074                 NaN   38.3751       0.517525                 NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        60.6499                 NaN   38.8249       0.525278                 NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        60.1921                 NaN   39.2748       0.533034                 NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        59.7342                 NaN   39.7250       0.540794                 NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        59.2761                 NaN   40.1754       0.548559                 NaN            NaN            NaN            NaN            NaN
