|6.6.6
Archiving\03_Data\eqfrac/QFM_m4/YM20/YM20_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         ne             lc            
  1555.55        2500.00        99.4983       0.452906       0.487472E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.09        2500.00        99.4617       0.486479       0.518574E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.63        2500.00        99.5448       0.411764       0.433902E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.17        2500.00        99.5084       0.446401       0.451758E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.70        2500.00        99.0533       0.862123       0.846143E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.24        2500.00        99.9763       0.211880E-001  0.248776E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.78        2500.00        99.6446       0.323196       0.322085E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.32        2500.00        99.3961       0.548812       0.550460E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.5293       0.428005       0.426547E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.39        2500.00        99.5245       0.430075       0.453757E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.93        2500.00        99.5424       0.418145       0.394990E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.47        2500.00        99.5383       0.417544       0.441706E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.01        2500.00        99.5396       0.424741       0.356958E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.55        2500.00        99.4693       0.491430       0.392934E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.08        2500.00        99.6155       0.352508       0.319923E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.62        2500.00        99.5516       0.409458       0.389909E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.16        2500.00        99.5518       0.411579       0.365798E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.70        2500.00        99.5582       0.410373       0.314585E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.24        2500.00        99.5595       0.399714       0.408212E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.77        2500.00        99.5627       0.402337       0.349547E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.31        2500.00        99.5660       0.399325       0.346816E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.85        2500.00        99.5551       0.409860       0.350810E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.39        2500.00        99.5857       0.381811       0.324988E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.93        2500.00        99.4210       0.472261       0.106728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.46        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.00        2500.00        99.3105       0.674652       0.148276E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.54        2500.00        99.5827       0.413035       0.430988E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.08        2500.00        99.5847       0.383500       0.318208E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.62        2500.00        99.5914       0.370705       0.379268E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.15        2500.00        99.5856       0.395258       0.191488E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.69        2500.00        99.5941       0.377545       0.283564E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.23        2500.00        99.5954       0.379163       0.254389E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.5973       0.376332       0.263209E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.31        2500.00        99.5692       0.400593       0.302209E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.85        2500.00        99.8247       0.165048       0.102527E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.38        2500.00        99.3261       0.304990       0.759050E-003  0.368154                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.92        2500.00        99.4781                 NaN            NaN  0.521863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.46        2500.00        99.3585                 NaN  0.544448E-002  0.636093                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.00        2500.00        99.7348                 NaN  0.152480E-002  0.263683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.54        2500.00        99.3479                 NaN            NaN  0.652126                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.07        2500.00        99.4582       0.251298       0.418751E-002  0.286284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.61        2500.00        99.5189                 NaN            NaN  0.481124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.15        2500.00        99.4777                 NaN            NaN  0.522308                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.69        2500.00        99.4781                 NaN            NaN  0.521906                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.4738                 NaN            NaN  0.526201                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.76        2500.00        99.4732                 NaN            NaN  0.526813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.30        2500.00        99.4721                 NaN            NaN  0.527914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.84        2500.00        99.4672                 NaN            NaN  0.532819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.38        2500.00        99.4118                 NaN            NaN  0.493071       0.951266E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1483.92        2500.00        99.1959                 NaN            NaN  0.309968       0.494143                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.45        2500.00        99.2031                 NaN            NaN  0.307297       0.489588                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.99        2500.00        99.2108                 NaN            NaN  0.485450       0.303711                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.53        2500.00        99.2167                 NaN            NaN  0.301365       0.481915                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.07        2500.00        99.2244                 NaN            NaN  0.297438       0.478201                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.61        2500.00        99.2320                 NaN            NaN  0.473525       0.294452                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.14        2500.00        99.2364                 NaN            NaN  0.469772       0.293815                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.2461                 NaN            NaN  0.463957       0.289956                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.22        2500.00        99.2518                 NaN            NaN  0.286552       0.461666                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.76        2500.00        99.3829                 NaN            NaN  0.236617       0.380526                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.30        2500.00        99.1382                 NaN            NaN  0.532015       0.329832                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.83        2500.00        99.2714                 NaN            NaN  0.450317       0.278266                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.37        2500.00        99.2777                 NaN            NaN  0.445944       0.276335                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.91        2500.00        99.2828                 NaN            NaN  0.443519       0.273650                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.45        2500.00        99.2894                 NaN            NaN  0.439094       0.271505                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.99        2500.00        99.2945                 NaN            NaN  0.436948       0.268530                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.52        2500.00        99.3005                 NaN            NaN  0.433210       0.266321                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.06        2500.00        99.3775                 NaN            NaN  0.236963       0.385499                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.60        2500.00        99.8921                 NaN            NaN  0.294418E-001  0.784929E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.6658                 NaN            NaN  0.816722       0.517436                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.68        2500.00        99.3224                 NaN            NaN  0.256811       0.420751                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.21        2500.00        99.3479                 NaN            NaN  0.405623       0.246476                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.75        2500.00        99.3121                 NaN            NaN  0.259879       0.427974                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.29        2500.00        99.3382                 NaN            NaN  0.249852       0.411908                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.83        2500.00        99.3434                 NaN            NaN  0.409230       0.247324                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.37        2500.00        99.5228                 NaN            NaN  0.298030       0.179179                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.90        2500.00        99.9139                 NaN            NaN  0.542555E-001  0.318001E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1444.44        2500.00        98.6193                 NaN            NaN  0.862123       0.518593                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.98        2500.00        97.7503                 NaN            NaN  0.685222       0.911155       0.653276                 NaN            NaN            NaN            NaN            NaN
  1441.52        2500.00        99.2441                 NaN            NaN  0.195042       0.310377       0.250489                 NaN            NaN            NaN            NaN            NaN
  1440.06        2500.00        98.2861                 NaN  0.887910E-002  0.445920       0.689133       0.569976                 NaN            NaN            NaN            NaN            NaN
  1438.59        2500.00        98.2965                 NaN  0.960699E-001  0.463860       0.559381       0.584232                 NaN            NaN            NaN            NaN            NaN
  1437.13        2500.00        98.3322                 NaN  0.148496       0.466808       0.470191       0.582268                 NaN            NaN            NaN            NaN            NaN
  1435.67        2500.00        98.3611                 NaN  0.147758       0.456111       0.462042       0.572972                 NaN            NaN            NaN            NaN            NaN
  1434.21        2500.00        98.3907                 NaN  0.147124       0.454690       0.444377       0.563089                 NaN            NaN            NaN            NaN            NaN
  1432.75        2500.00        98.4258                 NaN  0.144431       0.434038       0.444462       0.551234                 NaN            NaN            NaN            NaN            NaN
  1431.28        2500.00        98.4554                 NaN  0.143164       0.437092       0.423280       0.541097                 NaN            NaN            NaN            NaN            NaN
  1429.82        2500.00        98.4822                 NaN  0.142252       0.413026       0.430311       0.532238                 NaN            NaN            NaN            NaN            NaN
  1428.36        2500.00        98.5105                 NaN  0.141580       0.422373       0.402684       0.522831                 NaN            NaN            NaN            NaN            NaN
  1426.90        2500.00        98.5385                 NaN  0.138661       0.415285       0.394743       0.512832                 NaN            NaN            NaN            NaN            NaN
  1425.44        2500.00        98.5658                 NaN  0.138196       0.408265       0.383884       0.503806                 NaN            NaN            NaN            NaN            NaN
  1423.97        2500.00        98.5906                 NaN  0.137272       0.374549       0.402128       0.495494                 NaN            NaN            NaN            NaN            NaN
  1422.51        2500.00        98.6167                 NaN  0.135438       0.365997       0.395436       0.486465                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.6407                 NaN  0.134939       0.388507       0.357162       0.478699                 NaN            NaN            NaN            NaN            NaN
  1419.59        2500.00        98.6619                 NaN  0.131846       0.381232       0.353965       0.471084                 NaN            NaN            NaN            NaN            NaN
  1418.13        2500.00        98.6933                 NaN  0.132638       0.338805       0.374962       0.460307                 NaN            NaN            NaN            NaN            NaN
  1416.66        2500.00        98.7101                 NaN  0.131078       0.369714       0.334302       0.454811                 NaN            NaN            NaN            NaN            NaN
  1415.20        2500.00        98.7328                 NaN  0.129716       0.364247       0.326444       0.446815                 NaN            NaN            NaN            NaN            NaN
  1413.74        2500.00        98.1766                 NaN  0.189835       0.523979       0.465368       0.644178                 NaN            NaN            NaN            NaN            NaN
  1412.28        2500.00        99.3628                 NaN  0.662184E-001  0.162052       0.184789       0.224166                 NaN            NaN            NaN            NaN            NaN
  1410.82        2500.00        98.7901                 NaN  0.127261       0.306326       0.348261       0.428097                 NaN            NaN            NaN            NaN            NaN
  1409.35        2500.00        98.8214                 NaN  0.124322       0.297711       0.340740       0.415875                 NaN            NaN            NaN            NaN            NaN
  1407.89        2500.00        98.8283                 NaN  0.125552       0.337369       0.293805       0.414938                 NaN            NaN            NaN            NaN            NaN
  1406.43        2500.00        98.8587                 NaN  0.121707       0.330500       0.286115       0.402983                 NaN            NaN            NaN            NaN            NaN
  1404.97        2500.00        98.8688                 NaN  0.122675       0.279762       0.328561       0.400193                 NaN            NaN            NaN            NaN            NaN
  1403.51        2500.00        98.8887                 NaN  0.120921       0.274503       0.322752       0.393077                 NaN            NaN            NaN            NaN            NaN
  1402.04        2500.00        98.9061                 NaN  0.120152       0.318306       0.268287       0.387165                 NaN            NaN            NaN            NaN            NaN
  1400.58        2500.00        98.9232                 NaN  0.119331       0.262117       0.314023       0.381334                 NaN            NaN            NaN            NaN            NaN
  1399.12        2500.00        98.9402                 NaN  0.117984       0.257532       0.309025       0.375304                 NaN            NaN            NaN            NaN            NaN
  1397.66        2500.00        98.9547                 NaN  0.117324       0.252507       0.305214       0.370242                 NaN            NaN            NaN            NaN            NaN
  1396.20        2500.00        98.9720                 NaN  0.115808       0.247642       0.300432       0.364110                 NaN            NaN            NaN            NaN            NaN
  1394.73        2500.00        98.9868                 NaN  0.115182       0.242319       0.296633       0.359052                 NaN            NaN            NaN            NaN            NaN
  1393.27        2500.00        99.0021                 NaN  0.114209       0.237301       0.292663       0.353698                 NaN            NaN            NaN            NaN            NaN
  1391.81        2500.00        99.0167                 NaN  0.113561       0.289076       0.232072       0.348630                 NaN            NaN            NaN            NaN            NaN
  1390.35        2500.00        98.6447                 NaN  0.156491       0.318601       0.398736       0.481486                 NaN            NaN            NaN            NaN            NaN
  1388.89        2500.00        99.4300                 NaN  0.661412E-001  0.167822       0.134776       0.201225                 NaN            NaN            NaN            NaN            NaN
  1387.42        2500.00        99.0592                 NaN  0.125140       0.195162       0.284003       0.336464                 NaN            NaN            NaN            NaN            NaN
  1385.96        2500.00        99.0719                 NaN  0.943554E-001  0.267425       0.240069       0.326219                 NaN            NaN            NaN            NaN            NaN
  1384.50        2500.00        99.0854                 NaN  0.108584       0.270360       0.211336       0.324368                 NaN            NaN            NaN            NaN            NaN
  1383.04        2500.00        99.0985                 NaN  0.107805       0.206704       0.267035       0.319931                 NaN            NaN            NaN            NaN            NaN
  1381.58        2500.00        99.1122                 NaN  0.105933       0.263025       0.204120       0.314768                 NaN            NaN            NaN            NaN            NaN
  1380.11        2500.00        99.1230                 NaN  0.105596       0.260390       0.200024       0.311031                 NaN            NaN            NaN            NaN            NaN
  1378.65        2500.00        99.1363                 NaN  0.104495       0.196315       0.256717       0.306214                 NaN            NaN            NaN            NaN            NaN
  1377.19        2500.00        99.1476                 NaN  0.103202       0.253466       0.193545       0.302228                 NaN            NaN            NaN            NaN            NaN
  1375.73        2500.00        99.1583                 NaN  0.103082       0.189037       0.250904       0.298668                 NaN            NaN            NaN            NaN            NaN
  1374.27        2500.00        99.1711                 NaN  0.100421       0.246339       0.188558       0.293538                 NaN            NaN            NaN            NaN            NaN
  1372.80        2500.00        99.1813                 NaN  0.101570       0.244660       0.182017       0.290414                 NaN            NaN            NaN            NaN            NaN
  1371.34        2500.00        99.1928                 NaN  0.991409E-001  0.180834       0.241298       0.285893                 NaN            NaN            NaN            NaN            NaN
  1369.88        2500.00        99.2023                 NaN  0.989474E-001  0.177469       0.238476       0.282779                 NaN            NaN            NaN            NaN            NaN
  1368.42        2500.00        99.2112                 NaN  0.984686E-001  0.174667       0.235928       0.279720                 NaN            NaN            NaN            NaN            NaN
  1366.96        2500.00        99.2257                 NaN  0.955783E-001  0.232168       0.172790       0.273794                 NaN            NaN            NaN            NaN            NaN
  1365.49        2500.00        99.2337                 NaN  0.957754E-001  0.168829       0.230360       0.271322                 NaN            NaN            NaN            NaN            NaN
  1364.03        2500.00        99.2438                 NaN  0.951289E-001  0.227175       0.166200       0.267668                 NaN            NaN            NaN            NaN            NaN
  1362.57        2500.00        99.2530                 NaN  0.924729E-001  0.166802       0.223647       0.264096                 NaN            NaN            NaN            NaN            NaN
  1361.11        2500.00        99.2630                 NaN  0.927095E-001  0.161711       0.221864       0.260753                 NaN            NaN            NaN            NaN            NaN
  1359.65        2500.00        99.2705                 NaN  0.916152E-001  0.216841       0.162482       0.258597                 NaN            NaN            NaN            NaN            NaN
  1358.19        2500.00        99.2828                 NaN  0.902533E-001  0.156778       0.217368       0.252826                 NaN            NaN            NaN            NaN            NaN
  1356.72        2500.00        99.2906                 NaN  0.889046E-001  0.156728       0.213411       0.250402                 NaN            NaN            NaN            NaN            NaN
  1355.26        2500.00        99.2988                 NaN  0.880925E-001  0.211140       0.154504       0.247463                 NaN            NaN            NaN            NaN            NaN
  1353.80        2500.00        99.3075                 NaN  0.871388E-001  0.208740       0.152312       0.244267                 NaN            NaN            NaN            NaN            NaN
  1352.34        2500.00        99.3158                 NaN  0.859613E-001  0.150811       0.206252       0.241220                 NaN            NaN            NaN            NaN            NaN
  1350.88        2500.00        99.3241                 NaN  0.849805E-001  0.148817       0.204008       0.238121                 NaN            NaN            NaN            NaN            NaN
  1349.41        2500.00        99.3326                 NaN  0.840303E-001  0.147237       0.201107       0.235050                 NaN            NaN            NaN            NaN            NaN
  1347.95        2500.00        99.3399                 NaN  0.830810E-001  0.145417       0.199267       0.232378                 NaN            NaN            NaN            NaN            NaN
  1346.49        2500.00        99.3480                 NaN  0.813356E-001  0.144795       0.196697       0.229182                 NaN            NaN            NaN            NaN            NaN
  1345.03        2500.00        99.3557                 NaN  0.803499E-001  0.194143       0.143467       0.226298                 NaN            NaN            NaN            NaN            NaN
  1343.57        2500.00        99.3629                 NaN  0.792272E-001  0.192002       0.142184       0.223700                 NaN            NaN            NaN            NaN            NaN
  1342.10        2500.00        99.3706                 NaN  0.780769E-001  0.189372       0.141162       0.220782                 NaN            NaN            NaN            NaN            NaN
  1340.64        2500.00        99.3777                 NaN  0.771062E-001  0.139719       0.187314       0.218161                 NaN            NaN            NaN            NaN            NaN
  1339.18        2500.00        99.3830                 NaN  0.753642E-001  0.185166       0.140460       0.216027                 NaN            NaN            NaN            NaN            NaN
  1337.72        2500.00        99.3940                 NaN  0.754085E-001  0.182899       0.135585       0.212087                 NaN            NaN            NaN            NaN            NaN
  1336.26        2500.00        99.3990                 NaN  0.736411E-001  0.180500       0.136739       0.210170                 NaN            NaN            NaN            NaN            NaN
  1334.79        2500.00        99.4049                 NaN  0.723297E-001  0.178338       0.136521       0.207871                 NaN            NaN            NaN            NaN            NaN
  1333.33        2500.00        99.4123                 NaN  0.710286E-001  0.176089       0.135575       0.204986                 NaN            NaN            NaN            NaN            NaN
  1331.87        2500.00        99.4186                 NaN  0.701057E-001  0.134621       0.173897       0.202791                 NaN            NaN            NaN            NaN            NaN
  1330.41        2500.00        99.4249                 NaN  0.686006E-001  0.171864       0.134424       0.200188                 NaN            NaN            NaN            NaN            NaN
  1328.95        2500.00        99.4312                 NaN  0.673648E-001  0.169196       0.134362       0.197886                 NaN            NaN            NaN            NaN            NaN
  1327.48        2500.00        99.4377                 NaN  0.666496E-001  0.167367       0.132784       0.195508                 NaN            NaN            NaN            NaN            NaN
  1326.02        2500.00        99.4432                 NaN  0.650195E-001  0.165712       0.132843       0.193216                 NaN            NaN            NaN            NaN            NaN
  1324.56        2500.00        99.4495                 NaN  0.638821E-001  0.163307       0.132460       0.190870                 NaN            NaN            NaN            NaN            NaN
  1323.10        2500.00        99.4549                 NaN  0.623995E-001  0.133013       0.160949       0.188779                 NaN            NaN            NaN            NaN            NaN
  1321.64        2500.00        99.4607                 NaN  0.614166E-001  0.159450       0.131867       0.186593                 NaN            NaN            NaN            NaN            NaN
  1320.17        2500.00        99.4664                 NaN  0.599636E-001  0.156348       0.132852       0.184476                 NaN            NaN            NaN            NaN            NaN
  1318.71        2500.00        99.4716                 NaN  0.584140E-001  0.133292       0.154410       0.182246                 NaN            NaN            NaN            NaN            NaN
  1317.25        2500.00        93.3466                 NaN  0.496493       0.906674       0.186825       0.930886        4.13253                 NaN            NaN            NaN            NaN
  1315.79        2500.00        82.7092                 NaN   1.24364       0.199838        2.30765        2.20598        11.3337                 NaN            NaN            NaN            NaN
  1314.33        2500.00        83.0914                 NaN   1.25482        2.36650       0.231942E-001   2.16150        11.1026                 NaN            NaN            NaN            NaN
  1312.86        2500.00        85.0929                 NaN   1.10026        2.13256                 NaN   1.91577        9.75852                 NaN            NaN            NaN            NaN
  1311.40        2500.00        86.7166                 NaN  0.975110        1.92125                 NaN   1.71581        8.67127                 NaN            NaN            NaN            NaN
  1309.94        2500.00        88.0532                 NaN  0.875430        1.74545                 NaN   1.55070        7.77524                 NaN            NaN            NaN            NaN
  1308.48        2500.00        89.1738                 NaN  0.793942        1.59310                 NaN   1.41211        7.02705                 NaN            NaN            NaN            NaN
  1307.02        2500.00        90.1474                 NaN  0.726762        1.45510                 NaN   1.29106        6.37972                 NaN            NaN            NaN            NaN
  1305.55        2500.00        90.9755                 NaN  0.665996        1.34412                 NaN   1.18838        5.82602                 NaN            NaN            NaN            NaN
  1304.09        2500.00        91.7028                 NaN  0.616026        1.24146                 NaN   1.09772        5.34197                 NaN            NaN            NaN            NaN
  1302.63        2500.00        92.2754                 NaN  0.578504        1.15528                 NaN   1.02802        4.96284                 NaN            NaN            NaN            NaN
  1301.17        2500.00        92.9532                 NaN  0.526914        1.07356                 NaN  0.939637        4.50666                 NaN            NaN            NaN            NaN
  1299.71        2500.00        93.3938                 NaN  0.498215        1.00686                 NaN  0.886613        4.21447                 NaN            NaN            NaN            NaN
  1298.24        2500.00        93.1781                 NaN  0.521385        1.04496                 NaN  0.928448        4.32710                 NaN            NaN            NaN            NaN
  1296.78        2500.00        94.7538                 NaN  0.400745       0.825094                 NaN  0.707326        3.31308                 NaN            NaN            NaN            NaN
  1295.32        2500.00        94.6107                 NaN  0.413714       0.836443                 NaN  0.732727        3.40640                 NaN            NaN            NaN            NaN
  1293.86        2500.00        91.2865                 NaN  0.523972        1.28150                 NaN   1.15609        5.53221       0.219748                 NaN            NaN            NaN
  1292.40        2500.00        91.9323                 NaN  0.492011        1.17839                 NaN   1.07006        5.11581       0.211408                 NaN            NaN            NaN
  1290.93        2500.00        92.6832                 NaN  0.455244        1.06669                 NaN  0.971444        4.63122       0.192243                 NaN            NaN            NaN
  1289.47        2500.00        93.3297                 NaN  0.421695       0.973949                 NaN  0.887069        4.21199       0.175555                 NaN            NaN            NaN
  1288.01        2500.00        93.7405                 NaN  0.402707       0.901409                 NaN  0.831950        3.95688       0.166509                 NaN            NaN            NaN
  1286.55        2500.00        94.4893                 NaN  0.354504       0.810792                 NaN  0.733635        3.46556       0.146220                 NaN            NaN            NaN
  1285.09        2500.00        94.5465                 NaN  0.356532       0.799930                 NaN  0.727690        3.42464       0.144700                 NaN            NaN            NaN
  1283.62        2500.00        95.2654                 NaN  0.313989       0.699261                 NaN  0.633139        2.96284       0.125385                 NaN            NaN            NaN
  1282.16        2500.00        95.1791                 NaN  0.326228       0.713965                 NaN  0.650109        3.00388       0.126713                 NaN            NaN            NaN
  1280.70        2500.00        95.0090                 NaN  0.309880       0.838694                 NaN  0.668479        3.04647       0.127469                 NaN            NaN            NaN
  1279.24        2500.00        96.8577                 NaN  0.239247       0.405215                 NaN  0.426446        1.98579       0.856440E-001            NaN            NaN            NaN
  1277.78        2500.00        96.2457                 NaN  0.258627       0.576691                 NaN  0.505751        2.31575       0.975240E-001            NaN            NaN            NaN
  1276.31        2500.00        95.0565                 NaN  0.317297       0.822972                 NaN  0.664149        3.01434       0.124713                 NaN            NaN            NaN
  1274.85        2500.00        98.0404                 NaN  0.159431       0.253271                 NaN  0.268030        1.22337       0.554663E-001            NaN            NaN            NaN
  1273.39        2500.00        96.3004                 NaN  0.146164       0.632141                 NaN  0.468537        2.28936                 NaN  0.163388                 NaN            NaN
  1271.93        2500.00        94.4039                 NaN  0.192768        1.05887                 NaN  0.709107        3.40239                 NaN  0.233008                 NaN            NaN
  1270.47        2500.00        96.7991                 NaN  0.113335       0.506349                 NaN  0.407664        2.01705                 NaN  0.156550                 NaN            NaN
  1269.00        2500.00        98.6117                 NaN  0.866004E-001  0.195851                 NaN  0.172113       0.862906                 NaN  0.708311E-001            NaN            NaN
  1267.54        2500.00        96.8958                 NaN  0.124374       0.551401                 NaN  0.391640        1.89991                 NaN  0.136885                 NaN            NaN
  1266.08        2500.00        97.0188                 NaN  0.118299       0.528740                 NaN  0.376580        1.82674                 NaN  0.130810                 NaN            NaN
  1264.62        2500.00        97.1460                 NaN  0.116714       0.511250                 NaN  0.359647        1.74115                 NaN  0.125217                 NaN            NaN
