|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.5/LAR/LAR_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1426.28        2500.00       0.154418E-001   95.8287        2.85222        1.23472                 NaN  0.689391E-001            NaN            NaN            NaN            NaN
  1425.21        2500.00       0.104324E-003   99.5595       0.314256       0.107401                 NaN  0.187787E-001            NaN            NaN            NaN            NaN
  1424.14        2500.00       0.981639E-004   99.5617       0.107408       0.312436                 NaN  0.183202E-001            NaN            NaN            NaN            NaN
  1423.07        2500.00       0.102076E-003   99.5617       0.116092       0.308794                 NaN  0.132650E-001            NaN            NaN            NaN            NaN
  1422.01        2500.00       0.835185E-004   99.5612       0.995073E-001  0.316323                 NaN  0.228795E-001            NaN            NaN            NaN            NaN
  1420.94        2500.00       0.724745E-004   99.5721       0.107247       0.303975                 NaN  0.166207E-001            NaN            NaN            NaN            NaN
  1419.87        2500.00       0.577700E-004   99.5674       0.107296       0.308334                 NaN  0.169512E-001            NaN            NaN            NaN            NaN
  1418.80        2500.00       0.579399E-004   99.5709       0.304722       0.107899                 NaN  0.164054E-001            NaN            NaN            NaN            NaN
  1417.73        2500.00       0.498595E-004   99.5599       0.111145       0.312329                 NaN  0.165823E-001            NaN            NaN            NaN            NaN
  1416.66        2500.00       0.379795E-004   99.5851       0.105139       0.294532                 NaN  0.152015E-001            NaN            NaN            NaN            NaN
  1415.60        2500.00       0.195012E-003   99.5493       0.254098       0.195394                 NaN  0.104766E-002            NaN            NaN            NaN            NaN
  1414.53        2500.00       0.481085E-003   99.6037       0.343844       0.223745E-001            NaN  0.295623E-001            NaN            NaN            NaN            NaN
  1413.46        2500.00                 NaN   99.1656       0.168532       0.350259                 NaN  0.941421E-001  0.221421                 NaN            NaN            NaN
  1412.39        2500.00                 NaN   99.0241       0.250934       0.294904                 NaN  0.905726E-001  0.339513                 NaN            NaN            NaN
  1411.32        2500.00                 NaN   98.9283       0.367683       0.115001                 NaN  0.195853       0.393181                 NaN            NaN            NaN
  1410.25        2500.00                 NaN   98.9534       0.339782       0.183688                 NaN  0.148381       0.374790                 NaN            NaN            NaN
  1409.19        2500.00       0.640189E-003   98.8664       0.365283       0.200681                 NaN  0.160334       0.406619                 NaN            NaN            NaN
  1408.12        2500.00                 NaN   99.0779       0.301753       0.155591                 NaN  0.134105       0.330602                 NaN            NaN            NaN
  1407.05        2500.00                 NaN   98.9659       0.186809       0.335320                 NaN  0.141619       0.370317                 NaN            NaN            NaN
  1405.98        2500.00                 NaN   99.0163       0.148751       0.328106                 NaN  0.153007       0.353808                 NaN            NaN            NaN
  1404.91        2500.00                 NaN   99.0111       0.162615       0.326205                 NaN  0.145289       0.354815                 NaN            NaN            NaN
  1403.84        2500.00                 NaN   99.0206       0.324418       0.157754                 NaN  0.145478       0.351766                 NaN            NaN            NaN
  1402.78        2500.00                 NaN   99.0319       0.153568       0.321721                 NaN  0.144949       0.347858                 NaN            NaN            NaN
  1401.71        2500.00                 NaN   99.0423       0.149491       0.319530                 NaN  0.144377       0.344268                 NaN            NaN            NaN
  1400.64        2500.00                 NaN   99.0488       0.145651       0.318539                 NaN  0.144791       0.342196                 NaN            NaN            NaN
  1399.57        2500.00                 NaN   99.0672       0.141546       0.312916                 NaN  0.142656       0.335682                 NaN            NaN            NaN
  1398.50        2500.00                 NaN   99.0740       0.137710       0.312434                 NaN  0.142647       0.333168                 NaN            NaN            NaN
  1397.43        2500.00                 NaN   99.0837       0.309558       0.134241                 NaN  0.142470       0.329994                 NaN            NaN            NaN
  1396.37        2500.00                 NaN   99.0933       0.308256       0.129889                 NaN  0.142019       0.326554                 NaN            NaN            NaN
  1395.30        2500.00                 NaN   99.1024       0.305734       0.126626                 NaN  0.141529       0.323675                 NaN            NaN            NaN
  1394.23        2500.00                 NaN   99.1078       0.308851       0.116589                 NaN  0.144422       0.322326                 NaN            NaN            NaN
  1393.16        2500.00                 NaN   99.1270       0.128016       0.295164                 NaN  0.136132       0.313648                 NaN            NaN            NaN
  1392.09        2500.00                 NaN   99.1304       0.116043       0.300007                 NaN  0.139893       0.313634                 NaN            NaN            NaN
  1391.02        2500.00                 NaN   99.1400       0.296919       0.113458                 NaN  0.139295       0.310345                 NaN            NaN            NaN
  1389.96        2500.00                 NaN   99.1496       0.111242       0.294289                 NaN  0.138139       0.306682                 NaN            NaN            NaN
  1388.89        2500.00                 NaN   99.1568       0.293891       0.106690                 NaN  0.138246       0.304342                 NaN            NaN            NaN
  1387.82        2500.00                 NaN   99.1495       0.109282       0.295814                 NaN  0.138198       0.307221                 NaN            NaN            NaN
  1386.75        2500.00                 NaN   99.1908       0.965302E-001  0.285040                 NaN  0.135912       0.291744                 NaN            NaN            NaN
  1385.68        2500.00                 NaN   99.1828       0.286974       0.985503E-001            NaN  0.136504       0.295139                 NaN            NaN            NaN
  1384.61        2500.00                 NaN   99.1913       0.285448       0.955374E-001            NaN  0.135653       0.292022                 NaN            NaN            NaN
  1383.55        2500.00                 NaN   99.1983       0.923660E-001  0.284262                 NaN  0.135399       0.289699                 NaN            NaN            NaN
  1382.48        2500.00                 NaN   99.2066       0.889815E-001  0.282696                 NaN  0.134971       0.286710                 NaN            NaN            NaN
  1381.41        2500.00                 NaN   99.2166       0.890088E-001  0.278435                 NaN  0.133138       0.282843                 NaN            NaN            NaN
  1380.34        2500.00                 NaN   99.2217       0.279086       0.844001E-001            NaN  0.133658       0.281193                 NaN            NaN            NaN
  1379.27        2500.00                 NaN   99.2315       0.275963       0.821868E-001            NaN  0.132680       0.277669                 NaN            NaN            NaN
  1378.20        2500.00                 NaN   99.2378       0.803419E-001  0.274203                 NaN  0.132103       0.275525                 NaN            NaN            NaN
  1377.13        2500.00                 NaN   99.2453       0.774248E-001  0.273392                 NaN  0.131302       0.272620                 NaN            NaN            NaN
  1376.07        2500.00                 NaN   99.2527       0.271074       0.755266E-001            NaN  0.130642       0.270008                 NaN            NaN            NaN
  1375.00        2500.00                 NaN   99.2601       0.269517       0.728917E-001            NaN  0.130095       0.267398                 NaN            NaN            NaN
