|6.6.6
Archiving\03_Data\frac/QFM_m1.5/LAR/LAR_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Sp(TH)         O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1526.32        2500.00        99.0546                 NaN            NaN            NaN  0.109609                 NaN  0.835755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.0654                 NaN            NaN            NaN  0.110059                 NaN  0.824572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.0762                 NaN            NaN            NaN  0.106303                 NaN  0.817532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.0842                 NaN            NaN            NaN  0.104793                 NaN  0.811005                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.0957                 NaN            NaN            NaN  0.100171                 NaN  0.804158                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.4343                 NaN            NaN            NaN  0.618614E-001            NaN  0.503793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.7764                 NaN            NaN            NaN  0.131323                 NaN   1.09224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.9647                 NaN            NaN            NaN            NaN            NaN  0.229389       0.805896                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.9072                 NaN            NaN            NaN            NaN            NaN  0.351997E-001   1.05756                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.9071                 NaN            NaN            NaN            NaN            NaN            NaN   1.09290                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.8865                 NaN            NaN            NaN            NaN            NaN  0.192830E-002   1.11154                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.9321                 NaN            NaN            NaN  0.677448E-005            NaN  0.529911E-001   1.01486                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.8781                 NaN            NaN            NaN            NaN            NaN            NaN   1.12195                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.0025                 NaN            NaN            NaN            NaN            NaN            NaN  0.997532                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.8271                 NaN            NaN            NaN            NaN            NaN            NaN   1.17291                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.8952                 NaN            NaN            NaN            NaN            NaN            NaN   1.10477                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.8864                 NaN            NaN            NaN            NaN            NaN            NaN   1.11361                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.8719                 NaN            NaN            NaN            NaN            NaN            NaN   1.12809                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.8593                 NaN            NaN            NaN            NaN            NaN            NaN   1.14067                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.8364                 NaN            NaN  0.224347E-002            NaN            NaN            NaN   1.16137                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.7988                 NaN            NaN  0.833025E-002            NaN            NaN            NaN   1.19289                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.7674                 NaN            NaN  0.807896E-002            NaN            NaN            NaN   1.22447                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.4155                 NaN            NaN  0.422596E-002            NaN            NaN            NaN  0.578290        1.00195                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.3730                 NaN            NaN  0.334849E-002            NaN            NaN            NaN   1.16703       0.456583                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.3948                 NaN            NaN  0.316030E-002            NaN            NaN            NaN  0.454405        1.14759                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.4120                 NaN            NaN  0.293443E-002            NaN            NaN            NaN  0.451535        1.13349                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.4309                 NaN            NaN  0.276034E-002            NaN            NaN            NaN  0.450370        1.11601                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.4493                 NaN            NaN  0.254661E-002            NaN            NaN            NaN   1.10045       0.447680                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.4654                 NaN            NaN  0.236686E-002            NaN            NaN            NaN  0.446298        1.08592                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.4810                 NaN            NaN  0.219876E-002            NaN            NaN            NaN   1.07242       0.444385                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.4978                 NaN            NaN  0.204303E-002            NaN            NaN            NaN  0.442687        1.05748                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.5119                 NaN            NaN  0.187608E-002            NaN            NaN            NaN   1.04560       0.440627                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.5313                 NaN            NaN  0.161715E-002  0.306299E-001            NaN            NaN   1.05095       0.385546                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.5559                 NaN            NaN  0.121486E-002  0.120427                 NaN            NaN   1.09490       0.227537                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.5148                 NaN            NaN  0.979190E-003  0.363670                 NaN            NaN   1.12059                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.6500                 NaN            NaN  0.546478E-003            NaN            NaN            NaN   1.10978       0.239634                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.5800                 NaN            NaN  0.106306E-002            NaN            NaN            NaN  0.431976       0.986949                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.6011                 NaN            NaN  0.746423E-003  0.776446E-001            NaN            NaN   1.02399       0.296489                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.6178                 NaN            NaN  0.562478E-003  0.102744                 NaN            NaN  0.251515        1.02735                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.6311                 NaN            NaN  0.432078E-003  0.100470                 NaN            NaN  0.252984        1.01504                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.6416                 NaN            NaN  0.327114E-003  0.968436E-001            NaN            NaN  0.259599        1.00159                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.6508                 NaN            NaN  0.216136E-003  0.933479E-001            NaN            NaN  0.992005       0.263582                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.6593                 NaN            NaN  0.107555E-003  0.902139E-001            NaN            NaN  0.982606       0.267772                 NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.6675                 NaN            NaN  0.989218E-004  0.871769E-001            NaN            NaN  0.972730       0.272510                 NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.6765                 NaN            NaN  0.693819E-003  0.837773E-001            NaN            NaN  0.960926       0.278143                 NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.6848                 NaN            NaN  0.225846E-004  0.809400E-001            NaN            NaN  0.954012       0.280255                 NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        98.6914                 NaN            NaN            NaN  0.777435E-001            NaN            NaN  0.947394       0.283430                 NaN            NaN            NaN            NaN            NaN
  1408.52        2500.00        98.6990                 NaN            NaN  0.225012E-003  0.747656E-001            NaN            NaN  0.288011       0.937964                 NaN            NaN            NaN            NaN            NaN
  1406.02        2500.00        98.7064                 NaN            NaN            NaN  0.715415E-001            NaN            NaN  0.291994       0.930034                 NaN            NaN            NaN            NaN            NaN
  1403.51        2500.00        98.7110                 NaN            NaN  0.268187E-003  0.684507E-001            NaN            NaN  0.923849       0.296425                 NaN            NaN            NaN            NaN            NaN
  1401.00        2500.00        98.0359                 NaN            NaN            NaN  0.295522                 NaN            NaN   1.00391       0.299634                 NaN  0.365059                 NaN            NaN            NaN
  1398.50        2500.00        97.1203                 NaN            NaN            NaN  0.617338                 NaN            NaN  0.283011        1.11458                 NaN  0.864736                 NaN            NaN            NaN
  1395.99        2500.00        97.1727                 NaN            NaN            NaN  0.620453                 NaN            NaN   1.10649       0.249799                 NaN  0.850570                 NaN            NaN            NaN
  1393.48        2500.00        97.2498                 NaN            NaN            NaN  0.613374                 NaN            NaN   1.08708       0.224856                 NaN  0.824891                 NaN            NaN            NaN
  1390.98        2500.00        97.2921                 NaN            NaN            NaN  0.615372                 NaN            NaN   1.08156       0.198926                 NaN  0.811996                 NaN            NaN            NaN
  1388.47        2500.00        97.3428                 NaN            NaN            NaN  0.615116                 NaN            NaN   1.07396       0.171701                 NaN  0.796424                 NaN            NaN            NaN
  1385.96        2500.00        97.3822                 NaN            NaN            NaN  0.617400                 NaN            NaN   1.06794       0.148223                 NaN  0.784248                 NaN            NaN            NaN
  1383.46        2500.00        97.5470                 NaN            NaN            NaN  0.591355                 NaN            NaN   1.01919       0.106013                 NaN  0.736485                 NaN            NaN            NaN
  1380.95        2500.00        97.3924                 NaN            NaN            NaN  0.626440                 NaN            NaN  0.120791        1.08377                 NaN  0.776623                 NaN            NaN            NaN
  1378.45        2500.00        97.5343                 NaN            NaN            NaN  0.607821                 NaN            NaN   1.03915       0.826897E-001            NaN  0.736018                 NaN            NaN            NaN
  1375.94        2500.00        97.5772                 NaN            NaN            NaN  0.604868                 NaN            NaN   1.03139       0.645756E-001            NaN  0.722013                 NaN            NaN            NaN
  1373.43        2500.00        97.6186                 NaN            NaN            NaN  0.601457                 NaN            NaN  0.462496E-001   1.02525                 NaN  0.708482                 NaN            NaN            NaN
  1370.93        2500.00        97.6571                 NaN            NaN            NaN  0.597846                 NaN            NaN   1.01849       0.307860E-001            NaN  0.695791                 NaN            NaN            NaN
  1368.42        2500.00        97.6999                 NaN            NaN            NaN  0.593949                 NaN            NaN   1.01116       0.128844E-001            NaN  0.682104                 NaN            NaN            NaN
  1365.91        2500.00        97.7389                 NaN            NaN            NaN  0.587488                 NaN            NaN   1.00320       0.173703E-002            NaN  0.668711                 NaN            NaN            NaN
  1363.41        2500.00        97.7745                 NaN            NaN            NaN  0.583053                 NaN            NaN  0.985354                 NaN            NaN  0.657069                 NaN            NaN            NaN
  1360.90        2500.00        97.8046                 NaN            NaN            NaN  0.569464                 NaN            NaN  0.977746       0.299609E-002            NaN  0.645162                 NaN            NaN            NaN
  1358.40        2500.00        97.8405                 NaN            NaN            NaN  0.562377                 NaN            NaN  0.963834                 NaN            NaN  0.633330                 NaN            NaN            NaN
  1355.89        2500.00        97.8788                 NaN            NaN            NaN  0.547841                 NaN            NaN  0.954821                 NaN            NaN  0.618550                 NaN            NaN            NaN
  1353.38        2500.00        97.8308                 NaN            NaN            NaN  0.538648                 NaN            NaN  0.943078       0.584202E-001            NaN  0.629006                 NaN            NaN            NaN
  1350.88        2500.00        97.9973                 NaN            NaN            NaN  0.519157                 NaN            NaN  0.905542                 NaN            NaN  0.578009                 NaN            NaN            NaN
  1348.37        2500.00        97.9671                 NaN            NaN            NaN  0.521143                 NaN            NaN  0.924558                 NaN            NaN  0.587187                 NaN            NaN            NaN
  1345.86        2500.00        97.9935                 NaN            NaN            NaN  0.514971                 NaN            NaN  0.914098                 NaN            NaN  0.577397                 NaN            NaN            NaN
  1343.36        2500.00        98.0276                 NaN            NaN            NaN  0.509440                 NaN            NaN  0.895990                 NaN            NaN  0.566973                 NaN            NaN            NaN
  1340.85        2500.00        98.0538                 NaN            NaN            NaN  0.494372                 NaN            NaN  0.895926                 NaN            NaN  0.555914                 NaN            NaN            NaN
  1338.35        2500.00        98.0787                 NaN            NaN            NaN  0.486551                 NaN            NaN  0.887724                 NaN            NaN  0.547033                 NaN            NaN            NaN
  1335.84        2500.00        98.1055                 NaN            NaN            NaN  0.478733                 NaN            NaN  0.878130                 NaN            NaN  0.537633                 NaN            NaN            NaN
  1333.33        2500.00        98.1285                 NaN            NaN            NaN  0.459587                 NaN            NaN  0.884238                 NaN            NaN  0.527633                 NaN            NaN            NaN
  1330.83        2500.00        98.1441                 NaN            NaN            NaN  0.451810                 NaN            NaN  0.882736                 NaN            NaN  0.521309                 NaN            NaN            NaN
  1328.32        2500.00        98.1864                 NaN            NaN            NaN  0.444728                 NaN            NaN  0.861105                 NaN            NaN  0.507782                 NaN            NaN            NaN
  1325.81        2500.00        98.2038                 NaN            NaN            NaN  0.440473                 NaN            NaN  0.853605                 NaN            NaN  0.502113                 NaN            NaN            NaN
  1323.31        2500.00        98.2304                 NaN            NaN            NaN  0.431773                 NaN            NaN  0.844758                 NaN            NaN  0.493101                 NaN            NaN            NaN
  1320.80        2500.00        98.2467                 NaN            NaN            NaN  0.416946                 NaN            NaN  0.850926                 NaN            NaN  0.485397                 NaN            NaN            NaN
  1318.30        2500.00        98.2681                 NaN            NaN            NaN  0.401813                 NaN            NaN  0.852763                 NaN            NaN  0.477326                 NaN            NaN            NaN
  1315.79        2500.00        98.2883                 NaN            NaN            NaN  0.382426                 NaN            NaN  0.859851                 NaN            NaN  0.469420                 NaN            NaN            NaN
  1313.28        2500.00        98.3027                 NaN            NaN            NaN  0.367166                 NaN            NaN  0.867423                 NaN            NaN  0.462701                 NaN            NaN            NaN
  1310.78        2500.00        98.3269                 NaN            NaN            NaN  0.364275                 NaN            NaN  0.854136                 NaN            NaN  0.454697                 NaN            NaN            NaN
  1308.27        2500.00        98.3423                 NaN            NaN            NaN  0.351691                 NaN            NaN  0.857230                 NaN            NaN  0.448791                 NaN            NaN            NaN
  1305.76        2500.00        98.2716                 NaN            NaN            NaN  0.335447                 NaN            NaN  0.878957                 NaN            NaN  0.460532       0.534585E-001            NaN            NaN
  1303.26        2500.00        98.2238                 NaN            NaN            NaN  0.321663                 NaN            NaN  0.890451                 NaN            NaN  0.467863       0.961778E-001            NaN            NaN
  1300.75        2500.00        98.2584                 NaN            NaN            NaN  0.319811                 NaN            NaN  0.869368                 NaN            NaN  0.458925       0.934604E-001            NaN            NaN
  1298.25        2500.00        98.2899                 NaN            NaN            NaN  0.313506                 NaN            NaN  0.855792                 NaN            NaN  0.450326       0.905042E-001            NaN            NaN
  1295.74        2500.00        98.3222                 NaN            NaN            NaN  0.305280                 NaN            NaN  0.843233                 NaN            NaN  0.441815       0.875140E-001            NaN            NaN
  1293.23        2500.00        97.1294                 NaN            NaN            NaN  0.400648                 NaN            NaN   1.07492                 NaN            NaN  0.590376       0.128289       0.676346                 NaN
  1290.73        2500.00        69.5441                 NaN            NaN  0.415806        2.47122                 NaN            NaN   6.72122                 NaN            NaN   4.09054       0.848813        15.9083                 NaN
  1288.22        2500.00        74.4477                 NaN            NaN  0.247523        2.15633                 NaN            NaN   5.71109                 NaN            NaN   3.45553       0.750398        13.2314                 NaN
  1285.71        2500.00        79.6839                 NaN            NaN   1.01082       0.865291                 NaN            NaN   4.64470                 NaN            NaN   2.64504       0.266560        10.8837                 NaN
  1283.21        2500.00        80.3114                 NaN            NaN            NaN   1.92157                 NaN            NaN   5.05113                 NaN            NaN   2.79045       0.482725        9.44277                 NaN
  1280.70        2500.00        74.3533                 NaN            NaN            NaN   2.02415                 NaN            NaN   4.44359                 NaN            NaN   3.45653        1.00222        14.7202                 NaN
  1278.20        2500.00        95.3420                 NaN            NaN            NaN  0.950019                 NaN            NaN   2.72271                 NaN            NaN  0.773633                 NaN  0.211626                 NaN
  1275.69        2500.00        87.6518                 NaN            NaN            NaN  0.708847                 NaN            NaN   3.52348                 NaN            NaN   1.68206       0.370651        6.06314                 NaN
  1273.18        2500.00        87.2237                 NaN            NaN            NaN  0.708839                 NaN            NaN   3.62815                 NaN            NaN   1.75673       0.375661        6.30696                 NaN
  1270.68        2500.00        88.0624                 NaN            NaN            NaN  0.466715                 NaN            NaN   3.68180                 NaN            NaN   1.63363       0.329441        5.82600                 NaN
  1268.17        2500.00        88.6378                 NaN            NaN            NaN  0.145634                 NaN            NaN   3.82414                 NaN            NaN   1.55340       0.293835        5.54524                 NaN
  1265.66        2500.00        84.7941                 NaN            NaN            NaN            NaN            NaN            NaN   3.67111        1.91497                 NaN   2.14139       0.399499        7.07896                 NaN
  1263.16        2500.00        94.4287                 NaN            NaN            NaN  0.780022                 NaN            NaN  0.891018                 NaN            NaN  0.709269       0.139735        3.05125                 NaN
  1260.65        2500.00        87.3099                 NaN            NaN            NaN            NaN            NaN            NaN   4.20289       0.528078                 NaN   1.80421       0.340560        5.81436                 NaN
  1258.15        2500.00        92.5285                 NaN            NaN            NaN            NaN            NaN            NaN   1.42767       0.978161                 NaN  0.892885       0.111005        4.06182                 NaN
  1255.64        2500.00        92.6091                 NaN            NaN            NaN            NaN            NaN            NaN   2.79347                 NaN            NaN  0.992897       0.190082        3.41442                 NaN
  1253.13        2500.00        90.9893                 NaN            NaN            NaN            NaN            NaN            NaN  0.768868        2.15962                 NaN   1.16894       0.238638        4.67465                 NaN
  1250.63        2500.00        92.6968                 NaN            NaN            NaN            NaN            NaN            NaN   2.94481                 NaN            NaN   1.01194       0.169394        3.17703                 NaN
  1248.12        2500.00        94.1214                 NaN            NaN            NaN            NaN            NaN            NaN   1.93916                 NaN            NaN  0.737434       0.100886        3.10109                 NaN
  1245.61        2500.00        93.6356                 NaN            NaN            NaN            NaN            NaN            NaN   2.13255                 NaN            NaN  0.851588       0.142749        3.23750                 NaN
  1243.11        2500.00        92.9384                 NaN            NaN            NaN            NaN            NaN            NaN   2.57236                 NaN            NaN  0.932491       0.139857        3.41688                 NaN
  1240.60        2500.00        94.0210                 NaN            NaN            NaN            NaN            NaN            NaN   1.40600       0.635109                 NaN  0.780407       0.132202        3.02533                 NaN
  1238.10        2500.00        94.9483                 NaN            NaN            NaN            NaN            NaN            NaN   1.86571                 NaN            NaN  0.739212       0.156860        2.28991                 NaN
  1235.59        2500.00        94.3872                 NaN            NaN            NaN            NaN            NaN            NaN   1.77653                 NaN            NaN  0.656499       0.748862E-001   3.10485                 NaN
  1233.08        2500.00        92.6530                 NaN            NaN            NaN            NaN            NaN            NaN   2.51633                 NaN            NaN  0.883856       0.138708        3.80815                 NaN
  1230.58        2500.00        99.8580                 NaN            NaN            NaN            NaN            NaN            NaN  0.543678E-001            NaN            NaN  0.205029E-001  0.251821E-002  0.645914E-001            NaN
  1228.07        2500.00        98.6511                 NaN            NaN            NaN            NaN            NaN            NaN  0.239837                 NaN            NaN  0.149618       0.162862E-001  0.582146       0.360984     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.4248                 NaN            NaN   9.06406        1.16020        43.7480        28.6030     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.3982                 NaN            NaN   9.00927        1.17485        43.8150        28.6026     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.4266                 NaN            NaN   9.07461        1.15868        43.7376        28.6026     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.4274                 NaN            NaN   9.07851        1.15798        43.7337        28.6024     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.4288                 NaN            NaN   9.08329        1.15710        43.7285        28.6023     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.90155        7.52942                 NaN   9.04962        1.16073        43.7526        28.6061     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.4036                 NaN            NaN   9.05997        1.16802        43.7689        28.5996     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.4307                 NaN            NaN   9.07197        1.15821        43.7355        28.6036     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.4209                 NaN            NaN   9.11782        1.15725        43.7054        28.5986     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.4346                 NaN            NaN   9.10182        1.15378        43.7073        28.6025     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.38257        9.05093       0.986457E-004   9.11439        1.15218        43.6988        28.6010     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.4418                 NaN            NaN   9.10842        1.15100        43.6955        28.6032     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.4447                 NaN            NaN   9.11747        1.14915        43.6855        28.6032     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.4476                 NaN            NaN   9.12629        1.14734        43.6756        28.6031     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.4498                 NaN            NaN   9.13404        1.14586        43.6672        28.6031     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.3347       0.109473                 NaN   9.13625        1.14680        43.6712        28.6015     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.4572                 NaN            NaN   9.15322        1.14156        43.6449        28.6031     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.399384E-001   17.4072       0.826925E-004   9.14530        1.14491        43.6611        28.6015     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.3551       0.932502E-001  0.831017E-004   9.14933        1.14410        43.6565        28.6016     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.149228        17.3004       0.849274E-004   9.15333        1.14329        43.6520        28.6017     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.207576        17.2434       0.836772E-004   9.15728        1.14249        43.6474        28.6018     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.1843       0.267983       0.792965E-004   9.16120        1.14169        43.6429        28.6019     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.330166        17.1234                 NaN   9.16509        1.14091        43.6384        28.6020     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.0611       0.393722       0.631308E-004   9.16895        1.14012        43.6339        28.6021     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.458477        16.9977                 NaN   9.17277        1.13935        43.6294        28.6023     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.9333       0.524109       0.401193E-004   9.17656        1.13858        43.6250        28.6025     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.590364        16.8683                 NaN   9.18034        1.13782        43.6205        28.6026     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.8029       0.657027                 NaN   9.18409        1.13707        43.6161        28.6028     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.7373       0.723890                 NaN   9.18782        1.13632        43.6116        28.6030     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.9337        3.55491                 NaN   9.25725        1.12100        43.5301        28.6030     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.5004                 NaN            NaN   9.28256        1.11476        43.4994        28.6029     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.756700        16.7164                 NaN   9.21294        1.13003        43.5800        28.6039     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.817821        16.6600                 NaN   9.22309        1.12755        43.5671        28.6044     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.5680       0.915212                 NaN   9.23490        1.12471        43.5522        28.6050     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.78201        1.56898        7.15375        9.27738        1.11463        43.4934        28.6098     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.7181       0.794045                 NaN   9.31988        1.10735        43.4561        28.6046     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.3956       0.117027                 NaN   9.32113        1.10630        43.4573        28.6026     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.4179       0.125241                 NaN   9.33756        1.09482        43.4170        28.6075     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.1370       0.409484                 NaN   9.34331        1.09349        43.4080        28.6088     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6007        2.98032                 NaN   9.44982        1.07443        43.2683        28.6264     
