|6.6.6
Archiving\03_Data\fracLP/QFM_m3.25/KHA22/KHA22_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1834.59        500.000        99.4833                 NaN            NaN  0.506097       0.106193E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4842                 NaN            NaN  0.505216       0.105648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4871                 NaN            NaN  0.502416       0.105000E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4830                 NaN            NaN  0.506373       0.106061E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4870                 NaN            NaN  0.502545       0.105038E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4934                 NaN            NaN  0.496277       0.102901E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4904                 NaN            NaN  0.499213       0.103825E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4910                 NaN            NaN  0.498608       0.103625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4922                 NaN            NaN  0.497450       0.103106E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4915                 NaN            NaN  0.498203       0.103133E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4936                 NaN            NaN  0.496188       0.102394E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4941                 NaN            NaN  0.495691       0.102024E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4946                 NaN            NaN  0.495232       0.101869E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4092                 NaN            NaN  0.578786       0.119711E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.5806                 NaN            NaN  0.411071       0.834336E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4945                 NaN            NaN  0.495375       0.100914E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4948                 NaN            NaN  0.495108       0.100595E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4943                 NaN            NaN  0.495580       0.100771E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.3923                 NaN            NaN  0.595649       0.120112E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.5991                 NaN            NaN  0.393021       0.789841E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4945                 NaN            NaN  0.495516       0.994385E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4947                 NaN            NaN  0.495365       0.990222E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.5407                 NaN            NaN  0.450376       0.892908E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4423                 NaN            NaN  0.546905       0.108221E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4913                 NaN            NaN  0.498837       0.988209E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4949                 NaN            NaN  0.495330       0.974657E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.7610                 NaN            NaN  0.233094       0.586615E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.2177                 NaN            NaN  0.768544       0.137148E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4945                 NaN            NaN  0.495879       0.961527E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4896                 NaN            NaN  0.500667       0.970154E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4895                 NaN            NaN  0.500888       0.964196E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4881                 NaN            NaN  0.502312       0.963583E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4868                 NaN            NaN  0.503541       0.961281E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4860                 NaN            NaN  0.504459       0.957712E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4851                 NaN            NaN  0.505367       0.953958E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4829                 NaN            NaN  0.507604       0.954334E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4826                 NaN            NaN  0.507929       0.949016E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4809                 NaN            NaN  0.509609       0.948766E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4804                 NaN            NaN  0.510139       0.944377E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4781                 NaN            NaN  0.512509       0.943051E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4740                 NaN            NaN  0.516498       0.946261E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4781                 NaN            NaN  0.512571       0.933575E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4733                 NaN            NaN  0.517302       0.936771E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4732                 NaN            NaN  0.517498       0.932637E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4699                 NaN            NaN  0.520743       0.936198E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4705                 NaN            NaN  0.520182       0.927688E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4669                 NaN            NaN  0.523773       0.928660E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4680                 NaN            NaN  0.522782       0.922374E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4661                 NaN            NaN  0.524739       0.919655E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        98.7460                 NaN            NaN   1.23271       0.212549E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.9981                 NaN            NaN            NaN  0.187677E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.6734                 NaN            NaN  0.322890       0.369689E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.4296                 NaN            NaN  0.560784       0.961800E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.4579                 NaN            NaN  0.533030       0.910725E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.4557                 NaN            NaN  0.535152       0.910379E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.4650                 NaN            NaN  0.526095       0.895041E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.4449                 NaN            NaN  0.545896       0.918691E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.4468                 NaN            NaN  0.544034       0.914478E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.4571                 NaN            NaN  0.534049       0.888615E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.4502                 NaN            NaN  0.540820       0.898108E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.7831                 NaN            NaN  0.213401       0.351964E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.1131                 NaN            NaN  0.872504       0.143893E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.4454                 NaN            NaN  0.545682       0.895853E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.4470                 NaN            NaN  0.544137       0.888450E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.4435                 NaN            NaN  0.547594       0.889935E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.4434                 NaN            NaN  0.547675       0.888541E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.4423                 NaN            NaN  0.548838       0.885832E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.4419                 NaN            NaN  0.549313       0.883166E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3850                 NaN            NaN  0.605398       0.960201E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.4995                 NaN            NaN  0.492587       0.795184E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.1065                 NaN            NaN  0.879533       0.139769E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.6634                 NaN            NaN  0.331569       0.501697E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.5523                 NaN            NaN  0.440560       0.715038E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.4408                 NaN            NaN  0.550479       0.868447E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.4412                 NaN            NaN  0.550099       0.866871E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.4415                 NaN            NaN  0.549800       0.865577E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.4418                 NaN            NaN  0.549620       0.862576E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.4421                 NaN            NaN  0.549283       0.859505E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.4427                 NaN            NaN  0.548700       0.858069E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.4084                 NaN            NaN  0.582464       0.912888E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.4785                 NaN            NaN  0.513552       0.799553E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.4421                 NaN            NaN  0.549350       0.856366E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.4487                 NaN            NaN  0.542870       0.843138E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.4486                 NaN            NaN  0.543024       0.841990E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.4500                 NaN            NaN  0.541576       0.841486E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.4512                 NaN            NaN  0.540427       0.839805E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.4525                 NaN            NaN  0.539146       0.836345E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.4544                 NaN            NaN  0.537218       0.833637E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.4559                 NaN            NaN  0.535780       0.832963E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.4581                 NaN            NaN  0.533620       0.829507E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.4610                 NaN            NaN  0.530751       0.825518E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.4620                 NaN            NaN  0.529761       0.823479E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.4657                 NaN            NaN  0.526144       0.819128E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.4675                 NaN            NaN  0.524346       0.817034E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.4707                 NaN            NaN  0.521169       0.811695E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.4731                 NaN            NaN  0.518792       0.809768E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.4640                 NaN            NaN  0.512867       0.789114E-002  0.152754E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.9057                 NaN            NaN  0.149436                 NaN  0.944842                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.7780                 NaN            NaN  0.580055E-001            NaN   1.16396                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.8013                 NaN            NaN  0.570574E-001            NaN   1.14167                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.8198                 NaN            NaN  0.520960E-001            NaN   1.12813                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.8413                 NaN            NaN  0.501321E-001            NaN   1.10852                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.8598                 NaN            NaN  0.465050E-001            NaN   1.09368                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.8804                 NaN            NaN  0.456590E-001            NaN   1.07399                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.8974                 NaN            NaN  0.432188E-001            NaN   1.05938                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.9042                 NaN            NaN  0.425026E-001            NaN   1.05330                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.9513                 NaN            NaN  0.406443E-001            NaN   1.00807                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.9227                 NaN            NaN  0.369008E-001            NaN   1.04042                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.0055                 NaN            NaN  0.425333E-001            NaN  0.952016                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.9842                 NaN            NaN  0.258731E-001            NaN  0.989880                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.0024                 NaN            NaN  0.304676E-001            NaN  0.967161                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.0213                 NaN            NaN  0.313229E-001            NaN  0.947378                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.0353                 NaN            NaN  0.296336E-001            NaN  0.935072                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.0502                 NaN            NaN  0.270779E-001            NaN  0.922691                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.0630                 NaN            NaN  0.240832E-001            NaN  0.912868                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.0790                 NaN            NaN  0.225059E-001            NaN  0.898523                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.0721                 NaN            NaN  0.133343                 NaN  0.794537                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.1317                 NaN            NaN  0.154831E-002            NaN  0.866718                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.1168                 NaN            NaN            NaN            NaN  0.883154                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.1308                 NaN            NaN  0.371808E-002            NaN  0.865456                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.1376                 NaN            NaN            NaN            NaN  0.862371                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.1545                 NaN            NaN            NaN            NaN  0.845487                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.1683                 NaN            NaN            NaN            NaN  0.831652                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.9357                 NaN            NaN  0.186652E-001            NaN   1.04567                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.4408                 NaN            NaN  0.703597E-001            NaN  0.488817                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.2001                 NaN            NaN  0.242574E-001            NaN  0.775630                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.2074                 NaN            NaN  0.122559E-005            NaN  0.792550                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.2158                 NaN            NaN            NaN            NaN  0.784241                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.2291                 NaN            NaN            NaN            NaN  0.770900                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.2381                 NaN            NaN            NaN            NaN  0.761914                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.2485                 NaN            NaN  0.348553E-002            NaN  0.748002                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.2578                 NaN            NaN  0.118456E-005            NaN  0.742190                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.2657                 NaN            NaN            NaN            NaN  0.734298                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.2755                 NaN            NaN            NaN            NaN  0.724525                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.2846                 NaN            NaN            NaN            NaN  0.715399                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.2899                 NaN            NaN            NaN            NaN  0.710083                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.3026                 NaN            NaN            NaN            NaN  0.697423                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.3036                 NaN            NaN            NaN            NaN  0.696350                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.3176                 NaN            NaN            NaN            NaN  0.682363                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.3250                 NaN            NaN            NaN            NaN  0.674981                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.3307                 NaN            NaN            NaN            NaN  0.669344                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.3390                 NaN            NaN            NaN            NaN  0.660952                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2388                 NaN            NaN            NaN            NaN  0.103179       0.658012                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.2349                 NaN            NaN            NaN            NaN  0.436213E-001  0.721471                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.2408                 NaN            NaN            NaN            NaN  0.379865E-001  0.721194                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.2476                 NaN            NaN            NaN            NaN  0.302203E-001  0.722210                 NaN            NaN            NaN            NaN            NaN
