|6.6.6
Archiving\03_Data\frac/QFM_m5/YM20/YM20_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       pxmn           mang           iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.42565        13.8239        9.94422        46.1531        2.85515        17.2897       0.508293     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.1649        9.15701        9.97079        46.2495        2.84212        17.3447       0.271001     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.2231        9.11401        10.0070        46.3040        2.83450        17.3879       0.129429     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.16246        14.1439        10.0518        46.3628        2.83609        17.4430                 NaN
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6292        8.81200        10.1393        46.2190        2.79166        17.4088                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.03031        14.2953        10.1303        46.2793        2.82506        17.4398                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.8745        8.59975        10.2382        46.1109        2.77336        17.4033                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6736        8.73224        10.2249        46.1594        2.78984        17.4201                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.47450        14.9974        10.3135        46.0437        2.76511        17.4057                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.8517        8.58087        10.3123        46.0652        2.77430        17.4157                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.37667        15.1418        10.4008        45.9390        2.74566        17.3961                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.35032        15.1821        10.4389        45.8969        2.73878        17.3930                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.0648        8.43716        10.4286        45.9193        2.74667        17.4035                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.23899        15.3165        10.5205        45.8101        2.72443        17.3895                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.17400        15.3744        10.5477        45.7872        2.72208        17.3946                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.4470        8.11846        10.6017        45.7300        2.71223        17.3906                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.3601        8.18264        10.6050        45.7362        2.71792        17.3982                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5995        7.99748        10.6855        45.6373        2.69578        17.3845                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.6582        7.94661        10.7263        45.5947        2.69050        17.3837                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5788        8.01008        10.7279        45.5991        2.69404        17.3900                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.22495        15.2896        10.7078        45.6599        2.70884        17.4090                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7021        7.92311        10.8124        45.5044        2.67421        17.3839                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.74972        15.9598        10.9082        45.3772        2.64412        17.3610                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7077        7.91543        10.8240        45.4915        2.67755        17.3838                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1651        7.58055        11.0058        45.2707        2.62234        17.3556                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2478        7.51747        11.0518        45.2188        2.61193        17.3521                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8414        7.88077        10.9904        45.2931        2.63099        17.3633                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.3580        7.44057        11.1316        45.1293        2.59429        17.3462                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.3851        7.42837        11.1648        45.0916        2.58671        17.3434                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.5919        7.26941        11.2421        44.9977        2.56505        17.3338                 NaN
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.6873        7.19337        11.2906        44.9439        2.55377        17.3310                 NaN
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.46428        16.3465        11.2558        45.0093        2.57287        17.3512                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.8222        7.07760        11.3682        44.8647        2.53814        17.3292                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.9057        7.04862        11.4261        44.7844        2.51877        17.3164                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.0389        6.95156        11.4860        44.7122        2.50197        17.3094                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.87808        17.1475        11.5407        44.6453        2.48628        17.3022                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.8188        7.11804        11.5189        44.7091        2.50703        17.3282                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.1060        6.90139        11.5752        44.6244        2.48470        17.3083                 NaN
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.2576        6.80814        11.6485        44.5280        2.46159        17.2962                 NaN
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.3212        6.75377        11.6829        44.4935        2.45360        17.2950                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.52698        17.6549        11.7996        44.3343        2.41223        17.2719                 NaN
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.44837        17.7593        11.8498        44.2771        2.39828        17.2672                 NaN
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.37581        17.8624        11.9031        44.2141        2.38305        17.2615                 NaN
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.30318        17.9672        11.9570        44.1498        2.36731        17.2555                 NaN
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.23043        18.0738        12.0114        44.0842        2.35104        17.2491                 NaN
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.15752        18.1821        12.0663        44.0174        2.33427        17.2423                 NaN
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.08444        18.2923        12.1217        43.9494        2.31699        17.2351                 NaN
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.01108        18.4042        12.1777        43.8802        2.29919        17.2276                 NaN
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   18.5167        5.96358        12.2426        43.7891        2.27501        17.2130                 NaN
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.89735        18.6418        12.3044        43.7043        2.25232        17.1999                 NaN
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.82036        18.7440        12.3537        43.6482        2.23705        17.1966                 NaN
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   18.8618        5.74700        12.4105        43.5755        2.21727        17.1879                 NaN
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   18.9823        5.67247        12.4682        43.5013        2.19694        17.1788                 NaN
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.59682        19.1055        12.5267        43.4256        2.17608        17.1693                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   19.3445        5.44471        12.6098        43.3073        2.14278        17.1509                 NaN
