|6.6.6
Archiving\03_Data\frac/QFM_m5/YM20/YM20_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       pxmn           mang           iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.94564        11.6847        9.83909        49.5738        1.64691        18.7396       0.570232     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.0013        7.70961        9.86605        49.6812        1.63945        18.7984       0.304007     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.0550        7.67430        9.90252        49.7435        1.63512        18.8444       0.145183     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.72644        11.9801        9.94707        49.8080        1.63602        18.9023                 NaN
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.4024        7.42866        10.0348        49.6582        1.61052        18.8653                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.61732        12.1146        10.0251        49.7182        1.62960        18.8951                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.6148        7.25308        10.1332        49.5430        1.59994        18.8560                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.4492        7.35401        10.1201        49.5951        1.60941        18.8722                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.14237        12.7270        10.2083        49.4719        1.59516        18.8553                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.6043        7.22947        10.2071        49.4946        1.60042        18.8641                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.06653        12.8526        10.2952        49.3602        1.58392        18.8416                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.04226        12.8922        10.3332        49.3157        1.57995        18.8367                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.7973        7.11386        10.3226        49.3367        1.58438        18.8452                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.95012        13.0111        10.4145        49.2232        1.57164        18.8295                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.89367        13.0632        10.4415        49.1983        1.57025        18.8332                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.1222        6.85400        10.4952        49.1370        1.56455        18.8270                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.0566        6.90218        10.4983        49.1422        1.56776        18.8329                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.2574        6.75316        10.5787        49.0385        1.55504        18.8172                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.3101        6.71078        10.6193        48.9931        1.55199        18.8147                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.2511        6.75834        10.6208        48.9965        1.55396        18.8192                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.95005        12.9815        10.6016        49.0653        1.56256        18.8389                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.3621        6.68572        10.7050        48.8954        1.54250        18.8093                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.53980        13.5868        10.8009        48.7630        1.52525        18.7843                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.3666        6.68018        10.7174        48.8846        1.54447        18.8067                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.7642        6.40144        10.8980        48.6488        1.51265        18.7750                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.8371        6.34913        10.9438        48.5936        1.50664        18.7697                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.5026        6.64924        10.8825        48.6695        1.51750        18.7786                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.9376        6.28477        11.0234        48.4979        1.49643        18.7599                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.9650        6.27411        11.0564        48.4573        1.49204        18.7551                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.1437        6.14120        11.1336        48.3584        1.47958        18.7436                 NaN
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.2258        6.07957        11.1818        48.3008        1.47305        18.7389                 NaN
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.30881        13.9376        11.1464        48.3661        1.48390        18.7572                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.3474        5.98042        11.2590        48.2157        1.46400        18.7334                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.4235        5.95679        11.3170        48.1312        1.45286        18.7186                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.5401        5.87566        11.3768        48.0546        1.44318        18.7096                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.81357        14.6367        11.4313        47.9838        1.43413        18.7005                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.3499        6.01985        11.4092        48.0494        1.44599        18.7256                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6084        5.82841        11.4658        47.9608        1.43317        18.7034                 NaN
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.7354        5.75761        11.5390        47.8589        1.41987        18.6892                 NaN
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.7984        5.70501        11.5733        47.8218        1.41524        18.6862                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.51673        15.0887        11.6897        47.6530        1.39142        18.6604                 NaN
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.44783        15.1826        11.7398        47.5925        1.38338        18.6539                 NaN
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.38800        15.2719        11.7931        47.5259        1.37461        18.6465                 NaN
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.32798        15.3629        11.8470        47.4580        1.36554        18.6386                 NaN
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.26775        15.4557        11.9013        47.3886        1.35617        18.6304                 NaN
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.20728        15.5503        11.9562        47.3179        1.34650        18.6218                 NaN
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.14657        15.6466        12.0116        47.2459        1.33654        18.6127                 NaN
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.08554        15.7448        12.0675        47.1725        1.32629        18.6033                 NaN
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8455        5.04637        12.1326        47.0766        1.31238        18.5866                 NaN
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.98999        15.9588        12.1944        46.9864        1.29930        18.5712                 NaN
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.92689        16.0464        12.2435        46.9266        1.29049        18.5661                 NaN
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.1506        4.86559        12.3003        46.8492        1.27908        18.5553                 NaN
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2572        4.80324        12.3579        46.7703        1.26736        18.5441                 NaN
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.73991        16.3662        12.4163        46.6898        1.25533        18.5325                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.5840        4.60962        12.4986        46.5611        1.23608        18.5105                 NaN
