|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m5/YM20/YM20_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1288.12        500.000                 NaN   99.5197                 NaN            NaN            NaN  0.203759       0.137828                 NaN  0.138677                 NaN            NaN            NaN
  1286.65        500.000                 NaN   99.5253                 NaN            NaN            NaN  0.202091       0.135559                 NaN  0.137075                 NaN            NaN            NaN
  1285.18        500.000                 NaN   99.5301                 NaN            NaN            NaN  0.200219       0.134058                 NaN  0.135610                 NaN            NaN            NaN
  1283.71        500.000                 NaN   99.5360                 NaN            NaN            NaN  0.198260       0.131865                 NaN  0.133924                 NaN            NaN            NaN
  1282.24        500.000                 NaN   99.5413                 NaN            NaN            NaN  0.196457       0.129922                 NaN  0.132350                 NaN            NaN            NaN
  1280.77        500.000                 NaN   99.5463                 NaN            NaN            NaN  0.128273       0.194554                 NaN  0.130830                 NaN            NaN            NaN
  1279.30        500.000                 NaN   99.5516                 NaN            NaN            NaN  0.126165       0.192931                 NaN  0.129337                 NaN            NaN            NaN
  1277.83        500.000                 NaN   96.3632                 NaN            NaN            NaN  0.410545       0.645742                 NaN  0.433428        2.14705                 NaN            NaN
  1276.36        500.000                 NaN   95.9497                 NaN            NaN            NaN  0.692997       0.445219                 NaN  0.468941        2.44312                 NaN            NaN
  1274.89        500.000                 NaN   96.1781                 NaN            NaN            NaN  0.424891       0.647140                 NaN  0.442607        2.30721                 NaN            NaN
  1273.42        500.000                 NaN   96.3725                 NaN            NaN            NaN  0.608965       0.406472                 NaN  0.420297        2.19178                 NaN            NaN
  1271.95        500.000                 NaN   96.5538                 NaN            NaN            NaN  0.388988       0.573544                 NaN  0.399484        2.08417                 NaN            NaN
  1270.48        500.000                 NaN   96.7166                 NaN            NaN            NaN  0.373638       0.541351                 NaN  0.380623        1.98779                 NaN            NaN
  1269.01        500.000                 NaN   96.8681                 NaN            NaN            NaN  0.358902       0.512043                 NaN  0.363118        1.89782                 NaN            NaN
  1267.54        500.000                 NaN   97.0073                 NaN            NaN            NaN  0.345457       0.484717                 NaN  0.346871        1.81568                 NaN            NaN
  1266.07        500.000                 NaN   97.1364                 NaN            NaN            NaN  0.332620       0.459465                 NaN  0.331753        1.73978                 NaN            NaN
  1264.60        500.000                 NaN   97.2533                 NaN            NaN            NaN  0.436851       0.321451                 NaN  0.318055        1.67031                 NaN            NaN
  1263.13        500.000                 NaN   97.3659                 NaN            NaN            NaN  0.308862       0.415471                 NaN  0.304822        1.60494                 NaN            NaN
  1261.66        500.000                 NaN   97.4677                 NaN            NaN            NaN  0.300494       0.395124                 NaN  0.292686        1.54398                 NaN            NaN
  1260.19        500.000                 NaN   97.5631                 NaN            NaN            NaN  0.376129       0.291187                 NaN  0.281447        1.48810                 NaN            NaN
  1258.72        500.000                 NaN   97.6528                 NaN            NaN            NaN  0.359241       0.281797                 NaN  0.270694        1.43545                 NaN            NaN
  1257.25        500.000                 NaN   97.7347                 NaN            NaN            NaN  0.273439       0.343967                 NaN  0.261038        1.38683                 NaN            NaN
  1255.78        500.000                 NaN   98.7738                 NaN            NaN  0.292248E-001  0.183447                 NaN            NaN  0.193671       0.819906                 NaN            NaN
  1254.31        500.000                 NaN   96.9221                 NaN            NaN            NaN  0.563544       0.390953                 NaN  0.305330        1.81811                 NaN            NaN
  1252.84        500.000                 NaN   97.9596                 NaN            NaN            NaN  0.300523       0.250768                 NaN  0.233956        1.25514                 NaN            NaN
  1251.37        500.000                 NaN   98.0252                 NaN            NaN            NaN  0.244135       0.288015                 NaN  0.226048        1.21665                 NaN            NaN
  1249.90        500.000                 NaN   98.0884                 NaN            NaN            NaN  0.237910       0.275640                 NaN  0.218318        1.17971                 NaN            NaN
  1248.43        500.000                 NaN   98.1463                 NaN            NaN            NaN  0.232007       0.264702                 NaN  0.211372        1.14559                 NaN            NaN
  1246.96        500.000                 NaN   98.2031                 NaN            NaN            NaN  0.226216       0.254023                 NaN  0.204436        1.11218                 NaN            NaN
  1245.49        500.000                 NaN   98.2543                 NaN            NaN            NaN  0.244552       0.221077                 NaN  0.198317        1.08179                 NaN            NaN
  1244.02        500.000                 NaN   98.3051                 NaN            NaN            NaN  0.234895       0.215989                 NaN  0.192157        1.05182                 NaN            NaN
  1242.55        500.000                 NaN   98.3524                 NaN            NaN            NaN  0.226418       0.211015                 NaN  0.186487        1.02367                 NaN            NaN
  1241.08        500.000                 NaN   98.3993                 NaN            NaN            NaN  0.206838       0.216821                 NaN  0.180636       0.996434                 NaN            NaN
  1239.61        500.000                 NaN   98.4422                 NaN            NaN            NaN  0.203370       0.207823                 NaN  0.175352       0.971239                 NaN            NaN
  1238.14        500.000                 NaN   98.4841                 NaN            NaN            NaN  0.198289       0.201115                 NaN  0.170329       0.946139                 NaN            NaN
  1236.67        500.000                 NaN   98.2599                 NaN            NaN            NaN  0.318186       0.907296E-001            NaN  0.192514        1.08234       0.562784E-001            NaN
  1235.20        500.000                 NaN   98.1887                 NaN            NaN            NaN  0.367202       0.363502E-001            NaN  0.198581        1.12775       0.813934E-001            NaN
  1233.73        500.000                 NaN   98.2481                 NaN            NaN            NaN  0.356392       0.323049E-001            NaN  0.191187        1.09404       0.779560E-001            NaN
  1232.26        500.000                 NaN   98.3043                 NaN            NaN            NaN  0.346077       0.287717E-001            NaN  0.184273        1.06188       0.746688E-001            NaN
  1230.79        500.000                 NaN   98.3584                 NaN            NaN            NaN  0.258853E-001  0.335438                 NaN  0.177537        1.03117       0.715536E-001            NaN
  1229.32        500.000                 NaN   98.4100                 NaN            NaN            NaN  0.325556       0.229509E-001            NaN  0.171121        1.00175       0.686006E-001            NaN
  1227.85        500.000                 NaN   98.4596                 NaN            NaN            NaN  0.314827       0.212451E-001            NaN  0.164988       0.973534       0.657967E-001            NaN
  1226.38        500.000                 NaN   98.5058                 NaN            NaN            NaN  0.180481E-001  0.306870                 NaN  0.159283       0.946950       0.630712E-001            NaN
  1224.91        500.000                 NaN   98.5506                 NaN            NaN            NaN  0.298556       0.154487E-001            NaN  0.153728       0.921203       0.605002E-001            NaN
  1223.44        500.000                 NaN   98.5934                 NaN            NaN            NaN  0.289903       0.137437E-001            NaN  0.148474       0.896497       0.580235E-001            NaN
  1221.97        500.000                 NaN   89.7315                 NaN            NaN            NaN   1.01079                 NaN            NaN  0.799199        4.36433       0.183909        3.91030     
  1220.50        500.000                 NaN   86.8795                 NaN            NaN            NaN   1.24000                 NaN            NaN   1.00512        5.43732       0.215915        5.22213     
  1219.03        500.000                 NaN   87.8924                 NaN            NaN            NaN   1.16634                 NaN            NaN  0.929203        5.00020       0.192455        4.81941     
  1217.56        500.000                 NaN   88.7236                 NaN            NaN            NaN   1.10506                 NaN            NaN  0.865711        4.64171       0.173707        4.49021     
  1216.09        500.000                 NaN   89.3951                 NaN            NaN            NaN   1.05800                 NaN            NaN  0.816486        4.34918       0.157349        4.22384     
  1214.62        500.000                 NaN   90.0387                 NaN            NaN            NaN   1.01110                 NaN            NaN  0.766153        4.07436       0.143932        3.96578     
  1213.15        500.000                 NaN   89.7731                 NaN            NaN  0.677151E-001  0.959162                 NaN            NaN  0.800228        4.14501       0.133935        4.12088     
  1211.68        500.000                 NaN   89.9545                 NaN            NaN  0.934622E-001  0.912734                 NaN            NaN  0.787746        4.05691       0.126190        4.06846     
  1210.21        500.000                 NaN   90.4202                 NaN            NaN  0.890491E-001  0.872411                 NaN            NaN  0.746542        3.86879       0.119588        3.88342     
  1208.74        500.000                 NaN   90.8265                 NaN            NaN  0.841941E-001  0.838401                 NaN            NaN  0.711016        3.70549       0.113520        3.72092     
  1207.27        500.000                 NaN   91.1541                 NaN            NaN  0.800524E-001  0.811305                 NaN            NaN  0.681639        3.57418       0.108435        3.59029     
  1205.80        500.000                 NaN   91.3988                 NaN            NaN  0.764514E-001  0.791389                 NaN            NaN  0.658780        3.47717       0.104233        3.49318     
  1204.33        500.000                 NaN   91.5878                 NaN            NaN  0.728955E-001  0.776841                 NaN            NaN  0.640748        3.40374       0.100589        3.41739     
  1202.86        500.000                 NaN   91.6902                 NaN            NaN  0.703170E-001  0.767618                 NaN            NaN  0.629342        3.36722       0.978800E-001   3.37743     
  1201.39        500.000                 NaN   85.5154                 NaN            NaN  0.177894        1.06899                 NaN            NaN   1.14889        6.15138       0.167904        5.76953     
  1199.92        500.000                 NaN   94.3172                 NaN            NaN  0.151326E-001  0.607237                 NaN            NaN  0.352573        2.00051       0.603657E-001   2.64696     
  1198.45        500.000                 NaN   91.0228                 NaN            NaN  0.692057E-001  0.846930                 NaN            NaN  0.655448        3.65831       0.996877E-001   3.64765     
  1196.98        500.000                 NaN   93.9954                 NaN            NaN  0.157959E-001  0.756938                 NaN            NaN  0.429422        2.48770       0.684838E-001   2.24626     
  1195.51        500.000                 NaN   86.8533                 NaN            NaN  0.110006        1.09730                 NaN            NaN  0.948749        5.44729       0.135567        5.40781     
  1194.04        500.000                 NaN   81.9389                 NaN            NaN  0.140757        1.51203                 NaN            NaN   1.26258        7.61876       0.179299        7.34769     
  1192.57        500.000                 NaN   22.8326                 NaN            NaN  0.631481        5.98031                 NaN            NaN   5.21772        32.7986       0.719444        31.8199     
  1191.10        500.000                 NaN            NaN            NaN            NaN  0.766526        7.90022                 NaN            NaN   6.67168        42.4342       0.912122        41.3152     
  1189.63        500.000                 NaN            NaN            NaN            NaN  0.747200        7.95434                 NaN            NaN   6.67606        42.4193       0.909247        41.2938     
  1188.16        500.000                 NaN            NaN            NaN            NaN  0.738131        7.97858                 NaN            NaN   6.67681        42.4135       0.908907        41.2841     
  1186.69        500.000                 NaN            NaN            NaN            NaN  0.725451        8.00921                 NaN            NaN   6.67461        42.4123       0.909430        41.2690     
  1185.22        500.000                 NaN            NaN            NaN            NaN  0.680979        8.13792                 NaN            NaN   6.69040        42.3708       0.899778        41.2201     
  1183.75        500.000                 NaN            NaN            NaN            NaN  0.653378        8.21244                 NaN            NaN   6.69542        42.3533       0.896484        41.1890     
  1182.28        500.000                 NaN            NaN            NaN            NaN  0.630220        8.27702                 NaN            NaN   6.70311        42.3329       0.893267        41.1635     
  1180.81        500.000                 NaN            NaN            NaN            NaN  0.593497        8.37416                 NaN            NaN   6.70631        42.3155       0.889190        41.1213     
  1179.34        500.000                 NaN            NaN            NaN            NaN  0.623681        8.29329                 NaN            NaN   6.70222        42.3335       0.891874        41.1554     
  1177.87        500.000                 NaN            NaN            NaN            NaN  0.553343        8.48177                 NaN            NaN   6.71351        42.2915       0.884206        41.0757     
  1176.40        500.000                 NaN            NaN            NaN            NaN  0.486299        8.66957                 NaN            NaN   6.72969        42.2394       0.873627        41.0014     
  1174.93        500.000                 NaN            NaN            NaN            NaN  0.422740        8.85962                 NaN            NaN   6.75185        42.1737       0.858921        40.9332     
  1173.46        500.000                 NaN            NaN            NaN            NaN  0.363666        9.02351                 NaN            NaN   6.76573        42.1302       0.849623        40.8673     
  1171.99        500.000                 NaN            NaN            NaN            NaN  0.304138        9.18794                 NaN            NaN   6.77936        42.0876       0.840389        40.8006     
  1170.52        500.000                 NaN            NaN            NaN            NaN  0.222706        9.41238                 NaN            NaN   6.79821        42.0295       0.827776        40.7094     
  1169.05        500.000                 NaN            NaN            NaN            NaN  0.138143        9.64418                 NaN            NaN   6.81743        41.9710       0.814819        40.6144     
  1167.58        500.000                 NaN            NaN            NaN            NaN  0.153761E-001   9.98108                 NaN            NaN   6.84520        41.8858       0.795972        40.4766     
  1166.11        500.000                 NaN            NaN            NaN            NaN            NaN   2.23790        7.78045                 NaN   6.84707        41.8818       0.794688        40.4581     
  1164.64        500.000                 NaN            NaN            NaN            NaN            NaN   4.93880        5.07264                 NaN   6.84448        41.8913       0.796322        40.4564     
  1163.17        500.000                 NaN            NaN            NaN            NaN            NaN   10.0167                 NaN            NaN   6.84558        41.8832       0.796249        40.4583     
  1161.70        500.000                 NaN            NaN            NaN            NaN            NaN   10.0275                 NaN            NaN   6.85254        41.8678       0.792117        40.4600     
  1160.23        500.000                 NaN            NaN            NaN            NaN            NaN   10.0016       0.388480E-004            NaN   6.84204        41.9041       0.798527        40.4537     
  1158.76        500.000                 NaN            NaN            NaN            NaN            NaN   8.74409        1.25673                 NaN   6.84243        41.9047       0.798521        40.4535     
  1157.29        500.000                 NaN            NaN            NaN            NaN            NaN   6.75407        3.24966                 NaN   6.84409        41.9001       0.797705        40.4544     
  1155.82        500.000                 NaN            NaN            NaN            NaN            NaN   5.80504        4.20132                 NaN   6.84566        41.8959       0.796955        40.4551     
  1154.35        500.000                 NaN            NaN            NaN            NaN            NaN   5.91367        4.09463                 NaN   6.84720        41.8929       0.796227        40.4554     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN   6.02419        3.98607                 NaN   6.84875        41.8898       0.795493        40.4557     
  1151.41        500.000                 NaN            NaN            NaN            NaN            NaN   6.13530        3.87692                 NaN   6.85031        41.8866       0.794757        40.4561     
  1149.94        500.000                 NaN            NaN            NaN            NaN            NaN   6.24848        3.76573                 NaN   6.85187        41.8835       0.794012        40.4564     
  1148.47        500.000                 NaN            NaN            NaN            NaN            NaN   6.36310        3.65311                 NaN   6.85344        41.8803       0.793261        40.4567     
  1147.00        500.000                 NaN            NaN            NaN            NaN            NaN   6.47907        3.53917                 NaN   6.85502        41.8771       0.792505        40.4571     
  1145.53        500.000                 NaN            NaN            NaN            NaN            NaN   6.59677        3.42351                 NaN   6.85661        41.8739       0.791743        40.4574     
  1144.06        500.000                 NaN            NaN            NaN            NaN            NaN   6.71583        3.30651                 NaN   6.85820        41.8707       0.790976        40.4578     
  1142.59        500.000                 NaN            NaN            NaN            NaN            NaN   6.83642        3.18799                 NaN   6.85981        41.8674       0.790202        40.4581     
  1141.12        500.000                 NaN            NaN            NaN            NaN            NaN   6.95855        3.06796                 NaN   6.86142        41.8642       0.789423        40.4585     
  1139.65        500.000                 NaN            NaN            NaN            NaN            NaN   7.08242        2.94619                 NaN   6.86303        41.8609       0.788638        40.4588     
  1138.18        500.000                 NaN            NaN            NaN            NaN            NaN   7.20735        2.82338                 NaN   6.86466        41.8576       0.787848        40.4592     
  1136.71        500.000                 NaN            NaN            NaN            NaN            NaN   7.33438        2.69849                 NaN   6.86629        41.8542       0.787052        40.4596     
  1135.24        500.000                 NaN            NaN            NaN            NaN            NaN   7.46302        2.57202                 NaN   6.86793        41.8509       0.786251        40.4599     
  1133.77        500.000                 NaN            NaN            NaN            NaN            NaN   8.35468        1.67776                 NaN   6.86777        41.8540       0.786501        40.4592     
  1132.30        500.000                 NaN            NaN            NaN            NaN            NaN   8.46511        1.56965                 NaN   6.86947        41.8505       0.785660        40.4596     
  1130.83        500.000                 NaN            NaN            NaN            NaN            NaN   8.57658        1.46053                 NaN   6.87119        41.8469       0.784812        40.4600     
  1129.36        500.000                 NaN            NaN            NaN            NaN            NaN   8.68923        1.35023                 NaN   6.87290        41.8432       0.783959        40.4605     
  1127.89        500.000                 NaN            NaN            NaN            NaN            NaN   8.80314        1.23871                 NaN   6.87463        41.8396       0.783100        40.4609     
  1126.42        500.000                 NaN            NaN            NaN            NaN            NaN   8.91849        1.12576                 NaN   6.87636        41.8359       0.782235        40.4613     
  1124.95        500.000                 NaN            NaN            NaN            NaN            NaN   9.03521        1.01145                 NaN   6.87811        41.8322       0.781364        40.4617     
  1123.48        500.000                 NaN            NaN            NaN            NaN            NaN   9.15307       0.896029                 NaN   6.87986        41.8284       0.780485        40.4621     
  1122.01        500.000                 NaN            NaN            NaN            NaN            NaN   9.27229       0.779266                 NaN   6.88162        41.8247       0.779601        40.4625     
  1120.54        500.000                 NaN            NaN            NaN            NaN            NaN   10.0573                 NaN            NaN   6.88423        41.8164       0.778240        40.4638     
  1119.07        500.000                 NaN            NaN            NaN            NaN            NaN   10.0956                 NaN            NaN   6.90311        41.7615       0.767484        40.4724     
  1117.60        500.000                 NaN            NaN            NaN            NaN            NaN   10.0618                 NaN            NaN   6.88779        41.8096       0.776424        40.4645     
  1116.13        500.000                 NaN            NaN            NaN            NaN            NaN   10.0428       0.214054E-001            NaN   6.88955        41.8059       0.775533        40.4649     
  1114.66        500.000                 NaN            NaN            NaN            NaN            NaN   9.74006       0.324426                 NaN   6.89050        41.8050       0.775133        40.4648     
  1113.19        500.000                 NaN            NaN            NaN            NaN            NaN   9.83211       0.235032                 NaN   6.89229        41.8010       0.774228        40.4653     
  1111.72        500.000                 NaN            NaN            NaN            NaN            NaN   10.0706                 NaN            NaN   6.89436        41.7960       0.773153        40.4660     
  1110.25        500.000                 NaN            NaN            NaN            NaN            NaN   9.28533       0.790472                 NaN   6.89744        41.7882       0.771493        40.4670     
  1108.78        500.000                 NaN            NaN            NaN            NaN            NaN   10.0088       0.664911E-001            NaN   6.89778        41.7887       0.771430        40.4668     
  1107.31        500.000                 NaN            NaN            NaN            NaN            NaN   9.85473       0.223574                 NaN   6.89979        41.7842       0.770390        40.4674     
  1105.84        500.000                 NaN            NaN            NaN            NaN            NaN   9.69845       0.382860                 NaN   6.90183        41.7796       0.769343        40.4679     
  1104.37        500.000                 NaN            NaN            NaN            NaN            NaN   9.54025       0.544105                 NaN   6.90387        41.7750       0.768288        40.4685     
  1102.90        500.000                 NaN            NaN            NaN            NaN            NaN   9.38017       0.707242                 NaN   6.90593        41.7703       0.767225        40.4691     
  1101.43        500.000                 NaN            NaN            NaN            NaN            NaN   9.21744       0.873063                 NaN   6.90800        41.7656       0.766153        40.4697     
  1099.96        500.000                 NaN            NaN            NaN            NaN            NaN   9.05220        1.04140                 NaN   6.91009        41.7609       0.765073        40.4703     
  1098.49        500.000                 NaN            NaN            NaN            NaN            NaN   8.88465        1.21208                 NaN   6.91219        41.7562       0.763984        40.4709     
  1097.02        500.000                 NaN            NaN            NaN            NaN            NaN   8.71462        1.38527                 NaN   6.91431        41.7514       0.762887        40.4715     
  1095.55        500.000                 NaN            NaN            NaN            NaN            NaN   8.54188        1.56119                 NaN   6.91645        41.7466       0.761780        40.4721     
  1094.08        500.000                 NaN            NaN            NaN            NaN            NaN   8.36637        1.73990                 NaN   6.91860        41.7417       0.760664        40.4727     
  1092.61        500.000                 NaN            NaN            NaN            NaN            NaN   8.18901        1.92050                 NaN   6.92076        41.7368       0.759541        40.4734     
  1091.14        500.000                 NaN            NaN            NaN            NaN            NaN   8.00810        2.10467                 NaN   6.92295        41.7319       0.758407        40.4740     
  1089.67        500.000                 NaN            NaN            NaN            NaN            NaN   7.82279        2.29326                 NaN   6.92515        41.7269       0.757264        40.4746     
  1088.20        500.000                 NaN            NaN            NaN            NaN            NaN   7.63852        2.48093                 NaN   6.92741        41.7218       0.756089        40.4753     
  1086.73        500.000                 NaN            NaN            NaN            NaN            NaN   10.1393                 NaN            NaN   6.93625        41.6935       0.751206        40.4798     
  1085.26        500.000                 NaN            NaN            NaN            NaN            NaN   7.26168        2.86468                 NaN   6.93192        41.7114       0.753718        40.4766     
  1083.79        500.000                 NaN            NaN            NaN            NaN            NaN   7.27024        2.70761       0.150690        6.93357        41.7080       0.752902        40.4770     
  1082.32        500.000                 NaN            NaN            NaN            NaN            NaN   6.86941        3.26396                 NaN   6.93664        41.7008       0.751277        40.4779     
  1080.85        500.000                 NaN            NaN            NaN            NaN            NaN   6.66779        3.46912                 NaN   6.93899        41.6954       0.750051        40.4786     
  1079.38        500.000                 NaN            NaN            NaN            NaN            NaN   7.83694        2.31610                 NaN   6.94740        41.6720       0.745410        40.4821     
  1077.91        500.000                 NaN            NaN            NaN            NaN            NaN   6.71404        3.11462       0.312603        6.94216        41.6887       0.748449        40.4795     
  1076.44        500.000                 NaN            NaN            NaN            NaN            NaN   6.57482        3.21494       0.354717        6.94433        41.6838       0.747323        40.4801     
  1074.97        500.000                 NaN            NaN            NaN            NaN            NaN   6.43503        3.31564       0.397035        6.94651        41.6789       0.746192        40.4807     
  1073.50        500.000                 NaN            NaN            NaN            NaN            NaN   6.29457        3.41677       0.439611        6.94869        41.6740       0.745055        40.4813     
  1072.03        500.000                 NaN            NaN            NaN            NaN            NaN   6.15362        3.51844       0.482139        6.95089        41.6690       0.743915        40.4820     
  1070.56        500.000                 NaN            NaN            NaN            NaN            NaN   6.01326        3.61899       0.525233        6.95310        41.6641       0.742766        40.4826     
  1069.09        500.000                 NaN            NaN            NaN            NaN            NaN   5.87245        3.72020       0.568125        6.95531        41.6591       0.741614        40.4832     
  1067.62        500.000                 NaN            NaN            NaN            NaN            NaN   5.73168        3.82142       0.610966        6.95753        41.6541       0.740458        40.4838     
  1066.15        500.000                 NaN            NaN            NaN            NaN            NaN   5.59064        3.92309       0.653640        6.95976        41.6491       0.739298        40.4845     
  1064.68        500.000                 NaN            NaN            NaN            NaN            NaN   5.45024        4.02467       0.695783        6.96199        41.6441       0.738137        40.4851     
  1063.21        500.000                 NaN            NaN            NaN            NaN            NaN   5.31026        4.12561       0.738149        6.96423        41.6390       0.736968        40.4857     
  1061.74        500.000                 NaN            NaN            NaN            NaN            NaN   8.58401        1.56616       0.830910E-005   6.94960        41.6732       0.745205        40.4818     
  1060.27        500.000                 NaN            NaN            NaN            NaN            NaN   8.54519        1.60752       0.777349E-005   6.95139        41.6693       0.744304        40.4823     
  1058.80        500.000                 NaN            NaN            NaN            NaN            NaN   8.50652        1.64874       0.726881E-005   6.95319        41.6653       0.743402        40.4828     
  1057.33        500.000                 NaN            NaN            NaN            NaN            NaN   8.46868        1.68916                 NaN   6.95500        41.6614       0.742492        40.4833     
  1055.86        500.000                 NaN            NaN            NaN            NaN            NaN   8.43146        1.72894       0.629896E-005   6.95682        41.6574       0.741578        40.4838     
  1054.39        500.000                 NaN            NaN            NaN            NaN            NaN   8.30828        1.85618                 NaN   6.95991        41.6510       0.739967        40.4846     
  1052.92        500.000                 NaN            NaN            NaN            NaN            NaN   8.35895        1.80662                 NaN   6.96046        41.6494       0.739748        40.4848     
  1051.45        500.000                 NaN            NaN            NaN            NaN            NaN   8.32379        1.84437                 NaN   6.96228        41.6454       0.738829        40.4854     
  1049.98        500.000                 NaN            NaN            NaN            NaN            NaN   8.23355        1.93858                 NaN   6.96486        41.6394       0.737486        40.4861     
  1048.51        500.000                 NaN            NaN            NaN            NaN            NaN   8.18405        1.99154                 NaN   6.96775        41.6340       0.735917        40.4868     
  1047.04        500.000                 NaN            NaN            NaN            NaN            NaN   8.17149        2.00625                 NaN   6.96880        41.6308       0.735439        40.4872     
  1045.57        500.000                 NaN            NaN            NaN            NaN            NaN   8.09539        2.08587                 NaN   6.97249        41.6249       0.733535        40.4878     
  1044.10        500.000                 NaN            NaN            NaN            NaN            NaN   8.06647        2.11799                 NaN   6.97485        41.6199       0.732405        40.4884     
  1042.63        500.000                 NaN            NaN            NaN            NaN            NaN   8.06864        2.11715                 NaN   6.97507        41.6179       0.732312        40.4889     
  1041.16        500.000                 NaN            NaN            NaN            NaN            NaN   10.2405                 NaN            NaN   7.00671        41.5404       0.714236        40.4982     
  1039.69        500.000                 NaN            NaN            NaN            NaN            NaN   7.97632        2.21531                 NaN   6.97972        41.6084       0.730217        40.4900     
  1038.22        500.000                 NaN            NaN            NaN            NaN            NaN   7.98331        2.20948                 NaN   6.97983        41.6072       0.729925        40.4902     
  1036.75        500.000                 NaN            NaN            NaN            NaN            NaN   8.00417        2.19036                 NaN   6.98113        41.6043       0.729413        40.4906     
  1035.28        500.000                 NaN            NaN            NaN            NaN            NaN   7.92839        2.27007                 NaN   6.98379        41.5984       0.727980        40.4914     
  1033.81        500.000                 NaN            NaN            NaN            NaN            NaN   7.90067        2.30087                 NaN   6.98591        41.5936       0.726957        40.4920     
  1032.34        500.000                 NaN            NaN            NaN            NaN            NaN   7.87906        2.32468                 NaN   6.98748        41.5902       0.726126        40.4924     
  1030.87        500.000                 NaN            NaN            NaN            NaN            NaN   8.77397        1.47227                 NaN   7.01272        41.5296       0.711714        40.4997     
  1029.40        500.000                 NaN            NaN            NaN            NaN            NaN   10.0182       0.251535                 NaN   7.02570        41.4970       0.703786        40.5038     
  1027.93        500.000                 NaN            NaN            NaN            NaN            NaN   7.84950        2.36078                 NaN   6.99202        41.5800       0.723895        40.4938     
  1026.46        500.000                 NaN            NaN            NaN            NaN            NaN   7.82185        2.39112                 NaN   6.99384        41.5758       0.722956        40.4944     
  1024.99        500.000                 NaN            NaN            NaN            NaN            NaN   9.78915       0.480290                 NaN   7.02589        41.4962       0.704474        40.5040     
  1023.52        500.000                 NaN            NaN            NaN            NaN            NaN   7.76649        2.45167                 NaN   6.99760        41.5677       0.721116        40.4954     
  1022.05        500.000                 NaN            NaN            NaN            NaN            NaN   9.52072       0.752579                 NaN   7.02870        41.4900       0.703149        40.5049     
  1020.58        500.000                 NaN            NaN            NaN            NaN            NaN   1.18079        9.06782                 NaN   7.01435        41.5224       0.712404        40.5023     
  1019.11        500.000                 NaN            NaN            NaN            NaN            NaN   7.68999        2.53600                 NaN   7.00319        41.5555       0.718317        40.4970     
  1017.64        500.000                 NaN            NaN            NaN            NaN            NaN   9.18910        1.09119                 NaN   7.03367        41.4792       0.700553        40.5063     
  1016.17        500.000                 NaN            NaN            NaN            NaN            NaN   7.64202        2.58925                 NaN   7.00694        41.5472       0.716446        40.4981     
  1014.70        500.000                 NaN            NaN            NaN            NaN            NaN   7.61906        2.61483                 NaN   7.00881        41.5431       0.715514        40.4987     
  1013.23        500.000                 NaN            NaN            NaN            NaN            NaN   7.59670        2.63984                 NaN   7.01069        41.5390       0.714574        40.4992     
  1011.76        500.000                 NaN            NaN            NaN            NaN            NaN   7.57498        2.66421                 NaN   7.01257        41.5349       0.713640        40.4997     
  1010.29        500.000                 NaN            NaN            NaN            NaN            NaN   7.55403        2.68780                 NaN   7.01445        41.5307       0.712700        40.5003     
  1008.82        500.000                 NaN            NaN            NaN            NaN            NaN   7.53341        2.71107                 NaN   7.01633        41.5266       0.711767        40.5008     
  1007.35        500.000                 NaN            NaN            NaN            NaN            NaN   7.51351        2.73363                 NaN   7.01822        41.5224       0.710827        40.5014     
  1005.88        500.000                 NaN            NaN            NaN            NaN            NaN   7.49415        2.75565                 NaN   7.02011        41.5183       0.709888        40.5019     
  1004.41        500.000                 NaN            NaN            NaN            NaN            NaN   7.47532        2.77715                 NaN   7.02199        41.5141       0.708949        40.5025     
  1002.94        500.000                 NaN            NaN            NaN            NaN            NaN   7.45703        2.79810                 NaN   7.02388        41.5099       0.708010        40.5030     
  1001.47        500.000                 NaN            NaN            NaN            NaN            NaN   8.42503        1.88233                 NaN   7.05284        41.4366       0.691113        40.5121     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN   7.42122        2.83925                 NaN   7.02767        41.5016       0.706129        40.5042     
