|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m5/YM20/YM20_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1288.12        500.000                 NaN   99.6212                 NaN            NaN            NaN  0.148680       0.102601                 NaN  0.127474                 NaN            NaN            NaN
  1286.65        500.000                 NaN   99.6260                 NaN            NaN            NaN  0.147315       0.100810                 NaN  0.125920                 NaN            NaN            NaN
  1285.18        500.000                 NaN   99.6302                 NaN            NaN            NaN  0.145780       0.995765E-001            NaN  0.124494                 NaN            NaN            NaN
  1283.71        500.000                 NaN   99.6350                 NaN            NaN            NaN  0.144233       0.978638E-001            NaN  0.122867                 NaN            NaN            NaN
  1282.24        500.000                 NaN   99.6396                 NaN            NaN            NaN  0.142776       0.963227E-001            NaN  0.121345                 NaN            NaN            NaN
  1280.77        500.000                 NaN   99.6439                 NaN            NaN            NaN  0.950060E-001  0.141258                 NaN  0.119876                 NaN            NaN            NaN
  1279.30        500.000                 NaN   99.6483                 NaN            NaN            NaN  0.933553E-001  0.139946                 NaN  0.118433                 NaN            NaN            NaN
  1277.83        500.000                 NaN   96.7096                 NaN            NaN            NaN  0.304011       0.468736                 NaN  0.397545        2.12008                 NaN            NaN
  1276.36        500.000                 NaN   96.3278                 NaN            NaN            NaN  0.502327       0.329230                 NaN  0.429829        2.41081                 NaN            NaN
  1274.89        500.000                 NaN   96.5392                 NaN            NaN            NaN  0.313525       0.468063                 NaN  0.405211        2.27399                 NaN            NaN
  1273.42        500.000                 NaN   96.7190                 NaN            NaN            NaN  0.439547       0.299341                 NaN  0.384346        2.15773                 NaN            NaN
  1271.95        500.000                 NaN   96.8865                 NaN            NaN            NaN  0.285902       0.413170                 NaN  0.364904        2.04950                 NaN            NaN
  1270.48        500.000                 NaN   97.0368                 NaN            NaN            NaN  0.274086       0.389222                 NaN  0.347296        1.95258                 NaN            NaN
  1269.01        500.000                 NaN   97.1766                 NaN            NaN            NaN  0.262771       0.367452                 NaN  0.330970        1.86220                 NaN            NaN
  1267.54        500.000                 NaN   97.3048                 NaN            NaN            NaN  0.252461       0.347207                 NaN  0.315830        1.77972                 NaN            NaN
  1266.07        500.000                 NaN   97.4234                 NaN            NaN            NaN  0.242662       0.328570                 NaN  0.301755        1.70358                 NaN            NaN
  1264.60        500.000                 NaN   97.5312                 NaN            NaN            NaN  0.311798       0.234061                 NaN  0.289007        1.63391                 NaN            NaN
  1263.13        500.000                 NaN   97.6343                 NaN            NaN            NaN  0.224539       0.296085                 NaN  0.276710        1.56841                 NaN            NaN
  1261.66        500.000                 NaN   97.7281                 NaN            NaN            NaN  0.218034       0.281053                 NaN  0.265439        1.50738                 NaN            NaN
  1260.19        500.000                 NaN   97.8155                 NaN            NaN            NaN  0.267122       0.210890                 NaN  0.255005        1.45144                 NaN            NaN
  1258.72        500.000                 NaN   97.8977                 NaN            NaN            NaN  0.254698       0.203759                 NaN  0.245035        1.39878                 NaN            NaN
  1257.25        500.000                 NaN   97.9729                 NaN            NaN            NaN  0.197364       0.243447                 NaN  0.236079        1.35017                 NaN            NaN
  1255.78        500.000                 NaN   98.8865                 NaN            NaN  0.947060E-002  0.131972                 NaN            NaN  0.174913       0.797190                 NaN            NaN
  1254.31        500.000                 NaN   97.2752                 NaN            NaN            NaN  0.398209       0.281615                 NaN  0.275972        1.76896                 NaN            NaN
  1252.84        500.000                 NaN   98.1786                 NaN            NaN            NaN  0.211746       0.180101                 NaN  0.210995        1.21851                 NaN            NaN
  1251.37        500.000                 NaN   98.2385                 NaN            NaN            NaN  0.175049       0.202629                 NaN  0.203690        1.18013                 NaN            NaN
  1249.90        500.000                 NaN   98.2961                 NaN            NaN            NaN  0.170316       0.193645                 NaN  0.196559        1.14333                 NaN            NaN
  1248.43        500.000                 NaN   98.3490                 NaN            NaN            NaN  0.165814       0.185687                 NaN  0.190149        1.10935                 NaN            NaN
  1246.96        500.000                 NaN   98.4008                 NaN            NaN            NaN  0.161415       0.177940                 NaN  0.183761        1.07612                 NaN            NaN
  1245.49        500.000                 NaN   98.4475                 NaN            NaN            NaN  0.171055       0.157478                 NaN  0.178120        1.04588                 NaN            NaN
  1244.02        500.000                 NaN   98.4937                 NaN            NaN            NaN  0.164092       0.153616                 NaN  0.172452        1.01609                 NaN            NaN
  1242.55        500.000                 NaN   98.5369                 NaN            NaN            NaN  0.157948       0.149829                 NaN  0.167234       0.988131                 NaN            NaN
  1241.08        500.000                 NaN   98.5793                 NaN            NaN            NaN  0.146646       0.151060                 NaN  0.161864       0.961098                 NaN            NaN
  1239.61        500.000                 NaN   98.6183                 NaN            NaN            NaN  0.143947       0.144601                 NaN  0.157012       0.936090                 NaN            NaN
  1238.14        500.000                 NaN   98.6565                 NaN            NaN            NaN  0.140145       0.139762                 NaN  0.152401       0.911217                 NaN            NaN
  1236.67        500.000                 NaN   98.4692                 NaN            NaN            NaN  0.224554       0.629797E-001            NaN  0.172149        1.04177       0.293476E-001            NaN
  1235.20        500.000                 NaN   98.4118                 NaN            NaN            NaN  0.258801       0.251949E-001            NaN  0.177406        1.08443       0.424032E-001            NaN
  1233.73        500.000                 NaN   98.4649                 NaN            NaN            NaN  0.250759       0.223562E-001            NaN  0.170607        1.05083       0.405657E-001            NaN
  1232.26        500.000                 NaN   98.5152                 NaN            NaN            NaN  0.243083       0.198786E-001            NaN  0.164255        1.01881       0.388115E-001            NaN
  1230.79        500.000                 NaN   98.5634                 NaN            NaN            NaN  0.178563E-001  0.235227                 NaN  0.158080       0.988260       0.371514E-001            NaN
  1229.32        500.000                 NaN   98.6094                 NaN            NaN            NaN  0.227931       0.158074E-001            NaN  0.152206       0.959055       0.355799E-001            NaN
  1227.85        500.000                 NaN   98.6535                 NaN            NaN            NaN  0.220083       0.146101E-001            NaN  0.146600       0.931070       0.340898E-001            NaN
  1226.38        500.000                 NaN   98.6947                 NaN            NaN            NaN  0.123927E-001  0.214163                 NaN  0.141389       0.904730       0.326442E-001            NaN
  1224.91        500.000                 NaN   98.7345                 NaN            NaN            NaN  0.208037       0.105923E-001            NaN  0.136323       0.879259       0.312820E-001            NaN
  1223.44        500.000                 NaN   98.7725                 NaN            NaN            NaN  0.201691       0.940921E-002            NaN  0.131537       0.854850       0.299720E-001            NaN
  1221.97        500.000                 NaN   90.5547                 NaN            NaN            NaN  0.707120                 NaN            NaN  0.713139        4.19191       0.956812E-001   3.73747     
  1220.50        500.000                 NaN   87.8796                 NaN            NaN            NaN  0.868229                 NaN            NaN  0.899152        5.23633       0.112615        5.00409     
  1219.03        500.000                 NaN   88.8268                 NaN            NaN            NaN  0.814352                 NaN            NaN  0.830669        4.81271       0.100308        4.61516     
  1217.56        500.000                 NaN   89.6028                 NaN            NaN            NaN  0.769751                 NaN            NaN  0.773483        4.46581       0.904844E-001   4.29767     
  1216.09        500.000                 NaN   90.2295                 NaN            NaN            NaN  0.735096                 NaN            NaN  0.729187        4.18315       0.819268E-001   4.04110     
  1214.62        500.000                 NaN   90.8293                 NaN            NaN            NaN  0.701423                 NaN            NaN  0.683939        3.91776       0.749070E-001   3.79268     
  1213.15        500.000                 NaN   90.5987                 NaN            NaN  0.216703E-001  0.665914                 NaN            NaN  0.714529        3.98738       0.697195E-001   3.94208     
  1211.68        500.000                 NaN   90.7749                 NaN            NaN  0.298974E-001  0.633908                 NaN            NaN  0.703117        3.90195       0.656617E-001   3.89057     
  1210.21        500.000                 NaN   91.2075                 NaN            NaN  0.284643E-001  0.605693                 NaN            NaN  0.665864        3.71919       0.621804E-001   3.71109     
  1208.74        500.000                 NaN   91.5843                 NaN            NaN  0.268934E-001  0.581786                 NaN            NaN  0.633754        3.56071       0.589849E-001   3.55354     
  1207.27        500.000                 NaN   91.8880                 NaN            NaN  0.255542E-001  0.562719                 NaN            NaN  0.607206        3.43339       0.563082E-001   3.42684     
  1205.80        500.000                 NaN   92.1144                 NaN            NaN  0.243909E-001  0.548653                 NaN            NaN  0.586536        3.33944       0.540968E-001   3.33250     
  1204.33        500.000                 NaN   92.2889                 NaN            NaN  0.232444E-001  0.538307                 NaN            NaN  0.570209        3.26843       0.521798E-001   3.25875     
  1202.86        500.000                 NaN   92.3826                 NaN            NaN  0.224123E-001  0.531694                 NaN            NaN  0.559833        3.23327       0.507529E-001   3.21944     
  1201.39        500.000                 NaN   86.6181                 NaN            NaN  0.569685E-001  0.745425                 NaN            NaN   1.02687        5.93912       0.874751E-001   5.52601     
  1199.92        500.000                 NaN   94.7981                 NaN            NaN  0.480933E-002  0.419576                 NaN            NaN  0.312751        1.91735       0.312118E-001   2.51621     
  1198.45        500.000                 NaN   91.7605                 NaN            NaN  0.220527E-001  0.588375                 NaN            NaN  0.582981        3.51752       0.516805E-001   3.47689     
  1196.98        500.000                 NaN   94.5339                 NaN            NaN  0.501862E-002  0.522755                 NaN            NaN  0.380835        2.38712       0.353998E-001   2.13494     
  1195.51        500.000                 NaN   87.8561                 NaN            NaN  0.351431E-001  0.762329                 NaN            NaN  0.846067        5.26143       0.704626E-001   5.16848     
  1194.04        500.000                 NaN   83.2281                 NaN            NaN  0.451374E-001   1.05451                 NaN            NaN   1.13024        7.39881       0.935480E-001   7.04962     
  1192.57        500.000                 NaN   24.4020                 NaN            NaN  0.213031        4.38909                 NaN            NaN   4.91390        33.5684       0.394892        32.1188     
  1191.10        500.000                 NaN            NaN            NaN            NaN  0.263871        5.91496                 NaN            NaN   6.41181        44.3402       0.510889        42.5583     
  1189.63        500.000                 NaN            NaN            NaN            NaN  0.257214        5.95344                 NaN            NaN   6.41618        44.3253       0.509281        42.5386     
  1188.16        500.000                 NaN            NaN            NaN            NaN  0.254085        5.97063                 NaN            NaN   6.41695        44.3190       0.509085        42.5302     
  1186.69        500.000                 NaN            NaN            NaN            NaN  0.249712        5.99218                 NaN            NaN   6.41488        44.3177       0.509371        42.5162     
  1185.22        500.000                 NaN            NaN            NaN            NaN  0.234411        6.08419                 NaN            NaN   6.43050        44.2769       0.503990        42.4701     
  1183.75        500.000                 NaN            NaN            NaN            NaN  0.224907        6.13773                 NaN            NaN   6.43550        44.2593       0.502149        42.4404     
  1182.28        500.000                 NaN            NaN            NaN            NaN  0.216933        6.18478                 NaN            NaN   6.44304        44.2384       0.500349        42.4164     
  1180.81        500.000                 NaN            NaN            NaN            NaN  0.204292        6.25386                 NaN            NaN   6.44637        44.2215       0.498075        42.3759     
  1179.34        500.000                 NaN            NaN            NaN            NaN  0.214668        6.19308                 NaN            NaN   6.44229        44.2391       0.499557        42.4113     
  1177.87        500.000                 NaN            NaN            NaN            NaN  0.190464        6.32997                 NaN            NaN   6.45357        44.1974       0.495286        42.3333     
  1176.40        500.000                 NaN            NaN            NaN            NaN  0.167396        6.46453                 NaN            NaN   6.46976        44.1468       0.489399        42.2622     
  1174.93        500.000                 NaN            NaN            NaN            NaN  0.145533        6.59773                 NaN            NaN   6.49200        44.0842       0.481221        42.1993     
  1173.46        500.000                 NaN            NaN            NaN            NaN  0.125202        6.71435                 NaN            NaN   6.50592        44.0422       0.476045        42.1363     
  1171.99        500.000                 NaN            NaN            NaN            NaN  0.104714        6.83119                 NaN            NaN   6.51960        44.0011       0.470903        42.0725     
  1170.52        500.000                 NaN            NaN            NaN            NaN  0.766830E-001   6.99080                 NaN            NaN   6.53852        43.9452       0.463883        41.9849     
  1169.05        500.000                 NaN            NaN            NaN            NaN  0.475702E-001   7.15533                 NaN            NaN   6.55784        43.8891       0.456671        41.8935     
  1167.58        500.000                 NaN            NaN            NaN            NaN  0.529559E-002   7.39485                 NaN            NaN   6.58576        43.8076       0.446182        41.7603     
  1166.11        500.000                 NaN            NaN            NaN            NaN            NaN   1.66581        5.75596                 NaN   6.58755        43.8028       0.445453        41.7424     
  1164.64        500.000                 NaN            NaN            NaN            NaN            NaN   3.67308        3.74415                 NaN   6.58487        43.8109       0.446347        41.7407     
  1163.17        500.000                 NaN            NaN            NaN            NaN            NaN   7.41888                 NaN            NaN   6.58613        43.8035       0.446311        41.7452     
  1161.70        500.000                 NaN            NaN            NaN            NaN            NaN   7.42911                 NaN            NaN   6.59275        43.7864       0.443982        41.7478     
  1160.23        500.000                 NaN            NaN            NaN            NaN            NaN   7.41055       0.288194E-004            NaN   6.58216        43.8203       0.447532        41.7394     
  1158.76        500.000                 NaN            NaN            NaN            NaN            NaN   6.47409       0.935512                 NaN   6.58249        43.8202       0.447518        41.7402     
  1157.29        500.000                 NaN            NaN            NaN            NaN            NaN   4.99285        2.41801                 NaN   6.58414        43.8153       0.447055        41.7426     
  1155.82        500.000                 NaN            NaN            NaN            NaN            NaN   4.28768        3.12479                 NaN   6.58565        43.8106       0.446626        41.7446     
  1154.35        500.000                 NaN            NaN            NaN            NaN            NaN   4.36843        3.04568                 NaN   6.58709        43.8067       0.446207        41.7459     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN   4.45059        2.96516                 NaN   6.58854        43.8027       0.445784        41.7473     
  1151.41        500.000                 NaN            NaN            NaN            NaN            NaN   4.53322        2.88417                 NaN   6.58999        43.7987       0.445360        41.7486     
  1149.94        500.000                 NaN            NaN            NaN            NaN            NaN   4.61739        2.80167                 NaN   6.59145        43.7946       0.444931        41.7499     
  1148.47        500.000                 NaN            NaN            NaN            NaN            NaN   4.70266        2.71810                 NaN   6.59292        43.7906       0.444499        41.7512     
  1147.00        500.000                 NaN            NaN            NaN            NaN            NaN   4.78894        2.63353                 NaN   6.59440        43.7865       0.444064        41.7526     
  1145.53        500.000                 NaN            NaN            NaN            NaN            NaN   4.87653        2.54767                 NaN   6.59588        43.7824       0.443626        41.7539     
  1144.06        500.000                 NaN            NaN            NaN            NaN            NaN   4.96514        2.46079                 NaN   6.59737        43.7783       0.443184        41.7552     
  1142.59        500.000                 NaN            NaN            NaN            NaN            NaN   5.05492        2.37277                 NaN   6.59887        43.7741       0.442740        41.7566     
  1141.12        500.000                 NaN            NaN            NaN            NaN            NaN   5.14585        2.28361                 NaN   6.60038        43.7699       0.442292        41.7579     
  1139.65        500.000                 NaN            NaN            NaN            NaN            NaN   5.23810        2.19314                 NaN   6.60189        43.7657       0.441841        41.7593     
  1138.18        500.000                 NaN            NaN            NaN            NaN            NaN   5.33116        2.10188                 NaN   6.60341        43.7615       0.441387        41.7606     
  1136.71        500.000                 NaN            NaN            NaN            NaN            NaN   5.42580        2.00906                 NaN   6.60493        43.7573       0.440930        41.7620     
  1135.24        500.000                 NaN            NaN            NaN            NaN            NaN   5.52166        1.91504                 NaN   6.60647        43.7530       0.440470        41.7633     
  1133.77        500.000                 NaN            NaN            NaN            NaN            NaN   6.18209        1.25270                 NaN   6.60621        43.7552       0.440594        41.7632     
  1132.30        500.000                 NaN            NaN            NaN            NaN            NaN   6.26460        1.17216                 NaN   6.60781        43.7507       0.440112        41.7646     
  1130.83        500.000                 NaN            NaN            NaN            NaN            NaN   6.34790        1.09085                 NaN   6.60942        43.7462       0.439626        41.7660     
  1129.36        500.000                 NaN            NaN            NaN            NaN            NaN   6.43210        1.00865                 NaN   6.61103        43.7417       0.439137        41.7674     
  1127.89        500.000                 NaN            NaN            NaN            NaN            NaN   6.51726       0.925509                 NaN   6.61265        43.7371       0.438645        41.7688     
  1126.42        500.000                 NaN            NaN            NaN            NaN            NaN   6.60351       0.841296                 NaN   6.61428        43.7325       0.438149        41.7703     
  1124.95        500.000                 NaN            NaN            NaN            NaN            NaN   6.69080       0.756056                 NaN   6.61591        43.7279       0.437650        41.7717     
  1123.48        500.000                 NaN            NaN            NaN            NaN            NaN   6.77896       0.669968                 NaN   6.61756        43.7233       0.437147        41.7731     
  1122.01        500.000                 NaN            NaN            NaN            NaN            NaN   6.86816       0.582863                 NaN   6.61921        43.7186       0.436641        41.7745     
  1120.54        500.000                 NaN            NaN            NaN            NaN            NaN   7.45546                 NaN            NaN   6.62175        43.7097       0.435872        41.7773     
  1119.07        500.000                 NaN            NaN            NaN            NaN            NaN   7.48442                 NaN            NaN   6.64036        43.6552       0.429869        41.7902     
  1117.60        500.000                 NaN            NaN            NaN            NaN            NaN   7.45940                 NaN            NaN   6.62507        43.7009       0.434832        41.7798     
  1116.13        500.000                 NaN            NaN            NaN            NaN            NaN   7.44565       0.158190E-001            NaN   6.62672        43.6963       0.434322        41.7812     
  1114.66        500.000                 NaN            NaN            NaN            NaN            NaN   7.21916       0.242812                 NaN   6.62756        43.6945       0.434085        41.7819     
  1113.19        500.000                 NaN            NaN            NaN            NaN            NaN   7.28829       0.175917                 NaN   6.62924        43.6896       0.433567        41.7834     
  1111.72        500.000                 NaN            NaN            NaN            NaN            NaN   7.46705                 NaN            NaN   6.63121        43.6837       0.432955        41.7851     
  1110.25        500.000                 NaN            NaN            NaN            NaN            NaN   6.88651       0.584520                 NaN   6.63418        43.6752       0.432018        41.7876     
  1108.78        500.000                 NaN            NaN            NaN            NaN            NaN   7.42215       0.489444E-001            NaN   6.63442        43.6746       0.431969        41.7879     
  1107.31        500.000                 NaN            NaN            NaN            NaN            NaN   7.30891       0.164603                 NaN   6.63633        43.6692       0.431377        41.7896     
  1105.84        500.000                 NaN            NaN            NaN            NaN            NaN   7.19403       0.281926                 NaN   6.63825        43.6637       0.430780        41.7913     
  1104.37        500.000                 NaN            NaN            NaN            NaN            NaN   7.07768       0.400734                 NaN   6.64019        43.6583       0.430179        41.7929     
  1102.90        500.000                 NaN            NaN            NaN            NaN            NaN   6.95991       0.520982                 NaN   6.64214        43.6528       0.429574        41.7946     
  1101.43        500.000                 NaN            NaN            NaN            NaN            NaN   6.84014       0.643250                 NaN   6.64411        43.6473       0.428964        41.7963     
  1099.96        500.000                 NaN            NaN            NaN            NaN            NaN   6.71849       0.767418                 NaN   6.64609        43.6417       0.428349        41.7980     
  1098.49        500.000                 NaN            NaN            NaN            NaN            NaN   6.59509       0.893360                 NaN   6.64808        43.6361       0.427730        41.7996     
  1097.02        500.000                 NaN            NaN            NaN            NaN            NaN   6.46981        1.02120                 NaN   6.65010        43.6305       0.427106        41.8013     
  1095.55        500.000                 NaN            NaN            NaN            NaN            NaN   6.34249        1.15111                 NaN   6.65212        43.6248       0.426477        41.8030     
  1094.08        500.000                 NaN            NaN            NaN            NaN            NaN   6.21308        1.28313                 NaN   6.65417        43.6191       0.425842        41.8047     
  1092.61        500.000                 NaN            NaN            NaN            NaN            NaN   6.08226        1.41659                 NaN   6.65622        43.6133       0.425203        41.8064     
  1091.14        500.000                 NaN            NaN            NaN            NaN            NaN   5.94877        1.55273                 NaN   6.65830        43.6075       0.424559        41.8081     
  1089.67        500.000                 NaN            NaN            NaN            NaN            NaN   5.81198        1.69219                 NaN   6.66038        43.6017       0.423909        41.8098     
  1088.20        500.000                 NaN            NaN            NaN            NaN            NaN   5.67588        1.83107                 NaN   6.66253        43.5957       0.423242        41.8116     
  1086.73        500.000                 NaN            NaN            NaN            NaN            NaN   7.52170                 NaN            NaN   6.67128        43.5675       0.420516        41.8190     
  1085.26        500.000                 NaN            NaN            NaN            NaN            NaN   5.39740        2.11519                 NaN   6.66682        43.5836       0.421895        41.8151     
  1083.79        500.000                 NaN            NaN            NaN            NaN            NaN   5.40452        1.99950       0.110386        6.66837        43.5793       0.421428        41.8165     
  1082.32        500.000                 NaN            NaN            NaN            NaN            NaN   5.10730        2.41105                 NaN   6.67131        43.5712       0.420510        41.8186     
  1080.85        500.000                 NaN            NaN            NaN            NaN            NaN   4.95811        2.56314                 NaN   6.67354        43.5650       0.419814        41.8204     
  1079.38        500.000                 NaN            NaN            NaN            NaN            NaN   5.82139        1.71224                 NaN   6.68178        43.5412       0.417218        41.8262     
  1077.91        500.000                 NaN            NaN            NaN            NaN            NaN   4.99390        2.30192       0.229081        6.67651        43.5565       0.418897        41.8232     
  1076.44        500.000                 NaN            NaN            NaN            NaN            NaN   4.89106        2.37653       0.259967        6.67857        43.5508       0.418257        41.8249     
  1074.97        500.000                 NaN            NaN            NaN            NaN            NaN   4.78774        2.45147       0.291007        6.68063        43.5450       0.417614        41.8265     
  1073.50        500.000                 NaN            NaN            NaN            NaN            NaN   4.68392        2.52675       0.322240        6.68271        43.5392       0.416968        41.8282     
  1072.03        500.000                 NaN            NaN            NaN            NaN            NaN   4.57969        2.60247       0.353441        6.68479        43.5334       0.416320        41.8299     
  1070.56        500.000                 NaN            NaN            NaN            NaN            NaN   4.47587        2.67738       0.385059        6.68688        43.5275       0.415668        41.8316     
  1069.09        500.000                 NaN            NaN            NaN            NaN            NaN   4.37169        2.75282       0.416532        6.68898        43.5217       0.415014        41.8333     
  1067.62        500.000                 NaN            NaN            NaN            NaN            NaN   4.26751        2.82829       0.447968        6.69109        43.5158       0.414357        41.8350     
  1066.15        500.000                 NaN            NaN            NaN            NaN            NaN   4.16310        2.90413       0.479283        6.69320        43.5099       0.413698        41.8367     
  1064.68        500.000                 NaN            NaN            NaN            NaN            NaN   4.05914        2.97993       0.510206        6.69532        43.5040       0.413039        41.8384     
  1063.21        500.000                 NaN            NaN            NaN            NaN            NaN   3.95545        3.05530       0.541292        6.69744        43.4981       0.412375        41.8400     
  1061.74        500.000                 NaN            NaN            NaN            NaN            NaN   6.39283        1.13993       0.615497E-005   6.68312        43.5316       0.416961        41.8356     
  1060.27        500.000                 NaN            NaN            NaN            NaN            NaN   6.36477        1.17011       0.575944E-005   6.68481        43.5268       0.416446        41.8371     
  1058.80        500.000                 NaN            NaN            NaN            NaN            NaN   6.33683        1.20019       0.538664E-005   6.68650        43.5219       0.415931        41.8386     
  1057.33        500.000                 NaN            NaN            NaN            NaN            NaN   6.30949        1.22969                 NaN   6.68820        43.5171       0.415412        41.8401     
  1055.86        500.000                 NaN            NaN            NaN            NaN            NaN   6.28262        1.25872       0.466987E-005   6.68991        43.5122       0.414891        41.8417     
  1054.39        500.000                 NaN            NaN            NaN            NaN            NaN   6.19177        1.35289                 NaN   6.69287        43.5049       0.413981        41.8435     
  1052.92        500.000                 NaN            NaN            NaN            NaN            NaN   6.23026        1.31541                 NaN   6.69334        43.5024       0.413847        41.8447     
  1051.45        500.000                 NaN            NaN            NaN            NaN            NaN   6.20489        1.34296                 NaN   6.69506        43.4975       0.413323        41.8462     
  1049.98        500.000                 NaN            NaN            NaN            NaN            NaN   6.13846        1.41267                 NaN   6.69752        43.4907       0.412563        41.8480     
  1048.51        500.000                 NaN            NaN            NaN            NaN            NaN   6.10256        1.45152                 NaN   6.70026        43.4843       0.411675        41.8497     
  1047.04        500.000                 NaN            NaN            NaN            NaN            NaN   6.09385        1.46201                 NaN   6.70124        43.4803       0.411398        41.8512     
  1045.57        500.000                 NaN            NaN            NaN            NaN            NaN   6.03801        1.52080                 NaN   6.70474        43.4734       0.410322        41.8527     
  1044.10        500.000                 NaN            NaN            NaN            NaN            NaN   6.01725        1.54436                 NaN   6.70697        43.4674       0.409680        41.8544     
  1042.63        500.000                 NaN            NaN            NaN            NaN            NaN   6.01972        1.54294                 NaN   6.70715        43.4647       0.409619        41.8558     
  1041.16        500.000                 NaN            NaN            NaN            NaN            NaN   7.60716                 NaN            NaN   6.73798        43.3861       0.399524        41.8692     
  1039.69        500.000                 NaN            NaN            NaN            NaN            NaN   5.95246        1.61528                 NaN   6.71155        43.4533       0.408427        41.8589     
  1038.22        500.000                 NaN            NaN            NaN            NaN            NaN   5.95826        1.61029                 NaN   6.71161        43.4514       0.408254        41.8602     
  1036.75        500.000                 NaN            NaN            NaN            NaN            NaN   5.97459        1.59546                 NaN   6.71283        43.4476       0.407957        41.8616     
  1035.28        500.000                 NaN            NaN            NaN            NaN            NaN   5.91884        1.65456                 NaN   6.71536        43.4408       0.407146        41.8633     
  1033.81        500.000                 NaN            NaN            NaN            NaN            NaN   5.89891        1.67716                 NaN   6.71736        43.4351       0.406565        41.8649     
  1032.34        500.000                 NaN            NaN            NaN            NaN            NaN   5.88356        1.69434                 NaN   6.71883        43.4308       0.406090        41.8664     
  1030.87        500.000                 NaN            NaN            NaN            NaN            NaN   6.53516        1.07747                 NaN   6.74338        43.3690       0.398039        41.8769     
  1029.40        500.000                 NaN            NaN            NaN            NaN            NaN   7.44733       0.184154                 NaN   6.75602        43.3356       0.393607        41.8833     
  1027.93        500.000                 NaN            NaN            NaN            NaN            NaN   5.86377        1.71969                 NaN   6.72309        43.4179       0.404812        41.8707     
  1026.46        500.000                 NaN            NaN            NaN            NaN            NaN   5.84395        1.74179                 NaN   6.72480        43.4129       0.404278        41.8723     
  1024.99        500.000                 NaN            NaN            NaN            NaN            NaN   7.28063       0.351001                 NaN   6.75605        43.3322       0.393960        41.8861     
  1023.52        500.000                 NaN            NaN            NaN            NaN            NaN   5.80424        1.78593                 NaN   6.72833        43.4030       0.403229        41.8753     
  1022.05        500.000                 NaN            NaN            NaN            NaN            NaN   7.08515       0.549842                 NaN   6.75866        43.3243       0.393200        41.8889     
  1020.58        500.000                 NaN            NaN            NaN            NaN            NaN  0.860596        6.75298                 NaN   6.74473        43.3568       0.398360        41.8866     
  1019.11        500.000                 NaN            NaN            NaN            NaN            NaN   5.74952        1.84732                 NaN   6.73360        43.3881       0.401635        41.8799     
  1017.64        500.000                 NaN            NaN            NaN            NaN            NaN   6.84407       0.796908                 NaN   6.76332        43.3108       0.391719        41.8932     
  1016.17        500.000                 NaN            NaN            NaN            NaN            NaN   5.71526        1.88609                 NaN   6.73713        43.3780       0.400570        41.8829     
  1014.70        500.000                 NaN            NaN            NaN            NaN            NaN   5.69889        1.90470                 NaN   6.73889        43.3730       0.400039        41.8845     
  1013.23        500.000                 NaN            NaN            NaN            NaN            NaN   5.68296        1.92290                 NaN   6.74067        43.3680       0.399504        41.8860     
  1011.76        500.000                 NaN            NaN            NaN            NaN            NaN   5.66751        1.94063                 NaN   6.74243        43.3629       0.398972        41.8875     
  1010.29        500.000                 NaN            NaN            NaN            NaN            NaN   5.65261        1.95779                 NaN   6.74421        43.3579       0.398437        41.8890     
  1008.82        500.000                 NaN            NaN            NaN            NaN            NaN   5.63798        1.97471                 NaN   6.74597        43.3529       0.397905        41.8906     
  1007.35        500.000                 NaN            NaN            NaN            NaN            NaN   5.62386        1.99111                 NaN   6.74775        43.3478       0.397370        41.8921     
  1005.88        500.000                 NaN            NaN            NaN            NaN            NaN   5.61015        2.00711                 NaN   6.74953        43.3427       0.396836        41.8936     
  1004.41        500.000                 NaN            NaN            NaN            NaN            NaN   5.59682        2.02274                 NaN   6.75131        43.3377       0.396301        41.8952     
  1002.94        500.000                 NaN            NaN            NaN            NaN            NaN   5.58389        2.03796                 NaN   6.75309        43.3326       0.395767        41.8967     
  1001.47        500.000                 NaN            NaN            NaN            NaN            NaN   6.29162        1.37315                 NaN   6.78130        43.2580       0.386335        41.9096     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN   5.55861        2.06784                 NaN   6.75665        43.3224       0.394696        41.8998     
