|6.6.6
Archiving\03_Data\Deq/QFM/YM20/YM20_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        2500.00        99.6074       0.392623                 NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.5913       0.408703                 NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.5752       0.424784                 NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.5591       0.440864                 NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.5431       0.456945                 NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.5270       0.473025                 NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.5109       0.489105                 NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.4948       0.505185                 NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.4787       0.521265                 NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.4442       0.555843                 NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.4096       0.590420                 NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.3750       0.624998                 NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.3404       0.659575                 NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.3058       0.694152                 NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.2713       0.728729                 NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.2367       0.763305                 NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.2021       0.797881                 NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.1318       0.868163                 NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.0616       0.938445                 NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        98.9913        1.00873                 NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        98.9210        1.07901                 NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        98.8216        1.17840                 NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        98.7222        1.27779                 NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        98.5459        1.45412                 NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        98.3712        1.61599       0.128617E-001            NaN            NaN            NaN            NaN
  1919.87        2500.00        97.9935        1.97323       0.332480E-001            NaN            NaN            NaN            NaN
  1916.67        2500.00        97.6159        2.33047       0.536343E-001            NaN            NaN            NaN            NaN
  1913.46        2500.00        97.2383        2.68772       0.740209E-001            NaN            NaN            NaN            NaN
  1910.26        2500.00        96.8606        3.04497       0.944075E-001            NaN            NaN            NaN            NaN
  1907.05        2500.00        96.4830        3.40222       0.114794                 NaN            NaN            NaN            NaN
  1903.85        2500.00        96.1053        3.75948       0.135181                 NaN            NaN            NaN            NaN
  1900.64        2500.00        95.7277        4.11674       0.155568                 NaN            NaN            NaN            NaN
  1897.44        2500.00        95.3500        4.47400       0.175955                 NaN            NaN            NaN            NaN
  1894.23        2500.00        94.7576        5.04879       0.193658                 NaN            NaN            NaN            NaN
  1891.03        2500.00        94.1650        5.62360       0.211360                 NaN            NaN            NaN            NaN
  1887.82        2500.00        93.5725        6.19841       0.229063                 NaN            NaN            NaN            NaN
  1884.62        2500.00        92.9800        6.77324       0.246766                 NaN            NaN            NaN            NaN
  1881.41        2500.00        92.3874        7.34809       0.264470                 NaN            NaN            NaN            NaN
  1878.21        2500.00        91.7949        7.92294       0.282174                 NaN            NaN            NaN            NaN
  1875.00        2500.00        91.2023        8.49781       0.299878                 NaN            NaN            NaN            NaN
  1871.79        2500.00        90.6097        9.07269       0.317583                 NaN            NaN            NaN            NaN
  1868.59        2500.00        89.9995        9.66685       0.333670                 NaN            NaN            NaN            NaN
  1865.38        2500.00        89.3892        10.2610       0.349758                 NaN            NaN            NaN            NaN
  1862.18        2500.00        88.7789        10.8552       0.365846                 NaN            NaN            NaN            NaN
  1858.97        2500.00        88.1686        11.4494       0.381935                 NaN            NaN            NaN            NaN
  1855.77        2500.00        87.5583        12.0437       0.398024                 NaN            NaN            NaN            NaN
  1852.56        2500.00        86.9480        12.6379       0.414113                 NaN            NaN            NaN            NaN
  1849.36        2500.00        86.3376        13.2322       0.430203                 NaN            NaN            NaN            NaN
  1846.15        2500.00        85.7272        13.8265       0.446294                 NaN            NaN            NaN            NaN
  1842.95        2500.00        85.1343        14.4045       0.461130                 NaN            NaN            NaN            NaN
  1839.74        2500.00        84.5414        14.9826       0.475967                 NaN            NaN            NaN            NaN
  1836.54        2500.00        83.9485        15.5607       0.490805                 NaN            NaN            NaN            NaN
  1833.33        2500.00        83.3555        16.1388       0.505642                 NaN            NaN            NaN            NaN
  1830.13        2500.00        82.7626        16.7170       0.520481                 NaN            NaN            NaN            NaN
  1826.92        2500.00        82.1696        17.2951       0.535320                 NaN            NaN            NaN            NaN
  1823.72        2500.00        81.5766        17.8733       0.550159                 NaN            NaN            NaN            NaN
  1820.51        2500.00        80.9835        18.4515       0.564998                 NaN            NaN            NaN            NaN
  1817.31        2500.00        80.4091        19.0122       0.578694                 NaN            NaN            NaN            NaN
  1814.10        2500.00        79.8347        19.5729       0.592390                 NaN            NaN            NaN            NaN
  1810.90        2500.00        79.2602        20.1337       0.606086                 NaN            NaN            NaN            NaN
  1807.69        2500.00        78.6857        20.6945       0.619783                 NaN            NaN            NaN            NaN
  1804.49        2500.00        78.1112        21.2553       0.633480                 NaN            NaN            NaN            NaN
  1801.28        2500.00        77.5367        21.8161       0.647178                 NaN            NaN            NaN            NaN
  1798.08        2500.00        76.9622        22.3770       0.660876                 NaN            NaN            NaN            NaN
  1794.87        2500.00        76.3876        22.9378       0.674574                 NaN            NaN            NaN            NaN
  1791.67        2500.00        75.8288        23.4839       0.687362                 NaN            NaN            NaN            NaN
  1788.46        2500.00        75.2699        24.0299       0.700150                 NaN            NaN            NaN            NaN
  1785.26        2500.00        74.7110        24.5760       0.712938                 NaN            NaN            NaN            NaN
