|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3/TIS/TIS_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             ilm            San(TH)        q             
  1185.90        500.000                 NaN   3.78960        4.75227                 NaN            NaN            NaN   7.11131       0.326795        43.0395        40.9805     
  1184.83        500.000                 NaN   3.75171        4.79098                 NaN            NaN            NaN   7.11251       0.326532        43.0369        40.9814     
  1183.76        500.000                 NaN   3.71205        4.83150                 NaN            NaN            NaN   7.11373       0.326262        43.0342        40.9823     
  1182.69        500.000                 NaN   3.67476        4.86956                 NaN            NaN            NaN   7.11494       0.325996        43.0316        40.9832     
  1181.62        500.000                 NaN   3.62698        4.91839                 NaN            NaN            NaN   7.11624       0.325699        43.0287        40.9840     
  1180.55        500.000                 NaN   3.58598        4.96022                 NaN            NaN            NaN   7.11750       0.325419        43.0260        40.9849     
  1179.49        500.000                 NaN   3.53333        5.01401                 NaN            NaN            NaN   7.11886       0.325104        43.0229        40.9858     
  1178.42        500.000                 NaN   3.48281        5.06556                 NaN            NaN            NaN   7.12022       0.324793        43.0199        40.9867     
  1177.35        500.000                 NaN   3.43505        5.11428                 NaN            NaN            NaN   7.12156       0.324487        43.0170        40.9876     
  1176.28        500.000                 NaN   3.37368        5.17693                 NaN            NaN            NaN   7.12303       0.324141        43.0137        40.9885     
  1175.21        500.000                 NaN   3.31434        5.23746                 NaN            NaN            NaN   7.12449       0.323798        43.0105        40.9894     
  1174.14        500.000                 NaN   3.25778        5.29511                 NaN            NaN            NaN   7.12593       0.323459        43.0074        40.9904     
  1173.08        500.000                 NaN   5.89825        2.62519       0.488897E-005            NaN            NaN   7.10289       0.329728        43.0569        40.9871     
  1172.01        500.000                 NaN   5.88361        2.64020       0.473178E-005            NaN            NaN   7.10374       0.329563        43.0550        40.9879     
  1170.94        500.000                 NaN   5.86871        2.65549       0.457827E-005            NaN            NaN   7.10459       0.329396        43.0532        40.9887     
  1169.87        500.000                 NaN   5.85353        2.67107       0.442937E-005            NaN            NaN   7.10544       0.329226        43.0513        40.9894     
  1168.80        500.000                 NaN   5.83809        2.68695       0.428440E-005            NaN            NaN   7.10631       0.329051        43.0494        40.9902     
  1167.73        500.000                 NaN   7.56926       0.368391                 NaN  0.350489                 NaN   7.03484       0.350179        43.1796        41.1473     
  1166.67        500.000                 NaN   7.71310                 NaN            NaN  0.474766                 NaN   7.03149       0.359132        43.2300        41.1915     
  1165.60        500.000                 NaN   7.70147                 NaN            NaN  0.480945                 NaN   7.03188       0.359592        43.2320        41.1942     
  1164.53        500.000                 NaN   5.77309        2.75370       0.297359E-005            NaN            NaN   7.10985       0.328330        43.0416        40.9934     
  1163.46        500.000                 NaN   5.75600        2.77126       0.227566E-005            NaN            NaN   7.11076       0.328141        43.0396        40.9943     
  1162.39        500.000                 NaN   5.73855        2.78920       0.567860E-005            NaN            NaN   7.11168       0.327949        43.0376        40.9951     
  1161.32        500.000                 NaN   5.66801        2.86297                 NaN            NaN            NaN   7.11710       0.327033        43.0286        40.9963     
  1160.26        500.000                 NaN   7.58208       0.116495                 NaN  0.480672                 NaN   7.03627       0.359683        43.2291        41.1957     
  1159.19        500.000                 NaN   7.59492       0.974725E-001            NaN  0.484153                 NaN   7.03571       0.359903        43.2300        41.1978     
  1158.12        500.000                 NaN   5.66485        2.86505                 NaN            NaN            NaN   7.11545       0.327143        43.0292        40.9983     
  1157.05        500.000                 NaN   5.74500        2.78744                 NaN            NaN            NaN   7.12025       0.326468        43.0217        40.9991     
  1155.98        500.000                 NaN   7.56452       0.139293                 NaN  0.477264                 NaN   7.03689       0.359393        43.2254        41.1972     
  1154.91        500.000                 NaN   7.58439       0.110385                 NaN  0.482378                 NaN   7.03603       0.359730        43.2270        41.2001     
  1153.85        500.000                 NaN   5.56738        2.96286                 NaN            NaN            NaN   7.12092       0.326471        43.0215        41.0008     
  1152.78        500.000                 NaN   7.66161       0.251082E-005            NaN  0.501263                 NaN   7.03275       0.361019        43.2340        41.2093     
  1151.71        500.000                 NaN   6.56116        1.55416                 NaN  0.240079                 NaN   7.07893       0.342801        43.1208        41.1021     
  1150.64        500.000                 NaN   7.63763       0.332465E-001            NaN  0.495715                 NaN   7.03368       0.360616        43.2306        41.2085     
  1149.57        500.000                 NaN   7.64747       0.191006E-001            NaN  0.498075                 NaN   7.03323       0.360775        43.2311        41.2102     
  1148.50        500.000                 NaN   5.48737        3.04895                 NaN            NaN            NaN   7.12511       0.324936        43.0077        41.0059     
  1147.44        500.000                 NaN   7.65541       0.739574E-002            NaN  0.500010                 NaN   7.03283       0.360900        43.2309        41.2125     
  1146.37        500.000                 NaN   7.66032       0.246531E-003            NaN  0.501177                 NaN   7.03258       0.360978        43.2310        41.2137     
  1145.30        500.000                 NaN   7.65788       0.341934E-002            NaN  0.500643                 NaN   7.03265       0.360934        43.2302        41.2143     
  1144.23        500.000                 NaN   7.65338       0.937999E-002            NaN  0.499696                 NaN   7.03280       0.360858        43.2293        41.2146     
  1143.16        500.000                 NaN   7.65869       0.178625E-002            NaN  0.500887                 NaN   7.03254       0.360940        43.2293        41.2158     
  1142.09        500.000                 NaN   7.65883       0.133734E-002            NaN  0.500949                 NaN   7.03250       0.360939        43.2289        41.2166     
  1141.02        500.000                 NaN   7.65888       0.101453E-002            NaN  0.500990                 NaN   7.03246       0.360936        43.2284        41.2173     
  1139.96        500.000                 NaN   5.06258        3.55499                 NaN            NaN            NaN   7.19361       0.306789        42.8579        41.0242     
  1138.89        500.000                 NaN   7.65879       0.638008E-003            NaN  0.501029                 NaN   7.03240       0.360927        43.2274        41.2188     
  1137.82        500.000                 NaN   7.65870       0.512982E-003            NaN  0.501038                 NaN   7.03236       0.360922        43.2269        41.2196     
  1136.75        500.000                 NaN   7.65859       0.417388E-003            NaN  0.501039                 NaN   7.03233       0.360917        43.2264        41.2203     
  1135.68        500.000                 NaN   7.65851       0.273325E-003            NaN  0.501053                 NaN   7.03230       0.360912        43.2259        41.2210     
  1134.61        500.000                 NaN   7.65833       0.276630E-003            NaN  0.501042                 NaN   7.03227       0.360906        43.2254        41.2218     
  1133.55        500.000                 NaN   7.65822       0.170869E-003            NaN  0.501047                 NaN   7.03224       0.360901        43.2249        41.2225     
  1132.48        500.000                 NaN   7.65804       0.181121E-003            NaN  0.501034                 NaN   7.03221       0.360894        43.2244        41.2232     
  1131.41        500.000                 NaN   7.65791       0.103860E-003            NaN  0.501036                 NaN   7.03218       0.360888        43.2239        41.2240     
  1130.34        500.000                 NaN   7.65772       0.110857E-003            NaN  0.501025                 NaN   7.03215       0.360882        43.2234        41.2247     
  1129.27        500.000                 NaN   7.65753       0.121443E-003            NaN  0.501013                 NaN   7.03213       0.360875        43.2229        41.2254     
  1128.20        500.000                 NaN   7.65739       0.682666E-004            NaN  0.501010                 NaN   7.03210       0.360870        43.2224        41.2262     
  1127.14        500.000                 NaN   7.65722       0.549437E-004            NaN  0.501001                 NaN   7.03207       0.360863        43.2219        41.2269     
  1126.07        500.000                 NaN   7.65705       0.413507E-004            NaN  0.500992                 NaN   7.03204       0.360857        43.2214        41.2276     
  1125.00        500.000                 NaN   7.65687       0.410957E-004            NaN  0.500982                 NaN   7.03201       0.360851        43.2209        41.2283     
  1123.93        500.000                 NaN   7.65669       0.373496E-004            NaN  0.500972                 NaN   7.03198       0.360844        43.2204        41.2291     
  1122.86        500.000                 NaN   7.65651       0.346215E-004            NaN  0.500962                 NaN   7.03196       0.360838        43.2199        41.2298     
  1121.79        500.000                 NaN   7.65636       0.678714E-005            NaN  0.500955                 NaN   7.03193       0.360832        43.2194        41.2305     
  1120.73        500.000                 NaN   7.65616       0.304216E-004            NaN  0.500941                 NaN   7.03190       0.360825        43.2189        41.2313     
  1119.66        500.000                 NaN   7.65598       0.240867E-004            NaN  0.500931                 NaN   7.03187       0.360819        43.2184        41.2320     
  1118.59        500.000                 NaN   7.65580       0.274714E-004            NaN  0.500921                 NaN   7.03185       0.360812        43.2179        41.2327     
  1117.52        500.000                 NaN   7.65562       0.240019E-004            NaN  0.500911                 NaN   7.03182       0.360806        43.2174        41.2334     
  1116.45        500.000                 NaN   7.65544       0.264151E-004            NaN  0.500900                 NaN   7.03179       0.360800        43.2169        41.2342     
  1115.38        500.000                 NaN   7.65525       0.275913E-004            NaN  0.500889                 NaN   7.03176       0.360793        43.2164        41.2349     
  1114.32        500.000                 NaN   6.43011       0.166566E-004            NaN   1.23535                 NaN   6.94104       0.401717        43.4420        41.5498     
  1113.25        500.000                 NaN   6.42995       0.247859E-004            NaN   1.23532                 NaN   6.94101       0.401710        43.4415        41.5505     
  1112.18        500.000                 NaN   6.35880       0.215321E-004            NaN   1.27888                 NaN   6.93669       0.403880        43.4513        41.5704     
  1111.11        500.000                 NaN   6.35865       0.207356E-004            NaN   1.27886                 NaN   6.93666       0.403873        43.4508        41.5711     
  1110.04        500.000                 NaN   6.28993       0.194328E-004            NaN   1.32093                 NaN   6.93242       0.405985        43.4603        41.5904     
  1108.97        500.000                 NaN   6.28978       0.186595E-004            NaN   1.32090                 NaN   6.93239       0.405978        43.4598        41.5911     
  1107.91        500.000                 NaN   6.21964       0.191315E-004            NaN   1.36373                 NaN   6.92780       0.408200        43.4700        41.6106     
  1106.84        500.000                 NaN   1.02787        7.62695                 NaN            NaN            NaN   7.24137       0.294573        42.7558        41.0535     
  1105.77        500.000                 NaN   6.21571       0.539711E-002            NaN   1.36271                 NaN   6.92792       0.408104        43.4684        41.6117     
  1104.70        500.000                 NaN   7.80227       0.874258                 NaN            NaN            NaN   7.25577       0.290560        42.7181        41.0591     
  1103.63        500.000                 NaN   7.97699       0.702551                 NaN            NaN            NaN   7.25900       0.289269        42.7122        41.0600     
  1102.56        500.000                 NaN  0.394071        8.28366                 NaN            NaN            NaN   7.26046       0.289565        42.7110        41.0612     
  1101.50        500.000                 NaN   8.68630                 NaN            NaN  0.269856E-005            NaN   7.26352       0.287697        42.7002        41.0623     
  1100.43        500.000                 NaN   8.68822                 NaN            NaN  0.328902E-005            NaN   7.26747       0.286697        42.6947        41.0629     
  1099.36        500.000                 NaN   8.61352                 NaN            NaN  0.440045E-001            NaN   7.26203       0.289080        42.7090        41.0823     
  1098.29        500.000                 NaN   8.52146                 NaN            NaN  0.995813E-001            NaN   7.25266       0.292471        42.7269        41.1069     
  1097.22        500.000                 NaN   8.37684                 NaN            NaN  0.184484                 NaN   7.23955       0.297765        42.7576        41.1437     
  1096.15        500.000                 NaN   7.72616       0.265354E-004            NaN  0.563059                 NaN   7.16408       0.324913        42.9178        41.3039     
  1095.09        500.000                 NaN   7.22142       0.160828E-003            NaN  0.851468                 NaN   7.10359       0.347333        43.0512        41.4249     
  1094.02        500.000                 NaN   7.05559                 NaN            NaN  0.947437                 NaN   7.08478       0.354499        43.0913        41.4664     
  1092.95        500.000                 NaN   6.93218                 NaN            NaN   1.01764                 NaN   7.06973       0.360072        43.1239        41.4964     
  1091.88        500.000                 NaN   6.83915                 NaN            NaN   1.07140                 NaN   7.05963       0.364104        43.1456        41.5202     
  1090.81        500.000                 NaN   6.74136                 NaN            NaN   1.12969                 NaN   7.04801       0.368450        43.1657        41.5468     
  1089.74        500.000                 NaN   6.69799                 NaN            NaN   1.15474                 NaN   7.04404       0.370290        43.1747        41.5582     
  1088.67        500.000                 NaN   6.64161                 NaN            NaN   1.18740                 NaN   7.03761       0.372787        43.1876        41.5730     
  1087.61        500.000                 NaN   6.57742                 NaN            NaN   1.22191                 NaN   7.02898       0.375569        43.2095        41.5867     
  1086.54        500.000                 NaN   6.53429                 NaN            NaN   1.24704                 NaN   7.02415       0.377404        43.2188        41.5983     
  1085.47        500.000                 NaN  0.137889E-002   5.80134                 NaN   1.61994                 NaN   6.90290       0.420595        43.5129        41.7410     
  1084.40        500.000                 NaN   6.44177                 NaN            NaN   1.30009                 NaN   7.01404       0.381222        43.2408        41.6220     
  1083.33        500.000                 NaN   6.40505                 NaN            NaN   1.32103                 NaN   7.00966       0.382852        43.2498        41.6316     
  1082.26        500.000                 NaN   6.36731                 NaN            NaN   1.34283                 NaN   7.00566       0.384448        43.2581        41.6416     
  1081.20        500.000                 NaN   6.41994                 NaN            NaN   1.31479                 NaN   7.01377       0.381477        43.2386        41.6315     
  1080.13        500.000                 NaN   6.38133                 NaN            NaN   1.33709                 NaN   7.00954       0.383133        43.2472        41.6417     
  1079.06        500.000                 NaN   6.26882                 NaN            NaN   1.40026                 NaN   6.99531       0.388786        43.2781        41.6687     
  1077.99        500.000                 NaN   5.72122                 NaN            NaN   1.67049                 NaN   6.89849       0.422887        43.5176        41.7693     
  1076.92        500.000                 NaN   5.68867                 NaN            NaN   1.69173                 NaN   6.89751       0.423630        43.5184        41.7801     
  1075.85        500.000                 NaN   6.19035                 NaN            NaN   1.44600                 NaN   6.98714       0.391759        43.2939        41.6908     
  1074.79        500.000                 NaN   6.16623                 NaN            NaN   1.46024                 NaN   6.98477       0.392722        43.2983        41.6978     
  1073.72        500.000                 NaN   6.13353                 NaN            NaN   1.47864                 NaN   6.98234       0.394190        43.3051        41.7062     
  1072.65        500.000                 NaN   5.64559                 NaN            NaN   1.72267                 NaN   6.89906       0.423889        43.5101        41.7987     
  1071.58        500.000                 NaN   5.61466                 NaN            NaN   1.73794                 NaN   6.89357       0.425757        43.5230        41.8051     
  1070.51        500.000                 NaN   5.61291                 NaN            NaN   1.73871                 NaN   6.89324       0.425850        43.5232        41.8061     
  1069.44        500.000                 NaN   5.61278                 NaN            NaN   1.73867                 NaN   6.89322       0.425842        43.5227        41.8068     
  1068.38        500.000                 NaN   5.61265                 NaN            NaN   1.73863                 NaN   6.89319       0.425835        43.5221        41.8076     
  1067.31        500.000                 NaN   5.61252                 NaN            NaN   1.73860                 NaN   6.89316       0.425827        43.5216        41.8083     
  1066.24        500.000                 NaN   5.61239                 NaN            NaN   1.73856                 NaN   6.89313       0.425820        43.5211        41.8090     
  1065.17        500.000                 NaN   5.54752                 NaN            NaN   1.78012                 NaN   6.89034       0.427584        43.5252        41.8293     
  1064.10        500.000                 NaN   5.54740                 NaN            NaN   1.78009                 NaN   6.89031       0.427576        43.5246        41.8300     
  1063.03        500.000                 NaN   5.54727                 NaN            NaN   1.78005                 NaN   6.89029       0.427569        43.5241        41.8307     
  1061.97        500.000                 NaN   5.54714                 NaN            NaN   1.78001                 NaN   6.89026       0.427561        43.5236        41.8314     
  1060.90        500.000                 NaN   5.54701                 NaN            NaN   1.77997                 NaN   6.89023       0.427554        43.5231        41.8321     
  1059.83        500.000                 NaN   5.54689                 NaN            NaN   1.77994                 NaN   6.89020       0.427546        43.5226        41.8329     
  1058.76        500.000                 NaN   5.48776                 NaN            NaN   1.81830                 NaN   6.88803       0.429081        43.5250        41.8519     
  1057.69        500.000                 NaN   5.48763                 NaN            NaN   1.81826                 NaN   6.88800       0.429074        43.5245        41.8526     
  1056.62        500.000                 NaN   5.48750                 NaN            NaN   1.81822                 NaN   6.88798       0.429066        43.5239        41.8533     
  1055.56        500.000                 NaN   5.48738                 NaN            NaN   1.81819                 NaN   6.88795       0.429059        43.5234        41.8540     
  1054.49        500.000                 NaN   5.48725                 NaN            NaN   1.81815                 NaN   6.88792       0.429051        43.5229        41.8547     
  1053.42        500.000                 NaN   5.48713                 NaN            NaN   1.81811                 NaN   6.88789       0.429043        43.5224        41.8554     
  1052.35        500.000                 NaN   5.43307                 NaN            NaN   1.85362                 NaN   6.88627       0.430374        43.5233        41.8733     
  1051.28        500.000                 NaN   5.43295                 NaN            NaN   1.85359                 NaN   6.88624       0.430367        43.5228        41.8740     
  1050.21        500.000                 NaN   5.43283                 NaN            NaN   1.85355                 NaN   6.88622       0.430359        43.5223        41.8748     
  1049.15        500.000                 NaN   5.43270                 NaN            NaN   1.85351                 NaN   6.88619       0.430352        43.5218        41.8755     
  1048.08        500.000                 NaN   5.43258                 NaN            NaN   1.85347                 NaN   6.88616       0.430344        43.5213        41.8762     
  1047.01        500.000                 NaN   5.43246                 NaN            NaN   1.85343                 NaN   6.88613       0.430337        43.5207        41.8769     
  1045.94        500.000                 NaN   5.43233                 NaN            NaN   1.85339                 NaN   6.88611       0.430329        43.5202        41.8776     
  1044.87        500.000                 NaN   5.38262                 NaN            NaN   1.88648                 NaN   6.88499       0.431486        43.5199        41.8946     
  1043.80        500.000                 NaN   5.38250                 NaN            NaN   1.88644                 NaN   6.88496       0.431478        43.5194        41.8953     
  1042.73        500.000                 NaN   5.38238                 NaN            NaN   1.88640                 NaN   6.88493       0.431471        43.5188        41.8960     
  1041.67        500.000                 NaN   5.38226                 NaN            NaN   1.88636                 NaN   6.88490       0.431463        43.5183        41.8967     
  1040.60        500.000                 NaN   5.38213                 NaN            NaN   1.88632                 NaN   6.88488       0.431456        43.5178        41.8974     
  1039.53        500.000                 NaN   5.38201                 NaN            NaN   1.88628                 NaN   6.88485       0.431448        43.5173        41.8981     
  1038.46        500.000                 NaN   5.38189                 NaN            NaN   1.88624                 NaN   6.88482       0.431440        43.5168        41.8988     
  1037.39        500.000                 NaN   5.33596                 NaN            NaN   1.91725                 NaN   6.88414       0.432440        43.5152        41.9150     
  1036.32        500.000                 NaN   5.33584                 NaN            NaN   1.91721                 NaN   6.88412       0.432433        43.5147        41.9157     
  1035.26        500.000                 NaN   5.33572                 NaN            NaN   1.91717                 NaN   6.88409       0.432425        43.5142        41.9164     
  1034.19        500.000                 NaN   5.33560                 NaN            NaN   1.91713                 NaN   6.88406       0.432418        43.5137        41.9171     
  1033.12        500.000                 NaN   5.33548                 NaN            NaN   1.91709                 NaN   6.88403       0.432410        43.5132        41.9178     
  1032.05        500.000                 NaN   5.33536                 NaN            NaN   1.91705                 NaN   6.88401       0.432402        43.5126        41.9185     
  1030.98        500.000                 NaN   5.29299                 NaN            NaN   1.94610                 NaN   6.88376       0.433256        43.5099        41.9339     
  1029.91        500.000                 NaN   5.29287                 NaN            NaN   1.94606                 NaN   6.88373       0.433249        43.5094        41.9347     
  1028.85        500.000                 NaN   5.29275                 NaN            NaN   1.94602                 NaN   6.88371       0.433241        43.5089        41.9354     
  1027.78        500.000                 NaN   5.29263                 NaN            NaN   1.94598                 NaN   6.88368       0.433234        43.5084        41.9361     
  1026.71        500.000                 NaN   5.29251                 NaN            NaN   1.94594                 NaN   6.88365       0.433226        43.5079        41.9368     
  1025.64        500.000                 NaN   5.29239                 NaN            NaN   1.94590                 NaN   6.88363       0.433218        43.5074        41.9375     
  1024.57        500.000                 NaN   5.29228                 NaN            NaN   1.94586                 NaN   6.88360       0.433211        43.5068        41.9382     
  1023.50        500.000                 NaN   5.25280                 NaN            NaN   1.97334                 NaN   6.88372       0.433945        43.5032        41.9530     
  1022.44        500.000                 NaN   5.25268                 NaN            NaN   1.97330                 NaN   6.88370       0.433938        43.5026        41.9537     
  1021.37        500.000                 NaN   5.25256                 NaN            NaN   1.97326                 NaN   6.88367       0.433930        43.5021        41.9545     
  1020.30        500.000                 NaN   5.25245                 NaN            NaN   1.97322                 NaN   6.88364       0.433922        43.5016        41.9552     
  1019.23        500.000                 NaN   5.25233                 NaN            NaN   1.97317                 NaN   6.88361       0.433915        43.5011        41.9559     
  1018.16        500.000                 NaN   5.25221                 NaN            NaN   1.97313                 NaN   6.88359       0.433907        43.5006        41.9566     
  1017.09        500.000                 NaN   5.25209                 NaN            NaN   1.97309                 NaN   6.88356       0.433900        43.5001        41.9573     
  1016.03        500.000                 NaN   5.21598                 NaN            NaN   1.99880                 NaN   6.88416       0.434477        43.4951        41.9715     
  1014.96        500.000                 NaN   5.21586                 NaN            NaN   1.99876                 NaN   6.88413       0.434470        43.4946        41.9722     
  1013.89        500.000                 NaN   5.21574                 NaN            NaN   1.99871                 NaN   6.88410       0.434462        43.4941        41.9729     
  1012.82        500.000                 NaN   5.21563                 NaN            NaN   1.99867                 NaN   6.88408       0.434454        43.4936        41.9736     
  1011.75        500.000                 NaN   5.21551                 NaN            NaN   1.99863                 NaN   6.88405       0.434447        43.4931        41.9743     
  1010.68        500.000                 NaN   5.21539                 NaN            NaN   1.99859                 NaN   6.88402       0.434439        43.4926        41.9750     
  1009.62        500.000                 NaN   5.21528                 NaN            NaN   1.99855                 NaN   6.88400       0.434432        43.4920        41.9757     
  1008.55        500.000                 NaN   5.18144                 NaN            NaN   2.02307                 NaN   6.88491       0.434913        43.4862        41.9895     
  1007.48        500.000                 NaN   5.18132                 NaN            NaN   2.02302                 NaN   6.88488       0.434905        43.4857        41.9902     
  1006.41        500.000                 NaN   5.18121                 NaN            NaN   2.02298                 NaN   6.88485       0.434898        43.4852        41.9909     
  1005.34        500.000                 NaN   5.18109                 NaN            NaN   2.02294                 NaN   6.88483       0.434890        43.4847        41.9916     
  1004.27        500.000                 NaN   5.18098                 NaN            NaN   2.02290                 NaN   6.88480       0.434883        43.4841        41.9923     
  1003.21        500.000                 NaN   5.18086                 NaN            NaN   2.02285                 NaN   6.88477       0.434875        43.4836        41.9930     
  1002.14        500.000                 NaN   5.18075                 NaN            NaN   2.02281                 NaN   6.88475       0.434867        43.4831        41.9937     
  1001.07        500.000                 NaN   5.18063                 NaN            NaN   2.02277                 NaN   6.88472       0.434860        43.4826        41.9944     
