|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3/TIS/TIS_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             ilm            San(TH)        q             
  1183.76        500.000                 NaN   5.04172        6.60306                 NaN            NaN            NaN   7.35195       0.578609        40.9147        39.5100     
  1182.69        500.000                 NaN   4.99119        6.65463                 NaN            NaN            NaN   7.35323       0.578148        40.9127        39.5101     
  1181.62        500.000                 NaN   4.92642        6.72064                 NaN            NaN            NaN   7.35461       0.577632        40.9104        39.5103     
  1180.55        500.000                 NaN   4.87084        6.77731                 NaN            NaN            NaN   7.35594       0.577146        40.9083        39.5104     
  1179.49        500.000                 NaN   4.79944        6.85003                 NaN            NaN            NaN   7.35739       0.576599        40.9059        39.5106     
  1178.42        500.000                 NaN   4.73094        6.91981                 NaN            NaN            NaN   7.35882       0.576058        40.9036        39.5108     
  1177.35        500.000                 NaN   4.66616        6.98581                 NaN            NaN            NaN   7.36023       0.575525        40.9013        39.5109     
  1176.28        500.000                 NaN   4.58291        7.07053                 NaN            NaN            NaN   7.36178       0.574922        40.8987        39.5111     
  1175.21        500.000                 NaN   4.50242        7.15246                 NaN            NaN            NaN   7.36333       0.574324        40.8962        39.5113     
  1174.14        500.000                 NaN   4.42569        7.23057                 NaN            NaN            NaN   7.36485       0.573734        40.8936        39.5115     
  1173.08        500.000                 NaN   8.01291        3.61287       0.667524E-005            NaN            NaN   7.34104       0.584862        40.9408        39.5075     
  1172.01        500.000                 NaN   7.99322        3.63315       0.645987E-005            NaN            NaN   7.34195       0.584580        40.9396        39.5075     
  1170.94        500.000                 NaN   7.97317        3.65380       0.624954E-005            NaN            NaN   7.34286       0.584294        40.9383        39.5076     
  1169.87        500.000                 NaN   7.95273        3.67484       0.604554E-005            NaN            NaN   7.34377       0.584002        40.9370        39.5077     
  1168.80        500.000                 NaN   7.93194        3.69626       0.584692E-005            NaN            NaN   7.34470       0.583704        40.9357        39.5077     
  1167.73        500.000                 NaN   10.2938       0.506371                 NaN  0.569729                 NaN   7.27250       0.621332        41.0690        39.6673     
  1166.67        500.000                 NaN   10.4857                 NaN            NaN  0.771843                 NaN   7.26984       0.637298        41.1218        39.7135     
  1165.60        500.000                 NaN   10.4697                 NaN            NaN  0.781911                 NaN   7.27032       0.638131        41.1244        39.7156     
  1164.53        500.000                 NaN   7.84438        3.78643       0.405574E-005            NaN            NaN   7.34849       0.582466        40.9302        39.5080     
  1163.46        500.000                 NaN   7.82135        3.81014       0.310333E-005            NaN            NaN   7.34946       0.582142        40.9288        39.5081     
  1162.39        500.000                 NaN   7.79783        3.83437       0.774214E-005            NaN            NaN   7.35043       0.581812        40.9274        39.5082     
  1161.32        500.000                 NaN   7.70216        3.93359                 NaN            NaN            NaN   7.35607       0.580197        40.9193        39.5087     
  1160.26        500.000                 NaN   10.3069       0.160166                 NaN  0.781554                 NaN   7.27504       0.638353        41.1243        39.7137     
  1159.19        500.000                 NaN   10.3246       0.133996                 NaN  0.787232                 NaN   7.27451       0.638757        41.1257        39.7152     
  1158.12        500.000                 NaN   7.69841        3.93679                 NaN            NaN            NaN   7.35446       0.580424        40.9214        39.5085     
  1157.05        500.000                 NaN   7.80841        3.82931                 NaN            NaN            NaN   7.35947       0.579238        40.9149        39.5087     
  1155.98        500.000                 NaN   10.2840       0.191418                 NaN  0.776075                 NaN   7.27578       0.637883        41.1226        39.7122     
  1154.91        500.000                 NaN   10.3113       0.151675                 NaN  0.784411                 NaN   7.27495       0.638493        41.1247        39.7144     
  1153.85        500.000                 NaN   7.56671        4.06908                 NaN            NaN            NaN   7.36028       0.579278        40.9163        39.5084     
  1152.78        500.000                 NaN   10.4169       0.344990E-005            NaN  0.815166                 NaN   7.27171       0.640814        41.1329        39.7225     
  1151.71        500.000                 NaN   8.91927        2.13446                 NaN  0.390359                 NaN   7.31815       0.608376        41.0182        39.6111     
  1150.64        500.000                 NaN   10.3848       0.456606E-001            NaN  0.806175                 NaN   7.27271       0.640118        41.1304        39.7201     
  1149.57        500.000                 NaN   10.3984       0.262303E-001            NaN  0.810031                 NaN   7.27229       0.640414        41.1315        39.7212     
  1148.50        500.000                 NaN   7.45886        4.18483                 NaN            NaN            NaN   7.36473       0.576604        40.9054        39.5096     
  1147.44        500.000                 NaN   10.4097       0.101533E-001            NaN  0.813214                 NaN   7.27194       0.640660        41.1324        39.7220     
  1146.37        500.000                 NaN   10.4166       0.336305E-003            NaN  0.815130                 NaN   7.27172       0.640810        41.1329        39.7225     
  1145.30        500.000                 NaN   10.4136       0.469301E-002            NaN  0.814279                 NaN   7.27182       0.640743        41.1326        39.7223     
  1144.23        500.000                 NaN   10.4077       0.128721E-001            NaN  0.812755                 NaN   7.27200       0.640619        41.1322        39.7219     
  1143.16        500.000                 NaN   10.4152       0.245097E-002            NaN  0.814710                 NaN   7.27177       0.640777        41.1328        39.7224     
  1142.09        500.000                 NaN   10.4156       0.183469E-002            NaN  0.814828                 NaN   7.27175       0.640786        41.1328        39.7224     
  1141.02        500.000                 NaN   10.4159       0.139166E-002            NaN  0.814912                 NaN   7.27174       0.640793        41.1328        39.7224     
  1139.96        500.000                 NaN   6.90625        4.82287                 NaN            NaN            NaN   7.43592       0.544490        40.7681        39.5223     
  1138.89        500.000                 NaN   10.4163       0.874922E-003            NaN  0.815009                 NaN   7.27173       0.640801        41.1329        39.7225     
  1137.82        500.000                 NaN   10.4164       0.703367E-003            NaN  0.815041                 NaN   7.27173       0.640803        41.1329        39.7225     
  1136.75        500.000                 NaN   10.4165       0.572675E-003            NaN  0.815060                 NaN   7.27173       0.640805        41.1329        39.7225     
  1135.68        500.000                 NaN   10.4166       0.374650E-003            NaN  0.815100                 NaN   7.27172       0.640808        41.1329        39.7225     
  1134.61        500.000                 NaN   10.4166       0.379122E-003            NaN  0.815101                 NaN   7.27172       0.640808        41.1329        39.7225     
  1133.55        500.000                 NaN   10.4167       0.234139E-003            NaN  0.815126                 NaN   7.27172       0.640810        41.1329        39.7225     
  1132.48        500.000                 NaN   10.4167       0.248334E-003            NaN  0.815122                 NaN   7.27172       0.640810        41.1329        39.7225     
  1131.41        500.000                 NaN   10.4168       0.142270E-003            NaN  0.815142                 NaN   7.27172       0.640812        41.1329        39.7225     
  1130.34        500.000                 NaN   10.4168       0.151829E-003            NaN  0.815141                 NaN   7.27172       0.640812        41.1329        39.7225     
  1129.27        500.000                 NaN   10.4168       0.166294E-003            NaN  0.815139                 NaN   7.27172       0.640811        41.1329        39.7225     
  1128.20        500.000                 NaN   10.4168       0.934652E-004            NaN  0.815151                 NaN   7.27171       0.640812        41.1329        39.7225     
  1127.14        500.000                 NaN   10.4169       0.752107E-004            NaN  0.815154                 NaN   7.27171       0.640813        41.1329        39.7225     
  1126.07        500.000                 NaN   10.4169       0.565946E-004            NaN  0.815157                 NaN   7.27171       0.640813        41.1329        39.7225     
  1125.00        500.000                 NaN   10.4169       0.562332E-004            NaN  0.815157                 NaN   7.27171       0.640813        41.1329        39.7225     
  1123.93        500.000                 NaN   10.4169       0.510972E-004            NaN  0.815158                 NaN   7.27171       0.640813        41.1329        39.7225     
  1122.86        500.000                 NaN   10.4169       0.473539E-004            NaN  0.815159                 NaN   7.27171       0.640813        41.1329        39.7225     
  1121.79        500.000                 NaN   10.4169       0.928189E-005            NaN  0.815164                 NaN   7.27171       0.640813        41.1329        39.7225     
  1120.73        500.000                 NaN   10.4169       0.415924E-004            NaN  0.815160                 NaN   7.27171       0.640813        41.1329        39.7225     
  1119.66        500.000                 NaN   10.4169       0.329599E-004            NaN  0.815160                 NaN   7.27171       0.640813        41.1329        39.7225     
  1118.59        500.000                 NaN   10.4169       0.375421E-004            NaN  0.815160                 NaN   7.27171       0.640813        41.1329        39.7225     
  1117.52        500.000                 NaN   10.4169       0.327963E-004            NaN  0.815161                 NaN   7.27171       0.640813        41.1329        39.7225     
  1116.45        500.000                 NaN   10.4169       0.360807E-004            NaN  0.815161                 NaN   7.27171       0.640813        41.1329        39.7225     
  1115.38        500.000                 NaN   10.4169       0.376774E-004            NaN  0.815161                 NaN   7.27171       0.640813        41.1329        39.7225     
  1114.32        500.000                 NaN   8.67266       0.227512E-004            NaN   2.01162                 NaN   7.18202       0.713919        41.3718        40.0480     
  1113.25        500.000                 NaN   8.67265       0.338637E-004            NaN   2.01162                 NaN   7.18202       0.713919        41.3718        40.0480     
  1112.18        500.000                 NaN   8.57069       0.293989E-004            NaN   2.08268                 NaN   7.17783       0.717814        41.3831        40.0678     
  1111.11        500.000                 NaN   8.57069       0.283174E-004            NaN   2.08268                 NaN   7.17783       0.717814        41.3831        40.0678     
  1110.04        500.000                 NaN   8.47218       0.265317E-004            NaN   2.15131                 NaN   7.17371       0.721606        41.3941        40.0870     
  1108.97        500.000                 NaN   8.47218       0.254686E-004            NaN   2.15131                 NaN   7.17371       0.721606        41.3941        40.0870     
  1107.91        500.000                 NaN   8.37159       0.261051E-004            NaN   2.22119                 NaN   7.16925       0.725594        41.4058        40.1066     
  1106.84        500.000                 NaN   1.38215        10.3929                 NaN            NaN            NaN   7.48627       0.523102        40.6863        39.5293     
  1105.77        500.000                 NaN   8.36670       0.735925E-002            NaN   2.21963                 NaN   7.16942       0.725449        41.4052        40.1062     
  1104.70        500.000                 NaN   10.6236        1.17483                 NaN            NaN            NaN   7.50118       0.515992        40.6513        39.5331     
  1103.63        500.000                 NaN   10.8575       0.944524                 NaN            NaN            NaN   7.50457       0.513709        40.6463        39.5334     
  1102.56        500.000                 NaN  0.529189        11.2715                 NaN            NaN            NaN   7.50605       0.514241        40.6453        39.5336     
  1101.50        500.000                 NaN   11.8104                 NaN            NaN  0.439183E-005            NaN   7.50924       0.510932        40.6355        39.5339     
  1100.43        500.000                 NaN   11.8120                 NaN            NaN  0.535285E-005            NaN   7.51343       0.509169        40.6312        39.5342     
  1099.36        500.000                 NaN   11.7070                 NaN            NaN  0.716156E-001            NaN   7.50806       0.513426        40.6465        39.5534     
  1098.29        500.000                 NaN   11.5760                 NaN            NaN  0.162075                 NaN   7.49871       0.519480        40.6657        39.5780     
  1097.22        500.000                 NaN   11.3721                 NaN            NaN  0.300283                 NaN   7.48564       0.528924        40.6979        39.6151     
  1096.15        500.000                 NaN   10.4546       0.361627E-004            NaN  0.916759                 NaN   7.40967       0.577316        40.8619        39.7796     
  1095.09        500.000                 NaN   9.74481       0.219123E-003            NaN   1.38667                 NaN   7.34874       0.617299        40.9982        39.9041     
  1094.02        500.000                 NaN   9.51089                 NaN            NaN   1.54310                 NaN   7.32983       0.630091        41.0398        39.9463     
  1092.95        500.000                 NaN   9.33752                 NaN            NaN   1.65757                 NaN   7.31469       0.640043        41.0735        39.9767     
  1091.88        500.000                 NaN   9.20615                 NaN            NaN   1.74524                 NaN   7.30456       0.647248        41.0963        40.0005     
  1090.81        500.000                 NaN   9.06701                 NaN            NaN   1.84031                 NaN   7.29287       0.655012        41.1177        40.0271     
  1089.74        500.000                 NaN   9.00589                 NaN            NaN   1.88119                 NaN   7.28893       0.658306        41.1275        40.0382     
  1088.67        500.000                 NaN   8.92628                 NaN            NaN   1.93449                 NaN   7.28249       0.662773        41.1413        40.0527     
  1087.61        500.000                 NaN   8.83745                 NaN            NaN   1.99081                 NaN   7.27380       0.667752        41.1638        40.0664     
  1086.54        500.000                 NaN   8.77649                 NaN            NaN   2.03184                 NaN   7.26898       0.671040        41.1740        40.0776     
  1085.47        500.000                 NaN  0.185074E-002   7.77245                 NaN   2.64023                 NaN   7.14559       0.748063        41.4658        40.2260     
  1084.40        500.000                 NaN   8.64626                 NaN            NaN   2.11845                 NaN   7.25888       0.677881        41.1977        40.1008     
  1083.33        500.000                 NaN   8.59459                 NaN            NaN   2.15266                 NaN   7.25450       0.680804        41.2074        40.1100     
  1082.26        500.000                 NaN   8.54132                 NaN            NaN   2.18826                 NaN   7.25051       0.683664        41.2165        40.1197     
  1081.20        500.000                 NaN   8.61464                 NaN            NaN   2.14257                 NaN   7.25876       0.678377        41.1974        40.1083     
  1080.13        500.000                 NaN   8.56013                 NaN            NaN   2.17899                 NaN   7.25454       0.681346        41.2068        40.1182     
  1079.06        500.000                 NaN   8.40226                 NaN            NaN   2.28210                 NaN   7.24018       0.691444        41.2387        40.1453     
  1077.99        500.000                 NaN   7.65733                 NaN            NaN   2.72314                 NaN   7.14152       0.752266        41.4756        40.2502     
  1076.92        500.000                 NaN   7.60969                 NaN            NaN   2.75788                 NaN   7.14067       0.753614        41.4776        40.2606     
  1075.85        500.000                 NaN   8.29106                 NaN            NaN   2.35689                 NaN   7.23211       0.696797        41.2569        40.1662     
  1074.79        500.000                 NaN   8.25676                 NaN            NaN   2.38018                 NaN   7.22977       0.698530        41.2621        40.1727     
  1073.72        500.000                 NaN   8.21083                 NaN            NaN   2.41025                 NaN   7.22739       0.701163        41.2696        40.1807     
  1072.65        500.000                 NaN   7.54493                 NaN            NaN   2.80863                 NaN   7.14259       0.754150        41.4729        40.2768     
  1071.58        500.000                 NaN   7.50296                 NaN            NaN   2.83362                 NaN   7.13701       0.757495        41.4861        40.2828     
  1070.51        500.000                 NaN   7.50076                 NaN            NaN   2.83493                 NaN   7.13671       0.757674        41.4868        40.2831     
  1069.44        500.000                 NaN   7.50076                 NaN            NaN   2.83493                 NaN   7.13671       0.757674        41.4868        40.2831     
  1068.38        500.000                 NaN   7.50075                 NaN            NaN   2.83493                 NaN   7.13671       0.757674        41.4868        40.2831     
  1067.31        500.000                 NaN   7.50075                 NaN            NaN   2.83493                 NaN   7.13671       0.757674        41.4868        40.2831     
  1066.24        500.000                 NaN   7.50075                 NaN            NaN   2.83493                 NaN   7.13671       0.757674        41.4868        40.2831     
  1065.17        500.000                 NaN   7.40612                 NaN            NaN   2.90287                 NaN   7.13410       0.760854        41.4927        40.3034     
  1064.10        500.000                 NaN   7.40612                 NaN            NaN   2.90287                 NaN   7.13410       0.760854        41.4927        40.3034     
  1063.03        500.000                 NaN   7.40612                 NaN            NaN   2.90287                 NaN   7.13410       0.760854        41.4927        40.3034     
  1061.97        500.000                 NaN   7.40612                 NaN            NaN   2.90287                 NaN   7.13410       0.760854        41.4927        40.3034     
  1060.90        500.000                 NaN   7.40612                 NaN            NaN   2.90287                 NaN   7.13410       0.760854        41.4927        40.3034     
  1059.83        500.000                 NaN   7.40612                 NaN            NaN   2.90287                 NaN   7.13410       0.760854        41.4927        40.3034     
  1058.76        500.000                 NaN   7.31945                 NaN            NaN   2.96560                 NaN   7.13212       0.763624        41.4969        40.3223     
  1057.69        500.000                 NaN   7.31945                 NaN            NaN   2.96560                 NaN   7.13212       0.763624        41.4969        40.3223     
  1056.62        500.000                 NaN   7.31945                 NaN            NaN   2.96560                 NaN   7.13212       0.763624        41.4969        40.3223     
  1055.56        500.000                 NaN   7.31945                 NaN            NaN   2.96560                 NaN   7.13212       0.763624        41.4969        40.3223     
  1054.49        500.000                 NaN   7.31945                 NaN            NaN   2.96560                 NaN   7.13212       0.763624        41.4969        40.3223     
  1053.42        500.000                 NaN   7.31945                 NaN            NaN   2.96560                 NaN   7.13212       0.763624        41.4969        40.3223     
  1052.35        500.000                 NaN   7.23989                 NaN            NaN   3.02369                 NaN   7.13069       0.766030        41.4996        40.3401     
  1051.28        500.000                 NaN   7.23989                 NaN            NaN   3.02369                 NaN   7.13069       0.766030        41.4996        40.3401     
  1050.21        500.000                 NaN   7.23989                 NaN            NaN   3.02369                 NaN   7.13069       0.766030        41.4996        40.3401     
  1049.15        500.000                 NaN   7.23989                 NaN            NaN   3.02369                 NaN   7.13069       0.766030        41.4996        40.3401     
  1048.08        500.000                 NaN   7.23989                 NaN            NaN   3.02369                 NaN   7.13069       0.766030        41.4996        40.3401     
  1047.01        500.000                 NaN   7.23989                 NaN            NaN   3.02369                 NaN   7.13069       0.766030        41.4996        40.3401     
  1045.94        500.000                 NaN   7.23989                 NaN            NaN   3.02369                 NaN   7.13069       0.766030        41.4996        40.3401     
  1044.87        500.000                 NaN   7.16637                 NaN            NaN   3.07783                 NaN   7.12976       0.768126        41.5010        40.3569     
  1043.80        500.000                 NaN   7.16637                 NaN            NaN   3.07783                 NaN   7.12976       0.768126        41.5010        40.3569     
  1042.73        500.000                 NaN   7.16637                 NaN            NaN   3.07783                 NaN   7.12976       0.768126        41.5010        40.3569     
  1041.67        500.000                 NaN   7.16637                 NaN            NaN   3.07783                 NaN   7.12976       0.768126        41.5010        40.3569     
  1040.60        500.000                 NaN   7.16637                 NaN            NaN   3.07783                 NaN   7.12976       0.768126        41.5010        40.3569     
  1039.53        500.000                 NaN   7.16637                 NaN            NaN   3.07783                 NaN   7.12976       0.768126        41.5010        40.3569     
  1038.46        500.000                 NaN   7.16637                 NaN            NaN   3.07783                 NaN   7.12976       0.768126        41.5010        40.3569     
  1037.39        500.000                 NaN   7.09811                 NaN            NaN   3.12857                 NaN   7.12928       0.769940        41.5012        40.3729     
  1036.32        500.000                 NaN   7.09811                 NaN            NaN   3.12857                 NaN   7.12928       0.769940        41.5012        40.3729     
  1035.26        500.000                 NaN   7.09811                 NaN            NaN   3.12857                 NaN   7.12928       0.769940        41.5012        40.3729     
  1034.19        500.000                 NaN   7.09811                 NaN            NaN   3.12857                 NaN   7.12928       0.769940        41.5012        40.3729     
  1033.12        500.000                 NaN   7.09811                 NaN            NaN   3.12857                 NaN   7.12928       0.769940        41.5012        40.3729     
  1032.05        500.000                 NaN   7.09811                 NaN            NaN   3.12857                 NaN   7.12928       0.769940        41.5012        40.3729     
  1030.98        500.000                 NaN   7.03479                 NaN            NaN   3.17614                 NaN   7.12924       0.771494        41.5003        40.3881     
  1029.91        500.000                 NaN   7.03479                 NaN            NaN   3.17614                 NaN   7.12924       0.771494        41.5003        40.3881     
  1028.85        500.000                 NaN   7.03479                 NaN            NaN   3.17614                 NaN   7.12924       0.771494        41.5003        40.3881     
  1027.78        500.000                 NaN   7.03479                 NaN            NaN   3.17614                 NaN   7.12924       0.771494        41.5003        40.3881     
  1026.71        500.000                 NaN   7.03479                 NaN            NaN   3.17614                 NaN   7.12924       0.771494        41.5003        40.3881     
  1025.64        500.000                 NaN   7.03479                 NaN            NaN   3.17614                 NaN   7.12924       0.771494        41.5003        40.3881     
  1024.57        500.000                 NaN   7.03479                 NaN            NaN   3.17614                 NaN   7.12924       0.771494        41.5003        40.3881     
  1023.50        500.000                 NaN   6.97546                 NaN            NaN   3.22115                 NaN   7.12957       0.772834        41.4983        40.4026     
  1022.44        500.000                 NaN   6.97546                 NaN            NaN   3.22115                 NaN   7.12957       0.772834        41.4983        40.4026     
  1021.37        500.000                 NaN   6.97546                 NaN            NaN   3.22115                 NaN   7.12957       0.772834        41.4983        40.4026     
  1020.30        500.000                 NaN   6.97546                 NaN            NaN   3.22115                 NaN   7.12957       0.772834        41.4983        40.4026     
  1019.23        500.000                 NaN   6.97546                 NaN            NaN   3.22115                 NaN   7.12957       0.772834        41.4983        40.4026     
  1018.16        500.000                 NaN   6.97546                 NaN            NaN   3.22115                 NaN   7.12957       0.772834        41.4983        40.4026     
  1017.09        500.000                 NaN   6.97546                 NaN            NaN   3.22115                 NaN   7.12957       0.772834        41.4983        40.4026     
  1016.03        500.000                 NaN   6.92076                 NaN            NaN   3.26326                 NaN   7.13038       0.773894        41.4952        40.4165     
  1014.96        500.000                 NaN   6.92076                 NaN            NaN   3.26326                 NaN   7.13038       0.773894        41.4952        40.4165     
  1013.89        500.000                 NaN   6.92076                 NaN            NaN   3.26326                 NaN   7.13038       0.773894        41.4952        40.4165     
  1012.82        500.000                 NaN   6.92076                 NaN            NaN   3.26326                 NaN   7.13038       0.773894        41.4952        40.4165     
  1011.75        500.000                 NaN   6.92076                 NaN            NaN   3.26326                 NaN   7.13038       0.773894        41.4952        40.4165     
  1010.68        500.000                 NaN   6.92076                 NaN            NaN   3.26326                 NaN   7.13038       0.773894        41.4952        40.4165     
  1009.62        500.000                 NaN   6.92076                 NaN            NaN   3.26326                 NaN   7.13038       0.773894        41.4952        40.4165     
  1008.55        500.000                 NaN   6.86915                 NaN            NaN   3.30344                 NaN   7.13151       0.774782        41.4911        40.4300     
  1007.48        500.000                 NaN   6.86915                 NaN            NaN   3.30344                 NaN   7.13151       0.774782        41.4911        40.4300     
  1006.41        500.000                 NaN   6.86915                 NaN            NaN   3.30344                 NaN   7.13151       0.774782        41.4911        40.4300     
  1005.34        500.000                 NaN   6.86915                 NaN            NaN   3.30344                 NaN   7.13151       0.774782        41.4911        40.4300     
  1004.27        500.000                 NaN   6.86915                 NaN            NaN   3.30344                 NaN   7.13151       0.774782        41.4911        40.4300     
  1003.21        500.000                 NaN   6.86915                 NaN            NaN   3.30344                 NaN   7.13151       0.774782        41.4911        40.4300     
  1002.14        500.000                 NaN   6.86915                 NaN            NaN   3.30344                 NaN   7.13151       0.774782        41.4911        40.4300     
  1001.07        500.000                 NaN   6.86915                 NaN            NaN   3.30344                 NaN   7.13151       0.774782        41.4911        40.4300     
