|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3/TIS/TIS_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             ilm            San(TH)        q             
  1367.52        500.000        99.0059       0.121793       0.408390                 NaN  0.171356                 NaN  0.292541                 NaN            NaN            NaN
  1366.45        500.000        99.0127       0.407951       0.116607                 NaN  0.172103                 NaN  0.290609                 NaN            NaN            NaN
  1365.38        500.000        99.0244       0.404260       0.112357                 NaN  0.171801                 NaN  0.287195                 NaN            NaN            NaN
  1364.31        500.000        99.0205       0.118340       0.405679                 NaN  0.167854                 NaN  0.287632                 NaN            NaN            NaN
  1363.25        500.000        99.0495       0.909569E-001  0.402159                 NaN  0.177143                 NaN  0.280282                 NaN            NaN            NaN
  1362.18        500.000        99.0503       0.399869       0.971662E-001            NaN  0.172981                 NaN  0.279724                 NaN            NaN            NaN
  1361.11        500.000        99.0588       0.943441E-001  0.397766                 NaN  0.172147                 NaN  0.276962                 NaN            NaN            NaN
  1360.04        500.000        99.0689       0.885757E-001  0.395755                 NaN  0.172760                 NaN  0.274001                 NaN            NaN            NaN
  1358.97        500.000        99.0756       0.394818       0.845625E-001            NaN  0.172984                 NaN  0.272050                 NaN            NaN            NaN
  1357.90        500.000        99.0836       0.801345E-001  0.393589                 NaN  0.172998                 NaN  0.269638                 NaN            NaN            NaN
  1356.84        500.000        99.0917       0.392140       0.760232E-001            NaN  0.172890                 NaN  0.267281                 NaN            NaN            NaN
  1355.77        500.000        99.1000       0.389953       0.727201E-001            NaN  0.172616                 NaN  0.264729                 NaN            NaN            NaN
  1354.70        500.000        99.1078       0.388627       0.684821E-001            NaN  0.172647                 NaN  0.262398                 NaN            NaN            NaN
  1353.63        500.000        99.1160       0.648461E-001  0.386700                 NaN  0.172524                 NaN  0.259971                 NaN            NaN            NaN
  1352.56        500.000        99.1234       0.385541       0.605401E-001            NaN  0.172766                 NaN  0.257767                 NaN            NaN            NaN
  1351.49        500.000        99.1314       0.383736       0.577514E-001            NaN  0.171873                 NaN  0.255253                 NaN            NaN            NaN
  1350.43        500.000        99.1386       0.382343       0.540539E-001            NaN  0.171908                 NaN  0.253129                 NaN            NaN            NaN
  1349.36        500.000        99.1459       0.380674       0.511717E-001            NaN  0.171448                 NaN  0.250849                 NaN            NaN            NaN
  1348.29        500.000        99.1533       0.378460       0.485796E-001            NaN  0.171047                 NaN  0.248578                 NaN            NaN            NaN
  1347.22        500.000        99.1454       0.384355                 NaN            NaN  0.213826                 NaN  0.256378                 NaN            NaN            NaN
  1346.15        500.000        99.1827       0.359024       0.983522E-001            NaN  0.125852                 NaN  0.234092                 NaN            NaN            NaN
  1345.08        500.000        99.1741       0.374671       0.397999E-001            NaN  0.169360                 NaN  0.242088                 NaN            NaN            NaN
  1344.02        500.000        99.1793       0.382706E-001  0.373294                 NaN  0.168752                 NaN  0.240394                 NaN            NaN            NaN
  1342.95        500.000        99.1874       0.344664E-001  0.372858                 NaN  0.167645                 NaN  0.237626                 NaN            NaN            NaN
  1341.88        500.000        99.1941       0.371065       0.315135E-001            NaN  0.167575                 NaN  0.235778                 NaN            NaN            NaN
  1340.81        500.000        98.9136       0.510806       0.256817E-001            NaN  0.231245                 NaN  0.318696                 NaN            NaN            NaN
  1339.74        500.000        99.4928       0.229469       0.318682E-001            NaN  0.994320E-001            NaN  0.146417                 NaN            NaN            NaN
  1338.67        500.000        99.2130       0.366808       0.251753E-001            NaN  0.165309                 NaN  0.229721                 NaN            NaN            NaN
  1337.61        500.000        99.2197       0.365775       0.226511E-001            NaN  0.164345                 NaN  0.227548                 NaN            NaN            NaN
  1336.54        500.000        99.2254       0.364023       0.218844E-001            NaN  0.163064                 NaN  0.225612                 NaN            NaN            NaN
  1335.47        500.000        99.2321       0.198947E-001  0.362112                 NaN  0.162370                 NaN  0.223563                 NaN            NaN            NaN
  1334.40        500.000        99.2191       0.312327       0.123700                 NaN  0.121839                 NaN  0.223027                 NaN            NaN            NaN
  1333.33        500.000        99.2513       0.364261                 NaN            NaN  0.166400                 NaN  0.218000                 NaN            NaN            NaN
  1332.26        500.000        99.2521       0.363947                 NaN            NaN  0.166031                 NaN  0.217895                 NaN            NaN            NaN
  1331.19        500.000        99.2577       0.361427                 NaN            NaN  0.164841                 NaN  0.216069                 NaN            NaN            NaN
  1330.13        500.000        99.2599       0.361714                 NaN            NaN  0.163309                 NaN  0.215057                 NaN            NaN            NaN
  1329.06        500.000        99.2703       0.359939                 NaN            NaN  0.158280                 NaN  0.211449                 NaN            NaN            NaN
  1327.99        500.000        99.2698       0.340743       0.331244E-001            NaN  0.146154                 NaN  0.210177                 NaN            NaN            NaN
  1326.92        500.000        99.2746       0.335556E-001  0.339448                 NaN  0.144050                 NaN  0.208357                 NaN            NaN            NaN
  1325.85        500.000        99.2457       0.221281       0.273219                 NaN  0.535824E-001            NaN  0.206229                 NaN            NaN            NaN
  1324.78        500.000        99.2911       0.381325E-002  0.347851                 NaN  0.152854                 NaN  0.204415                 NaN            NaN            NaN
  1323.72        500.000        99.2957       0.346425                 NaN            NaN  0.154692                 NaN  0.203201                 NaN            NaN            NaN
  1322.65        500.000        99.3004       0.346238                 NaN            NaN  0.151863                 NaN  0.201466                 NaN            NaN            NaN
  1321.58        500.000        99.3053       0.345694                 NaN            NaN  0.149382                 NaN  0.199653                 NaN            NaN            NaN
  1320.51        500.000        99.3095       0.343832                 NaN            NaN  0.148441                 NaN  0.198220                 NaN            NaN            NaN
  1319.44        500.000        99.3114       0.340616       0.853277E-002            NaN  0.142303                 NaN  0.197118                 NaN            NaN            NaN
  1318.37        500.000        99.3216       0.338702                 NaN            NaN  0.145621                 NaN  0.194085                 NaN            NaN            NaN
  1317.31        500.000        99.3242       0.339931                 NaN            NaN  0.142832                 NaN  0.193003                 NaN            NaN            NaN
  1316.24        500.000        99.3293       0.339223                 NaN            NaN  0.140106                 NaN  0.191414                 NaN            NaN            NaN
  1315.17        500.000        99.3334       0.338088                 NaN            NaN  0.138787                 NaN  0.189766                 NaN            NaN            NaN
  1314.10        500.000        99.3371       0.338108                 NaN            NaN  0.136311                 NaN  0.188504                 NaN            NaN            NaN
  1313.03        500.000        99.3437       0.332708                 NaN            NaN  0.137096                 NaN  0.186520                 NaN            NaN            NaN
  1311.96        500.000        99.3476       0.332239                 NaN            NaN  0.135116                 NaN  0.185054                 NaN            NaN            NaN
  1310.90        500.000        99.3466       0.337805                 NaN            NaN  0.130827                 NaN  0.184729                 NaN            NaN            NaN
  1309.83        500.000        99.3569       0.331569                 NaN            NaN  0.130090                 NaN  0.181409                 NaN            NaN            NaN
  1308.76        500.000        99.3600       0.331057                 NaN            NaN  0.128383                 NaN  0.180565                 NaN            NaN            NaN
  1307.69        500.000        99.3572       0.518110E-001  0.303259                 NaN  0.108446                 NaN  0.179238                 NaN            NaN            NaN
  1306.62        500.000        99.3686       0.328256                 NaN            NaN  0.125529                 NaN  0.177595                 NaN            NaN            NaN
  1305.55        500.000        99.3732       0.326196                 NaN            NaN  0.124466                 NaN  0.176159                 NaN            NaN            NaN
  1304.49        500.000        99.3765       0.327897                 NaN            NaN  0.120840                 NaN  0.174722                 NaN            NaN            NaN
  1303.42        500.000        99.3803       0.199248E-002  0.325699                 NaN  0.118627                 NaN  0.173372                 NaN            NaN            NaN
  1302.35        500.000        99.3840       0.326920                 NaN            NaN  0.116858                 NaN  0.172190                 NaN            NaN            NaN
  1301.28        500.000        99.3879       0.321242                 NaN            NaN  0.119789                 NaN  0.171107                 NaN            NaN            NaN
  1300.21        500.000        99.3938       0.325748                 NaN            NaN  0.112007                 NaN  0.168443                 NaN            NaN            NaN
  1299.14        500.000        99.3960       0.324615                 NaN            NaN  0.111509                 NaN  0.167920                 NaN            NaN            NaN
  1298.08        500.000        99.4003       0.303775                 NaN            NaN  0.126612                 NaN  0.169340                 NaN            NaN            NaN
  1297.01        500.000        99.4013       0.264953       0.955110E-001            NaN  0.759970E-001            NaN  0.162191                 NaN            NaN            NaN
  1295.94        500.000        99.4022       0.302089       0.371086E-001            NaN  0.942475E-001            NaN  0.164377                 NaN            NaN            NaN
  1294.87        500.000        99.4051       0.393359E-001  0.300824                 NaN  0.915461E-001            NaN  0.163202                 NaN            NaN            NaN
  1293.80        500.000        99.4086       0.412794E-001  0.298665                 NaN  0.894133E-001            NaN  0.162026                 NaN            NaN            NaN
  1292.73        500.000        99.4116       0.296653       0.442943E-001            NaN  0.865730E-001            NaN  0.160844                 NaN            NaN            NaN
  1291.67        500.000        99.4143       0.476248E-001  0.294646                 NaN  0.836594E-001            NaN  0.159769                 NaN            NaN            NaN
  1290.60        500.000        99.4139       0.267911       0.877515E-001            NaN  0.715348E-001            NaN  0.158928                 NaN            NaN            NaN
  1289.53        500.000        99.4240       0.148778E-001  0.315983                 NaN  0.879207E-001            NaN  0.157226                 NaN            NaN            NaN
  1288.46        500.000        99.4224       0.287551       0.579285E-001            NaN  0.754186E-001            NaN  0.156721                 NaN            NaN            NaN
  1287.39        500.000        99.4169       0.145435       0.228577                 NaN  0.526370E-001            NaN  0.156428                 NaN            NaN            NaN
  1286.32        500.000        99.4350       0.323992                 NaN            NaN  0.872760E-001            NaN  0.153723                 NaN            NaN            NaN
  1285.26        500.000        99.4306       0.278887       0.702265E-001            NaN  0.666699E-001            NaN  0.153568                 NaN            NaN            NaN
  1284.19        500.000        99.4327       0.268364       0.854241E-001            NaN  0.609577E-001            NaN  0.152563                 NaN            NaN            NaN
  1283.12        500.000        99.4354       0.607837E-001  0.287065                 NaN  0.646375E-001            NaN  0.152112                 NaN            NaN            NaN
  1282.05        500.000        99.4383       0.271351       0.824797E-001            NaN  0.572728E-001            NaN  0.150572                 NaN            NaN            NaN
  1280.98        500.000        99.4400       0.266307       0.896437E-001            NaN  0.541240E-001            NaN  0.149939                 NaN            NaN            NaN
  1279.91        500.000        99.4420       0.259788       0.981937E-001            NaN  0.508447E-001            NaN  0.149185                 NaN            NaN            NaN
  1278.84        500.000        99.4438       0.278397       0.772662E-001            NaN  0.509320E-001            NaN  0.148599       0.104537E-002            NaN            NaN
  1277.78        500.000        99.4312       0.342008                 NaN            NaN  0.588400E-001            NaN  0.151437       0.165088E-001            NaN            NaN
  1276.71        500.000        97.8386       0.745895                 NaN            NaN  0.800190E-001            NaN  0.332478       0.793295E-001  0.923687                 NaN
  1275.64        500.000        92.0665        2.23293                 NaN            NaN  0.159353                 NaN  0.981091       0.256856        4.30322                 NaN
  1274.57        500.000        92.6787        2.09138                 NaN            NaN  0.131710                 NaN  0.909147       0.234264        3.95483                 NaN
  1273.50        500.000        93.1984        1.93905                 NaN            NaN  0.134531                 NaN  0.847458       0.217143        3.66337                 NaN
  1272.43        500.000        93.6491        1.84666                 NaN            NaN  0.104434                 NaN  0.794008       0.199908        3.40586                 NaN
  1271.37        500.000        94.0486        1.75249                 NaN            NaN  0.863187E-001            NaN  0.746654       0.185350        3.18062                 NaN
  1270.30        500.000        94.4104        1.65046                 NaN            NaN  0.826675E-001            NaN  0.703299       0.173273        2.97987                 NaN
  1269.23        500.000        94.7158        1.55447                 NaN            NaN  0.894818E-001            NaN  0.666445       0.163531        2.81024                 NaN
  1268.16        500.000        94.9986        1.47761                 NaN            NaN  0.844573E-001            NaN  0.632281       0.153858        2.65321                 NaN
  1267.09        500.000        95.2489        1.40111                 NaN            NaN  0.872046E-001            NaN  0.601866       0.145791        2.51509                 NaN
  1266.02        500.000        95.4805        1.34870                 NaN            NaN  0.737382E-001            NaN  0.573912       0.137174        2.38594                 NaN
  1264.96        500.000        95.6860        1.29179                 NaN            NaN  0.707105E-001            NaN  0.548786       0.130206        2.27247                 NaN
  1263.89        500.000        95.8807        1.23465                 NaN            NaN  0.700710E-001            NaN  0.524821       0.123738        2.16605                 NaN
  1262.82        500.000        96.0528        1.19450                 NaN            NaN  0.606490E-001            NaN  0.503748       0.117382        2.07089                 NaN
  1261.75        500.000        96.2131        1.14244                 NaN            NaN  0.643931E-001            NaN  0.483749       0.112308        1.98401                 NaN
  1260.68        500.000        96.3620        1.09982                 NaN            NaN  0.626815E-001            NaN  0.465166       0.107268        1.90308                 NaN
  1259.61        500.000        96.4972        1.05527                 NaN            NaN  0.661858E-001            NaN  0.448197       0.102949        1.83020                 NaN
  1258.55        500.000        96.6299        1.02657                 NaN            NaN  0.563352E-001            NaN  0.431628       0.979229E-001   1.75765                 NaN
  1257.48        500.000        96.7463       0.991822                 NaN            NaN  0.562446E-001            NaN  0.416898       0.939731E-001   1.69480                 NaN
  1256.41        500.000        96.8617       0.964494                 NaN            NaN  0.491738E-001            NaN  0.402370       0.897155E-001   1.63253                 NaN
  1255.34        500.000        96.9621       0.931674                 NaN            NaN  0.518333E-001            NaN  0.389387       0.864310E-001   1.57853                 NaN
  1254.27        500.000        97.0615       0.904144                 NaN            NaN  0.492295E-001            NaN  0.376683       0.829330E-001   1.52554                 NaN
  1253.20        500.000        97.1552       0.877433                 NaN            NaN  0.477281E-001            NaN  0.364598       0.796672E-001   1.47539                 NaN
  1252.14        500.000        97.2424       0.847978                 NaN            NaN  0.460972E-001            NaN  0.353814       0.769129E-001   1.43278                 NaN
  1251.07        500.000        97.3257       0.836633                 NaN            NaN  0.415838E-001            NaN  0.341995       0.732034E-001   1.38093                 NaN
  1250.00        500.000        97.4057       0.823361                 NaN            NaN  0.265266E-001            NaN  0.332387       0.700160E-001   1.34198                 NaN
  1248.93        500.000        97.4804       0.781533                 NaN            NaN  0.446633E-001            NaN  0.322169       0.682607E-001   1.30296                 NaN
  1247.86        500.000        97.5440       0.771207                 NaN            NaN  0.367704E-001            NaN  0.313670       0.656895E-001   1.26871                 NaN
  1246.79        500.000        97.6122       0.746998                 NaN            NaN  0.394691E-001            NaN  0.304554       0.634600E-001   1.23328                 NaN
  1245.73        500.000        97.6781       0.730257                 NaN            NaN  0.358221E-001            NaN  0.295929       0.610055E-001   1.19889                 NaN
  1244.66        500.000        97.7397       0.716307                 NaN            NaN  0.317148E-001            NaN  0.287606       0.586084E-001   1.16610                 NaN
  1243.59        500.000        97.7946       0.695873                 NaN            NaN  0.346773E-001            NaN  0.280164       0.568926E-001   1.13775                 NaN
  1242.52        500.000        97.8522       0.684597                 NaN            NaN  0.285466E-001            NaN  0.272601       0.545442E-001   1.10747                 NaN
  1241.45        500.000        97.9057       0.673315                 NaN            NaN  0.243275E-001            NaN  0.265297       0.523902E-001   1.07896                 NaN
  1240.38        500.000        97.9560       0.657890                 NaN            NaN  0.238548E-001            NaN  0.258344       0.506403E-001   1.05325                 NaN
  1239.32        500.000        98.0051       0.644188                 NaN            NaN  0.224675E-001            NaN  0.251669       0.488295E-001   1.02779                 NaN
  1238.25        500.000        98.0510       0.635702                 NaN            NaN  0.177613E-001            NaN  0.245444       0.469344E-001   1.00316                 NaN
  1237.18        500.000        98.0977       0.627224                 NaN            NaN  0.119109E-001            NaN  0.239050       0.450522E-001  0.979067                 NaN
  1236.11        500.000        98.1404       0.613751                 NaN            NaN  0.125498E-001            NaN  0.233319       0.434662E-001  0.956498                 NaN
  1235.04        500.000        98.1827       0.609888                 NaN            NaN  0.399400E-002            NaN  0.227582       0.415810E-001  0.934266                 NaN
  1233.97        500.000        98.2217       0.597922                 NaN            NaN  0.408548E-002            NaN  0.222037       0.401831E-001  0.914047                 NaN
  1232.90        500.000        98.2595       0.589205                 NaN            NaN  0.150626E-002            NaN  0.216725       0.386765E-001  0.894341                 NaN
  1231.84        500.000        98.2979       0.578656                 NaN            NaN            NaN            NaN  0.211401       0.373381E-001  0.874746                 NaN
  1230.77        500.000        98.3338       0.567502                 NaN            NaN            NaN            NaN  0.207100       0.356788E-001  0.855914                 NaN
  1229.70        500.000        98.3757       0.548896                 NaN            NaN            NaN            NaN  0.200787       0.351692E-001  0.839496                 NaN
  1228.63        500.000        98.3994       0.551917                 NaN            NaN            NaN            NaN  0.198530       0.325292E-001  0.817670                 NaN
  1227.56        500.000        98.4403       0.533183                 NaN            NaN            NaN            NaN  0.192603       0.319759E-001  0.801925                 NaN
  1226.49        500.000        98.4734       0.520483                 NaN            NaN  0.157430E-002            NaN  0.188673       0.306042E-001  0.785306                 NaN
  1225.43        500.000        98.5058       0.511541                 NaN            NaN            NaN            NaN  0.184444       0.293644E-001  0.768817                 NaN
  1224.36        500.000        98.5400       0.498993                 NaN            NaN            NaN            NaN  0.178404       0.288958E-001  0.753667                 NaN
  1223.29        500.000        98.5696       0.489850                 NaN            NaN            NaN            NaN  0.174699       0.277876E-001  0.738023                 NaN
  1222.22        500.000        98.6067       0.475200                 NaN            NaN            NaN            NaN  0.168959       0.271886E-001  0.721978                 NaN
  1221.15        500.000        98.6353       0.466053                 NaN            NaN            NaN            NaN  0.165533       0.258804E-001  0.707194                 NaN
  1220.08        500.000        98.6530       0.462543                 NaN            NaN            NaN            NaN  0.162937       0.250378E-001  0.696521                 NaN
  1219.02        500.000        98.6860       0.450356                 NaN            NaN            NaN            NaN  0.158372       0.241519E-001  0.681106                 NaN
  1217.95        500.000        98.7138       0.440202                 NaN            NaN            NaN            NaN  0.155021       0.231032E-001  0.667835                 NaN
  1216.88        500.000        98.7400       0.431224                 NaN            NaN            NaN            NaN  0.151096       0.225206E-001  0.655168                 NaN
  1215.81        500.000        92.2157        1.39914                 NaN            NaN            NaN            NaN  0.686339       0.656819E-001   2.98470        2.64845     
  1214.74        500.000        81.0740        3.08740                 NaN            NaN            NaN            NaN   1.59865       0.136240        6.93275        7.17092     
  1213.67        500.000        80.6450        3.10996                 NaN            NaN  0.221095E-001            NaN   1.63269       0.137679        7.08271        7.36989     
  1212.61        500.000        71.8087        4.38930                 NaN            NaN  0.200802                 NaN   2.41653       0.196054        10.4961        10.4925     
  1211.54        500.000        98.7371       0.168228                 NaN            NaN  0.149883E-001            NaN  0.407567E-001  0.629952E-002  0.207106       0.825548     
  1210.47        500.000        71.2824        2.75883        1.16832                 NaN  0.530033                 NaN   2.39072       0.214979        10.4806        11.1742     
  1209.40        500.000        99.6457       0.151959       0.386909E-001            NaN            NaN            NaN  0.216386E-001  0.297936E-002  0.139028                 NaN
  1208.33        500.000        97.1873       0.489671                 NaN            NaN  0.378027E-001            NaN  0.256813       0.245262E-001   1.12034       0.883509     
  1207.26        500.000        88.3447        2.01155                 NaN            NaN            NaN            NaN  0.993267       0.672904E-001   4.22629        4.35691     
  1206.20        500.000        89.9637        1.63605                 NaN            NaN            NaN            NaN  0.846752       0.639571E-001   3.67962        3.80994     
  1205.13        500.000        90.5446       0.553035       0.912926                 NaN            NaN            NaN  0.783539       0.657403E-001   3.49940        3.64079     
  1204.06        500.000        90.5152        1.60410                 NaN            NaN            NaN            NaN  0.795536       0.578124E-001   3.46232        3.56503     
  1202.99        500.000        73.0810        3.18299                 NaN            NaN  0.775302                 NaN   2.21312       0.211148        10.0905        10.4459     
  1201.92        500.000        99.8761                 NaN            NaN            NaN  0.298368E-001            NaN  0.105619E-001  0.163530E-001            NaN  0.671119E-001
  1200.85        500.000        99.5805                 NaN            NaN            NaN  0.695431E-004            NaN  0.390448E-001  0.120886E-001  0.224378       0.143945     
  1199.79        500.000        87.9193        1.98189                 NaN            NaN            NaN            NaN   1.01436       0.413710E-001   4.44784        4.59521     
  1198.72        500.000        99.9882       0.146485E-002  0.293876E-003            NaN            NaN            NaN  0.906252E-003  0.109521E-003  0.453578E-002  0.451903E-002
  1197.65        500.000       100.0000       0.264506E-005            NaN            NaN  0.440638E-005            NaN  0.396066E-005            NaN  0.169926E-004  0.171547E-004
  1196.58        500.000        89.5380        1.57377                 NaN            NaN            NaN            NaN  0.860628       0.618233E-001   3.93972        4.02606     
  1195.51        500.000        91.9996        1.25492                 NaN            NaN  0.399467E-004            NaN  0.669336       0.394468E-001   2.99385        3.04282     
  1194.44        500.000        92.6436       0.117749E-002  0.779277       0.262700       0.295333E-005            NaN  0.574646       0.532224E-001   2.83091        2.85448     
  1193.38        500.000        90.8193        1.35748                 NaN            NaN            NaN            NaN  0.738965       0.507076E-001   3.50461        3.52897     
  1192.31        500.000        89.8073        1.26031                 NaN            NaN            NaN            NaN  0.767204       0.774654E-001   3.99365        4.09408     
  1191.24        500.000        86.8532       0.945043       0.939619                 NaN            NaN            NaN   1.05204       0.602358E-001   5.18084        4.96898     
  1190.17        500.000        68.0480        1.96544        1.96975                 NaN            NaN            NaN   2.40472       0.183736        12.9046        12.5238     
  1189.10        500.000                 NaN   5.28859        6.35110                 NaN            NaN            NaN   7.34568       0.580838        40.9245        39.5093     
  1188.03        500.000                 NaN   5.24332        6.39733                 NaN            NaN            NaN   7.34690       0.580414        40.9226        39.5095     
  1186.96        500.000                 NaN   5.19602        6.44562                 NaN            NaN            NaN   7.34813       0.579979        40.9207        39.5096     
  1185.90        500.000                 NaN   5.14680        6.49586                 NaN            NaN            NaN   7.34938       0.579534        40.9187        39.5097     
  1184.83        500.000                 NaN   5.09547        6.54824                 NaN            NaN            NaN   7.35065       0.579077        40.9167        39.5098     
