|6.6.6
Archiving\03_Data\DfracLP/QFM_m3.75/T13/T13_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1706.77        500.000        99.3164                 NaN            NaN  0.674276       0.931469E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.9544                 NaN            NaN  0.449241E-001  0.631817E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        98.6516                 NaN            NaN   1.33010       0.182666E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.2916                 NaN            NaN  0.698786       0.957452E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3090                 NaN            NaN  0.681794       0.924004E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.2938                 NaN            NaN  0.696799       0.943879E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.2941                 NaN            NaN  0.696504       0.938408E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.1682                 NaN            NaN  0.820811       0.110385E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.4160                 NaN            NaN  0.576300       0.769917E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.4582                 NaN            NaN  0.534674       0.716417E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.1038                 NaN            NaN  0.884393       0.117600E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2830                 NaN            NaN  0.707602       0.937937E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2815                 NaN            NaN  0.709122       0.937390E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.2792                 NaN            NaN  0.711391       0.936336E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.2794                 NaN            NaN  0.711213       0.934379E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2742                 NaN            NaN  0.716388       0.942187E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2813                 NaN            NaN  0.709417       0.928434E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2762                 NaN            NaN  0.714411       0.935010E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2793                 NaN            NaN  0.711413       0.929494E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2774                 NaN            NaN  0.713304       0.932925E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2785                 NaN            NaN  0.712247       0.929315E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2791                 NaN            NaN  0.711650       0.929449E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2801                 NaN            NaN  0.710589       0.926383E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2815                 NaN            NaN  0.709238       0.925508E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2825                 NaN            NaN  0.708232       0.924070E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2842                 NaN            NaN  0.706551       0.922618E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2856                 NaN            NaN  0.705220       0.922309E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2893                 NaN            NaN  0.701537       0.917433E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2925                 NaN            NaN  0.698305       0.914624E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2938                 NaN            NaN  0.697084       0.914269E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2967                 NaN            NaN  0.694138       0.911417E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2991                 NaN            NaN  0.691777       0.910132E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3044                 NaN            NaN  0.686577       0.904704E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.3063                 NaN            NaN  0.684658       0.905280E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3114                 NaN            NaN  0.679579       0.899198E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3141                 NaN            NaN  0.676938       0.898066E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2705                 NaN            NaN  0.719931       0.960164E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3705                 NaN            NaN  0.621195       0.827996E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3283                 NaN            NaN  0.662825       0.885764E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3287                 NaN            NaN  0.662436       0.887413E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.3075                 NaN            NaN  0.683298       0.919492E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.5717                 NaN            NaN  0.422649       0.569633E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.1493                 NaN            NaN  0.839300       0.113656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3506                 NaN            NaN  0.640694       0.870985E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.1848                 NaN            NaN  0.803904       0.112897E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.5343                 NaN            NaN  0.459777       0.590092E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.3683                 NaN            NaN  0.623164       0.857415E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.3740                 NaN            NaN  0.617492       0.852973E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.0959                 NaN            NaN  0.385275       0.142002E-002  0.517428                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.7374                 NaN            NaN  0.844628E-001            NaN   1.17814                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.7370                 NaN            NaN  0.798174E-001            NaN   1.18322                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.8000                 NaN            NaN  0.828151E-001            NaN   1.11715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.7000                 NaN            NaN  0.863361E-001            NaN   1.21368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.9202                 NaN            NaN  0.687408E-001            NaN   1.01105                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.8387                 NaN            NaN  0.740304E-001            NaN   1.08731                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.8611                 NaN            NaN  0.750719E-001            NaN   1.06381                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.8759                 NaN            NaN  0.697252E-001            NaN   1.05436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.8945                 NaN            NaN  0.665378E-001            NaN   1.03897                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.9096                 NaN            NaN  0.644360E-001            NaN   1.02592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.9209                 NaN            NaN  0.604756E-001            NaN   1.01861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.9476                 NaN            NaN  0.611545E-001            NaN  0.991237                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.9640                 NaN            NaN  0.607310E-001            NaN  0.975248                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.9749                 NaN            NaN  0.573136E-001            NaN  0.967820                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9853                 NaN            NaN  0.564571E-001            NaN  0.958292                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.0130                 NaN            NaN  0.551271E-001            NaN  0.931852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.0173                 NaN            NaN  0.493719E-001            NaN  0.933375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.0344                 NaN            NaN  0.502929E-001            NaN  0.915354                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.0465                 NaN            NaN  0.474487E-001            NaN  0.906096                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.0585                 NaN            NaN  0.440452E-001            NaN  0.897457                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.0696                 NaN            NaN  0.430294E-001            NaN  0.887374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0854                 NaN            NaN  0.426403E-001            NaN  0.871998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0974                 NaN            NaN  0.392976E-001            NaN  0.863289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.1012                 NaN            NaN  0.317275E-001            NaN  0.867032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.1209                 NaN            NaN  0.340791E-001            NaN  0.845006                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.1316                 NaN            NaN  0.367105E-001            NaN  0.831723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.1411                 NaN            NaN  0.328311E-001            NaN  0.826078                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.1515                 NaN            NaN  0.305901E-001            NaN  0.817955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.1629                 NaN            NaN  0.317159E-001            NaN  0.805346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1713                 NaN            NaN  0.262702E-001            NaN  0.802439                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1809                 NaN            NaN  0.254828E-001            NaN  0.793638                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1881                 NaN            NaN  0.206572E-001            NaN  0.791235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
