|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.75/KHA22/KHA22_1.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1511.41        500.000                 NaN   99.5057       0.494349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.02        500.000                 NaN   99.5138       0.485110       0.112444E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.63        500.000                 NaN   99.5138       0.486130       0.285543E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.24        500.000                 NaN   99.5203       0.460667       0.189975E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.85        500.000                 NaN   99.5215       0.478343       0.183086E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.46        500.000                 NaN   99.4249       0.477114       0.980016E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.07        500.000                 NaN   99.6478       0.352191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.68        500.000                 NaN   99.5321       0.467660       0.233450E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.29        500.000                 NaN   99.5344       0.465045       0.566409E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.90        500.000                 NaN   99.5365       0.463514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.51        500.000                 NaN   99.5402       0.459800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.12        500.000                 NaN   99.5413       0.458484       0.225379E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.73        500.000                 NaN   99.5457       0.453794       0.530852E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.34        500.000                 NaN   99.5496       0.449470       0.908123E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.95        500.000                 NaN   99.5506       0.449431                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.56        500.000                 NaN   99.5546       0.445437                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.17        500.000                 NaN   99.5572       0.442848                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.78        500.000                 NaN   99.4257       0.574275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.39        500.000                 NaN   99.7452       0.254756                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.01        500.000                 NaN   99.5145       0.485539       0.982556E-006            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.62        500.000                 NaN   99.5664       0.433576                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.23        500.000                 NaN   99.5696       0.430359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.84        500.000                 NaN   99.5716       0.428422                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.45        500.000                 NaN   99.5757       0.424059       0.275291E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.06        500.000                 NaN   99.5762       0.423785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.67        500.000                 NaN   99.3554       0.258524       0.389845E-001            NaN  0.347126                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.28        500.000                 NaN   99.6766       0.240593E-001            NaN            NaN  0.299294                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.89        500.000                 NaN   99.4751       0.601900E-001            NaN            NaN  0.464666                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.50        500.000                 NaN   99.4888                 NaN            NaN            NaN  0.511162                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.11        500.000                 NaN   99.4846       0.152350E-001            NaN            NaN  0.500213                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.72        500.000                 NaN   99.4857       0.184396E-001            NaN            NaN  0.495868                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.33        500.000                 NaN   99.4872       0.157081E-001            NaN            NaN  0.497129                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.94        500.000                 NaN   99.4882       0.128268E-001            NaN            NaN  0.498967                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.55        500.000                 NaN   99.4897       0.992731E-002            NaN            NaN  0.500415                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.16        500.000                 NaN   99.4903       0.561737E-002            NaN            NaN  0.504043                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.77        500.000                 NaN   99.4900       0.223232E-002            NaN            NaN  0.507797                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.38        500.000                 NaN   99.4904                 NaN            NaN            NaN  0.509620                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.99        500.000                 NaN   99.3873       0.226928E-001            NaN            NaN  0.589966                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.60        500.000                 NaN   99.5951       0.209547E-001            NaN            NaN  0.383942                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.21        500.000                 NaN   99.4892                 NaN            NaN            NaN  0.510754                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.82        500.000                 NaN   99.0333       0.193975E-001            NaN            NaN  0.947352                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.43        500.000                 NaN   99.8584                 NaN            NaN            NaN  0.141557                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.04        500.000                 NaN   99.3637                 NaN            NaN            NaN  0.290532       0.345731                 NaN            NaN            NaN            NaN            NaN
  1451.65        500.000                 NaN   99.2048       0.185356                 NaN            NaN  0.141353       0.468475                 NaN            NaN            NaN            NaN            NaN
  1450.26        500.000                 NaN   99.2175                 NaN            NaN            NaN  0.334991       0.447467                 NaN            NaN            NaN            NaN            NaN
  1448.87        500.000                 NaN   99.2191                 NaN            NaN            NaN  0.331542       0.449348                 NaN            NaN            NaN            NaN            NaN
  1447.48        500.000                 NaN   99.2267                 NaN            NaN            NaN  0.327544       0.445711                 NaN            NaN            NaN            NaN            NaN
  1446.09        500.000                 NaN   97.5173       0.466153E-001            NaN            NaN  0.996803        1.43930                 NaN            NaN            NaN            NaN            NaN
  1444.70        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.31        500.000                 NaN   99.8577                 NaN            NaN            NaN  0.826031E-001  0.596612E-001            NaN            NaN            NaN            NaN            NaN
  1441.92        500.000                 NaN   99.8375                 NaN            NaN            NaN  0.937895E-001  0.687041E-001            NaN            NaN            NaN            NaN            NaN
  1440.53        500.000                 NaN   99.0756                 NaN            NaN            NaN  0.389886       0.534500                 NaN            NaN            NaN            NaN            NaN
  1439.14        500.000                 NaN   99.2688                 NaN            NaN            NaN  0.422417       0.308754                 NaN            NaN            NaN            NaN            NaN
  1437.76        500.000                 NaN   99.2743                 NaN            NaN            NaN  0.305852       0.419850                 NaN            NaN            NaN            NaN            NaN
  1436.37        500.000                 NaN   99.2819                 NaN            NaN            NaN  0.302115       0.415937                 NaN            NaN            NaN            NaN            NaN
  1434.98        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.59        500.000                 NaN   98.5837                 NaN            NaN            NaN  0.595361       0.820983                 NaN            NaN            NaN            NaN            NaN
  1432.20        500.000                 NaN   99.3013                 NaN            NaN            NaN  0.293008       0.405718                 NaN            NaN            NaN            NaN            NaN
  1430.81        500.000                 NaN   99.3074                 NaN            NaN            NaN  0.401977       0.290618                 NaN            NaN            NaN            NaN            NaN
  1429.42        500.000                 NaN   99.3129       0.797053E-002            NaN            NaN  0.399219       0.279877                 NaN            NaN            NaN            NaN            NaN
  1428.03        500.000                 NaN   99.3184                 NaN            NaN            NaN  0.396032       0.285540                 NaN            NaN            NaN            NaN            NaN
  1426.64        500.000                 NaN   99.3249                 NaN            NaN            NaN  0.282440       0.392703                 NaN            NaN            NaN            NaN            NaN
  1425.25        500.000                 NaN   99.4087       0.179230E-001            NaN            NaN  0.229178       0.344165                 NaN            NaN            NaN            NaN            NaN
  1423.86        500.000                 NaN   99.2590       0.445765E-001            NaN            NaN  0.432216       0.264166                 NaN            NaN            NaN            NaN            NaN
  1422.47        500.000                 NaN   99.1260                 NaN            NaN            NaN  0.405680       0.370871                 NaN  0.974380E-001            NaN            NaN            NaN
  1421.08        500.000                 NaN   98.2407                 NaN            NaN            NaN  0.766318       0.490694                 NaN  0.502307                 NaN            NaN            NaN
  1419.69        500.000                 NaN   98.2757                 NaN            NaN            NaN  0.480486       0.751327                 NaN  0.492521                 NaN            NaN            NaN
  1418.30        500.000                 NaN   98.3080                 NaN            NaN            NaN  0.471316       0.737198                 NaN  0.483516                 NaN            NaN            NaN
  1416.91        500.000                 NaN   98.3398                 NaN            NaN            NaN  0.462139       0.723482                 NaN  0.474588                 NaN            NaN            NaN
  1415.52        500.000                 NaN   98.3697                 NaN            NaN            NaN  0.710910       0.453290                 NaN  0.466072                 NaN            NaN            NaN
  1414.13        500.000                 NaN   98.4029                 NaN            NaN            NaN  0.444197       0.696059                 NaN  0.456810                 NaN            NaN            NaN
  1412.74        500.000                 NaN   98.4312                 NaN            NaN            NaN  0.435785       0.684189                 NaN  0.448802                 NaN            NaN            NaN
  1411.35        500.000                 NaN   98.4600                 NaN            NaN            NaN  0.671710       0.427428                 NaN  0.440863                 NaN            NaN            NaN
  1409.96        500.000                 NaN   98.4889                 NaN            NaN            NaN  0.659467       0.418996                 NaN  0.432658                 NaN            NaN            NaN
  1408.57        500.000                 NaN   98.5145                 NaN            NaN            NaN  0.411956       0.648350                 NaN  0.425216                 NaN            NaN            NaN
  1407.18        500.000                 NaN   98.5400                 NaN            NaN            NaN  0.404490       0.637116                 NaN  0.418376                 NaN            NaN            NaN
  1405.79        500.000                 NaN   98.5671                 NaN            NaN            NaN  0.396482       0.625868                 NaN  0.410561                 NaN            NaN            NaN
  1404.40        500.000                 NaN   98.5895                 NaN            NaN            NaN  0.389797       0.616364                 NaN  0.404343                 NaN            NaN            NaN
  1403.01        500.000                 NaN   98.6113                 NaN            NaN            NaN  0.606373       0.384109                 NaN  0.398191                 NaN            NaN            NaN
  1401.62        500.000                 NaN   98.6364                 NaN            NaN            NaN  0.596581       0.376063                 NaN  0.390960                 NaN            NaN            NaN
  1400.23        500.000                 NaN   98.6614                 NaN            NaN            NaN  0.368797       0.585961                 NaN  0.383834                 NaN            NaN            NaN
  1398.84        500.000                 NaN   98.6817                 NaN            NaN            NaN  0.577144       0.362916                 NaN  0.378196                 NaN            NaN            NaN
  1397.45        500.000                 NaN   98.7031                 NaN            NaN            NaN  0.356830       0.567991                 NaN  0.372043                 NaN            NaN            NaN
  1396.06        500.000                 NaN   98.7238                 NaN            NaN            NaN  0.350724       0.559311                 NaN  0.366128                 NaN            NaN            NaN
  1394.67        500.000                 NaN   98.7447                 NaN            NaN            NaN  0.344453       0.550630                 NaN  0.360211                 NaN            NaN            NaN
  1393.28        500.000                 NaN   98.7636                 NaN            NaN            NaN  0.339383       0.542181                 NaN  0.354820                 NaN            NaN            NaN
  1391.90        500.000                 NaN   98.7844                 NaN            NaN            NaN  0.533677       0.333066                 NaN  0.348904                 NaN            NaN            NaN
  1390.51        500.000                 NaN   98.8021                 NaN            NaN            NaN  0.327993       0.526086                 NaN  0.343804                 NaN            NaN            NaN
  1389.12        500.000                 NaN   98.8207                 NaN            NaN            NaN  0.518348       0.322447                 NaN  0.338500                 NaN            NaN            NaN
  1387.73        500.000                 NaN   98.8386                 NaN            NaN            NaN  0.317278       0.510733                 NaN  0.333344                 NaN            NaN            NaN
  1386.34        500.000                 NaN   98.8560                 NaN            NaN            NaN  0.503519       0.312106                 NaN  0.328401                 NaN            NaN            NaN
  1384.95        500.000                 NaN   98.8736                 NaN            NaN            NaN  0.306854       0.496188                 NaN  0.323333                 NaN            NaN            NaN
  1383.56        500.000                 NaN   98.8903                 NaN            NaN            NaN  0.302057       0.489120                 NaN  0.318519                 NaN            NaN            NaN
  1382.17        500.000                 NaN   98.9038                 NaN            NaN            NaN  0.483122       0.298535                 NaN  0.314509                 NaN            NaN            NaN
  1380.78        500.000                 NaN   98.9241                 NaN            NaN            NaN  0.292063       0.475091                 NaN  0.308775                 NaN            NaN            NaN
  1379.39        500.000                 NaN   98.9370                 NaN            NaN            NaN  0.469594       0.288243                 NaN  0.305134                 NaN            NaN            NaN
  1378.00        500.000                 NaN   98.9526                 NaN            NaN            NaN  0.462963       0.283796                 NaN  0.300613                 NaN            NaN            NaN
  1376.61        500.000                 NaN   98.9683                 NaN            NaN            NaN  0.456752       0.278857                 NaN  0.296085                 NaN            NaN            NaN
  1375.22        500.000                 NaN   98.9819                 NaN            NaN            NaN  0.451074       0.274817                 NaN  0.292227                 NaN            NaN            NaN
  1373.83        500.000                 NaN   98.9959                 NaN            NaN            NaN  0.445263       0.270691                 NaN  0.288190                 NaN            NaN            NaN
  1372.44        500.000                 NaN   99.0108                 NaN            NaN            NaN  0.266471       0.438951                 NaN  0.283798                 NaN            NaN            NaN
  1371.05        500.000                 NaN   99.0238                 NaN            NaN            NaN  0.433509       0.262651                 NaN  0.280083                 NaN            NaN            NaN
  1369.66        500.000                 NaN   99.0370                 NaN            NaN            NaN  0.428203       0.258515                 NaN  0.276284                 NaN            NaN            NaN
  1368.27        500.000                 NaN   99.0511                 NaN            NaN            NaN  0.254225       0.422462                 NaN  0.272170                 NaN            NaN            NaN
  1366.88        500.000                 NaN   99.0632                 NaN            NaN            NaN  0.417412       0.250708                 NaN  0.268673                 NaN            NaN            NaN
  1365.49        500.000                 NaN   99.0725                 NaN            NaN            NaN  0.413319       0.247885                 NaN  0.266281                 NaN            NaN            NaN
  1364.10        500.000                 NaN   99.0907                 NaN            NaN            NaN  0.242564       0.406214                 NaN  0.260497                 NaN            NaN            NaN
  1362.71        500.000                 NaN   99.0998                 NaN            NaN            NaN  0.239772       0.402307                 NaN  0.258104                 NaN            NaN            NaN
  1361.32        500.000                 NaN   99.1117                 NaN            NaN            NaN  0.236437       0.397330                 NaN  0.254568                 NaN            NaN            NaN
  1359.93        500.000                 NaN   99.1230                 NaN            NaN            NaN  0.233151       0.392573                 NaN  0.251238                 NaN            NaN            NaN
  1358.54        500.000                 NaN   99.1335                 NaN            NaN            NaN  0.388196       0.229990                 NaN  0.248268                 NaN            NaN            NaN
  1357.15        500.000                 NaN   99.1462                 NaN            NaN            NaN  0.226227       0.383101                 NaN  0.244457                 NaN            NaN            NaN
  1355.76        500.000                 NaN   99.1561                 NaN            NaN            NaN  0.223303       0.379017                 NaN  0.241562                 NaN            NaN            NaN
  1354.37        500.000                 NaN   99.1664                 NaN            NaN            NaN  0.374527       0.220572                 NaN  0.238516                 NaN            NaN            NaN
  1352.98        500.000                 NaN   99.1775                 NaN            NaN            NaN  0.216797       0.370349                 NaN  0.235359                 NaN            NaN            NaN
  1351.59        500.000                 NaN   99.1878                 NaN            NaN            NaN  0.213800       0.366068                 NaN  0.232370                 NaN            NaN            NaN
  1350.20        500.000                 NaN   99.1983                 NaN            NaN            NaN  0.361811       0.210597                 NaN  0.229295                 NaN            NaN            NaN
  1348.81        500.000                 NaN   99.2079                 NaN            NaN            NaN  0.207621       0.357988                 NaN  0.226474                 NaN            NaN            NaN
  1347.42        500.000                 NaN   99.2173                 NaN            NaN            NaN  0.354047       0.204851                 NaN  0.223787                 NaN            NaN            NaN
  1346.04        500.000                 NaN   99.2272                 NaN            NaN            NaN  0.202120       0.349898                 NaN  0.220831                 NaN            NaN            NaN
  1344.65        500.000                 NaN   99.2366                 NaN            NaN            NaN  0.346163       0.199126                 NaN  0.218087                 NaN            NaN            NaN
  1343.26        500.000                 NaN   99.2454                 NaN            NaN            NaN  0.342608       0.196471                 NaN  0.215539                 NaN            NaN            NaN
  1341.87        500.000                 NaN   99.2546                 NaN            NaN            NaN  0.193845       0.338779                 NaN  0.212820                 NaN            NaN            NaN
  1340.48        500.000                 NaN   99.2629                 NaN            NaN            NaN  0.191339       0.335358                 NaN  0.210365                 NaN            NaN            NaN
  1339.09        500.000                 NaN   99.2724                 NaN            NaN            NaN  0.331562       0.188462                 NaN  0.207572                 NaN            NaN            NaN
  1337.70        500.000                 NaN   99.2806                 NaN            NaN            NaN  0.186178       0.328056                 NaN  0.205207                 NaN            NaN            NaN
  1336.31        500.000                 NaN   99.2887                 NaN            NaN            NaN  0.325289       0.183148                 NaN  0.202881                 NaN            NaN            NaN
  1334.92        500.000                 NaN   99.2976                 NaN            NaN            NaN  0.321313       0.180956                 NaN  0.200142                 NaN            NaN            NaN
  1333.53        500.000                 NaN   99.3056                 NaN            NaN            NaN  0.318064       0.178479                 NaN  0.197810                 NaN            NaN            NaN
  1332.14        500.000                 NaN   99.3136                 NaN            NaN            NaN  0.314906       0.176013                 NaN  0.195513                 NaN            NaN            NaN
  1330.75        500.000                 NaN   99.3210                 NaN            NaN            NaN  0.311677       0.173912                 NaN  0.193382                 NaN            NaN            NaN
  1329.36        500.000                 NaN   99.3297                 NaN            NaN            NaN  0.171381       0.308214                 NaN  0.190672                 NaN            NaN            NaN
  1327.97        500.000                 NaN   99.3361                 NaN            NaN            NaN  0.305851       0.169158                 NaN  0.188914                 NaN            NaN            NaN
  1326.58        500.000                 NaN   99.3441                 NaN            NaN            NaN  0.302295       0.167134                 NaN  0.186518                 NaN            NaN            NaN
  1325.19        500.000                 NaN   99.3521                 NaN            NaN            NaN  0.299183       0.164554                 NaN  0.184156                 NaN            NaN            NaN
  1323.80        500.000                 NaN   99.3542                 NaN            NaN            NaN  0.297839       0.164151                 NaN  0.183781                 NaN            NaN            NaN
  1322.41        500.000                 NaN   99.3702                 NaN            NaN            NaN  0.291118       0.160317                 NaN  0.178352                 NaN            NaN            NaN
  1321.02        500.000                 NaN   99.3731                 NaN            NaN            NaN  0.158244       0.290642                 NaN  0.177963                 NaN            NaN            NaN
  1319.63        500.000                 NaN   99.3790                 NaN            NaN            NaN  0.156649       0.287990                 NaN  0.176341                 NaN            NaN            NaN
  1318.24        500.000                 NaN   99.3862                 NaN            NaN            NaN  0.285508       0.154159                 NaN  0.174086                 NaN            NaN            NaN
  1316.85        500.000                 NaN   99.3938                 NaN            NaN            NaN  0.152405       0.282051                 NaN  0.171780                 NaN            NaN            NaN
  1315.46        500.000                 NaN   99.3998                 NaN            NaN            NaN  0.150435       0.279693                 NaN  0.170097                 NaN            NaN            NaN
  1314.07        500.000                 NaN   99.4063                 NaN            NaN            NaN  0.277092       0.148442                 NaN  0.168179                 NaN            NaN            NaN
  1312.68        500.000                 NaN   99.4129                 NaN            NaN            NaN  0.274381       0.146512                 NaN  0.166235                 NaN            NaN            NaN
  1311.29        500.000                 NaN   99.4192                 NaN            NaN            NaN  0.271780       0.144615                 NaN  0.164412                 NaN            NaN            NaN
  1309.90        500.000                 NaN   99.4254                 NaN            NaN            NaN  0.269385       0.142637                 NaN  0.162533                 NaN            NaN            NaN
  1308.51        500.000                 NaN   99.4314                 NaN            NaN            NaN  0.266744       0.141062                 NaN  0.160774                 NaN            NaN            NaN
  1307.12        500.000                 NaN   99.4373                 NaN            NaN            NaN  0.139023       0.264583                 NaN  0.159085                 NaN            NaN            NaN
  1305.73        500.000                 NaN   99.4435                 NaN            NaN            NaN  0.261812       0.137513                 NaN  0.157223                 NaN            NaN            NaN
  1304.34        500.000                 NaN   99.4494                 NaN            NaN            NaN  0.135372       0.259699                 NaN  0.155480                 NaN            NaN            NaN
  1302.95        500.000                 NaN   99.4553                 NaN            NaN            NaN  0.133888       0.257099                 NaN  0.153752                 NaN            NaN            NaN
  1301.56        500.000                 NaN   99.4608                 NaN            NaN            NaN  0.254886       0.132208                 NaN  0.152147                 NaN            NaN            NaN
  1300.18        500.000                 NaN   99.4663                 NaN            NaN            NaN  0.252593       0.130565                 NaN  0.150545                 NaN            NaN            NaN
  1298.79        500.000                 NaN   99.2124                 NaN            NaN            NaN  0.152470       0.298442                 NaN  0.176307       0.160428                 NaN            NaN
  1297.40        500.000                 NaN   75.0633                 NaN            NaN            NaN   4.74840        2.36593                 NaN   2.73220        15.0902                 NaN            NaN
  1296.01        500.000                 NaN   79.6169                 NaN            NaN            NaN   1.96315        3.86938                 NaN   2.24663        12.3040                 NaN            NaN
  1294.62        500.000                 NaN   82.9126                 NaN            NaN            NaN   3.23177        1.67067                 NaN   1.89418        10.2908                 NaN            NaN
  1293.23        500.000                 NaN   85.3945                 NaN            NaN            NaN   2.75227        1.44745                 NaN   1.62775        8.77806                 NaN            NaN
  1291.84        500.000                 NaN   87.3006                 NaN            NaN            NaN   1.27176        2.38604                 NaN   1.42252        7.61908                 NaN            NaN
  1290.45        500.000                 NaN   88.8089                 NaN            NaN            NaN   1.13432        2.09396                 NaN   1.25939        6.70347                 NaN            NaN
  1289.06        500.000                 NaN   90.0032                 NaN            NaN            NaN   1.86306        1.02323                 NaN   1.12969        5.98082                 NaN            NaN
  1287.67        500.000                 NaN   91.0137                 NaN            NaN            NaN  0.927304        1.66929                 NaN   1.01984        5.36991                 NaN            NaN
  1286.28        500.000                 NaN   91.8247                 NaN            NaN            NaN  0.851340        1.51296                 NaN  0.931513        4.87953                 NaN            NaN
  1284.89        500.000                 NaN   92.5183                 NaN            NaN            NaN  0.785455        1.37875                 NaN  0.855446        4.46207                 NaN            NaN
  1283.50        500.000                 NaN   93.1083                 NaN            NaN            NaN   1.26430       0.729857                 NaN  0.790559        4.10700                 NaN            NaN
  1282.11        500.000                 NaN   93.6190                 NaN            NaN            NaN  0.681080        1.16512                 NaN  0.734100        3.80069                 NaN            NaN
  1280.72        500.000                 NaN   94.0600                 NaN            NaN            NaN   1.07962       0.638568                 NaN  0.685346        3.53649                 NaN            NaN
  1279.33        500.000                 NaN   94.4507                 NaN            NaN            NaN  0.602232        1.00316                 NaN  0.641751        3.30211                 NaN            NaN
  1277.94        500.000                 NaN   94.7916                 NaN            NaN            NaN  0.568814       0.936891                 NaN  0.603770        3.09889                 NaN            NaN
  1276.55        500.000                 NaN   95.1015                 NaN            NaN            NaN  0.876425       0.538612                 NaN  0.568886        2.91457                 NaN            NaN
  1275.16        500.000                 NaN   95.3749                 NaN            NaN            NaN  0.511437       0.823659                 NaN  0.538140        2.75186                 NaN            NaN
  1273.77        500.000                 NaN   95.6200                 NaN            NaN            NaN  0.775287       0.488425                 NaN  0.510490        2.60584                 NaN            NaN
  1272.38        500.000                 NaN   95.8404                 NaN            NaN            NaN  0.467314       0.732197                 NaN  0.485486        2.47464                 NaN            NaN
  1270.99        500.000                 NaN   96.0500                 NaN            NaN            NaN  0.691778       0.445453                 NaN  0.461428        2.35135                 NaN            NaN
  1269.60        500.000                 NaN   96.2356                 NaN            NaN            NaN  0.654723       0.428161                 NaN  0.440218        2.24126                 NaN            NaN
  1268.21        500.000                 NaN   96.4074                 NaN            NaN            NaN  0.621972       0.410476                 NaN  0.420538        2.13961                 NaN            NaN
  1266.82        500.000                 NaN   96.5686                 NaN            NaN            NaN  0.394812       0.589231                 NaN  0.401775        2.04562                 NaN            NaN
